snapshot_date,base,quote,rate_per_usd
2025-01-02,usd,bif,2957.17936477
2025-01-02,usd,bmd,1
2025-01-02,usd,bnb,0.0014271975
2025-01-02,usd,bnd,1.36407334
2025-01-02,usd,bob,6.92028583
2025-01-02,usd,brl,6.30847286
2025-01-02,usd,bsd,1
2025-01-02,usd,bsv,0.019294254
2025-01-02,usd,bsw,12.04130168
2025-01-02,usd,btc,1.05479e-05
2025-01-02,usd,btcb,1.53275257
2025-01-02,usd,btg,0.11563951
2025-01-02,usd,btn,85.63160563
2025-01-02,usd,btt,930978.62570295
2025-01-02,usd,busd,0.99900187
2025-01-02,usd,bwp,13.98484582
2025-01-02,usd,byn,3.26997032
2025-01-02,usd,byr,32699.70323476
2025-01-02,usd,bzd,2.01240732
2025-01-02,usd,cad,1.43713967
2025-01-02,usd,cake,0.38183424
2025-01-02,usd,cdf,2856.5
2025-01-02,usd,celo,1.48669122
2025-01-02,usd,cfx,6.10196429
2025-01-02,usd,chf,0.90689256
2025-01-02,usd,chz,11.48661881
2025-01-02,usd,clp,995.44186958
2025-01-02,usd,cnh,7.32033711
2025-01-02,usd,cny,7.29847375
2025-01-02,usd,comp,0.012667915
2025-01-02,usd,cop,4404.66846554
2025-01-02,usd,crc,508.62645148
2025-01-02,usd,cro,6.6004034
2025-01-02,usd,crv,1.03112359
2025-01-02,usd,cspr,61.26896576
2025-01-02,usd,cuc,1
2025-01-02,usd,cup,23.99304874
2025-01-02,usd,cve,106.47690956
2025-01-02,usd,cvx,0.20561684
2025-01-02,usd,cyp,0.56514162
2025-01-02,usd,czk,24.32251819
2025-01-02,usd,dai,1.00007534
2025-01-02,usd,dash,0.025285707
2025-01-02,usd,dcr,0.065554129
2025-01-02,usd,dem,1.88855295
2025-01-02,usd,dfi,41.66255349
2025-01-02,usd,djf,177.90604776
2025-01-02,usd,dkk,7.20117497
2025-01-02,usd,doge,3.01862771
2025-01-02,usd,dop,61.10189597
2025-01-02,usd,dot,0.13893337
2025-01-02,usd,dydx,0.67263747
2025-01-02,usd,dzd,135.88697815
2025-01-02,usd,eek,15.10842362
2025-01-02,usd,egld,0.028419835
2025-01-02,usd,egp,50.81695714
2025-01-02,usd,enj,4.53237855
2025-01-02,usd,eos,1.22492006
2025-01-02,usd,ern,15
2025-01-02,usd,esp,160.6626197
2025-01-02,usd,etb,127.98076837
2025-01-02,usd,etc,0.038370655
2025-01-02,usd,eth,0.0002957737
2025-01-02,usd,eur,0.96560179
2025-01-02,usd,fei,1.03293308
2025-01-02,usd,fil,0.19220147
2025-01-02,usd,fim,5.74120754
2025-01-02,usd,fjd,2.343038
2025-01-02,usd,fkp,0.79876009
2025-01-02,usd,flow,1.36543893
2025-01-02,usd,flr,36.46673233
2025-01-02,usd,frax,1.00546941
2025-01-02,usd,frf,6.33393254
2025-01-02,usd,ftm,1.25244162
2025-01-02,usd,ftt,0.26095213
2025-01-02,usd,fxs,0.27531806
2025-01-02,usd,gala,26.74230924
2025-01-02,usd,gbp,0.79876009
2025-01-02,usd,gel,2.81320856
2025-01-02,usd,ggp,0.79876009
2025-01-02,usd,ghc,147069.86118537
2025-01-02,usd,ghs,14.70698612
2025-01-02,usd,gip,0.79876009
2025-01-02,usd,gmd,72.29460403
2025-01-02,usd,gmx,0.036061221
2025-01-02,usd,gnf,8646.94442664
2025-01-02,usd,gno,0.0036444411
2025-01-02,usd,grd,329.0288105
2025-01-02,usd,grt,4.73179517
2025-01-02,usd,gt,0.059092648
2025-01-02,usd,gtq,7.7151895
2025-01-02,usd,gusd,0.99903354
2025-01-02,usd,gyd,208.93824617
2025-01-02,usd,hbar,3.34728231
2025-01-02,usd,hkd,7.77181151
2025-01-02,usd,hnl,25.41763668
2025-01-02,usd,hnt,0.15926653
2025-01-02,usd,hot,412.75453891
2025-01-02,usd,hrk,7.2753267
2025-01-02,usd,ht,0.8305543
2025-01-02,usd,htg,130.7557819
2025-01-02,usd,huf,396.98202244
2025-01-02,usd,icp,0.094448194
2025-01-02,usd,idr,16219.80681483
2025-01-02,usd,iep,0.76047321
2025-01-02,usd,ils,3.64037816
2025-01-02,usd,imp,0.79876009
2025-01-02,usd,imx,0.73293421
2025-01-02,usd,inj,0.048342232
2025-01-02,usd,inr,85.63160563
2025-01-02,usd,iqd,1310.59645031
2025-01-02,usd,irr,42087.73281827
2025-01-02,usd,isk,138.95091869
2025-01-02,usd,itl,1869.66578109
2025-01-02,usd,jep,0.79876009
2025-01-02,usd,jmd,156.20786615
2025-01-02,usd,jod,0.709
2025-01-02,usd,jpy,157.57741013
2025-01-02,usd,kas,8.48789825
2025-01-02,usd,kava,2.13403864
2025-01-02,usd,kcs,0.095030869
2025-01-02,usd,kda,0.99425964
2025-01-02,usd,kes,129.36227579
2025-01-02,usd,kgs,86.79906921
2025-01-02,usd,khr,4026.69170518
2025-01-02,usd,klay,4.77389321
2025-01-02,usd,kmf,475.04494083
2025-01-02,usd,knc,1.8104074
2025-01-02,usd,kpw,900.01875566
2025-01-02,usd,krw,1469.37074263
2025-01-02,usd,ksm,0.028823164
2025-01-02,usd,kwd,0.30834196
2025-01-02,usd,kyd,0.82533445
2025-01-02,usd,kzt,525.15930488
2025-01-02,usd,lak,21870.72198561
2025-01-02,usd,lbp,89940.08061555
2025-01-02,usd,ldo,0.55221524
2025-01-02,usd,leo,0.10998392
2025-01-02,usd,link,0.045663284
2025-01-02,usd,lkr,293.21207448
2025-01-02,usd,lrc,4.88390024
2025-01-02,usd,lrd,183.92122825
2025-01-02,usd,lsl,18.83404432
2025-01-02,usd,ltc,0.0093678771
2025-01-02,usd,ltl,3.33402987
2025-01-02,usd,luf,38.95227971
2025-01-02,usd,luna,2.34473438
2025-01-02,usd,lunc,8841.79197017
2025-01-02,usd,lvl,0.67862494
2025-01-02,usd,lyd,4.92016219
2025-01-02,usd,mad,10.12691494
2025-01-02,usd,mana,1.97978323
2025-01-02,usd,matic,2.09633727
2025-01-02,usd,mbx,2.88256409
2025-01-02,usd,mdl,18.42617448
2025-01-02,usd,mga,4715.17703584
2025-01-02,usd,mgf,23575.88517918
2025-01-02,usd,mina,1.64645472
2025-01-02,usd,mkd,59.14547462
2025-01-02,usd,mkr,0.0006608565
2025-01-02,usd,mmk,2098.79085241
2025-01-02,usd,mnt,3435.63002902
2025-01-02,usd,mop,8.00496585
2025-01-02,usd,mro,398.12800142
2025-01-02,usd,mru,39.81280014
2025-01-02,usd,mtl,0.41453285
2025-01-02,usd,mur,46.81853093
2025-01-02,usd,mvr,15.43711864
2025-01-02,usd,mwk,1735.69058003
2025-01-02,usd,mxn,20.82893368
2025-01-02,usd,mxv,2.49724802
2025-01-02,usd,myr,4.47757517
2025-01-02,usd,mzm,63906.69694195
2025-01-02,usd,mzn,63.90669694
2025-01-02,usd,nad,18.83404432
2025-01-02,usd,near,0.18816055
2025-01-02,usd,neo,0.069086224
2025-01-02,usd,nexo,0.76580311
2025-01-02,usd,nft,1916467.25652336
2025-01-02,usd,ngn,1543.97707195
2025-01-02,usd,nio,36.81544122
2025-01-02,usd,nlg,2.12790632
2025-01-02,usd,nok,11.37551414
2025-01-02,usd,npr,137.07479271
2025-01-02,usd,nzd,1.78187874
2025-01-02,usd,okb,0.020575737
2025-01-02,usd,omr,0.38501509
2025-01-02,usd,one,35.72728576
2025-01-02,usd,op,0.54564028
2025-01-02,usd,ordi,0.035983245
2025-01-02,usd,pab,1
2025-01-02,usd,paxg,0.00037967244
2025-01-02,usd,pen,3.75903408
2025-01-02,usd,pepe,51135.51109723
2025-01-02,usd,pgk,4.05796428
2025-01-02,usd,php,57.90068345
2025-01-02,usd,pkr,278.66311768
2025-01-02,usd,pln,4.13006719
2025-01-02,usd,pte,193.58577839
2025-01-02,usd,pyg,7813.03746866
2025-01-02,usd,qar,3.64
2025-01-02,usd,qnt,0.0084664276
2025-01-02,usd,qtum,0.31721559
2025-01-02,usd,rol,48029.92903514
2025-01-02,usd,ron,4.8029929
2025-01-02,usd,rpl,0.084701649
2025-01-02,usd,rsd,113.01941626
2025-01-02,usd,rub,113.71346037
2025-01-02,usd,rune,0.21508014
2025-01-02,usd,rvn,47.84383687
2025-01-02,usd,rwf,1392.33383238
2025-01-02,usd,sand,1.71521888
2025-01-02,usd,sar,3.75
2025-01-02,usd,sbd,8.39713432
2025-01-02,usd,scr,14.30800958
2025-01-02,usd,sdd,60146.67404652
2025-01-02,usd,sdg,601.46674047
2025-01-02,usd,sek,11.06197144
2025-01-02,usd,sgd,1.36407334
2025-01-02,usd,shib,45786.34732834
2025-01-02,usd,shp,0.79876009
2025-01-02,usd,sit,231.39681335
2025-01-02,usd,skk,29.08971957
2025-01-02,usd,sle,22.74952696
2025-01-02,usd,sll,22749.5269585
2025-01-02,usd,snx,0.49053969
2025-01-02,usd,sol,0.0050884816
2025-01-02,usd,sos,570.57846056
2025-01-02,usd,spl,0.16666667
2025-01-02,usd,srd,35.5181587
2025-01-02,usd,srg,35518.15869575
2025-01-02,usd,std,23595.26584405
2025-01-02,usd,stn,23.59526584
2025-01-02,usd,stx,0.62047156
2025-01-02,usd,sui,0.2336758
2025-01-02,usd,svc,8.75
2025-01-02,usd,syp,13001.98298152
2025-01-02,usd,szl,18.83404432
2025-01-02,usd,thb,34.1736918
2025-01-02,usd,theta,0.41547941
2025-01-02,usd,tjs,10.90078553
2025-01-02,usd,tmm,17549.67477363
2025-01-02,usd,tmt,3.50993495
2025-01-02,usd,tnd,3.19230808
2025-01-02,usd,ton,0.17986129
2025-01-02,usd,top,2.40806091
2025-01-02,usd,trl,35388061.73571924
2025-01-02,usd,trx,3.89235182
2025-01-02,usd,try,35.38806174
2025-01-02,usd,ttd,6.79878968
2025-01-02,usd,tusd,1.00224386
2025-01-02,usd,tvd,1.61023464
2025-01-02,usd,twd,32.80326017
2025-01-02,usd,twt,0.82212975
2025-01-02,usd,tzs,2425.15026287
2025-01-02,usd,uah,41.84935174
2025-01-02,usd,ugx,3679.36088346
2025-01-02,usd,uni,0.072034961
2025-01-02,usd,usd,1
2025-01-02,usd,usdc,1.00003436
2025-01-02,usd,usdd,1.00323797
2025-01-02,usd,usdp,1.00011577
2025-01-02,usd,usdt,1.00199863
2025-01-02,usd,uyu,43.86031048
2025-01-02,usd,uzs,12868.39214499
2025-01-02,usd,val,1869.66578109
2025-01-02,usd,veb,5196193050.867865
2025-01-02,usd,ved,51.96223045
2025-01-02,usd,vef,5196223.04539323
2025-01-02,usd,ves,51.96223045
2025-01-02,usd,vet,20.85301366
2025-01-02,usd,vnd,25484.85389887
2025-01-02,usd,vuv,121.05084438
2025-01-02,usd,waves,0.65065263
2025-01-02,usd,wemix,1.27719747
2025-01-02,usd,woo,4.62325026
2025-01-02,usd,wst,2.81046028
2025-01-02,usd,xaf,633.39325444
2025-01-02,usd,xag,0.034148735
2025-01-02,usd,xau,0.0003797341
2025-01-02,usd,xaut,0.0003804599
2025-01-02,usd,xbt,1.05479e-05
2025-01-02,usd,xcd,2.70526148
2025-01-02,usd,xch,0.043364655
2025-01-02,usd,xdc,11.71656485
2025-01-02,usd,xdr,0.76648889
2025-01-02,usd,xec,29024.54691982
2025-01-02,usd,xem,40.4128966
2025-01-02,usd,xlm,2.30044919
2025-01-02,usd,xmr,0.0051482702
2025-01-02,usd,xof,633.39325444
2025-01-02,usd,xpd,0.0010872716
2025-01-02,usd,xpf,115.22694411
2025-01-02,usd,xpt,0.0010913928
2025-01-02,usd,xrp,0.41806105
2025-01-02,usd,xtz,0.71648583
2025-01-02,usd,yer,250.05191948
2025-01-02,usd,zar,18.83404432
2025-01-02,usd,zec,0.017063151
2025-01-02,usd,zil,46.83323622
2025-01-02,usd,zmk,27913.58655075
2025-01-02,usd,zmw,27.91358655
2025-01-02,usd,zwd,361.9
2025-01-02,usd,zwg,25.46947311
2025-01-02,usd,zwl,63641.18881406
2025-07-01,usd,1inch,5.69322482
2025-07-01,usd,aave,0.0036279174
2025-07-01,usd,ada,1.65500274
2025-07-01,usd,aed,3.6725
2025-07-01,usd,afn,70.21760691
2025-07-01,usd,agix,3.36507423
2025-07-01,usd,akt,0.96386282
2025-07-01,usd,algo,5.25576944
2025-07-01,usd,all,83.3494138
2025-07-01,usd,amd,382.6655646
2025-07-01,usd,amp,301.33933449
2025-07-01,usd,ang,1.80025027
2025-07-01,usd,aoa,917.9573568
2025-07-01,usd,ape,1.6445847
2025-07-01,usd,apt,0.20465025
2025-07-01,usd,ar,0.19764318
2025-07-01,usd,arb,2.9537752
2025-07-01,usd,ars,1204.07544337
2025-07-01,usd,atom,0.24601759
2025-07-01,usd,ats,11.6785349
2025-07-01,usd,aud,1.52417016
2025-07-01,usd,avax,0.056023148
2025-07-01,usd,awg,1.79
2025-07-01,usd,axs,0.44638655
2025-07-01,usd,azm,8499.83140033
2025-07-01,usd,azn,1.69996628
2025-07-01,usd,bake,9.95550074
2025-07-01,usd,bam,1.65993684
2025-07-01,usd,bat,7.85327952
2025-07-01,usd,bbd,2
2025-07-01,usd,bch,0.0019185979
2025-07-01,usd,bdt,122.63023255
2025-07-01,usd,bef,34.23696648
2025-07-01,usd,bgn,1.65993684
2025-07-01,usd,bhd,0.376
2025-07-01,usd,bif,2961.01552551
2025-07-01,usd,bmd,1
2025-07-01,usd,bnb,0.0015206758
2025-07-01,usd,bnd,1.27215806
2025-07-01,usd,bob,6.92123346
2025-07-01,usd,brl,5.43158758
2025-07-01,usd,bsd,1
2025-07-01,usd,bsv,0.041008043
2025-07-01,usd,bsw,48.20625435
2025-07-01,usd,btc,9.3178e-06
2025-07-01,usd,btcb,4.46037385
2025-07-01,usd,btg,1.40431302
2025-07-01,usd,btn,85.66993634
2025-07-01,usd,btt,1650677.46732616
2025-07-01,usd,busd,1.00117699
2025-07-01,usd,bwp,13.29068277
2025-07-01,usd,byn,3.27469747
2025-07-01,usd,byr,32746.97467097
2025-07-01,usd,bzd,2.0128464
2025-07-01,usd,cad,1.36127779
2025-07-01,usd,cake,0.42820901
2025-07-01,usd,cdf,2905.64492243
2025-07-01,usd,celo,3.87161693
2025-07-01,usd,cfx,13.51895837
2025-07-01,usd,chf,0.79270992
2025-07-01,usd,chz,28.66461872
2025-07-01,usd,clp,931.92315123
2025-07-01,usd,cnh,7.15692633
2025-07-01,usd,cny,7.1606262
2025-07-01,usd,comp,0.02270803
2025-07-01,usd,cop,4088.08335222
2025-07-01,usd,crc,505.12835649
2025-07-01,usd,cro,12.4019155
2025-07-01,usd,crv,1.93022135
2025-07-01,usd,cspr,89.9874294
2025-07-01,usd,cuc,1
2025-07-01,usd,cup,23.9699011
2025-07-01,usd,cve,93.58749758
2025-07-01,usd,cvx,0.42885393
2025-07-01,usd,cyp,0.4967292
2025-07-01,usd,czk,20.98828062
2025-07-01,usd,dai,1.00117659
2025-07-01,usd,dash,0.050189209
2025-07-01,usd,dcr,0.066544467
2025-07-01,usd,dem,1.65993684
2025-07-01,usd,dfi,202.77509478
2025-07-01,usd,djf,178.11216269
2025-07-01,usd,dkk,6.33228918
2025-07-01,usd,doge,6.0462354
2025-07-01,usd,dop,59.4017838
2025-07-01,usd,dot,0.29441823
2025-07-01,usd,dydx,1.94218701
2025-07-01,usd,dzd,129.65819489
2025-07-01,usd,eek,13.27949472
2025-07-01,usd,egld,0.07442435
2025-07-01,usd,egp,49.58961768
2025-07-01,usd,enj,15.49519032
2025-07-01,usd,eos,1.75310961
2025-07-01,usd,ern,15
2025-07-01,usd,esp,141.21383306
2025-07-01,usd,etb,135.19738507
2025-07-01,usd,etc,0.060517966
2025-07-01,usd,eth,0.0004010462
2025-07-01,usd,eur,0.84871223
2025-07-01,usd,eurc,0.84837968
2025-07-01,usd,fei,1.00519703
2025-07-01,usd,fil,0.43500256
2025-07-01,usd,fim,5.04621377
2025-07-01,usd,fjd,2.23815246
2025-07-01,usd,fkp,0.7283443
2025-07-01,usd,flow,3.07064527
2025-07-01,usd,flr,57.77197147
2025-07-01,usd,frax,0.49777038
2025-07-01,usd,frf,5.56718728
2025-07-01,usd,ftt,1.26300346
2025-07-01,usd,gala,71.20733258
2025-07-01,usd,gbp,0.7283443
2025-07-01,usd,gel,2.72085585
2025-07-01,usd,ggp,0.7283443
2025-07-01,usd,ghc,103392.85408221
2025-07-01,usd,ghs,10.33928541
2025-07-01,usd,gip,0.7283443
2025-07-01,usd,gmd,72.22908594
2025-07-01,usd,gmx,0.072201344
2025-07-01,usd,gnf,8670.67314457
2025-07-01,usd,gno,0.0090726031
2025-07-01,usd,grd,289.1986923
2025-07-01,usd,grt,12.02824118
2025-07-01,usd,gt,0.064541536
2025-07-01,usd,gtq,7.68749511
2025-07-01,usd,gusd,1.00131159
2025-07-01,usd,gyd,209.00973171
2025-07-01,usd,hbar,6.63384386
2025-07-01,usd,hkd,7.8499384
2025-07-01,usd,hnl,26.15040312
2025-07-01,usd,hnt,0.44146154
2025-07-01,usd,hot,1202.89779983
2025-07-01,usd,hrk,6.3946223
2025-07-01,usd,ht,4.72370732
2025-07-01,usd,htg,131.67951273
2025-07-01,usd,huf,339.14309175
2025-07-01,usd,icp,0.20463212
2025-07-01,usd,idr,16184.93295487
2025-07-01,usd,iep,0.6684152
2025-07-01,usd,ils,3.37050728
2025-07-01,usd,imp,0.7283443
2025-07-01,usd,imx,2.28675053
2025-07-01,usd,inj,0.094603124
2025-07-01,usd,inr,85.66993634
2025-07-01,usd,iqd,1309.93107003
2025-07-01,usd,irr,42059.73472012
2025-07-01,usd,isk,120.6872001
2025-07-01,usd,itl,1643.33602915
2025-07-01,usd,jep,0.7283443
2025-07-01,usd,jmd,160.3015326
2025-07-01,usd,jod,0.709
2025-07-01,usd,jpy,143.68446719
2025-07-01,usd,kas,13.38983057
2025-07-01,usd,kava,2.50920755
2025-07-01,usd,kcs,0.089746745
2025-07-01,usd,kda,2.58267484
2025-07-01,usd,kes,129.34313503
2025-07-01,usd,kgs,87.3148816
2025-07-01,usd,khr,4005.7310878
2025-07-01,usd,klay,6.23773624
2025-07-01,usd,kmf,417.53904608
2025-07-01,usd,knc,3.48417552
2025-07-01,usd,kpw,899.96201554
2025-07-01,usd,krw,1354.14278365
2025-07-01,usd,ksm,0.078403421
2025-07-01,usd,kwd,0.30558892
2025-07-01,usd,kyd,0.82921856
2025-07-01,usd,kzt,519.52425717
2025-07-01,usd,lak,21541.88802739
2025-07-01,usd,lbp,89844.78765984
2025-07-01,usd,ldo,1.35318902
2025-07-01,usd,leo,0.11022112
2025-07-01,usd,link,0.075255806
2025-07-01,usd,lkr,299.81098847
2025-07-01,usd,lrc,13.50790684
2025-07-01,usd,lrd,200.0264715
2025-07-01,usd,lsl,17.70523005
2025-07-01,usd,ltc,0.011540992
2025-07-01,usd,ltl,2.93043359
2025-07-01,usd,luf,34.23696648
2025-07-01,usd,luna,7.64054648
2025-07-01,usd,lunc,17908.78089333
2025-07-01,usd,lvl,0.59647496
2025-07-01,usd,lyd,5.40716125
2025-07-01,usd,mad,8.99704513
2025-07-01,usd,mana,3.94761055
2025-07-01,usd,mbx,5.48575334
2025-07-01,usd,mdl,16.85786908
2025-07-01,usd,mga,4378.23044966
2025-07-01,usd,mgf,21891.15224831
2025-07-01,usd,mina,5.93392775
2025-07-01,usd,mkd,52.23891355
2025-07-01,usd,mkr,0.00051570066
2025-07-01,usd,mmk,2099.28679966
2025-07-01,usd,mnt,3583.43519362
2025-07-01,usd,mop,8.08543655
2025-07-01,usd,mro,398.08157957
2025-07-01,usd,mru,39.80815796
2025-07-01,usd,mtl,0.36435216
2025-07-01,usd,mur,45.02818578
2025-07-01,usd,mvr,15.4432165
2025-07-01,usd,mwk,1734.10770705
2025-07-01,usd,mxn,18.75841158
2025-07-01,usd,mxv,2.20744424
2025-07-01,usd,myr,4.18811117
2025-07-01,usd,mzm,63824.84548854
2025-07-01,usd,mzn,63.82484549
2025-07-01,usd,nad,17.70523005
2025-07-01,usd,near,0.46644643
2025-07-01,usd,neo,0.18477367
2025-07-01,usd,nexo,0.81706331
2025-07-01,usd,nft,2279770.27047443
2025-07-01,usd,ngn,1536.15052245
2025-07-01,usd,nio,36.73019841
2025-07-01,usd,nlg,1.87031563
2025-07-01,usd,nok,10.09211775
2025-07-01,usd,npr,137.13615059
2025-07-01,usd,nzd,1.64428759
2025-07-01,usd,okb,0.020083879
2025-07-01,usd,omr,0.38491683
2025-07-01,usd,one,102.11748702
2025-07-01,usd,op,1.78075544
2025-07-01,usd,ordi,0.1368246
2025-07-01,usd,pab,1
2025-07-01,usd,paxg,0.00030125937
2025-07-01,usd,pen,3.54239702
2025-07-01,usd,pepe,102930.60318036
2025-07-01,usd,pgk,4.1272868
2025-07-01,usd,php,56.20521353
2025-07-01,usd,pkr,283.72545195
2025-07-01,usd,pln,3.60178395
2025-07-01,usd,pol,5.41033022
2025-07-01,usd,pte,170.15152525
2025-07-01,usd,pyg,7961.55290167
2025-07-01,usd,qar,3.64
2025-07-01,usd,qnt,0.0093413645
2025-07-01,usd,qtum,0.51256879
2025-07-01,usd,rol,43103.57892321
2025-07-01,usd,ron,4.31035789
2025-07-01,usd,rpl,0.20289759
2025-07-01,usd,rsd,99.43418808
2025-07-01,usd,rub,78.24384065
2025-07-01,usd,rune,0.75145967
2025-07-01,usd,rvn,73.6769669
2025-07-01,usd,rwf,1435.12630889
2025-07-01,usd,sand,4.18555668
2025-07-01,usd,sar,3.75
2025-07-01,usd,sbd,8.4525422
2025-07-01,usd,scr,14.72956984
2025-07-01,usd,sdd,60021.26781422
2025-07-01,usd,sdg,600.21267814
2025-07-01,usd,sek,9.46474309
2025-07-01,usd,sgd,1.27215806
2025-07-01,usd,shib,87523.25923052
2025-07-01,usd,shp,0.7283443
2025-07-01,usd,sit,203.38539874
2025-07-01,usd,skk,25.56830463
2025-07-01,usd,sle,22.76168319
2025-07-01,usd,sll,22761.68319297
2025-07-01,usd,snx,1.74677404
2025-07-01,usd,sol,0.0064857499
2025-07-01,usd,sos,570.27652622
2025-07-01,usd,spl,0.16666667
2025-07-01,usd,srd,37.58613592
2025-07-01,usd,srg,37586.13591628
2025-07-01,usd,std,20988.2111121
2025-07-01,usd,stn,20.98821111
2025-07-01,usd,stx,1.50711907
2025-07-01,usd,sui,0.36071227
2025-07-01,usd,svc,8.75
2025-07-01,usd,syp,13001.70376138
2025-07-01,usd,szl,17.70523005
2025-07-01,usd,thb,32.4542253
2025-07-01,usd,theta,1.46564444
2025-07-01,usd,tjs,9.89195991
2025-07-01,usd,tmm,17537.85405778
2025-07-01,usd,tmt,3.50757081
2025-07-01,usd,tnd,2.8865213
2025-07-01,usd,ton,0.34482348
2025-07-01,usd,top,2.37544504
2025-07-01,usd,trl,39837370.54439867
2025-07-01,usd,trx,3.57780311
2025-07-01,usd,try,39.83737054
2025-07-01,usd,ttd,6.76311252
2025-07-01,usd,tusd,1.00322853
2025-07-01,usd,tvd,1.52417016
2025-07-01,usd,twd,29.26065081
2025-07-01,usd,twt,1.43757689
2025-07-01,usd,tzs,2629.95186701
2025-07-01,usd,uah,41.76403126
2025-07-01,usd,ugx,3594.91075736
2025-07-01,usd,uni,0.14028693
2025-07-01,usd,usd,1
2025-07-01,usd,usdc,0.99058699
2025-07-01,usd,usdd,1.00088914
2025-07-01,usd,usdp,0.99990001
2025-07-01,usd,usdt,1.00087583
2025-07-01,usd,uyu,39.96225691
2025-07-01,usd,uzs,12664.69078824
2025-07-01,usd,val,1643.33602915
2025-07-01,usd,veb,10803755321.387026
2025-07-01,usd,ved,107.93010604
2025-07-01,usd,vef,10793010.60437322
2025-07-01,usd,ves,107.93010604
2025-07-01,usd,vet,47.24058751
2025-07-01,usd,vnd,26139.4199175
2025-07-01,usd,vuv,119.30442577
2025-07-01,usd,waves,1.04862528
2025-07-01,usd,wemix,2.59023762
2025-07-01,usd,woo,14.77934547
2025-07-01,usd,wst,2.72993115
2025-07-01,usd,xaf,556.71872811
2025-07-01,usd,xag,0.027902448
2025-07-01,usd,xau,0.0003015996
2025-07-01,usd,xaut,0.00030183009
2025-07-01,usd,xbt,9.3178e-06
2025-07-01,usd,xcd,2.70653936
2025-07-01,usd,xcg,1.80025027
2025-07-01,usd,xch,0.10172787
2025-07-01,usd,xdc,16.94033309
2025-07-01,usd,xdr,0.72779112
2025-07-01,usd,xec,54106.85692469
2025-07-01,usd,xem,271.55656066
2025-07-01,usd,xlm,4.1973969
2025-07-01,usd,xmr,0.0031235764
2025-07-01,usd,xof,556.71872811
2025-07-01,usd,xpd,0.0009006336
2025-07-01,usd,xpf,101.27830904
2025-07-01,usd,xpt,0.0007419666
2025-07-01,usd,xrp,0.4479278
2025-07-01,usd,xtz,1.8656563
2025-07-01,usd,yer,242.18853934
2025-07-01,usd,zar,17.70523005
2025-07-01,usd,zec,0.026610939
2025-07-01,usd,zil,93.76823481
2025-07-01,usd,zmk,23969.84586828
2025-07-01,usd,zmw,23.96984587
2025-07-01,usd,zwd,361.9
2025-07-01,usd,zwg,26.97464231
2025-07-01,usd,zwl,67402.19152287
2026-01-02,usd,1inch,6.70107962
2026-01-02,usd,aave,0.0067340747
2026-01-02,usd,ada,2.81140753
2026-01-02,usd,aed,3.6725
2026-01-02,usd,afn,65.56457851
2026-01-02,usd,agix,10.72884764
2026-01-02,usd,akt,2.73290666
2026-01-02,usd,algo,8.34927148
2026-01-02,usd,all,82.34979679
2026-01-02,usd,amd,381.34060322
2026-01-02,usd,amp,473.70913657
2026-01-02,usd,ang,1.80154524
2026-01-02,usd,aoa,921.17808049
2026-01-02,usd,ape,4.72655163
2026-01-02,usd,apt,0.54198734
2026-01-02,usd,ar,0.26747287
2026-01-02,usd,arb,4.9869321
2026-01-02,usd,ars,1450.26442053
2026-01-02,usd,atom,0.48355176
2026-01-02,usd,ats,11.69758394
2026-01-02,usd,aud,1.49388636
2026-01-02,usd,avax,0.073735195
2026-01-02,usd,awg,1.79
2026-01-02,usd,axs,1.14202199
2026-01-02,usd,azm,8499.84568898
2026-01-02,usd,azn,1.69996914
2026-01-02,usd,bake,114.10554703
2026-01-02,usd,bam,1.66264439
2026-01-02,usd,bat,4.49731654
2026-01-02,usd,bbd,2
2026-01-02,usd,bch,0.001699621
2026-01-02,usd,bdt,122.328271
2026-01-02,usd,bef,34.29281093
2026-01-02,usd,bgn,1.66264439
2026-01-02,usd,bhd,0.376
2026-01-02,usd,bif,2961.5027292
2026-01-02,usd,bmd,1
2026-01-02,usd,bnb,0.0011607027
2026-01-02,usd,bnd,1.283988
2026-01-02,usd,bob,6.92857311
2026-01-02,usd,brl,5.49988719
2026-01-02,usd,bsd,1
2026-01-02,usd,bsv,0.056576481
2026-01-02,usd,bsw,328.71814436
2026-01-02,usd,btc,1.1297755e-05
2026-01-02,usd,btg,0.13281131
2026-01-02,usd,btn,89.93424676
2026-01-02,usd,btt,2556949.40380294
2026-01-02,usd,busd,0.99990844
2026-01-02,usd,bwp,13.68570016
2026-01-02,usd,byn,2.9350033
2026-01-02,usd,byr,29350.0329574
2026-01-02,usd,bzd,2.01408716
2026-01-02,usd,cad,1.37063377
2026-01-02,usd,cake,0.50486316
2026-01-02,usd,cdf,2268.90432829
2026-01-02,usd,celo,8.61015649
2026-01-02,usd,cfx,13.36735901
2026-01-02,usd,chf,0.79106886
2026-01-02,usd,chz,23.17673181
2026-01-02,usd,clp,900.07465312
2026-01-02,usd,cnh,6.97010226
2026-01-02,usd,cny,6.9965988
2026-01-02,usd,comp,0.039609699
2026-01-02,usd,cop,3772.24916916
2026-01-02,usd,crc,497.64808838
2026-01-02,usd,cro,10.67400633
2026-01-02,usd,crv,2.55271463
2026-01-02,usd,cspr,222.91426993
2026-01-02,usd,cuc,1
2026-01-02,usd,cup,23.99953984
2026-01-02,usd,cve,93.7401496
2026-01-02,usd,cvx,0.58312293
