repo,metric,period,granularity,value
airbnb/knowledge-repo,participants,2022-07,month,1.0
airbnb/knowledge-repo,participants,2022-08,month,3.0
airbnb/knowledge-repo,participants,2022-10,month,1.0
airbnb/knowledge-repo,participants,2022-11,month,5.0
airbnb/knowledge-repo,participants,2022-12,month,5.0
airbnb/knowledge-repo,participants,2023-01,month,5.0
airbnb/knowledge-repo,participants,2023-02,month,6.0
airbnb/knowledge-repo,participants,2023-03,month,6.0
airbnb/knowledge-repo,participants,2023-04,month,3.0
airbnb/knowledge-repo,participants,2023-05,month,1.0
airbnb/knowledge-repo,participants,2023-07,month,3.0
airbnb/knowledge-repo,participants,2023-08,month,2.0
airbnb/knowledge-repo,participants,2024-09,month,1.0
airbnb/knowledge-repo,participants,2025-07,month,1.0
airbnb/knowledge-repo,participants,2021-10-raw,other,1.0
airbnb/knowledge-repo,participants,2016Q3,quarter,10.0
airbnb/knowledge-repo,participants,2016Q4,quarter,47.0
airbnb/knowledge-repo,participants,2017Q1,quarter,30.0
airbnb/knowledge-repo,participants,2017Q2,quarter,31.0
airbnb/knowledge-repo,participants,2017Q3,quarter,31.0
airbnb/knowledge-repo,participants,2017Q4,quarter,30.0
airbnb/knowledge-repo,participants,2018Q1,quarter,28.0
airbnb/knowledge-repo,participants,2018Q2,quarter,34.0
airbnb/knowledge-repo,participants,2018Q3,quarter,27.0
airbnb/knowledge-repo,participants,2018Q4,quarter,18.0
airbnb/knowledge-repo,participants,2019Q1,quarter,27.0
airbnb/knowledge-repo,participants,2019Q2,quarter,17.0
airbnb/knowledge-repo,participants,2019Q3,quarter,7.0
airbnb/knowledge-repo,participants,2019Q4,quarter,8.0
airbnb/knowledge-repo,participants,2020Q1,quarter,17.0
airbnb/knowledge-repo,participants,2020Q2,quarter,25.0
airbnb/knowledge-repo,participants,2020Q3,quarter,13.0
airbnb/knowledge-repo,participants,2020Q4,quarter,11.0
airbnb/knowledge-repo,participants,2021Q1,quarter,10.0
airbnb/knowledge-repo,participants,2021Q2,quarter,4.0
airbnb/knowledge-repo,participants,2021Q3,quarter,10.0
airbnb/knowledge-repo,participants,2021Q4,quarter,4.0
airbnb/knowledge-repo,participants,2022Q1,quarter,5.0
airbnb/knowledge-repo,participants,2022Q2,quarter,7.0
airbnb/knowledge-repo,participants,2022Q3,quarter,4.0
airbnb/knowledge-repo,participants,2022Q4,quarter,8.0
airbnb/knowledge-repo,participants,2023Q1,quarter,9.0
airbnb/knowledge-repo,participants,2023Q2,quarter,4.0
airbnb/knowledge-repo,participants,2023Q3,quarter,4.0
airbnb/knowledge-repo,participants,2024Q3,quarter,1.0
airbnb/knowledge-repo,participants,2025Q3,quarter,1.0
airbnb/knowledge-repo,stars,2016,year,1542.0
airbnb/knowledge-repo,stars,2017,year,1021.0
airbnb/knowledge-repo,stars,2018,year,904.0
airbnb/knowledge-repo,stars,2019,year,704.0
airbnb/knowledge-repo,stars,2020,year,567.0
airbnb/knowledge-repo,stars,2021,year,404.0
airbnb/knowledge-repo,stars,2022,year,318.0
airbnb/knowledge-repo,stars,2023,year,190.0
airbnb/knowledge-repo,stars,2024,year,134.0
airbnb/knowledge-repo,stars,2025,year,54.0
airbnb/knowledge-repo,stars,2026,year,5.0
airbnb/knowledge-repo,stars,2016-09,month,127.0
airbnb/knowledge-repo,stars,2016-10,month,86.0
airbnb/knowledge-repo,stars,2016-11,month,1223.0
airbnb/knowledge-repo,stars,2016-12,month,106.0
airbnb/knowledge-repo,stars,2017-01,month,74.0
airbnb/knowledge-repo,stars,2017-02,month,75.0
airbnb/knowledge-repo,stars,2017-03,month,63.0
airbnb/knowledge-repo,stars,2017-04,month,62.0
airbnb/knowledge-repo,stars,2017-05,month,104.0
airbnb/knowledge-repo,stars,2017-06,month,162.0
airbnb/knowledge-repo,stars,2017-07,month,96.0
airbnb/knowledge-repo,stars,2017-08,month,67.0
airbnb/knowledge-repo,stars,2017-09,month,94.0
airbnb/knowledge-repo,stars,2017-10,month,90.0
airbnb/knowledge-repo,stars,2017-11,month,79.0
airbnb/knowledge-repo,stars,2017-12,month,60.0
airbnb/knowledge-repo,stars,2018-01,month,67.0
airbnb/knowledge-repo,stars,2018-02,month,61.0
airbnb/knowledge-repo,stars,2018-03,month,75.0
airbnb/knowledge-repo,stars,2018-04,month,137.0
airbnb/knowledge-repo,stars,2018-05,month,65.0
airbnb/knowledge-repo,stars,2018-06,month,78.0
airbnb/knowledge-repo,stars,2018-07,month,72.0
airbnb/knowledge-repo,stars,2018-08,month,74.0
airbnb/knowledge-repo,stars,2018-09,month,74.0
airbnb/knowledge-repo,stars,2018-10,month,78.0
airbnb/knowledge-repo,stars,2018-11,month,64.0
airbnb/knowledge-repo,stars,2018-12,month,62.0
airbnb/knowledge-repo,stars,2019-01,month,76.0
airbnb/knowledge-repo,stars,2019-02,month,65.0
airbnb/knowledge-repo,stars,2019-03,month,71.0
airbnb/knowledge-repo,stars,2019-04,month,68.0
airbnb/knowledge-repo,stars,2019-05,month,74.0
airbnb/knowledge-repo,stars,2019-06,month,49.0
airbnb/knowledge-repo,stars,2019-07,month,46.0
airbnb/knowledge-repo,stars,2019-08,month,60.0
airbnb/knowledge-repo,stars,2019-09,month,41.0
airbnb/knowledge-repo,stars,2019-10,month,48.0
airbnb/knowledge-repo,stars,2019-11,month,58.0
airbnb/knowledge-repo,stars,2019-12,month,50.0
airbnb/knowledge-repo,stars,2020-01,month,53.0
airbnb/knowledge-repo,stars,2020-02,month,48.0
airbnb/knowledge-repo,stars,2020-03,month,38.0
airbnb/knowledge-repo,stars,2020-04,month,39.0
airbnb/knowledge-repo,stars,2020-05,month,58.0
airbnb/knowledge-repo,stars,2020-06,month,56.0
airbnb/knowledge-repo,stars,2020-07,month,44.0
airbnb/knowledge-repo,stars,2020-08,month,42.0
airbnb/knowledge-repo,stars,2020-09,month,35.0
airbnb/knowledge-repo,stars,2020-10,month,81.0
airbnb/knowledge-repo,stars,2020-11,month,37.0
airbnb/knowledge-repo,stars,2020-12,month,37.0
airbnb/knowledge-repo,stars,2021-01,month,42.0
airbnb/knowledge-repo,stars,2021-02,month,40.0
airbnb/knowledge-repo,stars,2021-03,month,34.0
airbnb/knowledge-repo,stars,2021-04,month,34.0
airbnb/knowledge-repo,stars,2021-05,month,52.0
airbnb/knowledge-repo,stars,2021-06,month,42.0
airbnb/knowledge-repo,stars,2021-07,month,30.0
airbnb/knowledge-repo,stars,2021-08,month,30.0
airbnb/knowledge-repo,stars,2021-09,month,36.0
airbnb/knowledge-repo,stars,2021-10,month,30.0
airbnb/knowledge-repo,stars,2021-11,month,21.0
airbnb/knowledge-repo,stars,2021-12,month,35.0
airbnb/knowledge-repo,stars,2022-01,month,39.0
airbnb/knowledge-repo,stars,2022-02,month,28.0
airbnb/knowledge-repo,stars,2022-03,month,33.0
airbnb/knowledge-repo,stars,2022-04,month,32.0
airbnb/knowledge-repo,stars,2022-05,month,27.0
airbnb/knowledge-repo,stars,2022-06,month,31.0
airbnb/knowledge-repo,stars,2022-07,month,24.0
airbnb/knowledge-repo,stars,2022-08,month,24.0
airbnb/knowledge-repo,stars,2022-09,month,23.0
airbnb/knowledge-repo,stars,2022-10,month,22.0
airbnb/knowledge-repo,stars,2022-11,month,24.0
airbnb/knowledge-repo,stars,2022-12,month,16.0
airbnb/knowledge-repo,stars,2023-01,month,24.0
airbnb/knowledge-repo,stars,2023-02,month,18.0
airbnb/knowledge-repo,stars,2023-03,month,15.0
airbnb/knowledge-repo,stars,2023-04,month,19.0
airbnb/knowledge-repo,stars,2023-05,month,23.0
airbnb/knowledge-repo,stars,2023-06,month,11.0
airbnb/knowledge-repo,stars,2023-07,month,14.0
airbnb/knowledge-repo,stars,2023-08,month,15.0
airbnb/knowledge-repo,stars,2023-09,month,15.0
airbnb/knowledge-repo,stars,2023-10,month,11.0
airbnb/knowledge-repo,stars,2023-11,month,12.0
airbnb/knowledge-repo,stars,2023-12,month,13.0
airbnb/knowledge-repo,stars,2024-01,month,10.0
airbnb/knowledge-repo,stars,2024-02,month,15.0
airbnb/knowledge-repo,stars,2024-03,month,14.0
airbnb/knowledge-repo,stars,2024-04,month,8.0
airbnb/knowledge-repo,stars,2024-05,month,14.0
airbnb/knowledge-repo,stars,2024-06,month,7.0
airbnb/knowledge-repo,stars,2024-07,month,12.0
airbnb/knowledge-repo,stars,2024-08,month,16.0
airbnb/knowledge-repo,stars,2024-09,month,8.0
airbnb/knowledge-repo,stars,2024-10,month,14.0
airbnb/knowledge-repo,stars,2024-11,month,9.0
airbnb/knowledge-repo,stars,2024-12,month,8.0
airbnb/knowledge-repo,stars,2025-01,month,7.0
airbnb/knowledge-repo,stars,2025-02,month,8.0
airbnb/knowledge-repo,stars,2025-03,month,4.0
airbnb/knowledge-repo,stars,2025-04,month,8.0
airbnb/knowledge-repo,stars,2025-05,month,5.0
airbnb/knowledge-repo,stars,2025-06,month,4.0
airbnb/knowledge-repo,stars,2025-07,month,4.0
airbnb/knowledge-repo,stars,2025-08,month,3.0
airbnb/knowledge-repo,stars,2025-09,month,5.0
airbnb/knowledge-repo,stars,2025-10,month,1.0
airbnb/knowledge-repo,stars,2025-11,month,3.0
airbnb/knowledge-repo,stars,2025-12,month,2.0
airbnb/knowledge-repo,stars,2026-01,month,1.0
airbnb/knowledge-repo,stars,2026-02,month,1.0
airbnb/knowledge-repo,stars,2026-04,month,2.0
airbnb/knowledge-repo,stars,2026-06,month,1.0
airbnb/knowledge-repo,stars,2021-10-raw,other,9.0
airbnb/knowledge-repo,stars,2016Q3,quarter,127.0
airbnb/knowledge-repo,stars,2016Q4,quarter,1415.0
airbnb/knowledge-repo,stars,2017Q1,quarter,212.0
airbnb/knowledge-repo,stars,2017Q2,quarter,326.0
airbnb/knowledge-repo,stars,2017Q3,quarter,257.0
airbnb/knowledge-repo,stars,2017Q4,quarter,229.0
airbnb/knowledge-repo,stars,2018Q1,quarter,203.0
airbnb/knowledge-repo,stars,2018Q2,quarter,280.0
airbnb/knowledge-repo,stars,2018Q3,quarter,220.0
airbnb/knowledge-repo,stars,2018Q4,quarter,204.0
airbnb/knowledge-repo,stars,2019Q1,quarter,212.0
airbnb/knowledge-repo,stars,2019Q2,quarter,191.0
airbnb/knowledge-repo,stars,2019Q3,quarter,147.0
airbnb/knowledge-repo,stars,2019Q4,quarter,156.0
airbnb/knowledge-repo,stars,2020Q1,quarter,139.0
airbnb/knowledge-repo,stars,2020Q2,quarter,153.0
airbnb/knowledge-repo,stars,2020Q3,quarter,121.0
airbnb/knowledge-repo,stars,2020Q4,quarter,154.0
airbnb/knowledge-repo,stars,2021Q1,quarter,116.0
airbnb/knowledge-repo,stars,2021Q2,quarter,128.0
airbnb/knowledge-repo,stars,2021Q3,quarter,95.0
airbnb/knowledge-repo,stars,2021Q4,quarter,65.0
airbnb/knowledge-repo,stars,2022Q1,quarter,98.0
airbnb/knowledge-repo,stars,2022Q2,quarter,90.0
airbnb/knowledge-repo,stars,2022Q3,quarter,71.0
airbnb/knowledge-repo,stars,2022Q4,quarter,62.0
airbnb/knowledge-repo,stars,2023Q1,quarter,57.0
airbnb/knowledge-repo,stars,2023Q2,quarter,53.0
airbnb/knowledge-repo,stars,2023Q3,quarter,44.0
airbnb/knowledge-repo,stars,2023Q4,quarter,36.0
airbnb/knowledge-repo,stars,2024Q1,quarter,39.0
airbnb/knowledge-repo,stars,2024Q2,quarter,29.0
airbnb/knowledge-repo,stars,2024Q3,quarter,36.0
airbnb/knowledge-repo,stars,2024Q4,quarter,31.0
airbnb/knowledge-repo,stars,2025Q1,quarter,19.0
airbnb/knowledge-repo,stars,2025Q2,quarter,17.0
airbnb/knowledge-repo,stars,2025Q3,quarter,12.0
airbnb/knowledge-repo,stars,2025Q4,quarter,6.0
airbnb/knowledge-repo,stars,2026Q1,quarter,2.0
airbnb/knowledge-repo,stars,2026Q2,quarter,3.0
airbnb/knowledge-repo,technical_fork,2016,year,123.0
airbnb/knowledge-repo,technical_fork,2017,year,189.0
airbnb/knowledge-repo,technical_fork,2018,year,167.0
airbnb/knowledge-repo,technical_fork,2019,year,144.0
airbnb/knowledge-repo,technical_fork,2020,year,104.0
airbnb/knowledge-repo,technical_fork,2021,year,52.0
airbnb/knowledge-repo,technical_fork,2022,year,41.0
airbnb/knowledge-repo,technical_fork,2023,year,23.0
airbnb/knowledge-repo,technical_fork,2024,year,13.0
airbnb/knowledge-repo,technical_fork,2025,year,3.0
airbnb/knowledge-repo,technical_fork,2026,year,1.0
airbnb/knowledge-repo,technical_fork,2016-09,month,7.0
airbnb/knowledge-repo,technical_fork,2016-10,month,14.0
airbnb/knowledge-repo,technical_fork,2016-11,month,92.0
airbnb/knowledge-repo,technical_fork,2016-12,month,10.0
airbnb/knowledge-repo,technical_fork,2017-01,month,10.0
airbnb/knowledge-repo,technical_fork,2017-02,month,16.0
airbnb/knowledge-repo,technical_fork,2017-03,month,18.0
airbnb/knowledge-repo,technical_fork,2017-04,month,16.0
airbnb/knowledge-repo,technical_fork,2017-05,month,22.0
airbnb/knowledge-repo,technical_fork,2017-06,month,20.0
airbnb/knowledge-repo,technical_fork,2017-07,month,13.0
airbnb/knowledge-repo,technical_fork,2017-08,month,8.0
airbnb/knowledge-repo,technical_fork,2017-09,month,11.0
airbnb/knowledge-repo,technical_fork,2017-10,month,25.0
airbnb/knowledge-repo,technical_fork,2017-11,month,11.0
airbnb/knowledge-repo,technical_fork,2017-12,month,19.0
airbnb/knowledge-repo,technical_fork,2018-01,month,9.0
airbnb/knowledge-repo,technical_fork,2018-02,month,13.0
airbnb/knowledge-repo,technical_fork,2018-03,month,14.0
airbnb/knowledge-repo,technical_fork,2018-04,month,17.0
airbnb/knowledge-repo,technical_fork,2018-05,month,17.0
airbnb/knowledge-repo,technical_fork,2018-06,month,22.0
airbnb/knowledge-repo,technical_fork,2018-07,month,13.0
airbnb/knowledge-repo,technical_fork,2018-08,month,6.0
airbnb/knowledge-repo,technical_fork,2018-09,month,18.0
airbnb/knowledge-repo,technical_fork,2018-10,month,14.0
airbnb/knowledge-repo,technical_fork,2018-11,month,10.0
airbnb/knowledge-repo,technical_fork,2018-12,month,14.0
airbnb/knowledge-repo,technical_fork,2019-01,month,15.0
airbnb/knowledge-repo,technical_fork,2019-02,month,5.0
airbnb/knowledge-repo,technical_fork,2019-03,month,16.0
airbnb/knowledge-repo,technical_fork,2019-04,month,17.0
airbnb/knowledge-repo,technical_fork,2019-05,month,17.0
airbnb/knowledge-repo,technical_fork,2019-06,month,13.0
airbnb/knowledge-repo,technical_fork,2019-07,month,7.0
airbnb/knowledge-repo,technical_fork,2019-08,month,7.0
airbnb/knowledge-repo,technical_fork,2019-09,month,12.0
airbnb/knowledge-repo,technical_fork,2019-10,month,8.0
airbnb/knowledge-repo,technical_fork,2019-11,month,15.0
airbnb/knowledge-repo,technical_fork,2019-12,month,12.0
airbnb/knowledge-repo,technical_fork,2020-01,month,8.0
airbnb/knowledge-repo,technical_fork,2020-02,month,12.0
airbnb/knowledge-repo,technical_fork,2020-03,month,5.0
airbnb/knowledge-repo,technical_fork,2020-04,month,7.0
airbnb/knowledge-repo,technical_fork,2020-05,month,11.0
airbnb/knowledge-repo,technical_fork,2020-06,month,11.0
airbnb/knowledge-repo,technical_fork,2020-07,month,5.0
airbnb/knowledge-repo,technical_fork,2020-08,month,6.0
airbnb/knowledge-repo,technical_fork,2020-09,month,9.0
airbnb/knowledge-repo,technical_fork,2020-10,month,15.0
airbnb/knowledge-repo,technical_fork,2020-11,month,11.0
airbnb/knowledge-repo,technical_fork,2020-12,month,4.0
airbnb/knowledge-repo,technical_fork,2021-01,month,2.0
airbnb/knowledge-repo,technical_fork,2021-02,month,5.0
airbnb/knowledge-repo,technical_fork,2021-03,month,6.0
airbnb/knowledge-repo,technical_fork,2021-04,month,3.0
airbnb/knowledge-repo,technical_fork,2021-05,month,3.0
airbnb/knowledge-repo,technical_fork,2021-06,month,4.0
airbnb/knowledge-repo,technical_fork,2021-07,month,6.0
airbnb/knowledge-repo,technical_fork,2021-08,month,8.0
airbnb/knowledge-repo,technical_fork,2021-09,month,7.0
airbnb/knowledge-repo,technical_fork,2021-11,month,2.0
airbnb/knowledge-repo,technical_fork,2021-12,month,6.0
airbnb/knowledge-repo,technical_fork,2022-01,month,4.0
airbnb/knowledge-repo,technical_fork,2022-02,month,6.0
airbnb/knowledge-repo,technical_fork,2022-03,month,7.0
airbnb/knowledge-repo,technical_fork,2022-04,month,6.0
airbnb/knowledge-repo,technical_fork,2022-05,month,5.0
airbnb/knowledge-repo,technical_fork,2022-06,month,3.0
airbnb/knowledge-repo,technical_fork,2022-07,month,1.0
airbnb/knowledge-repo,technical_fork,2022-08,month,2.0
airbnb/knowledge-repo,technical_fork,2022-09,month,2.0
airbnb/knowledge-repo,technical_fork,2022-10,month,3.0
airbnb/knowledge-repo,technical_fork,2022-11,month,1.0
airbnb/knowledge-repo,technical_fork,2022-12,month,1.0
airbnb/knowledge-repo,technical_fork,2023-01,month,3.0
airbnb/knowledge-repo,technical_fork,2023-02,month,2.0
airbnb/knowledge-repo,technical_fork,2023-03,month,6.0
airbnb/knowledge-repo,technical_fork,2023-04,month,1.0
airbnb/knowledge-repo,technical_fork,2023-05,month,2.0
airbnb/knowledge-repo,technical_fork,2023-07,month,3.0
airbnb/knowledge-repo,technical_fork,2023-08,month,2.0
airbnb/knowledge-repo,technical_fork,2023-10,month,2.0
airbnb/knowledge-repo,technical_fork,2023-11,month,2.0
airbnb/knowledge-repo,technical_fork,2024-01,month,1.0
airbnb/knowledge-repo,technical_fork,2024-02,month,1.0
airbnb/knowledge-repo,technical_fork,2024-03,month,3.0
airbnb/knowledge-repo,technical_fork,2024-05,month,1.0
airbnb/knowledge-repo,technical_fork,2024-06,month,1.0
airbnb/knowledge-repo,technical_fork,2024-08,month,2.0
airbnb/knowledge-repo,technical_fork,2024-10,month,1.0
airbnb/knowledge-repo,technical_fork,2024-11,month,1.0
airbnb/knowledge-repo,technical_fork,2024-12,month,2.0
airbnb/knowledge-repo,technical_fork,2025-07,month,2.0
airbnb/knowledge-repo,technical_fork,2025-09,month,1.0
airbnb/knowledge-repo,technical_fork,2026-02,month,1.0
airbnb/knowledge-repo,technical_fork,2016Q3,quarter,7.0
airbnb/knowledge-repo,technical_fork,2016Q4,quarter,116.0
airbnb/knowledge-repo,technical_fork,2017Q1,quarter,44.0
airbnb/knowledge-repo,technical_fork,2017Q2,quarter,58.0
airbnb/knowledge-repo,technical_fork,2017Q3,quarter,32.0
airbnb/knowledge-repo,technical_fork,2017Q4,quarter,55.0
airbnb/knowledge-repo,technical_fork,2018Q1,quarter,36.0
airbnb/knowledge-repo,technical_fork,2018Q2,quarter,56.0
airbnb/knowledge-repo,technical_fork,2018Q3,quarter,37.0
airbnb/knowledge-repo,technical_fork,2018Q4,quarter,38.0
airbnb/knowledge-repo,technical_fork,2019Q1,quarter,36.0
airbnb/knowledge-repo,technical_fork,2019Q2,quarter,47.0
airbnb/knowledge-repo,technical_fork,2019Q3,quarter,26.0
airbnb/knowledge-repo,technical_fork,2019Q4,quarter,35.0
airbnb/knowledge-repo,technical_fork,2020Q1,quarter,25.0
airbnb/knowledge-repo,technical_fork,2020Q2,quarter,29.0
airbnb/knowledge-repo,technical_fork,2020Q3,quarter,20.0
airbnb/knowledge-repo,technical_fork,2020Q4,quarter,30.0
airbnb/knowledge-repo,technical_fork,2021Q1,quarter,13.0
airbnb/knowledge-repo,technical_fork,2021Q2,quarter,10.0
airbnb/knowledge-repo,technical_fork,2021Q3,quarter,21.0
airbnb/knowledge-repo,technical_fork,2021Q4,quarter,8.0
airbnb/knowledge-repo,technical_fork,2022Q1,quarter,17.0
airbnb/knowledge-repo,technical_fork,2022Q2,quarter,14.0
airbnb/knowledge-repo,technical_fork,2022Q3,quarter,5.0
airbnb/knowledge-repo,technical_fork,2022Q4,quarter,5.0
airbnb/knowledge-repo,technical_fork,2023Q1,quarter,11.0
airbnb/knowledge-repo,technical_fork,2023Q2,quarter,3.0
airbnb/knowledge-repo,technical_fork,2023Q3,quarter,5.0
airbnb/knowledge-repo,technical_fork,2023Q4,quarter,4.0
airbnb/knowledge-repo,technical_fork,2024Q1,quarter,5.0
airbnb/knowledge-repo,technical_fork,2024Q2,quarter,2.0
airbnb/knowledge-repo,technical_fork,2024Q3,quarter,2.0
airbnb/knowledge-repo,technical_fork,2024Q4,quarter,4.0
airbnb/knowledge-repo,technical_fork,2025Q3,quarter,3.0
airbnb/knowledge-repo,technical_fork,2026Q1,quarter,1.0
airbnb/lottie-android,activity,2016,year,6.99
airbnb/lottie-android,activity,2017,year,939.26
airbnb/lottie-android,activity,2018,year,878.31
airbnb/lottie-android,activity,2019,year,825.21
airbnb/lottie-android,activity,2020,year,527.24
airbnb/lottie-android,activity,2021,year,514.37
airbnb/lottie-android,activity,2022,year,432.16
airbnb/lottie-android,activity,2023,year,420.68
airbnb/lottie-android,activity,2024,year,359.6
airbnb/lottie-android,activity,2025,year,139.4
airbnb/lottie-android,activity,2026,year,25.87
airbnb/lottie-android,activity,2016-10,month,4.88
airbnb/lottie-android,activity,2016-12,month,2.11
airbnb/lottie-android,activity,2017-02,month,211.49
airbnb/lottie-android,activity,2017-03,month,107.59
airbnb/lottie-android,activity,2017-04,month,67.12
airbnb/lottie-android,activity,2017-05,month,87.46
airbnb/lottie-android,activity,2017-06,month,67.4
airbnb/lottie-android,activity,2017-07,month,79.88
airbnb/lottie-android,activity,2017-08,month,66.33
airbnb/lottie-android,activity,2017-09,month,63.36
airbnb/lottie-android,activity,2017-10,month,50.96
airbnb/lottie-android,activity,2017-11,month,81.47
airbnb/lottie-android,activity,2017-12,month,56.19
airbnb/lottie-android,activity,2018-01,month,57.72
airbnb/lottie-android,activity,2018-02,month,78.9
airbnb/lottie-android,activity,2018-03,month,95.8
airbnb/lottie-android,activity,2018-04,month,61.33
airbnb/lottie-android,activity,2018-05,month,86.71
airbnb/lottie-android,activity,2018-06,month,74.99
airbnb/lottie-android,activity,2018-07,month,73.82
airbnb/lottie-android,activity,2018-08,month,79.6
airbnb/lottie-android,activity,2018-09,month,86.61
airbnb/lottie-android,activity,2018-10,month,50.54
airbnb/lottie-android,activity,2018-11,month,51.27
airbnb/lottie-android,activity,2018-12,month,81.03
airbnb/lottie-android,activity,2019-01,month,51.11
airbnb/lottie-android,activity,2019-02,month,66.31
airbnb/lottie-android,activity,2019-03,month,60.03
airbnb/lottie-android,activity,2019-04,month,70.02
airbnb/lottie-android,activity,2019-05,month,93.28
airbnb/lottie-android,activity,2019-06,month,83.13
airbnb/lottie-android,activity,2019-07,month,100.84
airbnb/lottie-android,activity,2019-08,month,79.7
airbnb/lottie-android,activity,2019-09,month,56.57
airbnb/lottie-android,activity,2019-10,month,45.95
airbnb/lottie-android,activity,2019-11,month,68.77
airbnb/lottie-android,activity,2019-12,month,49.51
airbnb/lottie-android,activity,2020-01,month,53.05
airbnb/lottie-android,activity,2020-02,month,59.95
airbnb/lottie-android,activity,2020-03,month,22.28
airbnb/lottie-android,activity,2020-04,month,40.31
airbnb/lottie-android,activity,2020-05,month,38.0
airbnb/lottie-android,activity,2020-06,month,43.2
airbnb/lottie-android,activity,2020-07,month,39.84
airbnb/lottie-android,activity,2020-08,month,43.68
airbnb/lottie-android,activity,2020-09,month,32.98
airbnb/lottie-android,activity,2020-10,month,64.41
airbnb/lottie-android,activity,2020-11,month,54.89
airbnb/lottie-android,activity,2020-12,month,34.65
airbnb/lottie-android,activity,2021-01,month,38.95
airbnb/lottie-android,activity,2021-02,month,38.92
airbnb/lottie-android,activity,2021-03,month,59.13
airbnb/lottie-android,activity,2021-04,month,46.78
airbnb/lottie-android,activity,2021-05,month,42.56
airbnb/lottie-android,activity,2021-06,month,32.7
airbnb/lottie-android,activity,2021-07,month,45.58
airbnb/lottie-android,activity,2021-08,month,42.47
airbnb/lottie-android,activity,2021-09,month,53.43
airbnb/lottie-android,activity,2021-10,month,46.0
airbnb/lottie-android,activity,2021-11,month,45.41
airbnb/lottie-android,activity,2021-12,month,35.37
airbnb/lottie-android,activity,2022-01,month,49.3
airbnb/lottie-android,activity,2022-02,month,34.11
airbnb/lottie-android,activity,2022-03,month,36.39
airbnb/lottie-android,activity,2022-04,month,44.46
airbnb/lottie-android,activity,2022-05,month,31.95
airbnb/lottie-android,activity,2022-06,month,38.02
airbnb/lottie-android,activity,2022-07,month,19.6
airbnb/lottie-android,activity,2022-08,month,25.84
airbnb/lottie-android,activity,2022-09,month,29.64
airbnb/lottie-android,activity,2022-10,month,31.59
airbnb/lottie-android,activity,2022-11,month,54.85
airbnb/lottie-android,activity,2022-12,month,36.41
airbnb/lottie-android,activity,2023-01,month,28.19
airbnb/lottie-android,activity,2023-02,month,30.91
airbnb/lottie-android,activity,2023-03,month,35.87
airbnb/lottie-android,activity,2023-04,month,30.89
airbnb/lottie-android,activity,2023-05,month,35.9
airbnb/lottie-android,activity,2023-06,month,48.25
airbnb/lottie-android,activity,2023-07,month,41.35
airbnb/lottie-android,activity,2023-08,month,42.21
airbnb/lottie-android,activity,2023-09,month,33.16
airbnb/lottie-android,activity,2023-10,month,29.69
airbnb/lottie-android,activity,2023-11,month,27.79
airbnb/lottie-android,activity,2023-12,month,36.46
airbnb/lottie-android,activity,2024-01,month,36.53
airbnb/lottie-android,activity,2024-02,month,29.92
airbnb/lottie-android,activity,2024-03,month,24.84
airbnb/lottie-android,activity,2024-04,month,24.83
airbnb/lottie-android,activity,2024-05,month,18.0
airbnb/lottie-android,activity,2024-06,month,22.6
airbnb/lottie-android,activity,2024-07,month,27.53
airbnb/lottie-android,activity,2024-08,month,44.6
airbnb/lottie-android,activity,2024-09,month,29.43
airbnb/lottie-android,activity,2024-10,month,30.83
airbnb/lottie-android,activity,2024-11,month,32.81
airbnb/lottie-android,activity,2024-12,month,37.68
airbnb/lottie-android,activity,2025-01,month,12.89
airbnb/lottie-android,activity,2025-02,month,14.38
airbnb/lottie-android,activity,2025-03,month,19.93
airbnb/lottie-android,activity,2025-04,month,14.63
airbnb/lottie-android,activity,2025-05,month,8.85
airbnb/lottie-android,activity,2025-06,month,13.99
airbnb/lottie-android,activity,2025-07,month,13.06
airbnb/lottie-android,activity,2025-08,month,11.99
airbnb/lottie-android,activity,2025-09,month,12.26
airbnb/lottie-android,activity,2025-10,month,8.6
airbnb/lottie-android,activity,2025-11,month,4.47
airbnb/lottie-android,activity,2025-12,month,4.36
airbnb/lottie-android,activity,2026-01,month,6.2
airbnb/lottie-android,activity,2026-02,month,8.2
airbnb/lottie-android,activity,2026-03,month,4.45
airbnb/lottie-android,activity,2026-04,month,1.49
airbnb/lottie-android,activity,2026-05,month,1.49
airbnb/lottie-android,activity,2026-08,month,4.03
airbnb/lottie-android,activity,2021-10-raw,other,33.06
airbnb/lottie-android,activity,2016Q4,quarter,6.99
airbnb/lottie-android,activity,2017Q1,quarter,319.08
airbnb/lottie-android,activity,2017Q2,quarter,221.98
airbnb/lottie-android,activity,2017Q3,quarter,209.57
airbnb/lottie-android,activity,2017Q4,quarter,188.62
airbnb/lottie-android,activity,2018Q1,quarter,232.42
airbnb/lottie-android,activity,2018Q2,quarter,223.03
airbnb/lottie-android,activity,2018Q3,quarter,240.03
airbnb/lottie-android,activity,2018Q4,quarter,182.83
airbnb/lottie-android,activity,2019Q1,quarter,177.44
airbnb/lottie-android,activity,2019Q2,quarter,246.43
airbnb/lottie-android,activity,2019Q3,quarter,237.11
airbnb/lottie-android,activity,2019Q4,quarter,164.23
airbnb/lottie-android,activity,2020Q1,quarter,135.28
airbnb/lottie-android,activity,2020Q2,quarter,121.51
airbnb/lottie-android,activity,2020Q3,quarter,116.5
