window,signal,outcome,primary_family,eligible_event_ids,omission_type,omitted,n,intercept,slope,slope_hc1_se,slope_95_lo,slope_95_hi,slope_hc1_t,slope_hc1_p,r2,n_parameters,status,pearson,pearson_95_lo,pearson_95_hi,spearman,spearman_asymptotic_p
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q1,12,-0.197873053534268,0.277030737502136,0.552790428679404,-0.954663093644593,1.50872456864886,0.501149663831828,0.627112776363119,0.0244630318685803,2,descriptive_approximate_HC1_interval,0.15640662348053,-0.458665755560861,0.670153878575976,0.0699300699300699,0.829023640531309
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,12,0.123342801065424,0.184698216886774,0.542474774878506,-1.02401090524253,1.39340733901608,0.340473373952069,0.7405442844693,0.010684082526332,2,descriptive_approximate_HC1_interval,0.103363835679274,-0.500210611145172,0.639339409031447,0,1
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,12,0.462831204877809,0.193041651382122,0.546512484205947,-1.02466404777268,1.41074735053693,0.353224595889335,0.731252800906677,0.0133491376438108,2,descriptive_approximate_HC1_interval,0.115538468242447,-0.49091457166303,0.646567661813331,0.00699300699300699,0.982791768902848
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,12,0.38769309560372,0.512852045457458,0.527646078935251,-0.662816683116392,1.68852077403131,0.971962203324534,0.353992193788802,0.0831868454045858,2,descriptive_approximate_HC1_interval,0.288421298458671,-0.342107879028915,0.73985764600087,0.118881118881119,0.712884219214772
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,12,0.114529550811477,0.177606243856437,0.647673589382327,-1.26550044405173,1.62071293176461,0.274221840705002,0.789495434040656,0.00852182185141148,2,descriptive_approximate_HC1_interval,0.0923137143192252,-0.508529269748127,0.632695749590449,-0.013986013986014,0.96559026891878
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,12,-0.301748160282308,-0.155168341128681,0.44843400377305,-1.15434156748717,0.84400488522981,-0.346022691908108,0.736495155159537,0.0114737705778062,2,descriptive_approximate_HC1_interval,-0.107115687823054,-0.641577081037917,0.497360608832555,-0.118881118881119,0.712884219214772
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2023,10,0.647119351978297,-0.0826068566943315,0.690329119731168,-1.67450866144626,1.50929494805759,-0.119663004693328,0.907700610446533,0.00200539572347391,2,descriptive_approximate_HC1_interval,-0.0447816449393472,-0.655913990294578,0.601813200773706,-0.187878787878788,0.603217610029209
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,10,0.0669356003502478,0.185651773993485,0.601099086148057,-1.20048520433138,1.57178875231835,0.308853861653946,0.765322814539586,0.00987261292629094,2,descriptive_approximate_HC1_interval,0.0993610231745381,-0.565652686575165,0.68606677131922,-0.0666666666666667,0.854813088248743
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,9,-0.283299843389208,0.466395841272424,0.675329142159308,-1.13050382608483,2.06329550862968,0.690620043111367,0.512046781958771,0.0617684672122334,2,descriptive_approximate_HC1_interval,0.248532628063668,-0.497744802969974,0.783356683120322,0.266666666666667,0.487922274838701
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,10,-0.106166947628653,0.0679433591539713,0.43260598281218,-0.929647826124979,1.06553454443292,0.15705598593968,0.879092145523924,0.00165892049825211,2,descriptive_approximate_HC1_interval,0.0407298477563117,-0.604395934557117,0.65359497726761,-0.0787878787878788,0.828717394697461
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q1,12,-1.04640499747354,0.342734935911064,1.26219197607165,-2.46960404463952,3.15507391646165,0.271539466585555,0.791499440513671,0.0087821507976219,2,descriptive_approximate_HC1_interval,0.0937131303373344,-0.507481939751191,0.633541541990262,0.13986013986014,0.664633161792668
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q2,12,-3.37837548224059,0.81508649096073,1.95363982733842,-3.53789431111977,5.16806729304122,0.41721430918573,0.68533718221931,0.02397069084682,2,descriptive_approximate_HC1_interval,0.154824710065351,-0.459944922777577,0.669259814181394,0.13986013986014,0.664633161792668
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q3,12,-3.33453533052518,0.645452017662266,1.45898318872088,-2.60536510952154,3.89626914484608,0.442398529778913,0.667615847426455,0.022628926964482,2,descriptive_approximate_HC1_interval,0.150429142670168,-0.463485922325824,0.666767686348575,0.251748251748252,0.429918785032884
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q4,12,-2.66336750564664,0.591999570600639,1.33614897948583,-2.38512588263354,3.56912502383482,0.443064044271807,0.66715037766538,0.0196504729734019,2,descriptive_approximate_HC1_interval,0.140180144718864,-0.47166689049743,0.66091167415825,0.118881118881119,0.712884219214772
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q1,12,-1.51778352418613,0.296046333873481,1.39985570241861,-2.82302654385995,3.41511921160691,0.211483464589947,0.836757840470825,0.00479147411689151,2,descriptive_approximate_HC1_interval,0.0692204746942073,-0.52555937879244,0.618549743942459,0.0909090909090909,0.778725396245442
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q3,12,-1.71973554848675,0.400637488117702,1.32142881470502,-2.54368939406072,3.34496437029613,0.303185070326422,0.7679623500472,0.00961245279112288,2,descriptive_approximate_HC1_interval,0.0980431170002399,-0.504230065219707,0.636150394023685,0.132867132867133,0.680597508286082
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q4,12,-8.72853871856371,1.95669029254219,1.02703613581268,-0.331688824055892,4.24506940914028,1.90518154552945,0.08588521089364,0.22679328368317,2,descriptive_approximate_HC1_interval,0.476228184469557,-0.134408317912811,0.824725595284172,0.468531468531469,0.124454791188834
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q1,12,-2.45805440684273,0.488078108809171,1.45791273037396,-2.76035388854243,3.73651010616077,0.334778686433431,0.744708141053408,0.0126026933310925,2,descriptive_approximate_HC1_interval,0.112261718012387,-0.493430217155039,0.644631541689347,0.132867132867133,0.680597508286082
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,12,-1.70615377277171,0.396148469174199,1.3220395711724,-2.5495392632183,3.3418362015667,0.29964947934417,0.770580287067981,0.00938858805369169,2,descriptive_approximate_HC1_interval,0.0968947266557451,-0.505094188339872,0.63545967636961,0.132867132867133,0.680597508286082
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,12,-3.47241394512842,0.612348925898833,1.4032478153452,-2.51428205043667,3.73897990223434,0.436379746472788,0.671832161029435,0.0219415512343606,2,descriptive_approximate_HC1_interval,0.148126807953053,-0.465332854918528,0.665457721267512,0.104895104895105,0.745609480980708
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,12,-1.89909878019425,-0.00443177071164635,1.28853351103785,-2.87546334874136,2.86659980731807,-0.00343939111686493,0.997323413966158,1.1493699736409e-06,2,descriptive_approximate_HC1_interval,-0.00107208673791218,-0.574620155877097,0.573182193406968,0.0699300699300699,0.829023640531309
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,12,-3.02561504522838,0.70302083646343,1.46645231004794,-2.56443853013941,3.97048020306627,0.479402454240361,0.641963975643791,0.0245262718170328,2,descriptive_approximate_HC1_interval,0.156608658180296,-0.458502202435237,0.670267957101066,0.13986013986014,0.664633161792668
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,12,-2.4388203102532,0.210821359152048,1.34338183243112,-2.78241989474024,3.20406261304434,0.156933311187129,0.878420655423216,0.0026480735669171,2,descriptive_approximate_HC1_interval,0.0514594361309695,-0.538340813651892,0.607422261889269,0.0699300699300699,0.829023640531309
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2023,10,-2.11217533409842,0.722179690872113,1.97682857091467,-3.83639516824685,5.28075454999108,0.365322366085575,0.724340909329414,0.0245755298019051,2,descriptive_approximate_HC1_interval,0.156765843862446,-0.524644959223866,0.715745293585207,0.212121212121212,0.55630577510293
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,10,0.165816240444459,0.11920504549772,1.35272703677454,-3.00018909510685,3.23859918610229,0.0881220248114167,0.931945673234167,0.000862047881468264,2,descriptive_approximate_HC1_interval,0.0293606519251234,-0.611571301493248,0.647025877529617,0.00606060606060606,0.986742911194989
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,9,-10.3627222764771,2.21491465856919,1.22751829976121,-0.687704882320104,5.11753419945848,1.80438422710281,0.114149553671856,0.283443557692673,2,descriptive_approximate_HC1_interval,0.532394175111517,-0.203778376158447,0.883967493124533,0.45,0.224216107492337
W1_print_2023plus,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,10,-1.04206015068204,-0.704657636598254,1.5611727048274,-4.30472834969812,2.89541307650161,-0.451364307369285,0.663711485803207,0.0258728080714098,2,descriptive_approximate_HC1_interval,-0.160850265997324,-0.71778272088014,0.521601519252943,-0.151515151515151,0.676065175997854
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q1,12,-0.525886405468439,0.177500587348482,0.487355646912344,-0.908395464271816,1.26339663896878,0.364211615219896,0.72328317151523,0.00876555063834938,2,descriptive_approximate_HC1_interval,0.093624519429205,-0.507548309322338,0.633488024718498,-0.041958041958042,0.896985870819554
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q2,12,-0.171335167009412,0.131710716082047,0.791897339016676,-1.63274651176555,1.89616794392965,0.166322968385771,0.871217598964572,0.00301330220726614,2,descriptive_approximate_HC1_interval,0.0548935534217462,-0.535890489116226,0.609590923344984,-0.0559440559440559,0.862898073694971
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q3,12,0.998361554925063,-0.0666320300019502,0.408561779758159,-0.976964404917763,0.843700344913862,-0.163089239628318,0.873696920625619,0.00163932146193035,2,descriptive_approximate_HC1_interval,-0.040488534944234,-0.600438110425837,0.546102559052372,-0.132867132867133,0.680597508286082
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q4,12,-0.206655280675389,0.127474575780962,0.487329285094712,-0.958362738049261,1.21331188961118,0.261577909803199,0.798955580319595,0.00434742951885092,2,descriptive_approximate_HC1_interval,0.0659350401444554,-0.527944101048548,0.616507860294852,-0.041958041958042,0.896985870819554
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q1,12,-0.215534744264019,0.143130235762311,0.512444720309549,-0.998667755054636,1.28492822657926,0.279308635819004,0.785699510105415,0.00508128124724794,2,descriptive_approximate_HC1_interval,0.0712831063243457,-0.524057432993619,0.61982788085143,-0.0769230769230769,0.812182698028059
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q3,12,-0.122205226744894,0.127938480261864,0.482730747938808,-0.947652654268988,1.20352961479271,0.265030725322849,0.796368733067419,0.00433153045394852,2,descriptive_approximate_HC1_interval,0.065814363583861,-0.528031515802652,0.616432719052005,-0.0629370629370629,0.845930921228779
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q4,12,-0.902807562849391,0.306840159679309,0.573280648380814,-0.970508726069865,1.58418904542848,0.535235509075625,0.604184797855106,0.0201872995408389,2,descriptive_approximate_HC1_interval,0.14208201695091,-0.470156693696519,0.662003167925147,0.118881118881119,0.712884219214772
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q1,12,-0.831860869546277,0.26150031606675,0.499646197942652,-0.851780789816497,1.37478142195,0.523370971586508,0.612116198415195,0.0182046839009936,2,descriptive_approximate_HC1_interval,0.134924734207607,-0.475821411044672,0.657884069873186,0.118881118881119,0.712884219214772
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,12,-0.182172242888671,0.136392958450531,0.48447309372827,-0.943080364427416,1.21586628132848,0.281528448568561,0.784044854949477,0.00490934107354601,2,descriptive_approximate_HC1_interval,0.070066690185466,-0.524943638520497,0.619074464451133,-0.0629370629370629,0.845930921228779
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,12,0.295011412681719,0.0934998349674428,0.471436218955282,-0.956925520720329,1.14392519065521,0.198329765953582,0.846760999964611,0.00266519751136696,2,descriptive_approximate_HC1_interval,0.0516255509546076,-0.538222515851988,0.607527355277129,-0.013986013986014,0.96559026891878
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,12,-0.652512258458961,0.432476790526071,0.468438852682921,-0.61127001691662,1.47622359796876,0.92322997558618,0.377625583906803,0.0521977104133847,2,descriptive_approximate_HC1_interval,0.228468182496786,-0.397560931898791,0.7093597799001,0.0979020979020979,0.762121655996299
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,12,-0.152600370562197,0.118132090970552,0.558342839993642,-1.12593328354764,1.36219746548874,0.211576261946688,0.836687375677999,0.00332697931543069,2,descriptive_approximate_HC1_interval,0.057679973261356,-0.533894971406606,0.611344480188947,-0.0559440559440559,0.862898073694971
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,12,0.125707440188823,-0.16885669882135,0.40076823203806,-1.0618239672672,0.724110569624503,-0.42133254415563,0.682425213845976,0.0119360501769668,2,descriptive_approximate_HC1_interval,-0.109252231908399,-0.642847302147569,0.495731784104441,-0.153846153846154,0.633090681246262
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2023,10,0.796903523597741,-0.070314569377812,0.733325719239397,-1.76136671039543,1.62073757163981,-0.0958844992519041,0.925970708988616,0.00122483174788934,2,descriptive_approximate_HC1_interval,-0.034997596315882,-0.650294394981886,0.608026822631286,-0.2,0.579584
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,10,-0.188674465354439,0.127229915790299,0.534680790725488,-1.10574619863691,1.36020603021751,0.237954903181888,0.817897410444741,0.00392188733144094,2,descriptive_approximate_HC1_interval,0.0626249737041139,-0.590276108741228,0.665991027754558,-0.127272727272727,0.726057014762789
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,9,-1.42665746020498,0.451095844053872,0.643714290620167,-1.07104657864342,1.97323826675116,0.700770280584074,0.506065207157998,0.0425742042827285,2,descriptive_approximate_HC1_interval,0.206335174613367,-0.5304789488099,0.765552012843413,0.3,0.432845326709482
W1_print_2023plus,published_guide_vs_implied_guide_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,10,-0.164729040421813,0.0220947281655832,0.299490582181091,-0.668531792798717,0.712721249129883,0.0737743671426145,0.943001210132315,0.000176352298731253,2,descriptive_approximate_HC1_interval,0.0132797702815796,-0.621543436664448,0.637575118528754,-0.127272727272727,0.726057014762789
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q1,8,1.0117107586977,0.415982465775236,1.9166655980071,-4.27392930067021,5.10589423222068,0.217034450979745,0.835373266721283,0.0100545084413607,2,descriptive_approximate_HC1_interval,0.100272171819307,-0.650354188471687,0.751822042670016,0.0952380952380953,0.822505430203611
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q3,8,1.08486562350705,0.596723221782462,1.77808834409009,-3.75410221975434,4.94754866331926,0.335598185414024,0.748597758370409,0.0239567567441799,2,descriptive_approximate_HC1_interval,0.154779703915532,-0.6172119569414,0.774931568964685,0.119047619047619,0.77888572605238
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q4,8,-4.02220698798203,2.98075610219814,1.1649154174662,0.13031076161859,5.83120144277768,2.55877470373047,0.0429795440206322,0.507490982380153,2,descriptive_approximate_HC1_interval,0.71238401328227,0.0154840355003239,0.943448125477778,0.642857142857143,0.0855588910126732
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q1,8,0.300107875326991,0.727264788174169,1.97908548403798,-4.11538293714735,5.56991251349569,0.367475176812633,0.725878364104877,0.0292974078861968,2,descriptive_approximate_HC1_interval,0.171164855873502,-0.606683327903257,0.781568689112941,0.0952380952380953,0.822505430203611
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,8,1.02196594106198,0.73610663752107,1.76456800141028,-3.58163571728095,5.05384899232309,0.417159688338879,0.691076143919472,0.0372500246353669,2,descriptive_approximate_HC1_interval,0.193002654477514,-0.592213532671742,0.790204773787343,0.119047619047619,0.77888572605238
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,8,-0.651610998817613,0.848421982147551,1.89186419787092,-3.7808029443797,5.4776469086748,0.448458183786317,0.669562994488927,0.0429164217051796,2,descriptive_approximate_HC1_interval,0.20716279034899,-0.582552292800575,0.795680657041878,0.0476190476190476,0.910849168519584
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,8,-0.68995439821583,0.065208713225009,1.9799624556858,-4.77958488441469,4.91000231086471,0.0329343180411078,0.974795230013419,0.000221947977201653,2,descriptive_approximate_HC1_interval,0.014897918552659,-0.697093205819052,0.712095158158426,0.0476190476190476,0.910849168519584
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,8,0.278183122881887,1.48434351846986,2.09537765109223,-3.64286088861204,6.61154792555176,0.708389496135046,0.505279811768263,0.097704083208344,2,descriptive_approximate_HC1_interval,0.312576523763932,-0.502858034597834,0.833630487748514,0.119047619047619,0.77888572605238
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,8,-0.662536074888355,0.375900214541805,1.98397387925872,-4.47870898297844,5.23050941206205,0.189468328424895,0.855972760375206,0.00787213452099578,2,descriptive_approximate_HC1_interval,0.0887250501323934,-0.657026587162762,0.746711948886521,0.0476190476190476,0.910849168519584
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,7,2.82190501844359,-0.0377303864671095,1.75601687571587,-4.55171547025317,4.47625469731895,-0.0214863461672189,0.983688784539519,0.00010391111843544,2,descriptive_approximate_HC1_interval,-0.0101936803185025,-0.757437371971319,0.748611092411907,0,1
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,5,-5.17063848133482,3.22827919159451,1.25994687903919,-0.781434098457515,7.23799248164653,2.56223436503634,0.0830523604052694,0.62467588765513,2,descriptive_approximate_HC1_interval,0.790364401814207,-0.303619623360717,0.985458684895139,0.6,0.284756979865294
W2_print_2024plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,6,-3.62561708911155,-3.48788291273208,4.58348905708359,-16.2136886699995,9.23792284453531,-0.760966780828614,0.489066653539625,0.182799032875773,2,descriptive_approximate_HC1_interval,-0.427550035523063,-0.919916038181248,0.588057086448339,-0.371428571428571,0.468478134110787
