source,series,freq,period,value,unit
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-01,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-02,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-03,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-04,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-05,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-06,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-07,2.0,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-08,4.8,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-09,-9.8,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-10,5.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-11,8.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2021-12,8.8,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-01,9.2,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-02,5.7,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-03,8.0,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-04,9.0,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-05,8.8,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-06,14.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-07,13.7,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-08,14.1,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-09,31.2,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-10,12.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-11,12.0,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2022-12,14.3,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-01,12.9,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-02,17.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-03,20.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-04,15.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-05,29.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-06,20.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-07,19.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-08,21.3,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-09,21.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-10,22.1,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-11,13.3,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2023-12,13.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-01,1.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-02,5.1,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-03,4.7,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-04,5.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-05,-0.8,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-06,5.0,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-07,0.9,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-08,-5.8,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-09,-2.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-10,-4.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-11,-0.2,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2024-12,5.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-01,4.1,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-02,-0.9,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-03,-2.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-04,-3.9,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-05,0.2,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-06,2.2,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-07,5.7,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-08,3.2,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-09,5.1,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-10,-1.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-11,3.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2025-12,6.3,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-01,4.5,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-02,11.6,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-03,9.4,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-04,18.7,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-05,14.9,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-06,8.1,RCH_A
eurostat_hicp,hicp_CP11201_BE_RCH_A,M,2026-07,3.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2015-12,-2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-01,-1.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-02,-2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-03,-0.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-04,-1.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-05,-5.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-06,-0.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-07,-3.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-08,-2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-09,-1.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-10,-3.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-11,-4.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2016-12,-2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-01,-1.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-02,-0.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-03,-2.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-04,1.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-05,4.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-06,0.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-07,2.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-08,-2.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-09,-2.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-10,-1.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-11,-1.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2017-12,0.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-01,0.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-02,-0.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-03,1.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-04,-5.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-05,-4.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-06,-3.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-07,0.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-08,3.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-09,1.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-10,0.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-11,1.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2018-12,-1.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-01,1.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-02,-0.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-03,0.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-04,3.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-05,-0.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-06,0.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-07,-0.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-08,0.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-09,1.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-10,-1.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-11,-0.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2019-12,0.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-01,3.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-02,1.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-03,-4.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-04,-3.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-05,-4.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-06,-7.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-07,-5.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-08,-2.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-09,-5.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-10,-0.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-11,-3.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2020-12,-3.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-01,-9.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-02,-6.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-03,-2.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-04,4.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-05,7.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-06,6.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-07,4.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-08,3.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-09,7.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-10,5.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-11,5.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2021-12,7.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-01,10.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-02,8.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-03,8.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-04,4.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-05,4.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-06,7.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-07,9.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-08,6.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-09,5.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-10,5.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-11,7.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2022-12,5.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-01,4.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-02,7.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-03,4.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-04,3.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-05,4.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-06,4.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-07,4.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-08,4.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-09,3.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-10,2.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-11,1.3,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2023-12,2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-01,1.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-02,0.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-03,0.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-04,1.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-05,0.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-06,1.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-07,1.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-08,-0.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-09,2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-10,1.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-11,3.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2024-12,2.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-01,4.0,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-02,0.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-03,1.4,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-04,2.1,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-05,0.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-06,1.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-07,2.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-08,4.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-09,1.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-10,1.2,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-11,-2.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2025-12,-0.7,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-01,-6.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-02,-0.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-03,-1.8,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-04,-2.9,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-05,2.5,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-06,0.6,RCH_A
eurostat_hicp,hicp_CP11201_CH_RCH_A,M,2026-07,-1.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2015-12,-0.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-01,0.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-02,1.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-03,1.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-04,1.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-05,0.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-06,0.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-07,1.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-08,1.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-09,1.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-10,1.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-11,1.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2016-12,3.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-01,2.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-02,2.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-03,2.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-04,1.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-05,3.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-06,3.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-07,1.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-08,2.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-09,1.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-10,1.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-11,2.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2017-12,2.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-01,1.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-02,0.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-03,1.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-04,1.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-05,1.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-06,1.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-07,4.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-08,2.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-09,3.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-10,3.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-11,3.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2018-12,2.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-01,2.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-02,2.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-03,3.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-04,4.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-05,4.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-06,4.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-07,4.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-08,5.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-09,5.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-10,5.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-11,5.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2019-12,6.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-01,5.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-02,8.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-03,7.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-04,3.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-05,2.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-06,1.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-07,2.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-08,2.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-09,-0.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-10,-3.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-11,-1.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2020-12,-1.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-01,-0.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-02,-2.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-03,-3.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-04,-4.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-05,-4.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-06,-4.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-07,-4.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-08,-2.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-09,-0.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-10,2.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-11,2.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2021-12,3.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-01,4.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-02,7.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-03,12.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-04,19.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-05,23.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-06,28.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-07,25.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-08,24.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-09,25.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-10,23.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-11,24.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2022-12,26.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-01,23.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-02,23.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-03,22.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-04,20.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-05,16.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-06,15.7,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-07,15.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-08,15.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-09,14.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-10,15.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-11,14.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2023-12,13.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-01,14.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-02,11.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-03,10.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-04,10.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-05,12.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-06,8.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-07,10.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-08,9.6,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-09,9.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-10,10.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-11,10.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2024-12,10.4,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-01,10.2,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-02,10.3,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-03,8.9,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-04,9.5,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-05,9.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-06,9.0,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-07,7.1,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-08,6.8,RCH_A
eurostat_hicp,hicp_CP11201_CZ_RCH_A,M,2025-09,7.0,RCH_A
