feature,label,source,country,asset_class,transform,lag,target,window,n,first_q,last_q,pearson_r,p,spearman_r,perm_p,knowable_before_print,target_basis,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_q,wf_last_q,jk_ratio_min,jk_ratio_max,jk_n_below_1,n_tests_on_target,p_bonferroni,flagged_r,beats_naive,beats_naive_and_ar1,survivor_j2,beats_short,beats_long,has_long,beats_both_windows
abs_cpi_40102_Q,"ABS CPI international holiday travel and accommodation, quarterly",abs,AU,"holiday travel and accommodation (CPI, bundles airfares)",level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.33268908521963453,0.19196963013874355,-0.43137254901960786,0.2057942057942058,yes: Sep-quarter CPI 28 Oct,disclosed,10,2.8674371108026824,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3229062324161187,0.7043502848823731,1.0314740905025852,0.4,1Q24,2Q26,1.0239247698221787,1.578662325182113,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_AT_RCH_A,"HICP accommodation services, AT",eurostat_hicp,AT,"accommodation, all",level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.43301313352235027,0.12196581142783999,-0.5516483516483517,0.11888111888111888,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8676675049591402,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.323012525894829,0.7044068783431764,1.0143704419769368,0.3,1Q24,2Q26,1.0661269490849021,1.5673844431601316,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_EA_RCH_A,"HICP hotels, motels, inns, EA",eurostat_hicp,EA,hotel,level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.36629687449930803,0.14815691998516411,-0.482843137254902,0.16083916083916083,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8694255868701197,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3238236256425342,0.7048387293121757,1.0321893848451948,0.3,1Q24,2Q26,1.0523332387907942,1.5685247281100911,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_DK_RCH_A,"HICP holiday centres, camping, hostels, DK",eurostat_hicp,DK,other accommodation,diff,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.35757604151738415,0.20940619447742892,-0.37142857142857144,0.22677322677322678,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.869896276594877,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3240407806650698,0.7049543483925298,1.0151588179184636,0.4,1Q24,2Q26,1.043131773129431,1.5642664417933696,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_EA20_PCH_SM,"SPPI accommodation I55, EA20",eurostat_sppi,EA20,"accommodation (NACE I55, producer price)",level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.43778049130094826,0.11745398947877622,-0.46424670556798836,0.12987012987012986,no: 3Q26 publishes Dec 2026,disclosed,10,2.8704906917486106,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3243150170235778,0.7051003590866417,1.015369078404091,0.3,1Q24,2Q26,1.0932678283614226,1.5550529359258705,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_PT_RCH_A,"HICP holiday centres, camping, hostels, PT",eurostat_hicp,PT,other accommodation,diff,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.42618360970490304,0.12863182341564317,0.3450549450549451,0.13686313686313686,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8708404290059573,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3244763700296154,0.7051862676967794,1.0154927897952117,0.4,1Q24,2Q26,1.0778632852559347,1.581335943991967,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_IT_PCH_SM,"SPPI accommodation I55, IT",eurostat_sppi,IT,"accommodation (NACE I55, producer price)",diff,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.3922101463775792,0.16543268460890248,0.5472527472527472,0.17582417582417584,no: 3Q26 publishes Dec 2026,disclosed,10,2.874966822039321,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3263801017769203,0.706199864855593,1.0169524050113363,0.3,1Q24,2Q26,1.0438873114147953,1.5815382964085558,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_DK_PCH_SM,"SPPI accommodation I55, DK",eurostat_sppi,DK,"accommodation (NACE I55, producer price)",diff,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.40021209397804736,0.15620958885629177,0.45494505494505494,0.14685314685314685,no: 3Q26 publishes Dec 2026,disclosed,10,2.876668699020587,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3271652711035082,0.7066179097822188,1.0175544042677673,0.5,1Q24,2Q26,1.0980544455558785,1.5833673637644952,0,856.0,1.0,False,False,False,False,False,False,True,False
bea_export_travel_price,"BEA exports of travel, price index",fred_bea,US,travel exports deflator (inbound visitors' spend),level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.3302027543702343,0.19551615306623524,-0.34068627450980393,0.1998001998001998,yes: 3Q advance 29 Oct,disclosed,10,2.8772723981661814,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3274437906773822,0.706766200973534,1.0350120387455921,0.3,1Q24,2Q26,1.0428940644772748,1.5772048889417094,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_FR_RCH_A,"HICP holiday centres, camping, hostels, FR",eurostat_hicp,FR,other accommodation,level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.3576634195711323,0.15868824466287043,-0.42156862745098045,0.15884115884115885,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8779284265603158,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3277464526077773,0.7069273461943163,1.035248025190991,0.4,1Q24,2Q26,1.044411727861857,1.5575261126479738,0,856.0,1.0,False,False,False,False,False,False,True,False
statcan_cpi_traveller_accommodation,StatCan CPI traveller accommodation,statcan,CA,hotel (CPI traveller accommodation),level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.4341424042375902,0.12088661793751224,-0.3318681318681319,0.12987012987012986,yes: Sep CPI ~20 Oct,disclosed,10,2.8799711478406147,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3286888721302896,0.7074291152864067,1.0187225684511618,0.3,1Q24,2Q26,1.1064126013250015,1.5817453902740053,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_EL_RCH_A,"HICP holiday centres, camping, hostels, EL",eurostat_hicp,EL,other accommodation,diff,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.3584330510640267,0.20823765110024778,0.3778010995531359,0.21678321678321677,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8807038324775838,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3290268997958277,0.7076090901604271,1.0189817385389586,0.4,1Q24,2Q26,0.9729471014100748,1.5716192791060133,1,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_HR_RCH_A,"HICP accommodation services, HR",eurostat_hicp,HR,"accommodation, all",diff,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.4326696811105871,0.12229532481305713,-0.4065934065934066,0.11188811188811189,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8814553422300184,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3293736125210944,0.707793689190071,1.0192475675719301,0.4,1Q24,2Q26,1.0480584867274259,1.5878853897634038,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_FR_RCH_A,"HICP accommodation services, FR",eurostat_hicp,FR,"accommodation, all",level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.33906055574300287,0.1830755943984328,-0.2674848639278592,0.2057942057942058,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.881523592222994,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3294050999914662,0.7078104539525184,1.0365412776979586,0.3,1Q24,2Q26,1.023591304306024,1.5825964578062406,0,856.0,1.0,False,False,False,False,False,False,True,False
ibge_ipca_hospedagem_yoy12m,IBGE IPCA hospedagem 12-month rate,ibge,BR,hotel (IPCA hospedagem),level,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.4375936460111587,0.11762864713084889,-0.39780219780219783,0.12887112887112886,yes: Sep IPCA ~9 Oct,disclosed,10,2.8822948919583795,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3297609429228276,0.7079999141454908,1.0195445386913318,0.3,1Q24,2Q26,1.0811769937548836,1.5815279328579266,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_TR_RCH_A,"HICP hotels, motels, inns, TR",eurostat_hicp,TR,hotel,level,0,adr_reported_yoy_pp,2022Q1+,18,1Q22,2Q26,-0.3762500257264187,0.12383239428305987,-0.347781217750258,0.12987012987012986,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.882339377599194,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3297814665922971,0.7080108414902136,1.0368347319033853,0.4,1Q24,2Q26,1.0721978477037863,1.575366383610799,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_AT_RCH_A,"HICP hotels, motels, inns, AT",eurostat_hicp,AT,hotel,level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.41002007775530147,0.14537513437681332,-0.5516483516483517,0.15384615384615385,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8824620002570507,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3298380391593825,0.7080409622219531,1.0196036493512977,0.3,1Q24,2Q26,1.0659664154132371,1.5730787840580938,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_PL_RCH_A,"HICP holiday centres, camping, hostels, PL",eurostat_hicp,PL,other accommodation,level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.4207589151891725,0.09260427270457436,-0.5076641052297498,0.09290709290709291,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.882737710602536,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3299652394850705,0.7081086870413243,1.0369780201975876,0.2,1Q24,2Q26,1.0817351209152821,1.5656398119039991,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_EA_RCH_A,"HICP accommodation services, EA",eurostat_hicp,EA,"accommodation, all",level,0,adr_reported_yoy_pp,2022Q1+,18,1Q22,2Q26,-0.2727373597978108,0.2735249522401656,-0.3952528379772961,0.26573426573426573,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8829808723727477,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3300774233652632,0.7081684167077488,1.0370654903167504,0.3,1Q24,2Q26,1.0584801213533825,1.5753881325175314,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_IT_RCH_A,"HICP hotels, motels, inns, IT",eurostat_hicp,IT,hotel,diff,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.3864411939397674,0.1722980221946937,0.4945054945054946,0.19880119880119881,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8830628737698762,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.330115255113663,0.7081885593317006,1.019816194330701,0.3,1Q24,2Q26,1.0496102942938368,1.5815552687977381,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_FR_PCH_SM,"SPPI accommodation I55, FR",eurostat_sppi,FR,"accommodation (NACE I55, producer price)",level,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.40969447073563536,0.14572657186086846,-0.3520354165444462,0.14085914085914086,no: 3Q26 publishes Dec 2026,disclosed,10,2.883552227312493,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3303410207804824,0.7083087629469261,1.0199892917237736,0.4,1Q24,2Q26,1.0906386668672174,1.5791657850988319,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_SE_RCH_A,"HICP hotels, motels, inns, SE",eurostat_hicp,SE,hotel,level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.38453971056302716,0.174600773135204,-0.45054945054945056,0.14985014985014986,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.88367897219979,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.330399495158421,0.7083398962530896,1.02003412476914,0.3,1Q24,2Q26,1.0224487028108826,1.5852147366850733,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_IE_RCH_A,"HICP hotels, motels, inns, IE",eurostat_hicp,IE,hotel,diff,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.33193618128181346,0.2462744100116666,0.5736263736263736,0.25274725274725274,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8841310916396057,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3306080826885451,0.7084509537737707,1.0201940514674754,0.4,1Q24,2Q26,1.0415788738338034,1.5742150539225057,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_EA_RCH_A,"HICP holiday centres, camping, hostels, EA",eurostat_hicp,EA,other accommodation,level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.420143949480933,0.13472787720099147,-0.3626373626373627,0.14085914085914086,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8857598734607675,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3313595292030451,0.7088510437828678,1.0207701950172277,0.5,1Q24,2Q26,1.0835401654253942,1.5822820678001766,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_EA_RCH_A,"HICP hotels, motels, inns, EA",eurostat_hicp,EA,hotel,level,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.43639463054669314,0.11875366107386251,-0.5428571428571429,0.11888111888111888,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.887714547464438,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3322613276808761,0.7093311851558558,1.021461615319475,0.3,1Q24,2Q26,1.084877821822841,1.5829754906139704,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_DK_RCH_A,"HICP holiday centres, camping, hostels, DK",eurostat_hicp,DK,other accommodation,level,0,adr_reported_yoy_pp,2022Q1+,18,1Q22,2Q26,-0.23393071136107196,0.3501560062200817,-0.2053663570691434,0.3146853146853147,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.887981232440404,2.1675286127919104,4.0710384766601555,2.779940996293494,1.332384364107889,0.7093966930053873,1.0388642191654287,0.3,1Q24,2Q26,1.0116773045751222,1.5879798940467085,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_DE_RCH_A,"HICP hotels, motels, inns, DE",eurostat_hicp,DE,hotel,level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.37107118961291524,0.142543297141501,-0.41227024898972797,0.14485514485514486,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8887642473484227,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3327456118918386,0.7095890308849009,1.0391458851824638,0.3,1Q24,2Q26,1.0604680690541965,1.5808897192037081,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_EU27_2020_RCH_A,"HICP hotels, motels, inns, EU27_2020",eurostat_hicp,EU27_2020,hotel,level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.3518416542961339,0.1660693874846503,-0.4607843137254902,0.15384615384615385,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8907035201168747,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3336403049339545,0.7100653891358901,1.039843480121003,0.3,1Q24,2Q26,1.0593701512043754,1.5788898106236524,0,856.0,1.0,False,False,False,False,False,False,True,False
ons_cpi_11201_hotels_index,ONS CPI 11.2.0.1 hotels,ons,UK,hotel,level,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.43088566898346126,0.12401664260314962,-0.46373626373626364,0.12087912087912088,yes,disclosed,10,2.891118151470916,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.333831597151088,0.7101672381742665,1.0226655607888835,0.4,1Q24,2Q26,1.1003343568966817,1.5819446742972134,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_DE_RCH_A,"HICP accommodation services, DE",eurostat_hicp,DE,"accommodation, all",level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.39643621287028863,0.16051847804375485,-0.5164835164835165,0.16783216783216784,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8915441553041585,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3340281361175073,0.7102718807208023,1.0228162497009916,0.2,1Q24,2Q26,1.073628219390012,1.5673530633612693,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_DK_RCH_A,"HICP holiday centres, camping, hostels, DK",eurostat_hicp,DK,other accommodation,diff,0,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.31644065641066565,0.2159223228289232,-0.29411764705882354,0.1928071928071928,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8945560227968747,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3354176760178995,0.7110117085337753,1.0412293018651106,0.4,1Q24,2Q26,1.0441076530392757,1.5808702610013448,0,856.0,1.0,False,False,False,False,False,False,True,False
bea_import_travel_price,"BEA imports of travel, price index",fred_bea,US,travel imports deflator (US residents abroad),diff,1,adr_reported_yoy_pp,2022Q1+,16,3Q22,2Q26,-0.27076064744296907,0.31044032661025606,-0.3147058823529411,0.32667332667332666,yes: 3Q advance 29 Oct,disclosed,10,2.895810354777138,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3359963682542375,0.7113198195937552,1.0416805099957636,0.3,1Q24,2Q26,1.0414002229737234,1.5909736946653186,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_EU27_2020_PCH_SM,"SPPI accommodation I55, EU27_2020",eurostat_sppi,EU27_2020,"accommodation (NACE I55, producer price)",level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.4309188164280713,0.1239845113609635,-0.4681318681318682,0.12987012987012986,no: 3Q26 publishes Dec 2026,disclosed,10,2.8959073968154487,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.336041139076518,0.7113436567642627,1.0243596445375986,0.3,1Q24,2Q26,1.1053433179258034,1.5688097261845784,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_EU27_2020_RCH_A,"HICP hotels, motels, inns, EU27_2020",eurostat_hicp,EU27_2020,hotel,level,0,adr_reported_yoy_pp,2022Q1+,18,1Q22,2Q26,-0.2509993659494976,0.3150641571796178,-0.36016511867905054,0.3226773226773227,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.895960409245876,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3360655966223673,0.7113566786088685,1.0417344875690064,0.4,1Q24,2Q26,1.0587894126271618,1.5886975389548468,0,856.0,1.0,False,False,False,False,False,False,True,False
abs_cpi_40102_Q,"ABS CPI international holiday travel and accommodation, quarterly",abs,AU,"holiday travel and accommodation (CPI, bundles airfares)",level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.2847730862317602,0.32373295579430494,-0.432967032967033,0.3146853146853147,yes: Sep-quarter CPI 28 Oct,disclosed,10,2.8961576929120127,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.336156614413308,0.711405138889278,1.0244481809392763,0.3,1Q24,2Q26,1.0441810318791915,1.5876051243588272,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_EU27_2020_PCH_SM,"SPPI accommodation I55, EU27_2020",eurostat_sppi,EU27_2020,"accommodation (NACE I55, producer price)",diff,1,adr_reported_yoy_pp,2022Q1+,16,3Q22,2Q26,0.4057638230392969,0.11890976062342976,0.4002944424395769,0.10789210789210789,no: 3Q26 publishes Dec 2026,disclosed,10,2.8972256173589503,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3366493066161398,0.7116674612556866,1.0421896080606865,0.4,1Q24,2Q26,1.0642889436278837,1.5985659628795643,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11202_HR_RCH_A,"HICP holiday centres, camping, hostels, HR",eurostat_hicp,HR,other accommodation,level,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.4379392560838291,0.11730571950766513,-0.45494505494505494,0.12787212787212787,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.8983600448765734,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3371726803381419,0.7119461192747957,1.02522721153882,0.3,1Q24,2Q26,1.0849192916194146,1.5939599551124344,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_PL_PCH_SM,"SPPI accommodation I55, PL",eurostat_sppi,PL,"accommodation (NACE I55, producer price)",level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.38434535573712403,0.12770843265780757,-0.4733293348277378,0.12487512487512488,no: 3Q26 publishes Dec 2026,disclosed,10,2.8988179905045226,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3373839558088538,0.712058607926174,1.0427624163137017,0.2,1Q24,2Q26,1.0727464181132282,1.5725898695134215,0,856.0,1.0,False,False,False,False,False,False,True,False
nz_cpi_CPIQ.SE909601_domestic_accommodation_services_nan,Stats NZ CPI domestic_accommodation_services_nan,nz_statsnz,NZ,accommodation services (CPI),diff,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.3584042612261335,0.20827683966068997,0.3010989010989011,0.1968031968031968,yes: Sep-quarter CPI ~20 Oct,disclosed,10,2.899084318435733,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3375068275115103,0.7121240280720993,1.0254834064041753,0.3,1Q24,2Q26,1.0986039770199385,1.5705015791975174,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_DK_RCH_A,"HICP hotels, motels, inns, DK",eurostat_hicp,DK,hotel,level,0,adr_reported_yoy_pp,2022Q1+,18,1Q22,2Q26,0.17628304330747468,0.4841004793271347,0.17027863777089783,0.48451548451548454,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.899786848054968,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3378309430111115,0.7122965957408312,1.0431109336209887,0.5,1Q24,2Q26,0.9587596601441477,1.5965625411880744,1,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_IE_RCH_A,"HICP accommodation services, IE",eurostat_hicp,IE,"accommodation, all",diff,0,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,0.33680320402314096,0.23899153318297642,0.5956043956043956,0.22877122877122877,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.89995093237096,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3379066441183651,0.7123369010135356,1.0257899508550152,0.4,1Q24,2Q26,1.0548699766835326,1.5789061536744258,0,856.0,1.0,False,False,False,False,False,False,True,False
sppi_I55_DE_PCH_SM,"SPPI accommodation I55, DE",eurostat_sppi,DE,"accommodation (NACE I55, producer price)",diff,1,adr_reported_yoy_pp,2022Q1+,16,3Q22,2Q26,0.23697471449569635,0.3768626731675585,0.2487123557804724,0.35764235764235763,no: 3Q26 publishes Dec 2026,disclosed,10,2.9003675166048137,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3380988373062175,0.7124392297525642,1.043319811633371,0.3,1Q24,2Q26,1.0295970035394368,1.5988478860062467,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_PL_RCH_A,"HICP accommodation services, PL",eurostat_hicp,PL,"accommodation, all",level,1,adr_reported_yoy_pp,2022Q1+,17,2Q22,2Q26,-0.38671170236875474,0.12518149604765533,-0.4607843137254902,0.13186813186813187,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.900429150453901,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3381272723860236,0.7124543693415022,1.0433419825532464,0.2,1Q24,2Q26,1.07507140581416,1.574028912641157,0,856.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_EA_RCH_A,"HICP hotels, motels, inns, EA",eurostat_hicp,EA,hotel,level,0,adr_reported_yoy_pp,2022Q1+,18,1Q22,2Q26,-0.23616213137463388,0.3454459286360765,-0.3663570691434469,0.35364635364635366,"yes: Sep flash ~1 Oct, final ~16 Oct",disclosed,10,2.901251594619948,2.1675286127919104,4.0710384766601555,2.779940996293494,1.3385067110523432,0.7126563925281565,1.0436378320576583,0.3,1Q24,2Q26,1.058213227792833,1.5905050957279896,0,856.0,1.0,False,False,False,False,False,False,True,False
bea_pce_accommodations_price,BEA PCE accommodations price index (hotels plus housing at school),bea_held,US,"accommodation, all",diff,1,adr_reported_yoy_pp,2023Q1+,14,1Q23,2Q26,-0.2925547203321963,0.31009863932010456,-0.46373626373626364,0.2897102897102897,yes: Aug PCE ~26 Sep,disclosed,10,2.903468720527529,2.1675286127919104,4.0710384766601555,2.8270416667211413,1.3395295930085473,0.7132010019491414,1.0270342863022,0.5,1Q24,2Q26,0.9912702517279625,1.6029817667372883,1,856.0,1.0,False,False,False,False,False,False,True,False
hawaii_vr_adr_state_yoy_reported_pct,"Hawaii DBEDT vacation rental ADR y/y, statewide",hawaii_dbedt,US-HI,short-term rental (vacation rental ADR),level,1,adr_reported_yoy_pp,2023Q1+,12,3Q23,2Q26,-0.4427736380958162,0.1494475876363125,-0.5034965034965035,0.14085914085914086,"yes: Aug report ~25 Sep, Sep ~25 Oct",disclosed,8,3.236648314297256,2.416188778589478,4.462346821105964,2.9913366611538947,1.3395676459464172,0.7253242394760956,1.0820073702599338,0.25,3Q24,2Q26,1.118421192837869,1.5933221606549923,0,856.0,1.0,False,False,False,False,False,False,True,False
hawaii_vr_adr_state_yoy_reported_pct,"Hawaii DBEDT vacation rental ADR y/y, statewide",hawaii_dbedt,US-HI,short-term rental (vacation rental ADR),level,1,adr_reported_yoy_pp,2022Q1+,12,3Q23,2Q26,-0.4427736380958162,0.1494475876363125,-0.5034965034965035,0.15084915084915085,"yes: Aug report ~25 Sep, Sep ~25 Oct",disclosed,8,3.236648314297256,2.416188778589478,4.462346821105964,3.0934871609063315,1.3395676459464172,0.7253242394760956,1.0462782439184202,0.25,3Q24,2Q26,1.118421192837869,1.5933221606549923,0,856.0,1.0,False,False,False,False,False,False,True,False
hawaii_vr_adr_island_yoy_reported_pct,"Hawaii vacation rental ADR y/y, island",hawaii_dbedt,US-HI,short-term rental (vacation rental ADR),level,1,adr_reported_yoy_pp,2023Q1+,12,3Q23,2Q26,-0.4512850484765721,0.14086088656567164,-0.5174825174825175,0.13986013986013987,yes,disclosed,8,3.2374120995126305,2.416188778589478,4.462346821105964,2.9913366611538947,1.3398837575111024,0.7254954017021605,1.0822627026754699,0.375,3Q24,2Q26,1.1164725232731063,1.5964682824393697,0,856.0,1.0,False,False,False,False,False,False,True,False
hawaii_vr_adr_island_yoy_reported_pct,"Hawaii vacation rental ADR y/y, island",hawaii_dbedt,US-HI,short-term rental (vacation rental ADR),level,1,adr_reported_yoy_pp,2022Q1+,12,3Q23,2Q26,-0.4512850484765721,0.14086088656567164,-0.5174825174825175,0.12487512487512488,yes,disclosed,8,3.2374120995126305,2.416188778589478,4.462346821105964,3.0934871609063315,1.3398837575111024,0.7254954017021605,1.0465251449642778,0.375,3Q24,2Q26,1.1164725232731063,1.5964682824393697,0,856.0,1.0,False,False,False,False,False,False,True,False
