source_row,name,address,postal_code,city,classification,classification_date,rooms,website,address_cluster,name_address_key,paris_city_postcode,source_id,independent_status,airbnb_membership,source_row_count,all_source_rows,dedup_rule
2,1924 HÔTEL,2 Rue Gabriel Péri,38000,GRENOBLE,3 étoiles,19/06/2023,37,https://www.1924hotel.com/,2 RUE GABRIEL PERI|38000,1924 HOTEL|2 RUE GABRIEL PERI|38000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,2,latest classification date within exact normalized name/address key
11838,HÔTEL IBIS MARSEILLE TIMONE,107 boulevard Sakakini,13005,MARSEILLE 5E ARRONDISSEMENT,3 étoiles,29/03/2022,89,https://all.accor.com/hotel/1200/index.fr.shtml,107 BLVD SAKAKINI|13005,HOTEL IBIS MARSEILLE TIMONE|107 BLVD SAKAKINI|13005,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11838,latest classification date within exact normalized name/address key
11839,HÔTEL IBIS MARTIGUES CENTRE,Rond point de l'Hôtel de Ville,13500,MARTIGUES,3 étoiles,14/01/2022,83,https://all.accor.com/hotel/6552/index.fr.shtml,ROND POINT DE L HOTEL DE VILLE|13500,HOTEL IBIS MARTIGUES CENTRE|ROND POINT DE L HOTEL DE VILLE|13500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11839,latest classification date within exact normalized name/address key
11840,HÔTEL IBIS MASSY,6 rue du Saule Trapu,91300,MASSY,3 étoiles,26/04/2022,68,https://all.accor.com/hotel/1689/index.fr.shtml,6 RUE DU SAULE TRAPU|91300,HOTEL IBIS MASSY|6 RUE DU SAULE TRAPU|91300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11840,latest classification date within exact normalized name/address key
11841,HÔTEL IBIS MELUN,81 Avenue de Meaux,77000,MELUN,3 étoiles,18/04/2025,75,https://all.accor.com/hotel/0620/index.fr.shtml,81 AVE DE MEAUX|77000,HOTEL IBIS MELUN|81 AVE DE MEAUX|77000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11841,latest classification date within exact normalized name/address key
11842,HÔTEL IBIS METZ CENTRE CATHÉDRALE,47 rue Chambière,57000,METZ,3 étoiles,28/01/2022,79,https://all.accor.com/hotel/0621/index.fr.shtml,47 RUE CHAMBIERE|57000,HOTEL IBIS METZ CENTRE CATHEDRALE|47 RUE CHAMBIERE|57000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11842,latest classification date within exact normalized name/address key
11843,HÔTEL IBIS METZ CENTRE GARE,3 bis rue Vauban,57000,METZ,3 étoiles,28/01/2022,72,https://all.accor.com/hotel/0756/index.fr.shtml,3 BIS RUE VAUBAN|57000,HOTEL IBIS METZ CENTRE GARE|3 BIS RUE VAUBAN|57000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11843,latest classification date within exact normalized name/address key
11844,HÔTEL IBIS METZ WOIPPY,56 rue du Fort Gambetta,57140,WOIPPY,3 étoiles,04/11/2021,83,https://all.accor.com/hotel/0354/index.fr.shtml,56 RUE DU FORT GAMBETTA|57140,HOTEL IBIS METZ WOIPPY|56 RUE DU FORT GAMBETTA|57140,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11844,latest classification date within exact normalized name/address key
11845,HÔTEL IBIS MILLAU,Rue du Sacré Coeur,12100,MILLAU,3 étoiles,24/05/2022,46,https://all.accor.com/hotel/5613/index.fr.shtml,RUE DU SACRE COEUR|12100,HOTEL IBIS MILLAU|RUE DU SACRE COEUR|12100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11845,latest classification date within exact normalized name/address key
11846,HÔTEL IBIS MONTARGIS,2 place Victor Hugo,45200,MONTARGIS,3 étoiles,06/12/2021,59,https://all.accor.com/hotel/0861/index.fr.shtml,2 PLACE VICTOR HUGO|45200,HOTEL IBIS MONTARGIS|2 PLACE VICTOR HUGO|45200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11846,latest classification date within exact normalized name/address key
11847,HÔTEL IBIS MONTAUBAN,50 route de Saint-Martial,82000,MONTAUBAN,3 étoiles,26/10/2021,62,https://all.accor.com/hotel/1769/index.fr.shtml,50 ROUTE DE SAINT MARTIAL|82000,HOTEL IBIS MONTAUBAN|50 ROUTE DE SAINT MARTIAL|82000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11847,latest classification date within exact normalized name/address key
11848,HÔTEL IBIS MONTBÉLIARD,Rue du Jura,25200,MONTBÉLIARD,3 étoiles,14/04/2022,70,https://all.accor.com/hotel/0622/index.fr.shtml,RUE DU JURA|25200,HOTEL IBIS MONTBELIARD|RUE DU JURA|25200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11848,latest classification date within exact normalized name/address key
11849,HÔTEL IBIS MONTCEAU-LES-MINES,37 bis Avenue des Alouettes,71300,MONTCEAU-LES-MINES,3 étoiles,10/04/2025,38,https://all.accor.com/hotel/9174/index.fr.shtml?dateIn=&nights=&compositions=1&stayplus=false#origin=ibis,37 BIS AVE DES ALOUETTES|71300,HOTEL IBIS MONTCEAU LES MINES|37 BIS AVE DES ALOUETTES|71300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11849,latest classification date within exact normalized name/address key
11850,HÔTEL IBIS MONTLHÉRY PARIS SUD,64 Route d'Orléans,91310,MONTLHÉRY,3 étoiles,11/03/2026,131,https://all.accor.com/hotel/A345/index.fr.shtml,64 ROUTE D ORLEANS|91310,HOTEL IBIS MONTLHERY PARIS SUD|64 ROUTE D ORLEANS|91310,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11850,latest classification date within exact normalized name/address key
11851,HÔTEL IBIS MONTPELLIER CENTRE COMÉDIE,Allée Jules Milhau,34090,MONTPELLIER,3 étoiles,08/12/2021,100,https://all.accor.com/hotel/0592/index.fr.shtml,ALLEE JULES MILHAU|34090,HOTEL IBIS MONTPELLIER CENTRE COMEDIE|ALLEE JULES MILHAU|34090,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11851,latest classification date within exact normalized name/address key
11852,HÔTEL IBIS MONTPELLIER CENTRE POLYGONE,95 place Vauban,34000,MONTPELLIER,3 étoiles,17/02/2022,125,https://all.accor.com/hotel/1391/index.fr.shtml,95 PLACE VAUBAN|34000,HOTEL IBIS MONTPELLIER CENTRE POLYGONE|95 PLACE VAUBAN|34000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11852,latest classification date within exact normalized name/address key
11853,HÔTEL IBIS MONTPELLIER SUD,164 avenue de Palavas,34070,MONTPELLIER,3 étoiles,11/05/2022,107,https://all.accor.com/hotel/0624/index.fr.shtml,164 AVE DE PALAVAS|34070,HOTEL IBIS MONTPELLIER SUD|164 AVE DE PALAVAS|34070,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11853,latest classification date within exact normalized name/address key
11854,HÔTEL IBIS MONTÉLIMAR NORD,Route nationale 7,26270,SAULCE-SUR-RHÔNE,3 étoiles,08/07/2022,59,https://all.accor.com/hotel/0623/index.fr.shtml,ROUTE NATIONALE 7|26270,HOTEL IBIS MONTELIMAR NORD|ROUTE NATIONALE 7|26270,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11854,latest classification date within exact normalized name/address key
11855,HÔTEL IBIS MOULINS SUD,153 route de Lyon,03000,MOULINS,3 étoiles,08/11/2022,72,https://www.accorhotels.com/fr/hotel-0625-ibis-moulins-sud/index.shtml,153 ROUTE DE LYON|03000,HOTEL IBIS MOULINS SUD|153 ROUTE DE LYON|03000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11855,latest classification date within exact normalized name/address key
11856,HÔTEL IBIS MULHOUSE CENTRE FILATURE,34 allée Nathan Katz,68100,MULHOUSE,3 étoiles,28/01/2022,70,https://all.accor.com/hotel/1640/index.fr.shtml,34 ALLEE NATHAN KATZ|68100,HOTEL IBIS MULHOUSE CENTRE FILATURE|34 ALLEE NATHAN KATZ|68100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11856,latest classification date within exact normalized name/address key
11857,HÔTEL IBIS MULHOUSE ÎLE NAPOLÉON,Rue des Cévennes,68390,SAUSHEIM,3 étoiles,28/01/2022,77,https://all.accor.com/hotel/0627/index.fr.shtml,RUE DES CEVENNES|68390,HOTEL IBIS MULHOUSE ILE NAPOLEON|RUE DES CEVENNES|68390,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11857,latest classification date within exact normalized name/address key
11858,HÔTEL IBIS MÂCON SUD CRÊCHES,371 rue du Mâconnais,71680,CRÊCHES-SUR-SAÔNE,3 étoiles,17/02/2022,83,https://all.accor.com/hotel/0670/index.fr.shtml,371 RUE DU MACONNAIS|71680,HOTEL IBIS MACON SUD CRECHES|371 RUE DU MACONNAIS|71680,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11858,latest classification date within exact normalized name/address key
11859,HÔTEL IBIS NANCY BRABOIS,2 allée de Bourgogne,54500,VANDŒUVRE-LÈS-NANCY,3 étoiles,03/06/2022,68,https://all.accor.com/hotel/1584/index.fr.shtml,2 ALLEE DE BOURGOGNE|54500,HOTEL IBIS NANCY BRABOIS|2 ALLEE DE BOURGOGNE|54500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11859,latest classification date within exact normalized name/address key
11860,HÔTEL IBIS NANCY CENTRE GARE ET CONGRÈS,3 rue Crampel,54000,NANCY,3 étoiles,08/07/2022,82,https://all.accor.com/hotel/0973/index.fr.shtml,3 RUE CRAMPEL|54000,HOTEL IBIS NANCY CENTRE GARE ET CONGRES|3 RUE CRAMPEL|54000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11860,latest classification date within exact normalized name/address key
11861,HÔTEL IBIS NANCY CENTRE SAINTE-CATHERINE,42 avenue du XXème Corps,54000,NANCY,3 étoiles,17/01/2022,68,https://all.accor.com/hotel/1393/index.fr.shtml,42 AVE DU XXEME CORPS|54000,HOTEL IBIS NANCY CENTRE SAINTE CATHERINE|42 AVE DU XXEME CORPS|54000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11861,latest classification date within exact normalized name/address key
11862,HÔTEL IBIS NANTES CENTRE GARE SUD,3 allée Baco,44000,NANTES,3 étoiles,29/10/2021,104,https://all.accor.com/hotel/0892/index.fr.shtml,3 ALLEE BACO|44000,HOTEL IBIS NANTES CENTRE GARE SUD|3 ALLEE BACO|44000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11862,latest classification date within exact normalized name/address key
11863,HÔTEL IBIS NANTES CENTRE TOUR BRETAGNE,19 rue Jean Jaurès,44000,NANTES,3 étoiles,02/11/2021,140,https://all.accor.com/hotel/1394/index.fr.shtml,19 RUE JEAN JAURES|44000,HOTEL IBIS NANTES CENTRE TOUR BRETAGNE|19 RUE JEAN JAURES|44000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11863,latest classification date within exact normalized name/address key
11864,HÔTEL IBIS NANTES LA BEAUJOIRE PARC EXPO,5 rue du Moulin de la Halveque,44300,NANTES,3 étoiles,21/03/2022,81,https://all.accor.com/hotel/0855/index.fr.shtml,5 RUE DU MOULIN DE LA HALVEQUE|44300,HOTEL IBIS NANTES LA BEAUJOIRE PARC EXPO|5 RUE DU MOULIN DE LA HALVEQUE|44300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11864,latest classification date within exact normalized name/address key
11865,HÔTEL IBIS NANTES SAINT-HERBLAIN,345 boulevard Marcel Paul,44800,SAINT-HERBLAIN,3 étoiles,02/02/2022,79,https://all.accor.com/hotel/3436/index.fr.shtml,345 BLVD MARCEL PAUL|44800,HOTEL IBIS NANTES SAINT HERBLAIN|345 BLVD MARCEL PAUL|44800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11865,latest classification date within exact normalized name/address key
11866,HÔTEL IBIS NARBONNE,159 rue de l'Hôtellerie,11100,NARBONNE,3 étoiles,23/03/2022,67,https://all.accor.com/hotel/0671/index.fr.shtml,159 RUE DE L HOTELLERIE|11100,HOTEL IBIS NARBONNE|159 RUE DE L HOTELLERIE|11100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11866,latest classification date within exact normalized name/address key
11867,HÔTEL IBIS NEMOURS,2 place des Moines,77140,NEMOURS,3 étoiles,14/01/2022,58,https://all.accor.com/hotel/0628/index.fr.shtml,2 PLACE DES MOINES|77140,HOTEL IBIS NEMOURS|2 PLACE DES MOINES|77140,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11867,latest classification date within exact normalized name/address key
11868,HÔTEL IBIS NEVERS,3 rue du Plateau de la Bonne Dame,58000,NEVERS,3 étoiles,11/07/2022,56,https://all.accor.com/hotel/0947/index.fr.shtml,3 RUE DU PLATEAU DE LA BONNE DAME|58000,HOTEL IBIS NEVERS|3 RUE DU PLATEAU DE LA BONNE DAME|58000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11868,latest classification date within exact normalized name/address key
11869,HÔTEL IBIS NICE AÉROPORT PROMENADE DES ANGLAIS,359 Promenade des Anglais,06200,NICE,3 étoiles,21/06/2021,128,https://all.accor.com/hotel/0749/index.fr.shtml,359 PROMENADE DES ANGLAIS|06200,HOTEL IBIS NICE AEROPORT PROMENADE DES ANGLAIS|359 PROMENADE DES ANGLAIS|06200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11869,latest classification date within exact normalized name/address key
11870,HÔTEL IBIS NICE CENTRE GARE,14 avenue Thiers,06000,NICE,3 étoiles,04/03/2022,199,https://all.accor.com/hotel/1396/index.fr.shtml,14 AVE THIERS|06000,HOTEL IBIS NICE CENTRE GARE|14 AVE THIERS|06000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11870,latest classification date within exact normalized name/address key
11871,HÔTEL IBIS NICE CENTRE NOTRE DAME,41 rue Lamartine,06300,NICE,3 étoiles,23/11/2021,52,https://all.accor.com/hotel/3724/index.fr.shtml,41 RUE LAMARTINE|06300,HOTEL IBIS NICE CENTRE NOTRE DAME|41 RUE LAMARTINE|06300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11871,latest classification date within exact normalized name/address key
11872,HÔTEL IBIS NIORT EST MENDES FRANCE,600 avenue de Paris,79000,NIORT,3 étoiles,22/12/2022,65,https://www.accorhotels.com/fr/hotel-7392-ibis-niort-est-mendes-france-/index.shtml,600 AVE DE PARIS|79000,HOTEL IBIS NIORT EST MENDES FRANCE|600 AVE DE PARIS|79000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11872,latest classification date within exact normalized name/address key
11873,HÔTEL IBIS NOGENT SUR MARNE,1 rue Nazare,94130,NOGENT-SUR-MARNE,3 étoiles,09/01/2026,74,https://all.accor.com/hotel/3406/index.fr.shtml,1 RUE NAZARE|94130,HOTEL IBIS NOGENT SUR MARNE|1 RUE NAZARE|94130,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11873,latest classification date within exact normalized name/address key
11874,HÔTEL IBIS NUITS-SAINT-GEORGES,1 avenue de Chamboland,21700,NUITS-SAINT-GEORGES,3 étoiles,16/03/2022,56,https://all.accor.com/hotel/5478/index.fr.shtml,1 AVE DE CHAMBOLAND|21700,HOTEL IBIS NUITS SAINT GEORGES|1 AVE DE CHAMBOLAND|21700,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11874,latest classification date within exact normalized name/address key
11875,HÔTEL IBIS NÎMES OUEST,268 rue de l'Hostellerie,30900,NÎMES,3 étoiles,21/02/2022,108,https://all.accor.com/hotel/0629/index.fr.shtml,268 RUE DE L HOSTELLERIE|30900,HOTEL IBIS NIMES OUEST|268 RUE DE L HOSTELLERIE|30900,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11875,latest classification date within exact normalized name/address key
11876,HÔTEL IBIS ORANGE CENTRE ÉCHANGEUR A7 A9,32 Rue Agis Rigord,84100,ORANGE,3 étoiles,30/11/2022,72,http://www.accorhotels.com/fr/hotel-0925-ibis-orange-centre-echangeur-a7-a9/index.shtml,32 RUE AGIS RIGORD|84100,HOTEL IBIS ORANGE CENTRE ECHANGEUR A7 A9|32 RUE AGIS RIGORD|84100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11876,latest classification date within exact normalized name/address key
11877,HÔTEL IBIS ORANGE SUD,ZAC du Coudoulet,84100,ORANGE,3 étoiles,14/01/2022,77,https://all.accor.com/hotel/4986/index.fr.shtml,ZAC DU COUDOULET|84100,HOTEL IBIS ORANGE SUD|ZAC DU COUDOULET|84100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11877,latest classification date within exact normalized name/address key
11878,HÔTEL IBIS ORLY CHEVILLY TRAM 7,72 avenue de Stalingrad,94550,CHEVILLY-LARUE,3 étoiles,28/07/2021,101,https://all.accor.com/hotel/5040/index.fr.shtml,72 AVE DE STALINGRAD|94550,HOTEL IBIS ORLY CHEVILLY TRAM 7|72 AVE DE STALINGRAD|94550,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11878,latest classification date within exact normalized name/address key
11879,HÔTEL IBIS ORLÉANS CENTRE GARE,17 avenue de Paris,45100,ORLÉANS,3 étoiles,21/04/2026,67,https://all.accor.com/hotel/0862/index.fr.shtml,17 AVE DE PARIS|45100,HOTEL IBIS ORLEANS CENTRE GARE|17 AVE DE PARIS|45100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11879,latest classification date within exact normalized name/address key
11880,HÔTEL IBIS PARIS 17 CLICHY-BATIGNOLLES,10 rue Bernard Buffet,75017,PARIS 17E ARRONDISSEMENT,3 étoiles,11/03/2022,688,https://all.accor.com/hotel/2189/index.fr.shtml,10 RUE BERNARD BUFFET|75017,HOTEL IBIS PARIS 17 CLICHY BATIGNOLLES|10 RUE BERNARD BUFFET|75017,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11880,latest classification date within exact normalized name/address key
11881,HÔTEL IBIS PARIS ALÉSIA MONTPARNASSE,49 rue des Plantes,75014,PARIS 14E ARRONDISSEMENT,3 étoiles,12/05/2022,264,https://all.accor.com/hotel/0959/index.fr.shtml,49 RUE DES PLANTES|75014,HOTEL IBIS PARIS ALESIA MONTPARNASSE|49 RUE DES PLANTES|75014,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11881,latest classification date within exact normalized name/address key
11882,HÔTEL IBIS PARIS AVENUE DE LA RÉPUBLIQUE,14 rue Rampon,75011,PARIS 11E ARRONDISSEMENT,3 étoiles,10/03/2022,40,https://all.accor.com/hotel/A013/index.fr.shtml,14 RUE RAMPON|75011,HOTEL IBIS PARIS AVENUE DE LA REPUBLIQUE|14 RUE RAMPON|75011,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11882,latest classification date within exact normalized name/address key
11883,HÔTEL IBIS PARIS BASTILLE FAUBOURG-SAINT-ANTOINE,13 rue Trousseau,75011,PARIS 11E ARRONDISSEMENT,3 étoiles,07/03/2022,71,https://all.accor.com/hotel/3577/index.fr.shtml,13 RUE TROUSSEAU|75011,HOTEL IBIS PARIS BASTILLE FAUBOURG SAINT ANTOINE|13 RUE TROUSSEAU|75011,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11883,latest classification date within exact normalized name/address key
11884,HÔTEL IBIS PARIS BASTILLE OPÉRA,15 rue Bréguet,75011,PARIS 11E ARRONDISSEMENT,3 étoiles,20/05/2022,305,https://all.accor.com/hotel/1399/index.fr.shtml,15 RUE BREGUET|75011,HOTEL IBIS PARIS BASTILLE OPERA|15 RUE BREGUET|75011,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11884,latest classification date within exact normalized name/address key
11885,HÔTEL IBIS PARIS BERCY VILLAGE,19 place des Vins de France,75012,PARIS 12E ARRONDISSEMENT,3 étoiles,01/09/2026,195,https://all.accor.com/hotel/1743/index.fr.shtml,19 PLACE DES VINS DE FRANCE|75012,HOTEL IBIS PARIS BERCY VILLAGE|19 PLACE DES VINS DE FRANCE|75012,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11885,latest classification date within exact normalized name/address key
11886,HÔTEL IBIS PARIS BOULOGNE-BILLANCOURT,12 rue de la Ferme,92100,BOULOGNE-BILLANCOURT,3 étoiles,21/02/2022,52,https://all.accor.com/hotel/6245/index.fr.shtml,12 RUE DE LA FERME|92100,HOTEL IBIS PARIS BOULOGNE BILLANCOURT|12 RUE DE LA FERME|92100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11886,latest classification date within exact normalized name/address key
11887,HÔTEL IBIS PARIS BRANCION PARC DES EXPOSITIONS 15 ÈME,105 rue Brancion,75015,PARIS 15E ARRONDISSEMENT,3 étoiles,14/01/2022,69,https://all.accor.com/hotel/1936/index.fr.shtml,105 RUE BRANCION|75015,HOTEL IBIS PARIS BRANCION PARC DES EXPOSITIONS 15 EME|105 RUE BRANCION|75015,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11887,latest classification date within exact normalized name/address key
11888,HÔTEL IBIS PARIS CANAL SAINT-MARTIN,12 rue Louis Blanc,75010,PARIS 10E ARRONDISSEMENT,3 étoiles,02/03/2022,49,https://all.accor.com/hotel/0900/index.fr.shtml,12 RUE LOUIS BLANC|75010,HOTEL IBIS PARIS CANAL SAINT MARTIN|12 RUE LOUIS BLANC|75010,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11888,latest classification date within exact normalized name/address key
11889,HÔTEL IBIS PARIS CDG AIRPORT,Roissy Pôle Est,95700,ROISSY-EN-FRANCE,3 étoiles,22/02/2022,772,https://all.accor.com/hotel/1404/index.fr.shtml,ROISSY POLE EST|95700,HOTEL IBIS PARIS CDG AIRPORT|ROISSY POLE EST|95700,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11889,latest classification date within exact normalized name/address key
11890,HÔTEL IBIS PARIS COEUR D'ORLY AÉROPORT,19 promenade d'Orly,91550,PARAY-VIEILLE-POSTE,3 étoiles,22/02/2022,393,https://all.accor.com/hotel/1413/index.fr.shtml,19 PROMENADE D ORLY|91550,HOTEL IBIS PARIS COEUR D ORLY AEROPORT|19 PROMENADE D ORLY|91550,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11890,latest classification date within exact normalized name/address key
11891,HÔTEL IBIS PARIS GARE DE L'EST,6 rue Saint Laurent,75010,PARIS 10E ARRONDISSEMENT,3 étoiles,01/02/2022,112,https://all.accor.com/hotel/2023/index.fr.shtml,6 RUE SAINT LAURENT|75010,HOTEL IBIS PARIS GARE DE L EST|6 RUE SAINT LAURENT|75010,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11891,latest classification date within exact normalized name/address key
11892,HÔTEL IBIS PARIS GARE DE LYON DIDEROT,31 bis boulevard Diderot,75012,PARIS 12E ARRONDISSEMENT,3 étoiles,25/03/2022,89,https://all.accor.com/hotel/3211/index.fr.shtml,31 BIS BLVD DIDEROT|75012,HOTEL IBIS PARIS GARE DE LYON DIDEROT|31 BIS BLVD DIDEROT|75012,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11892,latest classification date within exact normalized name/address key
11893,HÔTEL IBIS PARIS GARE DE LYON LEDRU ROLLIN,41-43 avenue Ledru Rollin,75012,PARIS 12E ARRONDISSEMENT,3 étoiles,17/03/2022,119,https://all.accor.com/hotel/1937/index.fr.shtml,41 43 AVE LEDRU ROLLIN|75012,HOTEL IBIS PARIS GARE DE LYON LEDRU ROLLIN|41 43 AVE LEDRU ROLLIN|75012,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11893,latest classification date within exact normalized name/address key
11894,HÔTEL IBIS PARIS GARE DE LYON REUILLY,9 rue de Reuilly,75012,PARIS 12E ARRONDISSEMENT,3 étoiles,04/10/2022,42,https://www.accorhotels.com/fr/hotel-8643-ibis-paris-gare-de-lyon-reuilly/index.shtml,9 RUE DE REUILLY|75012,HOTEL IBIS PARIS GARE DE LYON REUILLY|9 RUE DE REUILLY|75012,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11894,latest classification date within exact normalized name/address key
11895,HÔTEL IBIS PARIS GARE DU NORD CHÂTEAU-LANDON,197-199 Rue Lafayette,75010,PARIS 10E ARRONDISSEMENT,3 étoiles,02/03/2022,165,https://all.accor.com/hotel/1823/index.fr.shtml,197 199 RUE LAFAYETTE|75010,HOTEL IBIS PARIS GARE DU NORD CHATEAU LANDON|197 199 RUE LAFAYETTE|75010,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11895,latest classification date within exact normalized name/address key
11896,HÔTEL IBIS PARIS GARE DU NORD LA FAYETTE 10ÈME,122 rue Lafayette,75010,PARIS 10E ARRONDISSEMENT,3 étoiles,11/03/2022,70,https://all.accor.com/hotel/0863/index.fr.shtml,122 RUE LAFAYETTE|75010,HOTEL IBIS PARIS GARE DU NORD LA FAYETTE 10EME|122 RUE LAFAYETTE|75010,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11896,latest classification date within exact normalized name/address key
11897,HÔTEL IBIS PARIS GARE DU NORD TGV,31-33 rue Saint-Quentin,75010,PARIS 10E ARRONDISSEMENT,3 étoiles,23/09/2022,49,http://www.accorhotels.com/fr/hotel-9292-ibis-paris-gare-du-nord-tgv/index.shtml,31 33 RUE SAINT QUENTIN|75010,HOTEL IBIS PARIS GARE DU NORD TGV|31 33 RUE SAINT QUENTIN|75010,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11897,latest classification date within exact normalized name/address key
11898,HÔTEL IBIS PARIS GARE MONTPARNASSE,71 boulevard de Vaugirard,75015,PARIS 15E ARRONDISSEMENT,3 étoiles,15/03/2022,31,https://all.accor.com/hotel/1875/index.fr.shtml,71 BLVD DE VAUGIRARD|75015,HOTEL IBIS PARIS GARE MONTPARNASSE|71 BLVD DE VAUGIRARD|75015,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11898,latest classification date within exact normalized name/address key
11899,HÔTEL IBIS PARIS GARE MONTPARNASSE CATALOGNE,7-11 rue du Texel,75014,PARIS 14E ARRONDISSEMENT,3 étoiles,17/06/2022,146,https://all.accor.com/hotel/B2Q8/index.fr.shtml,7 11 RUE DU TEXEL|75014,HOTEL IBIS PARIS GARE MONTPARNASSE CATALOGNE|7 11 RUE DU TEXEL|75014,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11899,latest classification date within exact normalized name/address key
11900,HÔTEL IBIS PARIS GENNEVILLIERS,32 rue Louis Calmel,92230,GENNEVILLIERS,3 étoiles,20/04/2021,60,https://all.accor.com/hotel/1966/index.fr.shtml,32 RUE LOUIS CALMEL|92230,HOTEL IBIS PARIS GENNEVILLIERS|32 RUE LOUIS CALMEL|92230,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11900,latest classification date within exact normalized name/address key
11901,HÔTEL IBIS PARIS GRANDS BOULEVARDS OPÉRA,38 rue du Faubourg Montmartre,75009,PARIS 9E ARRONDISSEMENT,3 étoiles,01/03/2022,104,https://all.accor.com/hotel/2953/index.fr.shtml,38 RUE DU FAUBOURG MONTMARTRE|75009,HOTEL IBIS PARIS GRANDS BOULEVARDS OPERA|38 RUE DU FAUBOURG MONTMARTRE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified,1,11901,latest classification date within exact normalized name/address key
11902,HÔTEL IBIS PARIS ISSY LES MOULINEAUX VAL DE SEINE,213 rue Jean Jacques Rousseau,92130,ISSY-LES-MOULINEAUX,3 étoiles,03/03/2023,164,http://www.accorhotels.com/fr/hotel-7848-ibis-paris-issy-les-moulineaux-val-de-seine/index.shtml,213 RUE JEAN JACQUES ROUSSEAU|92130,HOTEL IBIS PARIS ISSY LES MOULINEAUX VAL DE SEINE|213 RUE JEAN JACQUES ROUSSEAU|92130,False,HRE-FR-CLASSIFIED,unverified,unverified,1,11902,latest classification date within exact normalized name/address key
