city,country,country_iso2,eea_flag,deadline,single_fee_pct,listing_id,listing_url,host_id,host_location,host_region_guess,geo_conflict,room_type,property_type,bedrooms,bedroom_bucket,accommodates,beds,host_class,calculated_host_listings_count,host_is_superhost,instant_bookable,license,minimum_nights,number_of_reviews_ltm,estimated_occupancy_l365d,stratum,stay_window,checkin,checkout,nights,adults,dump_date,dump_price
austin,United States,US,0,2026-09-15,15.5,207054,https://www.airbnb.com/rooms/207054,1018853,"Austin, TX",non_eea,0,Entire home/apt,Entire home,2.0,2,5,2.0,individual,1,t,,OL 2026 072586,2.0,6,36,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-25,$268.00
chicago,United States,US,0,2026-09-15,15.5,717257767258978204,https://www.airbnb.com/rooms/717257767258978204,88547320,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,19,t,,R25000128514,2.0,61,255,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$166.54
chicago,United States,US,0,2026-09-15,15.5,722579844750662375,https://www.airbnb.com/rooms/722579844750662375,480763849,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,t,,R22000088568,2.0,19,114,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$255.43
chicago,United States,US,0,2026-09-15,15.5,734035064351747901,https://www.airbnb.com/rooms/734035064351747901,85981531,"Naperville, IL",non_eea,0,Entire home/apt,Entire condo,4.0,3+,8,4.0,individual,1,t,,R24000122257,2.0,37,222,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$600.00
chicago,United States,US,0,2026-09-15,15.5,736264784452676442,https://www.airbnb.com/rooms/736264784452676442,34223575,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,6,3.0,individual,1,f,,R22000093837,2.0,9,54,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$165.00
chicago,United States,US,0,2026-09-15,15.5,740508688975639404,https://www.airbnb.com/rooms/740508688975639404,1450094,"New Orleans, LA",non_eea,0,Entire home/apt,Entire condo,2.0,2,5,2.0,individual,1,t,,R22000092043,2.0,47,255,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$229.00
chicago,United States,US,0,2026-09-15,15.5,748671507545699034,https://www.airbnb.com/rooms/748671507545699034,248760412,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,5,3.0,professional,99,t,,2872279,2.0,25,150,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$393.50
chicago,United States,US,0,2026-09-15,15.5,770955055252576991,https://www.airbnb.com/rooms/770955055252576991,489592965,,unknown,0,Entire home/apt,Entire home,5.0,3+,10,5.0,individual,1,f,,R23000095704,2.0,24,144,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$589.22
chicago,United States,US,0,2026-09-15,15.5,798593024970947062,https://www.airbnb.com/rooms/798593024970947062,234070975,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,f,,R22000094996,3.0,6,36,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$341.25
chicago,United States,US,0,2026-09-15,15.5,817962128383116667,https://www.airbnb.com/rooms/817962128383116667,19627895,"Chicago, IL",non_eea,0,Entire home/apt,Entire condo,2.0,2,4,,individual,1,f,,R24000115992,2.0,0,0,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$204.74
chicago,United States,US,0,2026-09-15,15.5,828271247179704213,https://www.airbnb.com/rooms/828271247179704213,235933961,"Rochester, MN",non_eea,0,Entire home/apt,Entire home,2.0,2,4,2.0,individual,1,t,,R23000100970,2.0,3,18,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$271.00
chicago,United States,US,0,2026-09-15,15.5,834288904236760884,https://www.airbnb.com/rooms/834288904236760884,493652748,,unknown,0,Entire home/apt,Entire home,4.0,3+,7,4.0,individual,1,f,,R23000098370,3.0,11,66,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$434.77
chicago,United States,US,0,2026-09-15,15.5,836782194065722277,https://www.airbnb.com/rooms/836782194065722277,22796024,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,11,t,,2210737,3.0,29,174,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$588.67
chicago,United States,US,0,2026-09-15,15.5,855957811810607023,https://www.airbnb.com/rooms/855957811810607023,507071443,,unknown,0,Private room,Private room in rental unit,,unknown,2,1.0,professional,6,t,,R23000099534,2.0,35,210,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$108.33
chicago,United States,US,0,2026-09-15,15.5,855992077852850944,https://www.airbnb.com/rooms/855992077852850944,507071443,,unknown,0,Private room,Private room in rental unit,,unknown,2,1.0,professional,6,t,,R23000099534,2.0,37,222,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$55.50
chicago,United States,US,0,2026-09-15,15.5,868052525611277949,https://www.airbnb.com/rooms/868052525611277949,30482715,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,4.0,3+,8,4.0,professional,6,t,,R22000080347,2.0,20,120,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$315.00
chicago,United States,US,0,2026-09-15,15.5,872052411404784892,https://www.airbnb.com/rooms/872052411404784892,130023857,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,6,3.0,small_multi,2,f,,R22000085517,2.0,3,18,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$446.50
chicago,United States,US,0,2026-09-15,15.5,872075732208775750,https://www.airbnb.com/rooms/872075732208775750,351692215,"Chicago, IL",non_eea,0,Entire home/apt,Entire home,2.0,2,5,3.0,small_multi,3,t,,R23000108754,2.0,44,255,Entire home/apt | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$200.00
chicago,United States,US,0,2026-09-15,15.5,881758482387105946,https://www.airbnb.com/rooms/881758482387105946,121892187,"Tinley Park, IL",non_eea,0,Entire home/apt,Entire rental unit,4.0,3+,10,4.0,individual,1,t,,R25000130040,3.0,12,72,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$506.00
chicago,United States,US,0,2026-09-15,15.5,892599651742390800,https://www.airbnb.com/rooms/892599651742390800,141044112,"Chicago, IL",non_eea,0,Entire home/apt,Entire home,3.0,3+,8,8.0,individual,1,f,,R23000106843,3.0,2,12,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,"$1,009.33"
chicago,United States,US,0,2026-09-15,15.5,899570869013091129,https://www.airbnb.com/rooms/899570869013091129,267737048,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,3.0,small_multi,2,t,,R23000103851,2.0,40,240,Entire home/apt | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$178.50
chicago,United States,US,0,2026-09-15,15.5,905064212562396056,https://www.airbnb.com/rooms/905064212562396056,25138314,,unknown,0,Private room,Room in hotel,1.0,0-1,4,1.0,professional,11,f,,2863615,1.0,0,0,Private room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$379.00
chicago,United States,US,0,2026-09-15,15.5,906735457944413780,https://www.airbnb.com/rooms/906735457944413780,165153877,,unknown,0,Private room,Private room in home,,unknown,3,2.0,small_multi,4,t,,R23000103394,2.0,28,168,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$42.50
chicago,United States,US,0,2026-09-15,15.5,916058668836854207,https://www.airbnb.com/rooms/916058668836854207,345608750,"Chicago, IL",non_eea,0,Private room,Private room in home,,unknown,1,1.0,professional,5,f,,R23000104875,3.0,15,90,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$87.33
chicago,United States,US,0,2026-09-15,15.5,917654077150035379,https://www.airbnb.com/rooms/917654077150035379,30073391,"Chicago, IL",non_eea,0,Entire home/apt,Entire home,3.0,3+,6,4.0,professional,5,t,,R21000075429,2.0,33,198,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$360.21
chicago,United States,US,0,2026-09-15,15.5,919460707453602335,https://www.airbnb.com/rooms/919460707453602335,248760412,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,5,4.0,professional,99,t,,R23000100623,2.0,35,210,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$448.30
chicago,United States,US,0,2026-09-15,15.5,925052985914700295,https://www.airbnb.com/rooms/925052985914700295,448337164,,unknown,0,Entire home/apt,Entire rental unit,3.0,3+,7,4.0,individual,1,f,,R23000104894,2.0,6,36,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$285.50
chicago,United States,US,0,2026-09-15,15.5,929101556405194528,https://www.airbnb.com/rooms/929101556405194528,511918330,,unknown,0,Entire home/apt,Entire home,3.0,3+,9,4.0,individual,1,f,,2862388,3.0,22,132,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$366.33
chicago,United States,US,0,2026-09-15,15.5,932552950375092103,https://www.airbnb.com/rooms/932552950375092103,501999514,,unknown,0,Private room,Room in hotel,1.0,0-1,3,1.0,professional,34,f,,2863615,1.0,0,0,Private room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$572.00
chicago,United States,US,0,2026-09-15,15.5,942045428572943460,https://www.airbnb.com/rooms/942045428572943460,62022982,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,6,4.0,professional,32,f,,R26000140920,2.0,16,96,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$281.15
chicago,United States,US,0,2026-09-15,15.5,943589569012742676,https://www.airbnb.com/rooms/943589569012742676,527153960,,unknown,0,Private room,Private room in rental unit,,unknown,3,1.0,professional,9,f,,R26000144207,2.0,17,102,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$81.00
chicago,United States,US,0,2026-09-15,15.5,954396051180063078,https://www.airbnb.com/rooms/954396051180063078,395498979,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,8,5.0,professional,79,f,,2792126,2.0,18,108,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$276.50
chicago,United States,US,0,2026-09-15,15.5,957993208500437011,https://www.airbnb.com/rooms/957993208500437011,425863337,"Chicago, IL",non_eea,0,Private room,Room in hotel,1.0,0-1,4,2.0,small_multi,2,t,,R22056986878,1.0,315,255,Private room | 0-1 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$530.82
chicago,United States,US,0,2026-09-15,15.5,964772031713891267,https://www.airbnb.com/rooms/964772031713891267,17160709,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,3,2.0,individual,1,t,,R24000121832,2.0,38,228,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$143.00
chicago,United States,US,0,2026-09-15,15.5,1020603777261897594,https://www.airbnb.com/rooms/1020603777261897594,31973978,"Stone Mountain, GA",non_eea,0,Entire home/apt,Entire townhouse,3.0,3+,8,3.0,individual,1,t,,R23000101580,2.0,40,240,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$266.28
chicago,United States,US,0,2026-09-15,15.5,1024020973283184586,https://www.airbnb.com/rooms/1024020973283184586,545236821,"Chicago, IL",non_eea,0,Private room,Private room in bed and breakfast,,unknown,2,1.0,professional,27,f,,2556094,1.0,5,30,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$188.00
chicago,United States,US,0,2026-09-15,15.5,1025226660064314184,https://www.airbnb.com/rooms/1025226660064314184,457438194,"Chicago, IL",non_eea,0,Private room,Private room in home,1.0,0-1,3,1.0,professional,58,f,,R24000119081,2.0,7,42,Private room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$75.00
chicago,United States,US,0,2026-09-15,15.5,1041987596606321733,https://www.airbnb.com/rooms/1041987596606321733,5615582,"Miami, FL",non_eea,0,Hotel room,Room in hotel,1.0,0-1,2,1.0,professional,48,f,,2862535,1.0,6,36,Hotel room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$421.00
chicago,United States,US,0,2026-09-15,15.5,1041994120347570469,https://www.airbnb.com/rooms/1041994120347570469,5615582,"Miami, FL",non_eea,0,Hotel room,Room in hotel,3.0,3+,6,3.0,professional,48,f,,2862535,1.0,5,30,Hotel room | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$955.00
chicago,United States,US,0,2026-09-15,15.5,1056530159891934083,https://www.airbnb.com/rooms/1056530159891934083,508404602,"Chicago, IL",non_eea,0,Private room,Private room in bed and breakfast,,unknown,2,1.0,professional,6,t,,2208267,1.0,1,6,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$330.00
chicago,United States,US,0,2026-09-15,15.5,1073362730570677543,https://www.airbnb.com/rooms/1073362730570677543,497660633,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,6,3.0,professional,11,f,,R24000114222,2.0,12,72,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$193.00
chicago,United States,US,0,2026-09-15,15.5,1084872510106286620,https://www.airbnb.com/rooms/1084872510106286620,248760412,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,5,3.0,professional,99,t,,R23000110923,2.0,24,144,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$438.50
chicago,United States,US,0,2026-09-15,15.5,1089288791499404824,https://www.airbnb.com/rooms/1089288791499404824,165153877,,unknown,0,Private room,Private room in home,,unknown,3,2.0,small_multi,4,t,,R23000103394,2.0,26,156,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$47.50
chicago,United States,US,0,2026-09-15,15.5,1089868494802458748,https://www.airbnb.com/rooms/1089868494802458748,2698691,,unknown,0,Entire home/apt,Entire guest suite,1.0,0-1,3,3.0,small_multi,2,t,,R20000052215,2.0,15,90,Entire home/apt | 0-1 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$174.50
chicago,United States,US,0,2026-09-15,15.5,1096328609209938703,https://www.airbnb.com/rooms/1096328609209938703,501999278,,unknown,0,Private room,Room in hotel,2.0,2,8,4.0,professional,22,f,,2834965,1.0,10,60,Private room | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$918.00
chicago,United States,US,0,2026-09-15,15.5,1098712083385395796,https://www.airbnb.com/rooms/1098712083385395796,37927147,"Chicago, IL",non_eea,0,Private room,Private room in condo,2.0,2,6,2.0,small_multi,2,t,,R25000135067,2.0,31,186,Private room | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$136.00
chicago,United States,US,0,2026-09-15,15.5,1103514743605915444,https://www.airbnb.com/rooms/1103514743605915444,402497267,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,8,3.0,professional,6,t,,R25000132688,2.0,48,255,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$662.54
chicago,United States,US,0,2026-09-15,15.5,1110778434935748589,https://www.airbnb.com/rooms/1110778434935748589,248760412,,unknown,0,Entire home/apt,Entire rental unit,4.0,3+,10,6.0,professional,99,t,,R23000110924,2.0,0,0,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,"$1,296.10"
chicago,United States,US,0,2026-09-15,15.5,1116675590133734447,https://www.airbnb.com/rooms/1116675590133734447,3056209,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,9,3.0,small_multi,4,t,,R22000078828,2.0,79,255,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$309.00
chicago,United States,US,0,2026-09-15,15.5,1155760548596593181,https://www.airbnb.com/rooms/1155760548596593181,577235344,,unknown,0,Entire home/apt,Entire home,8.0,3+,16,,individual,1,t,,R26000138431,2.0,22,132,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,"$2,101.00"
chicago,United States,US,0,2026-09-15,15.5,1162395689764309956,https://www.airbnb.com/rooms/1162395689764309956,41168909,"Chicago, IL",non_eea,0,Entire home/apt,Entire condo,2.0,2,6,5.0,individual,1,t,,R24000120273,2.0,36,216,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$187.00
chicago,United States,US,0,2026-09-15,15.5,1163931038861731318,https://www.airbnb.com/rooms/1163931038861731318,248760412,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,99,t,,R24000115249,2.0,22,132,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$453.50
chicago,United States,US,0,2026-09-15,15.5,1169119458882257433,https://www.airbnb.com/rooms/1169119458882257433,131007786,,unknown,0,Entire home/apt,Entire rental unit,3.0,3+,6,3.0,individual,1,t,,R25000133455,2.0,22,132,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$295.00
chicago,United States,US,0,2026-09-15,15.5,1171129399780848890,https://www.airbnb.com/rooms/1171129399780848890,580353759,,unknown,0,Entire home/apt,Entire condo,2.0,2,6,3.0,small_multi,3,t,,2476077,2.0,42,252,Entire home/apt | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$180.50
chicago,United States,US,0,2026-09-15,15.5,1177042184948176660,https://www.airbnb.com/rooms/1177042184948176660,94646978,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,2.0,individual,1,t,,R25000130447,2.0,39,234,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$138.50
chicago,United States,US,0,2026-09-15,15.5,1195757713686538381,https://www.airbnb.com/rooms/1195757713686538381,216327953,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,3.0,individual,1,t,,R26000144596,2.0,28,168,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$264.50
chicago,United States,US,0,2026-09-15,15.5,1196539014523194979,https://www.airbnb.com/rooms/1196539014523194979,240846162,"Chicago, IL",non_eea,0,Private room,Private room in home,,unknown,2,1.0,small_multi,4,f,,R24000118072,3.0,0,0,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$393.67
chicago,United States,US,0,2026-09-15,15.5,1206531184528527121,https://www.airbnb.com/rooms/1206531184528527121,464407683,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,10,8.0,professional,51,t,,R24000119112,2.0,35,210,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$595.25
chicago,United States,US,0,2026-09-15,15.5,1222022257557697586,https://www.airbnb.com/rooms/1222022257557697586,37574734,"St. Louis, MO",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,8,4.0,individual,1,f,,R24000120338,2.0,37,222,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$191.15
chicago,United States,US,0,2026-09-15,15.5,1223314496953313132,https://www.airbnb.com/rooms/1223314496953313132,37880875,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,8,5.0,individual,1,t,,R24000121837,2.0,14,84,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$295.54
chicago,United States,US,0,2026-09-15,15.5,1231677280399821851,https://www.airbnb.com/rooms/1231677280399821851,549251391,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,7,t,,R23000111928,2.0,29,174,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$249.50
chicago,United States,US,0,2026-09-15,15.5,1232839703114397172,https://www.airbnb.com/rooms/1232839703114397172,56593750,"Chicago, IL",non_eea,0,Private room,Private room in rental unit,3.0,3+,6,4.0,individual,1,t,,R24000120274,2.0,40,240,Private room | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$158.50
chicago,United States,US,0,2026-09-15,15.5,1258913916112323382,https://www.airbnb.com/rooms/1258913916112323382,316480624,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,10,f,,R23000108571,2.0,11,66,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$189.50
chicago,United States,US,0,2026-09-15,15.5,1264432572407323106,https://www.airbnb.com/rooms/1264432572407323106,46429099,"Chicago, IL",non_eea,0,Private room,Private room in home,,unknown,2,1.0,professional,13,t,,R24000121304,2.0,28,168,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$126.25
chicago,United States,US,0,2026-09-15,15.5,1287048606160289573,https://www.airbnb.com/rooms/1287048606160289573,661491269,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,individual,1,t,,R24000122532,2.0,20,120,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$261.00
chicago,United States,US,0,2026-09-15,15.5,1291718750414371009,https://www.airbnb.com/rooms/1291718750414371009,518917937,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,,unknown,2,1.0,professional,37,f,,R24000122264,2.0,13,78,Entire home/apt | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$420.50
chicago,United States,US,0,2026-09-15,15.5,1308357105793649372,https://www.airbnb.com/rooms/1308357105793649372,177511412,"Chicago, IL",non_eea,0,Private room,Private room in rental unit,,unknown,2,1.0,professional,21,f,,R24000123414,2.0,11,66,Private room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$73.86
chicago,United States,US,0,2026-09-15,15.5,1313854840159902571,https://www.airbnb.com/rooms/1313854840159902571,665752055,,unknown,0,Entire home/apt,Entire rental unit,,unknown,2,1.0,professional,10,t,,2694638,2.0,67,255,Entire home/apt | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$215.00
chicago,United States,US,0,2026-09-15,15.5,1337244758088345864,https://www.airbnb.com/rooms/1337244758088345864,20817955,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,individual,1,f,,R25000127919,2.0,28,168,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$379.50
chicago,United States,US,0,2026-09-15,15.5,1340060080317354248,https://www.airbnb.com/rooms/1340060080317354248,418464134,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,4.0,individual,1,t,,R25000127875,2.0,31,186,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$166.00
chicago,United States,US,0,2026-09-15,15.5,1357398458730333507,https://www.airbnb.com/rooms/1357398458730333507,53421509,"Chicago, IL",non_eea,0,Entire home/apt,Entire guest suite,2.0,2,4,2.0,individual,1,t,,R26000141421,2.0,40,240,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$463.00
chicago,United States,US,0,2026-09-15,15.5,1360856612680710184,https://www.airbnb.com/rooms/1360856612680710184,438968541,"Harrison Township, MI",non_eea,0,Shared room,Shared room in home,,unknown,10,,individual,1,f,,,2.0,24,144,Shared room | unknown | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,"$1,065.50"
chicago,United States,US,0,2026-09-15,15.5,1379821252038147024,https://www.airbnb.com/rooms/1379821252038147024,456513928,,unknown,0,Entire home/apt,Entire rental unit,3.0,3+,8,4.0,professional,31,f,,R25000125399,3.0,8,48,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$353.00
chicago,United States,US,0,2026-09-15,15.5,1381878127601328284,https://www.airbnb.com/rooms/1381878127601328284,576555715,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,6,3.0,small_multi,4,f,,R25000127194,2.0,2,12,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$459.00
chicago,United States,US,0,2026-09-15,15.5,1399999391018611456,https://www.airbnb.com/rooms/1399999391018611456,43315071,"Chicago, IL",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,t,,R25000127063,2.0,66,255,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$138.00
chicago,United States,US,0,2026-09-15,15.5,1401280099027134895,https://www.airbnb.com/rooms/1401280099027134895,571359380,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,,professional,15,f,,R25000129628,2.0,30,180,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$121.50
chicago,United States,US,0,2026-09-15,15.5,1401401855133563996,https://www.airbnb.com/rooms/1401401855133563996,571359380,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,15,f,,R25000134908,2.0,42,252,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$104.50
chicago,United States,US,0,2026-09-15,15.5,1401427553926902934,https://www.airbnb.com/rooms/1401427553926902934,233135984,,unknown,0,Entire home/apt,Entire rental unit,,unknown,2,1.0,professional,15,f,,R26000141965,2.0,79,255,Entire home/apt | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$131.50
chicago,United States,US,0,2026-09-15,15.5,1402107258462768382,https://www.airbnb.com/rooms/1402107258462768382,421060852,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,14,f,,R26000137475,2.0,69,255,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$121.00
chicago,United States,US,0,2026-09-15,15.5,1402504153234416366,https://www.airbnb.com/rooms/1402504153234416366,233135984,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,15,f,,R25000131447,2.0,49,255,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$139.00
chicago,United States,US,0,2026-09-15,15.5,1402605124572716339,https://www.airbnb.com/rooms/1402605124572716339,233135984,,unknown,0,Entire home/apt,Entire rental unit,,unknown,2,1.0,professional,15,f,,R26000142686,2.0,27,162,Entire home/apt | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$109.00
chicago,United States,US,0,2026-09-15,15.5,1403240332456176192,https://www.airbnb.com/rooms/1403240332456176192,233135984,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,15,f,,R25000130438,2.0,23,138,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$141.50
chicago,United States,US,0,2026-09-15,15.5,1404451433779541458,https://www.airbnb.com/rooms/1404451433779541458,571359380,,unknown,0,Entire home/apt,Entire rental unit,3.0,3+,6,3.0,professional,15,f,,R21000072908,2.0,43,255,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-27,$135.00
