price,cdf_dec15_rn,cdf_dec15_rw,cdf_feb12_interp,cdf_feb12_rn,cdf_feb12_rw
245.25,0.9782428928164677,0.9764231761324196,0.953736,0.948316,0.94305
245.5,0.9784840817107443,0.9766810894423168,0.954103,0.948703,0.943482
245.75,0.9787227892587742,0.9769363912771233,0.95449,0.949101,0.943932
246.0,0.9789590381124743,0.9771891050145434,0.954872,0.949479,0.94439
246.25,0.979192850755468,0.9774392538611939,0.955251,0.949863,0.944807
246.5,0.9794242495040723,0.977686860853751,0.955644,0.950238,0.945238
246.75,0.9796532565082636,0.977931948860066,0.956005,0.950622,0.945725
247.0,0.9798798937526252,0.9781745405802483,0.956381,0.951001,0.94616
247.25,0.9801041830572753,0.9784146585477211,0.956727,0.95144,0.946571
247.5,0.9803261460787789,0.9786523251302499,0.957096,0.951815,0.946981
247.75,0.9805458043110444,0.9788875625309447,0.957429,0.952213,0.947431
248.0,0.9807631790862046,0.9791203927892415,0.957785,0.952596,0.947857
248.25,0.980978291575485,0.9793508377818583,0.958133,0.952951,0.948276
248.5,0.9811911627900602,0.9795789192237333,0.958503,0.953334,0.948671
248.75,0.9814018135818983,0.9798046586689426,0.958854,0.953678,0.94906
249.0,0.9816102646445944,0.9800280775116007,0.959226,0.954069,0.949429
249.25,0.981816536514196,0.9802491969867442,0.959586,0.954451,0.949805
249.5,0.9820206495700172,0.980468038171201,0.95993,0.954844,0.950182
249.75,0.9822226240354475,0.9806846219844434,0.960306,0.955206,0.950558
250.0,0.9824224799787509,0.9808989691894309,0.960646,0.955581,0.950926
250.25,0.9826202373138601,0.9811111003934374,0.960965,0.955945,0.951357
250.5,0.9828159158011633,0.9813210360488703,0.961303,0.956302,0.951726
250.75,0.9830095350482859,0.9815287964540774,0.961646,0.956686,0.952121
251.0,0.9832011145108672,0.9817344017541452,0.961959,0.957042,0.952526
251.25,0.9833906734933333,0.9819378719416868,0.962287,0.957375,0.952862
251.5,0.9835782311496646,0.982139226857625,0.962586,0.957722,0.953259
251.75,0.9837638064841608,0.9823384861919644,0.962879,0.958061,0.953601
252.0,0.9839474183522023,0.98253566948456,0.963185,0.958394,0.953972
252.25,0.9841290854610089,0.9827307961258768,0.963481,0.958745,0.954355
252.5,0.9843088263703956,0.9829238853577463,0.963769,0.959083,0.954731
252.75,0.9844866594935272,0.9831149562741177,0.964052,0.959412,0.955097
253.0,0.9846626030976701,0.9833040278218016,0.964363,0.95973,0.955475
253.25,0.9848366753049425,0.9834911188012152,0.964685,0.960048,0.955814
253.5,0.9850088940930644,0.9836762478671177,0.964952,0.960345,0.956178
253.75,0.9851792772961043,0.983859433529348,0.965276,0.960661,0.956554
254.0,0.9853478426052281,0.9840406941535553,0.965597,0.961024,0.95691
254.25,0.9855146075694439,0.984220047961929,0.965871,0.961339,0.957242
254.5,0.9856795895963482,0.984397513033928,0.96615,0.961647,0.957586
254.75,0.9858428059528717,0.984573107307004,0.966433,0.961942,0.957909
255.0,0.9860042737660235,0.9847468485773272,0.966694,0.962268,0.958273
255.25,0.9861640100236369,0.9849187545005084,0.966976,0.962579,0.958594
255.5,0.9863220315751136,0.9850888425923201,0.96727,0.962888,0.958929
255.75,0.9864783551321683,0.985257130229417,0.967513,0.963224,0.959268
256.0,0.986632997269574,0.9854236346500562,0.967811,0.963526,0.959571
256.25,0.9867859744259073,0.9855883729548153,0.968057,0.963825,0.959886
256.5,0.9869373029042924,0.9857513621073117,0.968344,0.964122,0.960208
256.75,0.9870869988731483,0.9859126189349198,0.968618,0.964403,0.960492
257.0,0.9872350783669332,0.9860721601294898,0.968873,0.964699,0.960855
257.25,0.9873815572868917,0.986230002248065,0.969165,0.964956,0.961174
257.5,0.9875264514018007,0.9863861617135993,0.969404,0.965258,0.961483
257.75,0.9876697763487162,0.9865406548156757,0.969664,0.965499,0.961791
258.0,0.987811547633721,0.9866934977112236,0.969913,0.965755,0.962065
258.25,0.9879517806326719,0.9868447064252364,0.970174,0.966037,0.962397
258.5,0.9880904905919474,0.9869942968514913,0.970403,0.966303,0.962707
258.75,0.988227692629197,0.9871422847532666,0.970632,0.966547,0.963028
259.0,0.9883634017340883,0.9872886857640608,0.970868,0.966813,0.963336
259.25,0.9884976327690573,0.9874335153883121,0.971145,0.967071,0.963636
259.5,0.9886304004700567,0.9875767890021172,0.971418,0.96732,0.96393
259.75,0.9887617194473054,0.9877185218539526,0.971652,0.967574,0.964209
260.0,0.9888916041860385,0.9878587290653933,0.971857,0.967811,0.964485
260.25,0.9890200690472561,0.9879974256318336,0.97208,0.968062,0.964798
260.5,0.9891471282684747,0.9881346264232093,0.972309,0.968307,0.965062
260.75,0.9892727959644755,0.9882703461847169,0.972539,0.968565,0.965332
261.0,0.9893970861280553,0.9884045995375368,0.972799,0.968814,0.965571
261.25,0.9895200126307763,0.9885374009795543,0.972994,0.96905,0.965833
261.5,0.9896415892237156,0.9886687648860816,0.973221,0.969286,0.966125
261.75,0.9897618295382149,0.9887987055105802,0.973425,0.969512,0.966364
262.0,0.9898807470866303,0.9889272369853835,0.973644,0.96976,0.966619
262.25,0.9899983552630816,0.9890543733224187,0.973874,0.969999,0.966877
262.5,0.9901146673442006,0.9891801284139304,0.9741,0.970255,0.967126
262.75,0.99022969648988,0.9893045160332025,0.974311,0.970477,0.967379
263.0,0.9903434557440216,0.9894275498352811,0.97453,0.970706,0.967632
263.25,0.9904559580352836,0.9895492433576978,0.974787,0.970925,0.967866
263.5,0.9905672161778281,0.9896696100211909,0.975012,0.971164,0.968109
263.75,0.9906772428720666,0.9897886631304291,0.975198,0.971384,0.968338
264.0,0.9907860507054069,0.9899064158747336,0.975421,0.97163,0.968607
264.25,0.9908936521529967,0.9900228813287989,0.975653,0.971844,0.968855
264.5,0.9910000595784694,0.9901380724534157,0.975858,0.972058,0.969081
264.75,0.9911052852346852,0.9902520020961917,0.976061,0.972299,0.969306
265.0,0.9912093412644754,0.9903646829922721,0.976275,0.972544,0.969542
265.25,0.9913122397013824,0.9904761277650607,0.976471,0.972738,0.969782
265.5,0.9914139924704009,0.9905863489269391,0.976693,0.972938,0.970021
265.75,0.9915146113887152,0.9906953588799856,0.976889,0.97314,0.970263
266.0,0.9916141081664398,0.9908031699166948,0.977106,0.973347,0.970488
266.25,0.991712494407353,0.9909097942206938,0.977317,0.973571,0.970714
266.5,0.9918097816096344,0.9910152438674612,0.977494,0.97377,0.970927
266.75,0.9919059811665975,0.9911195308250409,0.977688,0.974011,0.97117
267.0,0.9920011043674227,0.9912226669547591,0.977876,0.974236,0.971384
267.25,0.9920951623978882,0.991324664011938,0.978065,0.974457,0.971627
267.5,0.9921881663410989,0.9914255336466081,0.978251,0.974665,0.971835
267.75,0.9922801271782142,0.9915252874042217,0.978422,0.974853,0.972046
268.0,0.9923710557891747,0.9916239367263631,0.97864,0.97508,0.972287
268.25,0.9924609629534253,0.9917214929514577,0.978818,0.975275,0.972529
268.5,0.9925498593506388,0.9918179673154819,0.978996,0.975455,0.972718
268.75,0.9926377555614354,0.9919133709526687,0.979202,0.975669,0.972915
269.0,0.9927246620681025,0.9920077148962145,0.979378,0.975866,0.973117
269.25,0.9928105892553105,0.9921010100789824,0.979561,0.976057,0.973332
269.5,0.9928955474108281,0.9921932673342058,0.979721,0.976254,0.973537
269.75,0.9929795467262343,0.9922844973961888,0.979885,0.976457,0.97374
270.0,0.99306259729763,0.9923747109010064,0.980033,0.976639,0.973987
270.25,0.9931447091263447,0.992463918387202,0.980215,0.976815,0.974197
270.5,0.9932258921196443,0.9925521302964835,0.980396,0.976995,0.974432
270.75,0.9933061560914336,0.9926393569744179,0.980552,0.977166,0.974624
271.0,0.993385510762959,0.9927256086711237,0.980707,0.977338,0.974808
271.25,0.9934639657635063,0.9928108955419616,0.980878,0.977526,0.975034
271.5,0.9935415306310992,0.9928952276482231,0.981029,0.977725,0.975234
271.75,0.9936182148131916,0.9929786149578174,0.981207,0.977927,0.975416
272.0,0.9936940276673614,0.9930610673459558,0.981347,0.978108,0.97562
272.25,0.9937689784619979,0.9931425945958351,0.981519,0.978312,0.975818
272.5,0.9938430763769901,0.9932232063993169,0.981664,0.97847,0.97601
272.75,0.9939163305044101,0.993302912357607,0.981833,0.978645,0.976199
273.0,0.9939887498491942,0.993381721981931,0.981983,0.978837,0.976399
273.25,0.9940603433298225,0.9934596446942082,0.982097,0.978999,0.976594
273.5,0.9941311197789938,0.9935366898277236,0.982251,0.979172,0.976762
273.75,0.9942010879443004,0.993612866627796,0.98242,0.979342,0.976931
274.0,0.9942702564888967,0.9936881842524465,0.98257,0.979492,0.977103
274.25,0.9943386339921686,0.9937626517730616,0.982707,0.979684,0.977275
274.5,0.994406228950397,0.9938362781750552,0.982857,0.979825,0.977451
274.75,0.9944730497774206,0.9939090723585289,0.983021,0.980009,0.977646
275.0,0.9945391048052941,0.9939810431389284,0.983167,0.980152,0.97785
275.25,0.994604402284944,0.9940521992476982,0.983316,0.980319,0.978022
275.5,0.9946689503868233,0.9941225493329322,0.983471,0.980482,0.978211
275.75,0.9947327572015594,0.9941921019600247,0.983601,0.980638,0.978408
276.0,0.9947958307406023,0.9942608656123151,0.983761,0.980802,0.978573
276.25,0.9948581789368682,0.9943288486917324,0.983923,0.980965,0.978735
276.5,0.9949198096453804,0.9943960595194367,0.984037,0.981125,0.978939
276.75,0.9949807306439064,0.9944625063364563,0.984155,0.981256,0.979084
277.0,0.9950409496335937,0.9945281973043241,0.984287,0.981385,0.979263
277.25,0.9951004742395999,0.9945931405057095,0.984418,0.981539,0.979426
277.5,0.9951593120117219,0.9946573439450488,0.984554,0.981702,0.979588
277.75,0.9952174704250203,0.9947208155491718,0.984668,0.981869,0.979742
278.0,0.9952749568804414,0.9947835631679258,0.984799,0.982039,0.979914
278.25,0.9953317787054363,0.9948455945747966,0.98493,0.982184,0.980075
278.5,0.9953879431545752,0.9949069174675266,0.985046,0.982337,0.980223
278.75,0.9954434574101603,0.9949675394687303,0.985191,0.982466,0.980393
279.0,0.9954983285828339,0.9950274681265059,0.985325,0.982627,0.980547
279.25,0.995552563712185,0.9950867109150452,0.985482,0.982756,0.980712
279.5,0.99560616976735,0.9951452752352385,0.985619,0.982908,0.980877
279.75,0.995659153647612,0.995203168415279,0.985739,0.983045,0.981027
280.0,0.9957115221829971,0.9952603977112618,0.985866,0.983178,0.981171
280.25,0.9957632821348653,0.9953169703077815,0.986013,0.983316,0.98131
280.5,0.9958144401965001,0.9953728933185251,0.986131,0.983454,0.981441
280.75,0.9958650029936931,0.9954281737868633,0.986259,0.983607,0.981587
281.0,0.9959149770853265,0.9954828186864378,0.986392,0.983739,0.981758
281.25,0.9959643689639519,0.9955368349217459,0.98654,0.98388,0.98193
281.5,0.9960131850563647,0.9955902293287211,0.986673,0.984031,0.982077
281.75,0.9960614317241759,0.9956430086753114,0.98681,0.984151,0.982228
282.0,0.9961091152643815,0.9956951796620546,0.986922,0.984286,0.982373
282.25,0.9961562419099261,0.9957467489226486,0.987032,0.984432,0.982507
282.5,0.9962028178302647,0.9957977230245212,0.987155,0.984535,0.982662
282.75,0.9962488491319212,0.9958481084693944,0.987264,0.984673,0.98279
283.0,0.9962943418590423,0.9958979116938463,0.987369,0.984808,0.982942
283.25,0.9963393019939488,0.9959471390698701,0.987498,0.984952,0.983065
283.5,0.9963837354576838,0.995995796905429,0.987649,0.985064,0.983203
283.75,0.9964276481105554,0.9960438914450092,0.987761,0.985188,0.983349
284.0,0.9964710457526795,0.9960914288701674,0.987868,0.985312,0.983482
284.25,0.9965139341245153,0.9961384153000776,0.987977,0.985448,0.983633
284.5,0.9965563189073994,0.9961848567920728,0.988063,0.985573,0.983755
284.75,0.9965982057240774,0.9962307593421837,0.988162,0.985688,0.983903
285.0,0.9966396001392288,0.9962761288856752,0.98826,0.985818,0.984054
285.25,0.9966805076599923,0.9963209712975782,0.988363,0.985929,0.984169
285.5,0.9967209337364836,0.9963652923932186,0.988489,0.986048,0.984302
285.75,0.9967608837623141,0.9964090979287434,0.988579,0.986151,0.984438
286.0,0.9968003630751023,0.9964523936016433,0.988677,0.986259,0.984547
286.25,0.996839376956984,0.9964951850512709,0.98878,0.986367,0.984681
286.5,0.9968779306351181,0.9965374778593579,0.988878,0.986493,0.984815
286.75,0.9969160292821891,0.9965792775505264,0.98897,0.986629,0.984955
287.0,0.996953678016907,0.9966205895927991,0.98907,0.986739,0.985069
287.25,0.9969908819045018,0.9966614193981043,0.989163,0.986859,0.98519
287.5,0.9970276459572173,0.9967017723227789,0.989252,0.98699,0.985312
287.75,0.9970639751347978,0.9967416536680676,0.989343,0.987111,0.985447
288.0,0.997099874344976,0.9967810686806192,0.98944,0.987247,0.985571
288.25,0.9971353484439529,0.9968200225529782,0.989533,0.98736,0.985685
288.5,0.9971704022368773,0.9968585204240753,0.989639,0.987469,0.985814
288.75,0.9972050404783206,0.9968965673797128,0.989739,0.987581,0.985924
289.0,0.9972392678727493,0.996934168453047,0.989832,0.98767,0.986041
289.25,0.9972730890749912,0.9969713286250682,0.989926,0.98778,0.986142
289.5,0.9973065086907034,0.9970080528250769,0.990024,0.987888,0.986248
289.75,0.9973395312768312,0.9970443459311555,0.990121,0.987978,0.986354
290.0,0.9973721613420669,0.9970802127706392,0.990203,0.98807,0.98648
290.25,0.9974044033473056,0.9971156581205813,0.990289,0.988187,0.986612
290.5,0.9974362617060955,0.9971506867082166,0.990384,0.988295,0.986719
290.75,0.997467740785086,0.997185303211421,0.990452,0.988408,0.986842
291.0,0.9974988449044732,0.9972195122591676,0.990542,0.988496,0.98697
291.25,0.9975295783384401,0.9972533184319803,0.990631,0.9886,0.987086
291.5,0.9975599453155958,0.9972867262623836,0.990701,0.988709,0.987221
291.75,0.9975899500194094,0.9973197402353488,0.990785,0.988806,0.987336
292.0,0.9976195965886416,0.9973523647887382,0.990877,0.988916,0.987446
292.25,0.9976488891177732,0.9973846043137449,0.990959,0.989019,0.987561
292.5,0.9976778316574294,0.9974164631553293,0.991042,0.989118,0.987654
292.75,0.9977064282148015,0.9974479456126535,0.991129,0.989197,0.987747
293.0,0.9977346827540656,0.9974790559395118,0.991204,0.989298,0.987861
293.25,0.9977625991967973,0.9975097983447577,0.991273,0.989396,0.987954
293.5,0.9977901814223832,0.9975401769927283,0.991347,0.989453,0.988049
293.75,0.9978174332684302,0.9975701960036651,0.991428,0.989552,0.988149
294.0,0.9978443585311704,0.9975998594541322,0.991507,0.989671,0.988255
294.25,0.9978709609658634,0.9976291713774305,0.991585,0.989767,0.988376
294.5,0.9978972442871951,0.9976581357640092,0.991661,0.989862,0.988463
294.75,0.997923212169674,0.9976867565618746,0.991743,0.989949,0.988567
295.0,0.9979488682480231,0.9977150376769949,0.991803,0.990041,0.98867
295.25,0.9979742161175705,0.997742982973703,0.991881,0.990146,0.988764
295.5,0.9979992593346343,0.9977705962750945,0.991953,0.990256,0.988865
295.75,0.9980240014169073,0.9977978813634243,0.992033,0.990364,0.988978
296.0,0.998048445843836,0.9978248419804996,0.99211,0.990456,0.989087
296.25,0.9980725960569983,0.9978514818280688,0.992182,0.990544,0.989168
296.5,0.9980964554604771,0.9978778045682094,0.992264,0.990635,0.989248
296.75,0.998120027421232,0.9979038138237107,0.992327,0.990719,0.989353
297.0,0.9981433152694654,0.9979295131784549,0.99239,0.990796,0.989425
297.25,0.9981663222989895,0.9979549061777948,0.992445,0.990889,0.989507
297.5,0.9981890517675865,0.9979799963289278,0.992515,0.990969,0.989623
297.75,0.9982115068973678,0.9980047871012682,0.992587,0.991052,0.98971
298.0,0.9982336908751304,0.9980292819268155,0.992642,0.99113,0.989816
298.25,0.9982556068527084,0.9980534842005202,0.992712,0.991222,0.989907
298.5,0.9982772579473246,0.9980773972806466,0.99277,0.991317,0.989992
298.75,0.9982986472419355,0.9981010244891315,0.992831,0.991402,0.990088
299.0,0.998319777785577,0.9981243691119431,0.992898,0.991501,0.990196
299.25,0.9983406525937042,0.9981474343994329,0.992973,0.991582,0.990299
299.5,0.9983612746485305,0.9981702235666876,0.993039,0.991657,0.990404
299.75,0.9983816468993619,0.9981927397938775,0.993099,0.991731,0.990489
300.0,0.9984017722629305,0.9982149862266009,0.993164,0.99182,0.990584
300.25,0.9984216536237229,0.9982369659762277,0.99323,0.991907,0.990671
300.5,0.9984412938343081,0.9982586821202375,0.993287,0.991997,0.990745
300.75,0.9984606957156605,0.9982801377025574,0.993348,0.992079,0.990829
301.0,0.9984798620574812,0.9983013357338956,0.993412,0.992156,0.99092
301.25,0.9984987956185167,0.9983222791920723,0.993465,0.992227,0.990995
301.5,0.9985174991268743,0.9983429710223483,0.993511,0.992305,0.991076
301.75,0.998535975280334,0.9983634141377501,0.993574,0.992373,0.99116
302.0,0.99855422674666,0.9983836114193934,0.993635,0.992445,0.991251
302.25,0.9985722561639068,0.9984035657168024,0.99369,0.992516,0.991336
302.5,0.9985900661407249,0.9984232798482277,0.99376,0.992582,0.991427
302.75,0.9986076592566614,0.9984427566009602,0.99382,0.992646,0.99153
303.0,0.9986250380624603,0.9984619987316442,0.993875,0.992713,0.991601
303.25,0.998642205080359,0.998481008966585,0.993918,0.992787,0.991685
303.5,0.9986591628043813,0.9984997900020568,0.993974,0.992849,0.991758
303.75,0.9986759137006302,0.9985183445046062,0.994033,0.992922,0.991838
304.0,0.9986924602075754,0.998536675111353,0.994082,0.992991,0.991926
304.25,0.9987088047363396,0.9985547844302899,0.994129,0.993077,0.992009
304.5,0.9987249496709829,0.9985726750405772,0.994178,0.993168,0.992086
304.75,0.9987408973687828,0.9985903494928374,0.994221,0.993225,0.992168
305.0,0.9987566501605132,0.9986078103094455,0.994276,0.993289,0.992238
305.25,0.9987722103507198,0.9986250599848173,0.994331,0.993353,0.992313
305.5,0.9987875802179942,0.998642100985696,0.99438,0.993412,0.992377
305.75,0.9988027620152446,0.9986589357514339,0.994435,0.993472,0.992451
306.0,0.9988177579699637,0.9986755666942749,0.994486,0.993538,0.99252
306.25,0.9988325702844958,0.9986919961996314,0.99453,0.993604,0.992588
306.5,0.9988472011362988,0.9987082266263609,0.994582,0.993662,0.992655
306.75,0.9988616526782068,0.9987242603070386,0.994645,0.993732,0.992718
307.0,0.9988759270386882,0.9987400995482294,0.994706,0.993799,0.992795
307.25,0.9988900263221019,0.9987557466307546,0.994741,0.993861,0.992851
307.5,0.9989039526089513,0.9987712038099599,0.994784,0.993923,0.992925
307.75,0.9989177079561361,0.9987864733159776,0.994829,0.993983,0.992992
308.0,0.9989312943972015,0.9988015573539882,0.994876,0.994047,0.993077
308.25,0.998944713942585,0.9988164581044795,0.99493,0.994104,0.993168
308.5,0.998957968579861,0.9988311777235028,0.994979,0.994154,0.993224
308.75,0.9989710602739832,0.9988457183429275,0.995025,0.994225,0.993288
309.0,0.9989839909675244,0.9988600820706921,0.995081,0.994294,0.993351
309.25,0.9989967625809153,0.9988742709910552,0.995117,0.994346,0.993408
309.5,0.9990093770126784,0.9988882871648412,0.995166,0.994401,0.993462
309.75,0.9990218361396627,0.9989021326296862,0.995205,0.994452,0.993531
310.0,0.999034141817274,0.9989158094002805,0.995267,0.994507,0.993597
310.25,0.9990462958797044,0.9989293194686091,0.995314,0.994565,0.993656
310.5,0.9990583001401582,0.9989426648041896,0.99538,0.994624,0.993715
310.75,0.9990701563910778,0.9989558473543094,0.995448,0.99469,0.993795
311.0,0.9990818664043646,0.998968869044258,0.995508,0.994751,0.993849
311.25,0.9990934319316007,0.9989817317775598,0.995587,0.994805,0.99391
311.5,0.9991048547042659,0.9989944374362028,0.995698,0.99486,0.993971
311.75,0.9991161364339545,0.999006987880867,0.99578,0.99492,0.994037
312.0,0.9991272788125891,0.9990193849511486,0.995865,0.994967,0.994089
312.25,0.999138283512633,0.9990316304657836,0.995939,0.995022,0.994145
312.5,0.999149152187299,0.9990437262228689,0.996012,0.995075,0.994214
312.75,0.9991598864707584,0.9990556740000807,0.996091,0.995134,0.994275
313.0,0.9991704879783461,0.9990674755548923,0.996167,0.995179,0.994332
313.25,0.999180958306765,0.9990791326247879,0.996242,0.995232,0.994384
313.5,0.9991912990342874,0.9990906469274757,0.996304,0.99529,0.994442
313.75,0.9992015117209552,0.9991020201610991,0.996374,0.995334,0.994493
314.0,0.9992115979087774,0.9991132540044446,0.996448,0.995391,0.994554
314.25,0.9992215591219271,0.9991243501171494,0.996517,0.995438,0.994613
314.5,0.9992313968669342,0.9991353101399054,0.996581,0.995494,0.994672
314.75,0.9992411126328784,0.9991461356946625,0.996648,0.995535,0.994732
315.0,0.9992507078915795,0.999156828384829,0.996712,0.995585,0.994787
315.25,0.9992601840977853,0.9991673897954709,0.996764,0.995639,0.994838
315.5,0.999269542689359,0.999177821493509,0.996823,0.995684,0.994904
315.75,0.9992787850874625,0.9991881250279132,0.9969,0.995725,0.994945
316.0,0.9992879126967407,0.9991983019298966,0.996955,0.995786,0.995
316.25,0.9992969269055019,0.9992083537131061,0.996999,0.995835,0.995053
316.5,0.9993058290858967,0.9992182818738127,0.997045,0.99588,0.995104
316.75,0.9993146205940959,0.999228087891098,0.997099,0.995917,0.99516
317.0,0.9993233027704662,0.999237773227041,0.997159,0.995963,0.995205
317.25,0.9993318769397438,0.9992473393269017,0.997213,0.99601,0.995264
317.5,0.9993403444112068,0.9992567876193026,0.99727,0.99607,0.995315
317.75,0.9993487064788457,0.9992661195164105,0.997328,0.996116,0.99537
318.0,0.9993569644215318,0.999275336414114,0.997366,0.996162,0.995415
318.25,0.9993651195031845,0.9992844396922007,0.997429,0.996207,0.995474
318.5,0.9993731729729369,0.999293430714532,0.997478,0.996254,0.995518
318.75,0.9993811260652986,0.9993023108292174,0.997522,0.996303,0.995564
319.0,0.999388980000319,0.9993110813687847,0.997559,0.996346,0.995609
319.25,0.9993967359837463,0.9993197436503514,0.997602,0.996392,0.995659
319.5,0.9994043952071872,0.9993282989757921,0.997647,0.99644,0.995699
319.75,0.9994119588482638,0.9993367486319056,0.997698,0.996476,0.99576
320.0,0.999419428070769,0.9993450938905794,0.997737,0.996526,0.995809
320.25,0.9994268040248203,0.999353336008953,0.997784,0.996572,0.995855
320.5,0.999434087847013,0.9993614762295805,0.997832,0.99661,0.995893
320.75,0.9994412806605698,0.9993695157805892,0.997867,0.996646,0.995945
321.0,0.9994483835754909,0.9993774558758391,0.997906,0.996692,0.995982
321.25,0.9994553976887016,0.9993852977150794,0.997954,0.996719,0.996031
321.5,0.9994623240841983,0.9993930424841039,0.998001,0.996761,0.996083
321.75,0.9994691638331935,0.9994006913549043,0.998036,0.996801,0.996126
322.0,0.9994759179942587,0.999408245485823,0.998076,0.996838,0.996172
322.25,0.9994825876134666,0.9994157060217033,0.99812,0.996881,0.996221
322.5,0.9994891737245306,0.9994230740940387,0.998164,0.99693,0.996274
322.75,0.9994956773489447,0.9994303508211202,0.998204,0.996972,0.996318
323.0,0.9995020994961201,0.9994375373081829,0.998236,0.997016,0.996357
323.25,0.9995084411635212,0.99944463464755,0.998266,0.997057,0.996403
323.5,0.9995147033368004,0.9994516439187764,0.998315,0.997085,0.996446
323.75,0.9995208869899312,0.9994585661887901,0.998348,0.997116,0.996484
324.0,0.9995269930853401,0.999465402512033,0.998386,0.997146,0.996536
324.25,0.9995330225740365,0.9994721539305987,0.99841,0.997182,0.996579
324.5,0.9995389763957424,0.9994788214743707,0.998433,0.997215,0.996614
324.75,0.9995448554790193,0.999485406161158,0.998457,0.997252,0.996654
325.0,0.9995506607413952,0.9994919089968297,0.998481,0.997281,0.996694
325.25,0.9995563930894893,0.9994983309754485,0.998516,0.997317,0.996721
325.5,0.9995620534191355,0.999504673079402,0.998555,0.997352,0.996767
325.75,0.9995676426155052,0.9995109362795339,0.99858,0.997383,0.996809
326.0,0.9995731615532285,0.9995171215352721,0.99861,0.997418,0.996841
326.25,0.9995786110965131,0.9995232297947569,0.998631,0.997441,0.996887
326.5,0.9995839920992641,0.9995292619949684,0.998659,0.997469,0.996935
326.75,0.9995893054052003,0.9995352190618499,0.998695,0.997504,0.996978
327.0,0.9995945518479709,0.9995411019104332,0.998722,0.997542,0.997022
327.25,0.9995997322512697,0.9995469114449604,0.998752,0.997575,0.997058
327.5,0.9996048474289497,0.9995526485590055,0.998767,0.997608,0.997085
327.75,0.9996098981851343,0.9995583141355939,0.998785,0.997647,0.997117
328.0,0.9996148853143295,0.9995639090473222,0.998812,0.997683,0.997148
328.25,0.9996198096015332,0.9995694341564745,0.998839,0.997716,0.997183
328.5,0.9996246718223446,0.9995748903151396,0.998861,0.997745,0.997216
328.75,0.9996294727430716,0.9995802783653254,0.998891,0.997774,0.997252
329.0,0.999634213120837,0.9995855991390735,0.998921,0.997802,0.997281
329.25,0.999638893703685,0.9995908534585712,0.99894,0.997835,0.997317
329.5,0.9996435152306838,0.9995960421362633,0.998961,0.997869,0.99735
329.75,0.9996480784320305,0.9996011659749624,0.998984,0.997891,0.997381
330.0,0.9996525840291516,0.9996062257679578,0.999008,0.997918,0.997415
330.25,0.9996570327348051,0.9996112222991238,0.999025,0.997939,0.997439
330.5,0.9996614252531796,0.9996161563430268,0.99904,0.997962,0.997469
330.75,0.9996657622799933,0.99962102866503,0.999061,0.997994,0.9975
331.0,0.9996700445025918,0.9996258400213991,0.999074,0.998015,0.997537
331.25,0.9996742726000447,0.9996305911594051,0.999097,0.998046,0.997572
331.5,0.9996784472432412,0.9996352828174272,0.99912,0.998074,0.997607
331.75,0.9996825690949843,0.9996399157250536,0.999145,0.998103,0.997641
332.0,0.9996866388100852,0.9996444906031822,0.999163,0.998126,0.997679
332.25,0.9996906570354547,0.999649008164119,0.999175,0.998149,0.997705
332.5,0.9996946244101956,0.9996534691116772,0.99919,0.99818,0.997734
332.75,0.999698541565693,0.9996578741412736,0.999214,0.998201,0.99777
333.0,0.9997024091257035,0.9996622239400248,0.999234,0.998233,0.997795
333.25,0.9997062277064441,0.9996665191868421,0.999255,0.998261,0.99783
333.5,0.9997099979166798,0.9996707605525254,0.999272,0.998293,0.997862
333.75,0.9997137203578099,0.9996749486998563,0.999284,0.998317,0.997882
334.0,0.9997173956239541,0.99967908428369,0.999301,0.998341,0.997911
334.25,0.9997210243020368,0.9996831679510465,0.999314,0.998362,0.997933
334.5,0.9997246069718713,0.9996872003412001,0.999325,0.998383,0.997955
334.75,0.9997281442062426,0.9996911820857685,0.99934,0.998404,0.997984
335.0,0.9997316365709891,0.9996951138088014,0.999352,0.998422,0.998007
335.25,0.9997350846250841,0.9996989961268671,0.999371,0.998451,0.998036
335.5,0.9997384889207159,0.9997028296491387,0.999383,0.998473,0.998065
335.75,0.9997418500033668,0.9997066149774795,0.999394,0.99849,0.998096
336.0,0.9997451684118916,0.999710352706527,0.999403,0.998509,0.998117
336.25,0.9997484446785957,0.9997140434237769,0.999416,0.998532,0.99814
336.5,0.9997516793293111,0.9997176877096647,0.999421,0.998555,0.998166
336.75,0.9997548728834725,0.9997212861376482,0.999428,0.998568,0.998194
337.0,0.9997580258541925,0.9997248392742875,0.999441,0.998582,0.998218
337.25,0.9997611387483358,0.9997283476793251,0.999452,0.998605,0.99825
337.5,0.999764212066592,0.9997318119057648,0.999461,0.998629,0.998278
337.75,0.999767246303549,0.9997352324999499,0.999477,0.998648,0.998308
338.0,0.9997702419477639,0.9997386100016404,0.99949,0.998666,0.998328
338.25,0.9997731994818345,0.9997419449440891,1.0,0.998685,0.998355
338.5,0.9997761193824694,0.9997452378541175,1.0,0.998697,0.998372
338.75,0.9997790021205569,0.9997484892521902,1.0,0.998718,0.998394
339.0,0.9997818481612345,0.9997516996524894,1.0,0.998744,0.998415
339.25,0.9997846579639555,0.9997548695629872,1.0,0.998762,0.998441
339.5,0.9997874319825572,0.9997579994855182,1.0,0.998785,0.998461
339.75,0.9997901706653264,0.9997610899158516,1.0,0.998798,0.998481
