freq,indic_to,c_resid,month,unit,geo,time,value
A,STY,TOTAL,M03,NR,EU27_2020,2018,2372774
A,STY,TOTAL,M03,NR,EU27_2020,2019,2615520
A,STY,TOTAL,M03,NR,EU27_2020,2020,1116835
A,STY,TOTAL,M03,NR,EU27_2020,2021,1068195
A,STY,TOTAL,M03,NR,EU27_2020,2022,2568934
A,STY,TOTAL,M03,NR,EU27_2020,2023,3502591
A,STY,TOTAL,M03,NR,EU27_2020,2024,4923742
A,STY,TOTAL,M03,NR,EU27_2020,2025,4787958
A,STY,TOTAL,M03,NR,EU27_2020,2026,5222791
A,STY,TOTAL,M04,NR,EU27_2020,2018,2824333
A,STY,TOTAL,M04,NR,EU27_2020,2019,3733061
A,STY,TOTAL,M04,NR,EU27_2020,2020,180700
A,STY,TOTAL,M04,NR,EU27_2020,2021,999010
A,STY,TOTAL,M04,NR,EU27_2020,2022,3893135
A,STY,TOTAL,M04,NR,EU27_2020,2023,5304043
A,STY,TOTAL,M04,NR,EU27_2020,2024,5537725
A,STY,TOTAL,M04,NR,EU27_2020,2025,6858520
A,STY,TOTAL,M05,NR,EU27_2020,2018,3510646
A,STY,TOTAL,M05,NR,EU27_2020,2019,4032061
A,STY,TOTAL,M05,NR,EU27_2020,2020,594692
A,STY,TOTAL,M05,NR,EU27_2020,2021,1979279
A,STY,TOTAL,M05,NR,EU27_2020,2022,4205315
A,STY,TOTAL,M05,NR,EU27_2020,2023,5723245
A,STY,TOTAL,M05,NR,EU27_2020,2024,7442832
A,STY,TOTAL,M05,NR,EU27_2020,2025,7973005
A,STY,TOTAL,M06,NR,EU27_2020,2018,4000486
A,STY,TOTAL,M06,NR,EU27_2020,2019,4991634
A,STY,TOTAL,M06,NR,EU27_2020,2020,1618640
A,STY,TOTAL,M06,NR,EU27_2020,2021,2821140
A,STY,TOTAL,M06,NR,EU27_2020,2022,5381753
A,STY,TOTAL,M06,NR,EU27_2020,2023,6717631
A,STY,TOTAL,M06,NR,EU27_2020,2024,7837111
A,STY,TOTAL,M06,NR,EU27_2020,2025,8961546
A,STY,TOTAL,M07,NR,EU27_2020,2018,5346419
A,STY,TOTAL,M07,NR,EU27_2020,2019,6122555
A,STY,TOTAL,M07,NR,EU27_2020,2020,3808097
A,STY,TOTAL,M07,NR,EU27_2020,2021,5250629
A,STY,TOTAL,M07,NR,EU27_2020,2022,7421752
A,STY,TOTAL,M07,NR,EU27_2020,2023,8806648
A,STY,TOTAL,M07,NR,EU27_2020,2024,10056331
A,STY,TOTAL,M07,NR,EU27_2020,2025,10809411
A,STY,TOTAL,M08,NR,EU27_2020,2018,5831000
A,STY,TOTAL,M08,NR,EU27_2020,2019,6853947
A,STY,TOTAL,M08,NR,EU27_2020,2020,4839182
A,STY,TOTAL,M08,NR,EU27_2020,2021,6026629
A,STY,TOTAL,M08,NR,EU27_2020,2022,7658899
A,STY,TOTAL,M08,NR,EU27_2020,2023,9095129
A,STY,TOTAL,M08,NR,EU27_2020,2024,10969815
A,STY,TOTAL,M08,NR,EU27_2020,2025,11671053
A,STY,TOTAL,M09,NR,EU27_2020,2018,4293326
A,STY,TOTAL,M09,NR,EU27_2020,2019,4881484
A,STY,TOTAL,M09,NR,EU27_2020,2020,2671146
A,STY,TOTAL,M09,NR,EU27_2020,2021,3894893
A,STY,TOTAL,M09,NR,EU27_2020,2022,5493412
A,STY,TOTAL,M09,NR,EU27_2020,2023,7079026
A,STY,TOTAL,M09,NR,EU27_2020,2024,7846072
A,STY,TOTAL,M09,NR,EU27_2020,2025,8490227
A,STY,TOTAL,M10,NR,EU27_2020,2018,3327111
A,STY,TOTAL,M10,NR,EU27_2020,2019,3958090
A,STY,TOTAL,M10,NR,EU27_2020,2020,1867046
A,STY,TOTAL,M10,NR,EU27_2020,2021,3335458
A,STY,TOTAL,M10,NR,EU27_2020,2022,4477089
A,STY,TOTAL,M10,NR,EU27_2020,2023,5578241
A,STY,TOTAL,M10,NR,EU27_2020,2024,6583727
A,STY,TOTAL,M10,NR,EU27_2020,2025,7185223
A,STY,TOTAL,M11,NR,EU27_2020,2018,2213391
A,STY,TOTAL,M11,NR,EU27_2020,2019,2630288
A,STY,TOTAL,M11,NR,EU27_2020,2020,609133
A,STY,TOTAL,M11,NR,EU27_2020,2021,2175904
A,STY,TOTAL,M11,NR,EU27_2020,2022,2901789
A,STY,TOTAL,M11,NR,EU27_2020,2023,3592442
A,STY,TOTAL,M11,NR,EU27_2020,2024,4508671
A,STY,TOTAL,M11,NR,EU27_2020,2025,4779803
A,STY,TOTAL,M12,NR,EU27_2020,2018,2478098
A,STY,TOTAL,M12,NR,EU27_2020,2019,2962972
A,STY,TOTAL,M12,NR,EU27_2020,2020,945312
A,STY,TOTAL,M12,NR,EU27_2020,2021,2394672
A,STY,TOTAL,M12,NR,EU27_2020,2022,3430634
A,STY,TOTAL,M12,NR,EU27_2020,2023,4441743
A,STY,TOTAL,M12,NR,EU27_2020,2024,5073218
A,STY,TOTAL,M12,NR,EU27_2020,2025,5662139
A,STY,TOTAL,TOTAL,NR,EU27_2020,2018,39627025
A,STY,TOTAL,TOTAL,NR,EU27_2020,2019,46958191
A,STY,TOTAL,TOTAL,NR,EU27_2020,2020,23314995
A,STY,TOTAL,TOTAL,NR,EU27_2020,2021,31832401
A,STY,TOTAL,TOTAL,NR,EU27_2020,2022,51677831
A,STY,TOTAL,TOTAL,NR,EU27_2020,2023,65745074
A,STY,TOTAL,TOTAL,NR,EU27_2020,2024,77887312
A,STY,TOTAL,TOTAL,NR,EU27_2020,2025,85443586
