feature_id,t12Revenue,t12Revpar,lastMonthRevenue,lastMonthRevpar,lastMonth
5838,2022743.0,62.27,164023,59.45,May 2026
5839,7020670.0,126.54,730015,154.93,May 2026
5840,2090813.0,56.16,223297,70.62,May 2026
5841,513765.0,33.51,41991,32.25,May 2026
5842,3222219.0,220.7,0,,May 2026
5845,2104625.0,48.45,182712,49.53,May 2026
5846,505422.0,41.96,40747,39.83,May 2026
5847,17773460.0,139.13,1500375,138.28,May 2026
5848,379369.0,15.51,79960,38.5,May 2026
5849,117338.0,16.07,12767,20.59,May 2026
5850,1915130.0,69.96,157607,67.79,May 2026
5851,2202704.0,76.39,192935,78.78,May 2026
5853,664585.0,37.93,52608,35.35,May 2026
5854,413868.0,37.8,39001,41.94,May 2026
5855,993205.0,22.87,52911,14.34,May 2026
5856,2557740.0,111.23,198221,101.5,May 2026
5857,186771.0,12.79,19263,15.53,May 2026
5859,3535843.0,88.07,377822,110.8,May 2026
5860,3734937.0,80.57,403454,102.48,May 2026
5861,341195.0,23.37,21950,17.7,May 2026
5862,9835139.0,87.2,924127,96.47,May 2026
5863,322382.0,18.79,28245,19.39,May 2026
5864,917440.0,24.89,79793,25.48,May 2026
5865,4762109.0,104.37,437246,112.84,May 2026
5867,1277390.0,41.66,150094,57.64,May 2026
5868,3307791.0,85.49,339306,103.26,May 2026
5869,443545.0,37.97,44942,45.3,May 2026
5870,619435.0,43.51,55045,45.53,May 2026
5871,582980.0,29.58,48530,28.99,May 2026
5872,2743141.0,73.68,279530,88.4,May 2026
5873,647151.0,45.46,55476,45.89,May 2026
5874,338635.0,10.79,79411,29.79,May 2026
5875,13455254.0,147.45,1462494,188.71,May 2026
5881,434333.0,35.0,33146,31.45,May 2026
5886,1022077.0,35.0,49339,19.89,May 2026
5887,2676115.0,78.0,224693,77.11,May 2026
5888,2350856.0,71.56,277465,99.45,May 2026
5890,1353383.0,90.44,107398,84.5,May 2026
5891,1353383.0,52.97,107398,49.49,May 2026
5892,3758829.0,70.06,0,,May 2026
5893,1193327.0,61.69,148328,90.28,May 2026
5894,536367.0,34.17,56245,42.19,May 2026
5895,2891592.0,80.02,244018,79.51,May 2026
5896,770474.0,39.83,85722,52.17,May 2026
5897,11621082.0,103.37,1183162,123.92,May 2026
5898,3563205.0,48.81,333599,53.81,May 2026
5899,153865.0,12.4,13550,12.86,May 2026
5900,769755.0,140.59,94323,202.85,May 2026
5901,1076284.0,27.05,120109,35.55,May 2026
5902,319477.0,17.51,38506,24.84,May 2026
5903,26406054.0,1033.51,2272970,1047.45,May 2026
5904,1062019.0,36.37,135702,54.72,May 2026
5905,258699.0,17.72,21245,17.13,May 2026
5906,967075.0,61.62,92792,69.61,May 2026
5907,86348.0,11.27,3144,4.83,May 2026
5908,640686.0,35.82,31259,20.58,May 2026
5910,2944966.0,64.55,252352,65.12,May 2026
5911,551444.0,83.93,97019,173.87,May 2026
5913,11336498.0,80.05,836783,69.57,May 2026
5914,641402.0,50.21,47852,44.1,May 2026
5917,983493.0,44.17,44483,23.52,May 2026
5918,2400550.0,55.74,221781,60.63,May 2026
5919,1035969.0,48.11,99967,54.66,May 2026
5920,22477328.0,175.95,2160969,199.17,May 2026
5921,1111104.0,217.44,106182,244.66,May 2026
5922,461593.0,33.28,44175,37.5,May 2026
5923,1101709.0,47.91,139957,71.66,May 2026
5924,9427928.0,156.55,873823,170.84,May 2026
5925,162699.0,14.38,15380,16.0,May 2026
5926,1883732.0,55.49,190992,66.25,May 2026
5927,3337876.0,76.21,332008,89.25,May 2026
5928,343710.0,26.9,28822,26.56,May 2026
5929,204789.0,33.0,9438,17.91,May 2026
5930,354429.0,23.68,26419,20.79,May 2026
5931,688514.0,46.01,56456,44.42,May 2026
5932,2037574.0,78.63,137881,62.64,May 2026
5933,508426.0,26.79,22848,14.17,May 2026
5934,2762018.0,85.02,301088,109.13,May 2026
5935,1153046.0,47.86,98640,48.21,May 2026
5936,324326.0,31.73,24315,28.01,May 2026
5938,286883.0,17.47,22092,15.84,May 2026
5939,1315296.0,55.44,127205,63.13,May 2026
5940,26415964.0,341.38,2372280,360.97,May 2026
5941,3724442.0,91.11,320947,92.44,May 2026
5943,294181.0,20.15,25156,20.29,May 2026
5944,77966.0,19.42,11054,32.42,May 2026
5946,3122082.0,98.32,271263,100.58,May 2026
5948,1744693.0,38.86,158614,41.6,May 2026
5949,4416830.0,109.02,389332,113.15,May 2026
5950,416528.0,28.53,31867,25.7,May 2026
5951,372016.0,42.47,35710,48.0,May 2026
5953,4495262.0,102.63,403110,108.36,May 2026
5954,796314.0,45.45,61984,41.66,May 2026
5955,497685.0,25.25,0,,May 2026
5956,3696408.0,74.46,338598,80.31,May 2026
5959,67637.0,8.06,14101,19.78,May 2026
5960,2770839.0,69.65,253421,75.0,May 2026
5961,5410452.0,123.53,390186,104.89,May 2026
5962,1387568.0,32.22,155712,42.57,May 2026
5964,1105739.0,58.26,114990,71.33,May 2026
5966,942454.0,34.89,99800,43.5,May 2026
5967,10259476.0,200.77,952758,219.53,May 2026
5968,3348510.0,105.45,326997,121.24,May 2026
5969,625000.0,38.92,71769,52.62,May 2026
5970,21221737.0,153.81,1863575,159.04,May 2026
5971,113369.0,17.26,7381,13.23,May 2026
5972,1244700.0,40.6,117757,45.22,May 2026
5973,603202.0,29.51,68850,39.66,May 2026
5974,722926.0,39.61,63306,40.84,May 2026
5975,381463.0,7.47,0,,May 2026
5976,6399547.0,132.83,570967,139.53,May 2026
5977,1058805.0,37.67,75804,31.76,May 2026
5978,1680614.0,75.48,159524,84.36,May 2026
5979,2726840.0,84.9,337941,123.88,May 2026
5980,3605591.0,88.99,335264,97.43,May 2026
5981,3333818.0,83.03,326928,95.87,May 2026
5982,66855.0,1.87,0,,May 2026
5983,5687600.0,63.09,635605,83.01,May 2026
5984,215386.0,32.78,13561,24.3,May 2026
5985,13830022.0,169.15,1119315,161.19,May 2026
5986,1579468.0,48.08,155471,55.72,May 2026
5987,1693252.0,35.96,184803,46.21,May 2026
5988,706180.0,35.83,26541,15.85,May 2026
5989,932956.0,23.03,81544,23.7,May 2026
5990,167111.0,12.05,15873,13.47,May 2026
5991,705047.0,42.93,57500,41.22,May 2026
5992,72791.0,15.34,5466,13.56,May 2026
6036,386022.0,16.52,38382,19.35,May 2026
6037,1209158.0,36.01,99710,34.96,May 2026
6039,234420.0,26.76,19705,26.49,May 2026
6040,672025.0,37.57,64209,42.27,May 2026
6041,391928.0,31.58,30541,28.98,May 2026
6044,129885.0,8.68,10452,8.22,May 2026
6045,1489794.0,49.18,161837,62.9,May 2026
6046,104104.0,25.93,15712,46.08,May 2026
6047,3670449.0,83.11,354897,94.61,May 2026
6048,676256.0,38.6,37184,24.99,May 2026
6049,24505262.0,223.79,2265050,243.55,May 2026
6050,1021409.0,36.82,100707,42.74,May 2026
6051,827454.0,42.77,117653,71.61,May 2026
6057,1333786.0,56.22,101472,50.36,May 2026
6058,2477093.0,64.63,274446,84.32,May 2026
6061,501448.0,32.71,40215,30.89,May 2026
6063,720954.0,36.58,88742,53.01,May 2026
6064,2651672.0,74.13,286732,94.38,May 2026
6079,1336900.0,55.5,127219,62.18,May 2026
6095,0.0,,0,,May 2026
6096,772494.0,35.27,73483,39.51,May 2026
6097,457134.0,33.85,39275,34.24,May 2026
6098,10862339.0,181.46,1274327,250.65,May 2026
6099,1869436.0,142.27,108165,96.92,May 2026
6100,207440.0,22.73,14611,18.85,May 2026
6101,18180319.0,91.06,1591111,93.83,May 2026
6102,661436.0,21.07,38429,14.41,May 2026
6105,133133.0,18.24,12313,19.86,May 2026
6106,22976080.0,329.57,1971167,332.91,May 2026
6107,22976080.0,403.51,1971167,407.6,May 2026
6108,166666.0,41.51,2342,6.87,May 2026
6109,338760.0,22.1,32559,25.01,May 2026
6110,978907.0,22.35,103687,27.87,May 2026
6111,70560.0,4.83,3485,2.81,May 2026
6112,393408.0,30.8,35430,32.65,May 2026
6113,981685.0,54.89,80594,53.06,May 2026
6114,4064386.0,74.24,0,,May 2026
6115,2425833.0,71.46,220347,76.43,May 2026
6116,3888987.0,88.79,352279,94.7,May 2026
6117,424146.0,30.58,36768,31.21,May 2026
6118,2023888.0,67.62,172447,67.84,May 2026
6119,12989649.0,119.42,1154504,124.97,May 2026
6120,2530745.0,62.46,197657,57.44,May 2026
6121,188498.0,28.69,13786,24.71,May 2026
6122,1486262.0,78.31,170270,105.63,May 2026
6123,3741086.0,93.18,346720,101.68,May 2026
6124,12508890.0,285.59,1100605,295.86,May 2026
6126,2520464.0,28.77,238331,32.03,May 2026
6127,3449646.0,85.92,312263,91.57,May 2026
6128,3480941.0,397.37,283515,381.07,May 2026
6129,126823.0,12.41,9139,10.53,May 2026
6130,729697.0,66.64,74021,79.59,May 2026
6131,533888.0,5.78,57545,7.34,May 2026
6132,5326228.0,85.34,546387,103.07,May 2026
6133,6538180.0,133.68,665986,160.32,May 2026
6134,825263.0,41.11,73696,43.22,May 2026
6135,3042386.0,85.05,353127,116.24,May 2026
6136,378572.0,28.03,26926,23.48,May 2026
6137,562011.0,27.5,47247,27.22,May 2026
6138,47577217.0,212.64,4124020,217.02,May 2026
6139,1682750.0,73.18,137729,70.52,May 2026
6140,1581724.0,76.03,141949,80.33,May 2026
6141,403259.0,30.69,19673,17.63,May 2026
6142,1047144.0,46.27,93261,48.52,May 2026
6143,791857.0,28.93,91394,39.31,May 2026
6144,315621.0,21.62,32712,26.38,May 2026
6145,596082.0,35.5,59991,42.07,May 2026
6146,8801430.0,118.79,909706,144.56,May 2026
6147,4923176.0,106.21,448357,113.88,May 2026
6148,3385697.0,96.62,351236,118.02,May 2026
6149,151811.0,34.66,11985,32.22,May 2026
6150,143142.0,7.13,7333,4.3,May 2026
6151,76990.0,9.59,7645,11.21,May 2026
6152,628196.0,41.98,108520,85.38,May 2026
6153,142969.0,13.06,10761,11.57,May 2026
6154,255605.0,11.67,21221,11.41,May 2026
6155,16061838.0,161.19,1501035,177.36,May 2026
6156,,,108172,32.61,May 2026
6157,1184495.0,64.9,132280,85.34,May 2026
6158,1741501.0,26.22,170838,30.28,May 2026
6175,2165927.0,84.77,174258,80.3,May 2026
6176,,,43204,27.33,May 2026
6177,978030.0,51.53,40826,25.33,May 2026
6178,625332.0,27.19,53784,27.54,May 2026
6179,769435.0,50.19,69327,53.25,May 2026
6180,1737629.0,61.83,201245,84.31,May 2026
6181,540408.0,52.88,33439,38.52,May 2026
6182,2406661.0,57.34,244809,68.67,May 2026
6183,1567186.0,46.67,105878,37.12,May 2026
6184,400067.0,18.27,0,,May 2026
6185,2189729.0,39.21,166365,35.08,May 2026
6186,33570150.0,174.19,1438848,87.91,May 2026
6190,883418.0,44.82,54884,32.79,May 2026
6191,2220774.0,46.09,303657,74.21,May 2026
6193,,,128225,68.94,May 2026
6194,746947.0,29.23,97146,44.77,May 2026
6195,2124656.0,18.84,180896,18.88,May 2026
6196,556689.0,12.71,47448,12.75,May 2026
6197,1747229.0,77.21,136573,71.06,May 2026
6198,1222720.0,64.42,106757,66.23,May 2026
6199,2806625.0,80.94,275123,93.42,May 2026
6200,1437195.0,33.09,113245,30.7,May 2026
6201,0.0,,0,,May 2026
6202,2708907.0,77.31,210360,70.69,May 2026
6203,2160195.0,70.46,207124,79.54,May 2026
6204,31628753.0,433.27,3073969,495.8,May 2026
6205,1078022.0,41.02,105575,47.3,May 2026
6206,885033.0,49.48,109684,72.21,May 2026
6207,10510869.0,124.66,1084826,151.49,May 2026
6208,1311080.0,32.95,117380,34.74,May 2026
6209,23288953.0,157.93,2147147,171.44,May 2026
6210,2826605.0,94.44,263731,103.75,May 2026
6211,886040.0,30.34,77062,31.07,May 2026
6216,4257715.0,78.29,327837,70.98,May 2026
6217,0.0,,0,,May 2026
6218,2583486.0,37.45,221797,37.86,May 2026
6219,91424.0,13.18,6166,10.47,May 2026
6220,3703536.0,80.53,341320,87.38,May 2026
6221,1085584.0,72.54,99764,78.49,May 2026
6222,4613582.0,106.22,424564,115.09,May 2026
6223,3968501.0,103.55,335955,103.21,May 2026
6224,2887103.0,88.87,302413,109.61,May 2026
6225,2697949.0,85.95,257344,96.53,May 2026
6226,4321814.0,123.34,437008,146.84,May 2026
6227,5389629.0,153.81,470534,158.11,May 2026
6228,2549332.0,57.25,272653,72.09,May 2026
6229,1923461.0,62.74,188067,72.22,May 2026
6230,4048077.0,106.64,414360,128.52,May 2026
6232,1623020.0,67.37,116130,56.76,May 2026
6233,650070.0,43.44,50404,39.66,May 2026
6234,883660.0,39.69,80240,42.43,May 2026
6235,420174.0,26.16,38042,27.89,May 2026
6236,281770.0,16.08,38245,25.7,May 2026
6237,1386443.0,75.97,100886,65.09,May 2026
6238,252340.0,10.32,40348,19.43,May 2026
6240,2198841.0,107.58,190761,109.89,May 2026
6241,441875.0,34.59,40480,37.31,May 2026
6243,10718869.0,458.86,989087,498.53,May 2026
6244,2740635.0,70.84,249594,75.96,May 2026
6245,3987785.0,97.55,400085,115.23,May 2026
6246,210813.0,44.43,43524,108.0,May 2026
6247,2820845.0,76.52,257198,82.15,May 2026
6248,86403.0,7.4,4876,4.92,May 2026
6249,109666.0,17.67,8583,16.29,May 2026
6257,4232813.0,106.39,377708,111.78,May 2026
6258,2115197.0,96.58,201105,108.12,May 2026
6259,21390331.0,115.82,1927682,122.89,May 2026
6261,2302755.0,67.12,232309,79.72,May 2026
6262,2729458.0,74.78,259602,83.74,May 2026
6263,3845984.0,94.08,384232,110.67,May 2026
6264,566778.0,25.46,47198,24.96,May 2026
6265,2492313.0,56.9,264543,71.11,May 2026
6266,160862.0,11.3,11791,9.75,May 2026
6267,60501.0,7.53,4070,5.97,May 2026
6270,285039.0,35.5,21913,32.13,May 2026
6271,6748027.0,142.21,795723,197.45,May 2026
6272,908079.0,42.17,69212,37.84,May 2026
6273,2441142.0,33.44,200479,32.34,May 2026
6275,2986068.0,103.56,256605,104.78,May 2026
6281,4642994.0,118.88,370265,111.63,May 2026
6282,3945519.0,117.5,348541,122.21,May 2026
6283,2247425.0,67.66,203779,72.24,May 2026
6284,240244.0,18.81,21384,19.71,May 2026
6285,1012812.0,53.36,85020,52.74,May 2026
6286,5734745.0,104.05,752543,160.77,May 2026
6287,48059.0,1.67,2601,1.06,May 2026
6288,4478842.0,122.71,380883,122.87,May 2026
6289,2339202.0,52.97,190168,50.7,May 2026
6290,1528477.0,34.61,0,,May 2026
6291,1507648.0,34.14,80206,21.38,May 2026
6292,1051553.0,27.44,82336,25.3,May 2026
6293,2038959.0,66.5,197244,75.75,May 2026
6294,187155.0,46.61,21371,62.67,May 2026
6295,468139.0,11.55,35868,10.42,May 2026
6296,685901.0,36.14,54386,33.74,May 2026
6297,540630.0,25.54,56550,31.45,May 2026
6298,1296459.0,50.74,129203,59.54,May 2026
6299,809474.0,28.07,44831,18.31,May 2026
6300,278357.0,19.07,31154,25.12,May 2026
6301,1401604.0,38.79,174249,56.78,May 2026
6302,1832491.0,50.71,58072,18.92,May 2026
6303,1642058.0,47.36,119826,40.69,May 2026
6304,1461553.0,38.5,138588,42.99,May 2026
6305,1052114.0,39.49,57730,25.51,May 2026
6306,1281463.0,47.44,143579,62.59,May 2026
6307,5327415.0,112.27,485491,120.47,May 2026
6308,3680867.0,107.28,302622,103.85,May 2026
6309,2641912.0,51.7,276905,63.8,May 2026
6311,1784361.0,66.06,146082,63.68,May 2026
6312,562505.0,41.65,34888,30.42,May 2026
6313,1146763.0,57.12,61878,36.29,May 2026
6314,208139.0,20.37,22024,25.37,May 2026
6316,476090.0,21.74,53839,28.95,May 2026
6317,1208555.0,52.56,100089,51.25,May 2026
6318,2932791.0,67.52,300337,81.41,May 2026
6319,4346293.0,115.61,414480,129.81,May 2026
6321,351036.0,24.04,39756,32.06,May 2026
6322,,,11127,3.59,May 2026
6323,1467234.0,61.84,133654,66.33,May 2026
6324,2925051.0,90.04,175034,63.44,May 2026
6325,391184.0,12.46,21471,8.05,May 2026
6326,591617.0,27.01,56516,30.38,May 2026
6327,408237.0,43.02,15768,19.56,May 2026
6333,238952.0,23.38,21839,25.16,May 2026
6334,255272.0,21.19,26031,25.45,May 2026
6335,413804.0,32.39,53488,49.3,May 2026
6336,3850272.0,124.1,412649,156.6,May 2026
6337,0.0,,0,,May 2026
6338,8928408.0,145.6,857384,164.63,May 2026
6339,1321353.0,113.13,160009,161.3,May 2026
6340,8364315.0,116.92,826918,136.1,May 2026
6343,156244.0,15.29,12026,13.85,May 2026
6345,2540394.0,84.88,282733,111.22,May 2026
6346,467745.0,24.18,31705,19.3,May 2026
6347,251850.0,12.32,14604,8.41,May 2026
6348,10232435.0,109.51,916233,115.45,May 2026
6349,2879517.0,17.97,0,,May 2026
6350,2432134.0,70.14,229222,77.83,May 2026
6351,816005.0,26.3,77120,29.27,May 2026
6352,2009927.0,68.83,188538,76.02,May 2026
6353,1015639.0,49.69,84390,48.61,May 2026
6354,1762582.0,63.54,169396,71.9,May 2026
6355,2346511.0,69.88,219866,77.09,May 2026
6356,57221527.0,85.2,5929748,103.96,May 2026
6357,13212396.0,107.73,1123432,107.86,May 2026
6358,867696.0,182.87,66014,163.81,May 2026
6359,502677.0,33.59,41675,32.79,May 2026
6360,2364515.0,43.19,215453,46.33,May 2026
6361,10357378.0,107.08,932537,113.52,May 2026
6362,13737916.0,128.02,1460662,160.27,May 2026
6363,1934139.0,81.52,198497,98.51,May 2026
6364,206121.0,18.82,18423,19.81,May 2026
6365,1472684.0,33.62,211499,56.85,May 2026
6366,2795955.0,78.16,259225,85.33,May 2026
6367,58476.0,8.01,4029,6.5,May 2026
6368,596265.0,31.42,72788,45.15,May 2026
6369,357646.0,15.31,26056,13.13,May 2026
6370,812629.0,44.53,71171,45.92,May 2026
6371,3213704.0,77.92,294653,84.11,May 2026
6372,5844920.0,106.05,508316,108.59,May 2026
6374,1812835.0,54.58,155686,55.19,May 2026
6375,1079024.0,53.75,100122,58.72,May 2026
6380,2618052.0,80.59,256065,92.81,May 2026
6381,3880593.0,120.82,349813,128.23,May 2026
6383,73775.0,5.94,5468,5.19,May 2026
6384,297991.0,25.51,27231,27.45,May 2026
6385,1488243.0,45.81,129414,46.91,May 2026
6386,1453506.0,60.34,129590,63.34,May 2026
6387,167891.0,25.55,12971,23.25,May 2026
6388,199673.0,39.07,22070,50.85,May 2026
6389,324178.0,59.21,33439,71.91,May 2026
6390,192345.0,37.64,15048,34.67,May 2026
6391,110781.0,20.23,15402,33.12,May 2026
6392,63933.0,10.95,7307,14.73,May 2026
6394,1051978.0,61.32,141152,96.88,May 2026
6396,292312.0,18.2,29655,21.74,May 2026
6397,4006446.0,91.47,357295,96.05,May 2026
6398,2354654.0,53.76,196662,52.87,May 2026
6399,741046.0,27.07,61530,26.46,May 2026
6400,261316.0,25.57,22506,25.93,May 2026
6402,5136997.0,86.34,535997,106.08,May 2026
6403,178545.0,28.77,16168,30.68,May 2026
6404,230990.0,31.64,16858,27.19,May 2026
6405,906270.0,35.98,88164,41.22,May 2026
6406,,,30917,43.36,May 2026
6407,496980.0,31.66,47729,35.81,May 2026
6408,1504071.0,76.31,156088,93.24,May 2026
6409,234495.0,22.94,15096,17.39,May 2026
6410,4324784.0,110.74,340709,102.72,May 2026
6411,3049581.0,167.1,277148,178.81,May 2026
6412,768732.0,32.4,59278,29.42,May 2026
6413,534934.0,35.75,53371,41.99,May 2026
6414,652851.0,17.89,44201,14.26,May 2026
6415,4498025.0,89.95,398745,93.89,May 2026
6416,1575878.0,41.92,130412,40.84,May 2026
6417,7152908.0,84.11,670490,92.83,May 2026
6419,2236505.0,69.63,135675,49.73,May 2026
6420,478693.0,26.23,46657,30.1,May 2026
6421,285668.0,28.99,26888,32.12,May 2026
6422,536875.0,37.72,46496,38.46,May 2026
6423,4533562.0,95.54,445414,110.52,May 2026
6424,2884956.0,73.87,259039,78.09,May 2026
6425,603239.0,20.66,79647,32.12,May 2026
6426,224306.0,23.64,19625,24.35,May 2026
6427,129545.0,18.68,14012,23.79,May 2026
6428,325031.0,63.61,59474,137.04,May 2026
6430,153941.0,19.17,16565,24.29,May 2026
6431,3767809.0,91.35,361206,103.11,May 2026
6432,2503743.0,95.27,150820,67.57,May 2026
6433,3882243.0,265.91,319359,257.55,May 2026
6434,0.0,,0,,May 2026
6435,336072.0,27.9,34449,33.67,May 2026
6436,4440307.0,97.32,387011,99.87,May 2026
6437,2344902.0,77.4,211256,82.1,May 2026
6438,1557644.0,60.96,145055,66.85,May 2026
6444,2610606.0,91.7,246560,101.97,May 2026
6445,1679372.0,73.03,121817,62.37,May 2026
6446,184595.0,45.98,9395,27.55,May 2026
6447,,,356279,124.92,May 2026
6448,531299.0,27.99,57046,35.39,May 2026
6449,2838437.0,66.47,343031,94.58,May 2026
6450,478130.0,21.83,49986,26.87,May 2026
6451,568522.0,31.79,51558,33.94,May 2026
6452,2275996.0,87.83,210137,95.47,May 2026
6453,1490745.0,68.07,97475,52.41,May 2026
6454,627742.0,38.22,56008,40.15,May 2026
6455,3599565.0,90.48,350111,103.61,May 2026
6457,5390969.0,199.59,199643,87.03,May 2026
6458,1761940.0,39.25,182869,47.96,May 2026
6459,304351.0,12.83,48416,24.03,May 2026
6461,3535180.0,93.13,346584,107.5,May 2026
6462,486716.0,33.34,43806,35.33,May 2026
6463,24952749.0,615.89,2731491,793.81,May 2026
6464,3639124.0,79.76,344059,88.79,May 2026
6465,1030057.0,45.52,97885,50.93,May 2026
6466,438632.0,16.24,37061,16.16,May 2026
6467,13527002.0,123.53,1222218,131.42,May 2026
6468,680899.0,42.4,61755,45.27,May 2026
6469,199309.0,19.5,21516,24.79,May 2026
6471,,,31118,12.24,May 2026
6472,911638.0,41.63,79981,43.0,May 2026
6473,3298516.0,69.52,313090,77.69,May 2026
6474,6476672.0,82.92,589252,88.82,May 2026
6475,1544677.0,45.51,143634,49.82,May 2026
6476,1892571.0,101.67,248952,157.46,May 2026
6477,1469550.0,70.63,169749,96.07,May 2026
6478,897141.0,34.14,108473,48.6,May 2026
6479,5222018.0,134.97,367323,111.78,May 2026
6480,6798439.0,114.97,561097,111.73,May 2026
6481,121045.0,16.58,10977,17.7,May 2026
6482,5442246.0,116.49,445873,112.37,May 2026
6483,1267958.0,23.96,0,,May 2026
6484,384544.0,36.33,33129,36.85,May 2026
6485,401324.0,30.54,33602,30.11,May 2026
6486,627239.0,40.92,55724,42.8,May 2026
6487,2433576.0,61.73,219520,65.57,May 2026
6488,560861.0,32.01,34470,23.17,May 2026
6489,15211241.0,86.82,1098898,73.85,May 2026
6490,11923997.0,83.77,804944,66.58,May 2026
6491,931109.0,51.02,74237,47.89,May 2026
6492,1590423.0,49.52,197259,72.31,May 2026
6493,445411.0,25.42,47471,31.9,May 2026
6494,12117028.0,167.66,1174357,191.33,May 2026
6518,101212.0,13.86,15599,25.16,May 2026
6526,184055.0,15.76,15535,15.66,May 2026
6527,1838717.0,43.81,159239,44.67,May 2026
6528,1664848.0,35.92,142772,36.26,May 2026
6529,311144.0,11.07,26824,11.24,May 2026
6531,11787585.0,101.24,1015749,102.72,May 2026
6532,1683481.0,74.39,151891,79.03,May 2026
6533,2216070.0,65.28,203634,70.63,May 2026
6534,4513870.0,109.44,472502,134.88,May 2026
6535,245992.0,16.85,38198,30.8,May 2026
6536,3779446.0,99.56,400757,124.3,May 2026
6537,133942.0,11.47,9890,9.97,May 2026
6553,70141.0,10.11,6410,10.88,May 2026
6554,8046392.0,141.31,832542,172.16,May 2026
6556,2448890.0,90.67,276162,120.38,May 2026
6557,2031714.0,71.36,215768,89.23,May 2026
6558,2860607.0,110.38,295508,134.26,May 2026
6559,440846.0,35.52,75815,71.93,May 2026
6560,439196.0,32.52,44254,38.58,May 2026
6561,1075458.0,52.62,0,,May 2026
6562,2067054.0,87.13,185533,92.08,May 2026
6563,6063030.0,82.23,507867,81.1,May 2026
6565,4968217.0,96.54,408419,93.44,May 2026
6566,3189014.0,79.43,313573,91.96,May 2026
6567,908602.0,42.19,90271,49.36,May 2026
6570,6841573.0,79.42,671081,91.73,May 2026
6571,2183847.0,76.71,185093,76.55,May 2026
6572,7873702.0,143.81,864928,186.01,May 2026
6573,122102.0,15.21,18625,27.31,May 2026
6574,6358120.0,116.91,519997,112.58,May 2026
6575,470965.0,32.26,28393,22.9,May 2026
6576,3370709.0,93.28,297673,96.99,May 2026
6577,1924056.0,74.24,151125,68.66,May 2026
6578,529990.0,26.4,50341,29.53,May 2026
6579,1271107.0,32.85,97451,29.66,May 2026
6580,845106.0,46.31,104777,67.6,May 2026
6581,1087496.0,23.65,97389,24.93,May 2026
6582,512772.0,31.93,55314,40.55,May 2026
6583,1286820.0,1.2,121319,1.33,May 2026
6584,5100064.0,116.44,482142,129.61,May 2026
6585,380873.0,33.66,39560,41.17,May 2026
6586,459192.0,22.47,46745,26.93,May 2026
6587,2095257.0,70.87,0,,May 2026
6593,153485.0,32.35,29920,74.24,May 2026
6594,2357816.0,86.13,111683,48.04,May 2026
6595,230966.0,15.82,15991,12.9,May 2026
6596,245952.0,12.48,62087,37.09,May 2026
6597,781988.0,51.01,79387,60.97,May 2026
6599,850549.0,51.78,78732,56.44,May 2026
6600,952472.0,44.99,98850,54.98,May 2026
6601,1363434.0,45.55,126317,49.69,May 2026
6602,1482246.0,62.48,129967,64.5,May 2026
6603,3541411.0,78.25,333153,86.67,May 2026
6604,48556.0,6.65,3393,5.47,May 2026
6605,100912.0,16.26,7619,14.46,May 2026
6606,33771.0,7.71,570,1.53,May 2026
6607,4840703.0,74.93,375341,68.41,May 2026
6608,3104954.0,34.58,241025,31.61,May 2026
6609,12510409.0,136.01,1345438,172.23,May 2026
6610,1071304.0,104.82,81416,93.8,May 2026
6611,597375.0,30.31,65375,39.05,May 2026
6613,200142.0,18.28,26714,28.72,May 2026
6614,130088.0,16.97,10762,16.53,May 2026
6615,503817.0,13.94,40627,13.24,May 2026
6616,4147110.0,84.16,406516,97.14,May 2026
6617,194680.0,44.45,20012,53.8,May 2026
6618,1866045.0,85.21,161156,86.64,May 2026
6619,490789.0,37.35,43494,38.97,May 2026
6621,621312.0,121.59,54841,126.36,May 2026
6622,2427546.0,147.8,290716,208.4,May 2026
6623,1121867.0,85.38,120865,108.3,May 2026
6624,353531.0,50.98,45019,76.43,May 2026
6625,146009.0,16.67,13933,18.73,May 2026
6626,271547.0,62.0,35348,95.02,May 2026
6627,1852483.0,84.59,203442,109.38,May 2026
6628,7780924.0,761.34,629642,725.39,May 2026
6629,946481.0,21.61,31586,8.49,May 2026
6630,4643957.0,93.55,0,,May 2026
6631,2537423.0,70.22,248908,81.1,May 2026
6632,1074742.0,26.53,106051,30.82,May 2026
6633,1786210.0,78.93,124820,64.94,May 2026
6634,1620314.0,63.42,131006,60.37,May 2026
6636,3730339.0,77.43,380095,92.89,May 2026
6637,2781490.0,57.73,333304,81.45,May 2026
6638,494451.0,43.7,47221,49.14,May 2026
6639,2940047.0,73.23,276916,81.21,May 2026
6640,167020.0,19.9,7945,11.14,May 2026
6641,527915.0,32.87,74631,54.71,May 2026
6642,1896185.0,53.56,162094,53.91,May 2026
6643,1040745.0,44.55,122493,61.74,May 2026
6644,1236617.0,52.94,106614,53.74,May 2026
6645,3438059.0,235.48,315260,254.24,May 2026
6646,2522446.0,168.56,264927,208.44,May 2026
6647,2067686.0,50.13,146858,41.92,May 2026
6648,755255.0,16.69,59666,15.52,May 2026
6649,573025.0,41.31,53184,45.15,May 2026
6653,4313020.0,89.52,371790,90.86,May 2026
6654,126183.0,17.29,8770,14.15,May 2026
6655,83141.0,7.59,11545,12.41,May 2026
6656,690455.0,22.79,96152,37.37,May 2026
6657,1075374.0,49.1,102919,55.33,May 2026
6659,236785.0,27.03,12696,17.06,May 2026
