name,address,city,state,zip,rooms,revpar,adr,occupancy,revenue,bucket,photo,flagged,id,lastMonthRevpar,lastMonth,source,lon,lat,brand,parentCompany,market,submarket,hotelClass,scale,yearBuilt
SPRING LODGE,20543 INTERSTATE 45,SPRING,TX,77388,60,27.0,,,56516.0,gray,,False,6326,30.38,May 2026,comptroller,-95.43533970000001,30.0646757,,,,,,,
CEDAR CREEK INN,352 E VAUGHAN ST,BERTRAM,TX,78605,26,43.0,,,15768.0,yellow,,False,6327,19.56,May 2026,comptroller,-98.0528069,30.7414392,,,,,,,
COTULLA MOBILE HOME PARK,632 N BAYLOR,COTULLA,TX,78014,28,23.0,,,21839.0,gray,,False,6333,25.16,May 2026,comptroller,-99.2417059,28.44273,,,,,,,
COUNTRYSIDE INN,501 E FAIR ST,KAUFMAN,TX,75142,33,21.0,,,26031.0,gray,,False,6334,25.45,May 2026,comptroller,-96.30479199999999,32.572898,,,,,,,
STUDIO 6,1167 W OAKLAWN RD,PLEASANTON,TX,78064,35,32.0,,,53488.0,yellow,,False,6335,49.3,May 2026,comptroller,-98.49517999999999,28.9524221,,,,,,,
HAMPTON INN & SUITES WEATHERFORD,864 E INTERSTATE 20,WEATHERFORD,TX,76087,85,124.0,,,412649.0,red,,False,6336,156.6,May 2026,comptroller,-97.7801564,32.7307238,Hampton by Hilton,Hilton Worldwide,"Fort Worth/Arlington, TX",Fort Worth West,Upper Midscale,Upper Midscale,2022.0
"DESERT CONQUIST, LLC",594 FM 516 S,BARSTOW,TX,79719,29,,,,0.0,gray,,True,6337,,May 2026,comptroller,-103.3912676,31.4774269,,,,,,,
EMBASSY SUITES,771 W JOHN CARPENTER FWY,IRVING,TX,75039,168,146.0,,,857384.0,red,,False,6338,164.63,May 2026,comptroller,-96.957178,32.8890339,Embassy Suites by Hilton,Hilton Worldwide,"Dallas, TX",Irving,Upper Upscale,Upper Upscale,2024.0
BEACON 57,445 W COTTER AVE,PORT ARANSAS,TX,78373,32,113.0,,,160009.0,red,,False,6339,161.3,May 2026,comptroller,-97.0678272,27.8375717,,,,,,,
HOME 2/TRU GALVESTON,4302 SEAWALL BLVD,GALVESTON,TX,77550,196,117.0,,,826918.0,red,,False,6340,136.1,May 2026,comptroller,-94.8091384,29.2769517,Home2 Suites by Hilton,Hilton Worldwide,"Houston, TX",Galveston & Texas City,Upper Midscale,Upper Midscale,2022.0
BUDGET INN - NOCONA,1125 E HIGHWAY 82,NOCONA,TX,76255,28,15.0,,,12026.0,gray,,False,6343,13.85,May 2026,comptroller,-97.71256299999999,33.788683,,,,,,,
HOLIDAY INN EXPRESS LUBBOCK WEST,6023 45TH ST,LUBBOCK,TX,79407,82,85.0,,,282733.0,red,,False,6345,111.22,May 2026,comptroller,-101.9444584,33.5527788,,,,,,,
STRATUS SUITES,404 S FORT HOOD ST,KILLEEN,TX,76541,53,24.0,,,31705.0,gray,,False,6346,19.3,May 2026,comptroller,-97.74341020000001,31.1183707,,,,,,,
LAKESIDE INN AND SUITES,1500 N STATE HIGHWAY 359,MATHIS,TX,78368,56,12.0,,,14604.0,gray,,False,6347,8.41,May 2026,comptroller,-97.8201751,28.1065883,,,,,,,
AC HOTEL DALLAS BY THE GALLERIA RESIDENCE INN,5460 JAMES TEMPLE DR,DALLAS,TX,75240,256,110.0,,,916233.0,red,,False,6348,115.45,May 2026,comptroller,-96.81646769999999,32.9289226,AC Hotels by Marriott,Marriott International,"Dallas, TX",Dallas North Central/LBJ Freeway,Upscale,Upscale,2018.0
PERMIAN LODGING MONAHANS,4902 S HIGHWAY 18,MONAHANS,TX,79756,439,18.0,,,0.0,gray,,True,6349,,May 2026,comptroller,-102.8938535,31.53993729999999,,,,,,,
AVID BY IHG-BEAUMONT,5400 REXORA DR,BEAUMONT,TX,77705,95,70.0,,,229222.0,red,,False,6350,77.83,May 2026,comptroller,-94.1553132,30.0428097,,,,,,,
RODEWAY INN,6107 BROADWAY ST,GALVESTON,TX,77551,85,26.0,,,77120.0,gray,,True,6351,29.27,May 2026,comptroller,-94.8383449,29.2875477,,,,,,,
WINGATE BY WYNDHAM,431 E LOOP 281,LONGVIEW,TX,75605,80,69.0,,,188538.0,red,,False,6352,76.02,May 2026,comptroller,-94.7331569,32.5426587,,,,,,,
DAYS INN,2501 E MAIN ST,GATESVILLE,TX,76528,56,50.0,,,84390.0,yellow,,False,6353,48.61,May 2026,comptroller,-97.7273369,31.4354191,,,,,,,
LA QUINTA INN & SUITES BY WYNDHAM,1002 63RD ST,GALVESTON,TX,77551,76,64.0,,,169396.0,yellow,,False,6354,71.9,May 2026,comptroller,-94.83993699999999,29.287721,,,,,,,
TOWNEPLACE SUITES HOUSTON NORTHWEST BELTWAY,8845 WEST RD,HOUSTON,TX,77064,92,70.0,,,219866.0,red,,False,6355,77.09,May 2026,comptroller,-95.5439222,29.9022142,,,,,,,
SHERATON DALLAS HOTEL,400 OLIVE ST,DALLAS,TX,75201,1840,85.0,,,5929748.0,red,,False,6356,103.96,May 2026,comptroller,-96.7949573,32.7851169,,,,,,,
RENAISSANCE DALLAS RICHARDSON HOTEL,900 E LOOKOUT DR,RICHARDSON,TX,75082,336,108.0,,,1123432.0,red,,False,6357,107.86,May 2026,comptroller,-96.7098876,32.9859484,,,,,,,
HOTEL LUCY ON PEARL,530 E PEARL ST,GRANBURY,TX,76048,13,183.0,,,66014.0,red,,False,6358,163.81,May 2026,comptroller,-97.78125530000001,32.4424525,,,,,,,
QUALITY INN,610 E CENTRAL TEXAS EXPY,KILLEEN,TX,76541,41,34.0,,,41675.0,yellow,,False,6359,32.79,May 2026,comptroller,-97.73671139999999,31.0950296,,,,,,,
QUALITY INN & SUITES,8205 ESTERS BLVD,IRVING,TX,75063,150,43.0,,,215453.0,yellow,,False,6360,46.33,May 2026,comptroller,-97.0088126,32.9181075,,,,,,,
DALLAS MARRIOTT SUITES MARKET CENTER,2493 N STEMMONS FWY,DALLAS,TX,75207,265,107.0,,,932537.0,red,,False,6361,113.52,May 2026,comptroller,-96.8386687,32.8049286,Marriott,Marriott International,"Dallas, TX",Dallas CBD/Market Center,Upper Upscale,Upper Upscale,1998.0
HILTON FT. WORTH (FORT WORTH HILTON),815 MAIN ST,FT WORTH,TX,76102,294,128.0,,,1460662.0,red,,False,6362,160.27,May 2026,comptroller,-97.32919600000001,32.752403,Hilton,Hilton Worldwide,"Fort Worth/Arlington, TX",Fort Worth CBD,Upper Upscale,Upper Upscale,1921.0
LA QUINTA INNS & SUITES,1344 EATON DR,SULPHUR SPRINGS,TX,75482,65,82.0,,,198497.0,red,,False,6363,98.51,May 2026,comptroller,-95.5904893,33.1187025,,,,,,,
SLUMBER INN,1075 W. BROADWAY,EDEN,TX,76837,30,19.0,,,18423.0,gray,,False,6364,19.81,May 2026,comptroller,-99.8608747,31.2155187,,,,,,,
LAQUINTA INN AND SUITES WICHITA FALLS,2511 E MONTGOMERY PL,WICHITA FALLS,TX,76308,120,34.0,,,211499.0,yellow,,False,6365,56.85,May 2026,comptroller,-98.5331331,33.86301419999999,,,,,,,
TRU BY HILTON WEBSTER,901 ROGERS ST,WEBSTER,TX,77598,98,78.0,,,259225.0,red,,False,6366,85.33,May 2026,comptroller,-95.1417821,29.5365748,Tru by Hilton,Hilton Worldwide,"Houston, TX",Houston Hobby Airport/NASA,Midscale,Midscale,2018.0
GULF CREST MOTEL,1603 N BRAZOSPORT BLVD,FREEPORT,TX,77541,20,8.0,,,4029.0,gray,,False,6367,6.5,May 2026,comptroller,-95.3732781,28.9750836,,,,,,,
KNIGHTS INN,1510 INTERSTATE 35 N,WACO,TX,76705,52,31.0,,,72788.0,yellow,,False,6368,45.15,May 2026,comptroller,-97.0713572,31.5923712,,,,,,,
FAIRFIELD INN & SUITES,2265 INTERSTATE 10 S,BEAUMONT,TX,77705,64,15.0,,,26056.0,gray,,False,6369,13.13,May 2026,comptroller,-94.1374664,30.0579077,,,,,,,
WINE COUNTRY INN,705 S WASHINGTON ST,FREDERICKSBURG,TX,78624,50,45.0,,,71171.0,yellow,,False,6370,45.92,May 2026,comptroller,-98.870846,30.261362,,,,,,,
COURTYARD BY MARRIOTT AUSTIN ROUND ROCK,2700 HOPPE TRL,ROUND ROCK,TX,78681,113,78.0,,,294653.0,red,,False,6371,84.11,May 2026,comptroller,-97.6941909,30.538771,,,,,,,
HOTEL INDIGO LAS COLINAS IRVING,455 E JOHN CARPENTER FWY,IRVING,TX,75062,151,106.0,,,508316.0,red,,False,6372,108.59,May 2026,comptroller,-96.93594060000001,32.8615636,,,,,,,
STUDIO 6,1600 N CENTRAL EXPY,PLANO,TX,75074,91,55.0,,,155686.0,yellow,,False,6374,55.19,May 2026,comptroller,-96.7087109,33.0217465,,,,,,,
MOTEL 6,1425 WESTBOROUGH DR,KATY,TX,77449,55,54.0,,,100122.0,yellow,,False,6375,58.72,May 2026,comptroller,-95.7307833,29.7873023,,,,,,,
HOME 2 DALLAS,2000 N COCKRELL HILL RD,DALLAS,TX,75212,89,81.0,,,256065.0,red,,False,6380,92.81,May 2026,comptroller,-96.8957811,32.7700111,,,,,,,
HOMEWOOD SUITES - WACO,5620 LEGEND LAKE PKWY,WACO,TX,76712,88,121.0,,,349813.0,red,,False,6381,128.23,May 2026,comptroller,-97.1602625,31.4930435,Homewood Suites by Hilton,Hilton Worldwide,Texas Central,Waco,Upscale,Upscale,2009.0
COUNTRY SIDE INN,1669 N 77 SUNSHINESTRIP,HARLINGEN,TX,78550,34,6.0,,,5468.0,gray,,False,6383,5.19,May 2026,comptroller,-97.6978156,26.2090361,,,,,,,
PALACIO ROYALE INN HOUSTON NW,10654 W LITTLE YORK RD,HOUSTON,TX,77041,32,26.0,,,27231.0,gray,,False,6384,27.45,May 2026,comptroller,-95.5625073,29.8682784,,,,,,,
HAWTHORN SUITES,1607 S STOCKTON AVE,MONAHANS,TX,79756,89,46.0,,,129414.0,yellow,,False,6385,46.91,May 2026,comptroller,-102.8923987,31.5790185,,,,,,,
"LA QUINTA INN & SUITES ANDREWS, TX",1012 NE 1ST PL,ANDREWS,TX,79714,66,60.0,,,129590.0,yellow,,False,6386,63.34,May 2026,comptroller,-102.5486577,32.3296132,,,,,,,
NORTHLAKE RV RESORT,1919 HUMBLE WESTFIELD RD,HOUSTON,TX,77073,18,26.0,,,12971.0,gray,,False,6387,23.25,May 2026,comptroller,-95.3979909,30.0224995,,,,,,,
MONT BELVIEU RV RESORT,6103 S FM 565 RD,BAYTOWN,TX,77523,14,39.0,,,22070.0,yellow,,False,6388,50.85,May 2026,comptroller,-94.8301315,29.8113556,,,,,,,
LAKEVIEW RV RESORT,11991 MAIN ST,HOUSTON,TX,77035,15,59.0,,,33439.0,yellow,,False,6389,71.91,May 2026,comptroller,-95.445126,29.652502,,,,,,,
FALLBROOK RV RESORT,3102 FALLBROOK DR,HOUSTON,TX,77038,14,38.0,,,15048.0,yellow,,False,6390,34.67,May 2026,comptroller,-95.4653683,29.9200335,,,,,,,
EASTLAKE RV RESORT,11802 LOCKWOOD RD,HOUSTON,TX,77044,15,20.0,,,15402.0,gray,,False,6391,33.12,May 2026,comptroller,-95.21048069999999,29.8923551,,,,,,,
BRAZORIA LAKES RV RESORT,109 STEPHEN F AUSTIN TRL,BRAZORIA,TX,77422,16,11.0,,,7307.0,gray,,False,6392,14.73,May 2026,comptroller,-95.55811829999999,29.0276315,,,,,,,
BEST WESTERN SHAMROCK INN AND SUITES,1802 N MAIN ST,SHAMROCK,TX,79079,47,61.0,,,141152.0,yellow,,False,6394,96.88,May 2026,comptroller,-100.24849,35.23246230000001,,,,,,,
GREAT WESTERN INN,3824 E LOOP 820 S,FORT WORTH,TX,76119,44,18.0,,,29655.0,gray,,False,6396,21.74,May 2026,comptroller,-97.2333678,32.7066329,,,,,,,
TOWNEPLACE SUITES GALLERIA,5315 S RICE AVE,HOUSTON,TX,77081,120,91.0,,,357295.0,red,,False,6397,96.05,May 2026,comptroller,-95.46662839999999,29.724214,,,,,,,
TOWNEPLACE SUITES WESTCHASE,10610 WESTPARK DR,HOUSTON,TX,77042,120,54.0,,,196662.0,yellow,,False,6398,52.87,May 2026,comptroller,-95.558757,29.72244499999999,,,,,,,
STAY EXPRESS INN,716 E TYLER ST,ATHENS,TX,75751,75,27.0,,,61530.0,gray,,False,6399,26.46,May 2026,comptroller,-95.8440644,32.2053218,,,,,,,
CAMELOT INN & SUITES,4705 N MCCARTY ST,HOUSTON,TX,77013,28,26.0,,,22506.0,gray,,False,6400,25.93,May 2026,comptroller,-95.2659379,29.8039317,,,,,,,
HOLIDAY INN EXPRESS & SUITES FORT WORTH DOWNTOWN,1111 W LANCASTER AVE,FORT WORTH,TX,76102,163,86.0,,,535997.0,red,,False,6402,106.08,May 2026,comptroller,-97.3383161,32.7464261,,,,,,,
ROYAL INN,3015 HIGHWAY 73,PORT ARTHUR,TX,77640,17,29.0,,,16168.0,gray,,False,6403,30.68,May 2026,comptroller,-94.04096,29.889157,,,,,,,
CITY VIEW INN & SUITES,1306 E COMMERCE ST,SAN ANTONIO,TX,78205,20,32.0,,,16858.0,yellow,,False,6404,27.19,May 2026,comptroller,-98.47606789999999,29.42075569999999,,,,,,,
LA QUINTA INN & SUITES,1910 10TH ST,FLORESVILLE,TX,78114,69,36.0,,,88164.0,yellow,,False,6405,41.22,May 2026,comptroller,-98.14550589999999,29.1351513,,,,,,,
HOTEL REVEL,1165 8TH AVE STE 137,FORT WORTH,TX,76104,23,,,,30917.0,gray,,False,6406,43.36,May 2026,comptroller,-97.343308,32.7320671,,,,,,,
AMERICAS INN & SUITES,8711 CYPRESS CREEK PKWY,HOUSTON,TX,77070,43,32.0,,,47729.0,yellow,,False,6407,35.81,May 2026,comptroller,-95.5547247,29.9540984,,,,,,,
CLARION POINTE,2600 PORT PLAZA DR,PORT ARTHUR,TX,77640,54,76.0,,,156088.0,red,,False,6408,93.24,May 2026,comptroller,-93.9868473,29.9375653,,,,,,,
BUDGET INN,2900 W HIGHWAY 80,BIG SPRING,TX,79720,28,23.0,,,15096.0,gray,,False,6409,17.39,May 2026,comptroller,-101.5062769,32.2392119,,,,,,,
HOLIDAY INN EXPRESS KERMIT,1019 COUNTY ROAD 313,KERMIT,TX,79745,107,111.0,,,340709.0,red,,False,6410,102.72,May 2026,comptroller,-103.0685292,31.8541252,,,,,,,
HAMPTON INN & SUITES MCKINNEY,2008 N CENTRAL EXPY,MCKINNEY,TX,75070,50,167.0,,,277148.0,red,,False,6411,178.81,May 2026,comptroller,-96.63357760000001,33.2203482,Hampton by Hilton,Hilton Worldwide,"Dallas, TX",McKinney,Upper Midscale,Upper Midscale,2013.0
RED ROOF INN & SUITES,3116 BANDERA ST,DENTON,TX,76207,65,32.0,,,59278.0,yellow,,False,6412,29.42,May 2026,comptroller,-97.1760805,33.2316137,,,,,,,
ECONO LODGE INN & SUITES,19753 DEERBROOK PARK BLVD,HUMBLE,TX,77338,41,36.0,,,53371.0,yellow,,False,6413,41.99,May 2026,comptroller,-95.2918859,30.0065395,,,,,,,
IRON HORSE LODGE,6772 E GOLDENROD DR,GARDENDALE,TX,79758,100,18.0,,,44201.0,gray,,False,6414,14.26,May 2026,comptroller,-102.338053,32.0298241,,,,,,,
FAIRFIELD INN & SUITES HOUSTON MEMORIAL CITY AREA,11080 KATY FWY,HOUSTON,TX,77043,137,90.0,,,398745.0,red,,False,6415,93.89,May 2026,comptroller,-95.5770034,29.7857743,,,,,,,
QUALITY INN & SUITES,4306 S 1ST ST,LUFKIN,TX,75901,103,42.0,,,130412.0,yellow,,False,6416,40.84,May 2026,comptroller,-94.7354507,31.2793599,,,,,,,
SANDMAN MANAGEMENT PLANO HOTEL,8451 PARKWOOD BLVD,PLANO,TX,75024,233,84.0,,,670490.0,red,,False,6417,92.83,May 2026,comptroller,-96.81492,33.09051609999999,,,,,,,
AVID HOTELS ODESSA NORTHWEST,8200 DR.EMMITT HEADLEE ST,ODESSA,TX,79765,88,70.0,,,135675.0,red,,False,6419,49.73,May 2026,comptroller,-102.2842879,31.9234504,,,,,,,
DAYS INN BY WYNDHAM,901 HIGHWAY 35 N,ROCKPORT,TX,78382,50,26.0,,,46657.0,gray,,False,6420,30.1,May 2026,comptroller,-97.04677749999999,28.0313584,,,,,,,
D & D MOTEL,11210 INTERSTATE 35 S,VON ORMY,TX,78073,27,29.0,,,26888.0,gray,,False,6421,32.12,May 2026,comptroller,-98.6145671,29.3100512,,,,,,,
PALACE INN,15025 MESA DR,HUMBLE,TX,77396,39,38.0,,,46496.0,yellow,,False,6422,38.46,May 2026,comptroller,-95.26888269999999,29.9403305,,,,,,,
HYATT PLACE ALLIANCE FORT WORTH,3201 ALLIANCE TOWN CTR,FORT WORTH,TX,76177,130,96.0,,,445414.0,red,,False,6423,110.52,May 2026,comptroller,-97.31264240000002,32.9045117,Hyatt Place,Hyatt Corporation,"Fort Worth/Arlington, TX",Fort Worth North,Upscale,Upscale,2022.0
HYATT PLACE,5200 MEMORIAL DR,THE COLONY,TX,75056,107,74.0,,,259039.0,red,,False,6424,78.09,May 2026,comptroller,-96.8814417,33.0718023,Hyatt Place,Hyatt Corporation,"Dallas, TX",West Plano/Frisco,Upscale,Upscale,2017.0
QUALITY INN BURKBURNETT,1008 SHEPPARD RD,BURKBURNETT,TX,76354,80,21.0,,,79647.0,gray,,False,6425,32.12,May 2026,comptroller,-98.555664,34.0771313,,,,,,,
REGENCY INN,2601 E 2ND ST,ODESSA,TX,79761,26,24.0,,,19625.0,gray,,False,6426,24.35,May 2026,comptroller,-102.3316192,31.8635543,,,,,,,
EMBASSY MOTEL,6123 S R L THORNTON FWY,DALLAS,TX,75232,19,19.0,,,14012.0,gray,,False,6427,23.79,May 2026,comptroller,-96.823343,32.6726999,,,,,,,
LOS RIOS CAMPGROUND,751 RIVER RD,CAMP WOOD,TX,78833,14,64.0,,,59474.0,yellow,,False,6428,137.04,May 2026,comptroller,-100.0225219,29.6685194,,,,,,,
SCOTTISH INN AND SUITES,28150 SOUTHWEST FWY,ROSENBERG,TX,77471,22,19.0,,,16565.0,gray,,False,6430,24.29,May 2026,comptroller,-95.8096636,29.5329373,,,,,,,
HOMEWOOD SUITES BY HILTON,3104 GOLDEN RD,TYLER,TX,75701,113,91.0,,,361206.0,red,,False,6431,103.11,May 2026,comptroller,-95.2736159,32.3145624,Homewood Suites by Hilton,Hilton Worldwide,Texas East,Tyler,Upscale,Upscale,2016.0
BIG COUNTRY HOTEL & SUITES,3010 CATCLAW DR,ABILENE,TX,79606,72,95.0,,,150820.0,red,,False,6432,67.57,May 2026,comptroller,-99.7786149,32.4139995,,,,,,,
CORPORATE HOSPITALITY HOUSING ODESSA LLC,2001 S US HIGHWAY 385,ODESSA,TX,79766,40,266.0,,,319359.0,red,,False,6433,257.55,May 2026,comptroller,-102.3536033,31.8249968,,,,,,,
HOME2SUITES LEWISVILLE DALLAS,450 E CORPORATE DR,LEWISVILLE,TX,75067,114,,,,0.0,gray,,True,6434,,May 2026,comptroller,-96.980959,33.0189605,,,,,,,
EXPRESS INN - SPRING,20525 INTERSTATE 45,SPRING,TX,77388,33,28.0,,,34449.0,gray,,False,6435,33.67,May 2026,comptroller,-95.43486659999999,30.0644036,,,,,,,
HILTON GARDEN INN,220 E GRANDE BLVD,TYLER,TX,75703,125,97.0,,,387011.0,red,,False,6436,99.87,May 2026,comptroller,-95.3038725,32.2809014,Hilton Garden Inn,Hilton Worldwide,Texas East,Tyler,Upscale,Upscale,2009.0
CANDLEWOOD SUITES,9484 FRISCO ST,FRISCO,TX,75033,83,77.0,,,211256.0,red,,False,6437,82.1,May 2026,comptroller,-96.83308249999999,33.1580113,,,,,,,
COMFORT INN & SUITES,4019 S BELT LINE RD,BALCH SPRINGS,TX,75181,70,61.0,,,145055.0,yellow,,False,6438,66.85,May 2026,comptroller,-96.5850672,32.7080788,,,,,,,
HOLIDAY INN EXPRESS & SUITES,11918 RING DR,MANOR,TX,78653,78,92.0,,,246560.0,red,,False,6444,101.97,May 2026,comptroller,-97.53849380000001,30.3468434,,,,,,,
WTHG - MIDLAND LLC,4706 N GARFIELD ST,MIDLAND,TX,79705,63,73.0,,,121817.0,red,,False,6445,62.37,May 2026,comptroller,-102.113321,32.0408142,,,,,,,
YELLLOE HOUSE BED ABD BREAKFAST,2290 FM 2268,SALADO,TX,76571,11,46.0,,,9395.0,yellow,,False,6446,27.55,May 2026,comptroller,-97.4998087,30.9224318,,,,,,,
HOME 2 SUITES BIG SPRING,809 W INTERSTATE 20,BIG SPRING,TX,79720,92,,,,356279.0,gray,,False,6447,124.92,May 2026,comptroller,-101.4929121,32.26195,Home2 Suites by Hilton,Hilton Worldwide,Texas West,Texas West Area,Upper Midscale,Upper Midscale,2026.0
AMERICA'S BEST VALUE INN,307 I 35 HWY NW,HILLSBORO,TX,76645,52,28.0,,,57046.0,gray,,False,6448,35.39,May 2026,comptroller,-97.096501,32.0174365,,,,,,,
HILTON GARDEN INN,860 E ANDERSON LN,AUSTIN,TX,78752,117,66.0,,,343031.0,red,,False,6449,94.58,May 2026,comptroller,-97.6972653,30.338387,Hilton Garden Inn,Hilton Worldwide,"Austin, TX",Austin US-290/I-35 Area,Upscale,Upscale,2025.0
ECONOLODGE NEAR LACKLAND AFB/SEAWORLD,2211 SW LOOP 410,SAN ANTONIO,TX,78227,60,22.0,,,49986.0,gray,,False,6450,26.87,May 2026,comptroller,-98.65102040000001,29.4095958,,,,,,,
BEST WESTERN MT PLEASANT TX,102 E BURTON RD,MOUNT PLEASANT,TX,75455,49,32.0,,,51558.0,yellow,,False,6451,33.94,May 2026,comptroller,-94.96932600000001,33.1778547,,,,,,,
HOLIDAY INN EXPRESS & SUITES,2306 GREENHILL RD,MOUNT PLEASANT,TX,75455,71,88.0,,,210137.0,red,,False,6452,95.47,May 2026,comptroller,-94.970361,33.1809483,,,,,,,
BEST WESTERN BORGER INN,206 S CEDAR ST,BORGER,TX,79007,60,68.0,,,97475.0,red,,False,6453,52.41,May 2026,comptroller,-101.3995091,35.6650448,,,,,,,
MOTEL 6,7007 WOODWAY DR,WOODWAY,TX,76712,45,38.0,,,56008.0,yellow,,False,6454,40.15,May 2026,comptroller,-97.2009209,31.506746,,,,,,,
HOLIDAY INN EXPRESS SPRING,21606 SPRING PLAZA DR,SPRING,TX,77388,109,90.0,,,350111.0,red,,False,6455,103.61,May 2026,comptroller,-95.443032,30.081801,,,,,,,
HOLIDAY INN EXPRESS & SUITES,431 N INTERSTATE 35,GEORGETOWN,TX,78628,74,200.0,,,199643.0,red,,False,6457,87.03,May 2026,comptroller,-97.7363381,30.2691368,,,,,,,
WOODSPRING SUITES SAN ANGELO,4013 W HOUSTON HARTE EXPY,SAN ANGELO,TX,76901,123,39.0,,,182869.0,yellow,,False,6458,47.96,May 2026,comptroller,-100.4920998,31.4472841,,,,,,,
INN AT MEXIA,600 W PALESTINE ST,MEXIA,TX,76667,65,13.0,,,48416.0,gray,,False,6459,24.03,May 2026,comptroller,-96.49264649999999,31.6823612,,,,,,,
HOLIDAY INN EXPRESS,6502 PADRE BLVD,SOUTH PADRE ISLAND,TX,78597,104,93.0,,,346584.0,red,,False,6461,107.5,May 2026,comptroller,-97.1710277,26.1351107,,,,,,,
SUPER 8,252 W INTERSTATE 30,GARLAND,TX,75043,40,33.0,,,43806.0,yellow,,False,6462,35.33,May 2026,comptroller,-96.5873055,32.8425579,,,,,,,
HOME2 SUITES BY HILTON ABILENE,15275 QUORUM DR,ADDISON,TX,75001,111,616.0,,,2731491.0,red,,False,6463,793.81,May 2026,comptroller,-96.8263885,32.9571529,,,,,,,
COURTYARD BRYAN COLLEGE STATION,3939 STATE HIGHWAY 6 S,COLLEGE STATION,TX,77845,125,80.0,,,344059.0,red,,False,6464,88.79,May 2026,comptroller,-96.28384319999999,30.5871594,,,,,,,
COMFORT SUITES,323 LOUETTA RD,SPRING,TX,77373,62,46.0,,,97885.0,yellow,,False,6465,50.93,May 2026,comptroller,-95.430454,30.0688425,,,,,,,
LA QUINTA INN & SUITES,12909 IH 37,MATHIS,TX,78368,74,16.0,,,37061.0,gray,,False,6466,16.16,May 2026,comptroller,-97.57131919999999,27.8477873,,,,,,,
HILTON GARDEN INN/HOME2 SUITES,6840 ALMEDA RD,HOUSTON,TX,77030,300,124.0,,,1222218.0,red,,False,6467,131.42,May 2026,comptroller,-95.38524269999999,29.704663,Home2 Suites by Hilton,Hilton Worldwide,"Houston, TX",Houston Medical Ctr/NRG Stadium,Upper Midscale,Upper Midscale,2021.0
PALACE INN LOUETTA,5019 LOUETTA RD,SPRING,TX,77379,44,42.0,,,61755.0,yellow,,False,6468,45.27,May 2026,comptroller,-95.4912234,30.0377468,,,,,,,
AMERICA'S BEST VALUE INN,2435 PINN RD,SAN ANTONIO,TX,78227,28,20.0,,,21516.0,gray,,False,6469,24.79,May 2026,comptroller,-98.6244578,29.4044326,,,,,,,
HOLIDAY INN EXPRESS TYLER,2315 E SOUTHEAST LOOP 323,TYLER,TX,75701,82,,,,31118.0,gray,,False,6471,12.24,May 2026,comptroller,-95.2706942,32.3112171,,,,,,,
SUPER 8 MOTEL,1936 N INTERSTATE 35,GAINESVILLE,TX,76240,60,42.0,,,79981.0,yellow,,False,6472,43.0,May 2026,comptroller,-97.167003,33.2122297,,,,,,,
HOUSTON DOUBLETREE WESTCHASE,10609 WESTPARK DR,HOUSTON,TX,77042,130,70.0,,,313090.0,red,,False,6473,77.69,May 2026,comptroller,-95.5591108,29.721597,DoubleTree by Hilton,Hilton Worldwide,"Houston, TX",Katy Freeway West,Upscale,Upscale,2011.0
HYATT PLACE SUGAR LAND,16730 CREEK BEND DR,SUGAR LAND,TX,77478,214,83.0,,,589252.0,red,,False,6474,88.82,May 2026,comptroller,-95.62406899999999,29.6024928,Hyatt Place,Hyatt Corporation,"Houston, TX",Houston Southwest Freeway,Upscale,Upscale,2010.0
SLEEP INN & MAIN STAY SUITES,2208 ROYAL LN,DALLAS,TX,75229,93,46.0,,,143634.0,yellow,,False,6475,49.82,May 2026,comptroller,-96.904595,32.894584,,,,,,,
SPARK BY HILTON,1614 STATE HIGHWAY 34 S,TERRELL,TX,75160,51,102.0,,,248952.0,red,,False,6476,157.46,May 2026,comptroller,-96.2769733,32.7041008,,,,,,,
LAQUINTA INN & SUITES,2400 W MULBERRY ST,ANGLETON,TX,77515,57,71.0,,,169749.0,red,,False,6477,96.07,May 2026,comptroller,-95.4579598,29.1627429,,,,,,,
BEST WESTERN PLUS,6808 WOODWAY DR,WOODWAY,TX,76712,72,34.0,,,108473.0,yellow,,False,6478,48.6,May 2026,comptroller,-97.19470319999999,31.5084711,,,,,,,
TRU BY HILTON,1101 WINDHAVEN DR,MIDLAND,TX,79706,106,135.0,,,367323.0,red,,False,6479,111.78,May 2026,comptroller,-102.15884,31.9904228,Tru by Hilton,Hilton Worldwide,Texas West,Midland & Odessa,Midscale,Midscale,2020.0
MOXY AUSTIN DOWNTOWN,2552 GUADALUPE ST,AUSTIN,TX,78705,162,115.0,,,561097.0,red,,False,6480,111.73,May 2026,comptroller,-97.74165699999999,30.2901852,,,,,,,
VAN INN,2800 INTERSTATE HIGHWAY 20,VAN,TX,75790,20,17.0,,,10977.0,gray,,False,6481,17.7,May 2026,comptroller,-102.100146,31.96778,,,,,,,
MARRIOTT COURTYARD I-10 W. MEMORIAL,9444 KATY FWY,HOUSTON,TX,77055,128,116.0,,,445873.0,red,,False,6482,112.37,May 2026,comptroller,-95.52609009999999,29.7860558,,,,,,,
EXTENDED STAY HOUSTON KATY FRWY-ENERGY CORRIDOR,15385 KATY FWY,HOUSTON,TX,77094,145,24.0,,,0.0,gray,,True,6483,,May 2026,comptroller,-95.6531703,29.7838273,,,,,,,
