date,abnb_close,spy_close,abnb_volume,spy_volume,provider
2024-05-07,159.81,517.14,2916232,52561300,Nasdaq public historical table
2024-05-08,157.9,517.19,8236465,42047210,Nasdaq public historical table
2024-05-09,147.05,520.17,14802560,43643670,Nasdaq public historical table
2024-05-10,146.32,520.84,5524840,52233170,Nasdaq public historical table
2024-05-13,149.13,520.91,5647508,36716360,Nasdaq public historical table
2024-05-14,146.7,523.3,4167440,57535870,Nasdaq public historical table
2024-05-15,145.8,529.78,5996014,59504900,Nasdaq public historical table
2024-05-16,147.19,528.69,3827765,50244830,Nasdaq public historical table
2024-05-17,145.66,529.45,3279035,59187590,Nasdaq public historical table
2024-05-20,146.37,530.06,3747439,37764210,Nasdaq public historical table
2024-05-21,144.1,531.36,4484983,33437000,Nasdaq public historical table
2024-05-22,142.71,529.83,3190821,48389970,Nasdaq public historical table
2024-05-23,141.04,525.96,3900851,57211200,Nasdaq public historical table
2024-05-24,144.47,529.44,4497760,41291080,Nasdaq public historical table
2024-05-28,147.01,529.81,5741611,36269600,Nasdaq public historical table
2024-05-29,146.61,526.1,2570900,45190320,Nasdaq public historical table
2024-05-30,145.52,522.61,3576681,46468510,Nasdaq public historical table
2024-05-31,144.93,527.37,3778585,90785760,Nasdaq public historical table
2024-06-03,146.25,527.8,3843406,46835700,Nasdaq public historical table
2024-06-04,147.08,528.39,3048535,34632660,Nasdaq public historical table
2024-06-05,145.78,534.67,3121512,47610370,Nasdaq public historical table
2024-06-06,147,534.66,3463102,30808530,Nasdaq public historical table
2024-06-07,146.66,534.01,2595555,43224530,Nasdaq public historical table
2024-06-10,148.07,535.66,3080317,35729250,Nasdaq public historical table
2024-06-11,147.75,536.95,3285755,36383410,Nasdaq public historical table
2024-06-12,149.32,541.36,3579847,63251310,Nasdaq public historical table
2024-06-13,146.1,542.45,4450397,44760950,Nasdaq public historical table
2024-06-14,145.97,542.78,2754612,40089900,Nasdaq public historical table
2024-06-17,149.5,547.1,5158771,55839460,Nasdaq public historical table
2024-06-18,147.29,548.49,3316730,41376420,Nasdaq public historical table
2024-06-20,147.88,547,2874248,70328230,Nasdaq public historical table
2024-06-21,149.57,544.51,7648402,64513860,Nasdaq public historical table
2024-06-24,148.39,542.74,4530892,45528650,Nasdaq public historical table
2024-06-25,150.91,544.83,5008296,38273350,Nasdaq public historical table
2024-06-26,150,545.51,3797877,38550640,Nasdaq public historical table
2024-06-27,151.61,546.37,3588639,35041480,Nasdaq public historical table
2024-06-28,151.63,544.22,3842498,76144540,Nasdaq public historical table
2024-07-01,151.63,545.34,2904962,40297810,Nasdaq public historical table
2024-07-02,154.34,549.01,3526073,40434790,Nasdaq public historical table
2024-07-03,152.73,551.46,1725631,32789910,Nasdaq public historical table
2024-07-05,152.5,554.64,3836132,41488390,Nasdaq public historical table
2024-07-08,151.96,555.28,3228334,36110450,Nasdaq public historical table
2024-07-09,152.45,555.82,4329182,27314130,Nasdaq public historical table
2024-07-10,151.84,561.32,3263527,38701220,Nasdaq public historical table
2024-07-11,146,556.48,6289510,53054180,Nasdaq public historical table
2024-07-12,146.78,559.99,2923457,53084410,Nasdaq public historical table
2024-07-15,147.22,561.53,3546065,40584290,Nasdaq public historical table
2024-07-16,151.26,564.86,4079268,36475260,Nasdaq public historical table
2024-07-17,148,556.94,3242315,57118960,Nasdaq public historical table
2024-07-18,146.88,552.66,3593705,56270390,Nasdaq public historical table
2024-07-19,147.99,548.99,3131618,65509080,Nasdaq public historical table
2024-07-22,150.18,554.65,3672064,43346720,Nasdaq public historical table
2024-07-23,148.75,553.78,2676905,34439560,Nasdaq public historical table
2024-07-24,144.23,541.23,5461901,74515270,Nasdaq public historical table
2024-07-25,140.03,538.41,5626549,61158290,Nasdaq public historical table
2024-07-26,140.1,544.44,5101418,53763790,Nasdaq public historical table
2024-07-29,140.29,544.76,2723157,39515820,Nasdaq public historical table
2024-07-30,138.99,542,2996153,46853630,Nasdaq public historical table
2024-07-31,139.56,550.81,3331392,65663390,Nasdaq public historical table
2024-08-01,135.09,543.01,5166851,76428730,Nasdaq public historical table
2024-08-02,128.23,532.9,7745494,82789070,Nasdaq public historical table
2024-08-05,125.31,517.38,7521889,146267400,Nasdaq public historical table
2024-08-06,130.47,522.15,11148440,84826310,Nasdaq public historical table
2024-08-07,113.01,518.66,29027860,70698340,Nasdaq public historical table
2024-08-08,114.64,530.65,8006214,63276590,Nasdaq public historical table
2024-08-09,115.08,532.99,4764351,45619560,Nasdaq public historical table
2024-08-12,113.62,533.27,3980998,42542070,Nasdaq public historical table
2024-08-13,116.9,542.04,4662047,52333070,Nasdaq public historical table
2024-08-14,116.24,543.75,3504796,42446930,Nasdaq public historical table
2024-08-15,118.88,553.07,5266295,60846810,Nasdaq public historical table
2024-08-16,116.31,554.31,4592024,44430730,Nasdaq public historical table
2024-08-19,119.14,559.61,4184729,39121790,Nasdaq public historical table
2024-08-20,117.38,558.7,3940048,33732260,Nasdaq public historical table
2024-08-21,117.68,560.62,5028525,41514600,Nasdaq public historical table
2024-08-22,115.45,556.22,4875497,56121460,Nasdaq public historical table
2024-08-23,116.85,562.13,4998414,50639390,Nasdaq public historical table
2024-08-26,115.71,560.79,4948158,35788610,Nasdaq public historical table
2024-08-27,116.74,561.56,3457429,32693900,Nasdaq public historical table
2024-08-28,117.53,558.3,3463705,41066020,Nasdaq public historical table
2024-08-29,116.6,558.35,3330982,38715180,Nasdaq public historical table
2024-08-30,117.31,563.68,3279531,62700110,Nasdaq public historical table
2024-09-03,114.98,552.08,4678840,60600110,Nasdaq public historical table
2024-09-04,115.21,550.95,3281564,47224940,Nasdaq public historical table
2024-09-05,116.16,549.61,3593436,44264260,Nasdaq public historical table
2024-09-06,114.28,540.36,4072379,68493810,Nasdaq public historical table
2024-09-09,116.36,546.41,4178558,40445820,Nasdaq public historical table
2024-09-10,115.12,548.79,4080373,36394580,Nasdaq public historical table
2024-09-11,115.96,554.42,3644976,75248610,Nasdaq public historical table
2024-09-12,117.36,559.09,3076184,51892740,Nasdaq public historical table
2024-09-13,117.75,562.01,3514203,39310500,Nasdaq public historical table
2024-09-16,117.55,562.84,3229853,36656120,Nasdaq public historical table
2024-09-17,122.12,563.07,6323569,49320970,Nasdaq public historical table
2024-09-18,122.42,561.4,3861293,59044940,Nasdaq public historical table
2024-09-19,128.75,570.98,7691622,75315470,Nasdaq public historical table
2024-09-20,131.18,568.25,12476320,77503110,Nasdaq public historical table
2024-09-23,129.03,569.67,3682591,44116920,Nasdaq public historical table
2024-09-24,131.48,571.3,4189105,46805670,Nasdaq public historical table
2024-09-25,130.71,570.04,2310696,38428590,Nasdaq public historical table
2024-09-26,129.25,572.3,3825948,48336000,Nasdaq public historical table
2024-09-27,128.25,571.47,2525697,42100930,Nasdaq public historical table
2024-09-30,126.81,573.76,3810992,63655450,Nasdaq public historical table
2024-10-01,125.47,568.62,3895531,72668780,Nasdaq public historical table
2024-10-02,126.18,568.86,2707663,38097800,Nasdaq public historical table
2024-10-03,125.29,567.82,2246999,40846470,Nasdaq public historical table
2024-10-04,129.85,572.98,2988440,43005190,Nasdaq public historical table
2024-10-07,130.23,567.8,2847769,49964690,Nasdaq public historical table
2024-10-08,132.5,573.17,3304421,37398690,Nasdaq public historical table
2024-10-09,135.49,577.14,3731800,37912240,Nasdaq public historical table
2024-10-10,132.81,576.13,3060026,44138060,Nasdaq public historical table
2024-10-11,134.4,579.58,2714747,42267990,Nasdaq public historical table
2024-10-14,134.79,584.32,2313963,36217220,Nasdaq public historical table
2024-10-15,133.27,579.78,3502678,54203640,Nasdaq public historical table
2024-10-16,135.15,582.3,3691540,30725440,Nasdaq public historical table
2024-10-17,136.02,582.35,3813990,34393710,Nasdaq public historical table
2024-10-18,136.45,584.59,2391131,37416800,Nasdaq public historical table
2024-10-21,137.19,583.63,2900530,36439010,Nasdaq public historical table
2024-10-22,135.59,583.32,2408385,34183840,Nasdaq public historical table
2024-10-23,131.92,577.99,3444561,49314570,Nasdaq public historical table
2024-10-24,132.75,579.24,2678040,34979860,Nasdaq public historical table
2024-10-25,134.58,579.04,2552060,47268180,Nasdaq public historical table
2024-10-28,135.78,580.83,3260682,30174700,Nasdaq public historical table
2024-10-29,137.78,581.77,2871886,42899660,Nasdaq public historical table
2024-10-30,136.5,580.01,3010462,41435840,Nasdaq public historical table
2024-10-31,134.79,568.64,5049074,60182450,Nasdaq public historical table
2024-11-01,136.46,571.04,3707590,45667530,Nasdaq public historical table
2024-11-04,136.87,569.81,2459746,38216980,Nasdaq public historical table
2024-11-05,137.82,576.7,4989187,39478320,Nasdaq public historical table
2024-11-06,140.91,591.04,5110922,68181970,Nasdaq public historical table
2024-11-07,147.37,595.61,11988900,47233210,Nasdaq public historical table
2024-11-08,134.61,598.19,19189000,46444890,Nasdaq public historical table
2024-11-11,137.4,598.76,6535059,37586770,Nasdaq public historical table
2024-11-12,133.2,596.9,6903453,43006130,Nasdaq public historical table
2024-11-13,132.76,597.19,4922621,47388640,Nasdaq public historical table
2024-11-14,134.56,593.35,4777628,38904110,Nasdaq public historical table
2024-11-15,132.5,585.75,4798719,75988770,Nasdaq public historical table
2024-11-18,132.19,588.15,4511595,37084080,Nasdaq public historical table
2024-11-19,131.44,590.3,5172381,49412050,Nasdaq public historical table
2024-11-20,135.25,590.5,5537419,50032580,Nasdaq public historical table
2024-11-21,133.26,593.67,4061137,46750290,Nasdaq public historical table
2024-11-22,137.34,595.51,6301099,38226390,Nasdaq public historical table
2024-11-25,140.93,597.53,7930535,42441390,Nasdaq public historical table
2024-11-26,139.67,600.65,3228419,45621290,Nasdaq public historical table
2024-11-27,138.28,598.83,2657033,34000160,Nasdaq public historical table
2024-11-29,136.11,602.55,2664219,30177350,Nasdaq public historical table
2024-12-02,137.49,603.63,3608673,31745990,Nasdaq public historical table
2024-12-03,137.46,603.91,4681376,26906630,Nasdaq public historical table
2024-12-04,139.07,607.66,3893417,42787560,Nasdaq public historical table
2024-12-05,136.32,606.66,6174926,28762180,Nasdaq public historical table
2024-12-06,136.92,607.81,4295842,31241550,Nasdaq public historical table
2024-12-09,137.27,604.68,3648659,34742740,Nasdaq public historical table
2024-12-10,138.3,602.8,4777826,37234520,Nasdaq public historical table
2024-12-11,138.84,607.46,4096469,28677720,Nasdaq public historical table
2024-12-12,137.47,604.33,4254067,31543810,Nasdaq public historical table
2024-12-13,130.95,604.21,5288524,35904730,Nasdaq public historical table
2024-12-16,132.2,606.79,4136299,43695180,Nasdaq public historical table
2024-12-17,132.24,604.29,3126163,55773550,Nasdaq public historical table
2024-12-18,127.54,586.28,4236662,108248700,Nasdaq public historical table
2024-12-19,129.35,586.1,4745008,85919450,Nasdaq public historical table
2024-12-20,134.21,591.15,15471730,125716700,Nasdaq public historical table
2024-12-23,134.52,594.69,4728474,57635830,Nasdaq public historical table
2024-12-24,134.99,601.3,1677060,33160100,Nasdaq public historical table
2024-12-26,135.32,601.34,2067513,41338890,Nasdaq public historical table
2024-12-27,133.385,595.01,2650366,64969310,Nasdaq public historical table
2024-12-30,131.81,588.22,2458835,56578760,Nasdaq public historical table
2024-12-31,131.41,586.08,2312564,57052650,Nasdaq public historical table
2025-01-02,131.48,584.64,2606269,50203980,Nasdaq public historical table
2025-01-03,135.71,591.95,3607355,37888460,Nasdaq public historical table
2025-01-06,135.2,595.36,4174471,47679440,Nasdaq public historical table
2025-01-07,131.29,588.63,4290458,60393050,Nasdaq public historical table
2025-01-08,130.8,589.49,3204678,47304670,Nasdaq public historical table
2025-01-10,129.63,580.49,4325415,73105050,Nasdaq public historical table
2025-01-13,128.85,581.39,3510639,47910060,Nasdaq public historical table
2025-01-14,127.6,582.19,3999323,48420580,Nasdaq public historical table
2025-01-15,132.52,592.78,3732921,56900160,Nasdaq public historical table
2025-01-16,132.16,591.64,2904932,43319660,Nasdaq public historical table
2025-01-17,135.12,597.58,3751223,58070630,Nasdaq public historical table
2025-01-21,133.07,603.05,5396777,42532850,Nasdaq public historical table
2025-01-22,132.5,606.44,5028540,48195970,Nasdaq public historical table
2025-01-23,133.24,609.75,3968199,41152100,Nasdaq public historical table
2025-01-24,127.09,607.97,6966883,34604690,Nasdaq public historical table
2025-01-27,128.96,599.37,4806967,70361130,Nasdaq public historical table
2025-01-28,131.05,604.52,5929900,44433320,Nasdaq public historical table
2025-01-29,132.58,601.81,3627926,37177430,Nasdaq public historical table
2025-01-30,131.79,605.04,2440541,39281260,Nasdaq public historical table
2025-01-31,131.17,601.82,3047116,66671470,Nasdaq public historical table
2025-02-03,129.78,597.77,2745002,65857250,Nasdaq public historical table
2025-02-04,130.74,601.78,2687169,33457820,Nasdaq public historical table
2025-02-05,129.6,604.22,3001069,30653150,Nasdaq public historical table
2025-02-06,132.57,606.32,3704352,35771500,Nasdaq public historical table
2025-02-07,134.98,600.77,5933237,50788520,Nasdaq public historical table
2025-02-10,135.24,604.85,4760053,26048710,Nasdaq public historical table
2025-02-11,134.52,605.31,4042978,30056740,Nasdaq public historical table
2025-02-12,140.52,603.36,6147194,45076080,Nasdaq public historical table
2025-02-13,141.04,609.73,12745330,40921300,Nasdaq public historical table
2025-02-14,161.42,609.7,21649320,26910450,Nasdaq public historical table
2025-02-18,160.6,611.49,8144501,26749030,Nasdaq public historical table
2025-02-19,157.98,612.93,6906074,31011070,Nasdaq public historical table
2025-02-20,155.31,610.38,5099655,36554000,Nasdaq public historical table
2025-02-21,146.07,599.94,7356423,76519820,Nasdaq public historical table
2025-02-24,144.82,597.21,4478917,50737210,Nasdaq public historical table
2025-02-25,141.55,594.24,6189194,58266470,Nasdaq public historical table
2025-02-26,144.03,594.54,2910748,43321580,Nasdaq public historical table
2025-02-27,139.45,585.05,4411760,74196660,Nasdaq public historical table
2025-02-28,138.87,594.18,6253063,88744110,Nasdaq public historical table
2025-03-03,140.98,583.77,6688879,74249200,Nasdaq public historical table
2025-03-04,141.42,576.86,4799516,109648200,Nasdaq public historical table
2025-03-05,142.58,583.06,3881642,71230530,Nasdaq public historical table
2025-03-06,134.77,572.71,5924270,80094870,Nasdaq public historical table
2025-03-07,134.39,575.92,5616851,81158820,Nasdaq public historical table
2025-03-10,132.15,560.58,7493002,99326620,Nasdaq public historical table
2025-03-11,125.44,555.92,9318416,88102110,Nasdaq public historical table
2025-03-12,126.55,558.87,4834071,69588170,Nasdaq public historical table
2025-03-13,119.38,551.42,7669670,74079410,Nasdaq public historical table
2025-03-14,122.86,562.81,4418189,62660320,Nasdaq public historical table
2025-03-17,126.94,567.15,5266169,49008710,Nasdaq public historical table
2025-03-18,124.56,561.02,3918026,66041420,Nasdaq public historical table
2025-03-19,126,567.13,4353075,66555990,Nasdaq public historical table
2025-03-20,126.15,565.49,3260630,62958200,Nasdaq public historical table
2025-03-21,128.8,563.98,8704602,83762960,Nasdaq public historical table
2025-03-24,129.82,574.08,3706638,58766800,Nasdaq public historical table
2025-03-25,129.88,575.46,4362943,38355740,Nasdaq public historical table
2025-03-26,128.64,568.59,3504665,52228900,Nasdaq public historical table
2025-03-27,125.65,567.08,4904488,42164250,Nasdaq public historical table
2025-03-28,120.69,555.66,3997126,71662650,Nasdaq public historical table
2025-03-31,119.46,559.39,7090262,95328210,Nasdaq public historical table
2025-04-01,121.18,560.97,3916445,54609640,Nasdaq public historical table
2025-04-02,122.8,564.52,5184821,76014540,Nasdaq public historical table
2025-04-03,113.97,536.7,7950574,125986000,Nasdaq public historical table
2025-04-04,106.66,505.28,10259900,217965100,Nasdaq public historical table
2025-04-07,106.3,504.38,9975609,256611400,Nasdaq public historical table
2025-04-08,105.69,496.48,7661500,165816600,Nasdaq public historical table
2025-04-09,121.32,548.62,12840720,241867300,Nasdaq public historical table
2025-04-10,113.91,524.58,6929590,162331200,Nasdaq public historical table
2025-04-11,114.54,533.94,4817600,97866330,Nasdaq public historical table
2025-04-14,113.22,539.12,4338183,68033990,Nasdaq public historical table
2025-04-15,114.64,537.61,5182448,56892870,Nasdaq public historical table
2025-04-16,112.64,525.66,5026557,83484810,Nasdaq public historical table
2025-04-17,112.7,526.41,4454738,79868080,Nasdaq public historical table
2025-04-21,111.61,513.88,5695003,69368130,Nasdaq public historical table
2025-04-22,114.91,527.25,4827240,75948120,Nasdaq public historical table
2025-04-23,118.28,535.42,5183356,90590660,Nasdaq public historical table
2025-04-24,121.71,546.69,3690309,64150420,Nasdaq public historical table
2025-04-25,122.51,550.64,2905028,61119590,Nasdaq public historical table
2025-04-28,123.3,550.85,5608777,47613760,Nasdaq public historical table
2025-04-29,125.49,554.32,6525371,47775120,Nasdaq public historical table
2025-04-30,121.92,554.54,7534188,93101460,Nasdaq public historical table
2025-05-01,124.01,558.47,9431762,63186150,Nasdaq public historical table
2025-05-02,125.26,566.76,11301620,60717270,Nasdaq public historical table
2025-05-05,124.89,563.51,6761722,38659220,Nasdaq public historical table
2025-05-06,121.67,558.8,5229296,48264710,Nasdaq public historical table
2025-05-07,123.12,561.15,3424249,55733230,Nasdaq public historical table
2025-05-08,126.39,565.06,3819882,65130790,Nasdaq public historical table
2025-05-09,127.04,564.34,6145152,37603430,Nasdaq public historical table
2025-05-12,134.21,582.99,7198291,78993570,Nasdaq public historical table
2025-05-13,138.05,586.84,6890732,67947230,Nasdaq public historical table
2025-05-14,137.45,587.59,6148712,66283530,Nasdaq public historical table
2025-05-15,136.79,590.46,3463732,71268150,Nasdaq public historical table
2025-05-16,138,594.2,3690187,76052100,Nasdaq public historical table
2025-05-19,136.6,594.85,4904672,68168510,Nasdaq public historical table
2025-05-20,132.13,592.85,6607933,60614490,Nasdaq public historical table
2025-05-21,127.52,582.86,6687377,95197660,Nasdaq public historical table
2025-05-22,127.65,583.09,6451798,70860420,Nasdaq public historical table
2025-05-23,126.72,579.11,4371484,76029050,Nasdaq public historical table
2025-05-27,129.4,591.15,7243763,72588480,Nasdaq public historical table
2025-05-28,128.67,587.73,4752224,68445510,Nasdaq public historical table
2025-05-29,128.36,590.05,4681055,70073760,Nasdaq public historical table
2025-05-30,129,589.39,9562946,90601240,Nasdaq public historical table
2025-06-02,129.62,592.71,5223064,61630500,Nasdaq public historical table
2025-06-03,132.9,596.09,5809271,63606200,Nasdaq public historical table
2025-06-04,133.51,595.93,4501382,57314200,Nasdaq public historical table
2025-06-05,137.29,593.05,5859127,92436400,Nasdaq public historical table
2025-06-06,140.64,599.14,9053459,66588740,Nasdaq public historical table
2025-06-09,139.01,599.68,3989978,53016420,Nasdaq public historical table
2025-06-10,138.56,603.08,4138000,66246970,Nasdaq public historical table
2025-06-11,138.06,601.36,4020440,73658230,Nasdaq public historical table
2025-06-12,138.81,603.75,3460997,64129000,Nasdaq public historical table
2025-06-13,135.54,597,5091140,89506000,Nasdaq public historical table
2025-06-16,137.21,602.68,3406824,79984130,Nasdaq public historical table
2025-06-17,133.37,597.53,4773781,82209370,Nasdaq public historical table
2025-06-18,132.17,597.44,3702457,76605030,Nasdaq public historical table
2025-06-20,131.73,594.28,7967985,94051370,Nasdaq public historical table
2025-06-23,130.53,600.15,4250158,87426040,Nasdaq public historical table
2025-06-24,132.15,606.78,5045554,67735290,Nasdaq public historical table
2025-06-25,129.67,607.12,3765553,62114770,Nasdaq public historical table
2025-06-26,133.72,611.87,5138316,78548360,Nasdaq public historical table
2025-06-27,134.52,614.91,4930553,86258400,Nasdaq public historical table
2025-06-30,132.34,617.85,3666177,92502540,Nasdaq public historical table
2025-07-01,135.41,617.65,3919565,70030140,Nasdaq public historical table
2025-07-02,135.39,620.45,2668019,66510370,Nasdaq public historical table
2025-07-03,136.49,625.34,2628584,51065790,Nasdaq public historical table
2025-07-07,137,620.68,3550438,74814510,Nasdaq public historical table
2025-07-08,136.99,620.34,3144542,59024590,Nasdaq public historical table
2025-07-09,136.85,624.06,4311327,66113330,Nasdaq public historical table
2025-07-10,137,625.82,4934019,57528960,Nasdaq public historical table
2025-07-11,135.35,623.62,3123574,63670230,Nasdaq public historical table
2025-07-14,138.57,624.81,4574983,51898520,Nasdaq public historical table
2025-07-15,136.54,622.14,3315550,74317260,Nasdaq public historical table
2025-07-16,136.71,624.22,3319660,88987510,Nasdaq public historical table
2025-07-17,139.3,628.04,3495943,68885680,Nasdaq public historical table
2025-07-18,139.34,627.58,2983076,65621650,Nasdaq public historical table
2025-07-21,138.07,628.77,2697580,63374980,Nasdaq public historical table
2025-07-22,139.43,628.86,2787224,60046290,Nasdaq public historical table
2025-07-23,139.83,634.21,3003828,70511040,Nasdaq public historical table
2025-07-24,141.62,634.42,3067742,71307130,Nasdaq public historical table
2025-07-25,141.31,637.1,2499368,56865360,Nasdaq public historical table
2025-07-28,142.16,636.94,2808615,54917100,Nasdaq public historical table
2025-07-29,136.84,635.26,4082808,60556280,Nasdaq public historical table
2025-07-30,134.75,634.46,3502159,80418850,Nasdaq public historical table
2025-07-31,132.41,632.08,3876548,103385200,Nasdaq public historical table
2025-08-01,128.02,621.72,5100383,140103600,Nasdaq public historical table
2025-08-04,130.96,631.17,5277192,73218020,Nasdaq public historical table
2025-08-05,129.96,627.97,7679968,68051400,Nasdaq public historical table
2025-08-06,130.5,632.78,11212810,64357530,Nasdaq public historical table
2025-08-07,120.03,632.25,17502060,74205790,Nasdaq public historical table
2025-08-08,121.02,637.18,5791263,64051630,Nasdaq public historical table
2025-08-11,118.3,635.92,6577841,58742300,Nasdaq public historical table
2025-08-12,121.61,642.69,6291042,64821800,Nasdaq public historical table
2025-08-13,124.55,644.89,6651486,60092790,Nasdaq public historical table
2025-08-14,124.64,644.95,4706944,59327470,Nasdaq public historical table
2025-08-15,125.1,643.44,4309834,68592510,Nasdaq public historical table
2025-08-18,125.49,643.3,3985329,43804910,Nasdaq public historical table
2025-08-19,126,639.81,3739757,69750730,Nasdaq public historical table
2025-08-20,124.96,638.11,4097880,88890300,Nasdaq public historical table
2025-08-21,126.43,635.55,3115793,54805780,Nasdaq public historical table
2025-08-22,129.92,645.31,4563120,84083210,Nasdaq public historical table
2025-08-25,128.15,642.47,2960456,51274330,Nasdaq public historical table
2025-08-26,126.89,645.16,4355456,51581570,Nasdaq public historical table
2025-08-27,129.85,646.63,3830632,48341070,Nasdaq public historical table
2025-08-28,130.46,648.92,3657057,61519460,Nasdaq public historical table
2025-08-29,130.53,645.05,4159392,74522190,Nasdaq public historical table
2025-09-02,127.59,640.27,4195459,81983550,Nasdaq public historical table
2025-09-03,124.9,643.74,6267199,70820900,Nasdaq public historical table
2025-09-04,125.37,649.12,6194499,65219230,Nasdaq public historical table
2025-09-05,123.81,647.24,4327197,85178940,Nasdaq public historical table
2025-09-08,124.62,648.83,4765180,63133100,Nasdaq public historical table
2025-09-09,123.81,650.33,3607594,66133860,Nasdaq public historical table
2025-09-10,123.41,652.21,4772621,78034530,Nasdaq public historical table
2025-09-11,123.05,657.63,5241465,69934360,Nasdaq public historical table
2025-09-12,122.55,657.41,5263923,72780140,Nasdaq public historical table
2025-09-15,120.37,660.91,7060401,63772410,Nasdaq public historical table
2025-09-16,121.66,660,5072217,61168950,Nasdaq public historical table
2025-09-17,123.2,659.18,4973260,101952200,Nasdaq public historical table
2025-09-18,125.47,662.26,4235741,90459240,Nasdaq public historical table
2025-09-19,127.04,663.7,9144270,97945620,Nasdaq public historical table
2025-09-22,125.44,666.84,5591124,69452200,Nasdaq public historical table
2025-09-23,123.5,663.21,5634711,81708870,Nasdaq public historical table
2025-09-24,123.08,661.1,4060490,68082230,Nasdaq public historical table
2025-09-25,121.75,658.05,3631968,89622070,Nasdaq public historical table
2025-09-26,123.7,661.82,2899605,69179210,Nasdaq public historical table
2025-09-29,122.92,663.68,3874669,73499020,Nasdaq public historical table
2025-09-30,121.42,666.18,3730456,86288030,Nasdaq public historical table
2025-10-01,122.32,668.45,3443702,72545370,Nasdaq public historical table
2025-10-02,121.49,669.22,4562181,56895990,Nasdaq public historical table
2025-10-03,120.22,669.21,5911349,70494350,Nasdaq public historical table
2025-10-06,120.35,671.61,5474253,54623260,Nasdaq public historical table
2025-10-07,119.85,669.12,4415874,72020070,Nasdaq public historical table
2025-10-08,119.99,673.11,4407384,60702240,Nasdaq public historical table
2025-10-09,120.15,671.16,3415243,66501940,Nasdaq public historical table
2025-10-10,118.19,653.02,5107060,159422600,Nasdaq public historical table
2025-10-13,118.86,663.04,3344832,79560520,Nasdaq public historical table
2025-10-14,122.89,662.23,6171640,88779560,Nasdaq public historical table
2025-10-15,124.26,665.17,5677933,81702560,Nasdaq public historical table
2025-10-16,122.89,660.64,5254222,110563300,Nasdaq public historical table
2025-10-17,125.91,664.39,4479100,96500870,Nasdaq public historical table
2025-10-20,127.21,671.3,3977111,60493350,Nasdaq public historical table
2025-10-21,128.56,671.29,3331492,56249030,Nasdaq public historical table
2025-10-22,127.5,667.8,3292727,80564010,Nasdaq public historical table
2025-10-23,127.35,671.76,3239443,65604460,Nasdaq public historical table
2025-10-24,127.99,677.25,3344365,74356530,Nasdaq public historical table
2025-10-27,129.07,685.24,3838994,63339790,Nasdaq public historical table
2025-10-28,128.01,687.06,4463174,61738070,Nasdaq public historical table
2025-10-29,126.48,687.39,5102906,85362210,Nasdaq public historical table
2025-10-30,126.34,679.83,4013366,76335750,Nasdaq public historical table
2025-10-31,126.54,682.06,3481550,87164120,Nasdaq public historical table
2025-11-03,126.8,683.34,4053762,57315030,Nasdaq public historical table
2025-11-04,122.35,675.24,5967308,78426970,Nasdaq public historical table
2025-11-05,122.5,677.58,4580421,74402380,Nasdaq public historical table
2025-11-06,120.53,670.31,9853439,85035300,Nasdaq public historical table
2025-11-07,120.88,670.97,11755950,100592400,Nasdaq public historical table
2025-11-10,120.2,681.44,7481669,75842890,Nasdaq public historical table
2025-11-11,122.53,683,4425011,58953390,Nasdaq public historical table
2025-11-12,121.69,683.38,3713821,62312480,Nasdaq public historical table
2025-11-13,121.19,672.04,3715970,103457800,Nasdaq public historical table
2025-11-14,122.02,671.93,4119734,96846670,Nasdaq public historical table
2025-11-17,117.6,665.67,5187054,90456110,Nasdaq public historical table
2025-11-18,115.42,660.08,5547169,114467500,Nasdaq public historical table
2025-11-19,114.44,662.63,4516081,94702960,Nasdaq public historical table
2025-11-20,111.54,652.53,7206680,165293500,Nasdaq public historical table
2025-11-21,114.26,659.03,6866157,123956200,Nasdaq public historical table
2025-11-24,114.41,668.73,6476412,80437940,Nasdaq public historical table
2025-11-25,118.56,675.02,7731122,81077090,Nasdaq public historical table
2025-11-26,116.74,679.68,5112234,71879600,Nasdaq public historical table
2025-11-28,116.99,683.39,2522283,49212030,Nasdaq public historical table
2025-12-01,118.8,680.27,4713156,61201190,Nasdaq public historical table
2025-12-02,118.5,681.53,6681480,62953840,Nasdaq public historical table
2025-12-03,120.13,683.89,5485468,57238480,Nasdaq public historical table
2025-12-04,120.82,684.39,4024055,61970340,Nasdaq public historical table
2025-12-05,124.32,685.69,3962329,79241050,Nasdaq public historical table
2025-12-08,122.01,683.63,4030344,55231460,Nasdaq public historical table
2025-12-09,125.39,683.04,3609041,58310060,Nasdaq public historical table
2025-12-10,127.57,687.57,4731221,85671330,Nasdaq public historical table
2025-12-11,128,689.17,5075704,86173680,Nasdaq public historical table
2025-12-12,128.39,681.76,3581154,113160300,Nasdaq public historical table
2025-12-15,131.81,680.73,5518099,90810950,Nasdaq public historical table
2025-12-16,132.01,678.87,4390926,122030600,Nasdaq public historical table
2025-12-17,133.78,671.4,6158389,110625200,Nasdaq public historical table
2025-12-18,133.99,676.47,4257799,108650100,Nasdaq public historical table
2025-12-19,135.28,680.59,10530750,103599500,Nasdaq public historical table
2025-12-22,136.95,684.83,5568207,69556730,Nasdaq public historical table
2025-12-23,136.49,687.96,3464822,64839950,Nasdaq public historical table
2025-12-24,136.78,690.38,1457175,39445560,Nasdaq public historical table
