block,sample,target,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p,perm_p,loo_rmse,naive_rmse,loo_r2,r2_full,notes,cell,mean_1d,median_1d,mean_5d,mean_20d,share_positive_1d,quarters,perm_p_diff_1d,mannwhitney_p_1d,direction_concordance,concordance_hits,concordance_n,binomial_p
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_streak_signed,18,0.5848,0.0108,0.2985,0.2290,0.0125,4.2115,4.7010,0.1974,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_rev_beat_mid_pct,18,0.6456,0.0038,0.4607,0.0543,0.0069,4.2243,4.7010,0.1926,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_this_guide_width_pct,18,0.5403,0.0206,0.3530,0.1507,0.0153,4.4119,4.7010,0.1192,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_this_guide_mid_yoy,18,0.8253,0.0000,0.7833,0.0001,0.0003,3.0326,4.7010,0.5839,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_fy_floor_action_score,18,0.2027,0.4199,0.1733,0.4917,0.4403,4.7765,4.7010,-0.0324,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_sm_delev_pts,17,-0.4980,0.0419,-0.6299,0.0067,0.0413,3.4237,3.3581,-0.0395,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_trail4_sm_delev_pts,17,-0.3134,0.2206,-0.3603,0.1554,0.2221,3.3371,3.3581,0.0124,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_margin_vs_bound_pts,17,0.6189,0.0081,0.5760,0.0155,0.0073,2.7462,3.3581,0.3312,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_nights_accel,18,0.4781,0.0448,0.0464,0.8548,0.0743,5.7520,4.7010,-0.4971,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_hotel_cpi_q_yoy,14,0.1268,0.6657,0.3758,0.1854,0.6752,3.1019,2.9709,-0.0901,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_runup_20d_pct,18,-0.0794,0.7541,0.0980,0.6987,0.7618,5.5192,4.7010,-0.3784,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_excess_1d,18,0.2198,0.3809,0.1992,0.4282,0.3844,7.3024,6.9328,-0.1095,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_streak_signed,18,0.7079,0.0010,0.3320,0.1783,0.0031,5.4787,6.9328,0.3755,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_rev_beat_mid_pct,18,0.6912,0.0015,0.4876,0.0401,0.0044,5.7958,6.9328,0.3011,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_this_guide_width_pct,18,0.6202,0.0060,0.3530,0.1507,0.0059,6.1749,6.9328,0.2067,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_this_guide_mid_yoy,18,0.9231,0.0000,0.7730,0.0002,0.0004,2.7564,6.9328,0.8419,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_fy_floor_action_score,18,0.2471,0.3229,0.1612,0.5228,0.3413,7.0223,6.9328,-0.0260,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_sm_delev_pts,17,-0.4198,0.0934,-0.6299,0.0067,0.0893,5.4054,5.1038,-0.1216,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_trail4_sm_delev_pts,17,-0.3109,0.2245,-0.3309,0.1945,0.2327,5.1685,5.1038,-0.0255,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_margin_vs_bound_pts,17,0.7384,0.0007,0.5760,0.0155,0.0041,4.4072,5.1038,0.2543,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_prev_nights_accel,18,0.4975,0.0357,0.0630,0.8040,0.0863,8.1193,6.9328,-0.3716,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_hotel_cpi_q_yoy,14,0.1411,0.6305,0.3538,0.2145,0.6317,3.1692,3.0223,-0.0996,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_yoy_pts,pre_runup_20d_pct,18,-0.0131,0.9589,0.0815,0.7478,0.9587,8.3419,6.9328,-0.4478,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_excess_1d,18,-0.1283,0.6120,-0.0775,0.7599,0.6093,1.2896,1.2299,-0.0995,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_streak_signed,18,0.0991,0.6956,0.0702,0.7818,0.7009,1.3640,1.2299,-0.2300,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_rev_beat_mid_pct,18,0.0690,0.7856,-0.1163,0.6457,0.7903,1.4390,1.2299,-0.3690,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_this_guide_width_pct,18,0.2653,0.2874,0.3736,0.1267,0.2813,1.2879,1.2299,-0.0967,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_this_guide_mid_yoy,18,0.2185,0.3837,0.2521,0.3129,0.4036,1.4342,1.2299,-0.3599,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_fy_floor_action_score,18,0.0404,0.8735,0.0620,0.8068,0.8757,1.2884,1.2299,-0.0975,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_sm_delev_pts,17,-0.1146,0.6614,-0.1681,0.5190,0.6669,1.2108,1.1435,-0.1213,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_trail4_sm_delev_pts,17,-0.1071,0.6825,-0.2405,0.3525,0.6898,1.1907,1.1435,-0.0843,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_margin_vs_bound_pts,17,-0.1059,0.6859,-0.0368,0.8885,0.6966,1.2154,1.1435,-0.1298,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_prev_nights_accel,18,0.3658,0.1355,0.1963,0.4350,0.1399,1.2655,1.2299,-0.0588,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_hotel_cpi_q_yoy,14,-0.1469,0.6163,0.0507,0.8634,0.6160,1.2419,1.1923,-0.0850,,,,,,,,,,,,,,,
preprint,from_2022Q1,rev_beat_mid_pct,pre_runup_20d_pct,18,-0.1662,0.5098,-0.1064,0.6743,0.5110,1.3127,1.2299,-0.1392,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_excess_1d,21,-0.0510,0.8261,0.0825,0.7222,0.8298,8.3815,7.9630,-0.1079,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_streak_signed,21,0.1305,0.5729,0.2534,0.2678,0.5715,8.5831,7.9630,-0.1618,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_rev_beat_mid_pct,17,-0.1483,0.5699,-0.2638,0.3063,0.5649,9.0531,7.9833,-0.2860,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_this_guide_width_pct,18,0.2233,0.3731,0.2184,0.3839,0.3747,7.9363,7.8608,-0.0193,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_this_guide_mid_yoy,18,0.1668,0.5084,-0.0464,0.8548,0.5138,7.9781,7.8608,-0.0301,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_fy_floor_action_score,21,0.0670,0.7729,0.0456,0.8445,0.7790,8.3938,7.9630,-0.1111,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_sm_delev_pts,16,0.5521,0.0266,0.6324,0.0086,0.0275,7.1365,8.0686,0.2177,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_trail4_sm_delev_pts,16,0.2118,0.4311,0.3324,0.2085,0.4339,8.4343,8.0686,-0.0927,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_margin_vs_bound_pts,18,0.0422,0.8681,-0.1558,0.5369,0.8639,9.3295,8.5268,-0.1971,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_prev_nights_accel,19,0.2725,0.2591,0.5737,0.0102,0.2651,9.7417,8.3803,-0.3513,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_hotel_cpi_q_yoy,13,-0.1186,0.6996,-0.0714,0.8166,0.6993,8.2144,7.5143,-0.1950,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_1d,pre_runup_20d_pct,21,0.1322,0.5679,0.0468,0.8405,0.5631,8.3033,7.9630,-0.0873,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_excess_1d,21,-0.2619,0.2514,-0.2359,0.3033,0.2541,8.2772,8.1351,-0.0353,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_streak_signed,21,-0.1095,0.6365,-0.0904,0.6968,0.6377,8.5256,8.1351,-0.0983,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_rev_beat_mid_pct,17,-0.5871,0.0132,-0.5755,0.0156,0.0120,7.1176,8.3548,0.2742,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_this_guide_width_pct,18,-0.1626,0.5191,-0.1159,0.6469,0.5240,8.4063,8.1737,-0.0577,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_this_guide_mid_yoy,18,-0.2838,0.2538,-0.4138,0.0878,0.2573,8.1032,8.1737,0.0172,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_fy_floor_action_score,21,0.1358,0.5571,0.0855,0.7125,0.5599,8.4186,8.1351,-0.0709,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_sm_delev_pts,16,0.4288,0.0975,0.4647,0.0697,0.0970,8.0182,8.2180,0.0480,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_trail4_sm_delev_pts,16,0.2452,0.3600,0.2500,0.3504,0.3607,8.5500,8.2180,-0.0824,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_margin_vs_bound_pts,18,-0.0743,0.7696,-0.1972,0.4328,0.7710,9.2596,8.4539,-0.1997,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_prev_nights_accel,19,0.3680,0.1211,0.4914,0.0326,0.1175,8.3171,8.5897,0.0625,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_hotel_cpi_q_yoy,13,-0.3430,0.2512,-0.2143,0.4821,0.2495,8.8093,8.2533,-0.1393,,,,,,,,,,,,,,,
preprint,ex_2026Q2,excess_5d,pre_runup_20d_pct,21,0.1771,0.4424,0.1578,0.4944,0.4387,8.4955,8.1351,-0.0906,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_excess_1d,19,0.2100,0.3883,0.2754,0.2537,0.3897,6.3574,6.0548,-0.1025,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_streak_signed,19,0.6129,0.0053,0.4918,0.0324,0.0056,5.0269,6.0548,0.3107,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_rev_beat_mid_pct,17,0.6459,0.0051,0.4785,0.0520,0.0072,4.3553,4.8505,0.1937,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_this_guide_width_pct,17,0.5460,0.0234,0.3887,0.1231,0.0199,4.5359,4.8505,0.1255,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_this_guide_mid_yoy,17,0.8250,0.0000,0.7917,0.0002,0.0002,3.1301,4.8505,0.5836,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_fy_floor_action_score,19,-0.0503,0.8381,-0.0416,0.8656,0.8384,6.3486,6.0548,-0.0994,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_sm_delev_pts,16,-0.5153,0.0411,-0.7000,0.0025,0.0410,3.5682,3.4750,-0.0544,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_trail4_sm_delev_pts,16,-0.3341,0.2060,-0.4353,0.0920,0.2051,3.4375,3.4750,0.0215,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_margin_vs_bound_pts,17,0.7598,0.0004,0.6422,0.0054,0.0009,2.9752,4.2999,0.5212,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_prev_nights_accel,18,0.5478,0.0186,0.2012,0.4233,0.0487,7.5784,5.2777,-1.0619,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_hotel_cpi_q_yoy,13,0.1056,0.7312,0.3187,0.2886,0.7443,3.2610,3.0911,-0.1130,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_vs_bound_pts,pre_runup_20d_pct,19,0.0459,0.8521,0.1509,0.5375,0.8532,6.6618,6.0548,-0.2106,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_excess_1d,21,0.2263,0.3240,0.4372,0.0475,0.3711,30.2721,30.5765,0.0198,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_streak_signed,21,0.3481,0.1220,0.5742,0.0065,0.1353,29.4019,30.5765,0.0754,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_rev_beat_mid_pct,17,0.6921,0.0021,0.5080,0.0374,0.0044,5.9596,7.1454,0.3044,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_this_guide_width_pct,18,0.7550,0.0003,0.4834,0.0421,0.0006,6.1382,8.6194,0.4929,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_this_guide_mid_yoy,18,0.9499,0.0000,0.8142,0.0000,0.0000,2.7541,8.6194,0.8979,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_fy_floor_action_score,21,-0.2191,0.3399,-0.1709,0.4588,0.4045,31.0232,30.5765,-0.0294,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_sm_delev_pts,16,-0.4265,0.0995,-0.7000,0.0025,0.0934,5.6313,5.2796,-0.1377,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_trail4_sm_delev_pts,16,-0.3200,0.2269,-0.4000,0.1248,0.2291,5.3370,5.2796,-0.0219,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_margin_vs_bound_pts,18,0.7813,0.0001,0.6883,0.0016,0.0005,5.2288,7.6316,0.5306,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_prev_nights_accel,19,-0.1435,0.5578,0.0211,0.9318,0.4447,11.8146,8.5590,-0.9055,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_hotel_cpi_q_yoy,13,0.1221,0.6910,0.2912,0.3344,0.6975,3.3471,3.1455,-0.1323,,,,,,,,,,,,,,,
preprint,ex_2026Q2,margin_yoy_pts,pre_runup_20d_pct,21,0.0749,0.7468,0.0987,0.6704,0.7642,31.5341,30.5765,-0.0636,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_excess_1d,18,0.1884,0.4539,0.0558,0.8260,0.4570,1.7795,1.6000,-0.2370,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_streak_signed,18,0.2927,0.2385,0.1752,0.4869,0.2370,1.7231,1.6000,-0.1599,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_rev_beat_mid_pct,17,0.0699,0.7897,-0.1284,0.6234,0.7934,1.4393,1.2282,-0.3732,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_this_guide_width_pct,18,0.5248,0.0253,0.4057,0.0948,0.0264,1.5626,1.6000,0.0462,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_this_guide_mid_yoy,18,0.5211,0.0266,0.3998,0.1002,0.0285,1.6129,1.6000,-0.0163,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_fy_floor_action_score,18,-0.0706,0.7808,0.0282,0.9115,0.7941,1.6839,1.6000,-0.1077,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_sm_delev_pts,16,-0.0553,0.8387,-0.0722,0.7906,0.8336,1.2130,1.1444,-0.1234,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_trail4_sm_delev_pts,16,-0.0252,0.9262,-0.1384,0.6091,0.9254,1.1989,1.1444,-0.0974,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_margin_vs_bound_pts,17,0.2473,0.3385,0.0834,0.7502,0.3382,1.8573,1.5842,-0.3744,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_prev_nights_accel,18,-0.5656,0.0144,0.0382,0.8803,0.0542,2.9073,1.6000,-2.3020,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_hotel_cpi_q_yoy,13,-0.0584,0.8498,0.1405,0.6471,0.8518,1.2674,1.1965,-0.1221,,,,,,,,,,,,,,,
preprint,ex_2026Q2,rev_beat_mid_pct,pre_runup_20d_pct,18,0.0709,0.7798,0.0207,0.9351,0.7799,1.7384,1.6000,-0.1806,,,,,,,,,,,,,,,
