quarter,ticker,metric,report_date,accession,exhibit_url,extracted_text
2022Q1,MAR,revpar,2022-05-04,0001628280-22-012143,https://www.sec.gov/Archives/edgar/data/1048286/000162828022012143/mar-2022q1earningsreleasee.htm,"ARTERLY CASH DIVIDEND •First quarter 2022 comparable systemwide constant dollar RevPAR increased 96.5 percent worldwide, 99.1 percent in the U.S. & Canada, and"
2022Q2,MAR,revpar,2022-08-02,0001628280-22-020030,https://www.sec.gov/Archives/edgar/data/1048286/000162828022020030/mar-2022q2earningsreleasee.htm,"ES SHARE REPURCHASES •Second quarter 2022 comparable systemwide constant dollar RevPAR increased 70.6 percent worldwide, 66.1 percent in the U.S. & Canada, and"
2022Q3,MAR,revpar,2022-11-03,0001628280-22-027939,https://www.sec.gov/Archives/edgar/data/1048286/000162828022027939/mar-2022q3earningsreleasee.htm,"QUARTER 2022 RESULTS •Third quarter 2022 comparable systemwide constant dollar RevPAR increased 36.3 percent worldwide, 28.5 percent in the U.S. & Canada, and"
2022Q4,MAR,revpar,2023-02-14,0001628280-23-003441,https://www.sec.gov/Archives/edgar/data/1048286/000162828023003441/mar-2022q4earningsreleasee.htm,"L YEAR 2022 RESULTS •Fourth quarter 2022 comparable systemwide constant dollar RevPAR increased 28.8 percent worldwide, 23.6 percent in the U.S. & Canada, and"
2023Q1,MAR,revpar,2023-05-02,0001628280-23-014748,https://www.sec.gov/Archives/edgar/data/1048286/000162828023014748/mar-2023q1xearningsrelease.htm,"ES FULL YEAR OUTLOOK •First quarter 2023 comparable systemwide constant dollar RevPAR increased 34.3 percent worldwide, 25.6 percent in the U.S. & Canada, and"
2023Q2,MAR,revpar,2023-08-01,0001628280-23-026343,https://www.sec.gov/Archives/edgar/data/1048286/000162828023026343/mar-2023q2xearningsrelease.htm,"ES FULL YEAR OUTLOOK •Second quarter 2023 comparable systemwide constant dollar RevPAR increased 13.5 percent worldwide, 6.0 percent in the U.S. & Canada, and "
2023Q3,MAR,revpar,2023-11-02,0001628280-23-036166,https://www.sec.gov/Archives/edgar/data/1048286/000162828023036166/mar-2023q3xearningsrelease.htm,"QUARTER 2023 RESULTS •Third quarter 2023 comparable systemwide constant dollar RevPAR increased 8.8 percent worldwide, 4.3 percent in the U.S. & Canada, and "
2023Q4,MAR,revpar,2024-02-13,0001628280-24-004335,https://www.sec.gov/Archives/edgar/data/1048286/000162828024004335/mar-2023q4xearningsrelease.htm,"L YEAR 2023 RESULTS •Fourth quarter 2023 comparable systemwide constant dollar RevPAR increased 7.2 percent worldwide, 3.3 percent in the U.S. & Canada, and "
2024Q1,MAR,revpar,2024-05-01,0001628280-24-019458,https://www.sec.gov/Archives/edgar/data/1048286/000162828024019458/mar-2024q1xearningsrelease.htm,"QUARTER 2024 RESULTS •First quarter 2024 comparable systemwide constant dollar RevPAR increased 4.2 percent worldwide, 1.5 percent in the U.S. & Canada, and "
2024Q2,MAR,revpar,2024-07-31,0001628280-24-033622,https://www.sec.gov/Archives/edgar/data/1048286/000162828024033622/mar-2024q2xearningsrelease.htm,"uarter 2024 Results •Second quarter 2024 comparable systemwide constant dollar RevPAR increased 4.9 percent worldwide, 3.9 percent in the U.S. & Canada, and "
2024Q3,MAR,revpar,2024-11-04,0001628280-24-044831,https://www.sec.gov/Archives/edgar/data/1048286/000162828024044831/mar-2024q3xearningsreleasea.htm,"Quarter 2024 Results •Third quarter 2024 comparable systemwide constant dollar RevPAR increased 3.0 percent worldwide, 2.1 percent in the U.S. & Canada, and "
2024Q4,MAR,revpar,2025-02-11,0001628280-25-004772,https://www.sec.gov/Archives/edgar/data/1048286/000162828025004772/mar-2024q4xearningsrelease.htm,"ational Reports Fourth Quarter and Full Year 2024 Results •Fourth quarter 2024 RevPAR1 increased 5.0 percent worldwide, with 4.1 percent growth in the U.S. & "
2025Q1,MAR,revpar,2025-05-06,0001628280-25-022390,https://www.sec.gov/Archives/edgar/data/1048286/000162828025022390/mar-2025q1xex99earningsrel.htm," Marriott International Reports First Quarter 2025 Results •First quarter 2025 RevPAR1 increased 4.1 percent worldwide, with 3.3 percent growth in the U.S. & "
2025Q2,MAR,revpar,2025-08-05,0001628280-25-037592,https://www.sec.gov/Archives/edgar/data/1048286/000162828025037592/mar-2025q2xex99earningsrel.htm,"arriott International Reports Second Quarter 2025 Results •Second quarter 2025 RevPAR1 increased 1.5 percent worldwide, with 5.3 percent growth in internation"
2025Q3,MAR,revpar,2025-11-04,0001048286-25-000011,https://www.sec.gov/Archives/edgar/data/1048286/000104828625000011/mar-2025q3xex99earningsrel.htm,"S Marriott International Reports Third Quarter 2025 Results •Third quarter 2025 RevPAR1 increased 0.5 percent worldwide, with 2.6 percent growth in internation"
2025Q4,MAR,revpar,2026-02-10,0001048286-26-000005,https://www.sec.gov/Archives/edgar/data/1048286/000104828626000005/mar-2025q4xex99earningsrel.htm,"national Reports Fourth Quarter and Full Year 2025 Results •Fourth quarter 2025 RevPAR1 increased 1.9 percent worldwide, with 6.1 percent growth in internation"
2026Q1,MAR,revpar,2026-05-06,0001048286-26-000012,https://www.sec.gov/Archives/edgar/data/1048286/000104828626000012/mar-2026q1xex99earningsrel.htm,"S Marriott International Reports First Quarter 2026 Results •First quarter 2026 RevPAR1 increased 4.2 percent worldwide, with 4.0 percent growth in the U.S. & "
2026Q2,MAR,revpar,2026-08-03,0001048286-26-000033,https://www.sec.gov/Archives/edgar/data/1048286/000104828626000033/mar-2026q2xex99earningsrel.htm,"Marriott International Reports Second Quarter 2026 Results •Second quarter 2026 RevPAR1 increased 3.4 percent worldwide, with 5.0 percent growth in the U.S. & "
