slug,url,category,data_kind,one_line,abnb_use,sampled,dir_bytes,rows,date_range,geography,full_dataset_size,description,issues
sec-cik-mapper-cik-ticker-crosswalk,https://github.com/jadchaar/sec-cik-mapper,company_filings_estimates,both,"MIT, archived Apr 2025 (last push 28 Feb 2025, 75 stars): Python package plus committed mapping files under mappings/stocks/ (mappings.csv 443 KB, ticker_to_cik.json 214 KB, cik_to_tickers.json 200 KB, cik_to_company_name.json 306 KB, exchange maps) and a parallel mappings/mutual_funds/ tree; also served over jsDelivr; US SEC registrants, frozen at the archive date.","Gap 15 (SEC EDGAR tooling): a ready CIK/ticker/exchange crosswalk to join ABNB, BKNG, EXPE, MAR, HLT, VCSA, SOND and any peer against XBRL frames, EDGAR full-text search and the financial-statement datasets without hand-deriving CIKs; mutual-fund series/class maps also support 13F/holder work.",True,675932,"mappings_stocks.csv: 9,713 rows (7,605 unique CIKs, 9,712 unique tickers); ticker_to_cik.json: 9,713 keys; README_upstream.md: n/a","no date column; snapshot frozen at repo archive (last push 28 Feb 2025, HEAD 7883b83)",,"Whole mappings/ tree ~1.5 MB: stocks/ (mappings.csv 443 KB, ticker_to_cik.json 214 KB, cik_to_tickers.json ~200 KB, cik_to_company_name.json ~306 KB, exchange maps) plus mutual_funds/ (series/class/CIK maps, similar size); ~9.7k stock rows, single snapshot, no history","A static CIK <-> ticker <-> company name <-> exchange crosswalk for US SEC stock registrants (one row per ticker, 9,713 rows) built from SEC's company_tickers JSON by the sec-cik-mapper Python package, plus the package README. Grain is one ticker per row; the source is the SEC EDGAR company tickers endpoint as of the last package refresh (Feb 2025). An analyst would use it to resolve ABNB (CIK 0001559720), BKNG, EXPE, MAR, HLT, TRIP, SOND, VCSA and other peers to CIKs before hitting XBRL frames, full-text search or the financial-statement datasets, avoiding hand lookups.","Repo is archived (Apr 2025) so the crosswalk is frozen at Feb 2025: tickers changed/added since (e.g. new listings, VCSA taken private 2025) are stale; the live SEC endpoint https://www.sec.gov/files/company_tickers.json (needs a User-Agent header) supersedes it. MIT licence, no restrictions. Peer CIKs verified present: ABNB, BKNG, EXPE, MAR, HLT, H, TRIP, SOND, VCSA. Note: the samples directory is gitignored in this worktree (git check-ignore), so files here will not be committed unless the ignore rule is changed."
sec-data-xbrl-quarterly-segment-builder,https://github.com/baimmm6767/sec-data,company_filings_estimates,both,"Very new, low-adoption Apache-2.0 engine (2 stars, 130 commits, last push 12 Sep 2026) that turns EDGAR XBRL into modelling-ready CSV/Excel financials with discrete-quarter reconstruction from YTD values, business/geographic segment extraction and accounting-identity repairs; ships output-examples/ with 7 real CSVs (AAPL, AMZN, GOOGL, HOOD, MA, PLTR, UBER; 49-124 KB each, ~640 KB total).","Gap 15 and the peer/regional work: the Q4 = FY minus 9M derivation and the geographic-segment extractor are exactly the mechanics needed to rebuild quarterly and by-region financials for BKNG/EXPE/MAR/HLT from XBRL; the committed UBER/HOOD example CSVs show the output schema (line items, segments, per-quarter columns) without running anything.",True,887814,AAPL 253; AMZN 266; GOOGL 317; HOOD 247; MA 225; PLTR 211; UBER 314 (rows = line items; columns = quarters),"2011-Q1 (AMZN, MA) to 2026-Q2 (AAPL); UBER 2018-Q1..2026-Q1; HOOD 2020-Q1..2026-Q1; PLTR 2019-Q3..2026-Q1; GOOGL 2014-Q3..2026-Q1",,"Repo is ~9.5 MB on GitHub: 7 example CSVs (~640 KB), one 2.27 MB single-file engine sec_data.py, README, web/ HTML viewer. Full data is generated on demand: one CSV (~50-125 KB, 200-320 rows x 30-60 quarters) per ticker by running `python sec_data.py --ticker <T>` against SEC EDGAR (needs arelle + a User-Agent name/email prompt on first run).","Apache-2.0 Python engine (2 stars, pushed 12 Sep 2026) that converts SEC EDGAR 10-Q/10-K XBRL into wide, modelling-ready quarterly statements: discrete quarters rebuilt from YTD and FY values (Q4 = FY minus 9M), business and geographic segment lines, KPI/operating metrics, concentration-risk disclosures and integrity checks. Grain is one row per line item, one column per fiscal quarter, one file per ticker; the sample holds the seven committed example outputs (AAPL, AMZN, GOOGL, HOOD, MA, PLTR, UBER), the UBER file showing regional revenue splits (US/Canada, EMEA, Asia, LatAm) and segment adjusted EBITDA. For ABNB an analyst would run the engine on ABNB, BKNG, EXPE, MAR, HLT to get consistent quarterly regional revenue and segment margins back to 2011 without a Bloomberg pull, and reuse the Q4-derivation and segment-extraction logic in the peer read-through and margin work.","None blocking. Engine not run (first run prompts for name/email to build the SEC User-Agent; that is a keyless EDGAR fetch but was outside this cataloguing pass). sec_data.py is a single 2.27 MB source file; only the first 200 KB is saved as a code sample. Example CSVs are the author's outputs, not independently verified against filings; README warns annual/foreign-filer support is experimental. Very low adoption (2 stars), single maintainer."
secfsdstools-sec-financial-statement-datasets,https://github.com/HansjoergW/sec-fincancial-statement-data-set,company_filings_estimates,acquisition_method,"secfsdstools (Apache-2.0, 84 stars, last push 2025-09-20, 654 commits, code only): downloads the SEC's official quarterly Financial Statement Data Sets (sub/num/pre/tag .txt inside per-quarter zips, 2009q1-present, 500k+ filings, ~2 GB total; 2010q1.zip = 5.3 MB, 2025q2.zip = 79 MB - verified by HTTP HEAD) into local parquet, with standardisers that make balance-sheet/income/cash-flow lines comparable across companies and years; no API key, sec.gov only wants a user-agent email.","Builds an as-filed (not restated) quarterly line-item panel for ABNB and every peer filer since 2009 in one pull - gap 4 point-in-time financials and gap 15 XBRL tooling; also the cheapest route to cruise-line deferred revenue / customer deposits (NCLH, CCL, RCL) as the book-ahead analogue in gap 18, and to peer revenue/margin history for the margin model.",True,8661166,"2010q1_sub.csv 495; 2010q1_tag.csv 9,699; 2010q1_num_head10k.csv 10,000 (of ~300k); 2010q1_pre_head10k.csv 10,000 (of ~130k); 2021q1_sub.csv 6,316; 2021q1_num_abnb_and_travel_peers.csv 3,699; 2021q1_pre_abnb_and_travel_peers.csv 872; readme.htm and 11 repo source files n/a","2010q1: filed 2010-01-05..2010-03-31, period 2009-06-30..2010-02-28, num.ddate 2005-12-31..2010-02-28. 2021q1: filed 2021-01-04..2021-03-31, period 2012-10-31..2021-02-28, peer num.ddate 2009-03-31..2020-12-31. Full upstream series: 2009q1 to current quarter.","United States (all SEC registrants, incl. foreign private issuers filing 20-F/40-F); ABNB is a US filer","~70 quarterly zips 2009q1-2026q3, 5 MB (2010) to ~100 MB (recent) each, roughly 2-3 GB zipped / ~20 GB as text; ~7 GB as secfsdstools parquet; sub ~ 500k+ filings total, num ~ hundreds of millions of rows.","The SEC DERA Financial Statement Data Sets: every numeric XBRL fact from every 10-K/10-Q/20-F/S-1 etc. filed with EDGAR since 2009, as-filed (not restated), one zip per calendar quarter of filing, four tab files (sub = one row per filing, num = one row per tag x date x period x unit, pre = statement presentation order, tag = taxonomy labels). secfsdstools is an Apache-2.0 Python library that downloads all quarters into local parquet, indexes by CIK, and standardises income statement, balance sheet and cash flow lines across companies and taxonomy versions. For ABNB an analyst would pull the as-filed quarterly line items for ABNB and peers (BKNG, EXPE, MAR, HLT) since 2009 in one command for the margin model, build a point-in-time (filing-dated) financial panel, and lift cruise-line customer deposits / deferred revenue (CCL, RCL, NCLH) as the book-ahead kernel analogue.","(1) Airbnb (CIK 1559720) has NO rows in the 2021q1 dataset even though its first 10-K was filed 2021-02-26 - the SEC data sets are known to omit some filings (renderer failures) and the 10-K may sit in 2021q2 depending on acceptance date; a human should check which quarter carries ABNB's first filing and whether every ABNB 10-Q/10-K is present before relying on it. (2) sec.gov requires a descriptive User-Agent with contact email and rate-limits at 10 req/s; no key needed. (3) SEC data are US public domain; library is Apache-2.0. (4) Repo is code-only; the 97.9 MB 2021q1 zip was downloaded to scratch and not copied. (5) Full pull is 2-3 GB of zips - fine locally, never commit. (6) 2010q1 num/pre trimmed to 10k-row heads to keep the folder under ~8 MB."
sideye-boston-occupancy-tax-imputed-nights,https://github.com/sideye/airbnb-occupancy-tax,str_airbnb_direct,both,"Verified: economics honours thesis on Boston's Jan-2019 STR occupancy tax with committed derived panels - long_reservation_date_by_month/week/sm.csv (city-month/week rows: month, price, nights, unit, trt across Boston plus Asheville, Chicago, Denver, Montreal, Nashville, Providence/RI, Quebec City, San Francisco, Twin Cities, Washington DC), long_date_booked(.2).csv (booking-date aggregation), entries.csv/exits.csv, control_cities.xlsx (tax rates and enactment dates), plus notebooks including 'Panel Data estimation for imputed nights from reviews.ipynb' and 'Validate Transactions.ipynb', writeup.pdf (668 KB) and synth.R; data CSVs are tiny (3-17 KB each), repo bulk is a 12 MB pptx and a 9 MB .pages; no LICENSE; last push 29 Apr 2020 (scout's '2024-04-13' was wrong - that is an update-log day, not a commit date).","Gap #2/#3: an imputed realised-nights and average-price panel by city-month for 11 North American markets in 2018-2019, built from calendar snapshots and cross-validated against review counts (the README reports ~0.5 reviews per imputed night, i.e. ~4 nights per review at the month level) - a direct external calibration of our own reviews-based stays index and a worked template for lodging-tax event studies (gap #12), with the control-city tax-rate sheet usable in the regulatory factor database.",True,783079,"long_reservation_date_by_month.csv 110; long_reservation_date_by_sm_final.csv 210; long_reservation_date_by_week.csv 450; long_date_booked.csv 100; long_date_booked_2.csv 100; entries.csv 110; exits.csv 110; date_normalization.csv 11; control_cities.xlsx ~10 city rows (City, Tax Rate, Date Enacted/Updated, Source); pdf/py/R/ipynb n/a","scrape periods jul_2018_aug_2018 to apr_2019_may_2019 (11 monthly scrapes, Jul 2018 - May 2019); reservation-date panels carry month 2-12 / week 8-52 without a year column (README: check-in dates Jul 2018 - Dec 2019, tax effective 1 Jan 2019); control_cities tax enactment dates 2014-2018",,"Whole repo is ~43 MB / 30 files; everything skipped is presentation or duplicate bulk: Prelim SCM.pptx 12.1 MB, writeup.pages 9.4 MB, SCM Analysis.ipynb 1.7 MB, long_date_booked_2.numbers 0.3 MB, EDA/Validate/Extract notebooks ~0.4 MB. All data CSVs (total ~66 KB, ~1,200 rows) are already in this sample; the underlying per-listing calendar scrapes were never committed.","Derived panels from an economics honours thesis (2020) on Boston's 1 Jan 2019 short-term-rental occupancy tax: imputed booked nights and mean nightly price for Airbnb listings in 11 North American cities (Boston treated; Asheville, Chicago, DC, Denver, Montreal, Nashville, Quebec City, Rhode Island, SF, Twin Cities controls) at city-month, city-bimonth and city-week grain by reservation date, and city x scrape-period grain by booking date, plus listing entry/exit counts and a control-city lodging-tax rate sheet. Source is the author's own monthly calendar scrapes Jul 2018 - May 2019, cross-validated against reviews (~0.5 reviews per imputed night at the listing-month level). For ABNB an analyst would use it as an external calibration point for the reviews-based stays index (nights-per-review ratio), as a worked synthetic-control template for lodging-tax event studies, and as a small 2018-19 realised-nights/price panel for the regulatory factor database.","No LICENSE file (all rights reserved by default; thesis data, cite the repo, do not redistribute). Repo dormant since 29 Apr 2020. Data are the author's own airbnb.com calendar scrapes - compute_reservations.py / compute_bookings_cutoff.py were NOT run (ToS call for a human); only the committed derived outputs were copied. Reservation-date panels lack a year column (must be inferred from README: Jul 2018 - Dec 2019 check-ins); README itself flags a TODO to reprocess all data with later cleaning rules, so the committed CSVs may predate the final filters. Small n (11 cities x 11 periods). openpyxl absent in venv, so control_cities.xlsx was inspected via raw XML only."
sumaksharikaa-earnings-call-finbert-sentiment,https://github.com/sumaksharikaa/earnings-call-nlp,company_filings_estimates,pointer_to_external_host,"Tiny student FinBERT/Streamlit project (3 commits, last 2026-06-25, NO licence file) that commits exactly one data file - data/sentiment_results.csv, 719 KB, sentence-level FinBERT scores for 514 transcripts / 30 companies / 8 sectors; the underlying corpus is NOT committed and is the Kaggle-hosted Motley Fool scrape (18,755 transcripts, 2,876 tickers, 2017-2022), which needs a Kaggle login.","Only marginal: the Kaggle pointer is the interesting part - a uniform 2017-2022 multi-ticker transcript scrape would give BKNG/EXPE/MAR/HLT peer calls on one basis for peer-readthrough and tone work (gap #4 context, and our peer-readthrough study). We already hold all ABNB transcripts since IPO, so the committed CSV is at best a check on whether travel names are covered and a sanity template for sentence-level tone scoring.",True,726218,"sumaksharikaa_sentiment_results.csv: 4,498 rows as committed, but only 282 distinct rows (277 distinct ticker-quarter pairs) - the file is a join artifact with each transcript row repeated ~16x on average; README.md: n/a","quarter 2017-Q4 to 2023-Q3; parsed call dates 2019-04-25 to 2023-02-08 (17 of 4,498 date strings did not parse); per-ticker coverage is patchy (1 to 15 quarters each)",,"The repo itself is complete at 3 files of data (sentiment_results.csv 719 KB; two PNGs 200 KB and 372 KB; notebook 487 KB). The underlying corpus (data/transcripts.pkl, gitignored, 18,755 Motley Fool transcripts, 2,876 tickers, 2017-2022, roughly 1-2 GB of text) is NOT in the repo and lives on Kaggle behind a login; the repo does not name the Kaggle slug, but the figures match the Kaggle dataset 'Motley Fool Scraped Earnings Call Transcripts' (tpotterer) - unverified.","Transcript-level FinBERT sentiment scores for 514 earnings calls of 30 large-cap US names (AAPL, AMZN, GOOGL, MSFT, TSLA, DIS, JPM, WFC, MRNA etc.) across 8 sectors, 2017-Q4 to 2023-Q3, produced by a student portfolio project; grain is one transcript (ticker x quarter) but the committed CSV repeats each row many times (4,498 rows, 282 unique). Source text is the Kaggle-hosted Motley Fool scrape (18,755 transcripts, 2,876 tickers, 2017-2022), which is not committed. For ABNB the scored CSV is near-useless: no ABNB, BKNG, EXPE, MAR or HLT (DIS is the only travel-adjacent name); its only value is as a template for sentence/Q&A-section FinBERT scoring and as a pointer to the Kaggle corpus, which would give BKNG/EXPE/MAR/HLT peer calls on one basis for the peer-readthrough study if a human downloads it under Kaggle's terms.","No licence file in the repo (tos_or_license_flag=true) - treat as all-rights-reserved; Motley Fool transcript text is itself copyrighted and the Kaggle corpus is a scrape, so any use of the underlying corpus is a licence decision for a human. Kaggle download NOT attempted (login required). The repo does not name the Kaggle dataset slug anywhere (README, notebook or app.py); the match to tpotterer's Motley Fool dataset is inferred from the 18,755 / 2,876 figures only. The committed CSV has a duplication bug (each row repeated ~16x) and 17 malformed date strings; dedupe before any use. Zero travel/lodging tickers except DIS."
talsan-ishares-etf-holdings-history,https://github.com/talsan/ishares,markets_options_positioning,both,"Scraper for iShares.com per-fund, per-date holdings-history CSVs (history back to 2006), 38 stars, 42 commits, last push 2024-10-28, NO licence declared; the repo also has three real committed snapshots under output/: IWB_holdings_20220621.csv (14.0 MB), IWB_holdings_20220823.csv (5.8 MB) and IWV_holdings_20220516.csv (93.6 MB) - Russell 1000/3000 constituent weights and share counts that include ABNB; optional S3+Athena output needs AWS credentials, the local path does not.","A route to a genuinely point-in-time series of ABNB's weight and share count inside index ETFs (passive-ownership and index-flow proxy, gap 15 and markets/positioning), plus the same for travel/consumer-discretionary funds - the only free substitute we have for licensed 13F/consensus positioning data.",True,7856852,"IWB_holdings_20220823.csv: 32,626 rows (32 month-end snapshots x ~1,000-1,035 holdings); IWV_holdings_20220516_head.csv: 12,695 rows (first 2 MB of a 93.6 MB file, 5 snapshots); ishares-etf-index.csv: 395 rows (one per iShares ETF); README/SQL: n/a","IWB (Russell 1000 ETF): 2019-12-31 to 2022-07-29 monthly, ABNB present only in the last two snapshots (2022-06-30 w=0.094%, 273,546-274,096 sh; 2022-07-29 w=0.107%); IWV head: 2006-09-29 to 2007-01-31; etf-index start_date 1996-03-12 to 2022-10-04",,"Committed: 3 CSVs, 113 MB total (IWB 20220621 14.0 MB, IWB 20220823 5.8 MB, IWV 20220516 93.6 MB, ~600k rows combined). What the scraper would produce: month-end (and daily for recent years) holdings for 395 iShares ETFs back to 2006; IWV alone is ~3,000 rows per snapshot, so a full monthly IWV history is roughly 200 snapshots x 3k = 0.6M rows / ~100 MB; the whole product line would be several GB.","Per-holding, per-snapshot constituent files for iShares ETFs (weight, share count, market value, price, sector, CUSIP/ISIN/SEDOL), produced by a scraper of ishares.com's holdings-history download; the committed snapshots cover the Russell 1000 ETF (IWB) month-ends Dec 2019-Jul 2022 and the head of a 2006+ Russell 3000 (IWV) history. Grain is fund x as_of_date x security. For ABNB an analyst would build a point-in-time series of ABNB's index weight and shares held by passive funds (IWB/IWV, plus travel or consumer-discretionary sector ETFs) as a passive-ownership and index-flow proxy, and the same for BKNG/EXPE/MAR/HLT (all 32 snapshots in IWB). ABNB only enters IWB in the 2022-06-30 snapshot, so the committed data give just two ABNB observations; anything longer requires running the scraper.","No licence declared on the repo (all rights reserved by default) and the underlying data belong to BlackRock/iShares under its site terms - a human must decide before the scraper is run or the data redistributed; the scraper (sync_etf_downloader.py / easy_downloader.py) was NOT run. ABNB appears in only 2 of the 32 committed IWB snapshots (Jun and Jul 2022), so the committed data are near-useless for ABNB on their own; the value is the method. ishares.com download URLs may have changed since the last push (2024-10-28), so the scraper may need repair. The IWV file was truncated to its first 2 MB (2006-07 rows only) to stay under the size cap. Optional S3/Athena path needs AWS credentials; not used."
texas-comptroller-hotel-occupancy-tax,https://github.com/natnaelsolomon0101-sketch/tx-hotel-heatmap,hotel_lodging,both,"TypeScript pipeline parsing Texas Comptroller hotel-occupancy-tax filings at individual-property grain (rooms, revenue) across multiple historical quarterly periods, computing property-level RevPAR/ADR/occupancy; updated Jul 2026.","State-level, property-grain hotel occupancy-tax data explicitly named in gap #8 (alongside Nevada/Florida bed tax), and a repeatable method transferable to those states.",True,3329537,"hotel_history_long.csv 50,011 (5,141 hotels x up to 10 periods); hotel_history_t12.csv 5,141; hotels_properties.csv 5,305; texas_hospitality_str_properties.csv 767; scripts/README n/a",2023 (annual) then 2024Q2 to 2026Q2 (2026Q2 partial = Apr+May 2026); last month = May 2026,"Texas, USA (statewide, property-level with lat/lng; markets Austin, Dallas, Houston, San Antonio, El Paso, etc.)","Repo total ~7.8 MB: hotel-history.json 3.1 MB + hotels.geojson 2.3 MB + TSV 0.4 MB are the whole committed data; everything is in this sample (only owner-contact columns removed). Raw per-period Comptroller CSVs (data/periods/: 2023, 2024Q2-2025Q4 quarterly, 2026-JAN..MAY monthly; ~5k rows each) are gitignored and NOT in the repo; they come from the Texas Comptroller Hotel Occupancy Tax public-data quarterly download (form-driven query, all quarters back to 2000s available, ~10 MB per quarter statewide).","Property-grain Texas hotel room-revenue history derived from Texas Comptroller hotel occupancy tax (HOT) filings: for 5,141 Texas hotels (name, address, rooms, lat/lng) the repo holds taxable room revenue per period (2023 annual, 2024Q2-2026Q1 quarterly, Apr-May 2026 monthly) and a per-night RevPAR computed as revenue/rooms/days, plus a 767-row STR/CoStar-style property list (brand, chain scale, class, submarket) merged onto part of the panel. Source is the author's export of the Comptroller's public HOT quarterly data (raw files gitignored); the committed JSON/GeoJSON are the build outputs. For ABNB this is a state-level hotel demand/pricing benchmark (gap #8): aggregate revenue by quarter/submarket gives Texas hotel revenue growth and RevPAR by market and chain scale through May 2026, comparable against Inside Airbnb Austin/Texas STR supply and the NA nights/ADR path; the parsing method transfers to the Comptroller's own quarterly downloads for a 20-year history.","No LICENSE file in the repo (author's build output; Comptroller HOT data itself is public record). data/box/texas-hospitality.tsv is an STR/CoStar-style property export (columns 'Data Participation', chain scale, FEMA fields) whose redistribution terms are unknown -- owner name/phone/contact columns were dropped from the saved samples, and a human should decide before quoting the STR fields; that TSV also has a repeated header row inside it so a few rows parse misaligned. Room counts come from the Comptroller filing (1-room placeholder filings exist; author filters rooms<2 and RevPAR>$2000). Revenue is taxable room revenue, not total; hotels matched across periods by normalised address, so renamed/re-permitted properties break the series. 2026Q2 is partial (Apr+May). The Socrata datasets on data.texas.gov (ids vmy5-jctb, ifh4-9tpn, er34-v24h, qik7-ypfg, 9xry-ncut, hdzd-884n) are local-HOT city-level reporting and permits, not this property-grain series; the property-grain source is the Comptroller's form-driven HOT public data query, which was not run here."
tmasjc-vienna-berlin-2017-plus-downloader,https://github.com/tmasjc/airbnb-market-data,str_airbnb_direct,both,Committed 2017 Vienna/Berlin Inside Airbnb listings.csv (~1.2MB each) plus a CLI that pulls listings.csv for dozens of live Inside Airbnb metros.,"2017 pre-panel vintage for gap #1, and the multi-city downloader is directly reusable to pull any live Inside Airbnb metro we don't yet hold.",True,4875967,"berlin_listings.csv 20,576; vienna_listings.csv 9,201 (both complete, not truncated)",last_review: Berlin 2011-01-26 to 2017-05-08 (dump vintage ~2017-05-08); Vienna 2012-05-01 to 2017-09-14 (dump vintage 2017-09-15),"Vienna, Austria; Berlin, Germany","Whole repo ~12 MB: the two CSVs (4.86 MB, pulled in full), demo.gif 7 MB, Cache/webpage.xml 0.97 MB (2017 snapshot of insideairbnb.com/get-the-data.html listing every city and dump date then available), app.R/Dockerfile. Nothing else.","Two 2017 Inside Airbnb summary listings.csv vintages (Vienna 2017-09-15, Berlin ~2017-05-08), one row per listing with quoted price, room type, minimum nights, review counts and 365-day availability, committed to a Shiny demo repo. Also an R CLI (download_csv.R) that indexed the 2017 get-the-data page by city and dump date. For ABNB this is a pre-panel supply/quote-price snapshot for two regulated EMEA cities (Berlin Zweckentfremdungsverbot era, Vienna pre-2019 rules) — cross-sectional only, one dump each; an analyst would use it as a 2017 anchor for listing counts, review velocity and quote ADR versus our 2022-26 dumps. The downloader is reference-only: its scraper targets a page layout that no longer exists.","Repo has no LICENSE file (data are Inside Airbnb, which publishes them as open/public). Downloader not run (third-party scrape; obsolete page structure). Berlin vintage date inferred from last_review max, not stated upstream. Summary listings only (no calendar/reviews files). The pull is the complete data content of the repo (nothing truncated), not a head sample."
toronto-str-registration-git-scrape,https://github.com/RamVasuthevan/city-of-toronto-short-term-rentals-registration,regulatory_legal,stored_dataset,"Daily git-scraped commits of Toronto's official Short Term Rental Registrations CSV from the city open-data portal, live as of 13 Sep 2026; licence 'other'.","A genuinely point-in-time municipal STR-registration panel (each commit a dated vintage) for a top North American market — gaps 4 and 12, and better-vintaged than any of our ~25 held registries.",True,3913092,"current (13 Sep 2026): 8750; 2024-02-20: 8094; 2024-09-01: 8673; 2025-03-01: 8510; 2025-09-01: 7259; 2026-03-01: 7293 (one row = one active registration, no duplicates)","vintages 2024-02-20 to 2026-09-13 (daily commits, 917 commits); registration numbers encode issue month STR-YYMM, min 2020-09, max 2026-09; no explicit date column",,"one 0.57-0.70 MB CSV per daily commit, ~917 commits since 20 Feb 2024 (~600 MB if every vintage is materialised; the git repo itself is far smaller because of delta compression); git clone gives all vintages in one command","Daily git-scraped snapshots of the City of Toronto's official Short-Term Rental Registrations open-data CSV: one row per active registered STR operator/unit with registration number (which encodes the issue month), street address, postal-code FSA, property type and ward. Grain is registration x vintage date; source is open.toronto.ca via a GitHub Action that commits at UTC midnight. An analyst would diff consecutive vintages to build a daily/weekly panel of registered-supply adds and drops for Toronto (a top-20 North American Airbnb market), split by property type and ward, and use the STR-YYMM issue-month codes to reconstruct gross new registrations back to Sep 2020. The sample shows registered units rising 8.1k to 8.7k (Feb-Sep 2024), falling to 7.3k (Sep 2025-Mar 2026, likely renewal purge) and rebounding to 8.75k by Sep 2026.","Licence: code is MIT (Ram Vasuthevan); data is Open Government Licence - Toronto v1.0 (commercial use allowed with attribution 'Contains information licensed under the Open Government Licence - Toronto'); GitHub shows NOASSERTION because the two are combined in one LICENSE file. Registrations are the licensed-to-operate stock, not listings, and 2024-2025 declines may reflect renewal cycles rather than exits; no explicit date column, the first vintage carries an extra _id column; one row in later vintages uses a non-standard property_type label 'Single-family detached'. Nothing failed."
trade-copier-13f-berkshire-panel,https://github.com/tsushanth/trade-copier-13f,company_filings_estimates,both,"EDGAR 13F puller that diffs consecutive quarters for one filer (Berkshire Hathaway, CIK 0001067983) and dry-runs mirror trades on Alpaca paper; ships 16 quarters of committed holdings JSON (holdings_2022-09-30 .. holdings_2026-06-30, ~6-10 KB each), raw infotable XMLs (~85 KB each), a cusip_ticker.json map and a backtest equity-curve CSV/JSON; 287 KB repo, no LICENSE, created and pushed 3 Sep 2026.","Gap #15 and point-in-time discipline generally: the README is explicit that a quarter-end 13F is only actionable on the filing date ~45 days later, and the code implements that lag — exactly the refit-at-guide-date convention our harness needs; the quarter-diff logic transplants directly to building an ABNB holder-concentration/turnover series, and cusip_ticker.json is a reusable CUSIP→ticker map.",True,414937,"holdings_panel.csv 658 rows (16 quarters, 29-49 positions each); backtest_equity_curve.csv 993 daily rows; cusip_ticker.json 82 CUSIPs (10 unmapped null); snapshots_index.json 16 entries; infotable XML exemplar 179 infoTable entries (3Q22, pre-aggregation)",report_date 2022-09-30 to 2026-06-30 (filing_date 2022-11-14 to 2026-08-14); equity curve 2022-11-14 to 2026-09-02,,"Whole repo is ~1.5 MB / ~50 files at HEAD: adds 15 more infotable XMLs (46-93 KB each), two EDGAR submissions JSONs for CIK 0001067983 (178 KB + 252 KB) and a 113 KB PNG. Only one filer (Berkshire). Regenerating for another CIK is one run of src/edgar_client.py against the free EDGAR API (User-Agent header only, no key).","Quarterly 13F-HR holdings of Berkshire Hathaway (CIK 0001067983), one row per CUSIP per report quarter, parsed from EDGAR infotable XML by a small Python puller that also records the filing date (~45 days after quarter end) and diffs consecutive quarters to produce mirror trades; plus a daily mirror-vs-SPY equity curve from a dry-run backtest. Source is SEC EDGAR (public domain data); the repo was created and pushed 3 Sep 2026 by a single author. For ABNB the holdings themselves are irrelevant (Berkshire holds no ABNB); the value is the point-in-time convention (report_date vs filing_date carried on every row) and the reusable edgar_client/parse_13f/diff code, which an analyst would re-point at ABNB's own 13F holder universe (or at any filer) to build a holder-concentration and turnover series aligned to filing dates rather than quarter ends.","No LICENSE file in the repo (code reuse is a human decision; the underlying 13F data is SEC public domain so the data itself is unencumbered). Job card said 17 holdings files; the repo has 16 (2022-09-30 to 2026-06-30). Sample exceeded the ~10-file guideline because the plan explicitly asked for all 16 quarterly JSONs (each 6-10 KB); total is still 0.4 MB. cusip_ticker.json has 10 of 82 CUSIPs unmapped (null). Backtest touches Alpaca paper trading (.env.example lists API keys) - not run, nothing was logged into. Single filer only; nothing ABNB-specific."
upgo-vancouver-str-compliance,https://github.com/UPGo-McGill/vancouver-regulations,regulatory_legal,stored_dataset,McGill UPGo analysis of Vancouver 2018 STR licensing compliance with a committed ~7.7MB raffle.csv listing-level dataset.,Vancouver is a named city in gap #12; a real point-in-time compliance dataset can calibrate regulatory-impact modelling.,True,1674709,"raffle.csv (full, not saved): 370,590 rows; raffle_head50k.csv: 50,000 rows; raffle_winner_DA_counts.csv: 38,377 rows; R script / README: n/a",No date column. Snapshot corresponds to the AirDNA extract dated 2019-05-28 referenced in the R code; repo last pushed 2019-06-23,"Canada-wide (all provinces, 38,377 dissemination areas); Vancouver census division holds ~12.5% of rows","Committed data is one file, data/raffle.csv, 7.69 MB, 370,590 rows, 2 columns. The underlying AirDNA daily and property files (ca_Daily_Match_2019-05-28.csv, ca_Property_Match_2019-05-28.csv) are gitignored and not in the repo.","This is NOT a compliance or licence dataset. raffle.csv is a lookup table produced by UPGo's 'raffle' geocoding routine that assigns each Canadian Airbnb/HomeAway listing (AirDNA property ID, 2019-05-28 extract) to a single Statistics Canada 2016 dissemination area, resolving Airbnb's location jitter. Grain is one row per listing, Canada-wide (top census divisions by count: Montreal 2466, Toronto 3520, Greater Vancouver 5915 with 46,227 listings). The actual daily calendar, price and status data the compliance analysis runs on comes from licensed AirDNA files that are gitignored, and the repo contains no licence-matching or compliance output. For ABNB an analyst could at most use it as a May-2019 Canada-wide listing-count-by-neighbourhood cross-section (e.g. to weight Vancouver DAs by STR density before the 2018 rules bit), or join the ab- IDs to old Inside Airbnb Vancouver dumps.","Job card overstates the content: the committed file is a listing-to-dissemination-area assignment, not compliance/licensing data; no dates, prices, licence numbers or status. Analysis code is incomplete (only helper functions and a data-import script, no compliance analysis). Source data is AirDNA (licensed) and excluded from the repo, so the analysis cannot be reproduced. Repo licence is MIT but the listing IDs derive from AirDNA; treat as research-use only. Full raffle.csv was downloaded to scratch but only a 50k-row head plus a DA-count aggregate were saved to respect the 5 MB preference."
