year,quarter,qn,line,value_musd,fy_total,q_share_of_fy_pct,q_share_of_fy_revenue_pct,pct_of_revenue,per_night_usd,q_share_of_fy_nights_pct,margin_actual_pct,margin_if_costs_flat_pct,margin_discretionary_timing_pp,share_mean_2023_25,share_min_2023_25,share_max_2023_25,pct_rev_mean_2023_25,pct_rev_min_2023_25,pct_rev_max_2023_25,per_night_mean_2023_25
2022,1Q22,1,gbv,17.2,63.3,27.17,17.97,1.14,,25.93,,,,27.55,26.83,28.0,1.09,1.07,1.12,
2022,2Q22,2,gbv,17.0,63.3,26.86,25.05,0.81,,26.34,,,,25.91,25.74,26.06,0.77,0.76,0.77,
2022,3Q22,3,gbv,15.6,63.3,24.64,34.34,0.54,,25.32,,,,24.87,24.57,25.08,0.55,0.54,0.56,
2022,4Q22,4,gbv,13.5,63.3,21.33,22.65,0.71,,22.4,,,,21.67,21.15,22.34,0.71,0.7,0.73,
2022,1Q22,1,fcf,1196.0,3405.0,35.12,17.97,79.26,11.714,25.93,,,,40.79,38.61,42.57,84.82,78.39,89.12,13.3
2022,2Q22,2,fcf,796.0,3405.0,23.38,25.05,37.83,7.676,26.34,,,,22.52,20.85,23.46,35.08,31.07,37.95,7.77
2022,3Q22,3,fcf,958.0,3405.0,28.14,34.34,33.22,9.609,25.32,,,,29.11,23.95,34.14,33.43,28.78,38.56,10.14
2022,4Q22,4,fcf,455.0,3405.0,13.36,22.65,23.92,5.159,22.4,,,,7.57,1.2,11.29,13.1,2.07,18.75,2.96
2022,1Q22,1,cfo,1202.0,3430.0,35.04,17.97,79.66,11.773,25.93,,,,40.64,38.51,42.56,85.27,78.74,89.78,13.37
2022,2Q22,2,cfo,801.0,3430.0,23.35,25.05,38.07,7.724,26.34,,,,22.55,20.99,23.4,35.44,31.49,38.25,7.85
2022,3Q22,3,cfo,964.0,3430.0,28.1,34.34,33.43,9.669,25.32,,,,29.05,23.86,34.11,33.67,28.89,39.01,10.21
2022,4Q22,4,cfo,463.0,3430.0,13.5,22.65,24.34,5.249,22.4,,,,7.75,1.62,11.32,13.52,2.84,18.93,3.05
2022,1Q22,1,interest_income,5.0,186.0,2.69,17.97,0.33,0.049,25.93,,,,23.16,20.25,24.69,8.36,7.61,9.43,1.31
2022,2Q22,2,interest_income,20.0,186.0,10.75,25.05,0.95,0.193,26.34,,,,27.02,26.49,27.63,7.35,6.14,8.22,1.63
2022,3Q22,3,interest_income,59.0,186.0,31.72,34.34,2.05,0.592,25.32,,,,25.82,25.31,26.63,5.2,4.4,5.65,1.58
2022,4Q22,4,interest_income,102.0,186.0,54.84,22.65,5.36,1.156,22.4,,,,23.99,22.37,26.63,7.29,5.83,8.66,1.64
2022,1Q22,1,tax_provision,10.7,95.7,11.18,17.97,0.71,0.105,25.93,,,,2.27,-0.48,4.25,0.97,0.72,1.35,0.15
2022,2Q22,2,tax_provision,4.0,95.7,4.18,25.05,0.19,0.039,26.34,,,,13.12,-0.97,21.88,3.36,1.05,4.59,0.75
2022,3Q22,3,tax_provision,56.0,95.7,58.52,34.34,1.94,0.562,25.32,,,,73.56,53.73,100.19,-19.76,-79.33,10.21,-5.9
2022,4Q22,4,tax_provision,25.0,95.7,26.12,22.65,1.31,0.283,22.4,,,,11.05,1.26,23.57,2.28,-1.53,6.49,0.51
2023,1Q23,1,revenue,1818.0,9917.0,18.33,18.33,100.0,15.012,27.02,,,,18.73,18.33,19.29,100.0,100.0,100.0,15.68
2023,2Q23,2,revenue,2484.0,9917.0,25.05,25.05,100.0,21.581,25.68,,,,25.03,24.75,25.29,100.0,100.0,100.0,22.19
2023,3Q23,3,revenue,3397.0,9917.0,34.25,34.25,100.0,30.009,25.26,,,,33.77,33.45,34.25,100.0,100.0,100.0,30.35
2023,4Q23,4,revenue,2218.0,9917.0,22.37,22.37,100.0,22.449,22.04,,,,22.47,22.34,22.69,100.0,100.0,100.0,22.53
2023,1Q23,1,adj_ebitda,262.0,3653.0,7.17,18.33,14.41,2.164,27.02,14.41,1.39,13.02,9.12,7.17,10.49,17.52,14.41,19.79,2.76
2023,2Q23,2,adj_ebitda,819.0,3653.0,22.42,25.05,32.97,7.116,25.68,32.97,26.42,6.55,22.94,22.12,24.27,33.06,32.53,33.69,7.34
2023,3Q23,3,adj_ebitda,1834.0,3653.0,50.21,34.25,53.99,16.201,25.26,53.99,47.96,6.03,48.8,47.73,50.21,52.18,50.09,53.99,15.83
2023,4Q23,4,adj_ebitda,738.0,3653.0,20.2,22.37,33.27,7.47,22.04,33.27,60.52,-27.25,19.14,18.29,20.2,30.8,28.29,33.27,6.94
2023,1Q23,1,cor_gaap,428.0,1703.0,25.13,18.33,23.54,3.534,27.02,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2023,2Q23,2,cor_gaap,432.0,1703.0,25.37,25.05,17.39,3.753,25.68,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2023,3Q23,3,cor_gaap,459.0,1703.0,26.95,34.25,13.51,4.055,25.26,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2023,4Q23,4,cor_gaap,384.0,1703.0,22.55,22.37,17.31,3.887,22.04,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2023,1Q23,1,ops_gaap,282.0,1186.0,23.78,18.33,15.51,2.329,27.02,,,,22.95,22.23,23.78,14.05,13.31,15.51,2.2
2023,2Q23,2,ops_gaap,317.0,1186.0,26.73,25.05,12.76,2.754,25.68,,,,26.04,25.02,26.73,11.93,10.72,12.76,2.64
2023,3Q23,3,ops_gaap,316.0,1186.0,26.64,34.25,9.3,2.792,25.26,,,,27.64,26.64,28.78,9.37,8.91,9.89,2.84
2023,4Q23,4,ops_gaap,271.0,1186.0,22.85,22.37,12.22,2.743,22.04,,,,23.37,22.62,24.64,11.89,11.69,12.22,2.68
2023,1Q23,1,pd_gaap,420.0,1722.0,24.39,18.33,23.1,3.468,27.02,,,,23.87,23.1,24.39,23.43,22.18,25.0,3.67
2023,2Q23,2,pd_gaap,451.0,1722.0,26.19,25.05,18.16,3.918,25.68,,,,25.78,25.24,26.19,18.92,18.16,19.7,4.2
2023,3Q23,3,pd_gaap,419.0,1722.0,24.33,34.25,12.33,3.701,25.26,,,,24.92,24.33,25.49,13.57,12.33,14.33,4.12
2023,4Q23,4,pd_gaap,432.0,1722.0,25.09,22.37,19.48,4.372,22.04,,,,25.43,25.02,26.17,20.79,19.48,21.69,4.68
2023,1Q23,1,sm_gaap,450.0,1763.0,25.52,18.33,24.75,3.716,27.02,,,,23.73,21.75,25.52,24.51,24.0,24.78,3.84
2023,2Q23,2,sm_gaap,486.0,1763.0,27.57,25.05,19.57,4.222,25.68,,,,26.98,26.68,27.57,20.91,19.57,22.32,4.65
2023,3Q23,3,sm_gaap,403.0,1763.0,22.86,34.25,11.86,3.56,25.26,,,,23.83,22.86,24.69,13.74,11.86,15.6,4.18
2023,4Q23,4,sm_gaap,424.0,1763.0,24.05,22.37,19.12,4.291,22.04,,,,25.46,24.05,26.85,22.07,19.12,25.02,4.97
2023,1Q23,1,ga_gaap,243.0,2025.0,12.0,18.33,13.37,2.007,27.02,,,,19.38,12.0,24.22,13.24,12.94,13.4,2.08
2023,2Q23,2,ga_gaap,275.0,2025.0,13.58,25.05,11.07,2.389,25.68,,,,21.01,13.58,26.58,10.82,9.92,11.46,2.4
2023,3Q23,3,ga_gaap,304.0,2025.0,15.01,34.25,8.95,2.686,25.26,,,,22.62,15.01,28.27,8.66,8.06,8.98,2.63
2023,4Q23,4,ga_gaap,1203.0,2025.0,59.41,22.37,54.24,12.176,22.04,,,,36.99,20.93,59.41,26.34,10.0,54.24,5.93
2023,1Q23,1,cor_cash,428.0,1703.0,25.13,18.33,23.54,3.534,27.02,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2023,2Q23,2,cor_cash,432.0,1703.0,25.37,25.05,17.39,3.753,25.68,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2023,3Q23,3,cor_cash,459.0,1703.0,26.95,34.25,13.51,4.055,25.26,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2023,4Q23,4,cor_cash,384.0,1703.0,22.55,22.37,17.31,3.887,22.04,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2023,1Q23,1,ops_cash,267.0,1118.0,23.88,18.33,14.69,2.205,27.02,,,,15.56,0.0,23.88,9.03,0.0,14.69,1.39
2023,2Q23,2,ops_cash,298.0,1118.0,26.65,25.05,12.0,2.589,25.68,,,,28.51,24.98,33.91,11.14,9.98,12.0,2.47
2023,3Q23,3,ops_cash,299.0,1118.0,26.74,34.25,8.8,2.641,25.26,,,,30.65,26.74,37.47,8.83,8.38,9.3,2.68
2023,4Q23,4,ops_cash,254.0,1118.0,22.72,22.37,11.45,2.571,22.04,,,,25.28,22.72,28.62,11.02,10.69,11.45,2.48
2023,1Q23,1,pd_cash,271.0,1028.0,26.36,18.33,14.91,2.238,27.02,,,,17.21,0.0,26.36,9.93,0.0,14.91,1.53
2023,2Q23,2,pd_cash,260.0,1028.0,25.29,25.05,10.47,2.259,25.68,,,,27.29,24.76,31.82,10.45,10.19,10.69,2.32
2023,3Q23,3,pd_cash,244.0,1028.0,23.74,34.25,7.18,2.155,25.26,,,,27.35,23.74,33.41,7.73,7.18,8.13,2.35
2023,4Q23,4,pd_cash,253.0,1028.0,24.61,22.37,11.41,2.561,22.04,,,,28.15,24.61,34.77,11.94,11.41,12.34,2.69
2023,1Q23,1,sm_cash,422.0,1633.0,25.84,18.33,23.21,3.485,27.02,,,,15.89,0.0,25.84,15.35,0.0,23.21,2.37
2023,2Q23,2,sm_cash,450.0,1633.0,27.56,25.05,18.12,3.91,25.68,,,,29.87,26.89,35.16,19.31,18.12,20.64,4.29
2023,3Q23,3,sm_cash,370.0,1633.0,22.66,34.25,10.89,3.269,25.26,,,,26.23,22.66,31.42,12.6,10.89,14.29,3.83
2023,4Q23,4,sm_cash,391.0,1633.0,23.94,22.37,17.63,3.957,22.04,,,,28.0,23.94,33.42,20.21,17.63,22.79,4.55
2023,1Q23,1,ga_cash,195.0,1797.0,10.85,18.33,10.73,1.61,27.02,,,,10.82,0.0,21.61,6.97,0.0,10.73,1.07
2023,2Q23,2,ga_cash,217.0,1797.0,12.08,25.05,8.74,1.885,25.68,,,,23.06,12.08,34.92,8.4,7.66,8.81,1.86
2023,3Q23,3,ga_cash,243.0,1797.0,13.52,34.25,7.15,2.147,25.26,,,,25.54,13.52,38.67,6.9,6.37,7.18,2.09
2023,4Q23,4,ga_cash,1142.0,1797.0,63.55,22.37,51.49,11.559,22.04,,,,40.59,26.41,63.55,23.7,7.38,51.49,5.33
2023,1Q23,1,total_cash_costs,1583.0,7279.0,21.75,18.33,87.07,13.072,27.02,,,,17.69,8.17,23.15,64.02,22.41,87.07,9.93
2023,2Q23,2,total_cash_costs,1657.0,7279.0,22.76,25.05,66.71,14.396,25.68,,,,26.66,22.76,31.81,67.09,66.54,68.01,14.89
2023,3Q23,3,total_cash_costs,1615.0,7279.0,22.19,34.25,47.54,14.267,25.26,,,,26.38,22.19,31.4,49.18,47.54,50.57,14.93
2023,4Q23,4,total_cash_costs,2424.0,7279.0,33.3,22.37,109.29,24.534,22.04,,,,29.27,25.89,33.3,84.21,67.82,109.29,18.97
2023,1Q23,1,sbc,240.0,1120.0,21.43,18.33,13.2,1.982,27.02,,,,21.63,20.97,22.49,14.24,13.2,15.76,2.24
2023,2Q23,2,sbc,304.0,1120.0,27.14,25.05,12.24,2.641,25.68,,,,26.97,26.63,27.15,13.28,12.24,13.9,2.95
2023,3Q23,3,sbc,286.0,1120.0,25.54,34.25,8.42,2.527,25.26,,,,25.44,25.06,25.73,9.29,8.42,9.74,2.82
2023,4Q23,4,sbc,290.0,1120.0,25.89,22.37,13.07,2.935,22.04,,,,25.95,25.82,26.15,14.23,13.07,14.84,3.21
2023,1Q23,1,da,11.0,44.0,25.0,18.33,0.61,0.091,27.02,,,,24.67,21.54,27.47,0.79,0.61,1.1,0.12
2023,2Q23,2,da,9.0,44.0,20.45,25.05,0.36,0.078,25.68,,,,21.69,20.45,23.08,0.52,0.36,0.68,0.12
2023,3Q23,3,da,8.0,44.0,18.18,34.25,0.24,0.071,25.26,,,,21.81,18.18,24.18,0.39,0.24,0.54,0.12
2023,4Q23,4,da,16.0,44.0,36.36,22.37,0.72,0.162,22.04,,,,31.83,25.27,36.36,0.81,0.72,0.89,0.18
2023,1Q23,1,nights,121.1,448.2,27.02,18.33,6.66,,27.02,,,,26.95,26.85,27.02,6.38,6.19,6.66,
2023,2Q23,2,nights,115.1,448.2,25.68,25.05,4.63,,25.68,,,,25.45,25.22,25.68,4.51,4.34,4.63,
2023,3Q23,3,nights,113.2,448.2,25.26,34.25,3.33,,25.26,,,,25.1,24.98,25.26,3.29,3.26,3.33,
2023,4Q23,4,nights,98.8,448.2,22.04,22.37,4.45,,22.04,,,,22.5,22.04,22.87,4.44,4.39,4.48,
2023,1Q23,1,gbv,20.4,73.3,27.83,18.33,1.12,,27.02,,,,27.55,26.83,28.0,1.09,1.07,1.12,
2023,2Q23,2,gbv,19.1,73.3,26.06,25.05,0.77,,25.68,,,,25.91,25.74,26.06,0.77,0.76,0.77,
2023,3Q23,3,gbv,18.3,73.3,24.97,34.25,0.54,,25.26,,,,24.87,24.57,25.08,0.55,0.54,0.56,
2023,4Q23,4,gbv,15.5,73.3,21.15,22.37,0.7,,22.04,,,,21.67,21.15,22.34,0.71,0.7,0.73,
2023,1Q23,1,fcf,1581.0,3837.0,41.2,18.33,86.96,13.055,27.02,,,,40.79,38.61,42.57,84.82,78.39,89.12,13.3
2023,2Q23,2,fcf,900.0,3837.0,23.46,25.05,36.23,7.819,25.68,,,,22.52,20.85,23.46,35.08,31.07,37.95,7.77
2023,3Q23,3,fcf,1310.0,3837.0,34.14,34.25,38.56,11.572,25.26,,,,29.11,23.95,34.14,33.43,28.78,38.56,10.14
2023,4Q23,4,fcf,46.0,3837.0,1.2,22.37,2.07,0.466,22.04,,,,7.57,1.2,11.29,13.1,2.07,18.75,2.96
2023,1Q23,1,cfo,1587.0,3884.0,40.86,18.33,87.29,13.105,27.02,,,,40.64,38.51,42.56,85.27,78.74,89.78,13.37
2023,2Q23,2,cfo,909.0,3884.0,23.4,25.05,36.59,7.897,25.68,,,,22.55,20.99,23.4,35.44,31.49,38.25,7.85
2023,3Q23,3,cfo,1325.0,3884.0,34.11,34.25,39.01,11.705,25.26,,,,29.05,23.86,34.11,33.67,28.89,39.01,10.21
2023,4Q23,4,cfo,63.0,3884.0,1.62,22.37,2.84,0.638,22.04,,,,7.75,1.62,11.32,13.52,2.84,18.93,3.05
2023,1Q23,1,interest_income,146.0,721.0,20.25,18.33,8.03,1.206,27.02,,,,23.16,20.25,24.69,8.36,7.61,9.43,1.31
2023,2Q23,2,interest_income,191.0,721.0,26.49,25.05,7.69,1.659,25.68,,,,27.02,26.49,27.63,7.35,6.14,8.22,1.63
2023,3Q23,3,interest_income,192.0,721.0,26.63,34.25,5.65,1.696,25.26,,,,25.82,25.31,26.63,5.2,4.4,5.65,1.58
2023,4Q23,4,interest_income,192.0,721.0,26.63,22.37,8.66,1.943,22.04,,,,23.99,22.37,26.63,7.29,5.83,8.66,1.64
2023,1Q23,1,tax_provision,13.0,-2690.0,-0.48,18.33,0.72,0.107,27.02,,,,2.27,-0.48,4.25,0.97,0.72,1.35,0.15
2023,2Q23,2,tax_provision,26.0,-2690.0,-0.97,25.05,1.05,0.226,25.68,,,,13.12,-0.97,21.88,3.36,1.05,4.59,0.75
2023,3Q23,3,tax_provision,-2695.0,-2690.0,100.19,34.25,-79.33,-23.807,25.26,,,,73.56,53.73,100.19,-19.76,-79.33,10.21,-5.9
2023,4Q23,4,tax_provision,-34.0,-2690.0,1.26,22.37,-1.53,-0.344,22.04,,,,11.05,1.26,23.57,2.28,-1.53,6.49,0.51
2024,1Q24,1,revenue,2142.0,11102.0,19.29,19.29,100.0,16.154,26.98,,,,18.73,18.33,19.29,100.0,100.0,100.0,15.68
2024,2Q24,2,revenue,2748.0,11102.0,24.75,24.75,100.0,21.966,25.45,,,,25.03,24.75,25.29,100.0,100.0,100.0,22.19
2024,3Q24,3,revenue,3732.0,11102.0,33.62,33.62,100.0,30.391,24.98,,,,33.77,33.45,34.25,100.0,100.0,100.0,30.35
2024,4Q24,4,revenue,2480.0,11102.0,22.34,22.34,100.0,22.342,22.58,,,,22.47,22.34,22.69,100.0,100.0,100.0,22.53
2024,1Q24,1,adj_ebitda,424.0,4041.0,10.49,19.29,19.79,3.198,26.98,19.79,-26.38,46.17,9.12,7.17,10.49,17.52,14.41,19.79,2.76
2024,2Q24,2,adj_ebitda,894.0,4041.0,22.12,24.75,32.53,7.146,25.45,32.53,47.09,-14.56,22.94,22.12,24.27,33.06,32.53,33.69,7.34
2024,3Q24,3,adj_ebitda,1958.0,4041.0,48.45,33.62,52.47,15.945,24.98,52.47,62.54,-10.07,48.8,47.73,50.21,52.18,50.09,53.99,15.83
2024,4Q24,4,adj_ebitda,765.0,4041.0,18.93,22.34,30.85,6.892,22.58,30.85,39.44,-8.59,19.14,18.29,20.2,30.8,28.29,33.27,6.94
2024,1Q24,1,cor_gaap,480.0,1878.0,25.56,19.29,22.41,3.62,26.98,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2024,2Q24,2,cor_gaap,506.0,1878.0,26.94,24.75,18.41,4.045,25.45,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2024,3Q24,3,cor_gaap,465.0,1878.0,24.76,33.62,12.46,3.787,24.98,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2024,4Q24,4,cor_gaap,427.0,1878.0,22.74,22.34,17.22,3.847,22.58,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2024,1Q24,1,ops_gaap,285.0,1282.0,22.23,19.29,13.31,2.149,26.98,,,,22.95,22.23,23.78,14.05,13.31,15.51,2.2
2024,2Q24,2,ops_gaap,338.0,1282.0,26.37,24.75,12.3,2.702,25.45,,,,26.04,25.02,26.73,11.93,10.72,12.76,2.64
2024,3Q24,3,ops_gaap,369.0,1282.0,28.78,33.62,9.89,3.005,24.98,,,,27.64,26.64,28.78,9.37,8.91,9.89,2.84
2024,4Q24,4,ops_gaap,290.0,1282.0,22.62,22.34,11.69,2.613,22.58,,,,23.37,22.62,24.64,11.89,11.69,12.22,2.68
2024,1Q24,1,pd_gaap,475.0,2056.0,23.1,19.29,22.18,3.582,26.98,,,,23.87,23.1,24.39,23.43,22.18,25.0,3.67
2024,2Q24,2,pd_gaap,519.0,2056.0,25.24,24.75,18.89,4.149,25.45,,,,25.78,25.24,26.19,18.92,18.16,19.7,4.2
2024,3Q24,3,pd_gaap,524.0,2056.0,25.49,33.62,14.04,4.267,24.98,,,,24.92,24.33,25.49,13.57,12.33,14.33,4.12
2024,4Q24,4,pd_gaap,538.0,2056.0,26.17,22.34,21.69,4.847,22.58,,,,25.43,25.02,26.17,20.79,19.48,21.69,4.68
2024,1Q24,1,sm_gaap,514.0,2148.0,23.93,19.29,24.0,3.876,26.98,,,,23.73,21.75,25.52,24.51,24.0,24.78,3.84
2024,2Q24,2,sm_gaap,573.0,2148.0,26.68,24.75,20.85,4.58,25.45,,,,26.98,26.68,27.57,20.91,19.57,22.32,4.65
2024,3Q24,3,sm_gaap,514.0,2148.0,23.93,33.62,13.77,4.186,24.98,,,,23.83,22.86,24.69,13.74,11.86,15.6,4.18
2024,4Q24,4,sm_gaap,547.0,2148.0,25.47,22.34,22.06,4.928,22.58,,,,25.46,24.05,26.85,22.07,19.12,25.02,4.97
2024,1Q24,1,ga_gaap,287.0,1185.0,24.22,19.29,13.4,2.164,26.98,,,,19.38,12.0,24.22,13.24,12.94,13.4,2.08
2024,2Q24,2,ga_gaap,315.0,1185.0,26.58,24.75,11.46,2.518,25.45,,,,21.01,13.58,26.58,10.82,9.92,11.46,2.4
2024,3Q24,3,ga_gaap,335.0,1185.0,28.27,33.62,8.98,2.728,24.98,,,,22.62,15.01,28.27,8.66,8.06,8.98,2.63
2024,4Q24,4,ga_gaap,248.0,1185.0,20.93,22.34,10.0,2.234,22.58,,,,36.99,20.93,59.41,26.34,10.0,54.24,5.93
2024,1Q24,1,cor_cash,480.0,1878.0,25.56,19.29,22.41,3.62,26.98,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2024,2Q24,2,cor_cash,506.0,1878.0,26.94,24.75,18.41,4.045,25.45,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2024,3Q24,3,cor_cash,465.0,1878.0,24.76,33.62,12.46,3.787,24.98,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2024,4Q24,4,cor_cash,427.0,1878.0,22.74,22.34,17.22,3.847,22.58,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2024,1Q24,1,ops_cash,0.0,926.0,0.0,19.29,0.0,0.0,26.98,,,,15.56,0.0,23.88,9.03,0.0,14.69,1.39
2024,2Q24,2,ops_cash,314.0,926.0,33.91,24.75,11.43,2.51,25.45,,,,28.51,24.98,33.91,11.14,9.98,12.0,2.47
2024,3Q24,3,ops_cash,347.0,926.0,37.47,33.62,9.3,2.826,24.98,,,,30.65,26.74,37.47,8.83,8.38,9.3,2.68
2024,4Q24,4,ops_cash,265.0,926.0,28.62,22.34,10.69,2.387,22.58,,,,25.28,22.72,28.62,11.02,10.69,11.45,2.48
2024,1Q24,1,pd_cash,0.0,880.0,0.0,19.29,0.0,0.0,26.98,,,,17.21,0.0,26.36,9.93,0.0,14.91,1.53
2024,2Q24,2,pd_cash,280.0,880.0,31.82,24.75,10.19,2.238,25.45,,,,27.29,24.76,31.82,10.45,10.19,10.69,2.32
2024,3Q24,3,pd_cash,294.0,880.0,33.41,33.62,7.88,2.394,24.98,,,,27.35,23.74,33.41,7.73,7.18,8.13,2.35
2024,4Q24,4,pd_cash,306.0,880.0,34.77,22.34,12.34,2.757,22.58,,,,28.15,24.61,34.77,11.94,11.41,12.34,2.69
2024,1Q24,1,sm_cash,0.0,1499.0,0.0,19.29,0.0,0.0,26.98,,,,15.89,0.0,25.84,15.35,0.0,23.21,2.37
2024,2Q24,2,sm_cash,527.0,1499.0,35.16,24.75,19.18,4.213,25.45,,,,29.87,26.89,35.16,19.31,18.12,20.64,4.29
2024,3Q24,3,sm_cash,471.0,1499.0,31.42,33.62,12.62,3.836,24.98,,,,26.23,22.66,31.42,12.6,10.89,14.29,3.83
2024,4Q24,4,sm_cash,501.0,1499.0,33.42,22.34,20.2,4.514,22.58,,,,28.0,23.94,33.42,20.21,17.63,22.79,4.55
2024,1Q24,1,ga_cash,0.0,693.0,0.0,19.29,0.0,0.0,26.98,,,,10.82,0.0,21.61,6.97,0.0,10.73,1.07
2024,2Q24,2,ga_cash,242.0,693.0,34.92,24.75,8.81,1.934,25.45,,,,23.06,12.08,34.92,8.4,7.66,8.81,1.86
2024,3Q24,3,ga_cash,268.0,693.0,38.67,33.62,7.18,2.182,24.98,,,,25.54,13.52,38.67,6.9,6.37,7.18,2.09
2024,4Q24,4,ga_cash,183.0,693.0,26.41,22.34,7.38,1.649,22.58,,,,40.59,26.41,63.55,23.7,7.38,51.49,5.33
2024,1Q24,1,total_cash_costs,480.0,5876.0,8.17,19.29,22.41,3.62,26.98,,,,17.69,8.17,23.15,64.02,22.41,87.07,9.93
2024,2Q24,2,total_cash_costs,1869.0,5876.0,31.81,24.75,68.01,14.94,25.45,,,,26.66,22.76,31.81,67.09,66.54,68.01,14.89
2024,3Q24,3,total_cash_costs,1845.0,5876.0,31.4,33.62,49.44,15.024,24.98,,,,26.38,22.19,31.4,49.18,47.54,50.57,14.93
2024,4Q24,4,total_cash_costs,1682.0,5876.0,28.62,22.34,67.82,15.153,22.58,,,,29.27,25.89,33.3,84.21,67.82,109.29,18.97
2024,1Q24,1,sbc,295.0,1407.0,20.97,19.29,13.77,2.225,26.98,,,,21.63,20.97,22.49,14.24,13.2,15.76,2.24
2024,2Q24,2,sbc,382.0,1407.0,27.15,24.75,13.9,3.054,25.45,,,,26.97,26.63,27.15,13.28,12.24,13.9,2.95
2024,3Q24,3,sbc,362.0,1407.0,25.73,33.62,9.7,2.948,24.98,,,,25.44,25.06,25.73,9.29,8.42,9.74,2.82
2024,4Q24,4,sbc,368.0,1407.0,26.15,22.34,14.84,3.315,22.58,,,,25.95,25.82,26.15,14.23,13.07,14.84,3.21
2024,1Q24,1,da,14.0,65.0,21.54,19.29,0.65,0.106,26.98,,,,24.67,21.54,27.47,0.79,0.61,1.1,0.12
2024,2Q24,2,da,14.0,65.0,21.54,24.75,0.51,0.112,25.45,,,,21.69,20.45,23.08,0.52,0.36,0.68,0.12
2024,3Q24,3,da,15.0,65.0,23.08,33.62,0.4,0.122,24.98,,,,21.81,18.18,24.18,0.39,0.24,0.54,0.12
2024,4Q24,4,da,22.0,65.0,33.85,22.34,0.89,0.198,22.58,,,,31.83,25.27,36.36,0.81,0.72,0.89,0.18
2024,1Q24,1,nights,132.6,491.5,26.98,19.29,6.19,,26.98,,,,26.95,26.85,27.02,6.38,6.19,6.66,
2024,2Q24,2,nights,125.1,491.5,25.45,24.75,4.55,,25.45,,,,25.45,25.22,25.68,4.51,4.34,4.63,
2024,3Q24,3,nights,122.8,491.5,24.98,33.62,3.29,,24.98,,,,25.1,24.98,25.26,3.29,3.26,3.33,
2024,4Q24,4,nights,111.0,491.5,22.58,22.34,4.48,,22.58,,,,22.5,22.04,22.87,4.44,4.39,4.48,
2024,1Q24,1,gbv,22.9,81.8,28.0,19.29,1.07,,26.98,,,,27.55,26.83,28.0,1.09,1.07,1.12,
2024,2Q24,2,gbv,21.2,81.8,25.92,24.75,0.77,,25.45,,,,25.91,25.74,26.06,0.77,0.76,0.77,
2024,3Q24,3,gbv,20.1,81.8,24.57,33.62,0.54,,24.98,,,,24.87,24.57,25.08,0.55,0.54,0.56,
2024,4Q24,4,gbv,17.6,81.8,21.52,22.34,0.71,,22.58,,,,21.67,21.15,22.34,0.71,0.7,0.73,
2024,1Q24,1,fcf,1909.0,4484.0,42.57,19.29,89.12,14.397,26.98,,,,40.79,38.61,42.57,84.82,78.39,89.12,13.3
2024,2Q24,2,fcf,1043.0,4484.0,23.26,24.75,37.95,8.337,25.45,,,,22.52,20.85,23.46,35.08,31.07,37.95,7.77
2024,3Q24,3,fcf,1074.0,4484.0,23.95,33.62,28.78,8.746,24.98,,,,29.11,23.95,34.14,33.43,28.78,38.56,10.14
2024,4Q24,4,fcf,458.0,4484.0,10.21,22.34,18.47,4.126,22.58,,,,7.57,1.2,11.29,13.1,2.07,18.75,2.96
2024,1Q24,1,cfo,1923.0,4518.0,42.56,19.29,89.78,14.502,26.98,,,,40.64,38.51,42.56,85.27,78.74,89.78,13.37
2024,2Q24,2,cfo,1051.0,4518.0,23.26,24.75,38.25,8.401,25.45,,,,22.55,20.99,23.4,35.44,31.49,38.25,7.85
2024,3Q24,3,cfo,1078.0,4518.0,23.86,33.62,28.89,8.779,24.98,,,,29.05,23.86,34.11,33.67,28.89,39.01,10.21
2024,4Q24,4,cfo,466.0,4518.0,10.31,22.34,18.79,4.198,22.58,,,,7.75,1.62,11.32,13.52,2.84,18.93,3.05
2024,1Q24,1,interest_income,202.0,818.0,24.69,19.29,9.43,1.523,26.98,,,,23.16,20.25,24.69,8.36,7.61,9.43,1.31
2024,2Q24,2,interest_income,226.0,818.0,27.63,24.75,8.22,1.807,25.45,,,,27.02,26.49,27.63,7.35,6.14,8.22,1.63
2024,3Q24,3,interest_income,207.0,818.0,25.31,33.62,5.55,1.686,24.98,,,,25.82,25.31,26.63,5.2,4.4,5.65,1.58
