model,target,window,fx_estimator,fx_estimator_source,n,rmse_pp,bias_pp,mae_pp,rmse_naive_pp,rmse_prior_year_pp,rmse_ar1_pp,ratio_vs_naive,ratio_vs_prior_year,ratio_vs_ar1,sign_accuracy_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,jackknife_n,knowable_before_print,scoring,residual_rule,mix_variant,v3_pre_registered_rule,v2_pre_registered_rule
v2_trailing4q_blend,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.1832159566199232,-0.6,1.0,0.9082951062292475,1.746424919657298,1.2649110640673518,1.3026778945578592,0.6775074858941582,0.9354143466934853,0.2857142857142857,1.174440439029407,1.4719601443879744,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.2018504251546631,-0.5555555555555556,1.0,0.816496580927726,1.8104634152000358,1.1547005383792515,1.4719601443879744,0.663835797544615,1.0408329997330665,0.16666666666666666,1.3416407864998736,1.6124515496597098,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4107441970999375,-0.707316245285728,1.2475423979440277,1.19884558755992,4.0710384766601555,2.6820387327036515,1.1767522120770424,0.3465317768888541,0.5259969514600652,0.4,1.0612209423313939,1.3313422488466802,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.3751651646835505,-0.5972705450547873,1.1975218257862315,1.0329163412900277,4.214249424169417,2.8270416667211404,1.3313422488466802,0.3263131880132085,0.48643257751432245,0.3333333333333333,1.2156995016384748,1.4905725051662158,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,1.0158229142209858,-0.5698162452857279,0.8756423979440278,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.0709400143226986,0.249524272503157,0.3787502774790195,0.5,0.9007023244298314,1.1891095244337788,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.034435655466795,-0.540937211721454,0.8807440480084536,0.8984669423654158,4.214249424169417,2.8270416667211404,1.151334130049806,0.2454614217977075,0.3659074670330396,0.4444444444444444,0.9616361815552916,1.331889524712486,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.1961576260484157,-0.6385662452857279,1.0615923979440276,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1466483621789103,0.2938212529569932,0.4459881997463247,0.4,0.9993602836758436,1.2749652703758785,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,trailing 4q (H rule),False,False
v2_trailing4q_blend,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.1884127299128724,-0.5691038783881205,1.0391329368973425,0.932113805392135,4.214249424169417,2.8270416667211404,1.2749652703758785,0.2819986693471746,0.42037326294211197,0.3333333333333333,1.1114715824020638,1.4596652331131998,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,trailing 4q (H rule),False,False
h_route_a,t1_exfx_integer_fair,1Q24-2Q26,none,none,9,1.1547005383792515,-0.4444444444444444,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.414213562373095,0.6377928041432807,1.0,0.3333333333333333,1.2649110640673518,1.5491933384829666,0,10,yes,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,,,False,False
h_route_a,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.1547005383792515,-0.4444444444444444,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.414213562373095,0.6377928041432807,1.0,0.3333333333333333,1.2649110640673518,1.5491933384829666,0,9,yes,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,,,False,False
h_route_a,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,9,1.490616436646629,-0.6890489694264006,1.1910701349500483,1.0329163412900277,4.214249424169417,2.8270416667211404,1.4431143908372788,0.35370864099730254,0.5272707700751633,0.4444444444444444,1.298746333376729,1.6349927866891232,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,,,False,False
h_route_a,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.490616436646629,-0.6890489694264006,1.1910701349500483,1.0329163412900277,4.214249424169417,2.8270416667211404,1.4431143908372788,0.35370864099730254,0.5272707700751633,0.4444444444444444,1.298746333376729,1.6349927866891232,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,,,False,False
h_route_a,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,9,1.1055088383368652,-0.6327156360930672,0.8898479127278262,0.8984669423654158,4.214249424169417,2.8270416667211404,1.230439080403298,0.262326390079474,0.39104794646308005,0.5555555555555556,0.9787934675740444,1.4738927384418439,1,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,,,False,False
h_route_a,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.1055088383368652,-0.6327156360930672,0.8898479127278262,0.8984669423654158,4.214249424169417,2.8270416667211404,1.230439080403298,0.262326390079474,0.39104794646308005,0.5555555555555556,0.9787934675740444,1.4738927384418439,1,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,,,False,False
h_route_a,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,9,1.2860016389219329,-0.6608823027597338,1.0404590238389373,0.932113805392135,4.214249424169417,2.8270416667211404,1.379661615869877,0.30515555902944447,0.45489306155627457,0.4444444444444444,1.1713390780189774,1.602003413092152,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,,,False,False
h_route_a,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.2860016389219329,-0.6608823027597338,1.0404590238389373,0.932113805392135,4.214249424169417,2.8270416667211404,1.379661615869877,0.30515555902944447,0.45489306155627457,0.4444444444444444,1.1713390780189774,1.602003413092152,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,,,False,False
