Date,ABNB,BKNG,DASH,EXPE,H,HLT,IVE,IVW,IWM,JETS,MAR,MTUM,QQQ,SPY,TRIP,UBER,UUP,XLY,^TNX,^VIX
2023-09-22,132.2,119.9535,76.18,99.4907,101.6821,146.5076,148.0122,67.7639,170.53,17.0305,188.9801,137.0192,352.2771,416.1287,16.07,44.41,25.6819,78.6607,4.438,17.2
2023-09-25,134.14,121.3389,75.47,99.3132,102.0674,146.726,148.3718,68.0983,171.2925,16.9611,187.5896,137.4779,353.9503,417.8786,15.9,44.91,25.7776,79.1446,4.542,16.9
2023-09-26,132.28,119.8768,74.58,98.031,101.2079,146.2595,146.1357,67.1247,169.0902,16.7131,186.452,135.9795,348.6353,411.7394,15.67,44.27,25.8558,77.7027,4.558,18.94
2023-09-27,134.03,120.7416,78.15,98.8792,102.2551,148.2647,145.8979,67.2332,170.6709,16.7627,188.5133,136.2437,349.4522,411.9038,16.07,45.14,25.9776,77.4045,4.626,18.22
2023-09-28,136.47,121.6099,77.8,101.1774,106.8196,152.543,146.6781,67.6869,172.2128,16.971,194.0264,137.3496,352.3755,414.2918,16.59,46.14,25.8384,78.2696,4.597,17.34
2023-09-29,137.21,120.7921,79.47,101.6607,104.8041,149.0786,146.3831,67.4896,171.3983,16.8916,191.1191,136.7233,352.6315,413.2863,16.58,45.99,25.8558,78.6851,4.573,17.52
2023-10-02,136.56,121.1764,79.44,100.6546,103.1838,148.1257,145.4982,67.7954,168.809,16.6536,188.3869,136.782,355.5743,413.122,16.5,45.68,26.0559,78.7486,4.683,17.61
2023-10-03,127.73,117.9266,77.25,97.4194,100.8226,145.6937,143.4524,66.8978,165.9675,16.2568,185.1199,134.6191,349.3342,407.5919,15.77,44.51,26.082,76.8326,4.802,19.78
2023-10-04,127.41,119.3241,77.93,98.8102,102.9072,149.8926,144.3944,67.46,166.0451,16.5842,189.4273,135.7152,354.0881,410.5599,16.01,44.94,26.0037,78.3478,4.735,18.58
2023-10-05,124.99,118.2388,73.81,98.534,103.085,148.7312,144.147,67.5094,166.1711,16.5544,189.3787,135.4999,353.0448,410.4053,15.88,44.61,25.9167,77.9568,4.717,18.49
2023-10-06,126.36,119.4404,74.51,99.1061,103.1641,150.2798,145.6885,68.3478,167.7713,16.6338,190.5552,137.516,358.9602,415.2779,15.97,45.78,25.8645,78.5043,4.784,17.45
2023-10-09,127.77,117.8847,76.08,98.3071,103.2036,148.5823,146.5734,68.841,168.7411,16.2073,189.0481,138.3283,360.7909,417.9366,15.51,45.45,25.8558,78.5874,4.797,17.7
2023-10-10,131.59,119.8697,81.43,100.1023,109.3784,151.9475,147.544,69.0679,170.6515,16.485,192.9665,139.1896,362.789,420.1119,15.92,46.63,25.795,79.4476,4.655,17.03
2023-10-11,130.0,120.3221,80.8,102.1933,106.9875,152.5629,148.0769,69.3934,170.3606,16.4751,192.7818,139.6593,365.3777,421.8328,16.18,46.64,25.795,79.7311,4.595,16.09
2023-10-12,125.97,119.4232,80.1,101.2168,106.3552,151.878,146.7542,69.1468,166.5105,16.0981,192.3248,138.7296,364.1079,419.2611,15.75,45.95,26.0124,78.8611,4.712,16.69
2023-10-13,124.08,115.5487,75.37,97.8041,103.8359,148.8801,145.9644,68.8311,165.1238,15.7708,187.5896,137.8096,359.531,417.1728,15.74,43.48,26.0298,77.7027,4.629,19.32
2023-10-16,125.19,116.1907,76.42,98.3071,105.634,152.6721,147.6392,69.492,167.7907,16.0188,191.5859,139.4342,363.596,421.5621,16.29,44.71,25.9167,78.9588,4.712,17.21
2023-10-17,125.71,116.658,75.88,100.1614,106.049,153.6946,148.0293,69.3441,169.6623,16.0684,192.0428,139.2875,362.4051,421.5427,16.42,44.38,25.9254,79.1446,4.847,17.88
2023-10-18,122.17,111.6382,74.5,97.5575,104.1817,151.1633,145.9264,68.4859,166.1711,15.3642,189.0189,137.5258,357.6512,415.9257,15.8,43.0,26.0211,77.2872,4.904,19.22
2023-10-19,119.97,109.0907,73.37,94.352,102.6306,149.2077,144.8226,67.7856,163.5237,15.2451,186.9868,136.6156,354.3047,412.2712,15.51,42.72,25.9428,75.3125,4.988,21.4
2023-10-20,116.49,107.972,73.07,92.3695,99.2221,146.4878,143.167,66.8879,161.4095,15.0071,182.7669,135.1378,349.0192,407.2051,14.92,42.96,25.9515,74.1443,4.924,21.71
2023-10-23,120.39,110.4357,74.81,93.9279,100.7238,146.7756,142.7102,66.8386,160.0422,15.0666,183.4184,135.5489,350.0723,406.4993,14.87,43.04,25.8211,74.2322,4.838,20.37
2023-10-24,122.01,111.0557,76.36,95.9597,100.9708,148.5525,143.9377,67.3121,161.4387,15.017,184.8768,136.8799,353.4779,409.5641,15.25,44.19,25.9689,75.0241,4.84,18.97
2023-10-25,118.5,110.1764,72.28,94.6577,100.1409,149.6445,142.3867,66.158,158.7718,14.7492,183.2142,134.805,344.8262,403.686,14.7,42.35,26.0385,73.5089,4.953,20.19
2023-10-26,115.47,107.4257,71.03,93.7404,99.311,147.3812,141.2544,65.142,159.179,14.8781,181.289,132.6128,338.2514,398.8521,14.49,40.62,26.0994,72.3602,4.845,20.68
2023-10-27,114.09,107.5616,70.65,91.8073,98.0859,148.076,140.4837,64.8855,157.3074,14.6203,180.1416,132.4953,339.8754,397.0441,14.31,41.23,26.0646,73.1178,4.845,21.27
2023-10-30,116.95,109.2101,73.21,93.6517,100.2496,150.1706,142.4438,65.5563,158.1802,14.9079,182.8836,133.934,343.7042,401.7911,14.48,42.73,25.9602,73.7875,4.875,19.75
2023-10-31,118.29,109.2615,74.95,93.987,101.2079,150.4187,143.7188,65.8621,159.5476,14.7988,183.3406,134.5016,345.3479,404.3145,14.76,43.28,26.1168,74.3447,4.875,18.14
2023-11-01,119.47,108.3477,75.9,91.9947,102.7491,150.0217,144.9654,66.6315,160.4592,14.7194,183.574,136.5862,351.342,408.6264,14.29,43.83,26.1254,75.2636,4.789,16.87
2023-11-02,115.5,111.183,87.79,93.5432,100.9016,151.5008,147.6772,67.9237,164.7359,15.2055,180.5598,139.1015,357.72,416.4574,14.66,46.48,25.995,77.2285,4.669,15.66
2023-11-03,122.64,111.9715,92.49,111.1688,103.4012,155.66,149.5517,68.3675,169.2162,15.8105,186.0047,140.687,361.9228,420.2569,15.75,47.75,25.7515,78.3136,4.558,14.91
2023-11-06,118.17,116.3849,89.04,110.0641,102.6207,155.1736,149.3709,68.6931,167.1021,15.5427,185.8686,141.421,363.3992,421.2237,16.11,48.14,25.7776,78.4114,4.662,14.89
2023-11-07,121.08,117.9701,88.91,116.4358,105.4364,156.8909,149.4946,69.0284,166.5105,15.5725,189.1161,141.6265,366.8343,422.4225,17.88,49.92,25.8645,79.2863,4.571,14.81
2023-11-08,117.66,118.3006,87.31,114.9662,103.994,155.7593,149.3995,69.1665,164.7359,15.7212,187.2493,142.2235,367.0705,422.7319,17.46,49.5,25.8558,79.0761,4.523,14.45
2023-11-09,115.52,117.9058,84.53,112.1157,104.6263,157.0994,148.3813,68.555,162.1853,15.384,189.0092,141.4014,364.2457,419.4352,16.99,50.05,25.9689,77.6,4.63,15.29
2023-11-10,118.15,120.4114,87.47,117.0572,106.6911,160.6134,150.4366,69.7584,163.9988,15.5625,192.1303,143.8775,372.4348,425.9804,17.37,51.58,25.9515,78.8904,4.628,14.17
2023-11-13,119.15,122.1732,89.77,116.8599,106.2861,161.4771,150.1416,69.7682,164.057,15.5824,192.2373,144.3081,371.2733,425.5743,17.12,52.24,25.9167,79.2277,4.632,14.76
2023-11-14,126.68,124.2996,93.69,120.9532,109.3982,165.8051,153.5957,70.8829,173.0663,16.3263,196.7586,146.6766,379.2655,433.8307,17.81,53.88,25.508,81.8965,4.441,14.16
2023-11-15,128.35,122.2363,95.16,128.5479,111.1469,164.3558,154.2142,70.9125,173.3669,16.5643,195.6015,145.8642,379.551,434.7492,19.09,53.76,25.6036,81.9942,4.535,14.18
2023-11-16,126.28,122.5508,95.09,128.0449,112.2732,166.0945,154.3284,71.0308,170.5642,16.3064,198.042,146.4515,379.8758,435.281,18.78,54.42,25.621,81.1535,4.445,14.32
2023-11-17,127.15,122.8014,95.23,134.5152,113.9428,167.2073,154.6805,71.0308,172.9014,16.5842,200.0742,146.7843,379.9644,435.8223,19.09,54.44,25.4819,81.6961,4.441,13.8
2023-11-20,129.7,123.6901,95.75,133.0554,113.8243,168.0817,155.7557,71.6523,173.91,16.8024,201.2313,148.2621,384.5904,439.1772,19.19,54.75,25.4036,82.1164,4.422,13.41
2023-11-21,126.82,123.1853,94.6,133.6176,114.3486,168.7672,155.1562,71.5931,171.6698,16.5048,201.9623,147.7727,382.3561,438.22,19.04,54.85,25.4297,81.9062,4.418,13.35
2023-11-22,129.04,122.5958,95.35,135.0182,116.0007,169.9496,156.0982,71.7509,172.7462,16.6139,204.6527,148.0076,383.9211,439.9119,19.07,55.37,25.5167,82.1555,4.416,12.85
2023-11-24,128.37,122.0314,93.81,134.5546,115.5258,168.7275,156.241,71.6917,173.91,16.6734,203.6584,148.0859,383.3797,440.1826,18.92,55.32,25.4036,82.2337,4.472,12.46
2023-11-27,129.0,122.6271,93.95,134.0417,114.6652,167.6842,156.1553,71.5931,173.3281,16.4651,202.2742,147.6651,383.0451,439.3898,18.97,56.06,25.3514,82.3657,4.389,12.69
2023-11-28,127.56,123.0623,94.44,133.5683,112.9636,166.2932,156.2505,71.6227,172.659,16.5346,199.4961,147.1659,384.049,439.8249,18.59,56.21,25.2645,82.8398,4.336,12.69
2023-11-29,126.48,122.4505,94.96,133.8938,112.5877,165.5878,156.4122,71.4944,173.5705,16.6139,197.3712,147.0387,383.675,439.5155,17.91,56.4,25.2905,82.615,4.271,12.98
2023-11-30,126.34,122.4274,93.98,134.3179,113.5275,166.4423,157.4779,71.5931,174.23,16.723,197.5856,146.9115,382.7104,441.246,17.83,56.38,25.4732,82.4977,4.352,12.92
2023-12-01,135.02,123.7536,96.58,137.4051,116.8316,169.7409,158.8196,71.8495,179.3213,17.1793,203.9996,147.3029,383.8029,443.8564,18.1,57.35,25.3949,83.6268,4.226,12.63
2023-12-04,133.7,122.7713,98.36,137.9081,118.7508,170.4662,158.42,71.3268,181.2414,17.9133,204.3212,145.6685,380.24,441.5264,18.11,58.63,25.508,83.3091,4.288,13.08
2023-12-05,133.71,123.3012,96.235,136.5076,115.7434,166.3528,157.6778,71.6128,178.817,17.6356,197.5954,145.649,381.1946,441.4395,17.77,57.97,25.6036,83.4557,4.171,12.85
2023-12-06,135.31,123.3792,96.85,137.0993,116.8514,166.9788,157.2686,71.1886,178.497,17.9629,199.6131,144.269,378.9899,439.6606,17.65,59.75,25.6645,83.5779,4.121,12.97
2023-12-07,139.84,126.8365,98.97,141.6857,119.5224,169.3336,158.2201,71.8298,179.7868,18.3993,202.7811,146.3536,384.2852,443.0153,17.85,60.98,25.5254,84.2671,4.129,13.06
2023-12-08,140.68,128.2752,100.0,143.5105,121.3229,170.2278,158.9718,72.0961,181.1542,18.2902,204.1165,147.5867,385.9979,444.9199,17.91,61.7,25.621,84.6532,4.245,12.35
2023-12-11,142.91,131.0839,101.5,146.3116,126.3681,175.8712,160.0852,72.2441,181.5324,18.2902,211.0179,149.1429,389.2951,446.6505,18.4,62.46,25.6558,84.878,4.239,12.63
2023-12-12,140.55,133.2691,101.0,142.899,126.0318,177.4312,160.7988,72.5893,181.3481,18.4786,211.3981,150.4739,392.3956,448.6904,18.13,62.72,25.5862,85.142,4.206,12.07
2023-12-13,144.51,134.1198,100.43,142.9187,126.3582,176.9443,163.3203,73.4672,187.4868,18.5977,212.5678,151.4428,397.3858,454.8779,18.07,61.97,25.3688,86.2565,4.033,12.19
2023-12-14,147.26,134.7496,101.76,144.8223,128.9698,175.6228,164.5288,73.4179,192.7042,19.1035,214.5369,150.5326,397.0413,456.3378,19.25,62.5,25.134,87.4149,3.93,12.48
2023-12-15,146.6,136.2701,101.57,143.9938,129.2369,176.0898,164.034,73.4179,191.0847,19.0242,215.5603,151.2177,398.9606,455.5864,19.28,61.86,25.2992,87.5957,3.928,12.28
2023-12-18,147.5,135.9337,102.71,146.4399,129.9987,177.3417,164.4431,74.0295,191.1526,18.8456,216.5156,152.8913,401.4735,458.1491,19.93,61.73,25.2955,88.1392,3.954,12.56
2023-12-19,146.91,137.6868,101.46,149.4482,129.1282,178.5836,165.6611,74.3747,194.8571,19.0539,215.804,153.7819,403.5249,460.9351,21.58,62.12,25.1845,88.8297,3.922,12.53
2023-12-20,141.07,135.882,98.72,146.43,125.6954,176.527,163.0076,73.4281,191.0455,18.7465,211.2519,151.2403,397.5286,454.5478,21.18,60.68,25.2955,87.2089,3.877,13.67
2023-12-21,142.09,137.8537,100.56,152.4071,128.6335,180.3522,164.4605,74.1898,194.2965,19.1234,216.2427,153.2512,402.154,458.8577,21.44,61.46,25.129,88.5359,3.894,13.65
2023-12-22,140.8,138.4863,100.53,153.1863,129.0886,180.3423,165.1296,74.2392,196.1069,19.1829,217.003,153.3885,402.7556,459.7799,21.32,61.71,25.1198,87.8846,3.901,13.03
2023-12-26,138.72,139.6985,99.86,151.046,129.6821,180.0442,165.9804,74.4469,198.657,19.0738,217.8121,154.2419,405.2212,461.7214,21.47,61.98,25.0642,88.2568,3.886,12.99
2023-12-27,136.55,138.4447,100.69,151.1545,128.9501,180.3522,166.2958,74.5854,199.3578,19.0242,218.7771,154.6245,406.0461,462.5562,21.35,63.28,24.9347,88.5604,3.789,12.43
2023-12-28,137.0,139.0648,100.21,151.1841,129.2172,180.5708,166.5252,74.5459,198.5986,19.1134,218.4262,154.5362,405.8488,462.7309,21.33,63.14,25.018,88.1001,3.85,12.47
2023-12-29,136.14,138.9375,98.89,149.7145,129.0094,180.9185,166.2193,74.2887,195.3574,18.8754,219.8201,153.8986,404.0923,461.3913,21.53,61.57,25.0642,87.5565,3.866,12.45
2024-01-02,134.48,136.3266,96.46,146.7259,128.5841,178.9115,167.1848,73.0917,194.1991,18.5878,216.2427,151.0833,397.2542,458.8092,21.06,58.38,25.277,86.7437,3.946,13.2
2024-01-03,133.42,133.5342,93.77,143.0075,126.19,177.769,165.8466,72.4982,189.021,17.8637,213.5133,149.7983,393.0507,455.0623,20.41,58.25,25.3603,84.9907,3.907,14.04
2024-01-04,133.72,133.9522,93.9,142.8398,125.1711,177.6,165.7318,72.0828,188.6512,18.2307,214.4686,149.4158,391.0278,453.5964,21.14,57.8,25.3603,84.3933,3.991,14.13
2024-01-05,135.98,133.49,94.81,144.3193,126.9913,179.3388,166.1142,72.1916,188.0963,18.6175,216.808,149.7296,391.4916,454.2177,20.98,57.58,25.3603,84.5255,4.042,13.35
2024-01-08,140.08,135.6325,98.52,147.6333,128.4752,181.0278,167.2613,73.6952,191.4835,18.9845,222.4715,153.2708,399.5829,460.7021,21.36,59.01,25.314,85.9652,4.002,13.08
2024-01-09,139.53,136.6661,103.05,150.6416,127.1892,180.4814,166.2863,73.8238,189.7705,18.8556,220.7656,153.7907,400.3723,460.0032,19.95,60.3,25.3973,85.6469,4.019,12.76
2024-01-10,139.76,137.9164,105.59,149.7737,127.8025,181.3458,166.3627,74.6052,189.8775,18.9151,221.0483,155.2915,403.0858,462.6047,20.3,62.41,25.3511,86.3324,4.03,12.69
2024-01-11,139.45,139.1357,103.98,149.1325,127.4563,180.9782,165.7414,74.813,188.3884,18.9746,221.253,156.1842,403.9246,462.4009,19.84,63.47,25.3696,86.2198,3.977,12.44
2024-01-12,137.14,137.182,104.13,146.578,126.5264,180.9881,165.684,74.8822,188.0769,18.0125,219.8103,156.4981,404.1318,462.7212,19.55,63.2,25.3973,85.1817,3.95,12.7
2024-01-16,135.02,137.2329,104.02,146.6174,125.5767,181.2166,164.4892,74.8229,185.7506,17.7546,220.6292,156.8905,404.0923,461.0224,19.51,63.65,25.6194,85.0838,4.066,13.84
2024-01-17,134.98,136.6924,102.89,145.2859,126.3582,182.3394,163.5428,74.4469,184.4269,17.4173,221.9548,155.9978,401.813,458.4598,19.88,63.12,25.6379,84.3395,4.106,14.79
2024-01-18,137.04,138.2164,104.96,146.9232,128.1785,184.5153,163.973,75.5054,185.517,18.0621,226.8092,158.0381,407.5164,462.5367,20.27,64.88,25.6656,84.8193,4.144,14.13
2024-01-19,139.93,141.6514,106.33,146.5385,129.1776,186.1745,165.2443,76.7617,187.2982,17.9629,227.7742,161.442,415.5978,468.3029,21.04,65.11,25.6286,85.6371,4.146,13.3
2024-01-22,142.01,137.3237,104.66,143.6683,129.7118,187.2376,165.7127,76.8705,191.2986,17.953,231.3906,161.8736,416.1406,469.293,21.14,64.55,25.6379,85.26,4.094,13.19
2024-01-23,142.3,136.7206,105.69,146.4694,129.7711,186.1745,166.0951,77.1079,190.7438,18.3695,231.1177,162.0109,417.8673,470.6617,21.34,64.32,25.7026,85.0544,4.142,12.55
2024-01-24,141.19,136.9607,107.12,146.5385,129.3557,186.3633,165.3208,77.5629,189.1768,18.4985,231.8683,163.6098,420.1862,471.1761,21.19,63.76,25.6286,84.7312,4.178,13.14
2024-01-25,142.11,137.2153,107.52,150.2175,129.7316,190.5363,166.812,77.7607,190.7438,19.0639,236.4009,164.7183,420.6993,473.7388,21.56,66.0,25.7026,83.6833,4.132,13.45
2024-01-26,149.62,137.8557,108.24,149.8526,129.0391,191.3907,166.9171,77.5629,190.7536,18.9647,235.5041,163.963,418.1929,473.137,21.71,65.52,25.7026,84.0653,4.16,13.26
2024-01-29,152.7,139.1983,110.45,151.8745,129.7613,191.9273,167.5672,78.3938,194.0921,19.0341,236.0208,165.8365,422.4754,476.8839,22.14,66.98,25.7026,85.2943,4.091,13.6
2024-01-30,149.44,139.2481,105.47,149.6454,129.2963,192.9308,168.1311,78.0575,192.4374,18.7465,237.054,165.4736,419.6632,476.5151,22.06,66.84,25.6841,85.2453,4.059,13.31
2024-01-31,144.14,137.3806,104.2,146.3018,126.9913,189.7315,166.573,76.4056,187.7362,18.5977,233.6813,162.4916,411.4436,468.7396,21.6,65.27,25.7489,83.6931,3.967,14.35
2024-02-01,146.49,139.3773,107.3,149.4482,128.8116,192.4737,168.1598,77.5926,190.228,18.8952,237.5219,165.2676,416.2886,474.8746,21.98,66.73,25.6194,85.3041,3.863,13.88
2024-02-02,146.55,139.4925,109.5,148.9846,129.4843,193.7554,167.7201,79.2347,189.2254,18.9944,238.9353,169.5935,423.324,479.8738,21.85,68.07,25.8507,86.827,4.033,13.85
2024-02-05,144.78,141.984,108.12,149.6356,127.5157,192.424,166.3436,79.3237,186.8213,18.6373,238.0678,170.0154,422.7714,478.1265,21.73,68.99,25.9895,85.6028,4.164,13.67
2024-02-06,144.53,142.765,112.34,151.5983,128.0993,193.368,167.4524,79.2347,188.5051,19.2622,238.5844,169.2698,421.9229,479.5146,21.54,70.47,25.9154,86.1219,4.09,13.06
2024-02-07,147.55,145.2709,114.33,152.269,128.0993,194.7689,167.8921,80.2931,188.0671,19.292,241.6842,172.0066,426.2646,483.5139,21.68,70.65,25.8877,87.0865,4.11,12.83
2024-02-08,150.54,150.4137,118.3,157.2894,129.5931,193.2984,167.8826,80.392,190.919,19.4705,243.2828,172.7522,427.0539,483.7275,22.55,71.61,25.9154,87.4684,4.17,12.79
2024-02-09,147.595,147.2003,119.31,129.3172,129.0786,190.9238,167.7392,81.2427,194.0239,19.54,240.7874,175.0573,431.2574,486.5231,21.71,70.91,25.8969,88.0903,4.187,12.93
2024-02-12,153.8,148.4557,118.44,131.7732,131.3342,192.3247,168.8289,80.7382,197.5474,19.6987,242.5615,174.0273,429.5701,486.3096,22.37,69.12,25.9247,88.0168,4.172,13.93
2024-02-13,150.82,146.7863,116.39,132.9962,125.1513,188.8869,166.5826,79.6402,189.4201,19.5102,229.0122,171.9576,422.8702,479.6116,25.46,68.99,26.1282,86.2638,4.316,15.85
2024-02-14,148.2,146.4221,120.01,132.9765,127.6838,191.4603,167.5672,80.5899,193.8196,19.8673,229.4508,175.4006,427.4782,483.9702,25.32,79.15,26.082,87.1746,4.267,14.38
2024-02-15,157.69,146.9058,126.27,136.6358,132.8873,194.8981,169.7752,80.7086,198.9879,20.0656,234.4221,175.7342,428.7512,487.3095,27.66,81.39,25.9802,88.1833,4.24,14.01
2024-02-16,152.51,145.5811,116.01,133.4006,131.4034,196.299,169.2113,80.1447,196.2821,19.8276,235.5334,173.9979,424.8633,484.8827,26.75,78.41,25.9895,87.6594,4.295,14.24
2024-02-20,148.15,144.9552,115.48,134.1305,130.8593,195.822,169.2877,79.3731,193.5762,19.9169,236.8103,171.8104,421.6564,482.2132,26.92,76.6,25.9524,86.8319,4.275,15.42
2024-02-21,149.24,146.5325,114.69,132.799,132.1157,197.7595,170.0238,79.1852,192.6613,19.8772,237.7188,170.2606,419.9691,482.65,26.52,76.44,25.9247,87.4733,4.325,15.34
2024-02-22,155.26,152.8331,121.41,137.198,134.0843,201.2993,171.1708,81.7769,194.1213,20.1351,243.5409,176.9505,432.2639,492.6387,27.0,78.03,25.9247,89.1724,4.327,14.54
2024-02-23,152.66,137.3214,121.76,134.4363,148.5572,203.3774,171.773,81.6681,194.5592,19.9764,245.6606,176.6268,430.9911,492.9784,27.32,78.2,25.9432,88.7709,4.26,13.75
2024-02-26,149.27,137.0782,119.89,133.1047,149.4871,201.8561,170.798,81.4702,195.7857,19.9665,243.453,177.0977,430.7641,491.1729,27.06,78.36,25.8969,89.0451,4.299,13.74
2024-02-27,152.06,136.231,123.7,134.3771,149.9922,202.4328,171.2377,81.5296,198.5596,20.0458,243.2673,177.2056,431.8002,492.0853,27.21,78.75,25.9154,89.3389,4.315,13.43
2024-02-28,153.43,136.9168,122.44,133.6768,150.7546,202.8007,171.3907,81.2922,196.9245,19.9466,243.2283,176.8328,429.5011,491.435,26.81,77.73,25.9339,89.6915,4.274,13.84
2024-02-29,157.47,135.8671,124.57,134.9491,152.0915,203.1586,171.4863,81.9154,198.2969,19.9962,244.0879,178.7358,433.1816,493.2017,26.82,79.5,25.9895,90.2987,4.252,13.4
2024-03-01,159.72,137.0774,127.43,134.9689,156.3099,203.7155,172.2223,82.9441,200.3993,19.9367,244.2149,182.9244,439.704,497.832,27.16,81.03,25.9432,90.5974,4.18,13.11
2024-03-04,158.09,135.5761,132.4,133.6669,155.9831,201.2595,172.5855,82.588,200.2143,19.8772,241.6946,184.1506,438.135,497.2981,27.03,81.3,25.9432,89.3732,4.219,13.49
2024-03-05,159.33,134.356,130.9,132.1973,156.2901,202.6515,172.2032,81.2427,198.2969,19.8772,242.144,180.8056,430.2707,492.328,26.66,79.09,25.9154,88.2617,4.137,14.46
2024-03-06,163.87,134.2691,132.13,130.6882,155.8049,202.4527,173.2738,81.6186,199.7763,20.1351,241.382,182.5811,432.9745,494.8228,26.77,78.64,25.8229,87.9483,4.104,14.5
2024-03-07,163.54,136.5654,133.2,131.6055,155.1216,203.7751,173.9524,82.8749,201.4408,20.145,241.1964,185.5925,439.5461,499.7346,26.32,79.41,25.6934,88.6191,4.092,14.44
2024-03-08,164.91,136.8772,131.8,133.9234,155.1711,204.5407,173.9811,81.9352,201.3142,19.9367,244.4884,182.12,433.2013,496.7351,26.56,78.7,25.7026,88.291,4.089,14.74
2024-03-11,162.99,137.5464,128.77,135.0576,152.6658,203.0294,174.6503,81.5098,199.7179,19.8574,242.7203,179.7168,431.593,496.308,26.6,77.47,25.7304,88.0511,4.104,15.22
2024-03-12,166.67,137.4388,130.45,134.7519,154.983,205.8533,174.9466,83.0629,199.4454,19.4308,244.889,183.4933,437.7798,501.6469,26.76,78.32,25.7489,88.8101,4.155,13.84
2024-03-13,164.76,137.4388,132.42,133.4697,155.488,207.3447,175.2334,82.6573,200.2241,19.5598,245.5923,182.483,434.415,500.8607,26.66,78.25,25.7211,88.624,4.192,13.75
2024-03-14,166.44,137.8927,132.55,133.8839,154.6067,205.7439,174.0959,82.7661,196.6422,19.411,242.2612,181.5119,433.3198,499.8706,26.89,77.65,25.8599,88.0609,4.298,14.4
2024-03-15,160.64,134.0609,130.55,131.645,152.1013,203.4967,173.8664,81.8362,197.0121,19.5003,238.4221,179.0595,428.169,496.4381,27.34,76.07,25.8877,87.1844,4.304,14.41
2024-03-18,161.86,135.5119,129.58,131.3885,154.5968,205.3263,174.2201,82.5781,195.883,19.4904,242.7692,180.3544,432.2526,499.3885,27.82,75.7,25.9432,87.8503,4.34,14.33
2024-03-19,161.79,137.6736,130.83,133.7064,155.5771,206.937,175.1282,83.0826,196.7104,19.4904,244.0391,181.1293,433.3296,502.1637,27.68,77.08,26.008,88.611,4.297,13.82
2024-03-20,164.71,140.5209,137.91,136.2117,156.7555,209.3134,176.2657,83.9927,200.6037,20.0557,248.1712,183.2579,438.4674,506.8084,28.05,78.64,25.8877,89.931,4.273,13.04
2024-03-21,168.18,143.243,136.76,134.525,157.8844,209.3532,177.3143,84.1254,202.9085,20.2343,249.363,185.1646,440.5423,508.4832,28.34,80.25,26.0635,90.4561,4.271,12.92
2024-03-22,167.86,142.3367,137.24,134.9689,157.5972,210.099,176.2676,84.3036,200.1079,20.1648,249.2555,185.1547,441.0462,507.5193,28.56,80.23,26.2023,89.666,4.218,13.06
2024-03-25,167.99,142.4235,137.82,135.4324,156.3099,208.9257,176.0179,83.9571,200.5666,20.2045,246.2761,184.9387,439.4456,506.1171,28.16,79.41,26.1375,89.3716,4.253,13.19
2024-03-26,167.39,143.7641,140.26,134.7519,157.7656,211.8291,175.97,83.5907,200.2056,20.2839,246.3445,184.3104,438.0228,505.1823,27.99,77.91,26.156,89.4845,4.234,13.24
2024-03-27,166.41,144.2518,138.88,137.0895,159.2707,213.1217,178.7163,83.8679,204.5674,20.7798,247.6925,184.3006,439.5147,509.4277,27.85,78.11,26.1745,90.5199,4.196,12.78
2024-03-28,164.96,142.4604,137.72,135.8664,158.0627,212.0976,179.3885,83.6105,205.2114,20.8393,246.4715,183.9373,438.7046,509.3303,27.79,76.99,26.2485,90.2402,4.206,13.01
2024-04-01,163.37,140.1432,138.25,131.3984,156.5674,211.491,178.2938,83.7392,203.2793,20.6806,245.5141,184.1337,439.6333,508.4442,27.69,76.4,26.3503,89.5679,4.329,13.65
2024-04-02,160.11,140.034,137.5,129.8893,153.9531,209.1742,177.1511,83.1847,199.542,20.1847,242.0072,182.9261,435.8392,505.2115,27.72,76.98,26.3133,88.2478,4.365,14.61
2024-04-03,159.34,142.6371,138.78,128.7747,155.9435,210.964,176.8726,83.4818,200.8496,20.0756,244.7913,184.4871,436.8174,505.7664,27.67,76.81,26.193,88.3116,4.355,14.33
2024-04-04,158.84,138.2999,134.61,128.9129,154.2799,207.6032,175.1825,82.2738,198.8394,19.8078,243.1306,180.9625,430.1381,499.593,27.06,74.92,26.193,87.2762,4.309,16.35
2024-04-05,161.77,141.4402,139.56,129.9879,155.6365,210.4867,176.2196,83.4818,199.503,19.9565,248.054,184.1631,435.2068,504.8123,27.24,77.16,26.2208,87.762,4.378,16.03
2024-04-08,160.27,141.4115,137.43,130.3529,155.7553,210.3774,176.4117,83.4322,200.5959,20.1648,248.7866,183.682,435.3353,505.0946,27.05,75.03,26.1838,88.5962,4.424,15.19
2024-04-09,162.66,140.6384,136.77,131.4477,155.8346,208.7169,176.911,83.4223,201.3862,20.264,249.0406,182.5235,436.9458,505.6789,26.92,75.14,26.1745,89.0134,4.366,14.98
2024-04-10,160.28,140.8209,137.18,129.6033,154.369,208.3987,174.4911,82.8679,196.0681,19.7482,248.4643,181.797,433.132,500.6154,26.46,74.35,26.4521,87.6393,4.56,15.8
2024-04-11,165.42,142.8527,140.95,131.3984,155.4484,209.562,174.0014,84.1749,197.3952,19.9764,252.567,183.8293,440.0482,504.3935,27.01,76.18,26.4706,88.346,4.576,14.91
