macro,macro_label,target,target_label,effect_per_unit,effect_unit,lag_quarters,window,n,r,spearman,perm_p,loo_rmse,naive_rmse,loo_mean_rmse,r_ex2021,n_ex2021,r_from2024,r_diff_qoq,method,confidence,confidence_reason,margin_effect_via_chain_pp,margin_chain_detail
cpi_lodging,CPI lodging away from home y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-0.1908,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4859,-0.5235,0.0779,1.1522,0.9405,1.1942,0.6474,17,-0.5811,-0.4287,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.2763,nights:0.35x+0.79
cpi_lodging,CPI lodging away from home y/y (%),adr_fx_effect,FX effect on ADR (pp),-0.2463,FX effect on ADR (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.3351,-0.3745,0.2507,2.3862,2.053,2.2868,-0.5396,17,-0.2202,-0.1401,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.34, perm p 0.25",0.2763,nights:0.35x+0.79
cpi_lodging,CPI lodging away from home y/y (%),rev_yoy,revenue y/y (%),0.9006,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.6344,0.5648,0.018,3.4874,3.8358,4.4172,0.9393,18,0.2986,0.0659,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.63 but r from 2024 +0.30 and r on q/q differences +0.07,0.2763,nights:0.35x+0.79
cpi_lodging,CPI lodging away from home y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.1189,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,-0.1504,-0.3085,0.6364,2.652,2.1985,2.4608,-0.6158,17,-0.4885,0.2734,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.15, perm p 0.64",0.2763,nights:0.35x+0.79
cpi_lodging,CPI lodging away from home y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.415,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.4175,0.4945,0.1538,3.221,2.7639,3.0224,0.8278,18,0.4009,0.0522,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.42, perm p 0.15",0.2763,nights:0.35x+0.79
cpi_lodging,CPI lodging away from home y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.3393,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.5974,-0.7055,0.023,1.6927,1.4255,1.7273,-0.7664,18,-0.7487,-0.1803,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.2763,nights:0.35x+0.79
cpi_airfare,CPI airline fares y/y (%),nights_yoy,nights y/y (%),0.0798,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.3267,-0.0242,0.2587,3.5699,2.954,3.0266,0.4424,18,0.4507,0.6637,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.33, perm p 0.26",0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),nights_accel,nights acceleration (pp q/q),-0.0846,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4058,-0.1912,0.1469,3.2098,4.5718,3.0044,-0.2438,17,0.0913,-0.3874,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.41, perm p 0.15",0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),0.0671,ADR y/y ex-FX (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.6955,0.7025,0.004,0.9105,0.9405,1.1942,0.7915,17,0.5966,0.4931,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),medium,"|r|>=0.6, perm p<0.05, LOO beats mean, sign stable; survives the from-2024 check",0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),adr_fx_effect,FX effect on ADR (pp),-0.085,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.5357,-0.3789,0.0549,1.9916,2.053,2.2868,-0.743,17,-0.0643,-0.7004,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),rev_yoy,revenue y/y (%),0.0896,revenue y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,0.2926,0.1604,0.3167,4.6971,3.8358,4.4172,0.1862,18,-0.2045,-0.1426,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.29, perm p 0.32",0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.1014,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,-0.6199,-0.4189,0.03,2.0826,2.1985,2.4608,-0.7303,17,0.2504,-0.625,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 -0.62 but r from 2024 +0.25,0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),-0.0937,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4471,-0.433,0.0859,3.041,2.7639,3.0224,-0.0593,18,-0.3441,-0.4594,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0309,adr_exfx:0.46x+0.07
cpi_airfare,CPI airline fares y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),0.0512,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.4274,0.5121,0.1119,1.7532,1.4255,1.7273,0.0005,18,0.3596,0.4569,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.43, perm p 0.11",0.0309,adr_exfx:0.46x+0.07
unrate,"Unemployment rate, change y/y (pp)",nights_yoy,nights y/y (%),-9.6987,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.7277,-0.4934,0.007,2.5783,2.954,3.0266,-0.8641,18,-0.1237,-0.4153,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 -0.73 but r from 2024 -0.12,0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",nights_accel,nights acceleration (pp q/q),3.7844,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,0.399,0.2335,0.1419,3.227,4.5718,3.0044,0.6234,17,0.2419,0.2294,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.40, perm p 0.14",0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",adr_exfx_yoy,ADR y/y ex-FX (%),-0.7726,ADR y/y ex-FX (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.1469,-0.0761,0.6344,1.2248,0.9405,1.1942,-0.7882,17,-0.3137,-0.4204,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.15, perm p 0.63",0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",adr_fx_effect,FX effect on ADR (pp),1.6743,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.2319,-0.1512,0.4316,2.5986,2.053,2.2868,0.8014,17,-0.5097,0.4421,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.23, perm p 0.43",0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",rev_yoy,revenue y/y (%),-13.3382,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.6857,-0.6498,0.006,3.2744,3.8358,4.4172,-0.9443,18,-0.4374,-0.3885,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),medium,"|r|>=0.6, perm p<0.05, LOO beats mean, sign stable; survives the from-2024 check",0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",rev_fx_pts,FX effect on revenue (pp),2.7597,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,0.3459,-0.0426,0.2438,2.8191,2.1985,2.4608,0.791,17,-0.3676,0.3474,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.35, perm p 0.24",0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),-1.0847,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.1137,-0.3326,0.7143,3.2531,2.7639,3.0224,-0.7395,18,-0.3149,-0.314,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.11, perm p 0.71",0.0,no medium/high channel
unrate,"Unemployment rate, change y/y (pp)",sm_pct_chg,S&M % revenue change y/y (pp),1.0699,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.1962,0.2797,0.5265,1.8892,1.4255,1.7273,0.6807,18,0.2307,0.4663,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.20, perm p 0.53",0.0,no medium/high channel
initial_claims,Initial jobless claims y/y (%),nights_yoy,nights y/y (%),-0.2156,nights y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4941,-0.1516,0.0959,3.7315,2.954,3.0266,-0.8206,18,-0.4819,-0.2576,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),nights_accel,nights acceleration (pp q/q),-0.0741,nights acceleration (pp q/q) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.1333,0.0637,0.6164,3.4893,4.5718,3.0044,0.6945,17,0.0214,0.124,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.13, perm p 0.62",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-0.1717,ADR y/y ex-FX (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.7764,-0.8203,0.001,0.8171,0.9405,1.1942,-0.8631,17,-0.8265,-0.6199,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),medium,"|r|>=0.6, perm p<0.05, LOO beats mean, sign stable; survives the from-2024 check",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),adr_fx_effect,FX effect on ADR (pp),0.1512,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.4585,0.3414,0.0979,2.1667,2.053,2.2868,0.8268,17,-0.125,0.5258,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),rev_yoy,revenue y/y (%),-0.221,revenue y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.3469,-0.3011,0.2258,4.6522,3.8358,4.4172,-0.881,18,-0.4312,-0.326,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.35, perm p 0.23",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),rev_fx_pts,FX effect on revenue (pp),0.1696,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,0.4987,0.2462,0.0799,2.4604,2.1985,2.4608,0.8038,17,-0.7274,0.6987,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.191,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.4382,0.2703,0.1119,3.1011,2.7639,3.0224,-0.7248,18,0.0228,-0.11,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.44, perm p 0.11",-0.079,adr_exfx:0.46x-0.17
initial_claims,Initial jobless claims y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.1459,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.5856,-0.6088,0.031,1.7928,1.4255,1.7273,0.6076,18,-0.4601,-0.0362,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",-0.079,adr_exfx:0.46x-0.17
payrolls,Nonfarm payrolls y/y (%),nights_yoy,nights y/y (%),2.4923,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.7199,0.5077,0.004,2.5561,2.954,3.0266,0.8167,18,-0.0199,0.2948,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.72 but r from 2024 -0.02 and r on q/q differences +0.29,0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),nights_accel,nights acceleration (pp q/q),-1.4328,nights acceleration (pp q/q) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.4169,-0.411,0.1419,3.0493,4.5718,3.0044,-0.6287,17,-0.2775,-0.1367,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.42, perm p 0.14",0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-0.3783,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.324,-0.426,0.2388,1.3084,0.9405,1.1942,0.6183,17,-0.4603,0.5756,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.32, perm p 0.24",0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),adr_fx_effect,FX effect on ADR (pp),-1.3782,FX effect on ADR (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.5269,-0.511,0.0519,2.0846,2.053,2.2868,-0.8301,17,-0.6782,-0.5649,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),rev_yoy,revenue y/y (%),2.7455,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.5434,0.433,0.044,3.9568,3.8358,4.4172,0.8481,18,-0.1143,0.2796,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.951,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,-0.4106,-0.4528,0.1728,2.5622,2.1985,2.4608,-0.7976,17,-0.6401,-0.378,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.41, perm p 0.17",0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.8743,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,0.2529,0.3099,0.3886,3.1932,2.7639,3.0224,0.7428,18,0.3366,0.0581,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.25, perm p 0.39",0.0,no medium/high channel
payrolls,Nonfarm payrolls y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.8718,S&M % revenue change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.4413,-0.6044,0.1209,1.7808,1.4255,1.7273,-0.7406,18,-0.6867,0.0016,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.44, perm p 0.12",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),nights_yoy,nights y/y (%),1.2149,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.808,0.7626,0.004,2.2998,2.954,3.0266,0.9198,18,0.1922,0.4199,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.81 but r from 2024 +0.19,0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),nights_accel,nights acceleration (pp q/q),-0.5039,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4126,-0.4505,0.1508,3.1487,4.5718,3.0044,-0.7159,17,-0.3967,-0.1905,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.41, perm p 0.15",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-0.0944,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.1943,-0.1269,0.4945,1.3069,0.9405,1.1942,0.7068,17,0.0237,0.4898,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.19, perm p 0.49",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),adr_fx_effect,FX effect on ADR (pp),-0.3154,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.3393,-0.4141,0.2268,2.3649,2.053,2.2868,-0.7741,17,-0.3098,-0.2738,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.34, perm p 0.23",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),rev_yoy,revenue y/y (%),1.5894,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.7242,0.7934,0.004,3.1704,3.8358,4.4172,0.9543,18,0.5754,0.4497,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),medium,"|r|>=0.6, perm p<0.05, LOO beats mean, sign stable; survives the from-2024 check",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.3301,FX effect on revenue (pp) per +1 unit of macro,0,2023Q1-2026Q2,13,-0.2775,0.017,0.3686,2.8168,2.1985,2.4608,-0.6731,17,0.0639,-0.0725,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.28, perm p 0.37",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.3927,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.3196,0.4066,0.2877,3.201,2.7639,3.0224,0.7676,18,0.6638,0.3157,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.32, perm p 0.29",0.0,no medium/high channel
emp_leisure_hosp,Leisure & hospitality employment y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.3081,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4388,-0.4505,0.1069,1.8016,1.4255,1.7273,-0.7661,18,-0.7317,-0.3695,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.44, perm p 0.11",0.0,no medium/high channel
fed_funds,"Fed funds, change y/y (pp)",nights_yoy,nights y/y (%),1.1155,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.7474,0.7129,0.004,2.5465,2.954,3.0266,0.1534,18,0.045,-0.0971,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.75 but r from 2024 +0.04 and r on q/q differences -0.10,0.0,no medium/high channel
fed_funds,"Fed funds, change y/y (pp)",nights_accel,nights acceleration (pp q/q),-0.606,nights acceleration (pp q/q) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.4091,-0.2882,0.1489,3.2228,4.5718,3.0044,-0.1305,17,-0.2552,-0.0205,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.41, perm p 0.15",0.0,no medium/high channel
fed_funds,"Fed funds, change y/y (pp)",adr_exfx_yoy,ADR y/y ex-FX (%),-0.1914,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.343,-0.2552,0.2178,1.2272,0.9405,1.1942,-0.1616,17,-0.0519,-0.4954,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.34, perm p 0.22",0.0,no medium/high channel
fed_funds,"Fed funds, change y/y (pp)",adr_fx_effect,FX effect on ADR (pp),-0.3689,FX effect on ADR (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.3271,-0.247,0.2547,2.3701,2.053,2.2868,-0.4203,17,-0.296,0.2292,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.33, perm p 0.25",0.0,no medium/high channel
fed_funds,"Fed funds, change y/y (pp)",rev_yoy,revenue y/y (%),1.4971,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.6873,0.6843,0.008,3.3537,3.8358,4.4172,0.1302,18,0.3188,0.0318,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.69 but r from 2024 +0.32 and r on q/q differences +0.03,0.0,no medium/high channel
fed_funds,"Fed funds, change y/y (pp)",rev_fx_pts,FX effect on revenue (pp),-0.2907,FX effect on revenue (pp) per +1 unit of macro,0,2023Q1-2026Q2,13,-0.2454,-0.0737,0.4096,2.7753,2.1985,2.4608,-0.3416,17,-0.102,0.2819,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.25, perm p 0.41",0.0,no medium/high channel
