grade_datetime,Firm,ToGrade,FromGrade,Action,priceTargetAction,currentPriceTarget,priorPriceTarget,date,source
2024-08-07 16:37:36,B. Riley Securities,Neutral,Neutral,main,Lowers,140.0,150.0,2024-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-07 17:14:25,B of A Securities,Neutral,Neutral,main,Lowers,132.0,160.0,2024-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-07 17:31:39,Deutsche Bank,Hold,Hold,main,Lowers,90.0,143.0,2024-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-07 17:55:50,JP Morgan,Neutral,Neutral,main,Lowers,121.0,145.0,2024-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-07 19:03:36,Benchmark,Buy,Buy,main,Lowers,155.0,190.0,2024-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-07 21:19:03,TD Cowen,Buy,Buy,main,Lowers,125.0,170.0,2024-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-08 15:14:35,Goldman Sachs,Sell,Sell,main,Lowers,111.0,130.0,2024-08-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-08 21:13:59,DA Davidson,Neutral,Neutral,main,Lowers,125.0,145.0,2024-08-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-08-26 13:45:40,Benchmark,Buy,Buy,reit,Maintains,155.0,155.0,2024-08-26,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-04 14:20:43,Argus Research,Hold,Buy,down,,0.0,0.0,2024-09-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-04 15:29:03,Truist Securities,Hold,Hold,main,Lowers,124.0,134.0,2024-09-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-04 19:52:34,Jefferies,Hold,Hold,main,Lowers,120.0,125.0,2024-09-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-05 13:23:17,Cantor Fitzgerald,Underweight,,init,Announces,94.0,0.0,2024-09-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-13 11:48:13,Mizuho,Outperform,Outperform,main,Lowers,170.0,175.0,2024-09-13,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-17 11:47:07,Bernstein,Outperform,Outperform,main,Lowers,155.0,174.0,2024-09-17,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-23 13:56:02,Cantor Fitzgerald,Underweight,Underweight,reit,Maintains,94.0,94.0,2024-09-23,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-09-30 15:44:37,Cantor Fitzgerald,Underweight,Underweight,reit,Maintains,94.0,94.0,2024-09-30,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-10-08 12:57:15,Wells Fargo,Underweight,Underweight,main,Raises,102.0,100.0,2024-10-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-10-11 17:33:47,B of A Securities,Neutral,Neutral,main,Raises,142.0,132.0,2024-10-11,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-10-22 13:24:09,Jefferies,Hold,Hold,main,Raises,135.0,120.0,2024-10-22,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-10-23 15:10:39,UBS,Neutral,Neutral,main,Raises,144.0,134.0,2024-10-23,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 12:44:27,Baird,Neutral,Neutral,main,Raises,140.0,120.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 13:35:17,Piper Sandler,Neutral,Neutral,main,Raises,145.0,125.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 14:15:04,Benchmark,Buy,Buy,reit,Maintains,155.0,155.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 15:48:06,Wedbush,Outperform,Outperform,main,Raises,155.0,135.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 16:36:32,JP Morgan,Neutral,Neutral,main,Raises,142.0,121.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 17:07:25,TD Cowen,Buy,Buy,main,Raises,155.0,150.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-08 18:16:19,Barclays,Underweight,Underweight,main,Raises,110.0,100.0,2024-11-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-11 16:20:50,Citigroup,Buy,Buy,main,Raises,158.0,135.0,2024-11-11,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-11 16:34:27,Susquehanna,Positive,Positive,main,Raises,160.0,130.0,2024-11-11,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-12 10:28:53,Phillip Securities,Reduce,Neutral,down,Announces,120.0,0.0,2024-11-12,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-11-18 15:31:31,DA Davidson,Neutral,Neutral,main,Raises,131.0,125.0,2024-11-18,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-12-04 13:21:48,Truist Securities,Hold,Hold,main,Lowers,123.0,124.0,2024-12-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-12-16 13:31:02,JMP Securities,Market Perform,Market Perform,reit,,0.0,0.0,2024-12-16,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2024-12-18 12:20:32,B of A Securities,Neutral,Neutral,main,Raises,159.0,154.0,2024-12-18,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-01-13 16:16:02,Morgan Stanley,Underweight,Underweight,main,Raises,125.0,115.0,2025-01-13,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-01-16 15:03:25,Wells Fargo,Underweight,Underweight,main,Lowers,96.0,100.0,2025-01-16,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-04 11:58:56,UBS,Neutral,Neutral,main,Raises,143.0,142.0,2025-02-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 10:37:21,Wedbush,Outperform,Outperform,main,Raises,175.0,155.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 10:45:39,JP Morgan,Neutral,Neutral,main,Raises,160.0,142.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 10:59:20,Baird,Outperform,Neutral,up,Raises,175.0,140.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 11:43:29,Goldman Sachs,Neutral,Sell,up,Raises,153.0,110.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 11:49:09,Barclays,Underweight,Underweight,main,Raises,120.0,110.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 12:36:50,Needham,Hold,Hold,reit,,0.0,0.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 13:12:51,B of A Securities,Neutral,Neutral,main,Raises,170.0,151.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 13:38:01,DA Davidson,Neutral,Neutral,main,Raises,170.0,131.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 14:12:02,Canaccord Genuity,Buy,Buy,main,Raises,190.0,165.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 14:45:19,JMP Securities,Market Perform,Market Perform,reit,,0.0,0.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 17:19:59,Benchmark,Buy,Buy,main,Raises,178.0,150.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 17:36:10,B. Riley Securities,Neutral,Neutral,main,Raises,145.0,131.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-14 22:08:23,UBS,Neutral,Neutral,main,Raises,160.0,143.0,2025-02-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-02-18 15:22:25,Susquehanna,Positive,Positive,main,Raises,200.0,160.0,2025-02-18,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-03-10 10:31:20,Jefferies,Buy,Hold,up,Raises,185.0,165.0,2025-03-10,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-03-14 12:16:07,Tigress Financial,Buy,Buy,main,Raises,200.0,195.0,2025-03-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-03-21 12:06:02,Truist Securities,Hold,Hold,main,Lowers,112.0,123.0,2025-03-21,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-03-25 11:42:01,Baird,Outperform,Outperform,main,Lowers,160.0,175.0,2025-03-25,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-07 19:36:24,Wells Fargo,Underweight,Underweight,main,Lowers,100.0,134.0,2025-04-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-08 16:09:10,JP Morgan,Neutral,Neutral,main,Lowers,115.0,160.0,2025-04-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-11 17:36:34,Jefferies,Buy,Buy,main,Lowers,170.0,185.0,2025-04-11,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-15 09:38:35,Wedbush,Outperform,Outperform,main,Lowers,150.0,175.0,2025-04-15,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-16 16:32:08,Cantor Fitzgerald,Underweight,Underweight,main,Lowers,101.0,130.0,2025-04-16,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-17 15:36:14,Morgan Stanley,Underweight,Underweight,main,Raises,130.0,125.0,2025-04-17,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-28 11:49:56,Canaccord Genuity,Buy,Buy,main,Lowers,180.0,190.0,2025-04-28,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-28 16:31:08,Piper Sandler,Neutral,Neutral,main,Lowers,132.0,145.0,2025-04-28,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-28 21:35:29,UBS,Neutral,Neutral,main,Lowers,138.0,160.0,2025-04-28,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-04-30 11:00:53,DA Davidson,Buy,Neutral,up,Lowers,155.0,170.0,2025-04-30,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 10:57:21,Needham,Hold,Hold,reit,,0.0,0.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 13:01:10,Evercore ISI Group,In-Line,In-Line,main,Lowers,145.0,165.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 13:08:59,DA Davidson,Buy,Buy,main,Maintains,155.0,155.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 13:21:15,Cantor Fitzgerald,Underweight,Underweight,main,Lowers,100.0,101.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 13:30:46,Barclays,Underweight,Underweight,main,Lowers,103.0,120.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 14:10:10,JMP Securities,Market Perform,Market Perform,reit,,0.0,0.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 14:40:18,Benchmark,Buy,Buy,main,Lowers,155.0,178.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 15:35:48,Wedbush,Neutral,Outperform,down,Lowers,135.0,150.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 15:57:14,B. Riley Securities,Neutral,Neutral,main,Lowers,140.0,145.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 16:12:33,Deutsche Bank,Hold,Hold,main,Lowers,112.0,122.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 18:19:25,Wells Fargo,Underweight,Underweight,main,Raises,104.0,100.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 18:25:22,RBC Capital,Sector Perform,Sector Perform,main,Lowers,140.0,160.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 18:29:17,B of A Securities,Neutral,Neutral,main,Lowers,146.0,170.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 18:57:40,TD Cowen,Buy,Buy,main,Lowers,130.0,175.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-02 22:20:46,UBS,Neutral,Neutral,main,Lowers,137.0,138.0,2025-05-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-05 12:38:26,Susquehanna,Positive,Positive,main,Lowers,150.0,200.0,2025-05-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-05 17:37:53,Jefferies,Buy,Buy,main,Lowers,155.0,170.0,2025-05-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-05 17:48:03,JMP Securities,Market Perform,Market Perform,main,Raises,190.0,180.0,2025-05-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-05 21:44:53,Citigroup,Buy,Buy,main,Lowers,155.0,170.0,2025-05-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-13 18:13:23,Morgan Stanley,Underweight,Underweight,main,Lowers,125.0,130.0,2025-05-13,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-14 11:39:51,Needham,Hold,Hold,reit,,0.0,0.0,2025-05-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-14 14:01:58,Cantor Fitzgerald,Underweight,Underweight,reit,Maintains,100.0,100.0,2025-05-14,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-05-30 11:48:05,Truist Securities,Sell,Hold,down,Lowers,106.0,112.0,2025-05-30,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-02 16:04:47,Jefferies,Buy,Buy,main,Raises,165.0,155.0,2025-07-02,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-07 15:11:43,Wells Fargo,Underweight,Underweight,main,Raises,111.0,104.0,2025-07-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-16 12:57:08,Barclays,Underweight,Underweight,main,Raises,104.0,103.0,2025-07-16,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-21 15:19:25,Morgan Stanley,Underweight,Underweight,main,Raises,130.0,125.0,2025-07-21,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-23 19:03:59,Cantor Fitzgerald,Underweight,Underweight,main,Raises,130.0,100.0,2025-07-23,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-28 22:05:22,UBS,Neutral,Neutral,main,Raises,156.0,137.0,2025-07-28,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-07-29 16:08:02,Deutsche Bank,Hold,Hold,main,Raises,125.0,112.0,2025-07-29,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-04 18:50:22,TD Cowen,Buy,Buy,main,Raises,145.0,130.0,2025-08-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 12:17:33,BMO Capital,Market Perform,Market Perform,main,Raises,124.0,121.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 12:48:47,Wedbush,Neutral,Neutral,main,Lowers,130.0,135.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 13:03:03,Barclays,Underweight,Underweight,main,Raises,105.0,104.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 14:32:24,RBC Capital,Sector Perform,Sector Perform,main,Raises,145.0,140.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 15:06:58,Wells Fargo,Underweight,Underweight,main,Lowers,110.0,111.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 15:41:53,Morgan Stanley,Underweight,Underweight,main,Lowers,120.0,130.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 17:12:05,UBS,Neutral,Neutral,main,Lowers,148.0,156.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 18:37:00,TD Cowen,Buy,Buy,main,Raises,150.0,145.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 19:02:04,JP Morgan,Neutral,Neutral,main,Raises,130.0,120.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-07 19:29:02,Deutsche Bank,Hold,Hold,main,Raises,135.0,125.0,2025-08-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-11 09:45:44,Jefferies,Buy,Buy,main,Lowers,160.0,165.0,2025-08-11,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-08-11 17:48:03,JMP Securities,Market Perform,Market Perform,main,Raises,190.0,180.0,2025-08-11,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-09-03 12:30:44,Truist Securities,Sell,Sell,main,Lowers,104.0,106.0,2025-09-03,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-09-30 15:56:21,Mizuho,Outperform,,init,Announces,151.0,0.0,2025-09-30,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-10-07 10:11:11,BTIG,Neutral,Neutral,reit,,0.0,0.0,2025-10-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-10-23 09:52:00,Keybanc,Sector Weight,Sector Weight,main,,0.0,0.0,2025-10-23,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-10-24 15:06:22,UBS,Neutral,Neutral,main,Lowers,145.0,148.0,2025-10-24,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-11-07 09:25:49,BTIG,Neutral,Neutral,reit,,0.0,0.0,2025-11-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-11-07 15:02:27,Barclays,Underweight,Underweight,main,Raises,107.0,105.0,2025-11-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-11-07 15:11:09,Wedbush,Neutral,Neutral,reit,Maintains,130.0,130.0,2025-11-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-11-07 16:15:57,UBS,Neutral,Neutral,main,Raises,147.0,145.0,2025-11-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-11-07 19:12:05,Wells Fargo,Underweight,Underweight,main,Raises,111.0,110.0,2025-11-07,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-12-01 15:13:10,Wells Fargo,Underweight,Underweight,main,Raises,118.0,111.0,2025-12-01,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-12-04 16:03:35,Truist Securities,Sell,Sell,main,Raises,107.0,104.0,2025-12-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-12-05 19:01:39,DA Davidson,Buy,Buy,main,Maintains,155.0,155.0,2025-12-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-12-05 20:12:23,Jefferies,Buy,Buy,main,Raises,165.0,160.0,2025-12-05,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-12-17 13:07:01,RBC Capital,Outperform,Sector Perform,up,Raises,170.0,145.0,2025-12-17,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2025-12-19 16:07:08,Wedbush,Neutral,Neutral,main,Raises,135.0,130.0,2025-12-19,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-01-06 13:49:23,Bernstein,Outperform,Outperform,main,Lowers,162.0,165.0,2026-01-06,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-01-08 10:45:44,Cantor Fitzgerald,Neutral,Underweight,up,Raises,141.0,117.0,2026-01-08,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-01-09 12:45:09,Barclays,Equal-Weight,Underweight,up,Raises,120.0,107.0,2026-01-09,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-01-09 13:48:31,Wells Fargo,Equal-Weight,Underweight,up,Raises,128.0,118.0,2026-01-09,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-01-12 13:21:02,B. Riley Securities,Buy,Neutral,up,Raises,170.0,140.0,2026-01-12,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-01-13 15:54:26,Morgan Stanley,Underweight,Underweight,main,Raises,130.0,120.0,2026-01-13,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-02-03 14:01:37,UBS,Neutral,Neutral,main,Raises,149.0,147.0,2026-02-03,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
2026-02-04 15:04:06,Citizens,Market Outperform,Market Perform,up,Announces,160.0,0.0,2026-02-04,"yfinance Ticker('ABNB').upgrades_downgrades (Yahoo Finance / Benzinga feed), pulled 2026-09-06"
