quarter,categories,sentence
4Q23,north_america,"These tools include a redesigned interface making it easy for Hosts to add listing details, an AI-powered photo tour, and smart lock integration, which enables Hosts with listings in the U.S. and Cana"
4Q23,north_america,Q4 2023 regional highlights included: • Continued solid growth of Nights and Experiences Booked in North America.
4Q23,long_term_stays,"Since 11 its implementation, we’ve seen some more Hosts offering their homes for stays of 30 days or longer and an acceleration of year-over-year growth in nights booked for long-term stays."
4Q23,latin_america|asia_pacific,"We also saw a rise in supply across all regions in Q4 2023 compared to Q4 2022, with the greatest growth occurring in those areas where demand had also increased the most—Latin America and Asia Pacifi"
4Q23,north_america,"We now have more than 400 buildings and 125,000 units on the platform across over 40 markets including 127 cities across 17 U.S. states—and these numbers continue to grow."
4Q23,north_america,"That’s why we recently announced the Airbnb Housing Council, which convenes housing experts, elected officials, and academic institutions across the U.S. to help balance the benefits of home sharing w"
4Q23,cross_border,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,domestic,"Travel Corridors In Q4 2023, domestic travel comprised the largest travel corridor in all regions."
4Q23,emea|latin_america|asia_pacific,"In addition to the sustained growth previously shared in Germany and Korea, gross nights booked on an origin basis in Brazil nearly doubled compared to the same pre-pandemic period in 2019."
4Q23,asia_pacific,"In Q4 2023, nights booked in China on an origin basis increased nearly 90% on a year-over-year basis."
4Q23,asia_pacific,"In addition, although the recovery has and continues to be gradual, we are encouraged by the recovery of the outbound China business."
4Q23,asia_pacific|cross_border,"This region has historically been reliant on cross-border travel and as this corridor continues to recover, we have seen overall cross-border travel to Asia Pacific increase 29% year-over-year."
4Q23,asia_pacific,"In Asia Pacific, Nights and Experiences Booked increased 22% on a year-over-year basis."
4Q23,emea|latin_america|asia_pacific,"Following the success we’ve seen in recent quarters in Germany, Brazil and Korea, we’re now expanding our playbook to countries including Switzerland, Belgium and the Netherlands."
4Q23,latin_america,"In Q4 2023, gross nights booked on an origin basis in Brazil nearly doubled compared to the same period in 2019 and we anticipate rolling out our playbook to other Latin America markets."
4Q23,urban,"Consistent with the prior quarter, urban and non-urban supply grew at similar rates year-over-year."
4Q23,latin_america|asia_pacific,"We continued to see double-digit supply growth across all regions, with the highest growth in Asia Pacific and Latin America—the two regions that also had the most year-over-year growth in Nights and "
4Q23,emea,"In EMEA, we’ve also begun investing in several mid-size markets, in addition to our continued focus on Germany. 1, 2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measure"
4Q23,urban,"We saw growth in supply across all market types in Q4 2023 compared to a year ago, including both non-urban and urban supply."
4Q23,north_america|emea|latin_america|asia_pacific,"Excluding the impact of FX, Q4 2023 ADR was flat year-over-year in North America and Latin America, but up in EMEA and Asia Pacific."
4Q23,long_term_stays,"We believe Airbnb is crucial for accommodating the increased influx of visitors in cities, providing varied and affordable lodging options and supporting the overall economic growth of the city. 10 Tr"
4Q23,long_term_stays,"As of Q4 2023, roughly a quarter of our nights booked for long-term stays were for trip durations of three months or longer—with nights booked for trips over three months increasing approximately 20% "
4Q23,emea,"Excluding the impact of FX, our ADR in EMEA increased 6% compared to Q4 2022, consistent with the prior quarter."
4Q23,emea,• Stable growth of Nights and Experiences Booked compared to the prior quarter in EMEA.
4Q23,north_america,"In Q4 2023, gross nights booked to North America by guests outside the region increased nearly 15% compared to Q4 2022."
4Q23,emea,Our current backlog of nights in Paris during the summer is more than double a year ago.
4Q23,north_america|cross_border|domestic,"While the majority of travel in North America remains domestic, we saw continued strong year-over-year growth in cross-border nights booked during the quarter."
4Q23,north_america,ADR in North America was flat in Q4 2023 compared to Q4 2022 and fell 2% for the same period when excluding FX and mix shift.
4Q23,latin_america|asia_pacific,"We saw strong growth across all regions compared to Q4 2022, with the strongest growth seen in Asia Pacific and Latin America."
4Q23,emea|events,We’re particularly excited for the upcoming Paris 2024 Olympic Games.
4Q23,cross_border|domestic,"While domestic travel remains strong, we continue to see cross-border travel increase relative to the peak of the pandemic."
4Q23,urban,"In Q4 2023, gross nights booked in high-density urban areas grew by 11% year-over-year and represented 51% of our gross nights booked in Q4 2023, consistent with Q4 2022, but still below 59% in Q4 201"
4Q23,urban,"Urban Destinations Consistent with recent quarters, we continue to see strong demand for urban travel, historically one of the strongest areas of our business."
4Q23,cross_border,"In Q4 2023, cross-border nights booked grew by 13% year-over-year and represented 44% of total gross nights booked, consistent with Q4 2022, but still slightly below 47% in Q4 2019."
4Q23,latin_america,"During each quarter in 2023, we saw the highest level of growth in Nights and Experiences Booked in Latin America, among all of the regions, compared to 2019."
4Q23,latin_america,"In Latin America, Nights and Experiences Booked were 22% higher than Q4 2022, with continued strength in Mexico and Brazil."
4Q23,latin_america,"In addition, we saw gross nights booked on an origin basis in Chile, Ecuador and Peru more than double in Q4 2023 compared to Q4 2019."
4Q23,asia_pacific|cross_border,• Strong growth of Nights and Experiences Booked in Asia Pacific as cross-border travel continues to recover.
4Q23,emea|latin_america|domestic,"Relative to earlier in the year, we saw particular strength in domestic travel in EMEA in Q4. 9 • Continued strength of Nights and Experiences Booked in Latin America."
1Q24,urban,"Urban Destinations Consistent with recent quarters, we saw increased demand for urban travel in Q1 2024, historically one of the strongest areas of our business."
1Q24,cross_border|domestic,"Travel Corridors In Q1 2024, while domestic travel remained the largest travel corridor across our business, we continued to see growth in cross-border travel."
1Q24,cross_border,"In Q1 2024, cross-border nights booked grew by 10% year-over-year and represented 46% of total gross nights booked, up from 45% in Q1 2023."
1Q24,urban,"We saw growth in supply across all market types in Q1 2024 compared to a year ago, including both non-urban and urban supply."
1Q24,latin_america|asia_pacific,"We also saw a rise in supply across all regions in Q1 2024 compared to Q1 2023, with the greatest growth occurring in those areas where demand had also increased the most—Latin America and Asia Pacifi"
1Q24,emea|events,"Looking ahead to the peak Summer travel season, we are already experiencing robust demand for travel around international events such as the Olympics and Euro Cup."
1Q24,expansion_markets,"For example, in Q1 2024, growth of gross nights booked on an origin basis in our expansion markets was more than double our core markets on average."
1Q24,long_term_stays,"Since making these updates, we’ve seen stronger growth of longer duration trips, with Q1 2024 nights booked for long-term stays of three months or longer increasing nearly 25% year-over-year."
1Q24,long_term_stays,"Trip Length In Q1 2024, long-term stays of 28 days or more accounted for 17% of gross nights booked, compared to 18% in Q1 2023."
1Q24,urban,"In Q1 2024, gross nights booked in non-urban areas grew 10% year-over-year."
1Q24,urban,"At the same time, we continued to see demand for non-urban travel remain resilient post-pandemic."
1Q24,emea,"We’ve also seen increases in supply to help meet higher demand, including nearly 40% more active listings in Paris in Q1 compared to a year ago."
1Q24,emea|events,Germany is also seeing a similar trend for the Euro Cup this Summer with nearly double the number of nights booked compared to the same prior year period.
1Q24,emea|events,"Turning to the Summer OIympic Games Paris 2024, nights booked for stays during the dates of the Olympics are over five times higher than they were in Paris the same time a year ago."
1Q24,north_america,"In April, we had over 500,000 guests stay on Airbnb during the total solar eclipse in North America."
1Q24,north_america,"In the U.S., Airbnb app downloads increased 60% in Q1 compared to the same prior year period."
1Q24,expansion_markets,"In Q1, growth of gross nights booked on an origin basis in our expansion markets was more than double our core markets on average, but still represents a minority of total nights booked."
1Q24,latin_america|cross_border,"Latin America: In Latin America, Nights and Experiences Booked grew 19% in Q1 2024 compared to Q1 2023 and cross-border nights booked for trips within Latin America increased 30%."
1Q24,emea,"ADR in EMEA increased 7% in Q1 2024 compared to the same prior year period, or 4% excluding the impact of FX and mix shift."
1Q24,emea|events,"Looking ahead, with the upcoming Olympics, we have seen a strong backlog of nights this Summer."
1Q24,north_america|emea|urban,"EMEA: Similar to North America, we are seeing relative strength in non-urban and larger group travel in EMEA, with nights booked for groups of over five people increasing 12% compared to Q1 2023."
1Q24,long_term_stays,"Growth in short-term stays and entire homes outpaced long-term stays and Airbnb rooms, respectively, driving the mix shift."
1Q24,north_america,"ADR in North America increased 3% in Q1 2024 compared to Q1 2023, but was flat year-over-year when excluding the impact of FX and mix shift."
1Q24,north_america|urban|domestic,"Geographic Mix In Q1 2024, regional highlights included: North America: In North America, domestic travel was stable, while non-urban and larger group travel remained strong."
1Q24,latin_america|asia_pacific,"We saw continued growth across all regions compared to Q1 2023, with Asia Pacific and Latin America leading the way."
1Q24,urban,"Consistent with recent quarters, urban and non-urban supply grew at similar rates year-over-year."
1Q24,latin_america|asia_pacific,"We continued to see double-digit supply increases across all regions, with the highest growth in Asia Pacific and Latin America—the two regions that also had the most year-over-year growth in Nights a"
1Q24,expansion_markets,"Airbnb’s International Expansion While Airbnb has achieved significant scale in a handful of core markets, we have relatively low penetration in the majority of countries around the world, which repre"
1Q24,asia_pacific,"In Q1 2024, nights booked on an origin basis in China increased nearly 80% on a year-over-year basis."
1Q24,asia_pacific,"In addition, although the recovery has been and continues to be gradual, we are encouraged by the recovery of the outbound China business."
1Q24,asia_pacific|cross_border,"This region has historically been reliant on cross-border travel and as this corridor continues to improve, we have seen overall cross-border 11 travel to Asia Pacific increase 28% year-over-year."
1Q24,asia_pacific|cross_border,"Asia Pacific: In Asia Pacific, Nights and Experiences Booked increased 21% on a year-over-year basis as cross-border travel continued to recover."
1Q24,latin_america,We remain incredibly excited for the growth opportunities in Latin America as we continue to see outsized demand compared to more mature markets.
2Q24,emea,"ADR in EMEA increased 4% in Q2 2024 compared to the prior-year period, or 3% excluding the impact of FX and mix shift."
2Q24,latin_america,"• Latin America: In Latin America, Nights and Experiences Booked grew 17% in Q2 2024 compared to Q2 2023."
2Q24,latin_america|domestic,"During the quarter, we saw continued strength in domestic travel with domestic gross nights booked in Latin America increasing 24% compared to the prior-year period."
2Q24,latin_america|asia_pacific,"Consistent with recent quarters, we saw the highest year-over-year growth of active listings in Latin America and Asia Pacific—the two regions that also had the highest level of year-over-year growth "
2Q24,asia_pacific,"• Asia Pacific: In Asia Pacific, Nights and Experiences Booked increased 19% on a year-over-year basis."
2Q24,asia_pacific|cross_border,"This region is generally reliant on cross-border travel and in Q2 2024, we saw cross-border travel to Asia Pacific grow 22% year-over-year."
2Q24,asia_pacific,"In addition, although the recovery has been and continues to be gradual, we are encouraged by the recovery of the outbound China business."
2Q24,latin_america|asia_pacific,"We saw continued growth across all regions compared to Q2 2023, with Asia Pacific and Latin America again leading the way."
2Q24,north_america,"Geographic Mix In Q2 2024, regional highlights included: • North America: In North America, we saw a slight acceleration of year-over-year growth in Q2 2024 Nights and Experiences Booked relative to Q"
2Q24,urban,"Domestic travel continues to comprise the vast majority of nights booked within the region, and we saw relatively faster growth of nights booked for non-urban destinations and larger group travel."
2Q24,emea|events,"In anticipation of the Summer Olympic Games Paris 2024, nights booked in the Paris region for the dates of the event through Q2 were more than double what they were the same time a year ago."
2Q24,emea|events,"And during the recent Euro Cup in Germany, cities hosting matches saw on average a more than 20% year-over-year increase in nights booked compared to the prior- year period, with certain cities seeing"
2Q24,emea|events,"Over the course of the Olympics, more than 400,000 guests are staying on Airbnb in the Paris region."
2Q24,emea,"To help meet this increased demand, we focused on supply growth and saw active listings increase 37% year-over-year in the Paris region as of Q2 2024."
2Q24,emea|events,"We’ve unveiled the first 12 Icons on Airbnb, including a stay at Team Riley Headquarters of Disney and Pixar’s Inside Out 2, and a night at the Musée d’Orsay in Paris to kick off the Summer Olympic Ga"
2Q24,asia_pacific,So now guests for nearly 40% of all sign-ups in South share listings with friends and family. can start their searches by tapping Korea since launch. on a popular city. 7 *Bytelevel 2024 Web Globaliza
2Q24,asia_pacific,"Naver has accounted users in China search, book, and faster than typing."
2Q24,asia_pacific,"It’s why Airbnb was recently awarded for localization excellence—ranked as the #1 travel app for the 5th straight year, and #2 out of the world’s top 150 companies and websites, behind only Wikipedia."
2Q24,latin_america|asia_pacific,"We saw continued growth across all regions compared to Q2 2023, with Asia Pacific and Latin America again leading the way."
2Q24,north_america,"Geographic Mix In Q2 2024, regional highlights included: • North America: In North America, we saw a slight acceleration of year-over-year growth in Q2 2024 Nights and Experiences Booked relative to Q"
2Q24,urban,"Domestic travel continues to comprise the vast majority of nights booked within the region, and we saw relatively faster growth of nights booked for non-urban destinations and larger group travel."
2Q24,emea,"These international experiences aren’t just making headlines, they’re inviting new audiences across the globe into the magic of Airbnb.* Janhvi Kapoor Musée d’Orsay Feid The experience and the never- "
2Q24,north_america,"Given the popularity of group travel on Airbnb, the average number of guests on a booking in North America is increasing."
2Q24,emea,"In Europe, major sporting events are driving notable bookings growth."
2Q24,north_america,"The week of July 4th represented our single highest week of revenue ever in North America, and we’re continuing to see more guests choose Airbnb for major holidays and events."
2Q24,expansion_markets,"In Q2, growth of gross nights booked on an origin basis in our expansion markets significantly outperformed our core markets on average."
2Q24,north_america,"However, we are seeing shorter booking lead times globally and some signs of slowing demand from U.S. guests."
2Q24,latin_america|asia_pacific,Latin America and Asia Pacific continue to be our fastest growing regions.
2Q24,asia_pacific,"In addition, although the recovery has been and continues to be gradual, we are encouraged by the recovery of the outbound China business."
2Q24,asia_pacific|cross_border,"This region is generally reliant on cross-border travel and in Q2 2024, we saw cross-border travel to Asia Pacific grow 22% year-over-year."
2Q24,asia_pacific,"• Asia Pacific: In Asia Pacific, Nights and Experiences Booked increased 19% on a year-over-year basis."
2Q24,latin_america|asia_pacific,"Consistent with recent quarters, we saw the highest year-over-year growth of active listings in Latin America and Asia Pacific—the two regions that also had the highest level of year-over-year growth "
2Q24,latin_america|domestic,"During the quarter, we saw continued strength in domestic travel with domestic gross nights booked in Latin America increasing 24% compared to the prior-year period."
2Q24,latin_america,"• Latin America: In Latin America, Nights and Experiences Booked grew 17% in Q2 2024 compared to Q2 2023."
2Q24,emea,"ADR in EMEA increased 4% in Q2 2024 compared to the prior-year period, or 3% excluding the impact of FX and mix shift."
2Q24,emea|events,"In the Paris region, nights booked for the dates of the Olympics through Q2 were more than double what they were the same time a year ago."
2Q24,north_america|urban,"Domestic and in-region travel remain the majority of nights booked, while similar to North America, we continue to see strong growth in non-urban destinations and larger group travel."
2Q24,emea,"• EMEA: During Q2 2024, we saw relatively stable year-over-year growth of Nights and Experiences Booked in EMEA compared to the prior quarter."
2Q24,long_term_stays,"Growth in short-term stays and entire homes outpaced long-term stays and Airbnb rooms, respectively, helping to drive the mix shift."
2Q24,north_america,"ADR in North America increased 4% in Q2 2024 compared to Q2 2023, or 1% excluding the impact of FX and mix shift."
2Q24,north_america,"As a result, nights booked on a per-guest basis grew four percentage points faster year-over-year than nights booked in North America in Q2."
2Q24,north_america,"Given the popularity of group travel on Airbnb, the average number of guests on a booking in North America is increasing."
2Q24,north_america,"As a result, nights booked on a per-guest basis grew four percentage points faster year-over-year than nights booked in North America in Q2."
2Q24,north_america,"ADR in North America increased 4% in Q2 2024 compared to Q2 2023, or 1% excluding the impact of FX and mix shift."
2Q24,long_term_stays,"Growth in short-term stays and entire homes outpaced long-term stays and Airbnb rooms, respectively, helping to drive the mix shift."
2Q24,emea,"• EMEA: During Q2 2024, we saw relatively stable year-over-year growth of Nights and Experiences Booked in EMEA compared to the prior quarter."
2Q24,north_america|urban,"Domestic and in-region travel remain the majority of nights booked, while similar to North America, we continue to see strong growth in non-urban destinations and larger group travel."
2Q24,emea|events,"In the Paris region, nights booked for the dates of the Olympics through Q2 were more than double what they were the same time a year ago."
3Q24,expansion_markets,We are seeing strong demand trends in Q4 2024 across core and expansion markets for both long and short lead times.
3Q24,north_america,"Net income in Q3 2024 was $1.4 billion, which was down compared to net income of $4.4 billion in Q3 2023, primarily due to the prior year’s valuation allowance release of our U.S. deferred tax assets "
3Q24,asia_pacific,"In addition, although the recovery has been and continues to be gradual, we are encouraged by the recovery of the outbound China business."
3Q24,asia_pacific|cross_border,"This region is generally reliant on cross-border travel and in Q3 2024, we saw overall cross-border travel to Asia Pacific grow 23% year-over-year."
3Q24,urban,"Domestic travel continues to comprise the vast majority of nights booked within the region, and we continued to see the fastest levels of growth for non-urban destinations and larger group travel."
3Q24,north_america,"ADR in North America increased 3% in Q3 2024 compared to Q3 2023, or 1% excluding the impact of FX and mix shift."
3Q24,long_term_stays,"Growth in short-term stays and entire homes continued to outpace long-term stays (trips of 28 days or more) and Airbnb rooms, respectively, helping to drive the mix shift."
3Q24,north_america|long_term_stays,"Lastly, despite the relative outperformance of short-term stays, long-term stays comprised 23% of gross nights booked in North America during Q3 2024, largely unchanged from the prior-year period."
3Q24,expansion_markets,"In Q3, the average growth rate of gross nights booked on an origin basis in our expansion markets was more than twice the rate of our core markets."
3Q24,asia_pacific,Airbnb is still relatively new to Japanese travelers.
3Q24,domestic,"In order to raise awareness, we launched a brand campaign last month centered on domestic travel."
3Q24,asia_pacific,"Beyond Japan, we’re also introducing more local payment options in countries like Vietnam, Denmark, and Poland."
3Q24,expansion_markets,"• Expanding beyond the core: Outside of our core markets, there are many countries and regions that remain under-penetrated."
3Q24,expansion_markets,"We’re focused on these expansion markets as part of our global markets strategy, and we believe our approach is working."
3Q24,expansion_markets,"In Q3, the average growth rate of nights booked on an origin basis in our expansion markets was more than double that of our core markets."
3Q24,north_america,"Net income decreased to $1.4 billion in Q3 2024 from $4.4 billion in Q3 2023, primarily due to the prior year’s valuation allowance release of our U.S. deferred tax assets of $2.8 billion, and the rec"
3Q24,north_america,"Geographic Mix In Q3 2024, regional highlights included: • North America: In North America, we saw continued growth of Nights and Experiences Booked during Q3 2024 on a year-over-year basis."
3Q24,latin_america|asia_pacific,"We saw continued growth across all regions compared to Q3 2023, with Asia Pacific and Latin America again leading the way."
3Q24,north_america,"In recent months, hurricanes have devastated millions of lives across the southeastern U.S."
3Q24,north_america|emea|latin_america|asia_pacific,"We’ve also made it easy to work with a co-host, with collaborative features like messaging, calendar access, payouts, and more built right into the app. 3 Co-Host Network is available in the app and a"
3Q24,asia_pacific,"• Asia Pacific: In Asia Pacific, Nights and Experiences Booked increased 19% on a year-over-year basis—stable with the prior quarter."
3Q24,latin_america|asia_pacific,"Consistent with recent quarters, we saw the highest year-over-year growth of active listings in Latin America and Asia Pacific—the two regions that also had the highest level of year-over-year growth "
3Q24,latin_america|domestic,We saw continued strength in domestic travel with domestic gross nights booked in Latin America increasing 21% compared to the prior-year period.
3Q24,latin_america,"• Latin America: In Latin America, Nights and Experiences Booked grew 15% in Q3 2024 compared to Q3 2023."
3Q24,emea,"ADR in EMEA increased 6% year-over-year in Q3 2024, or 3% excluding the impact of FX and mix shift."
3Q24,emea|events,"Over the course of the Games, we were proud to have almost 700,000 guests stay on Airbnb and an increase in supply of approximately 35% in the Paris region."
3Q24,urban|domestic,"While domestic and in-region travel remained the majority of nights booked, we saw the highest year-over-year growth in non-urban destinations, demonstrating Airbnb’s unique ability to disperse travel"
3Q24,emea|events,"• EMEA: During Q3 2024, we saw a slight acceleration in growth of Nights and Experiences booked in EMEA compared to the prior quarter, buoyed by the Summer Olympic and Paralympic Games Paris 2024 (“th"
4Q24,asia_pacific,Speaking more precisely to how Japanese people like to travel presented a huge market opportunity heading into 2025.
4Q24,asia_pacific,"Hundreds of first responders, many traveling from other cities or states, were able to stay in Airbnbs around LA, some with their K9s, as they worked to contain the wildfires. 6 SPOTLIGHT Found in tra"
4Q24,asia_pacific,"Localizing the product To enhance the app and website for Japanese guests, we highlight specific amenities preferred by locals, along with reviews from fellow Japanese travelers."
4Q24,asia_pacific,"These listings earn approximately twice as much as Airbnb listings in comparable countries.4 We launched Co-Host Network in 10 countries, and are expanding it to Japan and Korea in the coming months."
4Q24,domestic,We continue to see the highest level of growth for domestic travel with these nights increasing 30% compared to the same prior-year period.
4Q24,latin_america,"• Latin America: In Latin America, we saw low-20s Nights and Experiences Booked growth in Q4 2024 compared to Q4 2023."
4Q24,cross_border|urban|domestic,"In Q4 2024, we saw sequential acceleration in nights booked across domestic and cross-border travel, as well as urban and non-urban markets."
4Q24,emea,"• EMEA: In EMEA, we saw low-double digits Nights and Experiences Booked growth in Q4 2024 compared to Q4 2023."
4Q24,long_term_stays,"Growth in short-term stays and entire homes continued to outpace long-term stays (trips of 28 days or more) and Airbnb rooms, respectively, helping to drive the mix shift."
4Q24,north_america,"ADR in North America increased 3% in 9 Q4 2024 compared to Q4 2023, driven by price appreciation and mix shift."
4Q24,north_america|expansion_markets,"Regional highlights, including our expansion markets, are as follows: • North America: In North America, we saw mid-single digits Nights and Experiences Booked growth in Q4 2024 compared to Q4 2023, a"
4Q24,expansion_markets,"For instance, in Q4 2024, the average growth rate of gross nights booked on an origin basis in our expansion markets was more than twice the rate of our core markets."
4Q24,latin_america|asia_pacific,"Globally, we saw an acceleration in growth across all regions, with Asia Pacific and Latin America again leading the way."
4Q24,asia_pacific|urban,"Video advertising We used TV and online video to tell stories that resonated with young, urban Japanese travelers, our key target audience."
4Q24,asia_pacific,Billboards and outdoor posters Iconic placements showed the best Airbnb homes a couple hours away from major Japanese cities to inspire locals to travel nearby.
4Q24,asia_pacific,"More accurate search with popular landmarks Maps now show more precise locations for homes in rural areas, and points of interest like onsens. 7 Localizing the message We reintroduced the brand to Jap"
4Q24,asia_pacific,"Highlights preferred by Japanese guests More relevant listing pages feature highlights that locals care about, like being close to a subway station."
4Q24,asia_pacific,Leading with reviews from Japanese travelers Surfacing reviews from fellow Japanese guests creates more trust in the reviews and a lift in bookings.
4Q24,asia_pacific|domestic,"In addition, we feature homes and points of interest that are perfect for domestic weekend travel—one of the most popular types of travel in Japan."
4Q24,latin_america|asia_pacific|urban,"We continued to see growth in both high density urban and non-urban destinations, with the most growth in those regions with the highest demand—Latin America and Asia Pacific."
4Q24,asia_pacific,"Although the recovery has been and continues to be gradual, we are encouraged by the recovery of the China outbound business with nights booked growing 25% year-over-year in Q4 2024."
4Q24,cross_border,"In fact, in Q4 2024, cross-border nights booked increased 27% year-over-year."
4Q24,asia_pacific|cross_border|domestic,"While we saw strong growth domestically, cross-border continues to drive the majority of nights booked in APAC."
4Q24,asia_pacific,"• Asia Pacific: In Asia Pacific, we saw low-20s Nights and Experiences Booked growth in Q4 2024 compared to Q4 2023."
4Q24,latin_america,"We also successfully introduced a local payment method, Pix, in Brazil which led to an uplift in bookings and first-time bookers."
4Q24,latin_america,Origin nights booked in Brazil grew over 20% for both Q4 and full-year 2024.
4Q24,latin_america,"Within the region, Brazil continues to outpace other countries."
4Q24,latin_america,"In Q4 2024, we saw growth in the number of first-time bookers in Latin America accelerate nearly 15 percentage points compared to Q3."
4Q24,latin_america,"During the second half of 2024, we introduced brand campaigns more broadly in Latin America, helping to raise awareness and showcase the unique offerings on Airbnb."
4Q24,north_america|emea|latin_america|asia_pacific,"With this new tech platform, we can innovate faster and expand beyond short-term rentals into an extensible platform with a range of new offerings. 3 Co-Host Network is available in the app and at air"
4Q24,latin_america|asia_pacific,"Recent initiatives include enhanced search functionality, better merchandising, flexible payment options, and the launch of local payment methods in nearly two dozen countries, including Brazil, Korea"
4Q24,long_term_stays,"In addition, we saw significant growth in nights booked across all durations, including those for long-term stays."
1Q25,asia_pacific|domestic,"Late last year, in order to raise awareness of Airbnb to Japanese travelers, we launched a brand campaign centered on domestic travel."
1Q25,asia_pacific|domestic,"In Q1 2025, we saw both first-time bookers and domestic nights booked in Japan increase double digits with domestic nights growing over 20% year-over-year."
1Q25,latin_america|asia_pacific|urban,"We continued to see growth in both high-density urban and non-urban destinations, with the most growth in those regions with the highest demand—Latin America and Asia Pacific."
1Q25,asia_pacific,"ADR in Asia Pacific declined 1% in Q1 2025 compared to Q1 2024, primarily driven by FX."
1Q25,latin_america,"In Brazil, origin nights booked grew 27% in Q1 2025–an acceleration from Q4 2024."
1Q25,asia_pacific,"• Asia Pacific: In Asia Pacific, we saw mid-teens Nights and Experiences Booked growth in Q1 2025 compared to Q1 2024."
1Q25,latin_america,"While we've seen strong results throughout Latin America, Brazil remains one of the fastest growing countries in the world on Airbnb."
1Q25,expansion_markets,"In fact, the average growth rate was more than twice that of our core markets in Q1 2025."
1Q25,north_america,"• North America: In North America, we saw low-single digits Nights and Experiences Booked growth in Q1 2025 compared to Q1 2024."
1Q25,north_america,"ADR in North America increased 2% in Q1 2025 7 compared to Q1 2024 (or 3% ex-FX), primarily driven by mix shift."
1Q25,long_term_stays,"Growth in short-term stays and entire homes continued to outpace long-term stays (trips of 28 days or more) and Airbnb rooms, respectively, helping to drive the mix shift."
1Q25,north_america,"In Q1 2025, we continued to see demand grow year-over-year in North America despite broad macro uncertainty."
1Q25,north_america|cross_border|domestic,The vast majority of nights booked in the U.S. are by domestic travelers —only a single-digit percentage of global nights booked are international inbound to the U.S.
1Q25,north_america,"Looking at specific corridors, while we saw softness in travel from Canada to the U.S. during the end of Q1 2025, Canadian guests continued to travel on Airbnb."
1Q25,north_america|latin_america,"For instance, nights booked by Canadian guests to destinations in Mexico increased 27% year-over-year in March."
1Q25,north_america,"Additionally, global year-over-year nights booked from Canadian guests in March was higher than in Q4 2024."
1Q25,emea,"• EMEA: In EMEA, we saw mid-single digits Nights and Experiences Booked growth in Q1 2025 compared to Q1 2024."
1Q25,emea,"ADR in EMEA increased 2% in Q1 2025 compared to Q1 2024 (or 4% ex-FX), primarily driven by continued price appreciation and mix shift."
1Q25,latin_america,"During April, we saw strong demand for Easter travel from Latin America–which remains our fastest growing region."
1Q25,north_america,"Whereas in the U.S., we’ve seen relatively softer results, which we believe has been largely driven by broader economic uncertainties."
1Q25,north_america,"Regionally, North America contributes approximately 30% of our Nights and Experiences Booked, of which the U.S. comprises the vast majority of our business in the region."
1Q25,north_america,"Excluding North America, Nights and Experiences Booked grew 11% year-over-year in Q1 2025."
1Q25,expansion_markets,"For the past five quarters, the average growth rate of gross nights booked on an origin basis in our expansion markets significantly outperformed our core markets."
1Q25,latin_america,"ADR in Latin America declined 7% in Q1 2025 compared to Q1 2024, primarily driven by FX."
1Q25,latin_america,"• Latin America: In Latin America, we saw low-20s Nights and Experiences Booked growth in Q1 2025 compared to Q1 2024."
2Q25,asia_pacific|domestic,"In Q2 2025, we saw year-over-year growth of origin nights booked accelerate relative to Q1 2025, driven by higher domestic travel and the number of first-time bookers in Japan, which increased 15% yea"
2Q25,latin_america|asia_pacific|urban,"We continued to see growth in both high-density urban and non-urban destinations, with the most growth in those regions with the highest demand—Latin America and Asia Pacific."
2Q25,asia_pacific,"ADR in Asia Pacific increased 2% in Q2 2025 compared to Q2 2024, primarily driven by price appreciation."
2Q25,emea,"Experiences that make the trip Services that come to you Guests can tour Paris via motorcycle sidecar, ride Now guests can book local experts like personal horseback through majestic mountains, restor"
2Q25,north_america|events,"Most recently, we announced a major multi-tournament partnership with FIFA for the FIFA Club World Cup 2025™, FIFA World Cup 26™ in North America and FIFA Women’s World Cup 2027™ in the Americas."
2Q25,emea|events,"These included a three-year partnership with the Tour De France, our first-ever live music partnership with Lollapalooza festivals worldwide, and our continued partnership with the International Olymp"
2Q25,north_america,"While we have seen an acceleration of nights booked growth in July, particularly in North America, we are mindful of the tougher year-over-year comparison towards the end of the quarter."
2Q25,north_america|emea|asia_pacific,"We also saw a sequential acceleration in growth of nights booked on an origin basis across several key countries, including Canada, Germany, and Japan."
2Q25,asia_pacific|domestic,"In Q2, nights booked by Japanese travelers accelerated from Q1, driven by more domestic travel and a 15% year-over-year increase in first-time bookers."
2Q25,asia_pacific|domestic,"Late last year, in order to raise awareness of Airbnb to Japanese travelers, we launched a brand campaign centered on domestic travel."
2Q25,north_america,"We’re also expanding our AI-powered customer service agent to 100% of U.S. users, reducing the percentage of hosts and guests who needed to contact a human agent by 15%."
2Q25,emea,"¦ EMEA: In EMEA, we saw mid-single digit growth in Nights and Seats Booked during Q2 2025 compared to Q2 2024."
2Q25,emea,ADR in EMEA increased 9% in Q2 2025 compared to Q2 2024 primarily driven by FX and price appreciation.
2Q25,emea|expansion_markets,"Within the region, we saw strong results in Germany, one of our expansion markets, with double-digit year-over-year growth of nights booked in Q2 2025, representing an acceleration compared to Q1 2025"
