quarter,section,role,exec,speaker,firm,words,lm_pos,lm_neg,lm_unc,lm_weak_modal,hedge_extra,n_numbers,n_fwd,text_head
2023Q2,qa,mgmt,cfo,David E. Stephenson,,117,2,1,0,0,0,1,3,"Yeah. On the marketing back half, I mean, our marketing expense as a percentage of revenue we expect to remain relatively flat year-over-year on a total-year ba"
2023Q2,qa,mgmt,ceo,Brian Chesky,,120,1,0,1,1,0,1,2,"Yeah. Maybe I'll just add one thing about marketing. It's just -- it's a full-funnel approach. And last year, we got 600,000 articles written about us. So peopl"
2023Q2,qa,analyst,analyst,Jed Kelly,Oppenheimer,2,0,0,0,0,0,0,0,Thank you.
2023Q2,qa,operator,operator,Operator,,101,1,1,0,0,0,0,3,We'll go next to Doug Anmuth at JPMorgan. Q Hey. This is [indiscernible] (14:34) on for Doug. Thanks for taking the questions. I have two. So first one for Dave
2023Q2,qa,mgmt,ceo,Brian Chesky,,45,0,2,0,0,0,0,1,"I don't � we're not able to hear the second question, I don't think. Can you say it one more time? Q Yeah. I'm sorry. On your full year guide for adjusted EBITD"
2023Q2,qa,mgmt,ceo,Brian Chesky,,393,6,3,6,3,0,6,2,"Yeah. So I'll take the first question, and I'll hand over to Dave. On affordability, our prices have obviously risen since pre-pandemic, and the growth has been"
2023Q2,qa,mgmt,cfo,David E. Stephenson,,236,13,1,1,0,0,2,4,"Yeah. And then in terms of profitability, I'm just really proud of our continued progress of increasing our overall margins over time. We made some hard choices"
2023Q2,qa,mgmt,ceo,Brian Chesky,,42,5,0,0,0,0,0,0,"And I think I'll just add that I think that we found that as we get more efficient, we actually grow faster. So I think being incredibly disciplined, incredibly"
2023Q2,qa,operator,operator,Operator,,11,0,1,0,0,0,0,0,And our next question comes from Stephen Ju at Credit Suisse.
2023Q2,qa,analyst,analyst,Stephen Ju,Credit Suisse,78,0,0,4,4,0,0,0,"Okay. Thank you. So, Brian, the shareholder letter is teasing us a little bit with a commentary about expand beyond the core, but there really isn't much there "
2023Q2,qa,mgmt,ceo,Brian Chesky,,915,16,6,12,6,0,6,11,"Yeah. Hey, Stephen. Thanks for the question. It's one of my favorite questions. What are we going to do next? Let me just start and back up. I just want to reca"
2023Q2,qa,analyst,analyst,Stephen Ju,Credit Suisse,2,0,0,0,0,0,0,0,Thank you.
2023Q2,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,We'll move next to Bernie McTernan at Needham & Company.
2023Q2,qa,analyst,analyst,Bernie McTernan,Needham,78,2,1,2,2,0,2,2,"Great. Thank you for taking the questions. Maybe to start, just if you could just discuss the booking trends throughout the quarter where April is up 10% going "
2023Q2,qa,mgmt,cfo,David E. Stephenson,,335,9,1,0,0,1,5,4,Let me start with the booking trends. What we saw was -- what we shared in the letter which is that the global booking trends increased from 10% growth year-ove
2023Q2,qa,analyst,analyst,Bernie McTernan,Needham,3,1,0,0,0,0,0,0,"Great. Thanks, Dave."
2023Q2,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,We'll go next to Jacob Seed at TD Cowen.
2023Q2,qa,analyst,analyst,Jake Seed,TD Cowen,91,0,2,5,5,0,0,0,Hi. This is Jacob in for Kevin. Thanks for taking my question. We've been getting a lot of questions from investors on potential initiatives that Airbnb could d
2023Q2,qa,mgmt,ceo,Brian Chesky,,612,12,2,5,3,0,4,2,"Yeah. I'll start. So with regards to increasing take rate, one of the things I'd learned � actually Dave was somebody who told me about this. It's something fro"
2023Q2,qa,mgmt,cfo,David E. Stephenson,,278,1,1,0,0,0,0,0,"I think you hit it well, but I'll just reinforce a couple things. I mean, step one in any of these markets is make sure that we've well-localized the products. "
2023Q2,qa,analyst,analyst,Jake Seed,TD Cowen,3,1,0,0,0,0,0,0,Great. Thank you.
2023Q2,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,We'll go next to Brian Nowak at Morgan Stanley.
2023Q2,qa,analyst,analyst,Brian Nowak,Morgan Stanley,84,1,2,1,1,0,0,1,"Thanks for taking my question. Now, Dave, just go back to an earlier question on ADRs being up in 3Q. I get geographic, size, location is better. But could you "
2023Q2,qa,mgmt,cfo,David E. Stephenson,,146,1,0,5,3,2,1,3,"Yeah. I think what we're seeing in the near-term for Q3 is what we've included here. We're anticipating it to be up year-over-year, driven by foreign exchange a"
2023Q2,qa,operator,operator,Operator,,11,0,1,0,0,0,0,1,We'll go to our next question from James Lee at Mizuho.
2023Q2,qa,analyst,analyst,James Lee,Mizuho,81,2,1,3,3,0,1,0,Great. Thanks for taking my questions. Two here. One on ADR. You guys talked about obviously North America decreased by 1%. I was wondering if you can maybe unp
2023Q2,qa,mgmt,cfo,David E. Stephenson,,159,3,1,0,0,0,5,0,"Sure. We obviously measure the price elasticity of our pricing, and we see a good benefit from lower pricing driving increased nights overall. We think obviousl"
2023Q2,qa,analyst,analyst,James Lee,Mizuho,37,0,1,1,1,0,0,1,"Okay. And one more question here, Dave. A lot of investors are asking about maybe student loan forgiveness expiration. I was wondering how you think about this "
2023Q2,qa,mgmt,cfo,David E. Stephenson,,143,4,2,0,0,1,0,2,"Yeah, I don't have a specific point of view on the student loan forgiveness and impact on guidance. I think what we're seeing is that in the face � people keep "
2023Q2,qa,analyst,analyst,James Lee,Mizuho,4,1,0,0,0,0,0,0,Okay. Great. Thank you.
2023Q2,qa,operator,operator,Operator,,10,0,0,0,0,0,0,1,We'll go next to Ken Gawrelski at Wells Fargo Securities.
2023Q2,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,107,0,0,2,2,0,1,1,"Hi. Thank you. I want to come back to the ADR issue. And, Brian, if you could talk about � it was very helpful detail on the 4% kind of like-for-like in North A"
2023Q2,qa,mgmt,ceo,Brian Chesky,,398,5,1,4,3,0,2,5,"Hey, Ken. Yeah, I'll start. So I think affordability on our prices have to be taken into account relative to the rest of the market. Obviously, inflation is up."
2023Q2,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,2,0,0,0,0,0,0,0,Thank you.
2023Q2,qa,operator,operator,Operator,,10,0,0,0,0,0,0,1,"And next, we'll move to Tom Champion at Piper Sandler."
2023Q2,qa,analyst,analyst,Tom Champion,Piper Sandler,93,2,1,0,0,0,1,1,"Hi. Good afternoon. Looks like you've built some tools to stimulate or offer long-term stays, and I'm just curious what you think that will ultimately do to the"
2023Q2,qa,mgmt,ceo,Brian Chesky,,491,2,0,6,3,0,6,12,"Yeah, hey, Tom. I'll take the first one. So, long-term stays are 18% of our nights booked. Long-term stay's obviously defined by a month or longer. And as I men"
2023Q2,qa,mgmt,cfo,David E. Stephenson,,192,11,1,1,0,0,0,4,"Yeah, thanks for the question on EBITDA margins. I am really proud of our progress towards it. We've made some substantial progress based on things like the cha"
2023Q2,qa,analyst,analyst,Tom Champion,Piper Sandler,3,0,0,0,0,0,0,0,Thank you both.
2023Q2,qa,mgmt,cfo,David E. Stephenson,,2,0,0,0,0,0,0,0,Thank you.
2023Q2,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,"Next, we'll move to Mark Mahaney at Evercore ISI."
2023Q2,qa,analyst,analyst,Mark Mahaney,Evercore ISI,90,3,1,0,0,0,0,1,"Okay. I wanted to ask Dave, I wanted to ask a financial question on the impact of AI and gen AI. And I want to ask it this way, which is as you think about the "
2023Q2,qa,mgmt,cfo,David E. Stephenson,,216,6,1,3,1,0,0,3,"Thanks, Mark. Yeah, absolutely it is both. I think it's timing. I think in the near-term, I mean, remember that we actually use a fair amount of AI right now on"
2023Q2,qa,mgmt,ceo,Brian Chesky,,937,13,7,14,11,0,3,12,"Yeah. I'll just share a few things. I mean, I think, obviously as Dave said, probably efficiency in the short-term, growth in the long-term. Before I talk about"
2023Q2,qa,analyst,analyst,Mark Mahaney,Evercore ISI,6,0,0,0,0,0,0,0,"Thank you, Brian. Thank you, David."
2023Q2,qa,operator,operator,Operator,,25,0,1,0,0,0,0,0,"And that does conclude the question-and-answer session. At this time, I would like to turn the call back over to Brian Chesky for closing remarks."
2023Q2,qa,mgmt,ceo,Brian Chesky,,109,3,0,0,0,0,4,3,"Hi, everyone. Well, thank you for joining us today. I just want to recap. Revenue was $2.5 billion, that's 18% higher than a year ago. Net income and adjusted E"
2023Q2,qa,operator,operator,Operator,,429,1,18,6,2,0,0,2,And this concludes today's conference call. Thank you for your participation. You may now disconnect. Disclaimer The information herein is based on sources we b
2023Q3,prepared,operator,operator,Operator,,58,1,0,0,0,0,0,2,"Good afternoon and thank you for joining Airbnb's Earnings Conference Call for the Third Quarter of 2023. As a reminder, this conference call is being recorded "
2023Q3,prepared,ir,ir,Ellie Mertz,,265,1,0,4,1,0,0,5,"Thank you. Good afternoon and welcome to Airbnb's third quarter of 2023 earnings call. Thank you for joining us today. On the call today, we have Airbnb's Co-Fo"
2023Q3,prepared,mgmt,ceo,Brian Chesky,,769,35,1,4,4,0,22,3,"All right. Well, thank you, Ellie, and good afternoon, everyone. Thanks for joining. I'm excited to share results with you. Q3 was another strong quarter for Ai"
2023Q3,qa,operator,operator,Operator,,15,0,1,0,0,0,0,1,Thank you. [Operator Instructions] We'll take our first question from Mark Mahaney at Evercore ISI.
2023Q3,qa,analyst,analyst,Mark Mahaney,Evercore ISI,103,2,1,3,3,0,0,1,"Thanks. Can I throw two questions in? You talked about some of these improvements you're seen in markets like Germany, Brazil and Korea. Could you just spend a "
2023Q3,qa,mgmt,ceo,Brian Chesky,,473,5,2,2,1,0,2,4,"Yeah. Hey, Mark, this is Brian. I'll take it. Let's first talk about international expansion. So, it's a great question. And as everyone recall that's probably "
2023Q3,qa,analyst,analyst,Mark Mahaney,Evercore ISI,4,0,0,0,0,0,0,0,"Okay. Thank you, Brian."
2023Q3,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,We'll go next to Eric Sheridan at Goldman Sachs.
2023Q3,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,73,0,1,3,2,0,0,0,"Thanks so much for taking the question. I just have one. Brian, in a number of interviews in the quarter, you talked about a potential for product roadmap over "
2023Q3,qa,mgmt,ceo,Brian Chesky,,312,6,0,3,3,0,1,2,"Yeah. Hey, Eric. I mean, just to step back, the last few years, I think we've really, really benefited by being focused. When the pandemic occurred, we felt lik"
2023Q3,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,2,0,0,0,0,0,0,0,Thank you.
2023Q3,qa,operator,operator,Operator,,12,0,1,0,0,0,0,1,We'll move to our next question from Brian Nowak at Morgan Stanley.
2023Q3,qa,analyst,analyst,Brian Nowak,Morgan Stanley,131,2,1,2,2,0,1,2,"Great. Thanks for taking my question. I have two. First one, maybe on the guide a little bit, I know there's a lot of moving pieces between the revenue comments"
2023Q3,qa,mgmt,ceo,Brian Chesky,,21,0,0,0,0,0,0,0,"And Brian, sorry, are you referring to things we've already shipped or things that we're working on that we haven't shipped?"
2023Q3,qa,analyst,analyst,Brian Nowak,Morgan Stanley,39,2,0,0,0,0,0,0,"Well, either way you want to go. Yeah, yeah. If you have ones that have already shipped, that'd be great. If you have other ones that you want to tell us about "
2023Q3,qa,mgmt,ceo,Brian Chesky,,682,10,1,7,4,1,7,6,"Yeah. So, let me � why don't I answer the innovation, and Dave, you can talk about the guide for going forward. So maybe let me talk about some things that we'v"
2023Q3,qa,mgmt,cfo,David E. Stephenson,,127,0,0,4,0,2,5,6,"And then in terms of the guidance, Brian, for the fourth quarter, we have our revenue guide that's between $2.13 billion and $2.17 billion. So, that's revenue g"
2023Q3,qa,analyst,analyst,Brian Nowak,Morgan Stanley,3,0,0,0,0,0,0,0,"Thank you, both."
2023Q3,qa,operator,operator,Operator,,12,0,1,0,0,0,0,1,We'll move to our next question from Lee Horowitz at Deutsche Bank.
2023Q3,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,170,1,1,7,7,0,0,2,Hey. Thanks so much. Can you maybe help us think about how you guys are tracking towards expectations on occupancy or utilization moving forward? As you guys ex
2023Q3,qa,mgmt,ceo,Brian Chesky,,13,0,1,0,0,0,0,0,"Oh, yeah. Yeah, you start with occupancy and I'll take the second question."
2023Q3,qa,mgmt,cfo,David E. Stephenson,,210,5,1,1,0,1,3,0,"Great. Yeah. In terms of occupancy, we've actually seen that be pretty stable in terms of kind of on a global basis. I mean, if you actually step back, you have"
2023Q3,qa,mgmt,ceo,Brian Chesky,,690,12,5,10,8,0,1,6,"Hey, Lee. I'll take the second question. Yes, I think that as I said before, I think we're only scratching the surface of how this company becomes, and I absolu"
2023Q3,qa,operator,operator,Operator,,11,0,1,0,0,0,0,1,We'll go to our next question from Doug Anmuth at JPMorgan.
2023Q3,qa,analyst,analyst,Doug Anmuth,JPMorgan,60,1,2,3,2,1,1,0,"Thanks for taking the questions. First, you called out the greater volatility in early 4Q. Just curious if you have any view of whether that's more macro-driven"
2023Q3,qa,mgmt,cfo,David E. Stephenson,,166,5,2,2,0,5,2,0,"Yeah. It's hard to completely pin down the root cause of any kind of softness or volatility. I think it is � just broadly, what we're seeing is a little bit of "
2023Q3,qa,analyst,analyst,Doug Anmuth,JPMorgan,2,0,0,0,0,0,0,0,Thank you.
2023Q3,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,"Next, we'll go to Jed Kelly at Oppenheimer & Company."
2023Q3,qa,analyst,analyst,Jed Kelly,Oppenheimer,61,1,1,0,0,0,0,0,"Hey, great. Thanks for taking my question. Can you just give us further update on the regulations you talked about in the shareholder letter? And then, Google a"
2023Q3,qa,mgmt,ceo,Brian Chesky,,460,9,3,8,2,0,7,7,"Hey, Jed. I'll take regulation. So, yes, I would generally say over the last decade, we've been really remain encouraged by the general trajectory of regulation"
2023Q3,qa,mgmt,cfo,David E. Stephenson,,160,0,0,1,0,0,1,1,"Yeah, I can take this. I mean, we're not going to respond directly to any kind of specific thing that Google is doing. I think if you do step back, though, and "
2023Q3,qa,mgmt,ceo,Brian Chesky,,157,4,1,2,2,0,3,1,"Yeah. Maybe the only other thing I'd say � maybe the only other thing, Jed, I'd say is we're just seeing a lot of strength in mobile bookings. You can think of "
2023Q3,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,We'll move next to Nick Jones at JMP Securities.
2023Q3,qa,analyst,analyst,Nick Jones,Citizens JMP,123,1,1,4,4,0,0,0,"Great. Thanks for taking the questions. Brian, you talked about Airbnb's pricing maybe not increasing or it's down while hotels are up. I mean, how do you feel "
2023Q3,qa,mgmt,ceo,Brian Chesky,,647,7,4,5,4,0,4,5,"Yeah. Hey, Nick. Let me start with pricing, and then I'll talk about the general offering. When we started Airbnb, our original tagline was a cheap affordable a"
2023Q3,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,"And next, we'll go to Ron Josey at Citi."
2023Q3,qa,analyst,analyst,Ron Josey,Citi,93,2,1,0,0,0,0,0,"Great. Thanks for taking the question. Brian, I wanted to ask a little bit about your comments on first-time bookers. I'm just trying to understand a little bit"
2023Q3,qa,mgmt,ceo,Brian Chesky,,394,5,1,2,2,0,5,1,"Yeah. I mean, Dave, you can feel free to jump in on this. But at the highest level, we generally are seeing that the vast majority of first-time bookers still c"
2023Q3,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,We'll go next to Kevin Kopelman at TD Cowen.
2023Q3,qa,analyst,analyst,Kevin Kopelman,TD Cowen,41,0,0,2,2,0,0,1,"Thanks a lot. Could you touch on your vision for building more of a travel community on Airbnb, and maybe the timeline you expect for rolling out some of the ne"
2023Q3,qa,mgmt,ceo,Brian Chesky,,681,6,4,10,7,0,4,5,"Yeah. Hey, Kevin. Yeah, I think � let me just explain what I even mean by travel community. I think one of the biggest visions that we have as a company isn't j"
2023Q3,qa,operator,operator,Operator,,10,0,0,0,0,0,0,1,We'll move next to Justin Post at Bank of America.
2023Q3,qa,analyst,analyst,Justin Post,Bank of America,73,3,3,1,1,0,1,1,"Great. Thanks for taking my question. Supply is up 19%. How do you think about that as a leading indicator for room night growth, and how do you maybe accelerat"
2023Q3,qa,mgmt,cfo,David E. Stephenson,,320,11,1,6,3,2,1,3,"Sure. Yeah, I'll start with ADR and then I'll go back to growth. I mean, on the ADR side, it varies a little bit by market. We have seen, depending on the marke"
2023Q3,qa,mgmt,ceo,Brian Chesky,,125,2,0,3,2,0,0,0,"And maybe, Justin, I'll just say that like this is my intuition having done this for almost 16 years of my life. I think that supply is even more important than"
2023Q3,qa,operator,operator,Operator,,17,0,0,1,1,0,0,1,"We'll go next to James Lee at Mizuho. James, your line is open. You may be muted."
2023Q3,qa,analyst,analyst,James Lee,Mizuho,91,2,2,2,0,0,0,1,"Great. Thanks for taking my question. Two questions here, Dave. I remember at the beginning of the year when you were guiding ADR down about mid-single digits, "
2023Q3,qa,mgmt,cfo,David E. Stephenson,,335,11,1,4,1,0,1,0,"Yeah, I'll start with sales and marketing. We're not actually shifting more to demand side marketing. I think what we're seeing is exactly the success that Bria"
2023Q3,qa,operator,operator,Operator,,12,0,1,0,0,0,0,1,And we'll move to our next question from Lloyd Walmsley at UBS.
2023Q3,qa,analyst,analyst,Lloyd Walmsley,UBS,100,1,1,1,1,0,0,0,"Thanks. My question, you guys have been talking a lot about innovating on the search experience like working on gen AI, the community side, things like co-hosti"
2023Q3,qa,mgmt,ceo,Brian Chesky,,304,3,0,1,0,0,0,2,"No, Lloyd, that absolutely makes sense and I think that's inevitability. Just to back up for a second, we are very much supportive of having hotel inventory on "
2023Q3,qa,operator,operator,Operator,,9,0,0,0,0,0,0,1,"Next, we'll move to Kenneth Gawrelski at Wells Fargo."
2023Q3,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,153,0,4,4,2,2,1,0,"Hi. Thank you so much. Appreciate it. Two questions, if I may. First, I want to go back to supply. I know you've talked a lot about it, the room nights up 19% w"
2023Q3,qa,analyst,analyst,Brian Nowak,Morgan Stanley,2,0,0,1,1,0,0,0,"Yeah, maybe..."
2023Q3,qa,mgmt,cfo,David E. Stephenson,,2,0,0,0,0,0,0,0,I'll start...
2023Q3,qa,analyst,analyst,Brian Nowak,Morgan Stanley,2,0,0,1,1,0,0,0,Maybe I'll...
2023Q3,qa,mgmt,cfo,David E. Stephenson,,3,0,0,0,0,0,0,0,"Go ahead, Brian."
2023Q3,qa,analyst,analyst,Brian Nowak,Morgan Stanley,5,0,0,0,0,0,0,0,"Oh, go for it, Dave."
2023Q3,qa,mgmt,cfo,David E. Stephenson,,227,3,4,4,2,3,4,2,"Well, I'll just start with the volatility in room nights. There's not a specific region where we're seeing it. I think maybe the biggest thing we've seen is tha"
2023Q3,qa,mgmt,ceo,Brian Chesky,,150,0,0,0,0,0,1,0,"Yeah, yeah, and I'd just say like, again, we're in like 100,000 cities around the world, and for every headline you read, there's cities that actually have very"
2023Q3,qa,operator,operator,Operator,,12,0,1,0,0,0,0,1,And we'll take our next question from Conor Cunningham at Melius Research.
2023Q3,qa,analyst,analyst,Conor Cunningham,Melius Research,108,0,0,1,1,0,1,2,"Hi, everyone. Thank you. Just on the two-thirds of the Hosts that are using the pricing tools today, well, as you add new supply, you mentioned that ADRs of new"
2023Q3,qa,mgmt,ceo,Brian Chesky,,194,1,1,3,2,0,1,1,"Yeah, I can take the first one, Conor. On tools, generally new Hosts adopt new tools at a higher rate than existing Hosts. And the reason why is like when you s"
2023Q3,qa,mgmt,cfo,David E. Stephenson,,12,0,1,0,0,0,0,0,"Yeah, to the second question, again, was take rate on international Hosts?"
2023Q3,qa,analyst,analyst,Conor Cunningham,Melius Research,33,0,0,0,0,0,1,1,"Yeah. Just as you expand internationally, is there going to be a natural reduction in take rate overall as that kind of tracks over 50% of your overall rooms at"
2023Q3,qa,mgmt,cfo,David E. Stephenson,,122,2,0,0,0,0,0,0,"No. I mean, actually I think over time, the way we think about our take rate is that it's been very stable. We've actually made no underlying kind of recent cha"
2023Q3,qa,mgmt,ceo,Brian Chesky,,68,1,1,3,3,0,0,0,"And you could � theoretically, you could argue the inverse, which is to say that as they expand in new markets, they might be more interested in new services th"
2023Q3,qa,operator,operator,Operator,,23,0,2,0,0,0,0,0,And there are no further questions at this time. I would like to turn the conference back to Brian Chesky for closing remarks.
2023Q3,qa,mgmt,ceo,Brian Chesky,,150,3,0,0,0,0,5,1,"All right. Well, thanks, everyone, for joining today. Just to recap, revenue was $3.4 billion, 18% higher than a year ago. Net income and adjusted EBITDA were b"
2023Q3,qa,operator,operator,Operator,,432,1,18,6,2,0,0,2,And this concludes today's conference call. Thank you for your participation. You may now disconnect. Disclaimer The information herein is based on sources we b
2023Q4,prepared,operator,operator,Operator,,59,1,0,0,0,0,0,2,"Good afternoon and thank you for joining Airbnb's Earnings Conference Call for the Fourth Quarter Of 2023. As a reminder, this conference call is being recorded"
2023Q4,prepared,ir,other_mgmt,Angela Yang,,263,1,0,4,1,0,0,5,"Good afternoon and welcome to Airbnb's Fourth Quarter of 2023 Earnings Call. Thank you for joining us today. On the call today, we have Airbnb Co-Founder and CE"
2023Q4,prepared,mgmt,ceo,Brian Chesky,,1270,39,5,7,4,1,34,15,"All right. Thank you and good afternoon, everyone. Thanks for joining. I am excited to share our results with you. We wrapped 2023 with another strong quarter. "
2023Q4,prepared,mgmt,cfo,David E. Stephenson,,114,3,0,0,0,0,0,1,"Yeah. Thanks, Brian. I'm really excited about my new role as Chief Business Officer. In this role, I'm focused on driving Airbnb's growth by concentrating in th"
2023Q4,qa,operator,operator,Operator,,18,0,1,0,0,0,0,0,[Operator Instructions] Your first question comes from the line of Ron Josey from Citi. Your line is open.
2023Q4,qa,analyst,analyst,Ron Josey,Citi,120,1,1,0,0,0,0,0,"Great. Thanks for taking the question. Dave, congrats on the role, and Ellie, to you as well. Brian, I wanted to ask a little bit more on just expanding beyond "
2023Q4,qa,mgmt,ceo,Brian Chesky,,543,6,3,3,1,0,4,7,"Yeah, absolutely, Ron. Thanks for asking the questions. So, yeah, let me start with AI. So, I think to talk about AI, it will be good to zoom out and just lay o"
2023Q4,qa,operator,operator,Operator,,3,0,1,0,0,0,0,0,Your next question...
2023Q4,qa,mgmt,cfo,David E. Stephenson,,9,0,0,0,0,0,0,1,"And then, in terms � so, I was going to..."
2023Q4,qa,mgmt,ceo,Brian Chesky,,5,0,0,0,0,0,0,0,"Oh, and sorry. I think..."
2023Q4,qa,mgmt,cfo,David E. Stephenson,,211,3,2,1,0,0,1,2,"question was � yeah, newer, underpenetrated markets. We've learned a few things. First, we just need to make sure that we have great supply. And great supply an"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Eric Sheridan from Goldman Sachs. Your line is open.
2023Q4,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,59,0,1,0,0,0,0,0,Thanks so much for taking the question. I'm just curious how the building blocks and sort of the way you're thinking about the macro environment and the idiosyn
2023Q4,qa,mgmt,cfo,David E. Stephenson,,246,5,2,0,0,1,2,3,"Eric, again, what we saw exiting 2023 was interesting, right? When we were on this call a quarter ago, we had seen some softness in demand in October, and then "
2023Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Justin Patterson from KeyBanc. Your line is open.
2023Q4,qa,analyst,analyst,Justin Patterson,KeyBanc,81,0,0,1,1,0,0,0,Hi. Thank you very much. There's been a lot of investor interest around the cross-currency fee. How should we think about that phasing in over the course of the
2023Q4,qa,mgmt,cfo,David E. Stephenson,,263,3,0,5,1,0,3,5,"Yeah. To be clear, when we announced this recently, we updated our terms of service. And what it did is it gives us the ability to implement a cross-currency fe"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Brian Nowak from Morgan Stanley. Your line is open.
2023Q4,qa,analyst,analyst,Brian Nowak,Morgan Stanley,161,3,2,0,0,0,0,1,"Great. Thanks for taking my questions. I have two, one big picture and one sort of accounting. So big picture one, you guys have made a lot of interesting chang"
2023Q4,qa,mgmt,ceo,Brian Chesky,,843,13,0,4,2,0,19,3,"Yeah. Why don't I start, Brian? So, you could think of probably like three really big buckets of work that are going to drive conversion of Airbnb. One is our w"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,161,1,2,1,0,1,4,1,"In terms of the Q1 guide on room nights growth, again, I think you have to remember that we have a hard comp versus Q1 of 2023, where there was a lot of pent-up"
2023Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Doug Anmuth from JPMorgan. Your line is open.
2023Q4,qa,analyst,analyst,Doug Anmuth,JPMorgan,76,1,2,1,1,0,0,1,"Thanks so much for taking the question. Ellie, can you just help us understand the commentary on EBITDA a little bit better for 2024 or the incremental investme"
2023Q4,qa,mgmt,ir,Ellie Mertz,,237,4,0,3,2,0,1,7,"Thanks, Doug. I was actually going to start next quarter, but thanks for pointing it to me. So, what you saw in the guidance language that we've provided is tha"
2023Q4,qa,operator,operator,Operator,,18,0,1,0,0,0,0,0,Your next question comes from the line of Justin Post from Bank of America. Your line is open.
2023Q4,qa,analyst,analyst,Justin Post,Bank of America,104,2,0,0,0,0,0,0,"Great. Thank you. Just want to ask about room nights. We all know there's a tough comp in Q1 and that was partially due to the reopening, but we're kind of over"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,286,8,0,1,1,0,3,0,"Yeah. Again, we are starting to see overall kind of demand normalize. I think if you also look at our nights' growth and the nights on Airbnb, we continue to se"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Kevin Kopelman from TD Cowen. Your line is open.
2023Q4,qa,analyst,analyst,Kevin Kopelman,TD Cowen,48,0,1,1,1,0,0,2,Thanks so much. I had a follow-up on the margin question. Could you give any more color on your kind of initial thinking for the year on growing head count and 
2023Q4,qa,mgmt,cfo,David E. Stephenson,,173,2,0,6,5,0,1,7,"Yeah. In terms of head count, we grew head count last year about 1%. We're planning to grow at maybe slightly more than that. It could be kind of mid-single dig"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Lee Horowitz from Deutsche Bank. Your line is open.
2023Q4,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,68,1,2,1,1,0,1,2,"Hi. Can you maybe spend some time talking through sort of the competitive dynamics and your expectations for the competitive side in the US in 2024, particularl"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,125,4,1,0,0,0,0,1,"Yeah. We're going to continue to do what we're doing well, which is have unique supply that is outgrowing any of our competitors. And I think by having that, we"
2023Q4,qa,mgmt,ceo,Brian Chesky,,194,5,0,0,0,0,0,2,"Yeah. And I'll just add that we have a lot of competition for people choosing places to stay. Our main competition are hotels, first of all, and we're so much s"
2023Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Jed Kelly from Oppenheimer. Your line is open.
2023Q4,qa,analyst,analyst,Jed Kelly,Oppenheimer,93,2,1,0,0,1,1,0,"Hey. Great. Thanks for taking my question. Just a couple. Just one, can you talk about how we think of � we should think about demand and supply starting to con"
2023Q4,qa,mgmt,ceo,Brian Chesky,,331,6,4,5,2,0,3,2,"Yeah. So why don't I just start, Jed, talking about supply growth and I'll let Dave answer the rest. I believe in the long run that supply growth is a long-term"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,268,10,0,1,1,0,4,2,"Yeah. I think what's also interesting is if you actually back up and look out over multiple years, if you go back four years or so and look at the total amount "
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Timothy Shubsda from JMP Securities. Your line is open.
2023Q4,qa,analyst,analyst,Nick Jones,Citizens JMP,96,0,0,0,0,0,0,3,Hi. This is Nick Jones on. You talk a lot about focusing on international expansion and kind of underpenetrated in many of these markets. And you're rolling thi
2023Q4,qa,mgmt,cfo,David E. Stephenson,,132,2,0,1,1,0,0,1,"Yeah. I think this is what you'll continue to see. We're being very judicious about putting a small team on the ground in each of these locales, making sure tha"
