id,name,file_or_location,owner,source,licence,frequency,first_date,last_date,n_obs,point_in_time_lag,maps_to,role,tested_already,verdict_so_far,untested_idea,combinable_with,build_forward,on_disk
D164,"Spain INE tourist dwellings (all platforms): Spain, Canaries, Balearics, Barcelona, Madrid, Malaga, Ibiza; May-25, Nov-24, Nov-25, May-26","MAIN:research/regulatory/quantification/spain_supply_history.json; raw data/raw/regulatory/quantification/ine_national.csv, ine_municipal.csv",Krish,INE experimental statistics (tables 39363/39364),INE open,semi-annual snapshots held (INE publishes more),2024-11,2026-05,28,~2-3 months after reference month,regulation / regional nights (Spain supply),supply-side,yes: 2026-09-05_regulatory-forecast-profile (descriptive),Spain -10.7% y/y May-26; Madrid -28.9%; Barcelona -14.1%,"Pull the full INE series (all reference months, all municipalities) and test vs Eurostat ES nights and ABNB EMEA","D111,D110",no,yes
D165,"Hawaii vacation-rental performance panel (Lighthouse, all-channel): supply nights, demand nights, occupancy, total rate; state + 4 counties; monthly with report vintages",MAIN:research/regulatory/phase2/hawaii_monthly_latest.json (155); hawaii_monthly_vintages.json (190); raw data/raw/regulatory/phase2/hawaii_*.xlsx (19 workbooks),Krish,Hawaii DBEDT vacation rental reports,public (state),monthly,2024-01,2026-07,155,~4-6 weeks after month end; vintages kept,"ADR / occupancy (regional realised), Maui regulation",price / demand-side,no (used only for Maui exposure context),2026 monthly vintages do not reconcile to July restated YTD; do not splice,The ONLY realised occupancy-and-rate series in hand: Hawaii total rate y/y vs ABNB ADR ex-FX y/y (n 10 quarters); and as the calibration for blocked-rate vs occupancy (D131/D141),"D003,D131,D141",no,yes
D166,"NYC Local Law 18 activity benchmark: guest-nights 6.56M (Sep22-Aug23) to 2.88M (Sep23-Aug24), lost host earnings $351M",MAIN:research/regulatory/phase2/nyc_activity_benchmark.json; raw data/raw/regulatory/phase2/nyc_cra_2025.pdf,Krish,Airbnb-commissioned CRA report (Dec 2024),public,one-off,2023,2024,3,n/a,regulation (loss anchor),supply-side,yes: 2026-09-05_regulatory-forecast-profile,"56% activity decline is the benchmark, not the 83% listing decline",None,D160,no,yes
D167,Regulatory guidance history: 13 guided quarters with policy context,MAIN:research/regulatory/quantification/guidance_history.json,Krish,derived from D030/D007,public,quarterly,2023Q3,2026Q3,13,0,guidance,level,yes: 2026-09-05_regulatory-forecast-profile,All guided quarters met or beat the range through Spain/NYC enforcement; cannot isolate regulation,None,D030,no,yes
D168,"Regulatory raw documents: REG-S07/S10/S11/S21 HTML, 10-K FY25 and 10-Q 2Q26 text, Greece 2025 report, Maui resolutions, Barcelona registry zip",data/raw/regulatory/documents/; quantification/; phase2/,Krish,official sources,public,one-off,2025,2026-09,60,n/a,regulation,raw,yes (inputs to D160),,None,,no,yes
D169,"Regulatory SQLite database (events, factors, sources, quantification tables)","MAIN:data/processed/abnb_regulatory.sqlite (main tree, uncommitted)",Krish,built by analysis/src/build_regulatory_database.py + phase2,public,n/a,,,,n/a,regulation,database,yes (D160-D167 are views of it),,None,,no,yes
D170,"Municipal STR registries and lodging taxes, 25 datasets / 17 portals / 109,343 rows: Austin active-STR counts (527 dates), Austin locations, California county+city TOT FY2017-24, NOLA permits/licences (4 sets), Seattle licences, Denver (3), Calgary, Winnipeg, Nova Scotia, Norfolk, Orlando, Cambridge, Marin (registry + TOT revenue), Missouri, Montgomery MD, Oregon lodging tax by type, WeHo buyouts, San Mateo","Theo external volume (/Volumes/PortableSSD/ABNB_DATA_EXPANSION), manifest in data/manifests/municipal_download_log.csv",Theo,Socrata / open-data portals,open government,daily to annual (varies),2016,2026-09,109343,days (portal refresh) to 1 year (fiscal tax),regulation (lawful supply) / regional nights (TOT = taxable lodging revenue),supply-side / demand-side,partly: Theo H-006 (NYC OSE) and SCW-001 (Austin) INCONCLUSIVE,Zero strict-PIT eligible events; portals' historical vintages not established,"Austin daily active-STR count vs Austin Inside Airbnb listings (D121) as a validation; California TOT / tax rate = taxable lodging revenue for 482 cities FY17-24 vs ABNB NA growth (annual, n 4)","D143,D121,D164",no,off-machine
D171,"Theo's candidate supply/regulatory sources not acquired: NYC OSE snapshots and enforcement reports, Vancouver STR licences, NOLA permit events and hearings, San Diego STRO, Hawaii TAT district (terms prohibit)","theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/candidate_edge_registry.csv (rows 4, 6, 8, 10-12) and rejected_and_inconclusive_sources.md",Theo,municipal portals,pending permission / prohibited (Hawaii TAT),annual to daily,2016,,0,n/a,regulation / supply,supply-side,yes: Theo E1 (all INCONCLUSIVE or blocked),No permission cleared; zero observations,Prospective timestamped snapshots only (Theo's own conclusion),D170,yes,yes
D180,"Harvard Dataverse 'To Airbnb? A question of revenues' (Melbourne / Port Phillip): str_daily_1.tab 210 MB, str_daily_2.csv 370 MB, ltr_data.tab 657 MB, suburb shapefiles","Theo external volume (/Volumes/PortableSSD/ABNB_DATA_EXPANSION), manifest in data/manifests/dataverse_log.csv (doi:10.7910/DVN/1XPDEU, Q0VVTH)",Theo,Harvard Dataverse,CC0 1.0,daily (historical),~2016,~2019,,historical only,ADR / occupancy (methodology),price / demand-side (historical),no,,Daily booked-vs-blocked-vs-price at listing level (AirDNA-style) to calibrate the blocked-rate to occupancy mapping used in D131/D141,"D141,D131",no,off-machine
D181,"Other Dataverse files: Rio de Janeiro listings (56 MB), New Zealand Nov 2018, 'Airbnb Feb/May 2018-2021' (Airbnb_DS_real), Brazilian small towns 2019 (6 xlsx), NYC 2019 (AB_NYC), Seattle tax compliance by loccode; Boston (HTTP 400) and Venice/Reykjavik/Boston-MSA AirDNA daily (403, guestbook)","Theo external volume (/Volumes/PortableSSD/ABNB_DATA_EXPANSION), manifest in data/manifests/dataverse_log.csv (29 rows, 21 files ok)",Theo,Harvard Dataverse,CC0 / per record,one-off,2018,2022,21,historical only,supply (historical),supply-side (historical),no,Guestbook-gated AirDNA sets need a manual browser form,Complete the Dataverse guestbook for the Venice/Reykjavik/Boston-MSA AirDNA daily sets: realised occupancy and ADR for three markets to 2020-22,"D165,D180",no,off-machine
D182,"Zenodo: Barcelona Airbnb (2 files), AirBSet Brazil listings + reviews (1.8 MB), Vienna active apartments Mar 2020","Theo external volume (/Volumes/PortableSSD/ABNB_DATA_EXPANSION), manifest in data/manifests/repositories_log.csv (8 rows)",Theo,Zenodo,CC BY 4.0 / MIT-0,one-off,2020,2024,4,historical only,supply (historical),supply-side,no,,None (superseded by Inside Airbnb Barcelona dumps),,no,off-machine
D190,"Bloomberg Excel add-in exports: 6,365 rows of consensus estimates, revisions, comps, daily prices (sheets 1, 4, 5, 6 of 6; sheets 2-3 outstanding)","private shared Drive (licensed, not in repo); described in docs/CODEX_HANDOFF_V2.md sec 4 and 8 (raw_expansion_licensed/v2_2026-09-05/bloomberg/)",Theo,"Bloomberg terminal (BEST_SALES, BEST_EBITDA, BDH)",licensed_norestribute,daily / per revision,,2026-09,6365,same day (terminal); point-in-time via BDH history,consensus / positioning / stock reaction,positioning,"no: not in repo; Street Q3 26 consensus $4,744m and FY26 13,371 -> 14,162 quoted from it",Consensus at each call is the biggest hole in the reaction function,"Extract BEST_SALES / BEST_EBITDA history at each of the 23 call dates into Theo's consensus_snapshots.csv, then guide-vs-consensus gap vs day-1 (the plan's branch 3)","D036,D030,D042,D046",no,off-machine
D191,FactSet CallStreet transcript PDFs (Theo's licensed local copies of the 23 calls),Theo private input root (ABNB_PRIVATE_INPUT_ROOT); metadata in theos-past-research/research/transcripts/transcript_index.csv,Theo,FactSet,licensed_norestribute,per print,2021-02-25,2026-08-06,23,1-2 days,guidance / sentiment,sentiment,duplicate of D050,,None,D050,no,n/a
D192,"SIG-project Bloomberg consensus-at-call extract (schema template: mktcap, price, cons EPS/sales Q and FY at each call)",MAIN:ABNB-Crossover/data/bb_consensus_at_call.csv (14 SIG rows),Krish (prior project),Bloomberg transcript-PDF page headers,"licensed (SIG data, not ABNB)",per call,2015,2026,14,same day,consensus (template only),positioning,no: template,Proves the transcript export carries consensus at each call for free,Run the same export for ABNB at Hough Hall (fills D036),"D036,D190",yes,yes
D193,STR / CoStar hotel weekly (planned licensed cohort; entitlement unconfirmed),not held (docs/2026-09-05-abnb-data-extraction-v2.md Task 9),none,STR/CoStar,licensed,weekly,,,0,1 week,ADR / nights (hotel wedge),price / demand-side,no: not acquired,,Weekly US hotel RevPAR headline numbers are free via CoStar press releases; capture weekly,"D060,D070",yes,n/a
D200,"Google Trends weekly: airbnb, vrbo, booking.com, hotels.com, expedia (stitched windows, US and worldwide)","data/processed/overnight/08_trends_weekly.csv (ws 08, in flight; 9,580 rows)",Krish (ws 08),Google Trends via pytrends,"Google terms (indexed, not redistributable at scale)",weekly,2019-01-06,2026-09-06,9580,same day (rescaled per payload),nights / share of search,demand-side / sentiment,in flight (plan branch 5),Not yet tested,"Share-of-search (airbnb / sum of five) y/y vs nights y/y and vs NA revenue, quarter averages, n 22; first differences","D001,D018,D201",yes,yes
D201,"SimilarWeb / Semrush free-tier web traffic snapshot for airbnb.com, vrbo.com, booking.com, expedia.com, hotels.com",not captured for ABNB; schema in MAIN:ABNB-Crossover/data/web_traffic_snapshot_2026-08.csv (SIG rows),none,SimilarWeb free tier,"free tier (3-month aggregate, MoM only)",monthly,,,0,~1 week after month end,nights (traffic),demand-side,no: not acquired (plan branch 8 not done),Free tier gives no history: must be built forward from day one,Start monthly capture now; by December there are 3 points,"D200,D202",yes,n/a
D202,"App intelligence (Sensor Tower / Appfigures / AppMagic free tiers): downloads, DAU/MAU for Airbnb, Vrbo, Booking, Hopper",not captured; access map MAIN:ABNB-Crossover/03_ACCESS_MAP.md sec 3,none,vendor free tiers,free tier / licensed,monthly,,,0,days,nights (app engagement),demand-side,no: not acquired,Flagged Tier 1 for ABNB in the access map,Verify free-tier depth; capture monthly,"D200,D201",yes,n/a
D203,"Card-panel data (Earnest Dash free tier, Consumer Edge academic trial, Bloomberg Second Measure ECAN)",not acquired; MAIN:ABNB-Crossover/03_ACCESS_MAP.md sec 1,none,Earnest / Consumer Edge / Bloomberg,free tier or terminal,weekly/monthly,,,0,~1-2 weeks,GBV (US card spend at booking) / nights,demand-side,no: not acquired,"Captures guest charge at booking (GBV-like, US-skewed), not revenue",Earnest Airbnb-vs-Vrbo spend y/y vs GBV y/y; the only free route to a booking-time series,D002,yes,n/a
D204,"AirDNA / Key Data free market pages and blog posts (STR occupancy, ADR, RevPAR, supply by market)",not captured; MAIN:ABNB-Crossover/03_ACCESS_MAP.md sec 4,none,"AirDNA, Key Data",free surfaces only,monthly,,,0,~2-4 weeks,ADR / occupancy / supply (STR industry),price / demand-side,no: not acquired,Sell-side cites AirDNA; NYC 83% listing decline came from it,Screenshot AirDNA city pages monthly for the 13 panel cities; ask for an academic sample,"D165,D122",yes,n/a
D205,"NTTO I-94 international arrivals to the US by country, monthly",not captured; MAIN:ABNB-Crossover/03_ACCESS_MAP.md sec 4,none,trade.gov/i-94-arrivals,public,monthly,,,0,~4-6 weeks,nights (inbound US) / cross-border mix,demand-side / cross-border,no: not acquired,,Inbound arrivals y/y vs NA revenue y/y and vs BEA inbound (D092) as a cross-check,"D092,D018",no,n/a
D206,"US airport passenger sleeve: SFO monthly aggregate passengers (384 rows), LAX (blocked by CAPTCHA marker), PANYNJ parking (quarterly)",theos-past-research/outputs/reproducibility/us-europe-guidance/abnb_us_europe_altdata_long.csv (525 rows: SFO + EU27),Theo,DataSF SODA; LAWA; data.ny.gov,open data,monthly,~1994,2026-07,384,~1-2 months; historical vintages unavailable,guidance (revenue guide y/y) / nights (US),demand-side,"yes: Theo H-007, H-010, H-011, H-012 v1/v2","SFO T3M y/y Pearson 0.78 vs guidance y/y but current-snapshot diagnostic, not PIT; -0.65 on acceleration",Treat as WATCH_PROSPECTIVELY (Theo); add LAX via browser; test vs NA revenue not guidance,"D115,D018,D085",no,yes
D207,Census Quarterly Services Survey NAICS 721 accommodation revenue (H-009),not acquired (Theo sleeve: INCONCLUSIVE / blocked),Theo,Census QSS API,public,quarterly,,,0,~2.5 months after quarter end (after the print),revenue (US category),demand-side,yes: Theo H-009 (no observations),Blocked on permission; and arrives after the ABNB print anyway,None for prediction; annual category share only,D089,no,n/a
D208,"Theo's moonshot / physical-world candidates: NASA Black Marble night lights, NOAA HMS smoke, WSF ferry ridership (H-004), Orange County FL TDT (H-005), NPS visitor use, FTA transit ridership, MarineCadastre AIS, NYC 311, Melbourne pedestrians",theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/candidate_edge_registry.csv (15 ranked); ex-ante scores 58-80,Theo,various federal / municipal,public but permission gates unresolved,daily to quarterly,2002,,0,varies; historical vintages unproven,nights (regional realised activity) / guidance,demand-side,"yes: Theo E1 (H-004, H-005 INCONCLUSIVE; others pending)",Zero strict-cutoff observations for every pilot; no source promoted,"Orange County TDT monthly PDFs (2019+) are the one with genuine release vintages: capture by browser, test vs NA revenue (n ~12)","D170,D206",yes,yes
D209,Overture Maps hotel places + world atlas (Theo's global lodging 3D map inputs),theos-past-research/research/source_registry.csv (rows 44-45); theos-past-research/scripts/build_global_lodging_map.py,Theo,Overture Maps Foundation; Natural Earth,open,one-off,2026-08,2026-08,,n/a,supply (hotel density context),supply-side / context,no,,None for prediction,,no,yes
D220,"Merged quarterly macro-KPI panel (37 columns: KPIs, FX, CPI, BEA, employment, claims, sentiment)",data/processed/predictive/03_quarterly_panel.csv,Krish,"derived from D001-D004, D070-D093",public,quarterly,2019Q1,2026Q3,31,mixed (see components),nights / GBV / ADR / revenue beat / day-1,panel,yes: 2026-09-06_predictive-study + predictive/03 03,"890 pairs; 5 pass Bonferroni (3 FX mechanism, 2 nights trend)",Re-run at n 23 after 5 Nov with the same pre-registered pairs only,D221,no,yes
D221,"Nowcast test results: 900 series-transform-lag-target cells with perm p, BH q, LOO RMSE vs naive, split-half signs",data/processed/predictive/03_nowcast_results.csv,Krish,derived,public,n/a,,,900,n/a,all KPIs,results,yes,As D220,None,D220,no,yes
D222,Print features: 47 contemporaneous and pre-print features per print with 1/5/20-day excess,data/processed/predictive/04_print_features.csv; 04_reaction_results.csv (394 tests),Krish,derived,public,per print,2021Q1,2026Q2,22,0 / pre-print as labelled,stock reaction / EBITDA margin,panel,yes: predictive/04,63 contemporaneous and 60 pre-print tests per sample; none passes Bonferroni,Add consensus gap (D190) and options-implied move (D044) as columns,"D042,D036,D044",no,yes
D223,"Peer read-through panel and results (255 cells, LOO 51 rows)",data/processed/predictive/02_peer_readthrough_panel.csv; 02_peer_readthrough_results.csv; 02_peer_readthrough_loo.csv,Krish,derived from D060,public,quarterly,2021Q1,2026Q2,22,peer report date,nights / beat / day-1,results,yes: predictive/02,Only hotel-RevPAR pairs survive BH post-2022; none beats AR(1),None,D060,no,yes
D224,"Print base rates: per-print beat, guide direction, margin met, FY floor action, reactions; 311 summary cells",data/processed/predictive/01_print_base_rates.csv; 01_print_base_rates_summary.csv,Krish,derived,public,per print,2020Q4,2026Q2,23,0,stock reaction / guidance,base rates,yes: predictive/01,Margin met + nights accelerating +5.0% (7 prints); met + decelerating -2.1% (11),Score 5 Nov into the same cells,D042,no,yes
D225,Margin predictability tests (80) and per-quarter margin surprise panel (14),data/processed/predictive/04_margin_predictability.csv; 04_margin_predictability_quarters.csv,Krish,derived,public,quarterly,2022Q1,2026Q2,14,0 / lag 1,EBITDA margin,results,yes: predictive/04,Lagged S&M deleverage beats the guide bound by 0.2 pts LOO (2.61 vs 2.79),None,D009,no,yes
D226,"Valuation scenarios FY26-28 (bear/base/bull), sensitivity grids (51), reverse DCF (18)",data/processed/abnb_valuation_scenarios.csv; abnb_valuation_sensitivity.csv; abnb_reverse_dcf.csv; model/assumptions.md,Krish,driver model on D001-D013,public,annual forecast,FY2026E,FY2028E,9,n/a,revenue / EBITDA / FCF / share count / value,model output,yes: 2026-09-05_driver-model,"Base $248 EV/EBITDA, $172 SBC-adjusted FCF; bear $176; price implies 7.5% (reported) or 13.3% (SBC-adj) FCF growth",None (this is the model),,no,yes
D227,"Margin scenarios: FY26E, FY27E, Q3 26E, implied Q4 26E by cost line (bear/base/bull)",data/processed/abnb_margin_scenarios.csv,Krish,margin bridge SCEN dict,public,forecast,Q3 2026E,FY2027E,12,n/a,EBITDA margin / cost line,model output,yes: 2026-09-05_margin-drivers 11,FY26 35.3 / 35.9 / 37.7%; FY27 33.8 / 36.5 / 39.8%,None,D226,no,yes
D228,"IA city-level y/y panel from ws 08 (listings, reviews LTM/L30d all and matched, blocked 30/90 y/y pts)",data/processed/overnight/08_ia_city_yoy.csv,Krish (ws 08),derived from D120,CC BY 4.0,per year-ago pair,2023-12-15,2026-08-30,103,~1-4 weeks,nights / supply,demand-side / supply-side,in flight (ws 08),Delivered 6 Sep: 103 matched year-ago pairs across 13 cities,See D125/D131,"D125,D131",yes,yes
D229,FX quarterly averages and y/y for 9 currencies (ws 10) and XBRL revenue by geography (ws 10),data/processed/overnight/10_fx_quarterly.csv (36); 10_xbrl_revenue_geography.csv (258 facts),Krish (ws 10),FRED keyless CSV (S30/S38); XBRL segment facts,public,quarterly,2018Q1,2026Q3,36,1 day / filing day,ADR (FX) / regional revenue,price / regional,in flight (ws 10),"Delivered 6 Sep: 9 currencies quarterly, 258 XBRL geography facts",See D087/D018,"D087,D018",no,yes
D230,"Reconciled quarterly KPI panel, 30 metrics per quarter (nights, GBV, ADR, revenue, EBITDA, SBC, FCF, cost lines, shares) with XBRL cross-columns",data/processed/overnight/02_kpi_panel_quarterly.csv,Krish (ws 02),Shareholder letters 8-K Ex.99.1 (S23); SEC XBRL companyfacts CIK 1559720 (S25),public,quarterly,3Q20,2Q26,24,0: print day,nights / GBV / ADR / revenue / cost line,level / panel,in flight (ws 02),Single reconciled input table; supersedes D001-D013 as the model's feed,Use as the driver model's input sheet; reconcile the letter-vs-XBRL columns quarter by quarter,"D001,D005,D008,D231",no,yes
D231,"KPI panel long form: 1,050 metric-quarter cells with source quote, source file and verified flag",data/processed/overnight/02_kpi_panel_long.csv,Krish (ws 02),Shareholder letters 8-K Ex.99.1 (S23),public,quarterly,3Q20,2Q26,1050,0: print day,all KPIs (provenance),evidence / panel,in flight (ws 02),Every cell carries a letter sentence; this is the audit trail for D230,Spot-check the unverified cells before the deck cites them,"D230,D035",no,yes
D232,Metric coverage register: 74 metrics with first/last quarter and a stopped-before-2Q26 flag,data/processed/overnight/02_metric_coverage.csv,Krish (ws 02),derived from D231,public,quarterly,3Q20,2Q26,74,n/a,all KPIs (metadata),metadata,in flight (ws 02),Names which disclosures Airbnb has quietly stopped giving,Cross the stopped list against what the model needs; ask IR for the dropped ones,D233,no,yes
D233,Disclosure changes log: 23 dated changes in what Airbnb reports,data/processed/overnight/02_disclosure_changes.csv,Krish (ws 02),Shareholder letters 8-K Ex.99.1 (S23); 10-K/10-Q,public,event,2020Q4,2026Q2,23,0: filing,all KPIs (metadata),metadata,in flight (ws 02),Disclosure regime shifts (e.g. regional nights bands) break long series,Flag every model series whose definition changed mid-sample,"D232,D018",no,yes
D234,Cross-check table letter vs XBRL (ws 02),data/processed/overnight/02_crosscheck.csv,Krish (ws 02),derived,public,quarterly,,,0,n/a,revenue / cost line,quality control,in flight (ws 02),"DEFECT: file is empty (2 bytes, no header) as of 01:41",Re-run 02_kpi_panel.py; the cross-check is the one thing that validates D230,D230,yes,yes
D235,"Call feature panel: 23 calls x ~60 features (Loughran-McDonald tone, hedging, uncertainty, speaker shares, analyst counts, numbers and forward-looking counts)",data/processed/overnight/03_call_features.csv,Krish (ws 03),transcripts (D050),public,per print,2020Q4,2026Q2,23,0-1 day after call,guidance / stock reaction,sentiment,in flight (ws 03),First quantified tone series for ABNB calls; pairs with 03_reaction_tests.py,"Tone change vs day-1 excess and vs next-quarter guide direction, pre-registered, n 23","D050,D052,D042",no,yes
D236,"Call turn table: 1,677 speaker turns with role, firm, words, LM counts, numbers, forward-looking phrases",data/processed/overnight/03_call_turns.csv,Krish (ws 03),transcripts (D050),public,per print,2020Q4,2026Q2,1677,0-1 day,sentiment,sentiment / raw,in flight (ws 03),"Turn-level base for any later text work (per-analyst, per-exec)",Per-executive tone drift (Chesky vs CFO) across the CFO transition,"D235,D051",no,yes
D237,Theme lexicon: 18 regexes used to tag call text,data/processed/overnight/03_theme_lexicon.csv,Krish (ws 03),hand-built,public,one-off,,,18,n/a,sentiment (metadata),metadata,in flight (ws 03),Wider than the 14-topic dict in D052,Reconcile with D052's TOPICS so topic counts are comparable across notes,D052,no,yes
D238,"Macro-KPI quarterly panel (ws 05): 31 quarters x ~40 columns (KPIs, margins, FX, BEA, CPI, claims, VMT, regional bands)",data/processed/overnight/05_macro_quarterly_panel.csv,Krish (ws 05),FRED keyless CSV (S30/S38); BEA NIPA underlying Tables 2.4.4U/5U/6U (S29); Shareholder letters 8-K Ex.99.1 (S23),public,quarterly,2019Q1,2026Q3,31,mixed (see D070-D093),nights / ADR / EBITDA margin,macro / panel,in flight (ws 05),"Wider and longer than D220 (37 cols, 2021+); includes an in-progress 2026Q3 row",Use the 2026Q3 partial row as the 5 Nov macro card,"D220,D239",no,yes
D239,"Macro transmission tests: 1,408 macro-transform-lag-target cells with perm p, LOO and post-2024 r",data/processed/overnight/05_macro_tests_all.csv,Krish (ws 05),derived from D238,public,test results,,,1408,n/a,nights / ADR / GBV / EBITDA margin,results,in flight (ws 05),Confirms D221: almost all macro-KPI links are 2023 recovery trend,"Count how many of the 1,408 survive perm p < 0.05 AND hold from 2024","D221,D240",no,yes
D240,"Macro sensitivities with confidence grades: 256 macro-target pairs, effect per unit, margin effect via the cost chain",data/processed/overnight/05_macro_sensitivities.csv,Krish (ws 05),derived from D239,public,test results,,,256,n/a,nights / ADR / EBITDA margin,results / elasticity,in flight (ws 05),"Only 4 of 256 graded high, all FX-to-ADR/revenue (USD y/y -0.59 pp per pt, r -0.95)",Put the 4 high-confidence elasticities into the model as explicit FX levers; ignore the rest,"D087,D088,D242",no,yes
D241,"FX fits: 24 target-driver-lag-window fits (ADR FX effect, revenue FX pts) with LOO vs naive",data/processed/overnight/05_fx_fits.csv,Krish (ws 05),derived from D087/D088,public,test results,,,24,n/a,ADR (FX) / revenue,results / price,in flight (ws 05),"EUR/USD y/y to ADR FX effect r 0.97, +0.46 pp per pt (n 14)","None; it is the mechanism, already the model's FX line","D087,D088",no,yes
D242,"FX schedule: fitted ADR and revenue FX contribution by quarter under 3 currency paths, 2025Q3-2027Q4",data/processed/overnight/05_fx_schedule.csv,Krish (ws 05),derived from D241 + spot,public,quarterly (forward),2025Q3,2027Q4,30,1 day (spot known daily),ADR (FX) / revenue,price / forecast,in flight (ws 05),Turns today's spot into next year's reported ADR and revenue pts mechanically,Update weekly to 5 Nov; this is the cleanest pre-print number the team owns,"D087,D229,D269",yes,yes
D243,"Macro scenarios: 3 probability-weighted macro paths to 4Q26 and FY27 (nights, ADR ex-FX, FX pts, take rate, margin)",data/processed/overnight/05_macro_scenarios.csv,Krish (ws 05),derived from D240/D242,public,scenario,4Q26,FY2027,3,n/a,revenue / EBITDA margin / guidance,scenario,in flight (ws 05),Macro overlay for the bear/base/bull cases in D226,"Reconcile with D226 and D227 so the deck has one set of scenarios, not three","D226,D227",no,yes
D244,"Shock episode studies: 4 macro shocks with what was guided, what printed and what the stock did",data/processed/overnight/05_shock_episodes.csv,Krish (ws 05),letters + closes,public,event,2020,2026,4,n/a,guidance / stock reaction,analogue,in flight (ws 05),Analogue evidence for how management guides into a shock,None quantitative; use as narrative in the risk section,D043,no,yes
D245,"Cross-border share of gross nights (management-stated), quarterly",data/processed/overnight/05_crossborder_share.csv,Krish (ws 05),Shareholder letters 8-K Ex.99.1 (S23) / calls,public,quarterly,2019Q1,2024Q1,15,0: print day,nights (mix) / ADR (FX exposure),mix,no,Disclosure stops in 2024Q1; a stopped series (see D232),Cross-border share sets how much of ADR is FX-exposed; ask IR to restate it,"D232,D242",no,yes
D246,"Regional growth panel: 4 regions' stated nights bands vs Eurostat, BEA inbound/outbound and USD, 8 quarters",data/processed/overnight/05_regional_growth.csv,Krish (ws 05),Shareholder letters 8-K Ex.99.1 (S23); Eurostat tour_ce_omr (S35); BEA NIPA underlying Tables 2.4.4U/5U/6U (S29),public,quarterly,2024Q3,2026Q2,8,0: print day,regional nights,regional / demand-side,in flight (ws 05),"n 8; too short for a test, useful as a coincident check",Extend back by coding the pre-2024 regional phrases (D272 has 766 sentences),"D018,D270,D272",no,yes
D247,Reaction split by nights-acceleration sign (mean/median 1/5/20-day excess in 4 buckets),data/processed/overnight/05_reaction_by_accel.csv,Krish (ws 05),derived from D042 + D001,public,summary,2021,2026,4,n/a,stock reaction,base rates,in flight (ws 05),Re-states the predictive-study finding (accel sign sets day-1) in bucket form,None; already the headline of predictive/04,"D001,D042",no,yes
D248,"Cost lines per night and % revenue, extended stack with interest, tax, FCF and unearned-fee change",data/processed/overnight/07_cost_lines_per_night.csv,Krish (ws 07),SEC XBRL companyfacts CIK 1559720 (S25); Shareholder letters 8-K Ex.99.1 (S23),public,quarterly,1Q21,2Q26,22,0: print day,cost line / EBITDA margin / FCF,level / per-night,in flight (ws 07),"Superset of D009: adds interest, tax, FCF and float change per quarter","Per-night cost lines vs nights growth: which lines are fixed, which scale","D009,D012",no,yes
D249,"Cost components annual: 38 components FY19-FY25 in dollars, % revenue and % GBV",data/processed/overnight/07_cost_components_annual.csv,Krish (ws 07),SEC XBRL companyfacts CIK 1559720 (S25); 10-K,public,annual,FY2019,FY2025,38,~6-8 weeks after FY end,cost line / EBITDA margin,level / mix,in flight (ws 07),% of GBV view is new; normalises cost lines to volume not to revenue,Cost per night vs cost per dollar of GBV as the operating-leverage test,"D008,D021",no,yes
D250,"Peer margin benchmark: 10 companies x FY21-25, GAAP op margin, SBC %, EBITDA proxy, marketing-only %, FCF conversion",data/processed/overnight/07_peer_margin_benchmark.csv,Krish (ws 07),"SEC XBRL, multiple CIKs",public,annual,2021,2025,50,~6-8 weeks after FY end,EBITDA margin / SBC (peer context),level / peer,in flight (ws 07),Wider than D022/D023; separates marketing-only from total S&M,Where ABNB's margin sits on the peer growth-vs-margin frontier; feeds the multiple argument,"D022,D023,D287",no,yes
D251,"Alt-data feature panel (ws 08): 31 quarters x ~50 point-in-time features (backlog, Eurostat, peers, Inside Airbnb, Trends, CC, macro)",data/processed/overnight/08_panel_quarterly.csv,Krish (ws 08),"derived from D014-D015, D110, D060, D120, D253","mixed (CC BY 4.0, public)",quarterly,2019Q1,2026Q3,31,per-column; available_before_print flag in D252,nights / GBV / ADR / revenue,panel,in flight (ws 08),The single widest pre-print feature matrix the team has,Feed the 2026Q3 row into the 5 Nov card; keep the flag discipline,"D220,D238",no,yes
D252,"Feature tests (ws 08): 233 feature-target cells with perm p, LOO and walk-forward vs naive, AR(1) and prior-year","data/processed/overnight/08_feature_tests_all.csv (trends 152, eurostat 32, backlog 21, inside_airbnb 18, component 10)",Krish (ws 08),derived from D251,public,test results,,,233,n/a,nights / GBV / ADR / revenue,results,in flight (ws 08),0 of 233 point-in-time features beat AR(1) walk-forward; the honest headline,None: report the zero. It is the strongest negative result in the pile,"D221,D239,D263",no,yes
D253,"Google Trends weekly, stitched: 12,454 term-geo-week rows (airbnb, vrbo, booking.com, expedia, hotels, near-me variants; US and worldwide)",data/processed/overnight/08_trends_weekly.csv,Krish (ws 08),"Google Trends via pytrends, overlapping windows stitched",Google terms (no redistribution),weekly,2019-01-06,2026-09-06,12454,~2 days (current week partial),nights / GBV,demand-side / sentiment,in flight (ws 08),Plan-of-attack branch 5 delivered; stitch ratios recorded per window,Weekly refresh to 5 Nov; the quarter-to-date search level is a live nowcast input,"D254,D255",yes,yes
