quarter,metric,value,unit,source_quote,source_file,source_verified,note
4Q22,revenue_yoy_exfx_pct,31.0,pct,Revenue grew 24% year-over-year (31% ex-FX,letters/4Q22_d451233dex991.htm,True,
4Q22,revenue_yoy_reported_pct,24.0,pct,Revenue grew 24% year-over-year (31% ex-FX,letters/4Q22_d451233dex991.htm,True,
4Q22,rsu_tax_withholding_musd,116.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,sales_marketing_musd,408.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,sbc_musd,254.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,short_term_investments_musd,2244.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,unearned_fees_musd,1182.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,urban_nights_yoy_pct,22,pct,high-density urban nights booked grew 22% compared to Q4 2021,letters/4Q22_d451233dex991.htm,True,
4Q22,urban_share_pct,51,pct of gross nights,high-density urban nights booked was 51% of total gross nights booked (versus 59% in Q4 2019),letters/4Q22_d451233dex991.htm,True,
1Q23,active_listings_yoy_pct,18,pct,Active listings grew 18% in Q1 2023 compared to a year ago,letters/1Q23_d453262dex991.htm,True,
1Q23,adj_ebitda_musd,262.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,adr_usd,168.43,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,adr_yoy_exfx_pct,3.0,pct,"Excluding the impact of FX, ADR in Q1 2023 increased 3%",letters/1Q23_d453262dex991.htm,True,
1Q23,app_share_of_nights_pct,49,pct,up from 49% in Q1 2023,letters/1Q24_d813800dex991.htm,True,quoted in 1Q24 letter
1Q23,basic_wa_shares_m,634.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
1Q23,buyback_authorization_announced_busd,2.5,USD billions,new share repurchase authorization of up to $2.5 billion of our Class A common stock,letters/1Q23_d453262dex991.htm,True,
1Q23,buybacks_musd,493.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,capex_musd,6.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
1Q23,capex_musd_xbrl,6.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,cash_and_equivalents_musd,8166.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,cfo_musd,1587.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
1Q23,cfo_musd_xbrl,1587.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,cost_of_revenue_musd,428.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q23,cross_border_nights_yoy_pct,36,pct,Cross-border nights booked grew by 36% in Q1 2023,letters/1Q23_d453262dex991.htm,True,
1Q23,cross_border_share_pct,45,pct of gross nights,"cross-border represented 45% of total gross nights booked, up from 39% in Q1 2022",letters/1Q23_d453262dex991.htm,True,
1Q23,diluted_wa_shares_m,670.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,diluted_wa_shares_m_xbrl,670.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,fcf_musd,1581.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,fully_diluted_shares_letter_m,697,millions,697 million at the end of Q1 2023,letters/1Q23_d453262dex991.htm,True,
1Q23,funds_held_for_clients_musd,7760.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,g_and_a_musd,243.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q23,gbv_busd,20.4,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,gbv_yoy_exfx_pct,22.0,pct,"GBV growth. In Q1 2023, GBV was $20.4 billion, representing a year-over-year increase of 19% (22% ex-FX",letters/1Q23_d453262dex991.htm,True,
1Q23,gbv_yoy_reported_pct,19.0,pct,"GBV growth. In Q1 2023, GBV was $20.4 billion, representing a year-over-year increase of 19% (22% ex-FX",letters/1Q23_d453262dex991.htm,True,
1Q23,income_tax_musd,13.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,long_term_debt_musd,1988.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,long_term_stays_share_pct,18,pct of gross nights,"long-term stays of 28 days or more accounted for 18% of gross nights booked, a decrease from 21% in Q4 2022",letters/1Q23_d453262dex991.htm,True,
1Q23,marketing_commentary,we have pulled forward the timing of marketing spend to be more heavily weighted,text,we have pulled forward the timing of marketing spend to be more heavily weighted in the first half of the year,letters/1Q23_d453262dex991.htm,True,
1Q23,net_income_musd,117.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,nights_m,121.1,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,nights_yoy_apac_pct,48,pct,48% growth in Nights and Experiences Booked in Q1 2023 compared to a year ago,letters/1Q23_d453262dex991.htm,True,
1Q23,nights_yoy_na_pct_qual,"In Q1 2023, we saw stable growth in North American Nights an",text,"In Q1 2023, we saw stable growth in North American Nights and Experiences Booked compared to the prior quarter",letters/1Q23_d453262dex991.htm,True,"direction only, no number"
1Q23,operating_income_musd,-5.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q23,ops_support_musd,282.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q23,product_dev_musd,420.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q23,restricted_cash_musd,30.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,revenue_musd,1818.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,revenue_musd_xbrl,1818.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,revenue_yoy_exfx_pct,24.0,pct,Revenue grew 20% year-over-year (24% ex-FX,letters/1Q23_d453262dex991.htm,True,
1Q23,revenue_yoy_reported_pct,20.0,pct,Revenue grew 20% year-over-year (24% ex-FX,letters/1Q23_d453262dex991.htm,True,
1Q23,rsu_tax_withholding_musd,151.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,sales_marketing_musd,450.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q23,sbc_musd,240.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q23,short_term_investments_musd,2428.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,unearned_fees_musd,2172.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q23,urban_nights_yoy_pct,20,pct,High-density urban nights booked increased by 20% in Q1 2023,letters/1Q23_d453262dex991.htm,True,
1Q23,urban_share_pct,48,pct of gross nights,Gross nights booked in high-density urban areas represented 48% of our gross nights booked in Q1 2023,letters/1Q23_d453262dex991.htm,True,
2Q23,active_listings_m,7.0,millions (rounded as stated),exceed 7 million total active listings,letters/2Q23_d446942dex991.htm,True,
2Q23,active_listings_yoy_pct,19,pct,Active listings grew 19% in Q2 2023 compared to a year ago,letters/2Q23_d446942dex991.htm,True,
2Q23,adj_ebitda_musd,819.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,adr_usd,166.01,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,adr_yoy_emea_pct,8,pct,ADR in EMEA grew 8% year-over-year,letters/2Q23_d446942dex991.htm,True,
2Q23,adr_yoy_exfx_pct,2.0,pct,"Excluding the impact of FX, ADR in Q2 2023 increased 2%",letters/2Q23_d446942dex991.htm,True,
2Q23,adr_yoy_na_pct,-1,pct,ADR in North America decreased 1% compared to Q2 2022,letters/2Q23_d446942dex991.htm,True,
2Q23,app_share_of_nights_pct,50,pct,up from 50% in the prior-year period,letters/2Q24_d831385dex991.htm,True,quoted in 2Q24 letter
2Q23,basic_wa_shares_m,635.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
2Q23,buybacks_musd,507.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,capex_musd,9.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
2Q23,cash_and_equivalents_musd,7905.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,cfo_musd,909.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
2Q23,cost_of_revenue_musd,432.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,cross_border_nights_yoy_pct,16,pct,Cross-border nights booked grew by 16% in Q2 2023,letters/2Q23_d446942dex991.htm,True,
2Q23,cross_border_share_pct,45,pct of gross nights,"cross-border represented 45% of total gross nights booked, up from 43% in Q2 2022",letters/2Q23_d446942dex991.htm,True,
2Q23,diluted_wa_shares_m,665.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,diluted_wa_shares_m_xbrl,665.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,fcf_musd,900.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,fully_diluted_shares_letter_m,686,millions,686 million at the end of Q2 2023,letters/2Q23_d446942dex991.htm,True,
2Q23,funds_held_for_clients_musd,9144.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,g_and_a_musd,275.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,gbv_busd,19.1,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,gbv_yoy_exfx_pct,13.0,pct,"GBV growth. In Q2 2023, GBV was $19.1 billion, representing a year-over-year increase of 13% (13% ex-FX",letters/2Q23_d446942dex991.htm,True,
2Q23,gbv_yoy_reported_pct,13.0,pct,"GBV growth. In Q2 2023, GBV was $19.1 billion, representing a year-over-year increase of 13% (13% ex-FX",letters/2Q23_d446942dex991.htm,True,
2Q23,guest_arrivals_cumulative_b,1.5,billions,we’ve had more than 1.5 billion guest arrivals,letters/2Q23_d446942dex991.htm,True,
2Q23,income_tax_musd,26.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,long_term_debt_musd,1989.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,long_term_stays_share_pct,18,pct of gross nights,"long-term stays of 28 days or more accounted for 18% of gross nights booked, relatively consistent with Q1 2023 and Q2 2",letters/2Q23_d446942dex991.htm,True,
2Q23,net_income_musd,650.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,nights_m,115.1,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,nights_yoy_apac_pct,24,pct,"In Asia Pacific, Nights and Experiences Booked saw 24% year-over-year growth",letters/2Q23_d446942dex991.htm,True,
2Q23,nights_yoy_emea_pct_qual,EMEA faced a hard year-over-year comparison resulting in a d,text,EMEA faced a hard year-over-year comparison resulting in a deceleration in Nights and Experiences Booked relative to Q1 ,letters/2Q23_d446942dex991.htm,True,"direction only, no number"
2Q23,nights_yoy_latam_pct,22,pct,"In Latin America, Nights and Experiences Booked were 22% higher than Q2 2022",letters/2Q23_d446942dex991.htm,True,
2Q23,nights_yoy_na_pct_qual,we saw an acceleration in year-over-year growth in North Ame,text,we saw an acceleration in year-over-year growth in North American Nights and Experiences Booked compared to the prior qu,letters/2Q23_d446942dex991.htm,True,"direction only, no number"
2Q23,operating_income_musd,523.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,ops_support_musd,317.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,product_dev_musd,451.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,restricted_cash_musd,29.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,restructuring_musd,0.0,USD millions,data/processed/abnb_quarterly_costlines.csv:restructuring_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,revenue_musd,2484.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,revenue_musd_xbrl,2484.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,revenue_yoy_exfx_pct,19.0,pct,Revenue Net Income Adjusted EBITDA 18% Y/Y $662M ex-FX $831M ex-FX 19% Y/Y (ex-FX),letters/2Q23_d446942dex991.htm,True,
2Q23,revenue_yoy_reported_pct,18.0,pct,Revenue Net Income Adjusted EBITDA 18% Y/Y $662M ex-FX $831M ex-FX 19% Y/Y (ex-FX),letters/2Q23_d446942dex991.htm,True,
2Q23,rsu_tax_withholding_musd,721.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,sales_marketing_musd,486.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q23,sbc_musd,304.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q23,short_term_investments_musd,2435.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,unearned_fees_musd,2347.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q23,urban_nights_yoy_pct,13,pct,high-density urban nights booked increasing by 13% in Q2 2023,letters/2Q23_d446942dex991.htm,True,
2Q23,urban_share_pct,48,pct of gross nights,Gross nights booked in high-density urban areas represented 48% of our gross nights booked in Q2 2023,letters/2Q23_d446942dex991.htm,True,
3Q23,active_listings_m,7.0,millions (rounded as stated),With over 7 million active listings,letters/3Q23_d481318dex991.htm,True,
3Q23,active_listings_yoy_pct,19,pct,active listings grew 19% in Q3 2023 compared to a year ago,letters/3Q23_d481318dex991.htm,True,
3Q23,adj_ebitda_musd,1834.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,adr_usd,161.38,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,adr_yoy_emea_exfx_pct,6,pct,our ADR in EMEA increased 6% compared to Q3 2022,letters/3Q23_d481318dex991.htm,True,
3Q23,adr_yoy_exfx_pct,0.5,pct,"Excluding the impact of FX, ADR in Q3 2023 increased less than 1%",letters/3Q23_d481318dex991.htm,True,
3Q23,adr_yoy_na_pct,-1,pct,ADR in North America decreased 1% compared to Q3 2022,letters/3Q23_d481318dex991.htm,True,
3Q23,app_share_of_nights_pct,53,pct,53% of our gross nights booked in the Airbnb app compared to 48% in Q3 2022,letters/3Q23_d481318dex991.htm,True,
3Q23,basic_wa_shares_m,640.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
3Q23,buybacks_musd,500.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,capex_musd,15.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
3Q23,cash_and_equivalents_musd,8175.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,cfo_musd,1325.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
3Q23,cost_of_revenue_musd,459.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,cross_border_nights_yoy_pct,17,pct,Cross-border nights booked grew by 17% in Q3 2023,letters/3Q23_d481318dex991.htm,True,
3Q23,cross_border_share_pct,45,pct of gross nights,"cross-border represented 45% of total gross nights booked, up from 43% in Q3 2022",letters/3Q23_d481318dex991.htm,True,
3Q23,diluted_wa_shares_m,660.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,diluted_wa_shares_m_xbrl,660.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,fcf_musd,1310.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,fully_diluted_shares_letter_m,681,millions,681 million at the end of Q3 2023,letters/3Q23_d481318dex991.htm,True,
3Q23,funds_held_for_clients_musd,5986.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,g_and_a_musd,304.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,gbv_busd,18.3,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,gbv_yoy_exfx_pct,14.0,pct,"GBV growth. In Q3 2023, GBV was $18.3 billion, representing a year-over-year increase of 17% (14% ex-FX",letters/3Q23_d481318dex991.htm,True,
3Q23,gbv_yoy_reported_pct,17.0,pct,"GBV growth. In Q3 2023, GBV was $18.3 billion, representing a year-over-year increase of 17% (14% ex-FX",letters/3Q23_d481318dex991.htm,True,
3Q23,income_tax_musd,-2695.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,long_term_debt_musd,1990.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,long_term_stays_share_pct,18,pct of gross nights,"long-term stays of 28 days or more remained steadfast, accounting for 18% of gross nights booked",letters/3Q23_d481318dex991.htm,True,
3Q23,net_income_musd,4374.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,nights_m,113.2,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,nights_yoy_apac_pct,27,pct,"In Asia Pacific, Nights and Experiences Booked saw a sequential acceleration in year-over-year growth of 27%",letters/3Q23_d481318dex991.htm,True,
3Q23,nights_yoy_emea_pct_qual,we also saw a sequential improvement in the year-over-year g,text,we also saw a sequential improvement in the year-over-year growth rate of Nights and Experiences Booked in EMEA compared,letters/3Q23_d481318dex991.htm,True,"direction only, no number"
3Q23,nights_yoy_latam_pct,24,pct,"In Latin America, Nights and Experiences Booked were 24% higher than Q3 2022",letters/3Q23_d481318dex991.htm,True,
3Q23,nights_yoy_na_pct_qual,we saw a modest acceleration in year-over-year growth in Nor,text,we saw a modest acceleration in year-over-year growth in North American Nights and Experiences Booked compared to the pr,letters/3Q23_d481318dex991.htm,True,"direction only, no number"
3Q23,operating_income_musd,1496.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,ops_support_musd,316.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,product_dev_musd,419.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,restricted_cash_musd,24.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,restructuring_musd,0.0,USD millions,data/processed/abnb_quarterly_costlines.csv:restructuring_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,revenue_musd,3397.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,revenue_musd_xbrl,3397.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,revenue_yoy_exfx_pct,14.0,pct,Revenue Net Income Adjusted EBITDA 18% Y/Y $1.6B ex-VA 26% Y/Y 14% Y/Y (ex-FX),letters/3Q23_d481318dex991.htm,True,
3Q23,revenue_yoy_reported_pct,18.0,pct,Revenue Net Income Adjusted EBITDA 18% Y/Y $1.6B ex-VA 26% Y/Y 14% Y/Y (ex-FX),letters/3Q23_d481318dex991.htm,True,
3Q23,rsu_tax_withholding_musd,151.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,sales_marketing_musd,403.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q23,sbc_musd,286.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q23,short_term_investments_musd,2787.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,unearned_fees_musd,1467.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q23,urban_nights_yoy_pct,15,pct,high-density urban nights booked increasing by 15% in Q3 2023,letters/3Q23_d481318dex991.htm,True,
3Q23,urban_share_pct,49,pct of gross nights,Gross nights booked in high-density urban areas represented 49% of our gross nights booked in Q3 2023,letters/3Q23_d481318dex991.htm,True,
4Q23,active_listings_m,7.7,millions (rounded as stated),over 7.7 million active listings around the world,letters/4Q23_d646462dex991.htm,True,
4Q23,active_listings_yoy_pct,18,pct,Active listings grew 18% in Q4 2023 compared to a year ago,letters/4Q23_d646462dex991.htm,True,
4Q23,adj_ebitda_musd,738.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q23,adr_usd,156.73,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
4Q23,adr_yoy_emea_exfx_pct,6,pct,our ADR in EMEA increased 6% compared to Q4 2022,letters/4Q23_d646462dex991.htm,True,
4Q23,adr_yoy_exfx_pct,0.5,pct,"Excluding the impact of FX, ADR in Q4 2023 increased less than 1%",letters/4Q23_d646462dex991.htm,True,
4Q23,adr_yoy_na_pct,0,pct,ADR in North America was flat in Q4 2023 compared to Q4 2022,letters/4Q23_d646462dex991.htm,True,
4Q23,app_share_of_nights_pct,55,pct,55% of our gross nights booked in the Airbnb app during Q4 2023,letters/4Q23_d646462dex991.htm,True,
4Q23,basic_wa_shares_m,639.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
4Q23,buyback_authorization_announced_busd,6.0,USD billions,share repurchase program with authorization to purchase up to $6 billion of our Class A common stock,letters/4Q23_d646462dex991.htm,True,
4Q23,buybacks_musd,752.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q23,capex_musd,17.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
4Q23,cash_and_equivalents_musd,6874.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q23,cfo_musd,63.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
4Q23,cfo_musd_xbrl,63.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q23,cost_of_revenue_musd,384.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q23,cross_border_nights_yoy_pct,13,pct,cross-border nights booked grew by 13% year-over-year,letters/4Q23_d646462dex991.htm,True,
4Q23,cross_border_share_pct,44,pct of gross nights,cross-border nights booked grew by 13% year-over-year and represented 44% of total gross nights booked,letters/4Q23_d646462dex991.htm,True,
4Q23,diluted_wa_shares_m,653.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
4Q23,diluted_wa_shares_m_xbrl,-3.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q23,fcf_musd,46.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q23,funds_held_for_clients_musd,5869.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q23,g_and_a_musd,1203.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
