quarter,reaction_date,k,cum_excess_pct
2024Q2,2024-08-07,-2,-5.266644472535198
2024Q2,2024-08-07,-1,-2.7176706418700416
2024Q2,2024-08-07,0,-13.214320463152408
2024Q2,2024-08-07,1,-14.817041074470117
2024Q2,2024-08-07,2,-14.998515575383799
2024Q2,2024-08-07,3,-16.151069065876257
2024Q2,2024-08-07,4,-16.24958706303956
2024Q2,2024-08-07,5,-16.712661816708916
2024Q2,2024-08-07,6,-17.329405373558014
2024Q2,2024-08-07,7,-19.137756821968644
2024Q2,2024-08-07,8,-18.534993733118313
2024Q2,2024-08-07,9,-19.486569253323303
2024Q2,2024-08-07,10,-19.739800159488862
2024Q2,2024-08-07,11,-19.66572139620486
2024Q2,2024-08-07,12,-19.781991586573344
2024Q2,2024-08-07,13,-19.59360976191614
2024Q2,2024-08-07,14,-19.20325832497075
2024Q2,2024-08-07,15,-17.598198629357164
2024Q2,2024-08-07,16,-18.06962435471001
2024Q2,2024-08-07,17,-18.730908858711192
2024Q2,2024-08-07,18,-17.354328205654824
2024Q2,2024-08-07,19,-16.962393173301727
2024Q2,2024-08-07,20,-16.425615756928657
2024Q2,2024-08-07,21,-15.177746626388743
2024Q2,2024-08-07,22,-14.97253148641936
2024Q2,2024-08-07,23,-16.62967400564326
2024Q2,2024-08-07,24,-18.079591656594772
2024Q2,2024-08-07,25,-18.08538769115571
2024Q2,2024-08-07,26,-18.2554661082592
2024Q2,2024-08-07,27,-17.96475582090975
2024Q2,2024-08-07,28,-15.017294863184738
2024Q2,2024-08-07,29,-14.408677131935953
2024Q2,2024-08-07,30,-12.651158413000552
2024Q2,2024-08-07,31,-10.872379375764652
2024Q2,2024-08-07,32,-12.539577952200009
2024Q2,2024-08-07,33,-11.401247563730088
2024Q2,2024-08-07,34,-11.99685017248715
2024Q2,2024-08-07,35,-13.68884315990605
2024Q2,2024-08-07,36,-13.797601725170505
2024Q2,2024-08-07,37,-15.007721755700208
2024Q2,2024-08-07,38,-14.518682503607984
2024Q2,2024-08-07,39,-14.189759662519132
2024Q2,2024-08-07,40,-14.70112620901386
2024Q2,2024-08-07,41,-12.862733305630435
2024Q2,2024-08-07,42,-11.56333746346412
2024Q2,2024-08-07,43,-11.522790671131721
2024Q2,2024-08-07,44,-10.336049292736316
2024Q2,2024-08-07,45,-11.981336133406007
2024Q2,2024-08-07,46,-11.0932624082118
2024Q2,2024-08-07,47,-11.670341257102368
2024Q2,2024-08-07,48,-11.329560028979047
2024Q2,2024-08-07,49,-10.108427188564207
2024Q2,2024-08-07,50,-9.606139940605606
2024Q2,2024-08-07,51,-9.971882671904941
2024Q2,2024-08-07,52,-9.677604812712836
2024Q2,2024-08-07,53,-10.83573577645932
2024Q2,2024-08-07,54,-11.714146115488665
2024Q2,2024-08-07,55,-11.966369734651284
2024Q2,2024-08-07,56,-11.369503662466219
2024Q2,2024-08-07,57,-10.598458463495586
2024Q2,2024-08-07,58,-10.244158006647098
2024Q2,2024-08-07,59,-10.32332884464051
2024Q2,2024-08-07,60,-8.924260684049667
2024Q3,2024-11-08,-21,0.0
2024Q3,2024-11-08,-20,1.040898657874867
2024Q3,2024-11-08,-19,0.4940732642915391
2024Q3,2024-11-08,-18,0.6995818598915071
2024Q3,2024-11-08,-17,2.1029698431256794
2024Q3,2024-11-08,-16,2.6890271214996986
2024Q3,2024-11-08,-15,2.359101930780061
2024Q3,2024-11-08,-14,2.72342286357381
2024Q3,2024-11-08,-13,1.4090996954585489
2024Q3,2024-11-08,-12,0.18859983014686277
2024Q3,2024-11-08,-11,0.009640468248095502
2024Q3,2024-11-08,-10,0.7785304944986526
2024Q3,2024-11-08,-9,1.6658323301668831
2024Q3,2024-11-08,-8,2.2054258571295504
2024Q3,2024-11-08,-7,2.009010118819843
2024Q3,2024-11-08,-6,3.2651370919866807
2024Q3,2024-11-08,-5,3.7958271192574333
2024Q3,2024-11-08,-4,4.392803360518904
2024Q3,2024-11-08,-3,3.849452712644097
2024Q3,2024-11-08,-2,3.461866717284434
2024Q3,2024-11-08,-1,6.710001137774846
2024Q3,2024-11-08,0,-3.019512777764133
2024Q3,2024-11-08,1,-0.8578655255891077
2024Q3,2024-11-08,2,-3.831467993273985
2024Q3,2024-11-08,3,-4.028796620113784
2024Q3,2024-11-08,4,-1.9507671235501123
2024Q3,2024-11-08,5,-1.0413844853750964
2024Q3,2024-11-08,6,-1.9751818896397433
2024Q3,2024-11-08,7,-3.238251635411449
2024Q3,2024-11-08,8,-0.3106179388756569
2024Q3,2024-11-08,9,-2.1764380555283624
2024Q3,2024-11-08,10,0.7311868887171613
2024Q3,2024-11-08,11,3.271891723968179
2024Q3,2024-11-08,12,1.7709750361394772
2024Q3,2024-11-08,13,1.5384399490627754
2024Q3,2024-11-08,14,-0.9968324812800633
2024Q3,2024-11-08,15,-1.0844686140960569
2024Q3,2024-11-08,16,-1.42781099051148
2024Q3,2024-11-08,17,-1.5127843127566765
2024Q3,2024-11-08,18,-3.2890219696052103
2024Q3,2024-11-08,19,-3.7853138208519654
2024Q3,2024-11-08,20,-2.689434002956559
2024Q3,2024-11-08,21,-1.5525350592075382
2024Q3,2024-11-08,22,-3.0379518128500482
2024Q3,2024-11-08,23,-3.3752444032545847
2024Q3,2024-11-08,24,-9.102662642420034
2024Q3,2024-11-08,25,-9.712406288052156
2024Q3,2024-11-08,26,-9.201177985151288
2024Q3,2024-11-08,27,-8.815905139863967
2024Q3,2024-11-08,28,-6.98614195458318
2024Q3,2024-11-08,29,-4.238278338108925
2024Q3,2024-11-08,30,-5.030708685370566
2024Q3,2024-11-08,31,-6.118490654863984
2024Q3,2024-11-08,32,-5.796781608988355
2024Q3,2024-11-08,33,-5.822260258732248
2024Q3,2024-11-08,34,-5.594988548925006
2024Q3,2024-11-08,35,-5.005565978550264
2024Q3,2024-11-08,36,-4.74952525656176
2024Q3,2024-11-08,37,-3.2623597053078823
2024Q3,2024-11-08,38,-4.858278454162068
2024Q3,2024-11-08,39,-5.89909546366143
2024Q3,2024-11-08,40,-6.286336666422365
2024Q3,2024-11-08,41,-5.524358576575306
2024Q3,2024-11-08,42,-5.780216877259903
2024Q3,2024-11-08,43,-6.623800165455396
2024Q3,2024-11-08,44,-5.2820581494419265
2024Q3,2024-11-08,45,-4.817035520602053
2024Q3,2024-11-08,46,-4.349176012129896
2024Q3,2024-11-08,47,-6.514924580896508
2024Q3,2024-11-08,48,-8.308510793878398
2024Q3,2024-11-08,49,-7.981103783430598
2024Q3,2024-11-08,50,-11.999729144505334
2024Q3,2024-11-08,51,-7.45623161821336
2024Q3,2024-11-08,52,-7.427920857250392
2024Q3,2024-11-08,53,-6.076641834367558
2024Q3,2024-11-08,54,-7.122883437924621
2024Q3,2024-11-08,55,-7.435177114269886
2024Q3,2024-11-08,56,-7.631822527678378
2024Q3,2024-11-08,57,-8.20220177244284
2024Q3,2024-11-08,58,-9.54452837139036
2024Q3,2024-11-08,59,-7.867408820794708
2024Q3,2024-11-08,60,-4.69450977136987
2024Q4,2025-02-14,-21,0.0
2024Q4,2025-02-14,-20,0.4289526617653583
2024Q4,2025-02-14,-19,0.9865580760700432
2024Q4,2025-02-14,-18,-1.1525809612823457
2024Q4,2025-02-14,-17,-2.8813470154460896
2024Q4,2025-02-14,-16,-2.5416460996705803
2024Q4,2025-02-14,-15,-6.599903654886363
2024Q4,2025-02-14,-14,-2.20444355751489
2024Q4,2025-02-14,-13,-2.098207837431265
2024Q4,2025-02-14,-12,-0.7540112924267595
2024Q4,2025-02-14,-11,-1.7797983771139614
2024Q4,2025-02-14,-10,-2.1005618647341295
2024Q4,2025-02-14,-9,-2.3404628275084494
2024Q4,2025-02-14,-8,-2.8469317684665763
2024Q4,2025-02-14,-7,-4.167811728092341
2024Q4,2025-02-14,-6,-2.4588489798886837
2024Q4,2025-02-14,-5,0.6525569359510541
2024Q4,2025-02-14,-4,-0.3763238545430925
2024Q4,2025-02-14,-3,-0.6758002123276263
2024Q4,2025-02-14,-2,3.7918239302781487
2024Q4,2025-02-14,-1,2.7133523143460847
2024Q4,2025-02-14,0,17.656682604163176
2024Q4,2025-02-14,1,16.801810795549564
2024Q4,2025-02-14,2,14.795718698762439
2024Q4,2025-02-14,3,13.224149509072957
2024Q4,2025-02-14,4,8.409541167630596
2024Q4,2025-02-14,5,8.668123687690521
2024Q4,2025-02-14,6,7.468232121971507
2024Q4,2025-02-14,7,9.099670437036844
2024Q4,2025-02-14,8,8.409215816081739
2024Q4,2025-02-14,9,6.442616752726993
2024Q4,2025-02-14,10,10.18694304983363
2024Q4,2025-02-14,11,10.80926921064772
2024Q4,2025-02-14,12,10.43437919697091
2024Q4,2025-02-14,13,7.213650234798075
2024Q4,2025-02-14,14,6.232101600345453
2024Q4,2025-02-14,15,8.23057435734259
2024Q4,2025-02-14,16,3.3858930612471356
2024Q4,2025-02-14,17,3.1938890277970806
2024Q4,2025-02-14,18,-0.5560764980215502
2024Q4,2025-02-14,19,-0.1208744593643063
2024Q4,2025-02-14,20,2.3560130343009185
2024Q4,2025-02-14,21,2.1528613508396734
2024Q4,2025-02-14,22,2.0105321570097257
2024Q4,2025-02-14,23,2.4391754190626678
2024Q4,2025-02-14,24,4.133091621832707
2024Q4,2025-02-14,25,2.8606593168398637
2024Q4,2025-02-14,26,2.3632178617518314
2024Q4,2025-02-14,27,3.187447713913005
2024Q4,2025-02-14,28,1.4661420755802794
2024Q4,2025-02-14,29,0.18099208733862682
2024Q4,2025-02-14,30,-0.7432896632646244
2024Q4,2025-02-14,31,-0.17803630709465246
2024Q4,2025-02-14,32,0.37572859592088825
2024Q4,2025-02-14,33,-1.346824039927096
2024Q4,2025-02-14,34,-1.4378239053270185
2024Q4,2025-02-14,35,-1.9071873857994817
2024Q4,2025-02-14,36,-0.8886165046561381
2024Q4,2025-02-14,37,1.226230925523609
2024Q4,2025-02-14,38,-0.5237520009501395
2024Q4,2025-02-14,39,-1.6416041517610438
2024Q4,2025-02-14,40,-3.2346598707128305
2024Q4,2025-02-14,41,-2.2619766849001692
2024Q4,2025-02-14,42,-1.0944647370420668
2024Q4,2025-02-14,43,-1.0336879047976204
2024Q4,2025-02-14,44,0.27395416397872907
2024Q4,2025-02-14,45,0.5603422003463763
2024Q4,2025-02-14,46,1.149610067843021
2024Q4,2025-02-14,47,1.2588673970827529
2024Q4,2025-02-14,48,0.8527265440916967
2024Q4,2025-02-14,49,1.4779340020500626
2024Q4,2025-02-14,50,2.525794514694158
2024Q4,2025-02-14,51,-0.15651786533168455
2024Q4,2025-02-14,52,0.2169529174895768
2024Q4,2025-02-14,53,-0.2256291127888499
2024Q4,2025-02-14,54,0.057266071691686626
2024Q4,2025-02-14,55,-1.496486541023879
2024Q4,2025-02-14,56,-0.7686342976234499
2024Q4,2025-02-14,57,0.7317358578992952
2024Q4,2025-02-14,58,1.2842499468469502
2024Q4,2025-02-14,59,2.8415270208624555
2024Q4,2025-02-14,60,4.238974135712681
2025Q1,2025-05-02,-21,0.0
2025Q1,2025-05-02,-20,-1.8371918015006816
2025Q1,2025-05-02,-19,-1.911559513007676
2025Q1,2025-05-02,-18,-2.418943176827593
2025Q1,2025-05-02,-17,-1.3132518907472477
2025Q1,2025-05-02,-16,0.9264655043028314
2025Q1,2025-05-02,-15,-0.9451560262858649
2025Q1,2025-05-02,-14,-2.158489494324977
2025Q1,2025-05-02,-13,-3.8802632984558327
2025Q1,2025-05-02,-12,-2.831023534274591
2025Q1,2025-05-02,-11,-1.5593393976972019
2025Q1,2025-05-02,-10,-1.493683789916168
2025Q1,2025-05-02,-9,-0.0731790734794
2025Q1,2025-05-02,-8,0.22619518580417886
2025Q1,2025-05-02,-7,0.8535217656829852
2025Q1,2025-05-02,-6,0.9605356711788859
2025Q1,2025-05-02,-5,0.5178109129137742
2025Q1,2025-05-02,-4,1.1926331977103022
2025Q1,2025-05-02,-3,2.320778309357041
2025Q1,2025-05-02,-2,-0.573796341383892
2025Q1,2025-05-02,-1,-0.17605235510980144
2025Q1,2025-05-02,0,-0.6597547119227665
2025Q1,2025-05-02,1,-0.35199795190852257
2025Q1,2025-05-02,2,-2.024885932458964
2025Q1,2025-05-02,3,-1.2410313470409662
2025Q1,2025-05-02,4,0.3738484916851359
2025Q1,2025-05-02,5,0.9703682709402583
2025Q1,2025-05-02,6,2.633979715710332
2025Q1,2025-05-02,7,4.135447926527492
2025Q1,2025-05-02,8,2.997922930641561
2025Q1,2025-05-02,9,2.3407390202340608
2025Q1,2025-05-02,10,2.8514289848538876
2025Q1,2025-05-02,11,1.6063644741857175
2025Q1,2025-05-02,12,-1.6682733080809706
2025Q1,2025-05-02,13,-3.9038893768666982
2025Q1,2025-05-02,14,-3.9996587663460925
2025Q1,2025-05-02,15,-3.75729662794293
2025Q1,2025-05-02,16,-4.090920262312058
2025Q1,2025-05-02,17,-4.200209685063051
2025Q1,2025-05-02,18,-4.666897863137698
2025Q1,2025-05-02,19,-3.973479789004574
2025Q1,2025-05-02,20,-4.329715340839457
2025Q1,2025-05-02,21,-2.517629944380918
2025Q1,2025-05-02,22,-2.3296318823826887
2025Q1,2025-05-02,23,1.584419232730049
2025Q1,2025-05-02,24,3.2350585052955303
2025Q1,2025-05-02,25,1.743859905861079
2025Q1,2025-05-02,26,0.6402599293153788
2025Q1,2025-05-02,27,0.6111126428875568
2025Q1,2025-05-02,28,0.9593634183344015
2025Q1,2025-05-02,29,-0.296405919229926
2025Q1,2025-05-02,30,-0.4759054044468183
2025Q1,2025-05-02,31,-2.508750678755
2025Q1,2025-05-02,32,-3.4670410396344664
2025Q1,2025-05-02,33,-3.3717161730856473
2025Q1,2025-05-02,34,-5.4865840363830465
2025Q1,2025-05-02,35,-5.876742766719611
2025Q1,2025-05-02,36,-8.186439912972741
2025Q1,2025-05-02,37,-5.9522681488774385
2025Q1,2025-05-02,38,-5.693990110398927
2025Q1,2025-05-02,39,-8.215638340302899
2025Q1,2025-05-02,40,-4.737940036222232
2025Q1,2025-05-02,41,-5.555285209973835
2025Q1,2025-05-02,42,-5.799111427457927
2025Q1,2025-05-02,43,-4.502842527859688
2025Q1,2025-05-02,44,-4.57616151194744
2025Q1,2025-05-02,45,-5.512247554856199
2025Q1,2025-05-02,46,-5.221908595487722
2025Q1,2025-05-02,47,-6.30272036761408
2025Q1,2025-05-02,48,-4.1032088159106195
2025Q1,2025-05-02,49,-5.863520938964093
2025Q1,2025-05-02,50,-5.844914717062343
2025Q1,2025-05-02,51,-4.684041974107391
2025Q1,2025-05-02,52,-4.537934160540956
2025Q1,2025-05-02,53,-6.183984522053645
2025Q1,2025-05-02,54,-4.462552721632097
2025Q1,2025-05-02,55,-4.675063041699666
2025Q1,2025-05-02,56,-3.4697025652412634
2025Q1,2025-05-02,57,-4.008094534405668
2025Q1,2025-05-02,58,-3.688078884099035
2025Q1,2025-05-02,59,-7.835299392674553
2025Q1,2025-05-02,60,-9.697034512523462
2025Q2,2025-08-07,-21,0.0
2025Q2,2025-08-07,-20,0.25341746003317844
2025Q2,2025-08-07,-19,-0.7275465884570509
2025Q2,2025-08-07,-18,1.2640220189463203
2025Q2,2025-08-07,-17,-0.3110293106911466
2025Q2,2025-08-07,-16,-0.28926535388271724
2025Q2,2025-08-07,-15,0.7925281442267451
2025Q2,2025-08-07,-14,0.9188337673375901
2025Q2,2025-08-07,-13,-0.5323443758765922
2025Q2,2025-08-07,-12,0.9863875510770947
2025Q2,2025-08-07,-11,0.818458988194104
2025Q2,2025-08-07,-10,1.9107388190658714
2025Q2,2025-08-07,-9,1.4397156646242193
2025Q2,2025-08-07,-8,1.7426162725632688
2025Q2,2025-08-07,-7,-1.9866462615068636
2025Q2,2025-08-07,-6,-3.650484727264647
2025Q2,2025-08-07,-5,-4.81925752729877
2025Q2,2025-08-07,-4,-6.026259902796072
2025Q2,2025-08-07,-3,-5.715223181660878
2025Q2,2025-08-07,-2,-5.757400481785502
2025Q2,2025-08-07,-1,-6.630240182222136
2025Q2,2025-08-07,0,-14.626103637228061
2025Q2,2025-08-07,1,-14.857299919749412
2025Q2,2025-08-07,2,-16.539250841378085
2025Q2,2025-08-07,3,-15.414928204129707
2025Q2,2025-08-07,4,-13.318723636681096
2025Q2,2025-08-07,5,-13.172085168743784
2025Q2,2025-08-07,6,-12.377519669834168
2025Q2,2025-08-07,7,-12.051169293739461
2025Q2,2025-08-07,8,-10.270852525548024
2025Q2,2025-08-07,9,-10.42318613227533
2025Q2,2025-08-07,10,-8.87801366694524
2025Q2,2025-08-07,11,-7.890014815519752
2025Q2,2025-08-07,12,-8.886770945369992
2025Q2,2025-08-07,13,-10.219168180073545
2025Q2,2025-08-07,14,-8.214439603429668
2025Q2,2025-08-07,15,-8.414072633249503
2025Q2,2025-08-07,16,-7.162019544077902
2025Q2,2025-08-07,17,-8.451029247804009
2025Q2,2025-08-07,18,-11.216690422329677
2025Q2,2025-08-07,19,-11.800895063187934
2025Q2,2025-08-07,20,-13.090038866383924
2025Q2,2025-08-07,21,-13.003312840871352
2025Q2,2025-08-07,22,-13.890044213361207
2025Q2,2025-08-07,23,-14.216476215220164
2025Q2,2025-08-07,24,-15.087178575418603
2025Q2,2025-08-07,25,-15.916374326880923
2025Q2,2025-08-07,26,-18.411842403741662
2025Q2,2025-08-07,27,-17.379299391466073
2025Q2,2025-08-07,28,-16.04185282616165
2025Q2,2025-08-07,29,-15.339506801812377
2025Q2,2025-08-07,30,-14.916744589441887
2025Q2,2025-08-07,31,-16.723787844903438
2025Q2,2025-08-07,32,-17.421453166664747
2025Q2,2025-08-07,33,-17.350385049122696
2025Q2,2025-08-07,34,-17.859702394034237
2025Q2,2025-08-07,35,-16.873941238000377
2025Q2,2025-08-07,36,-17.940671446976598
2025Q2,2025-08-07,37,-19.33194771827479
2025Q2,2025-08-07,38,-19.19262499411081
2025Q2,2025-08-07,39,-20.245492683092436
2025Q2,2025-08-07,40,-20.714561161970337
2025Q2,2025-08-07,41,-21.43489035673729
2025Q2,2025-08-07,42,-21.224297732889475
2025Q2,2025-08-07,43,-22.369304841459595
2025Q2,2025-08-07,44,-22.119183744685664
2025Q2,2025-08-07,45,-19.735762469262486
2025Q2,2025-08-07,46,-21.49775855919248
2025Q2,2025-08-07,47,-17.83119490539844
2025Q2,2025-08-07,48,-17.58962248582054
2025Q2,2025-08-07,49,-18.189352062453956
2025Q2,2025-08-07,50,-16.691717226261638
2025Q2,2025-08-07,51,-17.111429163099867
2025Q2,2025-08-07,52,-16.096171482865017
2025Q2,2025-08-07,53,-15.810631678920839
2025Q2,2025-08-07,54,-16.83634413747097
2025Q2,2025-08-07,55,-17.542177745952472
2025Q2,2025-08-07,56,-18.731012817204775
2025Q2,2025-08-07,57,-20.374918925514542
2025Q2,2025-08-07,58,-22.005879884302338
2025Q2,2025-08-07,59,-20.35872657853498
2025Q2,2025-08-07,60,-20.756148370835714
2025Q3,2025-11-07,-21,0.0
2025Q3,2025-11-07,-20,1.8401247722243164
2025Q3,2025-11-07,-19,0.3493037140415267
2025Q3,2025-11-07,-18,4.3600669511261625
2025Q3,2025-11-07,-17,4.809304837567973
2025Q3,2025-11-07,-16,4.034220830958035
2025Q3,2025-11-07,-15,5.902561399130269
2025Q3,2025-11-07,-14,5.738448317652445
2025Q3,2025-11-07,-13,6.8882239246185195
2025Q3,2025-11-07,-12,6.970466340993198
2025Q3,2025-11-07,-11,6.01216498238707
2025Q3,2025-11-07,-10,5.477200388519599
2025Q3,2025-11-07,-9,4.5765029715376215
2025Q3,2025-11-07,-8,2.9033638404629025
2025Q3,2025-11-07,-7,1.1632825575237815
2025Q3,2025-11-07,-6,2.6383900890534884
2025Q3,2025-11-07,-5,2.310319222551027
2025Q3,2025-11-07,-4,2.0338458149524286
2025Q3,2025-11-07,-3,0.43100896349337336
2025Q3,2025-11-07,-2,-0.10405656383578599
2025Q3,2025-11-07,-1,0.15743223175779253
2025Q3,2025-11-07,0,0.7647695153380152
2025Q3,2025-11-07,1,-2.0101460250886882
2025Q3,2025-11-07,2,0.20092262490685187
2025Q3,2025-11-07,3,-0.4179539791647313
2025Q3,2025-11-07,4,1.2421804311895879
2025Q3,2025-11-07,5,1.8576808792909572
2025Q3,2025-11-07,6,-0.969584449182681
2025Q3,2025-11-07,7,-1.5804380063890178
2025Q3,2025-11-07,8,-2.9790319910804275
2025Q3,2025-11-07,9,-3.0674678737525722
2025Q3,2025-11-07,10,-1.5241179103296028
2025Q3,2025-11-07,11,-3.870212080628899
2025Q3,2025-11-07,12,-1.026966691732356
2025Q3,2025-11-07,13,-3.4226929067519674
2025Q3,2025-11-07,14,-4.030081340293556
2025Q3,2025-11-07,15,-2.183026800847676
2025Q3,2025-11-07,16,-3.223623276907839
2025Q3,2025-11-07,17,-2.115885699638953
2025Q3,2025-11-07,18,-1.4466287841558678
2025Q3,2025-11-07,19,1.0504896172170541
2025Q3,2025-11-07,20,-0.6756331182490305
2025Q3,2025-11-07,21,2.0114483363434355
2025Q3,2025-11-07,22,3.4066531282874735
2025Q3,2025-11-07,23,4.096942575504237
2025Q3,2025-11-07,24,6.379949749908609
2025Q3,2025-11-07,25,9.730732532483
2025Q3,2025-11-07,26,9.699057226440132
2025Q3,2025-11-07,27,13.029096576123878
2025Q3,2025-11-07,28,11.779289445639794
2025Q3,2025-11-07,29,11.552800481989944
2025Q3,2025-11-07,30,12.458406079380824
2025Q3,2025-11-07,31,11.60006939849487
2025Q3,2025-11-07,32,11.543017359414232
2025Q3,2025-11-07,33,11.582882863748424
2025Q3,2025-11-07,34,11.911578239887579
2025Q3,2025-11-07,35,12.389040711945686
2025Q3,2025-11-07,36,12.238068074010021
2025Q3,2025-11-07,37,10.177664091171913
2025Q3,2025-11-07,38,11.759553537728351
2025Q3,2025-11-07,39,12.658695626570825
2025Q3,2025-11-07,40,11.74467181654817
2025Q3,2025-11-07,41,13.675029404672445
2025Q3,2025-11-07,42,13.169477663574504
2025Q3,2025-11-07,43,12.451673008689436
2025Q3,2025-11-07,44,13.90252899553739
2025Q3,2025-11-07,45,8.940321633837733
2025Q3,2025-11-07,46,8.416552012274003
2025Q3,2025-11-07,47,6.887165655923088
2025Q3,2025-11-07,48,9.109664309525002
2025Q3,2025-11-07,49,10.142297530624255
2025Q3,2025-11-07,50,9.582540679739715
2025Q3,2025-11-07,51,7.887897772521858
2025Q3,2025-11-07,52,8.470704974951971
2025Q3,2025-11-07,53,6.56729030583072
2025Q3,2025-11-07,54,5.666979006427187
2025Q3,2025-11-07,55,6.471470547687884
2025Q3,2025-11-07,56,5.713487579679599
2025Q3,2025-11-07,57,6.628044198722249
2025Q3,2025-11-07,58,0.5190834726117366
2025Q3,2025-11-07,59,4.394763576439709
2025Q3,2025-11-07,60,3.0446048381666313
2025Q4,2026-02-13,-21,0.0
2025Q4,2026-02-13,-20,-0.5030303527560509
2025Q4,2026-02-13,-19,-1.880047809323615
2025Q4,2026-02-13,-18,0.3032449690632544
2025Q4,2026-02-13,-17,1.1302579715066985
2025Q4,2026-02-13,-16,0.5652882383019531
2025Q4,2026-02-13,-15,-0.9936366467208857
2025Q4,2026-02-13,-14,-0.5020805431354081
2025Q4,2026-02-13,-13,-2.29834441194372
2025Q4,2026-02-13,-12,-3.140245899011862
2025Q4,2026-02-13,-11,-2.3628480558920972
2025Q4,2026-02-13,-10,-2.9499710487429276
2025Q4,2026-02-13,-9,-2.178220943801057
2025Q4,2026-02-13,-8,-7.580077115351436
2025Q4,2026-02-13,-7,-3.932693971500123
2025Q4,2026-02-13,-6,-5.0404798200599945
2025Q4,2026-02-13,-5,-6.39213815243369
2025Q4,2026-02-13,-4,-7.801081081951445
2025Q4,2026-02-13,-3,-8.086589429010226
2025Q4,2026-02-13,-2,-8.931170886636407
2025Q4,2026-02-13,-1,-9.621940393504392
2025Q4,2026-02-13,0,-5.769503852181912
2025Q4,2026-02-13,1,-3.5005834059766983
2025Q4,2026-02-13,2,-4.1951765347549514
2025Q4,2026-02-13,3,-2.660990924605966
2025Q4,2026-02-13,4,-1.9565367090539687
2025Q4,2026-02-13,5,-4.474728935063254
2025Q4,2026-02-13,6,-3.484138500103884
2025Q4,2026-02-13,7,-0.11662980653299737
2025Q4,2026-02-13,8,4.811936455104449
2025Q4,2026-02-13,9,3.725972123400878
2025Q4,2026-02-13,10,2.203671440360777
2025Q4,2026-02-13,11,3.0887485907896806
2025Q4,2026-02-13,12,3.4913136011803236
2025Q4,2026-02-13,13,4.021776437060842
2025Q4,2026-02-13,14,3.527209111134466
2025Q4,2026-02-13,15,2.8367951907418476
2025Q4,2026-02-13,16,1.6377979839559464
2025Q4,2026-02-13,17,2.36612403208456
2025Q4,2026-02-13,18,-0.23536203034619785
2025Q4,2026-02-13,19,-0.7182694699375274
2025Q4,2026-02-13,20,-0.2720426152741151
2025Q4,2026-02-13,21,1.988672693603244
2025Q4,2026-02-13,22,2.7285788924430565
2025Q4,2026-02-13,23,2.7760024028133494
2025Q4,2026-02-13,24,2.835565297619536
2025Q4,2026-02-13,25,4.822104645380609
2025Q4,2026-02-13,26,3.5213510721371466
2025Q4,2026-02-13,27,4.263816786451979
2025Q4,2026-02-13,28,5.96641780917202
2025Q4,2026-02-13,29,1.6104287919880935
2025Q4,2026-02-13,30,2.4785652024118754
2025Q4,2026-02-13,31,1.8188844049911053
2025Q4,2026-02-13,32,-0.154251343463085
2025Q4,2026-02-13,33,-0.443256779432855
2025Q4,2026-02-13,34,0.38857001092360477
2025Q4,2026-02-13,35,-1.011621294227294
2025Q4,2026-02-13,36,1.0024165484560976
2025Q4,2026-02-13,37,-1.3470626965171872
2025Q4,2026-02-13,38,-1.6398886316907224
2025Q4,2026-02-13,39,-1.6371027693391271
2025Q4,2026-02-13,40,-0.7904141512816265
2025Q4,2026-02-13,41,0.5436309358444635
2025Q4,2026-02-13,42,0.2734106251077728
2025Q4,2026-02-13,43,1.7355877114698215
2025Q4,2026-02-13,44,3.604760385343253
2025Q4,2026-02-13,45,3.294438895502161
2025Q4,2026-02-13,46,2.704462030359567
2025Q4,2026-02-13,47,1.5612260053685656
2025Q4,2026-02-13,48,0.26297180351761984
2025Q4,2026-02-13,49,-1.1190066808994814
2025Q4,2026-02-13,50,-1.5606387391698284
2025Q4,2026-02-13,51,-1.276511806555236
2025Q4,2026-02-13,52,-2.2134018388826115
2025Q4,2026-02-13,53,-2.2703448974662246
2025Q4,2026-02-13,54,-4.173692387164652
2025Q4,2026-02-13,55,-4.929383924606023
2025Q4,2026-02-13,56,-7.104826361412142
2025Q4,2026-02-13,57,-6.5339075506801745
2025Q4,2026-02-13,58,-8.390887098619192
2025Q4,2026-02-13,59,-12.067440963778763
2025Q4,2026-02-13,60,-12.27200565159141
2026Q1,2026-05-08,-21,0.0
2026Q1,2026-05-08,-20,-0.2990584932694329
2026Q1,2026-05-08,-19,-0.281850023592467
2026Q1,2026-05-08,-18,0.6140771333862594
2026Q1,2026-05-08,-17,2.0055882352597143
2026Q1,2026-05-08,-16,1.7347412460113842
2026Q1,2026-05-08,-15,3.2570320612589363
2026Q1,2026-05-08,-14,5.174061824700438
2026Q1,2026-05-08,-13,4.849435495076437
2026Q1,2026-05-08,-12,4.26734448909194
2026Q1,2026-05-08,-11,3.0836030398858627
2026Q1,2026-05-08,-10,1.7771416871515946
2026Q1,2026-05-08,-9,0.35711771561168604
2026Q1,2026-05-08,-8,-0.11208764551646766
2026Q1,2026-05-08,-7,0.18914862901824137
2026Q1,2026-05-08,-6,-0.7600686782150099
2026Q1,2026-05-08,-5,-0.8040635251611583
2026Q1,2026-05-08,-4,-2.763786429849379
2026Q1,2026-05-08,-3,-3.5209023745917722
2026Q1,2026-05-08,-2,-5.725346715448776
2026Q1,2026-05-08,-1,-5.140266256056346
2026Q1,2026-05-08,0,-7.012462957591614
