quarter,metric,row,source_url
2019Q2,occupancy_pct,Occupancy Percentage | 108.4 | % | 109.0 | % | 106.9 | % | 107.4 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 1,179,404 | $ | 1,190,656 | $ | 1,077,046 | $ | 2,152,677 | $ | 2,175,348 | $ | 1,966,912",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,onboard_other_revenue_usd_m,"Onboard and other revenue | 484,873 | 484,873 | 445,128 | 915,230 | 915,230 | 848,665",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,total_revenue_usd_m,"Total revenue | 1,664,277 | 1,675,529 | 1,522,174 | 3,067,907 | 3,090,578 | 2,815,577",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,capacity_days,"Capacity Days | 4,626,871 | 4,626,871 | 4,550,217 | 9,343,800 | 9,343,800 | 9,016,688",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 272.22 | $ | 274.14 | $ | 259.22 | $ | 251.98 | $ | 253.90 | $ | 242.20,https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,capacity_days,"Capacity Days | 4,626,871 | 4,626,871 | 4,550,217 | 9,343,800 | 9,343,800 | 9,016,688",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q3,net_yield_usd_per_capacity_day,Net Yield | Approx. (1.0%) | Flat | Approx. 2.4% | Approx. 3.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,373,779 | $ | 1,334,460 | $ | 3,526,456 | $ | 3,301,372",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,onboard_other_revenue_usd_m,"Onboard and other | 540,072 | 523,896 | 1,455,302 | 1,372,561",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,total_revenue_usd_m,"Total revenue | 1,913,851 | 1,858,356 | 4,981,758 | 4,673,933",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,onboard_other_revenue_usd_m,"Onboard and other | 122,971 | 117,747 | 309,447 | 281,232",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,861,636 | 1,593,219",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 262,938 | 316,268",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,capacity_days,"Capacity Days | 4,854,292 | 4,941,643 | 14,198,092 | 13,958,331",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,occupancy_pct,Occupancy Percentage | 111.0 | % | 111.2 | % | 108.3 | % | 108.7 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 1,373,779 | $ | 1,385,715 | $ | 1,334,460 | $ | 3,526,456 | $ | 3,561,062 | $ | 3,301,372",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,onboard_other_revenue_usd_m,"Onboard and other revenue | 540,072 | 540,071 | 523,896 | 1,455,302 | 1,455,302 | 1,372,561",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,total_revenue_usd_m,"Total revenue | 1,913,851 | 1,925,786 | 1,858,356 | 4,981,758 | 5,016,364 | 4,673,933",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,capacity_days,"Capacity Days | 4,854,292 | 4,854,292 | 4,941,643 | 14,198,092 | 14,198,092 | 13,958,331",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,net_yield_usd_per_capacity_day,Net Yield | $ | 300.76 | $ | 302.72 | $ | 291.25 | $ | 268.66 | $ | 270.59 | $ | 259.57,https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q3,capacity_days,"Capacity Days | 4,854,292 | 4,854,292 | 4,941,643 | 14,198,092 | 14,198,092 | 13,958,331",https://www.nclhltd.com/investors/news-events/press-releases/detail/91/norwegian-cruise-line-holdings-reports-third-quarter-2019
2019Q4,net_yield_usd_per_capacity_day,Net Yield | Approx. Flat | Approx. 0.25% | 2.0% to 3.0% | 2.0% to 3.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 990,937 | $ | 958,443 | 4,517,393 | $ | 4,259,815",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,onboard_other_revenue_usd_m,"Onboard and other | 489,681 | 422,750 | 1,944,983 | 1,795,311",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,total_revenue_usd_m,"Total revenue | 1,480,618 | 1,381,193 | 6,462,376 | 6,055,126",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,onboard_other_revenue_usd_m,"Onboard and other | 85,226 | 67,424 | 394,673 | 348,656",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,954,980 | 1,593,219",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 347,376 | 262,603",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,capacity_days,"Capacity Days | 5,035,367 | 4,883,347 | 19,233,459 | 18,841,678",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,occupancy_pct,Occupancy Percentage | 104.5 | % | 104.4 | % | 107.3 | % | 107.6 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 990,937 | $ | 997,961 | $ | 958,443 | $ | 4,517,393 | $ | 4,559,023 | $ | 4,259,815",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,onboard_other_revenue_usd_m,"Onboard and other revenue | 489,681 | 489,681 | 422,750 | 1,944,983 | 1,944,983 | 1,795,311",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,total_revenue_usd_m,"Total revenue | 1,480,618 | 1,487,642 | 1,381,193 | 6,462,376 | 6,504,006 | 6,055,126",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,capacity_days,"Capacity Days | 5,035,367 | 5,035,367 | 4,883,347 | 19,233,459 | 19,233,459 | 18,841,678",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 224.88 | $ | 225.99 | $ | 222.06 | $ | 257.20 | $ | 258.92 | $ | 249.85,https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,capacity_days,"Capacity Days | 5,035,367 | 5,035,367 | 4,883,347 | 19,233,459 | 19,233,459 | 18,841,678",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 1,582,801 | $ | 1,784,439 | $ | 2,176,153 | $ | 3,129,075 | $ | 3,388,954 | $ | 3,750,030 | $ | 4,259,815 | $ | 4,517,393",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,onboard_other_revenue_usd_m,"Onboard and other revenue | 693,445 | 785,855 | 949,728 | 1,215,973 | 1,485,386 | 1,646,145 | 1,795,311 | 1,944,983",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,total_revenue_usd_m,"Total revenue | 2,276,246 | 2,570,294 | 3,125,881 | 4,345,048 | 4,874,340 | 5,396,175 | 6,055,126 | 6,462,376",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,capacity_days,"Capacity Days | 9,602,730 | 10,446,216 | 12,512,459 | 14,700,990 | 16,376,063 | 17,363,422 | 18,841,678 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 176.18 | $ | 183.70 | $ | 191.66 | $ | 224.95 | $ | 229.72 | $ | 240.88 | $ | 249.85 | $ | 257.20,https://www.nclhltd.com/investors/news-events/press-releases/detail/80/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 840,791 | $ | 973,273",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,onboard_other_revenue_usd_m,"Onboard and other | 406,091 | 430,357",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,total_revenue_usd_m,"Total revenue | 1,246,882 | 1,403,630",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,onboard_other_revenue_usd_m,"Onboard and other | 74,973 | 79,413",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,659,527 | 1,954,980",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | (288,544 | ) | 439,352",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,capacity_days,"Capacity Days | 4,123,858 | 4,716,929",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,occupancy_pct,Occupancy Percentage | 103.8% | 105.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 840,791 | $ | 842,590 | $ | 973,273",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,onboard_other_revenue_usd_m,"Onboard and other revenue | 406,091 | 406,091 | 430,357",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,total_revenue_usd_m,"Total revenue | 1,246,882 | 1,248,681 | 1,403,630",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,capacity_days,"Capacity Days | 4,123,858 | 4,123,858 | 4,716,929",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 203.58 | $ | 203.68 | $ | 232.13,https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q1,capacity_days,"Capacity Days | 4,123,858 | 4,123,858 | 4,716,929",https://www.nclhltd.com/investors/news-events/press-releases/detail/62/norwegian-cruise-line-holdings-reports-first-quarter-2020
2020Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 13,835 | $ | 1,179,404 | 854,626 | $ | 2,152,677",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,onboard_other_revenue_usd_m,"Onboard and other | 3,094 | 484,873 | 409,185 | 915,230",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,total_revenue_usd_m,"Total revenue | 16,929 | 1,664,277 | 1,263,811 | 3,067,907",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,onboard_other_revenue_usd_m,"Onboard and other | 3,188 | 107,063 | 78,161 | 186,476",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,113,374 | 1,954,980",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | (844,244 | ) | 558,579",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,capacity_days,"Capacity Days | — | 4,626,871 | 4,123,858 | 9,343,800",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,occupancy_pct,Occupancy Percentage | 108.4 | % | 103.8 | % | 106.9 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 13,835 | $ | 13,847 | $ | 1,179,404 | $ | 854,626 | $ | 854,638 | $ | 2,152,677",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,onboard_other_revenue_usd_m,"Onboard and other revenue | 3,094 | 3,094 | 484,873 | 409,185 | 409,185 | 915,230",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,total_revenue_usd_m,"Total revenue | 16,929 | 16,941 | 1,664,277 | 1,263,811 | 1,263,823 | 3,067,907",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,capacity_days,"Capacity Days | — | — | 4,626,871 | 4,123,858 | 4,123,858 | 9,343,800",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 272.22 | $ | 251.98,https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q2,capacity_days,"Capacity Days | — | — | 4,626,871 | 4,123,858 | 4,123,858 | 9,343,800",https://www.nclhltd.com/investors/news-events/press-releases/detail/46/norwegian-cruise-line-holdings-reports-second-quarter-2020
2020Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 4,667 | $ | 1,373,779 | 859,293 | $ | 3,526,456",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,onboard_other_revenue_usd_m,"Onboard and other | 1,851 | 540,072 | 411,036 | 1,455,302",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,total_revenue_usd_m,"Total revenue | 6,518 | 1,913,851 | 1,270,329 | 4,981,758",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,onboard_other_revenue_usd_m,"Onboard and other | 4,728 | 122,971 | 82,889 | 309,447",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,115,632 | 1,954,980",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | (834,560 | ) | 262,938",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,capacity_days,"Capacity Days | — | 4,854,292 | 4,123,858 | 14,198,092",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,occupancy_pct,Occupancy Percentage | 111.0 | % | 103.8 | % | 108.3 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q3,capacity_days,"Capacity Days | — | — | 4,854,292 | 4,123,858 | 4,123,858 | 14,198,092",https://www.nclhltd.com/investors/news-events/press-releases/detail/39/norwegian-cruise-line-holdings-reports-third-quarter-2020
2020Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 7,817 | $ | 990,937 | $ | 867,110 | $ | 4,517,393",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,onboard_other_revenue_usd_m,"Onboard and other | 1,762 | 489,681 | 412,798 | 1,944,983",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,total_revenue_usd_m,"Total revenue | 9,579 | 1,480,618 | 1,279,908 | 6,462,376",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,onboard_other_revenue_usd_m,"Onboard and other | 2,789 | 85,226 | 85,678 | 394,673",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,109,826 | 1,954,980",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | (811,846 | ) | 347,376",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,capacity_days,"Capacity Days | — | 5,035,367 | 4,123,858 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,occupancy_pct,Occupancy Percentage | 104.5 | % | 103.8 | % | 107.3 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2020Q4,capacity_days,"Capacity Days | - | - | 5,035,367 | 4,123,858 | 4,123,858 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/24/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 166 | $ | 840,791",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,onboard_other_revenue_usd_m,"Onboard and other | 2,934 | 406,091",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,total_revenue_usd_m,"Total revenue | 3,100 | 1,246,882",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,onboard_other_revenue_usd_m,"Onboard and other | 1,259 | 74,973",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,120,124 | 1,109,826",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 75,634 | (288,544 | )",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,capacity_days,"Capacity Days | — | 4,123,858",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,occupancy_pct,Occupancy Percentage | 103.8 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q1,capacity_days,"Capacity Days | — | — | 4,123,858",https://www.nclhltd.com/investors/news-events/press-releases/detail/404/norwegian-cruise-line-holdings-reports-first-quarter-2021
2021Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,584 | $ | 13,835 | $ | 1,750 | $ | 854,626",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,onboard_other_revenue_usd_m,"Onboard and other | 2,784 | 3,094 | 5,718 | 409,185",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,total_revenue_usd_m,"Total revenue | 4,368 | 16,929 | 7,468 | 1,263,811",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,onboard_other_revenue_usd_m,"Onboard and other | 1,276 | 3,188 | 2,535 | 78,161",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,076,826 | 1,109,826",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 191,609 | (844,244 | )",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,capacity_days,"Capacity Days | — | — | — | 4,123,858",https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q2,occupancy_pct,Occupancy Percentage | 103.8 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/430/norwegian-cruise-line-holdings-reports-second-quarter-2021
2021Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 86,127 | $ | 4,667 | $ | 87,877 | $ | 859,293",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,onboard_other_revenue_usd_m,"Onboard and other | 66,954 | 1,851 | 72,672 | 411,036",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,total_revenue_usd_m,"Total revenue | 153,081 | 6,518 | 160,549 | 1,270,329",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,onboard_other_revenue_usd_m,"Onboard and other | 19,306 | 4,728 | 21,841 | 82,889",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,440,294 | 1,109,826",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 469,595 | (834,560 | )",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,capacity_days,"Capacity Days | 701,350 | - | 701,350 | 4,123,858",https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q3,occupancy_pct,Occupancy Percentage | 57.4% | 57.4% | 103.8%,https://www.nclhltd.com/investors/news-events/press-releases/detail/448/norwegian-cruise-line-holdings-reports-third-quarter-2021
2021Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 304,875 | $ | 7,817 | $ | 392,752 | $ | 867,110",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,onboard_other_revenue_usd_m,"Onboard and other | 182,562 | 1,762 | 255,234 | 412,798",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,total_revenue_usd_m,"Total revenue | 487,437 | 9,579 | 647,986 | 1,279,908",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,onboard_other_revenue_usd_m,"Onboard and other | 32,196 | 2,789 | 54,037 | 85,678",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,561,336 | 1,109,826",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 521,910 | (811,846 | )",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,capacity_days,"Capacity Days | 2,675,353 | — | 3,376,703 | 4,123,858",https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2021Q4,occupancy_pct,Occupancy Percentage | 51.4 | % | 52.7 | % | 103.8 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/471/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 342,455 | $ | 166",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,onboard_other_revenue_usd_m,"Onboard and other | 179,485 | 2,934",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,total_revenue_usd_m,"Total revenue | 521,940 | 3,100",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,onboard_other_revenue_usd_m,"Onboard and other | 32,550 | 1,259",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
