quarter,region,basis,variant,nights_share_of_region_in_global,nights_share_label,pre_existing_single_fee_share,migrated_tranche1_share,migrated_tranche2_share,migrated_split_to_single_share,total_single_fee_share,migrated_share_yoy_change,pre_existing_share_yoy_change,pre_existing_fee_step_in_yoy_window,step_label,label
3Q24,latam,listings,high_migrant,0.15354315354315354,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,latam,listings,high_migrant,0.163643,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,latam,listings,high_migrant,0.16693000000000002,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,latam,listings,high_migrant,0.165443,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,latam,listings,high_migrant,0.169649,sourced (04 regional shares),0.04,0.0032,0.0,0.0032,0.0432,0.0032,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,latam,listings,high_migrant,0.17400899999999997,sourced (04 regional shares),0.04,0.11643478260869566,0.0,0.11643478260869566,0.15643478260869567,0.11643478260869566,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,latam,listings,high_migrant,0.179409,sourced (04 regional shares),0.04,0.164,0.0,0.164,0.20400000000000001,0.164,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,latam,listings,high_migrant,0.17862117862117866,sourced (04 regional shares),0.04,0.188,0.06630121919187539,0.25430121919187537,0.29430121919187535,0.25430121919187537,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,latam,listings,high_migrant,0.169649,assumed (prior-year quarter share),0.04,0.21200000000000002,0.39259548351525564,0.6045954835152556,0.6445954835152556,0.6013954835152556,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,latam,listings,high_migrant,0.17400899999999997,assumed (prior-year quarter share),0.011404111053882504,0.23600000000000002,0.7525958889461175,0.9885958889461175,1.0,0.8721611063374218,-0.028595888946117497,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,na,listings,high_migrant,0.31265768734231264,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,na,listings,high_migrant,0.31825031825031824,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,na,listings,high_migrant,0.33951499999999996,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,na,listings,high_migrant,0.33541133541133544,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,na,listings,high_migrant,0.30081800000000003,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,na,listings,high_migrant,0.308094,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,na,listings,high_migrant,0.3284473284473285,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,na,listings,high_migrant,0.316028,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,na,listings,high_migrant,0.281887,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,na,listings,high_migrant,0.290787,sourced (04 regional shares),0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,na,listings,high_migrant,0.313935,sourced (04 regional shares),0.01,0.0032,0.0,0.0032,0.0132,0.0032,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,na,listings,high_migrant,0.30056099999999997,sourced (04 regional shares),0.01,0.347090551930529,0.0,0.347090551930529,0.357090551930529,0.347090551930529,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,na,listings,high_migrant,0.27728600000000003,sourced (04 regional shares),0.01,0.48552016329710107,0.0,0.48552016329710107,0.4955201632971011,0.48552016329710107,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,na,listings,high_migrant,0.2825532825532826,sourced (04 regional shares),0.01,0.509520163297101,0.04273031401429928,0.5522504773114003,0.5622504773114003,0.5522504773114003,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,na,listings,high_migrant,0.313935,assumed (prior-year quarter share),0.01,0.5335201632971011,0.253022923193217,0.786543086490318,0.796543086490318,0.783343086490318,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,na,listings,high_migrant,0.30056099999999997,assumed (prior-year quarter share),0.0,0.5575201632971011,0.48503872255306973,1.0,1.0,0.652909448069471,-0.01,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,apac,nights,high_migrant,0.11709988290011711,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,apac,nights,high_migrant,0.09986509986509987,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,apac,nights,high_migrant,0.129967,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,apac,nights,high_migrant,0.10764310764310765,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,apac,nights,high_migrant,0.12851800000000002,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,apac,nights,high_migrant,0.108459,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,apac,nights,high_migrant,0.14105114105114105,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,apac,nights,high_migrant,0.117182,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,apac,nights,high_migrant,0.136662,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,apac,nights,high_migrant,0.116163,sourced (04 regional shares),0.128,0.0,0.0,0.0,0.128,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,apac,nights,high_migrant,0.148618,sourced (04 regional shares),0.128,0.00512,0.0,0.00512,0.13312000000000002,0.00512,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,apac,nights,high_migrant,0.12285499999999999,sourced (04 regional shares),0.128,0.048556521739130436,0.0,0.048556521739130436,0.17655652173913045,0.048556521739130436,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,apac,nights,high_migrant,0.146878,sourced (04 regional shares),0.128,0.0704,0.0,0.0704,0.19840000000000002,0.0704,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,apac,nights,high_migrant,0.12332512332512334,sourced (04 regional shares),0.128,0.10880000000000001,0.07276963082035104,0.18156963082035105,0.30956963082035105,0.18156963082035105,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,apac,nights,high_migrant,0.148618,assumed (prior-year quarter share),0.128,0.14720000000000003,0.4308974819069879,0.578097481906988,0.706097481906988,0.5729774819069879,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,apac,nights,high_migrant,0.12285499999999999,assumed (prior-year quarter share),0.0,0.18560000000000001,0.8260198781115924,1.0,1.0,0.9514434782608696,-0.128,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09804076595923404,0.0,0.0,0.0,0.09804076595923404,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09741260941260944,0.0,0.0,0.0,0.09741260941260944,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09302878400000002,0.0,0.0,0.0,0.09302878400000002,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.093961101961102,0.0,0.0,0.0,0.093961101961102,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09819824000000003,0.0,0.0,0.0,0.09819824000000003,0.0,0.00015747404076599247,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09754288000000003,0.0,0.0,0.0,0.09754288000000003,0.0,0.0001302705873905824,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09344980544980547,0.0,0.0,0.0,0.09344980544980547,0.0,0.0004210214498054504,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09503241600000002,0.0,0.0,0.0,0.09503241600000002,0.0,0.0010713140388980275,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.099009808,0.0,0.0,0.0,0.099009808,0.0,0.0008115679999999709,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.098526928,0.0,0.0,0.0,0.098526928,0.0,0.0009840479999999735,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09375128000000002,0.00512,0.0,0.00512,0.09887128000000003,0.00512,0.0003014745501945526,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.096082992,0.23408690850171895,0.0,0.23408690850171895,0.3301699005017189,0.23408690850171895,0.0010505759999999836,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09814745600000001,0.313415968,0.0,0.313415968,0.411563424,0.313415968,-0.0008623519999999968,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,blended,nights,high_migrant,1.0,sourced (04 regional shares),0.09821829021829025,0.3559960339161713,0.0617827140826282,0.4177787479987995,0.5159970382170898,0.4177787479987995,-0.000308637781709753,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,blended,nights,high_migrant,1.0,assumed (prior-year quarter share),0.08872832000000001,0.41331595594348075,0.31608297753532455,0.695916138142662,0.7846444581426619,0.6907961381426619,-0.005022960000000007,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,blended,nights,high_migrant,1.0,assumed (prior-year quarter share),0.0,0.44421811488118396,0.6959784748659266,1.0,1.0,0.765913091498281,-0.096082992,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,emea,nights,high_migrant,0.43285356714643286,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,emea,nights,high_migrant,0.44059644059644065,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,emea,nights,high_migrant,0.38549599999999995,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,emea,nights,high_migrant,0.4080384080384081,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,emea,nights,high_migrant,0.42096200000000006,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,emea,nights,high_migrant,0.43114600000000003,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,emea,nights,high_migrant,0.376958376958377,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,emea,nights,high_migrant,0.40314700000000003,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,emea,nights,high_migrant,0.41452100000000003,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,emea,nights,high_migrant,0.427607,sourced (04 regional shares),0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,emea,nights,high_migrant,0.367798,sourced (04 regional shares),0.16000000000000003,0.00512,0.0,0.00512,0.16512000000000004,0.00512,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,emea,nights,high_migrant,0.40257499999999996,sourced (04 regional shares),0.16000000000000003,0.07151304347826086,0.0,0.07151304347826086,0.2315130434782609,0.07151304347826086,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,emea,nights,high_migrant,0.39642700000000003,sourced (04 regional shares),0.16000000000000003,0.1024,0.0,0.1024,0.2624,0.1024,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,emea,nights,high_migrant,0.41550041550041555,sourced (04 regional shares),0.16000000000000003,0.1408,0.0695354250061132,0.2103354250061132,0.3703354250061133,0.2103354250061132,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,emea,nights,high_migrant,0.367798,assumed (prior-year quarter share),0.16000000000000003,0.17920000000000003,0.28822253789778524,0.46742253789778526,0.6274225378977853,0.46230253789778525,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,emea,nights,high_migrant,0.40257499999999996,assumed (prior-year quarter share),0.0,0.21760000000000002,0.789307883528855,1.0,1.0,0.9284869565217392,-0.16000000000000003,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,latam,nights,high_migrant,0.13738886261113736,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,latam,nights,high_migrant,0.1412881412881413,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,latam,nights,high_migrant,0.14502199999999998,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,latam,nights,high_migrant,0.14890714890714893,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,latam,nights,high_migrant,0.149702,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,latam,nights,high_migrant,0.152301,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,latam,nights,high_migrant,0.15354315354315354,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,latam,nights,high_migrant,0.163643,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,latam,nights,high_migrant,0.16693000000000002,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,latam,nights,high_migrant,0.165443,sourced (04 regional shares),0.064,0.0,0.0,0.0,0.064,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,latam,nights,high_migrant,0.169649,sourced (04 regional shares),0.064,0.00512,0.0,0.00512,0.06912,0.00512,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,latam,nights,high_migrant,0.17400899999999997,sourced (04 regional shares),0.064,0.18629565217391308,0.0,0.18629565217391308,0.2502956521739131,0.18629565217391308,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,latam,nights,high_migrant,0.179409,sourced (04 regional shares),0.064,0.2624,0.0,0.2624,0.3264,0.2624,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,latam,nights,high_migrant,0.17862117862117866,sourced (04 regional shares),0.064,0.3008,0.06630121919187539,0.3671012191918754,0.4311012191918754,0.3671012191918754,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,latam,nights,high_migrant,0.169649,assumed (prior-year quarter share),0.064,0.33920000000000006,0.39259548351525564,0.7317954835152557,0.7957954835152556,0.7266754835152557,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,latam,nights,high_migrant,0.17400899999999997,assumed (prior-year quarter share),0.0,0.37760000000000005,0.7525958889461175,1.0,1.0,0.8137043478260869,-0.064,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,na,nights,high_migrant,0.31265768734231264,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,na,nights,high_migrant,0.31825031825031824,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,na,nights,high_migrant,0.33951499999999996,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,na,nights,high_migrant,0.33541133541133544,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,na,nights,high_migrant,0.30081800000000003,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,na,nights,high_migrant,0.308094,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,na,nights,high_migrant,0.3284473284473285,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,na,nights,high_migrant,0.316028,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,na,nights,high_migrant,0.281887,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,na,nights,high_migrant,0.290787,sourced (04 regional shares),0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,na,nights,high_migrant,0.313935,sourced (04 regional shares),0.016,0.00512,0.0,0.00512,0.02112,0.00512,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,na,nights,high_migrant,0.30056099999999997,sourced (04 regional shares),0.016,0.5553448830888464,0.0,0.5553448830888464,0.5713448830888465,0.5553448830888464,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,na,nights,high_migrant,0.27728600000000003,sourced (04 regional shares),0.016,0.7768322612753618,0.0,0.7768322612753618,0.7928322612753618,0.7768322612753618,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,na,nights,high_migrant,0.2825532825532826,sourced (04 regional shares),0.016,0.8152322612753617,0.04273031401429928,0.857962575289661,0.873962575289661,0.857962575289661,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,na,nights,high_migrant,0.313935,assumed (prior-year quarter share),0.0,0.8536322612753617,0.253022923193217,1.0,1.0,0.99488,-0.016,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
