check,passed,max_abs_delta
cushion n 2024-02-13/2024Q4/revenue_growth,True,0.0
R to G 2024-02-13/2024Q4/revenue_growth,True,4.547473508864641e-13
last p 2024-02-13/2024Q4/revenue_growth,True,
horizon 2024-02-13/2024Q4/revenue_growth,True,0.0
actual R 2024-02-13/2024Q4/revenue_growth,True,0.0
actual G 2024-02-13/2024Q4/revenue_growth,True,0.0
revenue baseline 2024-02-13/2024Q4/revenue_growth,True,9.094947017729282e-13
cushion timing 2024-05-08/2025Q1/fixed,True,
cushion 2024-05-08/2025Q1/fixed,True,0.0
cushion n 2024-05-08/2025Q1/fixed,True,0.0
R to G 2024-05-08/2025Q1/fixed,True,4.547473508864641e-13
last p 2024-05-08/2025Q1/fixed,True,
horizon 2024-05-08/2025Q1/fixed,True,0.0
actual R 2024-05-08/2025Q1/fixed,True,0.0
actual G 2024-05-08/2025Q1/fixed,True,0.0
fixed n 2024-05-08/2025Q1/fixed,True,0.0
coefficient 2024-05-08/2025Q1/fixed,True,0.0
point arithmetic 2024-05-08/2025Q1/fixed,True,0.0
known exposure 2024-05-08/2025Q1/fixed,True,0.0
exposure complement 2024-05-08/2025Q1/fixed,True,0.0
cushion timing 2024-05-08/2025Q1/fixed_oracle,True,
cushion 2024-05-08/2025Q1/fixed_oracle,True,0.0
cushion n 2024-05-08/2025Q1/fixed_oracle,True,0.0
R to G 2024-05-08/2025Q1/fixed_oracle,True,0.0
last p 2024-05-08/2025Q1/fixed_oracle,True,
horizon 2024-05-08/2025Q1/fixed_oracle,True,0.0
actual R 2024-05-08/2025Q1/fixed_oracle,True,0.0
actual G 2024-05-08/2025Q1/fixed_oracle,True,0.0
fixed n 2024-05-08/2025Q1/fixed_oracle,True,0.0
coefficient 2024-05-08/2025Q1/fixed_oracle,True,0.0
point arithmetic 2024-05-08/2025Q1/fixed_oracle,True,0.0
oracle ineligible 2024-05-08/2025Q1/fixed_oracle,True,
oracle actual availability 2024-05-08/2025Q1/fixed_oracle,True,
cushion timing 2024-05-08/2025Q1/guide_growth,True,
cushion 2024-05-08/2025Q1/guide_growth,True,0.0
cushion n 2024-05-08/2025Q1/guide_growth,True,0.0
R to G 2024-05-08/2025Q1/guide_growth,True,4.547473508864641e-13
last p 2024-05-08/2025Q1/guide_growth,True,
horizon 2024-05-08/2025Q1/guide_growth,True,0.0
actual R 2024-05-08/2025Q1/guide_growth,True,0.0
actual G 2024-05-08/2025Q1/guide_growth,True,0.0
guide baseline 2024-05-08/2025Q1/guide_growth,True,0.0
latest guide anchor 2024-05-08/2025Q1/guide_growth,True,
cushion timing 2024-05-08/2025Q1/joint,True,
cushion 2024-05-08/2025Q1/joint,True,0.0
cushion n 2024-05-08/2025Q1/joint,True,0.0
R to G 2024-05-08/2025Q1/joint,True,4.547473508864641e-13
last p 2024-05-08/2025Q1/joint,True,
horizon 2024-05-08/2025Q1/joint,True,0.0
actual R 2024-05-08/2025Q1/joint,True,0.0
actual G 2024-05-08/2025Q1/joint,True,0.0
joint n 2024-05-08/2025Q1/joint,True,0.0
coefficient 2024-05-08/2025Q1/joint,True,0.0
point arithmetic 2024-05-08/2025Q1/joint,True,0.0
known exposure 2024-05-08/2025Q1/joint,True,0.0
exposure complement 2024-05-08/2025Q1/joint,True,0.0
cushion timing 2024-05-08/2025Q1/joint_oracle,True,
cushion 2024-05-08/2025Q1/joint_oracle,True,0.0
cushion n 2024-05-08/2025Q1/joint_oracle,True,0.0
R to G 2024-05-08/2025Q1/joint_oracle,True,4.547473508864641e-13
last p 2024-05-08/2025Q1/joint_oracle,True,
horizon 2024-05-08/2025Q1/joint_oracle,True,0.0
actual R 2024-05-08/2025Q1/joint_oracle,True,0.0
actual G 2024-05-08/2025Q1/joint_oracle,True,0.0
joint n 2024-05-08/2025Q1/joint_oracle,True,0.0
coefficient 2024-05-08/2025Q1/joint_oracle,True,0.0
point arithmetic 2024-05-08/2025Q1/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2024-05-08/2025Q1/joint_oracle,True,
oracle actual availability 2024-05-08/2025Q1/joint_oracle,True,
cushion timing 2024-05-08/2025Q1/revenue_growth,True,
cushion 2024-05-08/2025Q1/revenue_growth,True,0.0
cushion n 2024-05-08/2025Q1/revenue_growth,True,0.0
R to G 2024-05-08/2025Q1/revenue_growth,True,4.547473508864641e-13
last p 2024-05-08/2025Q1/revenue_growth,True,
horizon 2024-05-08/2025Q1/revenue_growth,True,0.0
actual R 2024-05-08/2025Q1/revenue_growth,True,0.0
actual G 2024-05-08/2025Q1/revenue_growth,True,0.0
revenue baseline 2024-05-08/2025Q1/revenue_growth,True,4.547473508864641e-13
cushion timing 2024-08-06/2025Q2/fixed,True,
cushion 2024-08-06/2025Q2/fixed,True,0.0
cushion n 2024-08-06/2025Q2/fixed,True,0.0
R to G 2024-08-06/2025Q2/fixed,True,0.0
last p 2024-08-06/2025Q2/fixed,True,
horizon 2024-08-06/2025Q2/fixed,True,0.0
actual R 2024-08-06/2025Q2/fixed,True,0.0
actual G 2024-08-06/2025Q2/fixed,True,0.0
fixed n 2024-08-06/2025Q2/fixed,True,0.0
coefficient 2024-08-06/2025Q2/fixed,True,0.0
point arithmetic 2024-08-06/2025Q2/fixed,True,0.0
known exposure 2024-08-06/2025Q2/fixed,True,0.0
exposure complement 2024-08-06/2025Q2/fixed,True,0.0
cushion timing 2024-08-06/2025Q2/fixed_oracle,True,
cushion 2024-08-06/2025Q2/fixed_oracle,True,0.0
cushion n 2024-08-06/2025Q2/fixed_oracle,True,0.0
R to G 2024-08-06/2025Q2/fixed_oracle,True,4.547473508864641e-13
last p 2024-08-06/2025Q2/fixed_oracle,True,
horizon 2024-08-06/2025Q2/fixed_oracle,True,0.0
actual R 2024-08-06/2025Q2/fixed_oracle,True,0.0
actual G 2024-08-06/2025Q2/fixed_oracle,True,0.0
fixed n 2024-08-06/2025Q2/fixed_oracle,True,0.0
coefficient 2024-08-06/2025Q2/fixed_oracle,True,0.0
point arithmetic 2024-08-06/2025Q2/fixed_oracle,True,0.0
oracle ineligible 2024-08-06/2025Q2/fixed_oracle,True,
oracle actual availability 2024-08-06/2025Q2/fixed_oracle,True,
cushion timing 2024-08-06/2025Q2/guide_growth,True,
cushion 2024-08-06/2025Q2/guide_growth,True,0.0
cushion n 2024-08-06/2025Q2/guide_growth,True,0.0
R to G 2024-08-06/2025Q2/guide_growth,True,0.0
last p 2024-08-06/2025Q2/guide_growth,True,
horizon 2024-08-06/2025Q2/guide_growth,True,0.0
actual R 2024-08-06/2025Q2/guide_growth,True,0.0
actual G 2024-08-06/2025Q2/guide_growth,True,0.0
guide baseline 2024-08-06/2025Q2/guide_growth,True,0.0
latest guide anchor 2024-08-06/2025Q2/guide_growth,True,
cushion timing 2024-08-06/2025Q2/joint,True,
cushion 2024-08-06/2025Q2/joint,True,0.0
cushion n 2024-08-06/2025Q2/joint,True,0.0
R to G 2024-08-06/2025Q2/joint,True,0.0
last p 2024-08-06/2025Q2/joint,True,
horizon 2024-08-06/2025Q2/joint,True,0.0
actual R 2024-08-06/2025Q2/joint,True,0.0
actual G 2024-08-06/2025Q2/joint,True,0.0
joint n 2024-08-06/2025Q2/joint,True,0.0
coefficient 2024-08-06/2025Q2/joint,True,1.7763568394002505e-15
point arithmetic 2024-08-06/2025Q2/joint,True,0.0
known exposure 2024-08-06/2025Q2/joint,True,0.0
exposure complement 2024-08-06/2025Q2/joint,True,0.0
cushion timing 2024-08-06/2025Q2/joint_oracle,True,
cushion 2024-08-06/2025Q2/joint_oracle,True,0.0
cushion n 2024-08-06/2025Q2/joint_oracle,True,0.0
R to G 2024-08-06/2025Q2/joint_oracle,True,0.0
last p 2024-08-06/2025Q2/joint_oracle,True,
horizon 2024-08-06/2025Q2/joint_oracle,True,0.0
actual R 2024-08-06/2025Q2/joint_oracle,True,0.0
actual G 2024-08-06/2025Q2/joint_oracle,True,0.0
joint n 2024-08-06/2025Q2/joint_oracle,True,0.0
coefficient 2024-08-06/2025Q2/joint_oracle,True,1.7763568394002505e-15
point arithmetic 2024-08-06/2025Q2/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2024-08-06/2025Q2/joint_oracle,True,
oracle actual availability 2024-08-06/2025Q2/joint_oracle,True,
cushion timing 2024-08-06/2025Q2/revenue_growth,True,
cushion 2024-08-06/2025Q2/revenue_growth,True,0.0
cushion n 2024-08-06/2025Q2/revenue_growth,True,0.0
R to G 2024-08-06/2025Q2/revenue_growth,True,0.0
last p 2024-08-06/2025Q2/revenue_growth,True,
horizon 2024-08-06/2025Q2/revenue_growth,True,0.0
actual R 2024-08-06/2025Q2/revenue_growth,True,0.0
actual G 2024-08-06/2025Q2/revenue_growth,True,0.0
revenue baseline 2024-08-06/2025Q2/revenue_growth,True,0.0
cushion timing 2024-11-07/2025Q3/fixed,True,
cushion 2024-11-07/2025Q3/fixed,True,0.0
cushion n 2024-11-07/2025Q3/fixed,True,0.0
R to G 2024-11-07/2025Q3/fixed,True,0.0
last p 2024-11-07/2025Q3/fixed,True,
horizon 2024-11-07/2025Q3/fixed,True,0.0
actual R 2024-11-07/2025Q3/fixed,True,0.0
actual G 2024-11-07/2025Q3/fixed,True,0.0
fixed n 2024-11-07/2025Q3/fixed,True,0.0
coefficient 2024-11-07/2025Q3/fixed,True,0.0
point arithmetic 2024-11-07/2025Q3/fixed,True,0.0
known exposure 2024-11-07/2025Q3/fixed,True,0.0
exposure complement 2024-11-07/2025Q3/fixed,True,0.0
cushion timing 2024-11-07/2025Q3/fixed_oracle,True,
cushion 2024-11-07/2025Q3/fixed_oracle,True,0.0
cushion n 2024-11-07/2025Q3/fixed_oracle,True,0.0
R to G 2024-11-07/2025Q3/fixed_oracle,True,0.0
last p 2024-11-07/2025Q3/fixed_oracle,True,
horizon 2024-11-07/2025Q3/fixed_oracle,True,0.0
actual R 2024-11-07/2025Q3/fixed_oracle,True,0.0
actual G 2024-11-07/2025Q3/fixed_oracle,True,0.0
fixed n 2024-11-07/2025Q3/fixed_oracle,True,0.0
coefficient 2024-11-07/2025Q3/fixed_oracle,True,0.0
point arithmetic 2024-11-07/2025Q3/fixed_oracle,True,0.0
oracle ineligible 2024-11-07/2025Q3/fixed_oracle,True,
oracle actual availability 2024-11-07/2025Q3/fixed_oracle,True,
cushion timing 2024-11-07/2025Q3/guide_growth,True,
cushion 2024-11-07/2025Q3/guide_growth,True,0.0
cushion n 2024-11-07/2025Q3/guide_growth,True,0.0
R to G 2024-11-07/2025Q3/guide_growth,True,0.0
last p 2024-11-07/2025Q3/guide_growth,True,
horizon 2024-11-07/2025Q3/guide_growth,True,0.0
actual R 2024-11-07/2025Q3/guide_growth,True,0.0
actual G 2024-11-07/2025Q3/guide_growth,True,0.0
guide baseline 2024-11-07/2025Q3/guide_growth,True,9.094947017729282e-13
latest guide anchor 2024-11-07/2025Q3/guide_growth,True,
cushion timing 2024-11-07/2025Q3/joint,True,
cushion 2024-11-07/2025Q3/joint,True,0.0
cushion n 2024-11-07/2025Q3/joint,True,0.0
R to G 2024-11-07/2025Q3/joint,True,0.0
last p 2024-11-07/2025Q3/joint,True,
horizon 2024-11-07/2025Q3/joint,True,0.0
actual R 2024-11-07/2025Q3/joint,True,0.0
actual G 2024-11-07/2025Q3/joint,True,0.0
joint n 2024-11-07/2025Q3/joint,True,0.0
coefficient 2024-11-07/2025Q3/joint,True,0.0
point arithmetic 2024-11-07/2025Q3/joint,True,9.094947017729282e-13
known exposure 2024-11-07/2025Q3/joint,True,0.0
exposure complement 2024-11-07/2025Q3/joint,True,0.0
cushion timing 2024-11-07/2025Q3/joint_oracle,True,
cushion 2024-11-07/2025Q3/joint_oracle,True,0.0
cushion n 2024-11-07/2025Q3/joint_oracle,True,0.0
R to G 2024-11-07/2025Q3/joint_oracle,True,4.547473508864641e-13
last p 2024-11-07/2025Q3/joint_oracle,True,
horizon 2024-11-07/2025Q3/joint_oracle,True,0.0
actual R 2024-11-07/2025Q3/joint_oracle,True,0.0
actual G 2024-11-07/2025Q3/joint_oracle,True,0.0
joint n 2024-11-07/2025Q3/joint_oracle,True,0.0
coefficient 2024-11-07/2025Q3/joint_oracle,True,0.0
point arithmetic 2024-11-07/2025Q3/joint_oracle,True,9.094947017729282e-13
oracle ineligible 2024-11-07/2025Q3/joint_oracle,True,
oracle actual availability 2024-11-07/2025Q3/joint_oracle,True,
cushion timing 2024-11-07/2025Q3/revenue_growth,True,
cushion 2024-11-07/2025Q3/revenue_growth,True,0.0
cushion n 2024-11-07/2025Q3/revenue_growth,True,0.0
R to G 2024-11-07/2025Q3/revenue_growth,True,0.0
last p 2024-11-07/2025Q3/revenue_growth,True,
horizon 2024-11-07/2025Q3/revenue_growth,True,0.0
actual R 2024-11-07/2025Q3/revenue_growth,True,0.0
actual G 2024-11-07/2025Q3/revenue_growth,True,0.0
revenue baseline 2024-11-07/2025Q3/revenue_growth,True,0.0
cushion timing 2025-02-13/2025Q4/fixed,True,
cushion 2025-02-13/2025Q4/fixed,True,0.0
cushion n 2025-02-13/2025Q4/fixed,True,0.0
R to G 2025-02-13/2025Q4/fixed,True,4.547473508864641e-13
last p 2025-02-13/2025Q4/fixed,True,
horizon 2025-02-13/2025Q4/fixed,True,0.0
actual R 2025-02-13/2025Q4/fixed,True,0.0
actual G 2025-02-13/2025Q4/fixed,True,0.0
fixed n 2025-02-13/2025Q4/fixed,True,0.0
coefficient 2025-02-13/2025Q4/fixed,True,0.0
point arithmetic 2025-02-13/2025Q4/fixed,True,0.0
known exposure 2025-02-13/2025Q4/fixed,True,0.0
exposure complement 2025-02-13/2025Q4/fixed,True,0.0
cushion timing 2025-02-13/2025Q4/fixed_oracle,True,
cushion 2025-02-13/2025Q4/fixed_oracle,True,0.0
cushion n 2025-02-13/2025Q4/fixed_oracle,True,0.0
R to G 2025-02-13/2025Q4/fixed_oracle,True,0.0
last p 2025-02-13/2025Q4/fixed_oracle,True,
horizon 2025-02-13/2025Q4/fixed_oracle,True,0.0
actual R 2025-02-13/2025Q4/fixed_oracle,True,0.0
actual G 2025-02-13/2025Q4/fixed_oracle,True,0.0
fixed n 2025-02-13/2025Q4/fixed_oracle,True,0.0
coefficient 2025-02-13/2025Q4/fixed_oracle,True,0.0
point arithmetic 2025-02-13/2025Q4/fixed_oracle,True,0.0
oracle ineligible 2025-02-13/2025Q4/fixed_oracle,True,
oracle actual availability 2025-02-13/2025Q4/fixed_oracle,True,
cushion timing 2025-02-13/2025Q4/guide_growth,True,
cushion 2025-02-13/2025Q4/guide_growth,True,0.0
cushion n 2025-02-13/2025Q4/guide_growth,True,0.0
R to G 2025-02-13/2025Q4/guide_growth,True,0.0
last p 2025-02-13/2025Q4/guide_growth,True,
horizon 2025-02-13/2025Q4/guide_growth,True,0.0
actual R 2025-02-13/2025Q4/guide_growth,True,0.0
actual G 2025-02-13/2025Q4/guide_growth,True,0.0
guide baseline 2025-02-13/2025Q4/guide_growth,True,4.547473508864641e-13
latest guide anchor 2025-02-13/2025Q4/guide_growth,True,
cushion timing 2025-02-13/2025Q4/joint,True,
cushion 2025-02-13/2025Q4/joint,True,0.0
cushion n 2025-02-13/2025Q4/joint,True,0.0
R to G 2025-02-13/2025Q4/joint,True,0.0
last p 2025-02-13/2025Q4/joint,True,
horizon 2025-02-13/2025Q4/joint,True,0.0
actual R 2025-02-13/2025Q4/joint,True,0.0
actual G 2025-02-13/2025Q4/joint,True,0.0
joint n 2025-02-13/2025Q4/joint,True,0.0
coefficient 2025-02-13/2025Q4/joint,True,0.0
point arithmetic 2025-02-13/2025Q4/joint,True,4.547473508864641e-13
known exposure 2025-02-13/2025Q4/joint,True,9.62964972193618e-35
exposure complement 2025-02-13/2025Q4/joint,True,0.0
cushion timing 2025-02-13/2025Q4/joint_oracle,True,
cushion 2025-02-13/2025Q4/joint_oracle,True,0.0
cushion n 2025-02-13/2025Q4/joint_oracle,True,0.0
R to G 2025-02-13/2025Q4/joint_oracle,True,0.0
last p 2025-02-13/2025Q4/joint_oracle,True,
horizon 2025-02-13/2025Q4/joint_oracle,True,0.0
actual R 2025-02-13/2025Q4/joint_oracle,True,0.0
actual G 2025-02-13/2025Q4/joint_oracle,True,0.0
joint n 2025-02-13/2025Q4/joint_oracle,True,0.0
coefficient 2025-02-13/2025Q4/joint_oracle,True,0.0
point arithmetic 2025-02-13/2025Q4/joint_oracle,True,9.094947017729282e-13
oracle ineligible 2025-02-13/2025Q4/joint_oracle,True,
oracle actual availability 2025-02-13/2025Q4/joint_oracle,True,
cushion timing 2025-02-13/2025Q4/revenue_growth,True,
cushion 2025-02-13/2025Q4/revenue_growth,True,0.0
cushion n 2025-02-13/2025Q4/revenue_growth,True,0.0
R to G 2025-02-13/2025Q4/revenue_growth,True,0.0
last p 2025-02-13/2025Q4/revenue_growth,True,
horizon 2025-02-13/2025Q4/revenue_growth,True,0.0
actual R 2025-02-13/2025Q4/revenue_growth,True,0.0
actual G 2025-02-13/2025Q4/revenue_growth,True,0.0
revenue baseline 2025-02-13/2025Q4/revenue_growth,True,0.0
cushion timing 2025-05-01/2026Q1/fixed,True,
cushion 2025-05-01/2026Q1/fixed,True,0.0
cushion n 2025-05-01/2026Q1/fixed,True,0.0
R to G 2025-05-01/2026Q1/fixed,True,0.0
last p 2025-05-01/2026Q1/fixed,True,
horizon 2025-05-01/2026Q1/fixed,True,0.0
actual R 2025-05-01/2026Q1/fixed,True,0.0
actual G 2025-05-01/2026Q1/fixed,True,0.0
fixed n 2025-05-01/2026Q1/fixed,True,0.0
coefficient 2025-05-01/2026Q1/fixed,True,0.0
point arithmetic 2025-05-01/2026Q1/fixed,True,0.0
known exposure 2025-05-01/2026Q1/fixed,True,0.0
exposure complement 2025-05-01/2026Q1/fixed,True,0.0
cushion timing 2025-05-01/2026Q1/fixed_oracle,True,
cushion 2025-05-01/2026Q1/fixed_oracle,True,0.0
cushion n 2025-05-01/2026Q1/fixed_oracle,True,0.0
R to G 2025-05-01/2026Q1/fixed_oracle,True,0.0
last p 2025-05-01/2026Q1/fixed_oracle,True,
horizon 2025-05-01/2026Q1/fixed_oracle,True,0.0
actual R 2025-05-01/2026Q1/fixed_oracle,True,0.0
actual G 2025-05-01/2026Q1/fixed_oracle,True,0.0
fixed n 2025-05-01/2026Q1/fixed_oracle,True,0.0
coefficient 2025-05-01/2026Q1/fixed_oracle,True,0.0
point arithmetic 2025-05-01/2026Q1/fixed_oracle,True,0.0
oracle ineligible 2025-05-01/2026Q1/fixed_oracle,True,
oracle actual availability 2025-05-01/2026Q1/fixed_oracle,True,
cushion timing 2025-05-01/2026Q1/guide_growth,True,
cushion 2025-05-01/2026Q1/guide_growth,True,0.0
cushion n 2025-05-01/2026Q1/guide_growth,True,0.0
R to G 2025-05-01/2026Q1/guide_growth,True,0.0
last p 2025-05-01/2026Q1/guide_growth,True,
horizon 2025-05-01/2026Q1/guide_growth,True,0.0
actual R 2025-05-01/2026Q1/guide_growth,True,0.0
actual G 2025-05-01/2026Q1/guide_growth,True,0.0
guide baseline 2025-05-01/2026Q1/guide_growth,True,0.0
latest guide anchor 2025-05-01/2026Q1/guide_growth,True,
cushion timing 2025-05-01/2026Q1/joint,True,
cushion 2025-05-01/2026Q1/joint,True,0.0
cushion n 2025-05-01/2026Q1/joint,True,0.0
R to G 2025-05-01/2026Q1/joint,True,4.547473508864641e-13
last p 2025-05-01/2026Q1/joint,True,
horizon 2025-05-01/2026Q1/joint,True,0.0
actual R 2025-05-01/2026Q1/joint,True,0.0
actual G 2025-05-01/2026Q1/joint,True,0.0
joint n 2025-05-01/2026Q1/joint,True,0.0
coefficient 2025-05-01/2026Q1/joint,True,0.0
point arithmetic 2025-05-01/2026Q1/joint,True,0.0
known exposure 2025-05-01/2026Q1/joint,True,5.204170427930421e-17
exposure complement 2025-05-01/2026Q1/joint,True,1.1102230246251565e-16
cushion timing 2025-05-01/2026Q1/joint_oracle,True,
cushion 2025-05-01/2026Q1/joint_oracle,True,0.0
cushion n 2025-05-01/2026Q1/joint_oracle,True,0.0
R to G 2025-05-01/2026Q1/joint_oracle,True,4.547473508864641e-13
last p 2025-05-01/2026Q1/joint_oracle,True,
horizon 2025-05-01/2026Q1/joint_oracle,True,0.0
actual R 2025-05-01/2026Q1/joint_oracle,True,0.0
actual G 2025-05-01/2026Q1/joint_oracle,True,0.0
joint n 2025-05-01/2026Q1/joint_oracle,True,0.0
coefficient 2025-05-01/2026Q1/joint_oracle,True,0.0
point arithmetic 2025-05-01/2026Q1/joint_oracle,True,9.094947017729282e-13
oracle ineligible 2025-05-01/2026Q1/joint_oracle,True,
oracle actual availability 2025-05-01/2026Q1/joint_oracle,True,
cushion timing 2025-05-01/2026Q1/revenue_growth,True,
cushion 2025-05-01/2026Q1/revenue_growth,True,0.0
cushion n 2025-05-01/2026Q1/revenue_growth,True,0.0
R to G 2025-05-01/2026Q1/revenue_growth,True,0.0
last p 2025-05-01/2026Q1/revenue_growth,True,
horizon 2025-05-01/2026Q1/revenue_growth,True,0.0
actual R 2025-05-01/2026Q1/revenue_growth,True,0.0
actual G 2025-05-01/2026Q1/revenue_growth,True,0.0
revenue baseline 2025-05-01/2026Q1/revenue_growth,True,0.0
cushion timing 2025-08-06/2026Q2/fixed,True,
cushion 2025-08-06/2026Q2/fixed,True,0.0
cushion n 2025-08-06/2026Q2/fixed,True,0.0
R to G 2025-08-06/2026Q2/fixed,True,0.0
last p 2025-08-06/2026Q2/fixed,True,
horizon 2025-08-06/2026Q2/fixed,True,0.0
actual R 2025-08-06/2026Q2/fixed,True,0.0
actual G 2025-08-06/2026Q2/fixed,True,0.0
fixed n 2025-08-06/2026Q2/fixed,True,0.0
coefficient 2025-08-06/2026Q2/fixed,True,0.0
point arithmetic 2025-08-06/2026Q2/fixed,True,4.547473508864641e-13
known exposure 2025-08-06/2026Q2/fixed,True,0.0
exposure complement 2025-08-06/2026Q2/fixed,True,0.0
cushion timing 2025-08-06/2026Q2/fixed_oracle,True,
cushion 2025-08-06/2026Q2/fixed_oracle,True,0.0
cushion n 2025-08-06/2026Q2/fixed_oracle,True,0.0
R to G 2025-08-06/2026Q2/fixed_oracle,True,0.0
last p 2025-08-06/2026Q2/fixed_oracle,True,
horizon 2025-08-06/2026Q2/fixed_oracle,True,0.0
actual R 2025-08-06/2026Q2/fixed_oracle,True,0.0
actual G 2025-08-06/2026Q2/fixed_oracle,True,0.0
fixed n 2025-08-06/2026Q2/fixed_oracle,True,0.0
coefficient 2025-08-06/2026Q2/fixed_oracle,True,0.0
point arithmetic 2025-08-06/2026Q2/fixed_oracle,True,0.0
oracle ineligible 2025-08-06/2026Q2/fixed_oracle,True,
oracle actual availability 2025-08-06/2026Q2/fixed_oracle,True,
cushion timing 2025-08-06/2026Q2/guide_growth,True,
cushion 2025-08-06/2026Q2/guide_growth,True,0.0
cushion n 2025-08-06/2026Q2/guide_growth,True,0.0
R to G 2025-08-06/2026Q2/guide_growth,True,4.547473508864641e-13
last p 2025-08-06/2026Q2/guide_growth,True,
horizon 2025-08-06/2026Q2/guide_growth,True,0.0
actual R 2025-08-06/2026Q2/guide_growth,True,0.0
actual G 2025-08-06/2026Q2/guide_growth,True,0.0
guide baseline 2025-08-06/2026Q2/guide_growth,True,9.094947017729282e-13
latest guide anchor 2025-08-06/2026Q2/guide_growth,True,
cushion timing 2025-08-06/2026Q2/joint,True,
cushion 2025-08-06/2026Q2/joint,True,0.0
cushion n 2025-08-06/2026Q2/joint,True,0.0
R to G 2025-08-06/2026Q2/joint,True,0.0
last p 2025-08-06/2026Q2/joint,True,
horizon 2025-08-06/2026Q2/joint,True,0.0
actual R 2025-08-06/2026Q2/joint,True,0.0
actual G 2025-08-06/2026Q2/joint,True,0.0
joint n 2025-08-06/2026Q2/joint,True,0.0
coefficient 2025-08-06/2026Q2/joint,True,0.0
point arithmetic 2025-08-06/2026Q2/joint,True,0.0
known exposure 2025-08-06/2026Q2/joint,True,7.28583859910259e-17
exposure complement 2025-08-06/2026Q2/joint,True,0.0
cushion timing 2025-08-06/2026Q2/joint_oracle,True,
cushion 2025-08-06/2026Q2/joint_oracle,True,0.0
cushion n 2025-08-06/2026Q2/joint_oracle,True,0.0
R to G 2025-08-06/2026Q2/joint_oracle,True,4.547473508864641e-13
last p 2025-08-06/2026Q2/joint_oracle,True,
horizon 2025-08-06/2026Q2/joint_oracle,True,0.0
actual R 2025-08-06/2026Q2/joint_oracle,True,0.0
actual G 2025-08-06/2026Q2/joint_oracle,True,0.0
joint n 2025-08-06/2026Q2/joint_oracle,True,0.0
coefficient 2025-08-06/2026Q2/joint_oracle,True,0.0
point arithmetic 2025-08-06/2026Q2/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2025-08-06/2026Q2/joint_oracle,True,
oracle actual availability 2025-08-06/2026Q2/joint_oracle,True,
cushion timing 2025-08-06/2026Q2/revenue_growth,True,
cushion 2025-08-06/2026Q2/revenue_growth,True,0.0
cushion n 2025-08-06/2026Q2/revenue_growth,True,0.0
R to G 2025-08-06/2026Q2/revenue_growth,True,0.0
last p 2025-08-06/2026Q2/revenue_growth,True,
horizon 2025-08-06/2026Q2/revenue_growth,True,0.0
actual R 2025-08-06/2026Q2/revenue_growth,True,0.0
actual G 2025-08-06/2026Q2/revenue_growth,True,0.0
revenue baseline 2025-08-06/2026Q2/revenue_growth,True,0.0
cushion timing 2026-09-15/2026Q4/fixed,True,
cushion 2026-09-15/2026Q4/fixed,True,2.220446049250313e-16
cushion n 2026-09-15/2026Q4/fixed,True,0.0
R to G 2026-09-15/2026Q4/fixed,True,4.547473508864641e-13
last p 2026-09-15/2026Q4/fixed,True,
horizon 2026-09-15/2026Q4/fixed,True,0.0
fixed n 2026-09-15/2026Q4/fixed,True,0.0
coefficient 2026-09-15/2026Q4/fixed,True,0.0
point arithmetic 2026-09-15/2026Q4/fixed,True,9.094947017729282e-13
known exposure 2026-09-15/2026Q4/fixed,True,0.0
exposure complement 2026-09-15/2026Q4/fixed,True,0.0
cushion timing 2026-09-15/2026Q4/guide_growth,True,
cushion 2026-09-15/2026Q4/guide_growth,True,2.220446049250313e-16
cushion n 2026-09-15/2026Q4/guide_growth,True,0.0
R to G 2026-09-15/2026Q4/guide_growth,True,4.547473508864641e-13
last p 2026-09-15/2026Q4/guide_growth,True,
horizon 2026-09-15/2026Q4/guide_growth,True,0.0
guide baseline 2026-09-15/2026Q4/guide_growth,True,0.0
latest guide anchor 2026-09-15/2026Q4/guide_growth,True,
cushion timing 2026-09-15/2026Q4/joint,True,
cushion 2026-09-15/2026Q4/joint,True,2.220446049250313e-16
cushion n 2026-09-15/2026Q4/joint,True,0.0
R to G 2026-09-15/2026Q4/joint,True,0.0
last p 2026-09-15/2026Q4/joint,True,
horizon 2026-09-15/2026Q4/joint,True,0.0
joint n 2026-09-15/2026Q4/joint,True,0.0
coefficient 2026-09-15/2026Q4/joint,True,0.0
point arithmetic 2026-09-15/2026Q4/joint,True,4.547473508864641e-13
known exposure 2026-09-15/2026Q4/joint,True,8.326672684688674e-17
exposure complement 2026-09-15/2026Q4/joint,True,1.1102230246251565e-16
cushion timing 2026-09-15/2026Q4/revenue_growth,True,
cushion 2026-09-15/2026Q4/revenue_growth,True,2.220446049250313e-16
cushion n 2026-09-15/2026Q4/revenue_growth,True,0.0
R to G 2026-09-15/2026Q4/revenue_growth,True,0.0
last p 2026-09-15/2026Q4/revenue_growth,True,
horizon 2026-09-15/2026Q4/revenue_growth,True,0.0
revenue baseline 2026-09-15/2026Q4/revenue_growth,True,4.547473508864641e-13
cushion timing 2026-09-15/2027Q1/fixed,True,
cushion 2026-09-15/2027Q1/fixed,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q1/fixed,True,0.0
R to G 2026-09-15/2027Q1/fixed,True,4.547473508864641e-13
