file,market,snapshot,sha256,compressed_bytes,raw_rows,raw_listings,used_rows,used_listings,stay_date_min,stay_date_max,source_url,region
paris_2025-08-08_calendar.csv.gz,paris,2025-08-08,2f7f7796902fda330c9ff2fb2be27226d03cf2651127fb563a98b9878c30c92f,72415900,31160116,85370,31160116,85370,2025-08-08,2026-08-13,,emea
paris_2025-09-12_calendar.csv.gz,paris,2025-09-12,56d0313084f18d94f2df2b6d29d9eb972cc8c8ecbc2fb7e4272a252eced537fc,72087684,29876359,81853,29876359,81853,2025-09-12,2026-09-14,https://data.insideairbnb.com/france/ile-de-france/paris/2025-09-12/data/calendar.csv.gz,emea
paris_2025-12-13_calendar.csv.gz,paris,2025-12-13,6953dde0b81ee0f1323f8984413b32a5a09680fdaa154a2b7b512d00fe905ed5,74835034,29950447,82056,29950447,82056,2025-12-13,2027-01-04,https://data.insideairbnb.com/france/ile-de-france/paris/2025-12-13/data/calendar.csv.gz,emea
paris_2026-03-21_calendar.csv.gz,paris,2026-03-21,9d89db601569639ae4d57b11286c68b56ab56d17ca9c8429c6e1885e6d57bdf3,34768180,13961270,38250,13961270,38250,2026-03-21,2027-04-01,https://data.insideairbnb.com/france/ile-de-france/paris/2026-03-21/data/calendar.csv.gz,emea
paris_2026-06-16_calendar.csv.gz,paris,2026-06-16,e2b38abad6d18b8255e654cd704b3a505664515c279b2bd33afee4d6d585d079,68830248,28352835,77679,28352835,77679,2026-06-17,2027-06-28,https://data.insideairbnb.com/france/ile-de-france/paris/2026-06-16/data/calendar.csv.gz,emea
paris_2026-08-15_calendar.csv.gz,paris,2026-08-15,9ce94e64218af68626936b066996913b7c376acead15ed7737038eee37445c51,69940481,28653974,78504,28653974,78504,2026-08-15,2027-08-28,https://data.insideairbnb.com/france/ile-de-france/paris/2026-08-15/data/calendar.csv.gz,emea
rio-de-janeiro_2025-06-24_calendar.csv.gz,rio-de-janeiro,2025-06-24,edd873fc370144222f688be2e7d6ac95e4c0cef0f69f485ec785bf29c484101f,37084702,15538866,42572,15538866,42572,2025-06-25,2026-07-03,,latam
rio-de-janeiro_2025-07-26_calendar.csv.gz,rio-de-janeiro,2025-07-26,84c80b0651bbf3278f10febec4cb15de65586449e78ab2e461d14d94019be481,37427906,15636972,42841,15636972,42841,2025-07-27,2026-07-27,,latam
rio-de-janeiro_2025-08-28_calendar.csv.gz,rio-de-janeiro,2025-08-28,93d49316e24882a008f3fe92095101ff9b26c67ae41515cd4987f44fa47a928d,38534659,15658866,42901,15658866,42901,2025-08-28,2026-08-28,,latam
rio-de-janeiro_2025-09-26_calendar.csv.gz,rio-de-janeiro,2025-09-26,4a888c53b3ceab52eae828af9eb0c797312f07b3005245e64508c02cbaa419ad,38152701,15719845,43068,15719845,43068,2025-09-26,2026-09-27,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2025-09-26/data/calendar.csv.gz,latam
rio-de-janeiro_2025-12-28_calendar.csv.gz,rio-de-janeiro,2025-12-28,5f06930dc21badc347bab145a73603bfd9daf520437401257fffe5f1fc4bdccf,43445223,17189675,47095,17189675,47095,2025-12-29,2027-01-04,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2025-12-28/data/calendar.csv.gz,latam
rio-de-janeiro_2026-03-30_calendar.csv.gz,rio-de-janeiro,2026-03-30,a67b01c3ff2ccce1e10aaacd6b802101beef9fecf786fa962bd820b40b9728e8,36377379,14880716,40769,14880716,40769,2026-03-30,2027-04-01,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2026-03-30/data/calendar.csv.gz,latam
rio-de-janeiro_2026-06-24_calendar.csv.gz,rio-de-janeiro,2026-06-24,090de39a0b929fdaa3f12a47e4d2100bde6e466e28d0d037bf0913326f85f1e3,43607500,17786085,48729,17786085,48729,2026-06-25,2027-06-30,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2026-06-24/data/calendar.csv.gz,latam
rio-de-janeiro_2026-08-30_calendar.csv.gz,rio-de-janeiro,2026-08-30,7285be809caafebd3e028c7ae731aabd0171546f7bcd35ac175fd23ca197e522,43105430,17404639,47684,17404639,47684,2026-08-31,2027-09-02,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2026-08-30/data/calendar.csv.gz,latam
rome_2024-03-22_calendar.csv.gz,rome,2024-03-22,5181521f819f06c895ce4276408474709c2bb7b7c74cf40881a545fcb61b2bb4,28736380,11066250,30318,11066250,30318,2024-03-22,2025-03-22,,emea
rome_2024-05-17_calendar.csv.gz,rome,2024-05-17,4ed89e4588cf095ea4cfdcdc688bacec82412f544e0274139a843a56840a9be1,28289799,11536568,31607,11536568,31607,2024-05-17,2025-06-02,,emea
rome_2024-06-15_calendar.csv.gz,rome,2024-06-15,646e0d59981ea8e45d465c965be28d7a9b5ea0c23477a2cd91d5be1e9f025271,30627956,11768529,32243,11768529,32243,2024-06-15,2025-06-19,,emea
rome_2024-07-17_calendar.csv.gz,rome,2024-07-17,633bb9845b30a655baa04182466e39430aeae31df2cabdb63afd165f8d8bb8d2,31507755,12154709,33301,12154709,33301,2024-07-17,2025-07-18,,emea
rome_2024-08-11_calendar.csv.gz,rome,2024-08-11,8a473488f2429832aad8380ebaaacb2584f88179f2e07c973bb350a1e21ff9e6,30393941,12399662,33969,12399662,33969,2024-08-11,2025-08-13,,emea
rome_2024-09-11_calendar.csv.gz,rome,2024-09-11,e4a2c7ba7f091e802c92d9401c15cfd597f1945cc409bc8c914a3f8be3a0f376,31666353,12432219,34061,12432219,34061,2024-09-11,2025-09-12,,emea
rome_2024-10-11_calendar.csv.gz,rome,2024-10-11,266fa15764999101fbcb007d85a31af940b20038f0468a3b8b258a5cd2edc800,31679279,12481858,34197,12481858,34197,2024-10-11,2025-10-28,,emea
rome_2024-11-13_calendar.csv.gz,rome,2024-11-13,49406c083aad43bda0168d9433c442b94c37190e4d04c9aadb4bbc9e4a787224,32428460,12665721,34701,12665721,34701,2024-11-13,2025-11-13,,emea
rome_2024-12-12_calendar.csv.gz,rome,2024-12-12,6e6c599db1314c8bb21a1d75d4fad0255ff3214edeabb6878ec8775826ef34a4,33243310,12865113,35247,12865113,35247,2024-12-12,2025-12-22,,emea
rome_2025-01-13_calendar.csv.gz,rome,2025-01-13,b42622f87bdc7f356ef055873fc0418457d1201c53bce5eacfdd0a344ad74ec5,31635589,12166805,33335,12166805,33335,2025-01-13,2026-01-27,,emea
rome_2025-02-15_calendar.csv.gz,rome,2025-02-15,9689f678f7dce1af14a2a91073db79dfe8b0c4a2c54fa7c7ef9d1f101d107c3d,32071541,12467581,34160,12467581,34160,2025-02-15,2026-02-17,,emea
rome_2025-03-05_calendar.csv.gz,rome,2025-03-05,a799a653c44c601bac0f25328528227c66210a9be52a69670ff7a8d353bfb343,32281605,12622208,34538,12622208,34538,2025-03-05,2026-03-14,,emea
rome_2025-04-10_calendar.csv.gz,rome,2025-04-10,933015efd6c23bb0c61654c1cb2142c9dbd084aca5b426e4586d729dd916ad29,33117157,13003506,35626,13003506,35626,2025-04-10,2026-04-11,,emea
rome_2025-05-09_calendar.csv.gz,rome,2025-05-09,167ff6f36e712f43a0cf88d6f4ac664aa03717939f9cdde05f73297b760f566f,33698728,13200776,36166,13200776,36166,2025-05-10,2026-05-10,,emea
rome_2025-06-12_calendar.csv.gz,rome,2025-06-12,1b0aea4b2e2a4f9644008e862cc51f8dd6d2bff9da637be78490a4cba42d7920,32194796,13252812,36309,13252812,36309,2025-06-25,2026-07-01,,emea
rome_2025-07-09_calendar.csv.gz,rome,2025-07-09,328234f314e51a928673cd1b809dc866cca13866dfb2b0b404ca54fabd9dbca7,32776321,13520720,37043,13520720,37043,2025-07-09,2026-07-09,,emea
rome_2025-08-15_calendar.csv.gz,rome,2025-08-15,813101a9c5122e2a7d3c31e3360fc5b1836b8f73654976b168684e94af77a0c5,33285630,13707222,37554,13707222,37554,2025-08-15,2026-08-15,,emea
rome_2025-09-14_calendar.csv.gz,rome,2025-09-14,29fe5057357a9ae408f569cf08530818c709c8c27d144f3ee99889b1d16210a3,33602013,13742983,37652,13742983,37652,2025-09-14,2026-09-14,https://data.insideairbnb.com/italy/lazio/rome/2025-09-14/data/calendar.csv.gz,emea
rome_2025-12-16_calendar.csv.gz,rome,2025-12-16,9a10bcdb0b4190679b40f696cd7eacdc192c0630ae47d9f5b510db71e0bbda07,34220835,13565994,37167,13565994,37167,2025-12-16,2027-01-04,https://data.insideairbnb.com/italy/lazio/rome/2025-12-16/data/calendar.csv.gz,emea
rome_2026-03-24_calendar.csv.gz,rome,2026-03-24,408927604ed6b2db10d8bc3827beb10515700d5745d55f86be5f6f3374a4011a,27529305,10973151,30063,10973151,30063,2026-03-25,2027-04-05,https://data.insideairbnb.com/italy/lazio/rome/2026-03-24/data/calendar.csv.gz,emea
rome_2026-06-20_calendar.csv.gz,rome,2026-06-20,e60273f0f59dc373085d4ec1732a44ec3aa5ff173a0352f918add6e82020e9b2,32626652,13588243,37228,13588243,37228,2026-06-20,2027-07-06,https://data.insideairbnb.com/italy/lazio/rome/2026-06-20/data/calendar.csv.gz,emea
rome_2026-08-25_calendar.csv.gz,rome,2026-08-25,a53a08b90d7db61e3655688b348b74e32f002480a40a86e8029e6b6069f3905c,34183268,13681680,37483,13681680,37483,2026-08-25,2027-08-30,https://data.insideairbnb.com/italy/lazio/rome/2026-08-25/data/calendar.csv.gz,emea
san-diego_2025-02-18_calendar.csv.gz,san-diego,2025-02-18,d4747a58ced6af63813d8057536cbb6761192bd1d834f248eed7b178ea5e5bb7,11914263,4715549,12921,4715549,12921,2025-02-18,2026-02-18,,na
san-diego_2025-03-16_calendar.csv.gz,san-diego,2025-03-16,e0f4f1db3a68cf092d43928e31daa001c1e9d940fe57df0be7b737bb60873b2f,12261423,4741202,12991,4741202,12991,2025-03-16,2026-03-16,,na
san-diego_2025-04-21_calendar.csv.gz,san-diego,2025-04-21,fb982f7db5c426457271d718c333602de3544a9c7d56c7ee13b3db1b481fbfdd,11950830,4766660,13061,4766660,13061,2025-04-21,2026-04-21,,na
san-diego_2025-05-21_calendar.csv.gz,san-diego,2025-05-21,010941c5d6b152fbf33cbca09b5bc90e4c70cf11e7d06569de43f0bc753ff464,11950993,4781546,13102,4781546,13102,2025-05-21,2026-05-20,,na
san-diego_2025-07-25_calendar.csv.gz,san-diego,2025-07-25,c91e99f1b1c74a956ba51d85b3c574146c36c9c7aa578877f5cf29de19ff5934,11386666,4810335,13179,4810335,13179,2025-07-25,2026-07-24,,na
san-diego_2025-08-26_calendar.csv.gz,san-diego,2025-08-26,5ff9135ff49029c0f581f75b2617f11e15a3fabe01e46aab9eb5bab66a935b0e,11419607,4796830,13142,4796830,13142,2025-08-26,2026-08-25,,na
san-diego_2025-09-25_calendar.csv.gz,san-diego,2025-09-25,c6c381ba4d5db3065dc998e012ce31cb12340cf916383bc009d71282a21904b0,11501730,4804130,13162,4804130,13162,2025-09-25,2026-09-24,https://data.insideairbnb.com/united-states/ca/san-diego/2025-09-25/data/calendar.csv.gz,na
san-diego_2025-12-11_calendar.csv.gz,san-diego,2025-12-11,2f2278d38a109f5e8d006e8179c6e18d38c738dfb94a7769c28e8b90ab5cf792,11750562,4804860,13164,4804860,13164,2025-12-11,2026-12-11,https://data.insideairbnb.com/united-states/ca/san-diego/2025-12-11/data/calendar.csv.gz,na
san-diego_2026-03-29_calendar.csv.gz,san-diego,2026-03-29,a7328947a8bfee68e8d9578853f7e1cb0e6fe9079db907589a979581e6822a7d,10382365,4294225,11765,4294225,11765,2026-03-29,2027-03-28,https://data.insideairbnb.com/united-states/ca/san-diego/2026-03-29/data/calendar.csv.gz,na
san-diego_2026-06-27_calendar.csv.gz,san-diego,2026-06-27,a8ca03740f4ae3c42601f5e9457b41eda0e28decac5b1702c1711f3f9d1a3b82,11665167,4844646,13273,4844646,13273,2026-06-28,2027-07-01,https://data.insideairbnb.com/united-states/ca/san-diego/2026-06-27/data/calendar.csv.gz,na
san-diego_2026-08-29_calendar.csv.gz,san-diego,2026-08-29,3c11e50473df34ff469533b2eecdebd4e194891864e850eb3f723d13c3cc1dda,11773638,4869831,13342,4869831,13342,2026-08-29,2027-08-29,https://data.insideairbnb.com/united-states/ca/san-diego/2026-08-29/data/calendar.csv.gz,na
santiago_2025-07-27_calendar.csv.gz,santiago,2025-07-27,2b382faf80971a7ac9bed1ea45c400a3c1cbbbfcf77898f41b6b47bdef3a6753,13285481,5716997,15663,5716997,15663,2025-07-27,2026-07-27,,latam
santiago_2025-08-29_calendar.csv.gz,santiago,2025-08-29,75a0015ebb1b3e61d113fb215d0ab92e9db0d1171b40767419dbf61a9a28b573,13873790,5819925,15945,5819925,15945,2025-08-30,2026-08-29,,latam
santiago_2025-09-27_calendar.csv.gz,santiago,2025-09-27,4b95e51cfea69981ac0b604601e1d41ed2a7f4fd27479c30e1d99cc27e015be1,14368504,6121785,16772,6121785,16772,2025-09-27,2026-09-27,https://data.insideairbnb.com/chile/rm/santiago/2025-09-27/data/calendar.csv.gz,latam
santiago_2025-12-29_calendar.csv.gz,santiago,2025-12-29,c43dae18a32f644c9c6668f031150d439c4b001c84635553cbb84366a9380dbe,15147065,6255005,17137,6255005,17137,2025-12-30,2027-01-04,https://data.insideairbnb.com/chile/rm/santiago/2025-12-29/data/calendar.csv.gz,latam
santiago_2026-03-30_calendar.csv.gz,santiago,2026-03-30,5f715044e5edd9dbdc188b8c9ad48fd8a5988cbc4362edb67b6b9e659d0be986,13563117,5819909,15945,5819909,15945,2026-03-30,2027-04-01,https://data.insideairbnb.com/chile/rm/santiago/2026-03-30/data/calendar.csv.gz,latam
santiago_2026-06-29_calendar.csv.gz,santiago,2026-06-29,76c2d0b0eac55428c2086902af4c1e7549b02758cf510bf4092acbf878ded412,15808051,6764856,18534,6764856,18534,2026-06-29,2027-07-01,https://data.insideairbnb.com/chile/rm/santiago/2026-06-29/data/calendar.csv.gz,latam
santiago_2026-08-30_calendar.csv.gz,santiago,2026-08-30,83a55f9772591e6b7b857203f2cc59522541a1142a7edb934ca5e88a3127696a,16077347,6863429,18804,6863429,18804,2026-08-30,2027-09-01,https://data.insideairbnb.com/chile/rm/santiago/2026-08-30/data/calendar.csv.gz,latam
sao-paulo_2026-06-14_calendar.csv.gz,sao-paulo,2026-06-14,1e89e91a0a208c74208e404550a8f9a64b6cdae6a053d43e411157a69138b930,36634577,15467973,42378,15467973,42378,2026-06-14,2027-06-15,https://data.insideairbnb.com/brazil/sp/s%C3%A3o-paulo/2026-06-14/data/calendar.csv.gz,latam
sao-paulo_2026-08-18_calendar.csv.gz,sao-paulo,2026-08-18,fd7e8e2c2f61ad485fdca826a961efb5f1a4c4654aeb0b58bf4d36a351d9e73e,38416910,15719836,43068,15719836,43068,2026-08-19,2027-08-26,https://data.insideairbnb.com/brazil/sp/s%C3%A3o-paulo/2026-08-18/data/calendar.csv.gz,latam
singapore_2025-03-21_calendar.csv.gz,singapore,2025-03-21,4c8a3d962714738f33914dea2404b81f39f29ddea4cfce65f932823c71de3006,3024174,1288940,3536,1288940,3536,2025-03-21,2026-03-20,,apac
singapore_2025-04-26_calendar.csv.gz,singapore,2025-04-26,b0cf463d17d5f77eaadb59595f392054b305357d6e4ea2d17531b2800f5f237d,2999271,1339549,3680,1339549,3680,2025-04-26,2026-05-04,,apac
singapore_2025-05-28_calendar.csv.gz,singapore,2025-05-28,c2587e48d52ac053a5bb0689d98e75707fd00cb4c2babbc26ac05fc20f4e700e,2812522,1196352,3290,1196352,3290,2025-05-29,2026-05-28,,apac
singapore_2025-06-25_calendar.csv.gz,singapore,2025-06-25,70748af9a8aef9c766d2ec383908288d41ccdfaa6532b11c99bf08b0d94d269d,3023581,1335535,3659,1335535,3659,2025-06-25,2026-06-29,,apac
singapore_2025-07-27_calendar.csv.gz,singapore,2025-07-27,a7136fea4214952ad4fc005ff7ad9d1f24b9df36d5c98ca585bd2594692ee86c,2980324,1316555,3607,1316555,3607,2025-07-27,2026-07-27,,apac
singapore_2025-08-30_calendar.csv.gz,singapore,2025-08-30,743597dbaf09fc0f7fc2f624a74ea270436c07decca3300b00dea59bb5860526,2990200,1320205,3617,1320205,3617,2025-08-30,2026-08-29,,apac
singapore_2025-09-28_calendar.csv.gz,singapore,2025-09-28,999fde83452b194d4cfff1477ddd6b5b1635d7c953a034cb7242886058f2cb5a,3081116,1347945,3693,1347945,3693,2025-09-28,2026-09-27,https://data.insideairbnb.com/singapore/sg/singapore/2025-09-28/data/calendar.csv.gz,apac
singapore_2025-12-29_calendar.csv.gz,singapore,2025-12-29,dbdcbd57f0a3155421908e0bbe22663a84861db7376336cbef31a94860601e91,3099921,1328235,3639,1328235,3639,2025-12-30,2027-01-04,https://data.insideairbnb.com/singapore/sg/singapore/2025-12-29/data/calendar.csv.gz,apac
singapore_2026-03-30_calendar.csv.gz,singapore,2026-03-30,afebaf39ad02cf1bc34ebd34908ba771f6cf02008e95578f79925b64f806350c,1020540,435081,1192,435081,1192,2026-03-30,2027-04-01,https://data.insideairbnb.com/singapore/sg/singapore/2026-03-30/data/calendar.csv.gz,apac
singapore_2026-06-29_calendar.csv.gz,singapore,2026-06-29,4a983dcf746f7e1767cf1e560a1422e88a4b741cd28797ffcfcd8450b512776e,2684783,1185155,3247,1185155,3247,2026-06-29,2027-07-01,https://data.insideairbnb.com/singapore/sg/singapore/2026-06-29/data/calendar.csv.gz,apac
singapore_2026-08-31_calendar.csv.gz,singapore,2026-08-31,3d952f9776f29f817d34af017d95324001264f21492d76b8b427315e05da8115,2612496,1148655,3147,1148655,3147,2026-08-31,2027-09-01,https://data.insideairbnb.com/singapore/sg/singapore/2026-08-31/data/calendar.csv.gz,apac
sunshine-coast_2025-03-28_calendar.csv.gz,sunshine-coast,2025-03-28,8cc44411725c78443c35e4cefcd022d13b78251841ce6ce8677f44fdb0d5462e,6735241,2614808,7163,2614808,7163,2025-03-28,2026-03-31,,apac
sunshine-coast_2025-04-30_calendar.csv.gz,sunshine-coast,2025-04-30,ed81fd753f34e50aba40725aa29a16ee692c7f49d962bc55c855268ba00ca60d,6752243,2622867,7186,2622867,7186,2025-04-30,2026-05-04,,apac
sunshine-coast_2025-06-28_calendar.csv.gz,sunshine-coast,2025-06-28,3031b19dd3000ae310c3ff4a8e41ed3acd317060f401277071e70a3a2a89e88e,6444369,2650632,7262,2650632,7262,2025-06-28,2026-07-01,,apac
sunshine-coast_2025-07-30_calendar.csv.gz,sunshine-coast,2025-07-30,6fb93288e00af393f49f07be03d2f79da9dd5e68e179ac013f2279a49b0b0801,6404261,2633115,7214,2633115,7214,2025-07-30,2026-07-30,,apac
sunshine-coast_2025-08-31_calendar.csv.gz,sunshine-coast,2025-08-31,705ddaf76a78e02fa7a581ac55a5dd55737730c86e811f60508dab02b3836112,6448470,2626540,7196,2626540,7196,2025-08-31,2026-08-30,https://data.insideairbnb.com/australia/qld/sunshine-coast/2025-08-31/data/calendar.csv.gz,apac
sunshine-coast_2025-11-30_calendar.csv.gz,sunshine-coast,2025-11-30,4dcdebcf91406954d3e40272d0a6eb5c4c48aca8544fdb374819f5796a3264b0,6836547,2713357,7434,2713357,7434,2025-11-30,2026-11-30,https://data.insideairbnb.com/australia/qld/sunshine-coast/2025-11-30/data/calendar.csv.gz,apac
sunshine-coast_2026-02-28_calendar.csv.gz,sunshine-coast,2026-02-28,9029211a2dd69aad9996beb0461520dc49f8a604ce6d81f3e95c3a77c31f0543,5869237,2354251,6450,2354251,6450,2026-02-28,2027-02-28,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-02-28/data/calendar.csv.gz,apac
sunshine-coast_2026-06-30_calendar.csv.gz,sunshine-coast,2026-06-30,9f5758f6dd352642d82ff6026898658e4d07ca4591dbd517a8cec856d4864fab,6546675,2663375,7297,2663375,7297,2026-06-30,2027-07-01,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-06-30/data/calendar.csv.gz,apac
sunshine-coast_2026-08-31_calendar.csv.gz,sunshine-coast,2026-08-31,3f43d1e3e86d2971ac9e875dfdd1e20e3a531888af5e90a30d1b88b7c4274843,6611717,2656804,7279,2656804,7279,2026-08-31,2027-09-01,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-08-31/data/calendar.csv.gz,apac
sydney_2025-08-05_calendar.csv.gz,sydney,2025-08-05,8fae2f77b63bb90faa8ec3fa62a253ef65e6a550eed7516fd7ce1641ab0e7e86,16524042,6791920,18608,6791920,18608,2025-08-06,2026-08-05,,apac
sydney_2025-09-12_calendar.csv.gz,sydney,2025-09-12,603af35225fc91ac7af5d1a7a08f47973e42b031067321241e3c1181ace9787c,15905040,6471450,17730,6471450,17730,2025-09-12,2026-09-11,https://data.insideairbnb.com/australia/nsw/sydney/2025-09-12/data/calendar.csv.gz,apac
sydney_2025-12-12_calendar.csv.gz,sydney,2025-12-12,a2b4802d471ae0dad90318884beaeafe79c6cac6443b258655e1616a9441db1b,18647040,7459152,20436,7459152,20436,2025-12-12,2026-12-12,https://data.insideairbnb.com/australia/nsw/sydney/2025-12-12/data/calendar.csv.gz,apac
sydney_2026-03-21_calendar.csv.gz,sydney,2026-03-21,52572af886e726913a46b5112cee31ff1d87d08daf831ab4948bbd8df61388d3,11930170,4950495,13563,4950495,13563,2026-03-21,2027-03-20,https://data.insideairbnb.com/australia/nsw/sydney/2026-03-21/data/calendar.csv.gz,apac
sydney_2026-06-16_calendar.csv.gz,sydney,2026-06-16,7ce1b83795e82000f872886f187cac6a2b7f4b50a7bc829640689e8df0800b98,17897549,7509145,20573,7509145,20573,2026-06-17,2027-06-28,https://data.insideairbnb.com/australia/nsw/sydney/2026-06-16/data/calendar.csv.gz,apac
sydney_2026-08-15_calendar.csv.gz,sydney,2026-08-15,88ea8ccd53f4cbccda6d8bfbaecc73438c62afc95ea6b80cd560381d4ff90eee,18187422,7579955,20767,7579955,20767,2026-08-15,2027-08-27,https://data.insideairbnb.com/australia/nsw/sydney/2026-08-15/data/calendar.csv.gz,apac
taipei_2025-03-28_calendar.csv.gz,taipei,2025-03-28,1cc8dd87035e43edbdf1fe43b549e84529dfcd5e40fa245862f06f2639b2dd41,5545094,2181974,5977,2181974,5977,2025-03-28,2026-03-31,,apac
taipei_2025-04-30_calendar.csv.gz,taipei,2025-04-30,57a8c5a821108176744ee2cafb684beb547a153012f12ae9d88465dac7e547f4,5161829,2209716,6054,2209716,6054,2025-04-30,2026-05-04,,apac
taipei_2025-06-29_calendar.csv.gz,taipei,2025-06-29,c25d4e4fcc09ae20d4a8015e31197407cdf0cdd2bdad576f198804bf26f99c8f,5247382,2261542,6196,2261542,6196,2025-06-29,2026-07-01,,apac
taipei_2025-07-31_calendar.csv.gz,taipei,2025-07-31,958f0fef6c4523d271079321ef1025fa6d5219020d7b469d40593d8a0702f38b,5319003,2279790,6246,2279790,6246,2025-07-31,2026-07-30,,apac
taipei_2025-08-31_calendar.csv.gz,taipei,2025-08-31,f2a974a5fd810378e3d2ab4591356abbbdb8f21f9f74e7e733017ffc2d0a86de,5377147,2283077,6255,2283077,6255,2025-08-31,2026-08-31,,apac
taipei_2025-09-30_calendar.csv.gz,taipei,2025-09-30,59f1f2b05922486c79bad064fabe209c00ee44e8af434776ee24219f5a28a727,5386764,2277965,6241,2277965,6241,2025-09-30,2026-09-29,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2025-09-30/data/calendar.csv.gz,apac
taipei_2025-11-30_calendar.csv.gz,taipei,2025-11-30,9a7fbf37d30d9e476781c6ef52d93bbabaac1e0a5c98e07be97989e271d9705b,5505904,2283078,6255,2283078,6255,2025-11-30,2026-11-30,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2025-11-30/data/calendar.csv.gz,apac
taipei_2026-02-28_calendar.csv.gz,taipei,2026-02-28,8d8834a1dfa5e8f6aa4286820553b3f1e7c080fd60ac2c719cf0a17e8ee6db06,4704513,1989252,5450,1989252,5450,2026-02-28,2027-02-28,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2026-02-28/data/calendar.csv.gz,apac
taipei_2026-06-30_calendar.csv.gz,taipei,2026-06-30,62d8b4a2f753fa9025f2ce3436d4449284b8ff878f67e25b72243a7138da9bb3,5485614,2342905,6419,2342905,6419,2026-06-30,2027-07-01,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2026-06-30/data/calendar.csv.gz,apac
taipei_2026-08-31_calendar.csv.gz,taipei,2026-08-31,6344c03836530bc8093eba8b799bb48118339c453a9f377ad73bc8bc287a7dd3,5514099,2335271,6398,2335271,6398,2026-08-31,2027-09-01,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2026-08-31/data/calendar.csv.gz,apac
tasmania_2025-03-02_calendar.csv.gz,tasmania,2025-03-02,e78b47d2e6b8975c44acab0e13fbaff33ca61c7abf90b46c216bf3341e54e587,5820280,2364472,6478,2364472,6478,2025-03-02,2026-03-02,,apac
tasmania_2025-04-05_calendar.csv.gz,tasmania,2025-04-05,612d90e3030f72ec8159f86db02c962b4df4846d854103ee0dc0884464d4aa4c,5826360,2362280,6472,2362280,6472,2025-04-05,2026-04-04,,apac
tasmania_2025-05-03_calendar.csv.gz,tasmania,2025-05-03,f2d5bfe92be3fcdd4e4c154d6301233f08dc2926a37bd586397d2270d765746c,5845895,2367390,6486,2367390,6486,2025-05-03,2026-05-02,,apac
tasmania_2025-07-05_calendar.csv.gz,tasmania,2025-07-05,a6fdadc24c8047afc3b3814810cc5351ae7dd6c3c91f56bb4928463e0caab9db,5564887,2373960,6504,2373960,6504,2025-07-05,2026-07-05,,apac
tasmania_2025-08-04_calendar.csv.gz,tasmania,2025-08-04,32eb803870bb984374254069bdba8aec0ea866e9518a9cd993c06c44caad6487,5582321,2374340,6505,2374340,6505,2025-08-04,2026-08-04,,apac
tasmania_2025-09-11_calendar.csv.gz,tasmania,2025-09-11,486db652a6acd3385337d7115cb59638de50ccc45a11280bec867b8649212ad3,5620352,2372865,6501,2372865,6501,2025-09-11,2026-09-10,https://data.insideairbnb.com/australia/tas/tasmania/2025-09-11/data/calendar.csv.gz,apac
tasmania_2025-12-12_calendar.csv.gz,tasmania,2025-12-12,2bcc0f483869311d1756a7e3efbe08c71f9b1614d33fafccab5c6a2826ba57a7,5974122,2426520,6648,2426520,6648,2025-12-12,2026-12-11,https://data.insideairbnb.com/australia/tas/tasmania/2025-12-12/data/calendar.csv.gz,apac
tasmania_2026-03-19_calendar.csv.gz,tasmania,2026-03-19,a1c9aab34998dc06a7ecfef0851142294f2617493685f9c14931c132b7ee5b8e,5321907,2201333,6031,2201333,6031,2026-03-19,2027-03-19,https://data.insideairbnb.com/australia/tas/tasmania/2026-03-19/data/calendar.csv.gz,apac
tasmania_2026-06-15_calendar.csv.gz,tasmania,2026-06-15,dfbaf65b41cdf655e30ce588642c0edeaa3b617c18788d325f6685a225f98628,5839685,2415571,6618,2415571,6618,2026-06-15,2027-06-23,https://data.insideairbnb.com/australia/tas/tasmania/2026-06-15/data/calendar.csv.gz,apac
tasmania_2026-08-13_calendar.csv.gz,tasmania,2026-08-13,15e50308528e03fc605f36e9256aa670ee3789ff7fbc3bdd83f862f8529345bb,5889462,2424330,6642,2424330,6642,2026-08-13,2027-08-12,https://data.insideairbnb.com/australia/tas/tasmania/2026-08-13/data/calendar.csv.gz,apac
tokyo_2025-03-23_calendar.csv.gz,tokyo,2025-03-23,5d8eaaa916c8398b0325af0e1466aec267a041978c5dd8abdacb3735e409f180,21122190,8306219,22757,8306219,22757,2025-03-23,2026-03-27,,apac
tokyo_2025-04-27_calendar.csv.gz,tokyo,2025-04-27,56e1dd67079c8c68ee4bb30dad3c08f612bbe1be1b0027264429bc1e14b11267,21925572,8587005,23517,8587005,23517,2025-04-27,2026-05-04,,apac
