method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,20.049713631956145,20.049713631956145,W1,PIT,1,12,2.8272809258449705,6.631233570657368,12.987471652866981,27.11195561104531,33.46819369325492,37.272146338067316,10.470495625820988,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2022Q1] + (y[2022Q4] - y[2021Q4] = +4.873); sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q1,2024-02-13,0,1133.0,1133.0,W2,full_sample,1,16,-564.6382507058441,-189.67754544985905,436.86535258819123,1829.1346474118088,2455.6775454498593,2830.638250705844,1032.0907726313628,,,,,,,,2024-02-13,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q1] + (y[2023Q4] - y[2022Q4] = +938.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-05-08,0,253.0,253.0,W1,PIT,1,17,-221.83902531248583,-116.96039422591231,58.28719983433609,447.7128001656639,622.9603942259123,727.8390253124859,288.68162949705123,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-05-08,0,253.0,253.0,W2,PIT,1,17,-221.83902531248583,-116.96039422591231,58.28719983433609,447.7128001656639,622.9603942259123,727.8390253124859,288.68162949705123,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-05-08,0,253.0,253.0,W1,full_sample,1,17,-126.08426957509141,-42.355180051910274,97.55245737406212,408.4475426259379,548.3551800519103,632.0842695750913,230.46687155845964,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-05-08,0,253.0,253.0,W2,full_sample,1,17,-126.08426957509141,-42.355180051910274,97.55245737406212,408.4475426259379,548.3551800519103,632.0842695750913,230.46687155845964,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-08-06,0,268.0,268.0,W1,PIT,1,18,-211.7730040416014,-105.80459535180883,71.26396930126927,464.73603069873076,641.8045953518089,747.7730040416014,291.6812755739244,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-08-06,0,268.0,268.0,W2,PIT,1,18,-211.7730040416014,-105.80459535180883,71.26396930126927,464.73603069873076,641.8045953518089,747.7730040416014,291.6812755739244,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-08-06,0,268.0,268.0,W1,full_sample,1,18,-133.55962152618378,-44.86635673482986,103.33619990612114,432.6638000938789,580.8663567348299,669.5596215261837,244.13091532674775,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-08-06,0,268.0,268.0,W2,full_sample,1,18,-133.55962152618378,-44.86635673482986,103.33619990612114,432.6638000938789,580.8663567348299,669.5596215261837,244.13091532674775,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-11-07,0,1167.0,1167.0,W1,PIT,1,19,-831.7354476081904,-390.27081122661787,347.397239805536,1986.6027601944638,2724.2708112266178,3165.73544760819,1215.1448705576272,,,,,,,,2024-11-07,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +25.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-11-07,0,1167.0,1167.0,W2,PIT,1,19,-831.7354476081904,-390.27081122661787,347.397239805536,1986.6027601944638,2724.2708112266178,3165.73544760819,1215.1448705576272,,,,,,,,2024-11-07,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +25.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-11-07,0,1167.0,1167.0,W1,full_sample,1,19,-581.5823817949869,-195.36954593114342,449.9751689941916,1884.0248310058084,2529.369545931144,2915.5823817949868,1063.062605172816,,,,,,,,2024-11-07,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +25.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-11-07,0,1167.0,1167.0,W2,full_sample,1,19,-581.5823817949869,-195.36954593114342,449.9751689941916,1884.0248310058084,2529.369545931144,2915.5823817949868,1063.062605172816,,,,,,,,2024-11-07,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +25.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q1,2025-02-13,0,-728.0,-728.0,W1,PIT,1,20,-2025.6675781521412,-1739.049183397284,-1260.1224127690816,-195.87758723091846,283.049183397284,569.6675781521413,788.9258696879939,,,,,,,,2025-02-13,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -959.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q1,2025-02-13,0,-728.0,-728.0,W2,PIT,1,20,-2025.6675781521412,-1739.049183397284,-1260.1224127690816,-195.87758723091846,283.049183397284,569.6675781521413,788.9258696879939,,,,,,,,2025-02-13,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -959.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q1,2025-02-13,0,-728.0,-728.0,W1,full_sample,1,20,-1818.80374802635,-1577.8757750110306,-1175.2956957774022,-280.7043042225977,121.87577501103036,362.80374802635,663.1615908875834,,,,,,,,2025-02-13,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -959.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q1,2025-02-13,0,-728.0,-728.0,W2,full_sample,1,20,-1818.80374802635,-1577.8757750110306,-1175.2956957774022,-280.7043042225977,121.87577501103036,362.80374802635,663.1615908875834,,,,,,,,2025-02-13,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q1] + (y[2024Q4] - y[2023Q4] = -959.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q2,2025-05-01,0,242.0,242.0,W1,PIT,1,21,-189.36751911101402,-94.09052525019607,65.11315399709103,418.88684600290895,578.090525250196,673.367519111014,262.2528303083716,,,,,,,,2025-05-01,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q2] + (y[2025Q1] - y[2024Q1] = +0.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q2,2025-05-01,0,242.0,242.0,W2,PIT,1,21,-189.36751911101402,-94.09052525019607,65.11315399709103,418.88684600290895,578.090525250196,673.367519111014,262.2528303083716,,,,,,,,2025-05-01,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q2] + (y[2025Q1] - y[2024Q1] = +0.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q2,2025-05-01,0,242.0,242.0,W1,full_sample,1,21,-120.602344810957,-40.513650484435914,93.3110461838855,390.6889538161145,524.513650484436,604.602344810957,220.44657279504835,,,,,,,,2025-05-01,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q2] + (y[2025Q1] - y[2024Q1] = +0.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q2,2025-05-01,0,242.0,242.0,W2,full_sample,1,21,-120.602344810957,-40.513650484435914,93.3110461838855,390.6889538161145,524.513650484436,604.602344810957,220.44657279504835,,,,,,,,2025-05-01,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q2] + (y[2025Q1] - y[2024Q1] = +0.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q3,2025-08-06,0,263.0,263.0,W1,PIT,1,22,-201.01508513666798,-98.52715904291951,72.72567179664411,453.27432820335594,624.5271590429195,727.015085136668,282.1011411189585,,,,,,,,2025-08-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q3] + (y[2025Q2] - y[2024Q2] = -5.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q3,2025-08-06,0,263.0,263.0,W2,PIT,1,22,-201.01508513666798,-98.52715904291951,72.72567179664411,453.27432820335594,624.5271590429195,727.015085136668,282.1011411189585,,,,,,,,2025-08-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q3] + (y[2025Q2] - y[2024Q2] = -5.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q3,2025-08-06,0,263.0,263.0,W1,full_sample,1,22,-131.06783754248633,-44.02929784052333,101.40828572876812,424.59171427123187,570.0292978405234,657.0678375424862,239.57623407065174,,,,,,,,2025-08-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q3] + (y[2025Q2] - y[2024Q2] = -5.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q3,2025-08-06,0,263.0,263.0,W2,full_sample,1,22,-131.06783754248633,-44.02929784052333,101.40828572876812,424.59171427123187,570.0292978405234,657.0678375424862,239.57623407065174,,,,,,,,2025-08-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q3] + (y[2025Q2] - y[2024Q2] = -5.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q4,2025-11-06,0,176.0,176.0,W1,PIT,1,23,-134.44441149434613,-65.87594266519446,48.698962310298775,303.3010376897012,417.8759426651945,486.4444114943461,188.7368008968163,,,,,,,,2025-11-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -7.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q4,2025-11-06,0,176.0,176.0,W2,PIT,1,23,-134.44441149434613,-65.87594266519446,48.698962310298775,303.3010376897012,417.8759426651945,486.4444114943461,188.7368008968163,,,,,,,,2025-11-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -7.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q4,2025-11-06,0,176.0,176.0,W1,full_sample,1,23,-87.71079622615055,-29.464473079589755,67.86257904282581,284.1374209571742,381.46447307958977,439.7107962261505,160.3247802145806,,,,,,,,2025-11-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -7.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q4,2025-11-06,0,176.0,176.0,W2,full_sample,1,23,-87.71079622615055,-29.464473079589755,67.86257904282581,284.1374209571742,381.46447307958977,439.7107962261505,160.3247802145806,,,,,,,,2025-11-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2024Q4] + (y[2025Q3] - y[2024Q3] = -7.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q1,2026-02-12,0,388.0,388.0,W1,PIT,1,24,-309.96352400920887,-155.80294527776692,101.79262249160779,674.2073775083923,931.802945277767,1085.9635240092089,424.33169284661267,,,,,,,,2026-02-12,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +157.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q1,2026-02-12,0,388.0,388.0,W2,PIT,1,24,-309.96352400920887,-155.80294527776692,101.79262249160779,674.2073775083923,931.802945277767,1085.9635240092089,424.33169284661267,,,,,,,,2026-02-12,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +157.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q1,2026-02-12,0,388.0,388.0,W1,full_sample,1,24,-193.3624371349228,-64.9557701981865,149.60614016259328,626.3938598374067,840.9557701981865,969.3624371349227,353.44326547305275,,,,,,,,2026-02-12,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +157.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q1,2026-02-12,0,388.0,388.0,W2,full_sample,1,24,-193.3624371349228,-64.9557701981865,149.60614016259328,626.3938598374067,840.9557701981865,969.3624371349227,353.44326547305275,,,,,,,,2026-02-12,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +157.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q2,2026-05-07,0,235.0,235.0,W1,PIT,1,25,-193.81523224963988,-99.10196701661324,59.15974641075616,410.84025358924384,569.1019670166133,663.8152322496398,260.70115007400057,,,,,,,,2026-05-07,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2025Q2] + (y[2026Q1] - y[2025Q1] = -2.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q2,2026-05-07,0,235.0,235.0,W2,PIT,1,25,-193.81523224963988,-99.10196701661324,59.15974641075616,410.84025358924384,569.1019670166133,663.8152322496398,260.70115007400057,,,,,,,,2026-05-07,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2025Q2] + (y[2026Q1] - y[2025Q1] = -2.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q2,2026-05-07,0,235.0,235.0,W1,full_sample,1,25,-117.11384723378056,-39.341768032406776,90.61196633559129,379.3880336644087,509.34176803240683,587.1138472337805,214.07001903651388,,,,,,,,2026-05-07,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2025Q2] + (y[2026Q1] - y[2025Q1] = -2.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q2,2026-05-07,0,235.0,235.0,W2,full_sample,1,25,-117.11384723378056,-39.341768032406776,90.61196633559129,379.3880336644087,509.34176803240683,587.1138472337805,214.07001903651388,,,,,,,,2026-05-07,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2025Q2] + (y[2026Q1] - y[2025Q1] = -2.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q3,2026-08-06,0,249.0,249.0,LIVE,PIT,1,26,-204.93893223178105,-104.67654588297687,62.8575056233115,435.14249437668855,602.6765458829768,702.9389322317811,275.9752751210449,,,,,,,,2026-08-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2025Q3] + (y[2026Q2] - y[2025Q2] = -12.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q3,2026-08-06,0,249.0,249.0,LIVE,full_sample,1,26,-124.09084238813344,-41.68553293646505,96.01012603217971,401.9898739678203,539.685532936465,622.0908423881334,226.8231265535828,,,,,,,,2026-08-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2025Q3] + (y[2026Q2] - y[2025Q2] = -12.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q3,2026-09-11,0,249.0,249.0,LIVE,PIT,1,26,-204.93893223178105,-104.67654588297687,62.8575056233115,435.14249437668855,602.6765458829768,702.9389322317811,275.9752751210449,,,,,,,,2026-08-06,seasonal_naive_drift|ga_cash_musd|h0|PIT,y[2025Q3] + (y[2026Q2] - y[2025Q2] = -12.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2026Q3,2026-09-11,0,249.0,249.0,LIVE,full_sample,1,26,-124.09084238813344,-41.68553293646505,96.01012603217971,401.9898739678203,539.685532936465,622.0908423881334,226.8231265535828,,,,,,,,2026-08-06,seasonal_naive_drift|ga_cash_musd|h0|full_sample,y[2025Q3] + (y[2026Q2] - y[2025Q2] = -12.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2023Q2,2023-02-14,1,236.067,236.067,W1,PIT,1,12,145.26253488052564,165.3186960016797,198.83166185709422,273.3023381429058,306.8153039983203,326.8714651194744,55.20519493747839,,,,,,,,2023-02-14,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2022Q2] + (y[2022Q4] - y[2021Q4] = +48.231); sigma relative n=4 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2023Q2,2023-02-14,1,236.067,236.067,W1,full_sample,1,12,-166.83928476289773,-77.84857980914724,70.85098630167242,401.2830136983276,549.9825798091473,638.9732847628977,244.9496284417924,,,,,,,,2023-02-14,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2022Q2] + (y[2022Q4] - y[2021Q4] = +48.231); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2023Q3,2023-05-09,1,215.91,215.91,W1,PIT,1,13,137.69282311592556,154.9688050840454,183.83621347386398,247.98378652613602,276.8511949159546,294.12717688407446,47.55266705952435,,,,,,,,2023-05-09,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2022Q3] + (y[2023Q1] - y[2022Q1] = +28.541); sigma relative n=5 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2023Q3,2023-05-09,1,215.91,215.91,W1,full_sample,1,13,-152.59341616217958,-71.20134057955148,64.80124901995659,367.0187509800434,503.0213405795515,584.4134161621795,224.0341694386229,,,,,,,,2023-05-09,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2022Q3] + (y[2023Q1] - y[2022Q1] = +28.541); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2023Q4,2023-08-03,1,233.164,233.164,W1,PIT,1,14,146.27465010614335,165.4660720135423,197.53409655793746,268.7939034420625,300.86192798645766,320.05334989385665,52.8249738883423,,,,,,,,2023-08-03,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2022Q4] + (y[2023Q2] - y[2022Q2] = +29.164); sigma relative n=6 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2023Q4,2023-08-03,1,233.164,233.164,W1,full_sample,1,14,-164.7876026401669,-76.89124808897476,69.97970648181723,396.34829351818274,543.2192480889748,631.1156026401668,241.93739559532708,,,,,,,,2023-08-03,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2022Q4] + (y[2023Q2] - y[2022Q2] = +29.164); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q1,2023-11-01,1,250.631,250.631,W1,PIT,1,15,165.30018903474064,184.14737337822228,215.64019204667633,285.6218079533237,317.11462662177775,335.96181096525936,51.87744949890114,,,,,,,,2023-11-01,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q1] + (y[2023Q3] - y[2022Q3] = +55.631); sigma relative n=7 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q1,2023-11-01,1,250.631,250.631,W1,full_sample,1,15,-177.13232590497537,-82.65139729884474,75.22209181196212,426.0399081880379,583.9133972988448,678.3943259049753,260.0616364252304,,,,,,,,2023-11-01,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q1] + (y[2023Q3] - y[2022Q3] = +55.631); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-02-13,1,1155.0,1155.0,W1,PIT,1,16,-1392.2159430620243,-829.6073389894477,110.48697040258317,2199.513029597417,3139.607338989448,3702.2159430620245,1548.5973349391377,,,,,,,,2024-02-13,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +938.000); sigma relative n=8 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-02-13,1,1155.0,1155.0,W2,PIT,1,16,-1392.2159430620243,-829.6073389894477,110.48697040258317,2199.513029597417,3139.607338989448,3702.2159430620245,1548.5973349391377,,,,,,,,2024-02-13,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +938.000); sigma relative n=8 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-02-13,1,1155.0,1155.0,W1,full_sample,1,16,-816.2910271285139,-380.88809397147867,346.65111675258146,1963.3488832474186,2690.888093971479,3126.2910271285136,1198.4598476291485,,,,,,,,2024-02-13,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +938.000); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q2,2024-02-13,1,1155.0,1155.0,W2,full_sample,1,16,-816.2910271285139,-380.88809397147867,346.65111675258146,1963.3488832474186,2690.888093971479,3126.2910271285136,1198.4598476291485,,,,,,,,2024-02-13,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +938.000); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-05-08,1,279.0,279.0,W1,PIT,1,17,-306.2148016578644,-176.9572553787095,39.02643705578314,518.9735629442168,734.9572553787095,864.2148016578644,355.7853368037896,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=9 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-05-08,1,279.0,279.0,W2,PIT,1,17,-306.2148016578644,-176.9572553787095,39.02643705578314,518.9735629442168,734.9572553787095,864.2148016578644,355.7853368037896,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=9 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-05-08,1,279.0,279.0,W1,full_sample,1,17,-197.18198837130333,-92.00673438791563,83.73650352724695,474.26349647275305,650.0067343879157,755.1819883713033,289.49809306366444,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q3,2024-05-08,1,279.0,279.0,W2,full_sample,1,17,-197.18198837130333,-92.00673438791563,83.73650352724695,474.26349647275305,650.0067343879157,755.1819883713033,289.49809306366444,,,,,,,,2024-05-08,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +36.000); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-08-06,1,1167.0,1167.0,W1,PIT,1,18,-1277.4231295125624,-737.5185766992736,164.63825851533048,2169.3617414846694,3071.518576699274,3611.4231295125624,1486.1037416703095,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-08-06,1,1167.0,1167.0,W2,PIT,1,18,-1277.4231295125624,-737.5185766992736,164.63825851533048,2169.3617414846694,3071.518576699274,3611.4231295125624,1486.1037416703095,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-08-06,1,1167.0,1167.0,W1,full_sample,1,18,-824.771972864914,-384.84537286988365,350.2526867967641,1983.747313203236,2718.8453728698837,3158.7719728649136,1210.9113785136074,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2024Q4,2024-08-06,1,1167.0,1167.0,W2,full_sample,1,18,-824.771972864914,-384.84537286988365,350.2526867967641,1983.747313203236,2718.8453728698837,3158.7719728649136,1210.9113785136074,,,,,,,,2024-08-06,seasonal_naive_drift|ga_cash_musd|h1|full_sample,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +25.000); sigma relative n=17 (full_sample),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q1,2024-11-07,1,256.0,256.0,W1,PIT,1,19,-255.81220881827392,-142.76723784325532,46.12595211104028,465.8740478889597,654.7672378432553,767.8122088182739,311.15972900692265,,,,,,,,2024-11-07,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2024Q1] + (y[2024Q3] - y[2023Q3] = +25.000); sigma relative n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,ga_cash_musd,2025Q1,2024-11-07,1,256.0,256.0,W2,PIT,1,19,-255.81220881827392,-142.76723784325532,46.12595211104028,465.8740478889597,654.7672378432553,767.8122088182739,311.15972900692265,,,,,,,,2024-11-07,seasonal_naive_drift|ga_cash_musd|h1|PIT,y[2024Q1] + (y[2024Q3] - y[2023Q3] = +25.000); sigma relative n=11 (PIT),1.0
