method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,street_plus_bias,adj_ebitda_musd,2023Q1,2023-02-14,0,261.3129772497341,261.3129772497341,W1,PIT,3,12,125.29002836267848,155.3336850866496,205.53531818483344,317.09063631463476,367.2922694128186,397.33592613678974,82.69608107267084,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,b_pct=+0.1543 b_pt=+4.806 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,18.36746341071362,18.36746341071362,W2,full_sample,3,16,-6.461485262402078,-0.9774664489915921,8.186088537133319,28.548838284293918,37.71239327041883,43.196412083829316,15.094928975007344,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,b_pct=+0.1011 b_pt=+2.636 n_pool=8; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-02-13,1,1108.214361873532,1108.214361873532,W1,full_sample,3,16,431.2632083019261,580.7827433745628,830.6233306802545,1385.8053930668095,1635.645980372501,1785.165515445138,411.557078684411,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,b_pct=+0.1464 b_pt=+3.050 n_pool=8; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-02-13,1,1108.214361873532,1108.214361873532,W2,full_sample,3,16,431.2632083019261,580.7827433745628,830.6233306802545,1385.8053930668095,1635.645980372501,1785.165515445138,411.557078684411,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,b_pct=+0.1464 b_pt=+3.050 n_pool=8; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,37.913167583562924,37.913167583562924,W1,full_sample,3,16,21.30712799438947,24.974936676996847,31.103684167700113,44.72265099942574,50.851398490129,54.51920717273637,10.095755219235308,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,b_pct=+0.1464 b_pt=+3.050 n_pool=8; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,37.913167583562924,37.913167583562924,W2,full_sample,3,16,21.30712799438947,24.974936676996847,31.103684167700113,44.72265099942574,50.851398490129,54.51920717273637,10.095755219235308,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,b_pct=+0.1464 b_pt=+3.050 n_pool=8; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q1,2024-02-13,0,363.2306963429743,363.2306963429743,W1,full_sample,3,16,239.65212323368777,266.9471661607191,312.5559861193332,413.9054065666154,459.5142265252295,486.8092694522608,75.13043779969877,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.1376 b_pt=+5.051 n_pool=12; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q1,2024-02-13,0,363.2306963429743,363.2306963429743,W2,full_sample,3,16,239.65212323368777,266.9471661607191,312.5559861193332,413.9054065666154,459.5142265252295,486.8092694522608,75.13043779969877,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.1376 b_pt=+5.051 n_pool=12; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,20.78193299704646,20.78193299704646,W1,full_sample,3,16,-3.352856319815128,1.9778421488912592,10.885205561465774,30.678660432627147,39.586023845201666,44.91672231390805,14.672910051937183,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.1376 b_pt=+5.051 n_pool=12; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,20.78193299704646,20.78193299704646,W2,full_sample,3,16,-3.352856319815128,1.9778421488912592,10.885205561465774,30.678660432627147,39.586023845201666,44.91672231390805,14.672910051937183,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.1376 b_pt=+5.051 n_pool=12; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-02-13,1,1165.8210078892328,1165.8210078892328,W1,full_sample,3,16,479.7000172880057,631.2449123325207,884.4697873477328,1447.172228430733,1700.3971034459448,1851.9419984904598,417.13194375408676,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.2060 b_pt=+4.722 n_pool=11; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-02-13,1,1165.8210078892328,1165.8210078892328,W2,full_sample,3,16,479.7000172880057,631.2449123325207,884.4697873477328,1447.172228430733,1700.3971034459448,1851.9419984904598,417.13194375408676,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.2060 b_pt=+4.722 n_pool=11; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,39.585320299876905,39.585320299876905,W1,full_sample,3,16,22.891994286808448,26.5790820938402,32.74004415614835,46.43059644360546,52.59155850591361,56.27864631294536,10.148821596975424,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.2060 b_pt=+4.722 n_pool=11; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,39.585320299876905,39.585320299876905,W2,full_sample,3,16,22.891994286808448,26.5790820938402,32.74004415614835,46.43059644360546,52.59155850591361,56.27864631294536,10.148821596975424,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_from21,b_pct=+0.2060 b_pt=+4.722 n_pool=11; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1039.4094568988685,1039.4094568988685,W1,full_sample,3,17,636.4295070290535,725.4364825401098,874.1632360387919,1204.655677758945,1353.3824312576273,1442.3894067686833,244.9944136468162,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1039.4094568988685,1039.4094568988685,W2,full_sample,3,17,636.4295070290535,725.4364825401098,874.1632360387919,1204.655677758945,1353.3824312576273,1442.3894067686833,244.9944136468162,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.19155097391498,36.19155097391498,W1,full_sample,3,17,11.155250434088696,16.68506746284077,25.92514925874299,46.457952689086966,55.698034484989186,61.22785151374126,15.220989958983703,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.19155097391498,36.19155097391498,W2,full_sample,3,17,11.155250434088696,16.68506746284077,25.92514925874299,46.457952689086966,55.698034484989186,61.22785151374126,15.220989958983703,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2373.5932596886782,2373.5932596886782,W1,full_sample,3,17,885.3677575489786,1214.0750564274224,1763.3305404252949,2983.855978952062,3533.1114629499343,3861.818761828378,904.7768614511535,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2373.5932596886782,2373.5932596886782,W2,full_sample,3,17,885.3677575489786,1214.0750564274224,1763.3305404252949,2983.855978952062,3533.1114629499343,3861.818761828378,904.7768614511535,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,56.23623447633939,56.23623447633939,W1,full_sample,3,17,39.287827544142374,43.03125557636287,49.28635968468028,63.1861092679985,69.44121337631591,73.18464140853641,10.303899784449964,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,56.23623447633939,56.23623447633939,W2,full_sample,3,17,39.287827544142374,43.03125557636287,49.28635968468028,63.1861092679985,69.44121337631591,73.18464140853641,10.303899784449964,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1063.1584235615733,1063.1584235615733,W1,full_sample,3,17,633.7789804524763,728.6168640496846,887.086809299612,1239.2300378235345,1397.699983073462,1492.5378666706702,261.04416592064626,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1063.1584235615733,1063.1584235615733,W2,full_sample,3,17,633.7789804524763,728.6168640496846,887.086809299612,1239.2300378235345,1397.699983073462,1492.5378666706702,261.04416592064626,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,37.502447251970516,37.502447251970516,W1,full_sample,3,17,11.746988431676016,17.43564736677824,26.941147023644227,48.063747480296804,57.56924713716279,63.257906072265015,15.658207148820274,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,37.502447251970516,37.502447251970516,W2,full_sample,3,17,11.746988431676016,17.43564736677824,26.941147023644227,48.063747480296804,57.56924713716279,63.257906072265015,15.658207148820274,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2477.308033168901,2477.308033168901,W1,full_sample,3,17,856.1859868970475,1214.2464073213548,1812.5496704118468,3142.0663959259555,3740.3696590164477,4098.4300794407545,985.5722233937605,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2477.308033168901,2477.308033168901,W2,full_sample,3,17,856.1859868970475,1214.2464073213548,1812.5496704118468,3142.0663959259555,3740.3696590164477,4098.4300794407545,985.5722233937605,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.80394072548349,57.80394072548349,W1,full_sample,3,17,39.88114631612913,43.839789230245465,50.45450796994639,65.1533734810206,71.76809222072151,75.72673513483785,10.896285308117045,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.80394072548349,57.80394072548349,W2,full_sample,3,17,39.88114631612913,43.839789230245465,50.45450796994639,65.1533734810206,71.76809222072151,75.72673513483785,10.896285308117045,,,,,,LSEG,2024-05-07,2024-05-08,ew,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,997.8845919836068,997.8845919836068,W1,full_sample,3,17,631.9212295706221,712.7522784770485,847.8174170992762,1147.9517668679375,1283.016905490165,1363.8479543965916,222.48992640837676,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,997.8845919836068,997.8845919836068,W2,full_sample,3,17,631.9212295706221,712.7522784770485,847.8174170992762,1147.9517668679375,1283.016905490165,1363.8479543965916,222.48992640837676,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.19155097391498,36.19155097391498,W1,full_sample,3,17,11.155250434088696,16.68506746284077,25.92514925874299,46.457952689086966,55.698034484989186,61.22785151374126,15.220989958983703,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.19155097391498,36.19155097391498,W2,full_sample,3,17,11.155250434088696,16.68506746284077,25.92514925874299,46.457952689086966,55.698034484989186,61.22785151374126,15.220989958983703,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1325 b_pt=+2.735 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2113.448341397462,2113.448341397462,W1,full_sample,3,17,794.3289493691252,1085.6854485208962,1572.5293838504574,2654.367298944467,3141.211234274028,3432.567733425799,801.9676464909269,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2113.448341397462,2113.448341397462,W2,full_sample,3,17,794.3289493691252,1085.6854485208962,1572.5293838504574,2654.367298944467,3141.211234274028,3432.567733425799,801.9676464909269,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,56.23623447633939,56.23623447633939,W1,full_sample,3,17,39.287827544142374,43.03125557636287,49.28635968468028,63.1861092679985,69.44121337631591,73.18464140853641,10.303899784449964,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,56.23623447633939,56.23623447633939,W2,full_sample,3,17,39.287827544142374,43.03125557636287,49.28635968468028,63.1861092679985,69.44121337631591,73.18464140853641,10.303899784449964,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_usd,b_pct=+0.1772 b_pt=+3.347 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1023.1110836363636,1023.1110836363636,W1,full_sample,3,17,628.9268038601236,715.9910623876796,861.4716209868749,1184.7505462858521,1330.2311048850477,1417.2953634126034,239.64702592218532,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1023.1110836363636,1023.1110836363636,W2,full_sample,3,17,628.9268038601236,715.9910623876796,861.4716209868749,1184.7505462858521,1330.2311048850477,1417.2953634126034,239.64702592218532,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,37.502447251970516,37.502447251970516,W1,full_sample,3,17,11.746988431676016,17.43564736677824,26.941147023644227,48.063747480296804,57.56924713716279,63.257906072265015,15.658207148820274,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,37.502447251970516,37.502447251970516,W2,full_sample,3,17,11.746988431676016,17.43564736677824,26.941147023644227,48.063747480296804,57.56924713716279,63.257906072265015,15.658207148820274,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.1584 b_pt=+4.046 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2146.5615381818184,2146.5615381818184,W1,full_sample,3,17,758.9256242296323,1065.4155025754524,1577.5466510034503,2715.5764253601865,3227.707573788184,3534.1974521340044,843.6227340933634,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2146.5615381818184,2146.5615381818184,W2,full_sample,3,17,758.9256242296323,1065.4155025754524,1577.5466510034503,2715.5764253601865,3227.707573788184,3534.1974521340044,843.6227340933634,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.80394072548349,57.80394072548349,W1,full_sample,3,17,39.88114631612913,43.839789230245465,50.45450796994639,65.1533734810206,71.76809222072151,75.72673513483785,10.896285308117045,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.80394072548349,57.80394072548349,W2,full_sample,3,17,39.88114631612913,43.839789230245465,50.45450796994639,65.1533734810206,71.76809222072151,75.72673513483785,10.896285308117045,,,,,,LSEG,2024-05-07,2024-05-08,ew_usd,b_pct=+0.2286 b_pt=+4.915 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1019.1412477995648,1019.1412477995648,W1,full_sample,3,17,628.8782531952735,715.0764097408716,859.1097499031326,1179.1727456959968,1323.206085858258,1409.4042424038562,237.26305381202482,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1104 b_pt=+2.676 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1019.1412477995648,1019.1412477995648,W2,full_sample,3,17,628.8782531952735,715.0764097408716,859.1097499031326,1179.1727456959968,1323.206085858258,1409.4042424038562,237.26305381202482,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1104 b_pt=+2.676 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.13312938936211,36.13312938936211,W1,full_sample,3,17,11.304180716246414,16.7881995296569,25.95175451578181,46.31450426294241,55.47805924906732,60.96207806247781,15.094928975007344,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1104 b_pt=+2.676 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.13312938936211,36.13312938936211,W2,full_sample,3,17,11.304180716246414,16.7881995296569,25.95175451578181,46.31450426294241,55.47805924906732,60.96207806247781,15.094928975007344,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1104 b_pt=+2.676 n_pool=9; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2328.3067547233263,2328.3067547233263,W1,full_sample,3,17,906.0639128114959,1220.1974915210985,1745.1009281129702,2911.512581333682,3436.416017925554,3750.549596635157,864.6622523779075,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1547 b_pt=+3.096 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2328.3067547233263,2328.3067547233263,W2,full_sample,3,17,906.0639128114959,1220.1974915210985,1745.1009281129702,2911.512581333682,3436.416017925554,3750.549596635157,864.6622523779075,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1547 b_pt=+3.096 n_pool=9; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,55.98509271076924,55.98509271076924,W1,full_sample,3,17,39.37905312159579,43.04686180420316,49.17560929490642,62.79457612663205,68.92332361733531,72.59113229994269,10.095755219235308,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1547 b_pt=+3.096 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,55.98509271076924,55.98509271076924,W2,full_sample,3,17,39.37905312159579,43.04686180420316,49.17560929490642,62.79457612663205,68.92332361733531,72.59113229994269,10.095755219235308,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_med,b_pct=+0.1547 b_pt=+3.096 n_pool=9; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1062.9776518452263,1062.9776518452263,W1,full_sample,3,17,701.3307349281125,781.2084020132601,914.6804814139003,1211.2748222765524,1344.7469016771927,1424.62456876234,219.86571387958728,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.1582 b_pt=+4.710 n_pool=13; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q2,2024-05-08,0,1062.9776518452263,1062.9776518452263,W2,full_sample,3,17,701.3307349281125,781.2084020132601,914.6804814139003,1211.2748222765524,1344.7469016771927,1424.62456876234,219.86571387958728,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.1582 b_pt=+4.710 n_pool=13; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.16716796075499,38.16716796075499,W1,full_sample,3,17,14.032378643893399,19.363077112599786,28.2704405251743,48.063895396335674,56.97125880891019,62.30195727761658,14.672910051937183,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.1582 b_pt=+4.710 n_pool=13; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.16716796075499,38.16716796075499,W2,full_sample,3,17,14.032378643893399,19.363077112599786,28.2704405251743,48.063895396335674,56.97125880891019,62.30195727761658,14.672910051937183,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.1582 b_pt=+4.710 n_pool=13; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2452.093605563856,2452.093605563856,W1,full_sample,3,17,1008.9622137711125,1327.709487649203,1860.3222065765533,3043.8650045511586,3576.4777234785083,3895.224997356599,877.3615889867383,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.2161 b_pt=+4.503 n_pool=12; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-05-08,1,2452.093605563856,2452.093605563856,W2,full_sample,3,17,1008.9622137711125,1327.709487649203,1860.3222065765533,3043.8650045511586,3576.4777234785083,3895.224997356599,877.3615889867383,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.2161 b_pt=+4.503 n_pool=12; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.39180484557686,57.39180484557686,W1,full_sample,3,17,40.6984788325084,44.38556663954015,50.5465287018483,64.23708098930541,70.39804305161357,74.08513085864531,10.148821596975424,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.2161 b_pt=+4.503 n_pool=12; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.39180484557686,57.39180484557686,W2,full_sample,3,17,40.6984788325084,44.38556663954015,50.5465287018483,64.23708098930541,70.39804305161357,74.08513085864531,10.148821596975424,,,,,,LSEG,2024-05-07,2024-05-08,rw_hl4_from21,b_pct=+0.2161 b_pt=+4.503 n_pool=12; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-08-06,0,2221.112046617131,2221.112046617131,W1,full_sample,3,18,1359.9849756055955,1550.1838084413043,1867.9977186935375,2574.2263745407245,2892.0402847929577,3082.2391176286665,523.5280859656342,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4,b_pct=+0.1037 b_pt=+2.103 n_pool=10; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-08-06,0,2221.112046617131,2221.112046617131,W2,full_sample,3,18,1359.9849756055955,1550.1838084413043,1867.9977186935375,2574.2263745407245,2892.0402847929577,3082.2391176286665,523.5280859656342,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4,b_pct=+0.1037 b_pt=+2.103 n_pool=10; sigma relative n=19 (full_sample); street_src=street_pit,1.0
