method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,da,da_musd,2023Q1,2023-02-14,0,18.952397655858398,18.952397655858398,W1,PIT,2,12,-2.150394641909119,2.5106206713070667,10.298972893837952,27.605822417878844,35.39417464040973,40.05518995362591,12.829586749842823,,,,,,,,2023-02-14,mean4|rw,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-02-13,1,22.0,22.0,W1,PIT,1,20,2.5364526216338072,6.8354046797304475,14.018765077902504,29.981234922097496,37.16459532026955,41.46354737836619,11.83299660191613,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-02-13,1,22.0,22.0,W2,PIT,1,20,2.5364526216338072,6.8354046797304475,14.018765077902504,29.981234922097496,37.16459532026955,41.46354737836619,11.83299660191613,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-02-13,1,21.0,21.0,W1,full_sample,2,20,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2025-02-13,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-02-13,1,21.0,21.0,W2,full_sample,2,20,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2025-02-13,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-02-13,1,22.0,22.0,W1,full_sample,1,20,5.407141411226128,9.072038780304986,15.195921593750917,28.804078406249083,34.927961219695014,38.59285858877387,10.087741739990951,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-02-13,1,22.0,22.0,W2,full_sample,1,20,5.407141411226128,9.072038780304986,15.195921593750917,28.804078406249083,34.927961219695014,38.59285858877387,10.087741739990951,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,16.8132366240749,16.8132366240749,W1,PIT,2,20,-12.470151630740167,-6.002271970426805,4.805271352726285,28.821201895423513,39.62874521857661,46.09662487888997,17.80303595103968,,,,,,,,2025-02-13,mean4|rw,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,16.8132366240749,16.8132366240749,W2,PIT,2,20,-12.470151630740167,-6.002271970426805,4.805271352726285,28.821201895423513,39.62874521857661,46.09662487888997,17.80303595103968,,,,,,,,2025-02-13,mean4|rw,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W1,PIT,1,20,-5.413384456935283,0.641463780109409,10.758849704665584,33.241150295334414,43.35853621989059,49.413384456935276,16.666154366417707,,,,,,,,2025-02-13,last_value|rw,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W2,PIT,1,20,-5.413384456935283,0.641463780109409,10.758849704665584,33.241150295334414,43.35853621989059,49.413384456935276,16.666154366417707,,,,,,,,2025-02-13,last_value|rw,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,20.633970599907517,20.633970599907517,W1,full_sample,2,20,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2025-02-13,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,20.633970599907517,20.633970599907517,W2,full_sample,2,20,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2025-02-13,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W1,full_sample,1,20,-0.6906650999718291,4.32106680762115,12.695451081912909,31.304548918087093,39.67893319237885,44.69066509997183,13.79494486814982,,,,,,,,2025-02-13,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W2,full_sample,1,20,-0.6906650999718291,4.32106680762115,12.695451081912909,31.304548918087093,39.67893319237885,44.69066509997183,13.79494486814982,,,,,,,,2025-02-13,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,16.25,16.25,W1,PIT,2,20,-13.557448838485582,-6.973818884510859,4.027138104188418,28.47286189581158,39.473818884510855,46.057448838485584,18.12164216321784,,,,,,,,2025-02-13,mean4|eq,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,16.25,16.25,W2,PIT,2,20,-13.557448838485582,-6.973818884510859,4.027138104188418,28.47286189581158,39.473818884510855,46.057448838485584,18.12164216321784,,,,,,,,2025-02-13,mean4|eq,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W1,PIT,1,20,-5.413384456935283,0.641463780109409,10.758849704665584,33.241150295334414,43.35853621989059,49.413384456935276,16.666154366417707,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W2,PIT,1,20,-5.413384456935283,0.641463780109409,10.758849704665584,33.241150295334414,43.35853621989059,49.413384456935276,16.666154366417707,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,21.0,21.0,W1,full_sample,2,20,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2025-02-13,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,21.0,21.0,W2,full_sample,2,20,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2025-02-13,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W1,full_sample,1,20,-0.6906650999718291,4.32106680762115,12.695451081912909,31.304548918087093,39.67893319237885,44.69066509997183,13.79494486814982,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-02-13,2,22.0,22.0,W2,full_sample,1,20,-0.6906650999718291,4.32106680762115,12.695451081912909,31.304548918087093,39.67893319237885,44.69066509997183,13.79494486814982,,,,,,,,2025-02-13,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,19.865919456863324,19.865919456863324,W1,PIT,2,21,1.5748770326763837,5.614855611380465,12.365482680381836,27.366356233344813,34.11698330234618,38.156961881050265,11.120164204572458,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,19.865919456863324,19.865919456863324,W2,PIT,2,21,1.5748770326763837,5.614855611380465,12.365482680381836,27.366356233344813,34.11698330234618,38.156961881050265,11.120164204572458,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W1,PIT,1,21,10.452343972884554,13.665513422548342,19.034578689014797,30.965421310985203,36.334486577451656,39.547656027115444,8.84434686998726,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W2,PIT,1,21,10.452343972884554,13.665513422548342,19.034578689014797,30.965421310985203,36.334486577451656,39.547656027115444,8.84434686998726,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,20.633970599907517,20.633970599907517,W1,full_sample,2,21,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,20.633970599907517,20.633970599907517,W2,full_sample,2,21,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W1,full_sample,1,21,12.883253860455007,15.559503453678131,20.03139918170229,29.96860081829771,34.44049654632187,37.11674613954499,7.3664585960769315,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W2,full_sample,1,21,12.883253860455007,15.559503453678131,20.03139918170229,29.96860081829771,34.44049654632187,37.11674613954499,7.3664585960769315,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,19.0,19.0,W1,PIT,2,21,0.051616078092422635,4.236782968544826,11.230013340582826,26.769986659417174,33.76321703145517,37.94838392190758,11.519799459010834,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,19.0,19.0,W2,PIT,2,21,0.051616078092422635,4.236782968544826,11.230013340582826,26.769986659417174,33.76321703145517,37.94838392190758,11.519799459010834,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W1,PIT,1,21,10.452343972884554,13.665513422548342,19.034578689014797,30.965421310985203,36.334486577451656,39.547656027115444,8.84434686998726,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W2,PIT,1,21,10.452343972884554,13.665513422548342,19.034578689014797,30.965421310985203,36.334486577451656,39.547656027115444,8.84434686998726,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,21.0,21.0,W1,full_sample,2,21,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,21.0,21.0,W2,full_sample,2,21,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W1,full_sample,1,21,12.883253860455007,15.559503453678131,20.03139918170229,29.96860081829771,34.44049654632187,37.11674613954499,7.3664585960769315,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q2,2025-05-01,0,25.0,25.0,W2,full_sample,1,21,12.883253860455007,15.559503453678131,20.03139918170229,29.96860081829771,34.44049654632187,37.11674613954499,7.3664585960769315,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,19.865919456863324,19.865919456863324,W1,PIT,2,21,-5.959175270661938,-0.25513571552742426,9.276064283037233,30.455774630689415,39.98697462925407,45.691014184388585,15.700542774367591,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,19.865919456863324,19.865919456863324,W2,PIT,2,21,-5.959175270661938,-0.25513571552742426,9.276064283037233,30.455774630689415,39.98697462925407,45.691014184388585,15.700542774367591,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W1,PIT,1,21,2.471162125007245,7.447150934574159,15.761810059248393,34.23818994075161,42.55284906542584,47.52883787499276,13.696560901134468,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W2,PIT,1,21,2.471162125007245,7.447150934574159,15.761810059248393,34.23818994075161,42.55284906542584,47.52883787499276,13.696560901134468,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,20.633970599907517,20.633970599907517,W1,full_sample,2,21,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,20.633970599907517,20.633970599907517,W2,full_sample,2,21,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W1,full_sample,1,21,6.144478876393328,10.309134977619303,17.268092720171495,32.731907279828505,39.69086502238069,43.85552112360667,11.463342886353352,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W2,full_sample,1,21,6.144478876393328,10.309134977619303,17.268092720171495,32.731907279828505,39.69086502238069,43.85552112360667,11.463342886353352,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,19.0,19.0,W1,PIT,2,21,-7.376709016648668,-1.550833326640902,8.18394951129656,29.81605048870344,39.550833326640905,45.37670901664867,16.035900450020318,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,19.0,19.0,W2,PIT,2,21,-7.376709016648668,-1.550833326640902,8.18394951129656,29.81605048870344,39.550833326640905,45.37670901664867,16.035900450020318,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W1,PIT,1,21,2.471162125007245,7.447150934574159,15.761810059248393,34.23818994075161,42.55284906542584,47.52883787499276,13.696560901134468,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W2,PIT,1,21,2.471162125007245,7.447150934574159,15.761810059248393,34.23818994075161,42.55284906542584,47.52883787499276,13.696560901134468,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,21.0,21.0,W1,full_sample,2,21,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,21.0,21.0,W2,full_sample,2,21,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W1,full_sample,1,21,6.144478876393328,10.309134977619303,17.268092720171495,32.731907279828505,39.69086502238069,43.85552112360667,11.463342886353352,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-05-01,1,25.0,25.0,W2,full_sample,1,21,6.144478876393328,10.309134977619303,17.268092720171495,32.731907279828505,39.69086502238069,43.85552112360667,11.463342886353352,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,19.865919456863324,19.865919456863324,W1,PIT,2,21,-13.553373861520598,-6.171988700926014,6.161982259835532,33.569856653891115,45.90382761465266,53.285212775247246,20.317487690574843,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,19.865919456863324,19.865919456863324,W2,PIT,2,21,-13.553373861520598,-6.171988700926014,6.161982259835532,33.569856653891115,45.90382761465266,53.285212775247246,20.317487690574843,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W1,PIT,1,21,-5.279250914074874,1.408586893917421,12.583670637605387,37.41632936239461,48.591413106082584,55.27925091407487,18.4084774583825,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W2,PIT,1,21,-5.279250914074874,1.408586893917421,12.583670637605387,37.41632936239461,48.591413106082584,55.27925091407487,18.4084774583825,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,20.633970599907517,20.633970599907517,W1,full_sample,2,21,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,20.633970599907517,20.633970599907517,W2,full_sample,2,21,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2025-05-01,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W1,full_sample,1,21,-0.7848467045134422,4.910303190478579,14.426648956719216,35.57335104328079,45.08969680952142,50.78484670451344,15.676073713806613,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W2,full_sample,1,21,-0.7848467045134422,4.910303190478579,14.426648956719216,35.57335104328079,45.08969680952142,50.78484670451344,15.676073713806613,,,,,,,,2025-05-01,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,19.0,19.0,W1,PIT,2,21,-14.64786901501937,-7.2159978899508035,5.202332903850257,32.797667096149745,45.215997889950806,52.64786901501937,20.456451846953357,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,19.0,19.0,W2,PIT,2,21,-14.64786901501937,-7.2159978899508035,5.202332903850257,32.797667096149745,45.215997889950806,52.64786901501937,20.456451846953357,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W1,PIT,1,21,-5.279250914074874,1.408586893917421,12.583670637605387,37.41632936239461,48.591413106082584,55.27925091407487,18.4084774583825,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W2,PIT,1,21,-5.279250914074874,1.408586893917421,12.583670637605387,37.41632936239461,48.591413106082584,55.27925091407487,18.4084774583825,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,21.0,21.0,W1,full_sample,2,21,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,21.0,21.0,W2,full_sample,2,21,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2025-05-01,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W1,full_sample,1,21,-0.7848467045134422,4.910303190478579,14.426648956719216,35.57335104328079,45.08969680952142,50.78484670451344,15.676073713806613,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-05-01,2,25.0,25.0,W2,full_sample,1,21,-0.7848467045134422,4.910303190478579,14.426648956719216,35.57335104328079,45.08969680952142,50.78484670451344,15.676073713806613,,,,,,,,2025-05-01,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.160080829891385,21.160080829891385,W1,PIT,2,22,1.7955390611934336,6.072623555213882,13.219444212615034,29.100717447167735,36.24753810456888,40.52462259858933,11.772805465120733,,,,,,,,2025-08-06,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.160080829891385,21.160080829891385,W2,PIT,2,22,1.7955390611934336,6.072623555213882,13.219444212615034,29.100717447167735,36.24753810456888,40.52462259858933,11.772805465120733,,,,,,,,2025-08-06,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W1,PIT,1,22,8.686885232662268,11.406507151607137,15.950876134218882,26.04912386578112,30.593492848392863,33.31311476733774,7.485842244916668,,,,,,,,2025-08-06,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W2,PIT,1,22,8.686885232662268,11.406507151607137,15.950876134218882,26.04912386578112,30.593492848392863,33.31311476733774,7.485842244916668,,,,,,,,2025-08-06,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,20.633970599907517,20.633970599907517,W1,full_sample,2,22,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2025-08-06,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,20.633970599907517,20.633970599907517,W2,full_sample,2,22,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2025-08-06,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W1,full_sample,1,22,10.821933242782206,13.06998290108963,16.826375312629924,25.173624687370076,28.93001709891037,31.178066757217795,6.187825220704623,,,,,,,,2025-08-06,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W2,full_sample,1,22,10.821933242782206,13.06998290108963,16.826375312629924,25.173624687370076,28.93001709891037,31.178066757217795,6.187825220704623,,,,,,,,2025-08-06,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,20.75,20.75,W1,PIT,2,22,0.17094912019242417,4.716284634506591,12.311340985143246,29.188659014856754,36.78371536549341,41.329050879807575,12.511174576638918,,,,,,,,2025-08-06,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,20.75,20.75,W2,PIT,2,22,0.17094912019242417,4.716284634506591,12.311340985143246,29.188659014856754,36.78371536549341,41.329050879807575,12.511174576638918,,,,,,,,2025-08-06,mean4|eq,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W1,PIT,1,22,8.686885232662268,11.406507151607137,15.950876134218882,26.04912386578112,30.593492848392863,33.31311476733774,7.485842244916668,,,,,,,,2025-08-06,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W2,PIT,1,22,8.686885232662268,11.406507151607137,15.950876134218882,26.04912386578112,30.593492848392863,33.31311476733774,7.485842244916668,,,,,,,,2025-08-06,last_value|eq,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W1,full_sample,2,22,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2025-08-06,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W2,full_sample,2,22,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2025-08-06,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W1,full_sample,1,22,10.821933242782206,13.06998290108963,16.826375312629924,25.173624687370076,28.93001709891037,31.178066757217795,6.187825220704623,,,,,,,,2025-08-06,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q3,2025-08-06,0,21.0,21.0,W2,full_sample,1,22,10.821933242782206,13.06998290108963,16.826375312629924,25.173624687370076,28.93001709891037,31.178066757217795,6.187825220704623,,,,,,,,2025-08-06,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2025Q4,2025-08-06,1,21.160080829891385,21.160080829891385,W1,PIT,2,22,-6.246813428879528,-0.19339869469090676,9.921591909445821,32.39856975033695,42.51356035447367,48.566975088662296,16.662208606103217,,,,,,,,2025-08-06,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
