method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,25.127168270556336,25.127168270556336,W1,PIT,3,12,9.998070526594223,13.339664153860882,18.923320590243463,31.331015950869208,36.91467238725179,40.256266014518445,9.1978383341027,,,,,,,,2023-02-14,k4_rw,margin[2022Q1]=15.18 + delta +9.95; rev=1845; sigma additive n=5 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-05-01,2,31.99064497506361,31.99064497506361,W2,full_sample,3,21,7.609112843335009,12.994309883713491,21.992738020019676,41.98855193010755,50.98698006641373,56.37217710679221,14.822919031960724,,,,,,,,2025-05-01,k2_ew,margin[2024Q4]=30.85 + delta +1.14; rev=2631; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-05-01,2,841.5182472021215,841.5182472021215,W1,full_sample,3,21,413.02935094169163,507.6705377018082,665.8118111612818,1017.2246832429613,1175.365956702435,1270.0071434625515,260.50275187986165,,,,,,,,2025-05-01,k2_ew,margin[2024Q4]=30.85 + delta +1.14; rev=2631; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-05-01,2,841.5182472021215,841.5182472021215,W2,full_sample,3,21,413.02935094169163,507.6705377018082,665.8118111612818,1017.2246832429613,1175.365956702435,1270.0071434625515,260.50275187986165,,,,,,,,2025-05-01,k2_ew,margin[2024Q4]=30.85 + delta +1.14; rev=2631; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.76601905162555,31.76601905162555,W1,PIT,4,21,25.06986908398471,26.548860920627476,29.020191432106415,34.51184667114468,36.98317718262362,38.46216901926638,4.07097012033302,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.77; rev=3082; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,31.76601905162555,31.76601905162555,W2,PIT,4,21,25.06986908398471,26.548860920627476,29.020191432106415,34.51184667114468,36.98317718262362,38.46216901926638,4.07097012033302,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.77; rev=3082; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q2,2025-05-01,0,978.9737191035108,978.9737191035108,W1,PIT,4,21,722.5440464534935,779.1821734899422,873.8220004249735,1084.1254377820483,1178.7652647170794,1235.403391753528,155.89817139247648,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.77; rev=3082; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q2,2025-05-01,0,978.9737191035108,978.9737191035108,W2,PIT,4,21,722.5440464534935,779.1821734899422,873.8220004249735,1084.1254377820483,1178.7652647170794,1235.403391753528,155.89817139247648,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.77; rev=3082; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-05-01,1,51.69843409068347,51.69843409068347,W1,PIT,4,21,40.87574611739617,43.26617453378111,47.2604756073612,56.13639257400574,60.13069364758583,62.52112206397077,6.579727093009354,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.77; rev=3958; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-05-01,1,51.69843409068347,51.69843409068347,W2,PIT,4,21,40.87574611739617,43.26617453378111,47.2604756073612,56.13639257400574,60.13069364758583,62.52112206397077,6.579727093009354,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.77; rev=3958; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-05-01,1,2046.4817894120006,2046.4817894120006,W1,PIT,4,21,1287.8160847814547,1455.38407374702,1735.3828361592512,2357.58074266475,2637.579505076981,2805.147494042547,461.2359982672966,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.77; rev=3958; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-05-01,1,2046.4817894120006,2046.4817894120006,W2,PIT,4,21,1287.8160847814547,1455.38407374702,1735.3828361592512,2357.58074266475,2637.579505076981,2805.147494042547,461.2359982672966,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.77; rev=3958; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-05-01,2,30.08004215347088,30.08004215347088,W1,PIT,4,21,16.82965931189551,19.756297477077734,24.646581530363235,35.51350277657853,40.40378682986403,43.33042499504625,8.055660773982225,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.77; rev=2631; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-05-01,2,30.08004215347088,30.08004215347088,W2,PIT,4,21,16.82965931189551,19.756297477077734,24.646581530363235,35.51350277657853,40.40378682986403,43.33042499504625,8.055660773982225,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.77; rev=2631; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-05-01,2,791.2595813084076,791.2595813084076,W1,PIT,4,21,448.8104326461155,524.447850831843,650.8346602385739,931.6845023782414,1058.0713117849723,1133.7087299706998,208.1942995116096,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.77; rev=2631; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-05-01,2,791.2595813084076,791.2595813084076,W2,PIT,4,21,448.8104326461155,524.447850831843,650.8346602385739,931.6845023782414,1058.0713117849723,1133.7087299706998,208.1942995116096,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.77; rev=2631; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.35840756797698,32.35840756797698,W1,full_sample,4,21,26.506922404593418,27.799351461693764,29.958943748547963,34.757871387406006,36.9174636742602,38.20989273136055,3.557450381909392,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.17; rev=3096; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q2,2025-05-01,0,32.35840756797698,32.35840756797698,W2,full_sample,4,21,26.506922404593418,27.799351461693764,29.958943748547963,34.757871387406006,36.9174636742602,38.20989273136055,3.557450381909392,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.17; rev=3096; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q2,2025-05-01,0,1001.8162983045676,1001.8162983045676,W1,full_sample,4,21,775.2106053020875,825.2614511921958,908.8942201561744,1094.738376452961,1178.3711454169393,1228.4219913070476,137.7664792109587,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.17; rev=3096; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q2,2025-05-01,0,1001.8162983045676,1001.8162983045676,W2,full_sample,4,21,775.2106053020875,825.2614511921958,908.8942201561744,1094.738376452961,1178.3711454169393,1228.4219913070476,137.7664792109587,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q2]=32.53 + delta -0.17; rev=3096; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-05-01,1,52.290822607034904,52.290822607034904,W1,full_sample,4,21,42.78148385023817,44.881830237511224,48.39141695931828,56.19022825475153,59.699814976558585,61.80016136383164,5.781267464157946,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.17; rev=3958; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-05-01,1,52.290822607034904,52.290822607034904,W2,full_sample,4,21,42.78148385023817,44.881830237511224,48.39141695931828,56.19022825475153,59.699814976558585,61.80016136383164,5.781267464157946,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.17; rev=3958; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-05-01,1,2069.931480535014,2069.931480535014,W1,full_sample,4,21,1347.3274263162064,1506.9304075037846,1773.619991150981,2366.242969919047,2632.9325535662438,2792.535534753822,439.31207152946666,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.17; rev=3958; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-05-01,1,2069.931480535014,2069.931480535014,W2,full_sample,4,21,1347.3274263162064,1506.9304075037846,1773.619991150981,2366.242969919047,2632.9325535662438,2792.535534753822,439.31207152946666,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q3]=52.47 + delta -0.17; rev=3958; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-05-01,2,30.67243066982232,30.67243066982232,W1,full_sample,4,21,18.66645892256128,21.31824155750408,25.749254071014708,35.595607268629934,40.02661978214056,42.67840241708336,7.299112547487029,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.17; rev=2631; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-05-01,2,30.67243066982232,30.67243066982232,W2,full_sample,4,21,18.66645892256128,21.31824155750408,25.749254071014708,35.595607268629934,40.02661978214056,42.67840241708336,7.299112547487029,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.17; rev=2631; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-05-01,2,806.8424414330256,806.8424414330256,W1,full_sample,4,21,476.50757634451287,549.4692888487697,671.3851113801668,942.2997714858843,1064.2155940172813,1137.1773065215382,200.82933804921385,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.17; rev=2631; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-05-01,2,806.8424414330256,806.8424414330256,W2,full_sample,4,21,476.50757634451287,549.4692888487697,671.3851113801668,942.2997714858843,1064.2155940172813,1137.1773065215382,200.82933804921385,,,,,,,,2025-05-01,k4_rw_shrink50,margin[2024Q4]=30.85 + delta -0.17; rev=2631; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,51.61322007291961,51.61322007291961,W1,PIT,3,22,40.615925386490694,43.04491953163133,47.10366224701771,56.12277789882151,60.18152061420789,62.610514759348526,6.685880437161455,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.85; rev=4140; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,51.61322007291961,51.61322007291961,W2,PIT,3,22,40.615925386490694,43.04491953163133,47.10366224701771,56.12277789882151,60.18152061420789,62.610514759348526,6.685880437161455,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.85; rev=4140; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2136.563665635699,2136.563665635699,W1,PIT,3,22,1479.6274581697319,1624.7262526609693,1867.1799762859632,2405.9473549854347,2648.401078610429,2793.4998731016667,399.38885545914223,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.85; rev=4140; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2136.563665635699,2136.563665635699,W2,PIT,3,22,1479.6274581697319,1624.7262526609693,1867.1799762859632,2405.9473549854347,2648.401078610429,2793.4998731016667,399.38885545914223,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.85; rev=4140; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,29.99482813570702,29.99482813570702,W1,PIT,3,22,9.809677806426553,14.268011730051445,21.717692237298955,38.271964034115086,45.72164454136259,50.179978464987485,12.271700045852157,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.85; rev=2794; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,29.99482813570702,29.99482813570702,W2,PIT,3,22,9.809677806426553,14.268011730051445,21.717692237298955,38.271964034115086,45.72164454136259,50.179978464987485,12.271700045852157,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.85; rev=2794; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-08-06,1,838.0738355611693,838.0738355611693,W1,PIT,3,22,469.6848846607669,551.0516780754976,687.0120222809657,989.1356488413728,1125.095993046841,1206.4627864615716,223.9645795007089,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.85; rev=2794; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-08-06,1,838.0738355611693,838.0738355611693,W2,PIT,3,22,469.6848846607669,551.0516780754976,687.0120222809657,989.1356488413728,1125.095993046841,1206.4627864615716,223.9645795007089,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.85; rev=2794; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2025-08-06,2,17.501927181595253,17.501927181595253,W1,PIT,3,22,-8.3289969262954,-2.6236698244340744,6.909681608257602,28.094172754932906,37.62752418762458,43.3328512894859,15.704086785986544,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.85; rev=2560; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2025-08-06,2,17.501927181595253,17.501927181595253,W2,PIT,3,22,-8.3289969262954,-2.6236698244340744,6.909681608257602,28.094172754932906,37.62752418762458,43.3328512894859,15.704086785986544,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.85; rev=2560; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2025-08-06,2,448.00042216588554,448.00042216588554,W1,PIT,3,22,224.3335259261626,273.73527398502836,356.28342893320166,539.7174153985693,622.2655703467427,671.6673184056085,135.97981764144035,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.85; rev=2560; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2025-08-06,2,448.00042216588554,448.00042216588554,W2,PIT,3,22,224.3335259261626,273.73527398502836,356.28342893320166,539.7174153985693,622.2655703467427,671.6673184056085,135.97981764144035,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.85; rev=2560; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.11647908330884,52.11647908330884,W1,full_sample,3,22,33.79854729461442,37.84446498023684,44.60501603649399,59.627942130123685,66.38849318638083,70.43441087200326,11.136511777430544,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.35; rev=4162; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.11647908330884,52.11647908330884,W2,full_sample,3,22,33.79854729461442,37.84446498023684,44.60501603649399,59.627942130123685,66.38849318638083,70.43441087200326,11.136511777430544,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.35; rev=4162; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2169.1775964311664,2169.1775964311664,W1,full_sample,3,22,1280.530450970539,1476.8076968720693,1804.7783688445263,2533.5768240178063,2861.547495990264,3057.824741891794,540.2591032416801,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.35; rev=4162; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2169.1775964311664,2169.1775964311664,W2,full_sample,3,22,1280.530450970539,1476.8076968720693,1804.7783688445263,2533.5768240178063,2861.547495990264,3057.824741891794,540.2591032416801,,,,,,,,2025-08-06,k4_rw,margin[2024Q3]=52.47 + delta -0.35; rev=4162; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.498087146096246,30.498087146096246,W1,full_sample,3,22,7.681943259913329,12.721389914245083,21.14208431516265,39.854089977029844,48.27478437794741,53.31423103227917,13.871230553486846,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.35; rev=2794; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.498087146096246,30.498087146096246,W2,full_sample,3,22,7.681943259913329,12.721389914245083,21.14208431516265,39.854089977029844,48.27478437794741,53.31423103227917,13.871230553486846,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.35; rev=2794; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-08-06,1,852.1351999807083,852.1351999807083,W1,full_sample,3,22,438.1494638869652,529.5873090857801,682.375939249329,1021.8944607120875,1174.6830908756365,1266.1209360744515,251.6854565722138,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.35; rev=2794; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-08-06,1,852.1351999807083,852.1351999807083,W2,full_sample,3,22,438.1494638869652,529.5873090857801,682.375939249329,1021.8944607120875,1174.6830908756365,1266.1209360744515,251.6854565722138,,,,,,,,2025-08-06,k4_rw,margin[2024Q4]=30.85 + delta -0.35; rev=2794; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2025-08-06,2,18.00518619198448,18.00518619198448,W1,full_sample,3,22,-8.421128344697017,-2.58429618574284,7.168794431409147,28.84157795255981,38.5946685697118,44.431500728665974,16.066058464824813,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.35; rev=2560; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2025-08-06,2,18.00518619198448,18.00518619198448,W2,full_sample,3,22,-8.421128344697017,-2.58429618574284,7.168794431409147,28.84157795255981,38.5946685697118,44.431500728665974,16.066058464824813,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.35; rev=2560; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2025-08-06,2,460.8824463437858,460.8824463437858,W1,full_sample,3,22,229.8819881500948,280.90351448690353,366.1582479170769,555.6066447704947,640.861378200668,691.8829045374767,140.4383067336034,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.35; rev=2560; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2025-08-06,2,460.8824463437858,460.8824463437858,W2,full_sample,3,22,229.8819881500948,280.90351448690353,366.1582479170769,555.6066447704947,640.861378200668,691.8829045374767,140.4383067336034,,,,,,,,2025-08-06,k4_rw,margin[2025Q1]=18.35 + delta -0.35; rev=2560; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.43495827381575,52.43495827381575,W1,PIT,3,22,42.30216821153004,44.54021751702005,48.27989977747572,56.590016770155785,60.32969903061146,62.56774833610147,6.160298944694281,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta -0.03; rev=4140; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,52.43495827381575,52.43495827381575,W2,PIT,3,22,42.30216821153004,44.54021751702005,48.27989977747572,56.590016770155785,60.32969903061146,62.56774833610147,6.160298944694281,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta -0.03; rev=4140; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2170.580066476784,2170.580066476784,W1,PIT,3,22,1673.4765321807988,1783.2727692338733,1966.7374672478738,2374.422665705694,2557.887363719695,2667.683600772769,302.21748984273046,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta -0.03; rev=4140; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2170.580066476784,2170.580066476784,W2,PIT,3,22,1673.4765321807988,1783.2727692338733,1966.7374672478738,2374.422665705694,2557.887363719695,2667.683600772769,302.21748984273046,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta -0.03; rev=4140; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.816566336603163,30.816566336603163,W1,PIT,3,22,17.20691425267794,20.212904923278955,25.23578353384674,36.397349139359584,41.42022774992737,44.426218420528386,8.274080964364584,,,,,,,,2025-08-06,k2_rw,margin[2024Q4]=30.85 + delta -0.03; rev=2794; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.816566336603163,30.816566336603163,W2,PIT,3,22,17.20691425267794,20.212904923278955,25.23578353384674,36.397349139359584,41.42022774992737,44.426218420528386,8.274080964364584,,,,,,,,2025-08-06,k2_rw,margin[2024Q4]=30.85 + delta -0.03; rev=2794; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-08-06,1,861.0337032669069,861.0337032669069,W1,PIT,3,22,496.04217977181906,576.6585767016549,711.365041282583,1010.7023652512306,1145.4088298321587,1226.0252267619946,221.89909029872365,,,,,,,,2025-08-06,k2_rw,margin[2024Q4]=30.85 + delta -0.03; rev=2794; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q4,2025-08-06,1,861.0337032669069,861.0337032669069,W2,PIT,3,22,496.04217977181906,576.6585767016549,711.365041282583,1010.7023652512306,1145.4088298321587,1226.0252267619946,221.89909029872365,,,,,,,,2025-08-06,k2_rw,margin[2024Q4]=30.85 + delta -0.03; rev=2794; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2025-08-06,2,18.323665382491395,18.323665382491395,W1,PIT,3,22,3.584546437362498,6.84000467896346,12.27973266257186,24.36759810241093,29.80732608601933,33.06278432762029,8.960748059051301,,,,,,,,2025-08-06,k2_rw,margin[2025Q1]=18.35 + delta -0.03; rev=2560; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2025-08-06,2,18.323665382491395,18.323665382491395,W2,PIT,3,22,3.584546437362498,6.84000467896346,12.27973266257186,24.36759810241093,29.80732608601933,33.06278432762029,8.960748059051301,,,,,,,,2025-08-06,k2_rw,margin[2025Q1]=18.35 + delta -0.03; rev=2560; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2025-08-06,2,469.03462354791594,469.03462354791594,W1,PIT,3,22,226.10121095376394,279.7583924402631,369.4171900632126,568.6520570326192,658.3108546555688,711.968036142068,147.69302788625532,,,,,,,,2025-08-06,k2_rw,margin[2025Q1]=18.35 + delta -0.03; rev=2560; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2025-08-06,2,469.03462354791594,469.03462354791594,W2,PIT,3,22,226.10121095376394,279.7583924402631,369.4171900632126,568.6520570326192,658.3108546555688,711.968036142068,147.69302788625532,,,,,,,,2025-08-06,k2_rw,margin[2025Q1]=18.35 + delta -0.03; rev=2560; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,53.619201583996045,53.619201583996045,W1,full_sample,3,22,35.40990090275763,39.43182502164255,46.15228387989799,61.086119288094096,67.80657814634954,71.82850226523446,11.07046875349453,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta +1.15; rev=4162; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q3,2025-08-06,0,53.619201583996045,53.619201583996045,W2,full_sample,3,22,35.40990090275763,39.43182502164255,46.15228387989799,61.086119288094096,67.80657814634954,71.82850226523446,11.07046875349453,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta +1.15; rev=4162; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2231.7234943789745,2231.7234943789745,W1,full_sample,3,22,1483.2528515254303,1648.5690371091835,1924.8051348024833,2538.6418539554656,2814.8779516487657,2980.1941372325186,455.03784080820594,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta +1.15; rev=4162; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2025Q3,2025-08-06,0,2231.7234943789745,2231.7234943789745,W2,full_sample,3,22,1483.2528515254303,1648.5690371091835,1924.8051348024833,2538.6418539554656,2814.8779516487657,2980.1941372325186,455.03784080820594,,,,,,,,2025-08-06,k2_rw,margin[2024Q3]=52.47 + delta +1.15; rev=4162; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,32.00080964678346,32.00080964678346,W1,full_sample,3,22,11.546862259559795,16.064565918978055,23.613450651623882,40.38816864194304,47.937053374588864,52.45475703400712,12.435117053626506,,,,,,,,2025-08-06,k2_rw,margin[2024Q4]=30.85 + delta +1.15; rev=2794; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,32.00080964678346,32.00080964678346,W2,full_sample,3,22,11.546862259559795,16.064565918978055,23.613450651623882,40.38816864194304,47.937053374588864,52.45475703400712,12.435117053626506,,,,,,,,2025-08-06,k2_rw,margin[2024Q4]=30.85 + delta +1.15; rev=2794; sigma additive n=18 (full_sample),1.0
