method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q1,2023-02-14,0,260.8872830051463,260.8872830051463,W1,PIT,5,12,133.36815503940457,161.53355608157736,208.5967062890621,313.1778597212305,360.24100992871524,388.406410970888,77.5261250462038,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+4.806; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-08-03,1,715.502964069618,715.502964069618,W1,full_sample,5,14,315.5723129033984,403.9057838018195,551.5071406231235,879.4987875161124,1027.1001443374164,1115.4336152358374,243.14057166742572,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_from21,disp=0.0997 ref=0.1432 ratio=0.696 b_pt=+5.684; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,32.88709307407631,32.88709307407631,W1,full_sample,5,14,17.093969442838837,20.58222777614489,26.410954505690814,39.363231642461805,45.19195837200773,48.68021670531378,9.60153740883803,,,,,,LSEG,2023-08-02,2023-08-03,rw_hl4_from21,disp=0.0997 ref=0.1432 ratio=0.696 b_pt=+5.684; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-11-01,0,676.3456729679937,676.3456729679937,W1,full_sample,5,15,429.4953658526744,484.01767954944245,575.1220751633546,777.5692707726328,868.6736663865448,923.1959800833129,150.07433067027674,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+2.606; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,30.821621979240213,30.821621979240213,W1,full_sample,5,15,6.187324344895021,11.62835019985523,20.72006583746954,40.923178121010885,50.01489375862519,55.45591961358541,14.976589546148091,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+2.606; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2023-11-01,1,353.5332290006047,353.5332290006047,W1,full_sample,5,15,141.2594446994041,188.1447736767886,266.48810267416485,440.57835532704456,518.9216843244209,565.8070133018052,129.05329740168014,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+3.323; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,17.768706834962156,17.768706834962156,W1,full_sample,5,15,1.5360260171273552,5.121370212287864,11.11232316018722,24.425090509737093,30.416043457636448,34.00138765279696,9.86876920344579,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+3.323; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-11-01,0,688.0605182447453,688.0605182447453,W1,full_sample,5,15,429.6693957819691,486.7407521031669,582.1044861777383,794.0165503117522,889.3802843863236,946.4516407075215,157.09064820659535,,,,,,LSEG,2023-10-31,2023-11-01,ew,disp=0.0512 ref=0.1516 ratio=0.500 b_pt=+4.076; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,31.55663682014732,31.55663682014732,W1,full_sample,5,15,6.475424141243849,12.015161002643392,21.271818403956722,41.84145523633792,51.098112637651255,56.637849499050795,15.248294600771452,,,,,,LSEG,2023-10-31,2023-11-01,ew,disp=0.0512 ref=0.1516 ratio=0.500 b_pt=+4.076; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2023-11-01,1,357.87703456452977,357.87703456452977,W1,full_sample,5,15,138.25960347844338,186.76693819024555,267.8205676517266,447.9335014773329,528.987130938814,577.4944656506161,133.51791763569835,,,,,,LSEG,2023-10-31,2023-11-01,ew,disp=0.1044 ref=0.1691 ratio=0.617 b_pt=+5.016; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,18.309443355566955,18.309443355566955,W1,full_sample,5,15,1.63097160501475,5.314778521817482,11.470258360406135,25.148628350727776,31.30410818931643,34.98791510611916,10.139790846595657,,,,,,LSEG,2023-10-31,2023-11-01,ew,disp=0.1044 ref=0.1691 ratio=0.617 b_pt=+5.016; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-11-01,0,684.6258161418292,684.6258161418292,W1,full_sample,5,15,431.7946112882836,487.6379376525366,580.9496875129847,788.3019447706738,881.6136946311218,937.4570209953748,153.71045831119707,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_usd,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+2.606; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,30.821621979240213,30.821621979240213,W1,full_sample,5,15,6.187324344895021,11.62835019985523,20.72006583746954,40.923178121010885,50.01489375862519,55.45591961358541,14.976589546148091,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_usd,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+2.606; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2023-11-01,1,393.5261451079903,393.5261451079903,W1,full_sample,5,15,153.4693386654212,206.49115848350087,295.08829461644956,491.9639955995311,580.5611317324798,633.5829515505594,145.94417552368108,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_usd,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+3.323; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,17.768706834962156,17.768706834962156,W1,full_sample,5,15,1.5360260171273552,5.121370212287864,11.11232316018722,24.425090509737093,30.416043457636448,34.00138765279696,9.86876920344579,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_usd,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+3.323; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-11-01,0,696.7516744444445,696.7516744444445,W1,full_sample,5,15,428.2113548864592,487.5243843668353,586.6338560024845,806.8694928864044,905.9789645220536,965.2919940024298,163.26092191904678,,,,,,LSEG,2023-10-31,2023-11-01,ew_usd,disp=0.0512 ref=0.1516 ratio=0.500 b_pt=+4.076; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,31.55663682014732,31.55663682014732,W1,full_sample,5,15,6.475424141243849,12.015161002643392,21.271818403956722,41.84145523633792,51.098112637651255,56.637849499050795,15.248294600771452,,,,,,LSEG,2023-10-31,2023-11-01,ew_usd,disp=0.0512 ref=0.1516 ratio=0.500 b_pt=+4.076; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2023-11-01,1,397.65970771492766,397.65970771492766,W1,full_sample,5,15,151.4388632151902,205.82214626383717,296.6942277606461,498.62518766920925,589.4972691660181,643.880552214665,149.69164457270074,,,,,,LSEG,2023-10-31,2023-11-01,ew_usd,disp=0.1044 ref=0.1691 ratio=0.617 b_pt=+5.016; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,18.309443355566955,18.309443355566955,W1,full_sample,5,15,1.63097160501475,5.314778521817482,11.470258360406135,25.148628350727776,31.30410818931643,34.98791510611916,10.139790846595657,,,,,,LSEG,2023-10-31,2023-11-01,ew_usd,disp=0.1044 ref=0.1691 ratio=0.617 b_pt=+5.016; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-11-01,0,677.3671991923118,677.3671991923118,W1,full_sample,5,15,434.0645361504025,487.8032747108246,577.5983506283658,777.1360477562578,866.931123673799,920.669862234221,147.91751621865583,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_med,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+1.884; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,30.460832408025805,30.460832408025805,W1,full_sample,5,15,6.015302574315097,11.414634913223757,20.436682513600672,40.48498230245094,49.50702990282785,54.90636224173652,14.861826872107399,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_med,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+1.884; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2023-11-01,1,351.57796020766733,351.57796020766733,W1,full_sample,5,15,144.64329782131148,190.34936442179946,266.7221976930606,436.43372272227407,512.8065559935352,558.5126225940232,125.80734175714043,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_med,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+1.947; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,16.710117966023986,16.710117966023986,W1,full_sample,5,15,0.6531298063726787,4.199668417956479,10.125778937160248,23.294456994887724,29.220567514091492,32.7671061256753,9.761955651586398,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_med,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+1.947; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q4,2023-11-01,0,689.7034441959158,689.7034441959158,W1,full_sample,5,15,468.99566499364914,517.743827042163,599.1998684240269,780.2070199678047,861.6630613496686,910.4112233981825,134.1808022220923,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_from21,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+5.520; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,32.27878157144627,32.27878157144627,W1,full_sample,5,15,8.694783361046632,13.903827512856104,22.607911895924317,41.949651246968216,50.65373563003643,55.8627797818459,14.338052835807394,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_from21,disp=0.0512 ref=0.1195 ratio=0.500 b_pt=+5.520; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2023-11-01,1,368.33002374764106,368.33002374764106,W1,full_sample,5,15,162.45181829113594,207.9245431680119,283.9074726501673,452.7525748451148,528.7355043272702,574.2082292041462,125.16506154901715,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_from21,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+5.034; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2023-11-01,1,19.085007111023007,19.085007111023007,W1,full_sample,5,15,3.2918834797855325,6.780141813091584,12.60886854263751,25.561145679408504,31.38987240895443,34.87813074226048,9.60153740883803,,,,,,LSEG,2023-10-31,2023-11-01,rw_hl4_from21,disp=0.1044 ref=0.1357 ratio=0.769 b_pt=+5.034; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,370.5571435358127,370.5571435358127,W1,full_sample,5,16,235.31247747003383,265.18423333383447,315.0986276318009,426.0156594398245,475.93005373779096,505.80180960159163,82.2229187143161,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,370.5571435358127,370.5571435358127,W2,full_sample,5,16,235.31247747003383,265.18423333383447,315.0986276318009,426.0156594398245,475.93005373779096,505.80180960159163,82.2229187143161,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,19.821586598343224,19.821586598343224,W1,full_sample,5,16,-4.812711036001968,0.6283148189582413,9.72003045657255,29.923142740113896,39.0148583777282,44.45588423268842,14.976589546148091,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,19.821586598343224,19.821586598343224,W2,full_sample,5,16,-4.812711036001968,0.6283148189582413,9.72003045657255,29.923142740113896,39.0148583777282,44.45588423268842,14.976589546148091,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1042.4734758766597,1042.4734758766597,W1,full_sample,5,16,416.5357376235282,554.7878391440646,785.8010390136131,1299.1459127397063,1530.1591126092546,1668.411214129791,380.543124322392,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1042.4734758766597,1042.4734758766597,W2,full_sample,5,16,416.5357376235282,554.7878391440646,785.8010390136131,1299.1459127397063,1530.1591126092546,1668.411214129791,380.543124322392,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,36.522040463331834,36.522040463331834,W1,full_sample,5,16,20.289359645497033,23.874703840657542,29.865656788556898,43.17842413810677,49.16937708600612,52.75472128116664,9.86876920344579,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,36.522040463331834,36.522040463331834,W2,full_sample,5,16,20.289359645497033,23.874703840657542,29.865656788556898,43.17842413810677,49.16937708600612,52.75472128116664,9.86876920344579,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,379.1652354940829,379.1652354940829,W1,full_sample,5,16,236.77524478787345,268.2252025832958,320.7767031115069,437.55376787665887,490.10526840486995,521.5552262002924,86.56696764569334,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,379.1652354940829,379.1652354940829,W2,full_sample,5,16,236.77524478787345,268.2252025832958,320.7767031115069,437.55376787665887,490.10526840486995,521.5552262002924,86.56696764569334,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,21.163099258858722,21.163099258858722,W1,full_sample,5,16,-3.918113420044751,1.6216234413547923,10.878280842668124,31.447917675049318,40.70457507636265,46.24431193776219,15.248294600771452,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,21.163099258858722,21.163099258858722,W2,full_sample,5,16,-3.918113420044751,1.6216234413547923,10.878280842668124,31.447917675049318,40.70457507636265,46.24431193776219,15.248294600771452,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1070.995210871958,1070.995210871958,W1,full_sample,5,16,413.76047882661476,558.9252090298761,801.4891083386591,1340.5013134052572,1583.0652127140402,1728.2299429173015,399.57034551666743,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1070.995210871958,1070.995210871958,W2,full_sample,5,16,413.76047882661476,558.9252090298761,801.4891083386591,1340.5013134052572,1583.0652127140402,1728.2299429173015,399.57034551666743,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,37.33756233456231,37.33756233456231,W1,full_sample,5,16,20.6590905840101,24.342897500812832,30.498377339401486,44.17674732972313,50.33222716831178,54.01603408511451,10.139790846595657,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,37.33756233456231,37.33756233456231,W2,full_sample,5,16,20.6590905840101,24.342897500812832,30.498377339401486,44.17674732972313,50.33222716831178,54.01603408511451,10.139790846595657,,,,,,LSEG,2024-02-12,2024-02-13,ew,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,443.0154050064693,443.0154050064693,W1,full_sample,5,16,279.41053359264697,315.54626388921366,375.92748481548523,510.1033251974534,570.4845461237248,606.6202764202916,99.46469931007975,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,443.0154050064693,443.0154050064693,W2,full_sample,5,16,279.41053359264697,315.54626388921366,375.92748481548523,510.1033251974534,570.4845461237248,606.6202764202916,99.46469931007975,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,19.821586598343224,19.821586598343224,W1,full_sample,5,16,-4.812711036001968,0.6283148189582413,9.72003045657255,29.923142740113896,39.0148583777282,44.45588423268842,14.976589546148091,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,19.821586598343224,19.821586598343224,W2,full_sample,5,16,-4.812711036001968,0.6283148189582413,9.72003045657255,29.923142740113896,39.0148583777282,44.45588423268842,14.976589546148091,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.654; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1016.9345754986361,1016.9345754986361,W1,full_sample,5,16,396.58934662384047,533.606219579175,762.555406675831,1271.3137443214414,1500.2629314180972,1637.2798043734317,377.1431200383021,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1016.9345754986361,1016.9345754986361,W2,full_sample,5,16,396.58934662384047,533.606219579175,762.555406675831,1271.3137443214414,1500.2629314180972,1637.2798043734317,377.1431200383021,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,36.522040463331834,36.522040463331834,W1,full_sample,5,16,20.289359645497033,23.874703840657542,29.865656788556898,43.17842413810677,49.16937708600612,52.75472128116664,9.86876920344579,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,36.522040463331834,36.522040463331834,W2,full_sample,5,16,20.289359645497033,23.874703840657542,29.865656788556898,43.17842413810677,49.16937708600612,52.75472128116664,9.86876920344579,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_usd,disp=0.0600 ref=0.1216 ratio=0.500 b_pt=+3.317; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,460.8644065120577,460.8644065120577,W1,full_sample,5,16,283.23917856218605,322.47161263089714,388.0272897830288,533.7015232410866,599.2572003932182,638.4896344619293,107.98847085200977,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,460.8644065120577,460.8644065120577,W2,full_sample,5,16,283.23917856218605,322.47161263089714,388.0272897830288,533.7015232410866,599.2572003932182,638.4896344619293,107.98847085200977,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,21.163099258858722,21.163099258858722,W1,full_sample,5,16,-3.918113420044751,1.6216234413547923,10.878280842668124,31.447917675049318,40.70457507636265,46.24431193776219,15.248294600771452,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,21.163099258858722,21.163099258858722,W2,full_sample,5,16,-3.918113420044751,1.6216234413547923,10.878280842668124,31.447917675049318,40.70457507636265,46.24431193776219,15.248294600771452,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.2116 ref=0.1576 ratio=1.343 b_pt=+4.044; sigma additive n=22 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1032.8430385000001,1032.8430385000001,W1,full_sample,5,16,393.33272291768424,534.5826263346946,770.6050217322871,1295.081055267713,1531.1034506653057,1672.353354082316,388.7946654363205,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q2,2024-02-13,1,1032.8430385000001,1032.8430385000001,W2,full_sample,5,16,393.33272291768424,534.5826263346946,770.6050217322871,1295.081055267713,1531.1034506653057,1672.353354082316,388.7946654363205,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,37.33756233456231,37.33756233456231,W1,full_sample,5,16,20.6590905840101,24.342897500812832,30.498377339401486,44.17674732972313,50.33222716831178,54.01603408511451,10.139790846595657,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,37.33756233456231,37.33756233456231,W2,full_sample,5,16,20.6590905840101,24.342897500812832,30.498377339401486,44.17674732972313,50.33222716831178,54.01603408511451,10.139790846595657,,,,,,LSEG,2024-02-12,2024-02-13,ew_usd,disp=0.0600 ref=0.1592 ratio=0.500 b_pt=+4.948; sigma additive n=21 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,369.0851713626797,369.0851713626797,W1,full_sample,5,16,236.51393793287144,265.79520746295464,314.7229249876131,423.4474177377463,472.3751352624048,501.65640479248793,80.59758707862186,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.636; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q1,2024-02-13,0,369.0851713626797,369.0851713626797,W2,full_sample,5,16,236.51393793287144,265.79520746295464,314.7229249876131,423.4474177377463,472.3751352624048,501.65640479248793,80.59758707862186,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.636; sigma relative n=19 (full_sample); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,19.794784525967295,19.794784525967295,W1,full_sample,5,16,-4.6507453077434135,0.7485870311652469,9.77063463154216,29.81893442039243,38.840982020769346,44.240314359678,14.861826872107399,,,,,,LSEG,2024-02-12,2024-02-13,rw_hl4_med,disp=0.2116 ref=0.1373 ratio=1.541 b_pt=+2.636; sigma additive n=22 (full_sample); street_src=street_pit,1.0
