method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,tax,tax_rate_pct,2023Q1,2023-02-14,0,10.0,10.0,W1,PIT,2,12,-103.15782757002839,-78.16443524203886,-36.40157251675714,56.40157251675714,98.16443524203886,123.15782757002839,68.7950743554927,,,,,,,,2023-02-14,guide_or_ttm|rw,ETR 10.0 src ttm; sigma additive n=5 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-02-13,1,19.5,19.5,W1,full_sample,2,20,-45.1895769315267,-30.90146261808485,-7.026650073844493,46.02665007384449,69.90146261808485,84.1895769315267,39.32847024900364,,,,,,,,2025-02-13,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-02-13,1,19.5,19.5,W2,full_sample,2,20,-45.1895769315267,-30.90146261808485,-7.026650073844493,46.02665007384449,69.90146261808485,84.1895769315267,39.32847024900364,,,,,,,,2025-02-13,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-02-13,1,20.504353047132994,20.504353047132994,W1,full_sample,2,20,-44.76438988212627,-30.348354033646082,-6.259790213176185,47.26849630744218,71.35706012791206,85.77309597639226,39.680578174136144,,,,,,,,2025-02-13,ttm|eq,ETR ttm 20.5; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-02-13,1,20.504353047132994,20.504353047132994,W2,full_sample,2,20,-44.76438988212627,-30.348354033646082,-6.259790213176185,47.26849630744218,71.35706012791206,85.77309597639226,39.680578174136144,,,,,,,,2025-02-13,ttm|eq,ETR ttm 20.5; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W1,PIT,2,20,3.299604947161363,6.877818121795174,12.856855447059576,26.143144552940424,32.12218187820483,35.70039505283864,9.849140852042876,,,,,,,,2025-02-13,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W2,PIT,2,20,3.299604947161363,6.877818121795174,12.856855447059576,26.143144552940424,32.12218187820483,35.70039505283864,9.849140852042876,,,,,,,,2025-02-13,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W1,PIT,2,20,1.7813799026104924,5.916759870539522,12.826798477987431,28.181907616278558,35.09194622372647,39.22732619165549,11.382759436913034,,,,,,,,2025-02-13,ttm|rw,ETR ttm 20.5; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W2,PIT,2,20,1.7813799026104924,5.916759870539522,12.826798477987431,28.181907616278558,35.09194622372647,39.22732619165549,11.382759436913034,,,,,,,,2025-02-13,ttm|rw,ETR ttm 20.5; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W1,full_sample,2,20,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-02-13,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W2,full_sample,2,20,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-02-13,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W1,full_sample,2,20,1.9359540453217647,6.037192917795824,12.890183251681446,28.118522842584543,34.97151317647017,39.072752048944224,11.288785030814811,,,,,,,,2025-02-13,ttm|rw,ETR ttm 20.5; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W2,full_sample,2,20,1.9359540453217647,6.037192917795824,12.890183251681446,28.118522842584543,34.97151317647017,39.072752048944224,11.288785030814811,,,,,,,,2025-02-13,ttm|rw,ETR ttm 20.5; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W1,PIT,2,20,3.299604947161363,6.877818121795174,12.856855447059576,26.143144552940424,32.12218187820483,35.70039505283864,9.849140852042876,,,,,,,,2025-02-13,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W2,PIT,2,20,3.299604947161363,6.877818121795174,12.856855447059576,26.143144552940424,32.12218187820483,35.70039505283864,9.849140852042876,,,,,,,,2025-02-13,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W1,PIT,2,20,1.7813799026104924,5.916759870539522,12.826798477987431,28.181907616278558,35.09194622372647,39.22732619165549,11.382759436913034,,,,,,,,2025-02-13,ttm|eq,ETR ttm 20.5; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W2,PIT,2,20,1.7813799026104924,5.916759870539522,12.826798477987431,28.181907616278558,35.09194622372647,39.22732619165549,11.382759436913034,,,,,,,,2025-02-13,ttm|eq,ETR ttm 20.5; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W1,full_sample,2,20,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-02-13,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,19.5,19.5,W2,full_sample,2,20,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-02-13,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W1,full_sample,2,20,1.9359540453217647,6.037192917795824,12.890183251681446,28.118522842584543,34.97151317647017,39.072752048944224,11.288785030814811,,,,,,,,2025-02-13,ttm|eq,ETR ttm 20.5; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-02-13,2,20.504353047132994,20.504353047132994,W2,full_sample,2,20,1.9359540453217647,6.037192917795824,12.890183251681446,28.118522842584543,34.97151317647017,39.072752048944224,11.288785030814811,,,,,,,,2025-02-13,ttm|eq,ETR ttm 20.5; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W1,PIT,2,21,-53.877631964895755,-37.670569818333156,-10.589279582713122,49.58927958271312,76.67056981833315,92.87763196489576,44.610432662565785,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W2,PIT,2,21,-53.877631964895755,-37.670569818333156,-10.589279582713122,49.58927958271312,76.67056981833315,92.87763196489576,44.610432662565785,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W1,PIT,2,21,-52.62106699723199,-36.36924784651241,-9.213170619351825,51.131576100510344,78.28765332767092,94.53947247839051,44.73362768101315,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W2,PIT,2,21,-52.62106699723199,-36.36924784651241,-9.213170619351825,51.131576100510344,78.28765332767092,94.53947247839051,44.73362768101315,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W1,full_sample,2,21,-43.16271169863056,-29.322275102670382,-6.19551239556306,45.19551239556306,68.32227510267037,82.16271169863056,38.09622368329999,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W2,full_sample,2,21,-43.16271169863056,-29.322275102670382,-6.19551239556306,45.19551239556306,68.32227510267037,82.16271169863056,38.09622368329999,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W1,full_sample,2,21,-41.88949535787128,-28.007979579337594,-4.812575359298748,46.73098084045726,69.9263850604961,83.8079008390298,38.20929538571322,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W2,full_sample,2,21,-41.88949535787128,-28.007979579337594,-4.812575359298748,46.73098084045726,69.9263850604961,83.8079008390298,38.20929538571322,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W1,PIT,2,21,-53.877631964895755,-37.670569818333156,-10.589279582713122,49.58927958271312,76.67056981833315,92.87763196489576,44.610432662565785,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W2,PIT,2,21,-53.877631964895755,-37.670569818333156,-10.589279582713122,49.58927958271312,76.67056981833315,92.87763196489576,44.610432662565785,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W1,PIT,2,21,-52.62106699723199,-36.36924784651241,-9.213170619351825,51.131576100510344,78.28765332767092,94.53947247839051,44.73362768101315,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W2,PIT,2,21,-52.62106699723199,-36.36924784651241,-9.213170619351825,51.131576100510344,78.28765332767092,94.53947247839051,44.73362768101315,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W1,full_sample,2,21,-43.16271169863056,-29.322275102670382,-6.19551239556306,45.19551239556306,68.32227510267037,82.16271169863056,38.09622368329999,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,19.5,19.5,W2,full_sample,2,21,-43.16271169863056,-29.322275102670382,-6.19551239556306,45.19551239556306,68.32227510267037,82.16271169863056,38.09622368329999,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W1,full_sample,2,21,-41.88949535787128,-28.007979579337594,-4.812575359298748,46.73098084045726,69.9263850604961,83.8079008390298,38.20929538571322,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q2,2025-05-01,0,20.959202740579258,20.959202740579258,W2,full_sample,2,21,-41.88949535787128,-28.007979579337594,-4.812575359298748,46.73098084045726,69.9263850604961,83.8079008390298,38.20929538571322,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W1,PIT,2,21,-57.541462440693024,-40.52516283816941,-12.091672295286202,51.0916722952862,79.52516283816941,96.54146244069302,46.837883431293285,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W2,PIT,2,21,-57.541462440693024,-40.52516283816941,-12.091672295286202,51.0916722952862,79.52516283816941,96.54146244069302,46.837883431293285,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W1,PIT,2,21,-56.75267221075501,-39.58829727610574,-10.907379345719054,52.825784826877566,81.50670275726426,98.67107769191352,47.24546529733675,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W2,PIT,2,21,-56.75267221075501,-39.58829727610574,-10.907379345719054,52.825784826877566,81.50670275726426,98.67107769191352,47.24546529733675,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W1,full_sample,2,21,-45.1895769315267,-30.90146261808485,-7.026650073844493,46.02665007384449,69.90146261808485,84.1895769315267,39.32847024900364,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W2,full_sample,2,21,-45.1895769315267,-30.90146261808485,-7.026650073844493,46.02665007384449,69.90146261808485,84.1895769315267,39.32847024900364,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W1,full_sample,2,21,-44.30954018868,-29.89350434019982,-5.8049405197299215,47.72334600088844,71.81190982135834,86.22794566983852,39.680578174136144,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W2,full_sample,2,21,-44.30954018868,-29.89350434019982,-5.8049405197299215,47.72334600088844,71.81190982135834,86.22794566983852,39.680578174136144,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W1,PIT,2,21,-57.541462440693024,-40.52516283816941,-12.091672295286202,51.0916722952862,79.52516283816941,96.54146244069302,46.837883431293285,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W2,PIT,2,21,-57.541462440693024,-40.52516283816941,-12.091672295286202,51.0916722952862,79.52516283816941,96.54146244069302,46.837883431293285,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W1,PIT,2,21,-56.75267221075501,-39.58829727610574,-10.907379345719054,52.825784826877566,81.50670275726426,98.67107769191352,47.24546529733675,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W2,PIT,2,21,-56.75267221075501,-39.58829727610574,-10.907379345719054,52.825784826877566,81.50670275726426,98.67107769191352,47.24546529733675,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=11 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W1,full_sample,2,21,-45.1895769315267,-30.90146261808485,-7.026650073844493,46.02665007384449,69.90146261808485,84.1895769315267,39.32847024900364,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,19.5,19.5,W2,full_sample,2,21,-45.1895769315267,-30.90146261808485,-7.026650073844493,46.02665007384449,69.90146261808485,84.1895769315267,39.32847024900364,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W1,full_sample,2,21,-44.30954018868,-29.89350434019982,-5.8049405197299215,47.72334600088844,71.81190982135834,86.22794566983852,39.680578174136144,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-05-01,1,20.959202740579258,20.959202740579258,W2,full_sample,2,21,-44.30954018868,-29.89350434019982,-5.8049405197299215,47.72334600088844,71.81190982135834,86.22794566983852,39.680578174136144,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W1,PIT,2,21,3.7615275724197357,7.237714986695849,13.046271739801613,25.95372826019839,31.76228501330415,35.23847242758026,9.568311836202428,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W2,PIT,2,21,3.7615275724197357,7.237714986695849,13.046271739801613,25.95372826019839,31.76228501330415,35.23847242758026,9.568311836202428,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W1,PIT,2,21,3.18967817321899,7.114468075349594,13.67261991633409,28.245785564824423,34.803937405808924,38.72872730793952,10.8031038605507,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W2,PIT,2,21,3.18967817321899,7.114468075349594,13.67261991633409,28.245785564824423,34.803937405808924,38.72872730793952,10.8031038605507,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W1,full_sample,2,21,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W2,full_sample,2,21,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-05-01,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W1,full_sample,2,21,2.390803738768028,6.492042611242088,13.34503294512771,28.573372536030806,35.42636286991643,39.52760174239049,11.288785030814811,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W2,full_sample,2,21,2.390803738768028,6.492042611242088,13.34503294512771,28.573372536030806,35.42636286991643,39.52760174239049,11.288785030814811,,,,,,,,2025-05-01,ttm|rw,ETR ttm 21.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W1,PIT,2,21,3.7615275724197357,7.237714986695849,13.046271739801613,25.95372826019839,31.76228501330415,35.23847242758026,9.568311836202428,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W2,PIT,2,21,3.7615275724197357,7.237714986695849,13.046271739801613,25.95372826019839,31.76228501330415,35.23847242758026,9.568311836202428,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W1,PIT,2,21,3.18967817321899,7.114468075349594,13.67261991633409,28.245785564824423,34.803937405808924,38.72872730793952,10.8031038605507,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W2,PIT,2,21,3.18967817321899,7.114468075349594,13.67261991633409,28.245785564824423,34.803937405808924,38.72872730793952,10.8031038605507,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=10 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W1,full_sample,2,21,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,19.5,19.5,W2,full_sample,2,21,2.5151657510163012,6.2666395564674815,12.535187799080157,26.464812200919845,32.73336044353252,36.4848342489837,10.326046020558643,,,,,,,,2025-05-01,guide_or_ttm|eq,ETR 19.5 src guide:S115; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W1,full_sample,2,21,2.390803738768028,6.492042611242088,13.34503294512771,28.573372536030806,35.42636286991643,39.52760174239049,11.288785030814811,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q4,2025-05-01,2,20.959202740579258,20.959202740579258,W2,full_sample,2,21,2.390803738768028,6.492042611242088,13.34503294512771,28.573372536030806,35.42636286991643,39.52760174239049,11.288785030814811,,,,,,,,2025-05-01,ttm|eq,ETR ttm 21.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-08-06,0,19.5,19.5,W1,PIT,2,22,-53.86217093994037,-37.65852370042222,-10.582939624744181,49.582939624744185,76.65852370042222,92.86217093994037,44.601033026815806,,,,,,,,2025-08-06,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-08-06,0,19.5,19.5,W2,PIT,2,22,-53.86217093994037,-37.65852370042222,-10.582939624744181,49.582939624744185,76.65852370042222,92.86217093994037,44.601033026815806,,,,,,,,2025-08-06,guide_or_ttm|rw,ETR 19.5 src guide:S115; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q3,2025-08-06,0,20.670897552130555,20.670897552130555,W1,PIT,2,22,-52.90577253578874,-36.65474844683312,-9.499999733019994,50.8417948372811,77.99654355109422,94.24756764004985,44.731439249268846,,,,,,,,2025-08-06,ttm|rw,ETR ttm 20.7; sigma additive n=12 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
