entry_date,eu40_flt_da,eu_core_flt_da,eu40_flt_o,n_states
2023-03-29,31170,28081,42933,40
2023-03-30,32696,29417,44543,40
2023-03-31,33705,30332,46618,40
2023-04-01,31951,28513,49816,40
2023-04-02,32599,28945,49089,40
2023-04-03,33279,29790,45977,40
2023-04-04,32292,28858,45233,40
2023-04-05,33321,30015,46237,40
2023-04-06,34361,30937,46710,40
2023-04-07,33902,30310,48130,40
2023-04-08,31637,28199,49409,40
2023-04-09,32514,28902,48360,40
2023-04-10,33663,30207,46807,40
2023-04-11,32839,29550,45366,40
2023-04-12,32814,29571,45551,40
2023-04-13,34122,30528,46789,40
2023-04-14,35577,31893,48665,40
2023-04-15,32976,29327,51075,40
2023-04-16,34427,30674,50678,40
2023-04-17,34461,30971,46627,40
2023-04-18,33356,30032,45094,40
2023-04-19,34057,30611,46093,40
2023-04-20,34878,31158,47070,40
2023-04-21,35298,31687,48459,40
2023-04-22,32890,29142,50786,40
2023-04-23,35142,31095,51503,40
2023-04-24,34578,30840,47153,40
2023-04-25,33524,29856,46108,40
2023-04-26,34312,30636,47082,40
2023-04-27,36222,32254,48850,40
2023-04-28,37125,33085,51466,40
2023-04-29,33696,29741,52978,40
2023-04-30,34813,30688,52467,40
2023-05-01,33675,29816,49171,40
2023-05-02,34571,30915,48134,40
2023-05-03,35093,31353,49034,40
2023-05-04,36694,32774,50305,40
2023-05-05,37219,33271,51236,40
2023-05-06,34372,30488,53864,40
2023-05-07,36346,32185,54336,40
2023-05-08,36560,32705,50449,40
2023-05-09,35242,31532,48624,40
2023-05-10,35794,32028,49999,40
2023-05-11,37046,33127,50365,40
2023-05-12,37997,34057,53230,40
2023-05-13,35254,31325,55559,40
2023-05-14,37147,33040,55244,40
2023-05-15,37060,33190,51629,40
2023-05-16,35750,32111,50173,40
2023-05-17,36925,33142,52042,40
2023-05-18,37246,33256,52776,40
2023-05-19,36130,32297,52220,40
2023-05-20,35583,31576,56511,40
2023-05-21,38691,34420,57290,40
2023-05-22,37661,33764,52775,40
2023-05-23,36377,32625,51246,40
2023-05-24,37514,33541,53159,40
2023-05-25,38787,34693,54160,40
2023-05-26,40185,36155,56535,40
2023-05-27,37443,33240,58602,40
2023-05-28,37920,33561,57932,40
2023-05-29,38949,34763,55558,40
2023-05-30,37838,33816,53183,40
2023-05-31,38178,34039,54709,40
2023-06-01,39884,35468,56451,40
2023-06-02,40345,35937,57374,40
2023-06-03,38202,33669,59779,40
2023-06-04,39779,35099,59803,40
2023-06-05,39703,35205,55964,40
2023-06-06,37354,33176,55142,40
2023-06-07,39850,35422,57075,40
2023-06-08,40329,35722,58117,40
2023-06-09,41089,36450,59021,40
2023-06-10,39222,34431,60853,40
2023-06-11,41358,36374,61855,40
2023-06-12,40367,35785,56935,40
2023-06-13,39380,35025,56255,40
2023-06-14,39994,35444,57424,40
2023-06-15,41542,36768,58550,40
2023-06-16,42530,37858,59169,40
2023-06-17,39559,34850,61453,40
2023-06-18,40878,36040,61266,40
2023-06-19,41284,36656,58379,40
2023-06-20,39323,34815,56487,40
2023-06-21,40902,36226,59090,40
2023-06-22,41477,36637,59061,40
2023-06-23,42538,37754,61623,40
2023-06-24,40228,35291,62938,40
2023-06-25,42175,37082,63014,40
2023-06-26,42166,37157,60063,40
2023-06-27,40925,36112,59079,40
2023-06-28,41461,36599,59839,40
2023-06-29,42410,37459,60097,40
2023-06-30,43225,38263,61615,40
2023-07-01,41867,36766,64450,40
2023-07-02,43383,38122,65014,40
2023-07-03,42822,37618,61404,40
2023-07-04,41452,36414,60298,40
2023-07-05,41522,36362,61072,40
2023-07-06,43246,37941,62686,40
2023-07-07,44269,39122,63819,40
2023-07-08,41809,36661,65081,40
2023-07-09,43079,37840,65376,40
2023-07-10,43100,37955,62546,40
2023-07-11,41501,36492,61115,40
2023-07-12,42162,37038,62813,40
2023-07-13,43252,38003,63129,40
2023-07-14,44039,38857,64222,40
2023-07-15,40758,35508,64299,40
2023-07-16,43240,37882,65819,40
2023-07-17,43060,37846,62448,40
2023-07-18,41792,36727,61241,40
2023-07-19,42241,37140,61965,40
2023-07-20,43407,38106,63057,40
2023-07-21,43410,38253,63567,40
2023-07-22,41980,36785,65784,40
2023-07-23,43177,37920,65740,40
2023-07-24,42251,37060,61840,40
2023-07-25,41501,36424,61384,40
2023-07-26,42424,37250,63012,40
2023-07-27,43065,37755,63241,40
2023-07-28,43657,38516,64037,40
2023-07-29,41989,36764,65965,40
2023-07-30,43404,38019,65714,40
2023-07-31,42779,37576,62163,40
2023-08-01,41863,36613,62188,40
2023-08-02,42147,36900,62848,40
2023-08-03,42647,37365,62498,40
2023-08-04,43218,37979,62575,40
2023-08-05,42021,36735,64908,40
2023-08-06,42861,37524,65455,40
2023-08-07,42670,37361,62406,40
2023-08-08,41253,36129,61300,40
2023-08-09,41681,36414,62132,40
2023-08-10,42530,37174,62667,40
2023-08-11,43331,38068,63484,40
2023-08-12,41816,36499,64959,40
2023-08-13,42749,37377,65080,40
2023-08-14,41733,36523,60962,40
2023-08-15,40904,35716,61407,40
2023-08-16,41371,36178,61584,40
2023-08-17,42005,36703,61693,40
2023-08-18,43024,37746,63006,40
2023-08-19,41583,36230,64746,40
2023-08-20,43221,37845,65301,40
2023-08-21,42478,37282,61084,40
2023-08-22,41458,36365,60804,40
2023-08-23,42107,36851,61629,40
2023-08-24,42180,36911,60787,40
2023-08-25,43096,37869,63221,40
2023-08-26,41155,35857,65093,40
2023-08-27,42211,36885,64546,40
2023-08-28,39165,34073,57616,40
2023-08-29,42160,37042,61516,40
2023-08-30,42782,37533,62266,40
2023-08-31,43366,38138,61980,40
2023-09-01,43753,38575,62510,40
2023-09-02,41162,36025,64516,40
2023-09-03,43145,37924,64380,40
2023-09-04,42343,37379,60324,40
2023-09-05,40681,35901,58985,40
2023-09-06,41293,36380,60052,40
2023-09-07,42589,37527,60728,40
2023-09-08,42538,37654,60890,40
2023-09-09,40305,35260,63443,40
2023-09-10,42647,37553,63595,40
2023-09-11,41865,36959,59179,40
2023-09-12,40453,35779,58698,40
2023-09-13,41216,36303,59613,40
2023-09-14,42225,37278,59703,40
2023-09-15,42879,38023,60279,40
2023-09-16,39556,34728,62521,40
2023-09-17,41583,36819,61708,40
2023-09-18,41439,36674,58601,40
2023-09-19,40111,35497,57951,40
2023-09-20,41096,36395,58972,40
2023-09-21,41603,36879,59071,40
2023-09-22,42445,37652,60292,40
2023-09-23,39208,34498,61500,40
2023-09-24,40996,36587,61024,40
2023-09-25,40188,36101,56013,40
2023-09-26,39831,35257,57710,40
2023-09-27,40410,35815,58182,40
2023-09-28,41505,36856,58919,40
2023-09-29,41834,37075,59857,40
2023-09-30,39501,34731,62478,40
2023-10-01,41174,36421,61834,40
2023-10-02,40071,35486,56647,40
2023-10-03,38716,34260,55798,40
2023-10-04,39307,34822,56628,40
2023-10-05,40439,35816,57137,40
2023-10-06,41446,36732,58218,40
2023-10-07,37987,33503,59999,40
2023-10-08,40052,35563,59518,40
2023-10-09,39175,34930,54344,40
2023-10-10,37714,33539,52747,40
2023-10-11,37808,33691,53200,40
2023-10-12,39422,35200,54903,40
2023-10-13,39510,35167,56254,40
2023-10-14,37535,33229,58928,40
2023-10-15,39373,35020,59608,40
2023-10-16,39057,34937,54153,40
2023-10-17,36763,32936,52054,40
2023-10-18,37153,33300,52410,40
2023-10-19,38205,34276,53359,40
2023-10-20,38167,34127,54137,40
2023-10-21,36694,32637,57472,40
2023-10-22,38215,34204,57559,40
2023-10-23,37350,33526,52508,40
2023-10-24,36011,32366,50721,40
2023-10-25,36887,33170,52227,40
2023-10-26,37733,33872,52846,40
2023-10-27,39067,35098,54819,40
2023-10-28,36296,32294,57205,40
2023-10-29,35500,31726,53163,40
2023-10-30,34165,30561,47947,40
2023-10-31,31387,27968,45970,40
2023-11-01,30582,27391,44805,40
2023-11-02,30590,27290,44655,40
2023-11-03,34074,30458,47913,40
2023-11-04,30437,26855,49180,40
2023-11-05,33104,29404,49890,40
2023-11-06,32378,29050,44139,40
2023-11-07,27389,24357,38967,40
2023-11-08,28377,25316,40498,40
2023-11-09,29793,26696,41479,40
2023-11-10,32561,29242,44373,40
2023-11-11,27515,24332,43819,40
2023-11-12,30995,27666,45328,40
2023-11-13,30667,27643,41029,40
2023-11-14,26572,23691,37460,40
2023-11-15,27632,24683,39098,40
2023-11-16,29482,26438,40480,40
2023-11-17,32399,29167,43712,40
2023-11-18,26991,23855,42128,40
2023-11-19,30418,27290,43799,40
2023-11-20,30098,27076,40841,40
2023-11-21,26039,23248,36923,40
2023-11-22,26971,24154,38087,40
2023-11-23,28714,25748,40084,40
2023-11-24,30890,27797,42224,40
2023-11-25,26476,23407,41380,40
2023-11-26,30436,27322,43876,40
2023-11-27,30210,27218,40128,40
2023-11-28,25690,22989,36259,40
2023-11-29,27087,24283,37952,40
2023-11-30,28444,25463,39531,40
2023-12-01,31047,27946,42282,40
2023-12-02,24823,21915,39694,40
2023-12-03,29170,26043,42790,40
2023-12-04,29323,26389,39328,40
2023-12-05,25604,22856,35723,40
2023-12-06,27046,24211,38156,40
2023-12-07,28236,25369,39623,40
2023-12-08,31228,28209,42248,40
2023-12-09,26919,23827,41742,40
2023-12-10,30815,27629,44069,40
2023-12-11,30540,27539,40258,40
2023-12-12,26839,23958,37007,40
2023-12-13,28107,25167,38982,40
2023-12-14,29852,26766,40869,40
2023-12-15,33452,30201,44728,40
2023-12-16,29383,26183,44822,40
2023-12-17,31540,28251,45415,40
2023-12-18,31537,28362,42641,40
2023-12-19,29841,26791,41820,40
2023-12-20,31183,27996,43375,40
2023-12-21,31166,27825,44068,40
2023-12-22,33515,29990,46577,40
2023-12-23,30852,27463,47406,40
2023-12-24,25483,22129,40872,40
2023-12-25,18747,15768,31864,40
2023-12-26,27318,24161,39794,40
2023-12-27,30198,26972,42605,40
2023-12-28,30857,27453,43733,40
2023-12-29,32441,28894,45072,40
2023-12-30,30148,26744,45657,40
2023-12-31,26403,23387,40434,40
2024-01-01,27806,24700,39849,40
2024-01-02,29923,26569,42369,40
2024-01-03,29813,26550,42559,40
2024-01-04,30431,27165,43489,40
2024-01-05,32259,28786,45566,40
2024-01-06,30332,26857,47353,40
2024-01-07,31946,28431,47047,40
2024-01-08,30000,26676,42004,40
2024-01-09,24452,21421,36779,40
2024-01-10,24873,21883,37075,40
2024-01-11,26140,23105,38490,40
2024-01-12,29477,26330,41757,40
2024-01-13,26188,23060,41961,40
2024-01-14,28790,25581,43003,40
2024-01-15,27705,24696,38558,40
2024-01-16,23055,20299,33966,40
2024-01-17,22231,19481,33280,40
2024-01-18,25369,22438,36673,40
2024-01-19,29412,26324,40904,40
2024-01-20,25847,22772,40906,40
2024-01-21,27551,24400,41288,40
2024-01-22,27628,24612,37768,40
2024-01-23,23168,20516,33578,40
2024-01-24,24068,21303,34561,40
2024-01-25,26164,23291,36754,40
2024-01-26,29107,26075,40238,40
2024-01-27,25892,22955,40659,40
2024-01-28,28571,25429,41759,40
2024-01-29,27903,24994,37801,40
2024-01-30,23625,20908,33979,40
2024-01-31,24717,21923,35498,40
2024-02-01,25649,22779,36042,40
2024-02-02,29670,26574,40863,40
2024-02-03,26573,23567,41583,40
2024-02-04,29040,25872,42537,40
2024-02-05,28746,25795,38903,40
2024-02-06,24248,21505,34676,40
2024-02-07,24213,21453,34663,40
2024-02-08,27772,24854,38899,40
2024-02-09,31494,28432,42191,40
2024-02-10,29021,25952,44131,40
2024-02-11,30260,27039,43271,40
2024-02-12,29378,26438,39102,40
2024-02-13,25177,22396,35374,40
2024-02-14,26621,23794,37209,40
2024-02-15,29144,26171,40310,40
2024-02-16,32264,29135,43434,40
2024-02-17,29970,26826,44435,40
2024-02-18,32084,28785,45369,40
2024-02-19,30486,27432,40726,40
2024-02-20,24968,22122,35597,40
2024-02-21,27069,24185,37758,40
2024-02-22,28929,25910,39854,40
2024-02-23,32009,28840,43134,40
2024-02-24,29406,26302,44365,40
2024-02-25,31622,28312,45070,40
2024-02-26,31166,28083,40865,40
2024-02-27,26426,23582,37237,40
2024-02-28,27654,24789,38311,40
2024-02-29,29644,26573,40863,40
2024-03-01,32519,29289,44035,40
2024-03-02,29640,26459,45005,40
2024-03-03,31617,28295,45676,40
2024-03-04,31692,28566,41623,40
2024-03-05,27133,24187,37691,40
2024-03-06,28065,25125,39114,40
2024-03-07,28838,25737,39778,40
2024-03-08,31489,28269,43084,40
2024-03-09,29361,26202,44572,40
2024-03-10,31877,28557,46182,40
2024-03-11,31897,28846,42097,40
2024-03-12,26512,23694,37258,40
2024-03-13,27605,24780,38745,40
2024-03-14,30018,27119,41002,40
2024-03-15,33616,30416,45171,40
2024-03-16,29704,26582,45254,40
2024-03-17,32333,29016,46258,40
2024-03-18,31975,28870,42731,40
2024-03-19,27825,24953,39232,40
2024-03-20,29109,26186,40512,40
2024-03-21,30870,27812,42096,40
2024-03-22,34282,30988,46771,40
2024-03-23,30647,27389,47199,40
2024-03-24,32004,28589,47380,40
2024-03-25,32389,29157,44125,40
2024-03-26,29550,26463,42102,40
2024-03-27,30851,27684,43799,40
2024-03-28,32597,29298,45841,40
2024-03-29,33390,29963,47195,40
2024-03-30,30748,27401,47951,40
2024-03-31,34207,30501,51622,40
2024-04-01,35109,31507,49529,40
2024-04-02,34341,30993,47829,40
2024-04-03,34594,31156,48407,40
2024-04-04,35716,32181,49430,40
2024-04-05,36754,33023,51202,40
2024-04-06,34640,30948,53201,40
2024-04-07,36832,32977,53912,40
2024-04-08,36278,32659,49748,40
2024-04-09,34778,31222,48711,40
2024-04-10,35710,32132,49923,40
2024-04-11,37084,33382,50530,40
2024-04-12,37590,33829,52233,40
2024-04-13,34784,31059,53549,40
2024-04-14,36718,32845,53021,40
2024-04-15,36237,32462,50165,40
2024-04-16,35293,31637,49165,40
2024-04-17,35985,32324,49274,40
2024-04-18,37721,33865,51075,40
2024-04-19,38224,34325,53199,40
2024-04-20,35105,31225,54475,40
2024-04-21,37361,33286,54887,40
2024-04-22,37110,33403,50673,40
2024-04-23,35470,31924,49419,40
2024-04-24,36682,32896,51278,40
2024-04-25,34825,30982,50675,40
2024-04-26,39095,34959,54266,40
2024-04-27,36170,32012,56682,40
2024-04-28,37735,33491,56129,40
2024-04-29,37658,33735,51940,40
2024-04-30,36831,32809,52464,40
2024-05-01,37149,33071,54654,40
2024-05-02,38154,34082,54145,40
2024-05-03,39510,35270,56764,40
2024-05-04,37552,33313,58925,40
2024-05-05,39369,35008,59422,40
2024-05-06,38940,34882,55031,40
2024-05-07,38090,34182,54981,40
2024-05-08,39396,35293,56607,40
2024-05-09,39418,35212,56859,40
2024-05-10,39488,35204,57006,40
2024-05-11,38040,33790,60393,40
2024-05-12,40985,36537,60788,40
2024-05-13,39989,35860,56006,40
2024-05-14,38525,34581,55265,40
2024-05-15,39280,35149,55927,40
2024-05-16,40537,36303,56912,40
2024-05-17,41471,37133,59266,40
2024-05-18,38830,34514,61643,40
2024-05-19,40102,35560,61134,40
2024-05-20,40090,35828,57507,40
2024-05-21,38979,34992,56158,40
2024-05-22,39866,35662,57202,40
2024-05-23,41717,37362,58964,40
2024-05-24,42335,37943,60181,40
2024-05-25,39430,35054,62555,40
2024-05-26,41270,36669,62366,40
2024-05-27,41531,37160,58975,40
2024-05-28,39838,35684,57400,40
2024-05-29,41101,36717,59081,40
2024-05-30,41745,37213,59999,40
2024-05-31,42798,38158,60972,40
2024-06-01,41425,36753,65640,40
2024-06-02,43696,38806,65538,40
2024-06-03,42275,37607,59784,40
2024-06-04,41057,36685,59405,40
2024-06-05,42010,37396,60623,40
2024-06-06,42726,38074,61033,40
2024-06-07,43659,38873,62216,40
2024-06-08,41078,36331,64582,40
2024-06-09,42864,37887,64965,40
2024-06-10,43218,38323,61537,40
2024-06-11,41363,36810,59924,40
2024-06-12,42675,38000,60930,40
2024-06-13,43847,38953,62203,40
2024-06-14,44972,39908,63592,40
2024-06-15,42495,37437,66423,40
2024-06-16,44095,38976,66011,40
2024-06-17,43627,38747,61892,40
2024-06-18,42449,37767,61087,40
2024-06-19,43840,38811,62852,40
2024-06-20,44876,39716,63692,40
2024-06-21,44741,39634,64228,40
2024-06-22,42463,37362,67367,40
2024-06-23,44449,39078,67736,40
2024-06-24,44414,39224,64179,40
2024-06-25,43315,38380,63321,40
2024-06-26,43314,38262,62458,40
2024-06-27,44478,39263,63919,40
2024-06-28,45221,39965,66132,40
2024-06-29,42680,37543,67493,40
2024-06-30,44782,39399,69056,40
2024-07-01,44774,39457,64971,40
2024-07-02,43690,38555,65059,40
2024-07-03,44506,39162,66775,40
2024-07-04,45011,39656,65730,40
2024-07-05,45710,40378,66455,40
2024-07-06,43644,38397,68980,40
2024-07-07,45297,39828,69083,40
2024-07-08,44648,39393,65772,40
2024-07-09,43690,38600,64899,40
2024-07-10,44326,39076,66268,40
2024-07-11,45342,40013,67503,40
2024-07-12,44899,39658,66915,40
2024-07-13,44326,39067,69589,40
2024-07-14,45585,40101,69968,40
2024-07-15,45974,40628,66749,40
2024-07-16,43999,38842,66072,40
2024-07-17,44878,39627,66329,40
2024-07-18,45432,40099,66555,40
2024-07-19,43091,38003,62620,40
2024-07-20,43832,38637,68263,40
2024-07-21,44692,39219,69046,40
2024-07-22,45257,39948,66242,40
2024-07-23,43968,38753,66150,40
2024-07-24,44944,39587,66973,40
2024-07-25,45562,40080,66845,40
2024-07-26,44957,39651,67349,40
2024-07-27,44406,39118,69561,40
2024-07-28,45679,40212,69660,40
2024-07-29,45096,39783,66395,40
2024-07-30,43973,38747,65320,40
2024-07-31,44579,39223,66299,40
2024-08-01,44688,39182,65530,40
2024-08-02,45742,40388,66946,40
2024-08-03,44399,39064,69543,40
2024-08-04,45146,39703,68626,40
2024-08-05,45001,39597,66202,40
2024-08-06,43740,38548,65160,40
2024-08-07,43782,38521,65837,40
2024-08-08,44799,39378,66654,40
2024-08-09,45626,40233,67651,40
2024-08-10,44415,39121,69057,40
2024-08-11,44894,39398,68375,40
2024-08-12,44512,39226,64971,40
2024-08-13,42896,37764,64114,40
2024-08-14,43481,38197,64966,40
2024-08-15,43791,38415,66299,40
2024-08-16,45236,39914,66548,40
2024-08-17,43620,38337,68660,40
2024-08-18,44498,39069,67669,40
2024-08-19,44491,39196,64686,40
2024-08-20,43369,38165,64672,40
2024-08-21,43985,38697,65266,40
2024-08-22,44788,39470,65629,40
2024-08-23,45443,40178,65961,40
2024-08-24,43538,38322,68347,40
2024-08-25,44796,39496,68032,40
2024-08-26,44335,39057,63973,40
2024-08-27,43391,38261,64281,40
2024-08-28,44467,39182,65008,40
2024-08-29,45046,39737,65754,40
2024-08-30,45643,40314,66502,40
2024-08-31,43632,38389,68542,40
2024-09-01,45226,39780,68360,40
2024-09-02,44277,39083,64571,40
2024-09-03,43191,38172,63668,40
2024-09-04,43678,38617,64167,40
2024-09-05,44191,39025,64526,40
2024-09-06,45031,39886,65577,40
2024-09-07,42470,37359,67137,40
2024-09-08,44065,38768,67172,40
2024-09-09,43876,38806,62721,40
2024-09-10,42252,37445,62128,40
2024-09-11,43346,38348,63626,40
2024-09-12,43622,38583,62985,40
2024-09-13,44210,39211,63756,40
2024-09-14,41915,36901,66568,40
2024-09-15,44065,38878,66658,40
2024-09-16,43489,38575,62841,40
2024-09-17,42292,37542,62132,40
2024-09-18,43010,38191,62769,40
2024-09-19,43874,38995,63409,40
2024-09-20,44612,39767,64177,40
2024-09-21,41648,36799,66398,40
2024-09-22,43755,38685,65779,40
2024-09-23,42967,38176,62146,40
2024-09-24,41001,36497,61302,40
2024-09-25,42590,37969,62135,40
2024-09-26,43382,38594,62981,40
2024-09-27,43875,39064,63855,40
2024-09-28,41399,36587,65755,40
2024-09-29,43614,38691,65835,40
2024-09-30,42777,38033,62454,40
2024-10-01,39833,35419,59214,40
2024-10-02,41081,36698,60519,40
2024-10-03,41279,36919,60244,40
2024-10-04,41686,37223,60722,40
2024-10-05,40008,35367,64662,40
2024-10-06,42174,37442,64593,40
2024-10-07,41359,36803,59930,40
2024-10-08,39101,34805,58930,40
2024-10-09,39942,35581,59493,40
2024-10-10,41211,36774,60375,40
2024-10-11,42052,37570,61179,40
2024-10-12,39329,34821,63287,40
2024-10-13,41400,36634,63588,40
2024-10-14,40619,36175,59113,40
2024-10-15,39298,35018,57726,40
2024-10-16,39754,35453,58646,40
2024-10-17,40523,36240,58800,40
2024-10-18,41639,37126,60885,40
2024-10-19,39310,34811,63719,40
2024-10-20,40473,35791,62507,40
2024-10-21,40333,35908,58673,40
2024-10-22,38880,34707,57614,40
2024-10-23,39425,35181,58355,40
2024-10-24,40355,36081,58636,40
2024-10-25,41457,36874,60923,40
2024-10-26,39038,34511,63471,40
2024-10-27,37577,33183,58422,40
2024-10-28,36359,32323,53676,40
2024-10-29,33394,29672,50284,40
2024-10-30,34417,30561,51533,40
2024-10-31,35655,31598,52675,40
2024-11-01,36188,32027,53689,40
2024-11-02,33707,29599,55419,40
2024-11-03,36818,32494,56311,40
2024-11-04,34347,30468,49164,40
2024-11-05,28961,25501,43204,40
2024-11-06,29474,25991,44326,40
2024-11-07,31804,28172,45831,40
2024-11-08,34352,30620,48753,40
2024-11-09,29775,26127,48075,40
2024-11-10,32872,29003,49234,40
2024-11-11,32740,29113,46734,40
2024-11-12,28038,24788,41091,40
2024-11-13,28420,25166,42485,40
2024-11-14,31216,27719,44698,40
2024-11-15,34176,30457,47950,40
2024-11-16,28928,25435,46222,40
2024-11-17,32379,28630,48186,40
2024-11-18,32381,28866,45220,40
2024-11-19,27096,23995,39532,40
2024-11-20,27997,24795,41323,40
2024-11-21,29740,26426,42771,40
2024-11-22,32859,29363,46287,40
2024-11-23,28375,24982,44915,40
2024-11-24,31494,27870,47024,40
2024-11-25,31843,28444,44484,40
2024-11-26,27109,24079,39595,40
2024-11-27,27755,24639,40496,40
2024-11-28,30134,26885,42571,40
2024-11-29,32734,29240,46005,40
2024-11-30,28171,24894,44794,40
2024-12-01,31935,28394,46837,40
2024-12-02,31906,28530,43979,40
2024-12-03,27235,24162,39696,40
2024-12-04,28252,25124,40961,40
2024-12-05,30474,27112,43214,40
2024-12-06,32734,29231,45546,40
2024-12-07,27607,24375,43851,40
2024-12-08,31619,28046,46626,40
2024-12-09,32433,29045,44658,40
2024-12-10,27980,24887,40523,40
2024-12-11,29215,25995,42378,40
2024-12-12,31453,27971,44537,40
2024-12-13,34246,30665,47389,40
2024-12-14,30141,26762,46250,40
2024-12-15,32637,29053,47976,40
2024-12-16,33019,29454,45900,40
2024-12-17,28891,25642,42213,40
2024-12-18,30331,26984,44376,40
2024-12-19,34099,30414,48010,40
2024-12-20,36014,32173,50661,40
2024-12-21,33269,29513,51383,40
2024-12-22,34190,30273,50980,40
2024-12-23,33631,29906,47674,40
2024-12-24,25064,21698,39127,40
2024-12-25,18919,15717,33845,40
2024-12-26,30555,26871,45398,40
2024-12-27,33599,29854,48306,40
2024-12-28,31870,28153,49564,40
2024-12-29,32965,29042,49444,40
2024-12-30,32775,29044,47113,40
2024-12-31,26478,23248,40585,40
2025-01-01,26903,23605,41336,40
2025-01-02,33063,29213,48017,40
2025-01-03,34232,30379,49298,40
2025-01-04,32728,28989,50193,40
2025-01-05,33098,29153,50521,40
2025-01-06,32498,28783,47856,40
2025-01-07,28042,24691,42303,40
2025-01-08,25919,22503,40171,40
2025-01-09,27321,23842,41097,40
2025-01-10,30794,27183,45054,40
2025-01-11,28134,24686,45374,40
2025-01-12,30481,26772,46583,40
2025-01-13,29453,26003,42448,40
2025-01-14,24071,20983,36667,40
2025-01-15,24489,21338,37521,40
2025-01-16,27261,23809,40645,40
2025-01-17,30599,27031,44247,40
2025-01-18,27624,24172,44425,40
2025-01-19,30141,26417,45566,40
2025-01-20,29767,26330,42543,40
2025-01-21,24080,21026,36506,40
2025-01-22,25670,22508,38652,40
2025-01-23,27713,24362,40939,40
2025-01-24,30477,27025,43664,40
2025-01-25,28174,24811,44549,40
2025-01-26,30429,26806,45612,40
2025-01-27,29746,26373,42060,40
2025-01-28,24199,21197,36363,40
2025-01-29,25565,22434,37780,40
2025-01-30,27975,24550,40122,40
2025-01-31,31833,28275,44820,40
2025-02-01,29001,25533,45467,40
2025-02-02,31565,27840,46590,40
2025-02-03,30727,27273,42805,40
2025-02-04,25958,22870,38420,40
2025-02-05,26863,23734,39623,40
2025-02-06,29289,26099,41740,40
2025-02-07,32912,29377,45773,40
2025-02-08,29969,26593,46797,40
2025-02-09,32020,28451,47371,40
2025-02-10,31454,28082,43633,40
2025-02-11,26797,23805,39428,40
2025-02-12,28290,25185,41254,40
2025-02-13,29573,26257,41892,40
2025-02-14,34356,30755,47992,40
2025-02-15,32135,28650,49002,40
2025-02-16,33301,29612,49022,40
2025-02-17,32553,29090,45281,40
2025-02-18,28728,25592,41709,40
2025-02-19,30114,26923,43446,40
2025-02-20,31923,28527,44584,40
2025-02-21,33798,30597,46771,40
2025-02-22,31921,28710,48457,40
2025-02-23,34224,30541,49845,40
2025-02-24,32864,29293,45784,40
2025-02-25,28383,25133,41457,40
2025-02-26,29371,26087,42955,40
2025-02-27,30898,27378,43873,40
2025-02-28,32830,29269,45765,40
2025-03-01,32114,28592,49438,40
2025-03-02,33810,30152,50044,40
2025-03-03,33218,29764,46153,40
2025-03-04,29475,26377,42140,40
2025-03-05,30651,27382,43981,40
2025-03-06,32463,29038,45423,40
2025-03-07,34702,31241,48126,40
2025-03-08,31811,28412,48568,40
2025-03-09,33826,30238,49531,40
2025-03-10,29495,26287,41206,40
2025-03-11,29754,26644,42926,40
2025-03-12,30464,27280,43876,40
2025-03-13,32518,29193,45283,40
2025-03-14,34664,31179,48531,40
2025-03-15,31314,27917,48610,40
2025-03-16,33827,30140,50131,40
2025-03-17,33570,30103,46692,40
2025-03-18,29501,26432,42508,40
2025-03-19,30633,27359,44363,40
2025-03-20,33086,29579,46151,40
2025-03-21,33606,29988,46529,40
2025-03-22,31168,27684,48534,40
2025-03-23,33938,30231,49826,40
2025-03-24,33311,29829,46420,40
2025-03-25,29718,26531,43287,40
2025-03-26,30859,27520,44473,40
2025-03-27,33111,29508,46422,40
2025-03-28,35094,31358,48959,40
2025-03-29,31331,27728,48765,40
2025-03-30,36784,32691,54502,40
2025-03-31,35891,31938,50405,40
2025-04-01,36020,32035,51041,40
2025-04-02,36929,32815,52981,40
2025-04-03,38392,34163,53510,40
2025-04-04,39385,34990,55510,40
2025-04-05,36532,32387,57227,40
2025-04-06,38646,34218,57603,40
2025-04-07,38428,34176,54580,40
2025-04-08,36790,32769,53039,40
2025-04-09,36915,32835,52210,40
2025-04-10,39848,35472,56656,40
2025-04-11,40833,36330,58240,40
2025-04-12,37942,33648,59475,40
2025-04-13,39158,34797,58545,40
2025-04-14,39013,34640,55783,40
2025-04-15,37309,33111,54344,40
2025-04-16,38932,34590,56904,40
2025-04-17,40276,35787,56769,40
2025-04-18,39654,35067,58054,40
2025-04-19,37542,33087,59594,40
2025-04-20,38665,33977,59077,40
2025-04-21,39331,34815,57035,40
2025-04-22,38175,33965,55394,40
2025-04-23,38802,34499,56123,40
2025-04-24,39783,35365,57280,40
2025-04-25,40848,36327,58807,40
2025-04-26,38476,33880,61473,40
2025-04-27,40708,35888,61937,40
2025-04-28,38499,34105,55877,40
2025-04-29,37746,33449,54962,40
2025-04-30,40117,35615,57784,40
2025-05-01,40259,35661,59456,40
2025-05-02,40622,36081,59245,40
2025-05-03,39060,34482,62436,40
2025-05-04,41981,37197,63671,40
2025-05-05,40520,36009,58204,40
2025-05-06,39162,34952,56614,40
2025-05-07,40156,35899,57712,40
2025-05-08,41425,36912,59378,40
2025-05-09,41715,37233,59921,40
2025-05-10,39337,34838,62793,40
2025-05-11,41881,37095,63467,40
