origin_date,last_reported_quarter,last_company_publication,target,quarter,year,horizon_quarters,guide_announcements_ahead,is_live,guide_event_date,actual_revenue_musd,actual_guide_mid_musd,cushion_pct,cushion_divisor,n_cushion,knowable_from,coefficient_information_date,point_in_time_eligible,oracle_future_information_used,predictive_interval,model,anchor_quarter,value_musd,source_publication,source_type
2024-08-06,2024Q2,2024-08-06,2025Q2,2025Q2,2025,4,3,False,2025-05-01,3096.0,3020.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,revenue_growth,2024Q2,2748.0,2024-08-06,reported_revenue
2024-08-06,2024Q2,2024-08-06,2025Q2,2025Q2,2025,4,3,False,2025-05-01,3096.0,3020.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,guide_growth,2023Q3,3350.0,2023-08-03,initial_issued_guide
2024-08-06,2024Q2,2024-08-06,2025Q2,2025Q2,2025,4,3,False,2025-05-01,3096.0,3020.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,guide_growth,2024Q2,2710.0,2024-05-08,initial_issued_guide
2024-08-06,2024Q2,2024-08-06,2025Q2,2025Q2,2025,4,3,False,2025-05-01,3096.0,3020.0,2.63527832427006,1.0263527832427006,8,2024-08-06,2024-08-06,True,False,not_calculated,guide_growth,2024Q3,3700.0,2024-08-06,initial_issued_guide
2024-11-07,2024Q3,2024-11-07,2025Q3,2025Q3,2025,4,3,False,2025-08-06,4095.0,4060.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,revenue_growth,2023Q3,3397.0,2023-11-01,reported_revenue
2024-11-07,2024Q3,2024-11-07,2025Q3,2025Q3,2025,4,3,False,2025-08-06,4095.0,4060.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,revenue_growth,2024Q3,3732.0,2024-11-07,reported_revenue
2024-11-07,2024Q3,2024-11-07,2025Q3,2025Q3,2025,4,3,False,2025-08-06,4095.0,4060.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,guide_growth,2023Q4,2150.0,2023-11-01,initial_issued_guide
2024-11-07,2024Q3,2024-11-07,2025Q3,2025Q3,2025,4,3,False,2025-08-06,4095.0,4060.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,guide_growth,2024Q3,3700.0,2024-08-06,initial_issued_guide
2024-11-07,2024Q3,2024-11-07,2025Q3,2025Q3,2025,4,3,False,2025-08-06,4095.0,4060.0,2.5048705313180957,1.025048705313181,8,2024-11-07,2024-11-07,True,False,not_calculated,guide_growth,2024Q4,2415.0,2024-11-07,initial_issued_guide
2025-02-13,2024Q4,2025-02-13,2025Q4,2025Q4,2025,4,3,False,2025-11-06,2778.0,2690.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,revenue_growth,2023Q4,2218.0,2024-02-13,reported_revenue
2025-02-13,2024Q4,2025-02-13,2025Q4,2025Q4,2025,4,3,False,2025-11-06,2778.0,2690.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,revenue_growth,2024Q4,2480.0,2025-02-13,reported_revenue
2025-02-13,2024Q4,2025-02-13,2025Q4,2025Q4,2025,4,3,False,2025-11-06,2778.0,2690.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,guide_growth,2024Q1,2050.0,2024-02-13,initial_issued_guide
2025-02-13,2024Q4,2025-02-13,2025Q4,2025Q4,2025,4,3,False,2025-11-06,2778.0,2690.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,guide_growth,2024Q4,2415.0,2024-11-07,initial_issued_guide
2025-02-13,2024Q4,2025-02-13,2025Q4,2025Q4,2025,4,3,False,2025-11-06,2778.0,2690.0,2.420113802539628,1.0242011380253964,8,2025-02-13,2025-02-13,True,False,not_calculated,guide_growth,2025Q1,2250.0,2025-02-13,initial_issued_guide
2025-05-01,2025Q1,2025-05-01,2026Q1,2026Q1,2026,4,3,False,2026-02-12,2678.0,2610.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,revenue_growth,2024Q1,2142.0,2024-05-08,reported_revenue
2025-05-01,2025Q1,2025-05-01,2026Q1,2026Q1,2026,4,3,False,2026-02-12,2678.0,2610.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,revenue_growth,2025Q1,2272.0,2025-05-01,reported_revenue
2025-05-01,2025Q1,2025-05-01,2026Q1,2026Q1,2026,4,3,False,2026-02-12,2678.0,2610.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,guide_growth,2024Q2,2710.0,2024-05-08,initial_issued_guide
2025-05-01,2025Q1,2025-05-01,2026Q1,2026Q1,2026,4,3,False,2026-02-12,2678.0,2610.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,guide_growth,2025Q1,2250.0,2025-02-13,initial_issued_guide
2025-05-01,2025Q1,2025-05-01,2026Q1,2026Q1,2026,4,3,False,2026-02-12,2678.0,2610.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,2025-05-01,True,False,not_calculated,guide_growth,2025Q2,3020.0,2025-05-01,initial_issued_guide
2025-08-06,2025Q2,2025-08-06,2026Q2,2026Q2,2026,4,3,False,2026-05-07,3608.0,3570.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,revenue_growth,2024Q2,2748.0,2024-08-06,reported_revenue
2025-08-06,2025Q2,2025-08-06,2026Q2,2026Q2,2026,4,3,False,2026-05-07,3608.0,3570.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,revenue_growth,2025Q2,3096.0,2025-08-06,reported_revenue
2025-08-06,2025Q2,2025-08-06,2026Q2,2026Q2,2026,4,3,False,2026-05-07,3608.0,3570.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,guide_growth,2024Q3,3700.0,2024-08-06,initial_issued_guide
2025-08-06,2025Q2,2025-08-06,2026Q2,2026Q2,2026,4,3,False,2026-05-07,3608.0,3570.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,guide_growth,2025Q2,3020.0,2025-05-01,initial_issued_guide
2025-08-06,2025Q2,2025-08-06,2026Q2,2026Q2,2026,4,3,False,2026-05-07,3608.0,3570.0,2.1883131242109055,1.021883131242109,8,2025-08-06,2025-08-06,True,False,not_calculated,guide_growth,2025Q3,4060.0,2025-08-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2026Q4,2026Q4,2026,2,1,True,2026-11-05,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2025Q2,3096.0,2025-08-06,reported_revenue
2026-09-15,2026Q2,2026-08-06,2026Q4,2026Q4,2026,2,1,True,2026-11-05,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2025Q4,2778.0,2026-02-12,reported_revenue
2026-09-15,2026Q2,2026-08-06,2026Q4,2026Q4,2026,2,1,True,2026-11-05,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2026Q2,3608.0,2026-08-06,reported_revenue
2026-09-15,2026Q2,2026-08-06,2026Q4,2026Q4,2026,2,1,True,2026-11-05,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2025Q3,4060.0,2025-08-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2026Q4,2026Q4,2026,2,1,True,2026-11-05,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2025Q4,2690.0,2025-11-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2026Q4,2026Q4,2026,2,1,True,2026-11-05,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2026Q3,4730.0,2026-08-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2027Q1,2027Q1,2027,3,2,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2025Q2,3096.0,2025-08-06,reported_revenue
2026-09-15,2026Q2,2026-08-06,2027Q1,2027Q1,2027,3,2,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2026Q1,2678.0,2026-05-07,reported_revenue
2026-09-15,2026Q2,2026-08-06,2027Q1,2027Q1,2027,3,2,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2026Q2,3608.0,2026-08-06,reported_revenue
2026-09-15,2026Q2,2026-08-06,2027Q1,2027Q1,2027,3,2,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2025Q3,4060.0,2025-08-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2027Q1,2027Q1,2027,3,2,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2026Q1,2610.0,2026-02-12,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2027Q1,2027Q1,2027,3,2,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2026Q3,4730.0,2026-08-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2027Q2,2027Q2,2027,4,3,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2025Q2,3096.0,2025-08-06,reported_revenue
2026-09-15,2026Q2,2026-08-06,2027Q2,2027Q2,2027,4,3,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,revenue_growth,2026Q2,3608.0,2026-08-06,reported_revenue
2026-09-15,2026Q2,2026-08-06,2027Q2,2027Q2,2027,4,3,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2025Q3,4060.0,2025-08-06,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2027Q2,2027Q2,2027,4,3,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2026Q2,3570.0,2026-05-07,initial_issued_guide
2026-09-15,2026Q2,2026-08-06,2027Q2,2027Q2,2027,4,3,True,,,,1.8567430632975808,1.0185674306329757,8,2026-08-06,2026-08-06,True,False,not_calculated,guide_growth,2026Q3,4730.0,2026-08-06,initial_issued_guide
