merchant_name,category,bnpl_provider,source_urls,merchant_urls
BRIKA,Fashion,afterpay,https://www.afterpay.com/en-US/categories/home; https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://brikabentonville.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BRIKA,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/home; https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://brikabentonville.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BRIKA,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/home; https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://brikabentonville.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BRIKA,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home; https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://brikabentonville.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bringing West East,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.bringingwesteast.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brinley Jo’s,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.brinleyjos.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BRIO STYLE,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://yourbriostyle.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Briogeo Hair,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://briogeohair.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Britany J Beauty,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.britanyjbeauty.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brite Candle Co.,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/home,https://britecandleco.shop?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brite Candle Co.,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/home,https://britecandleco.shop?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brittany Nalian Hair,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.brittanynalianhair.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brixton,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://www.brixton.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brochu Walker,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.brochuwalker.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bromelia Swimwear,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://bromeliaswimwear.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brooke’s Crafty Creations,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,http://brookescraftycreations.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brooklinen,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.brooklinen.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brow Bae,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://microbladingbrowbae.glossgenius.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brown Girls Hair,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.bghaircare.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brown Sugar Babe,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://brownsugarbabe.net?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brunette fashion,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.brunettefashions.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brush Hair Studio,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://brush-hair-studio-100568.square.site/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brutal Buddha,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/mens-clothing,https://www.brutalbuddhagear.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Brutal Buddha,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/mens-clothing,https://www.brutalbuddhagear.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bubble Belly,Fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://shopbubblebelly.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bubble Belly,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://shopbubblebelly.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bubble Belly,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://shopbubblebelly.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buchonas Nails,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,http://buchonas-nails.square.site/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buckle,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buckle.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buckle,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buckle.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buckle Me Baby Coats,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.bucklemecoats.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bucko!,Fashion,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buckoshop.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bucko!,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buckoshop.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bucko!,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buckoshop.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BuddyLove,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://buddylove.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Budget Tech Depot,Electronics & Devices,afterpay,https://www.afterpay.com/en-US/categories/tech,https://budgettechdepot.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buffalo Dallas Merchandise & Apparel,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buffalodallas.com
Buffalo Dallas Merchandise & Apparel,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buffalodallas.com
Buffbunny Collection,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buffbunny.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buffy,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://buffy.co/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
builtny,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.builtny.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BulkSupplements.com,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://www.bulksupplements.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bull Airs,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://www.bullairs.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bulldogology,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://bulldogology.net?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bullseye Sneaker Boutique,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://bullseyesb.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bumble and Bumble.,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.bumbleandbumble.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bums & Roses,Fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/womens-clothing,https://bumsandroses.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bums & Roses,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/womens-clothing,https://bumsandroses.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
bungle nursery cribs,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://bunglecribs.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Burneek,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/home,https://www.burneek.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Burneek,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/home,https://www.burneek.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Business World,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.gobusinessworld.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Business World,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.gobusinessworld.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Bustle,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.bustlebatonrouge.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Butterfly Kiss Cosmetics,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://bkeyelashes.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BUXOM Cosmetics,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.buxomcosmetics.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Buy Barber,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,http://www.buybarber.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BuyWake.com,Fashion,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buywake.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BuyWake.com,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buywake.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
BuyWake.com,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.buywake.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
by / rosie jane,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://byrosiejane.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
bymarisa.myshopify.com,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://steelcorewear.com
BYMCF.com,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.bymcf.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
C Custom Wear,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.ccustomwear.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
C Custom Wear,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.ccustomwear.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
C Leigh C Salon,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://cleighcsalon.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cake Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://cakeparkcity.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
California Baby,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.californiababy.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Callie,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.callie.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Calming Pup,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://calmingpup.com
Calphalon,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.calphalon.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Calvin Klein,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.calvinklein.us/en/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Calvin Klein,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.calvinklein.us/en/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Calzedonia,Fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.calzedonia.com/us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Calzedonia,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.calzedonia.com/us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Calzedonia,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.calzedonia.com/us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Camila Canabal Shop,Fashion,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://camilacanabalshop.com
Camila Canabal Shop,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://camilacanabalshop.com
Camille Rose,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.camillerose.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Campus Protein,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/home,https://campusprotein.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Campus Protein,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health; https://www.afterpay.com/en-US/categories/home,https://campusprotein.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Canvas Cultures,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://canvascultures.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Canyon City Customs,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.canyon-city-customs.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CAP Beauty,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.capbeauty.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capelli's Studio & Spa,Fashion,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://capellis-studio-spa.square.site/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capelli's Studio & Spa,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://capellis-studio-spa.square.site/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capittana,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.capittana.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capsiplex,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://capsiplex.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capsule NYC,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://www.capsule.nyc/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capture The Magic Apparel,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.capturethemagicpodcast.com//?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Capture The Magic Apparel,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.capturethemagicpodcast.com//?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Caraway Home,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.carawayhome.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Care Tucker,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.caretucker.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Carhartt,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.carhartt.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Carhartt,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.carhartt.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cariberoro Beauty & Health,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.cariberoro.net/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Carina's Studio,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.carinastudio.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Caron Shoes Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.caronboutique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Carter's,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.carters.com/home?id=carters/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Casa Raul Western Wear,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.casaraulww.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Casa Raul Western Wear,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.casaraulww.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Casaba Shop,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.casabashop.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Casaba Shop,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.casabashop.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CASALUMA,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,http://www.casaluma.shop/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Casely,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.getcasely.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Caudalie,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/health,https://us.caudalie.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CB Furniture,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.cbfurn.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cecilia’s House,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://cecilias.house/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cela Baby,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://celababy.com
Cell & Computer Geeks,Electronics & Devices,afterpay,https://www.afterpay.com/en-US/categories/tech,https://cellncomputergeeks.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Celluma Light Therapy,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://www.celluma.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Centerd Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://centerdboutique.com
Central Computers,Electronics & Devices,afterpay,https://www.afterpay.com/en-US/categories/tech,https://www.centralcomputer.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cerulean Bay,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,http://www.ceruleanbay.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cettire,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.cettire.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cettire,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.cettire.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CG SPA NATURAL FACIAL & BODY,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://cgspanatural.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chamelo,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://chamelo.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Champion,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.champion.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Champion,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.champion.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chandler Swain,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://extremetcg.square.site/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chane Artistry Cosmetics,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://chaneartistry.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chantecaille,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://chantecaille.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
Chaos Candle Company,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.chaoscandlecompany.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
Chappy Wrap,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://chappywrap.com/
Chargeasap,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://chargeasap.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
Charles & Keith,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.charleskeith.com/us?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Charlotte Tilbury,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.charlottetilbury.com/us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Charlotte's on Shallowbag Bay,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://charlottesmanteo.square.site/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Charming Charlie,Fashion,afterpay,https://www.afterpay.com/en-US/categories/home; https://www.afterpay.com/en-US/categories/womens-clothing,https://charmingcharlie.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
Charming Charlie,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home; https://www.afterpay.com/en-US/categories/womens-clothing,https://charmingcharlie.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
Charms By Prince,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.charmsbyprince.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Charms By Prince,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.charmsbyprince.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chase Vision,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://www.chasevision.org/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chevignon,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,http://www.chevignon.us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chic & Curvy,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://chicandcurvy.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chic Couture Online,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://chiccoutureonline.com/
Chic Me,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.chicme.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chic Soul,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://chicsoul.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chicco,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.chiccousa.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chico’s,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.chicos.com/store/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chictique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.shopchictique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chimzi Fashion,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://Chimzi.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chimzi Fashion,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://Chimzi.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chinga Clothing,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.chingaclothing.co.nz/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
