accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,core_type,size,isXBRL,isInlineXBRL,isXBRLNumeric,primaryDocument,primaryDocDescription
0000950170-23-073582,2023-12-28,2023-12-26,2023-12-28T21:05:06.000Z,,4,,,,4,4554,0,0,,xslF345X05/ownership.xml,4
0000950170-23-072623,2023-12-22,2023-12-20,2023-12-22T21:05:12.000Z,,4,,,,4,16814,0,0,,xslF345X05/ownership.xml,4
0000950170-23-072207,2023-12-21,2023-12-19,2023-12-21T21:05:21.000Z,,4,,,,4,9614,0,0,,xslF345X05/ownership.xml,4
0000950170-23-070723,2023-12-15,2023-12-13,2023-12-15T21:05:12.000Z,,4,,,,4,13811,0,0,,xslF345X05/ownership.xml,4
0000950170-23-070490,2023-12-14,2023-12-12,2023-12-14T22:41:15.000Z,,4,,,,4,12878,0,0,,xslF345X05/ownership.xml,4
0000950170-23-069396,2023-12-11,2023-12-07,2023-12-11T21:05:12.000Z,,4,,,,4,11454,0,0,,xslF345X05/ownership.xml,4
0000950170-23-069395,2023-12-11,2023-12-07,2023-12-11T21:05:12.000Z,,4,,,,4,11975,0,0,,xslF345X05/ownership.xml,4
0000950170-23-069394,2023-12-11,2023-12-07,2023-12-11T21:05:08.000Z,,4,,,,4,5103,0,0,,xslF345X05/ownership.xml,4
0000950170-23-069393,2023-12-11,2023-12-07,2023-12-11T21:05:05.000Z,,4,,,,4,11458,0,0,,xslF345X05/ownership.xml,4
0000950170-23-069043,2023-12-08,2023-12-06,2023-12-08T21:05:08.000Z,,4,,,,4,11459,0,0,,xslF345X05/ownership.xml,4
0000950170-23-068793,2023-12-07,2023-12-05,2023-12-07T21:05:10.000Z,,4,,,,4,11458,0,0,,xslF345X05/ownership.xml,4
0000950170-23-068600,2023-12-06,2023-12-04,2023-12-06T23:00:04.000Z,,4,,,,4,4633,0,0,,xslF345X05/ownership.xml,4
0000950170-23-068146,2023-12-05,2023-12-01,2023-12-05T21:05:10.000Z,,4,,,,4,6672,0,0,,xslF345X05/ownership.xml,4
0000950170-23-068147,2023-12-05,2023-12-01,2023-12-05T21:05:08.000Z,,4,,,,4,8090,0,0,,xslF345X05/ownership.xml,4
0000950170-23-067323,2023-12-01,2023-11-29,2023-12-01T21:05:09.000Z,,4,,,,4,4467,0,0,,xslF345X05/ownership.xml,4
0000950170-23-067030,2023-11-30,2023-11-28,2023-11-30T21:05:09.000Z,,4,,,,4,13388,0,0,,xslF345X05/ownership.xml,4
0000950170-23-066728,2023-11-29,2023-11-27,2023-11-29T21:05:04.000Z,,4,,,,4,10919,0,0,,xslF345X05/ownership.xml,4
0000950170-23-066111,2023-11-27,2023-11-22,2023-11-27T21:05:15.000Z,,4,,,,4,9505,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065865,2023-11-22,2023-11-21,2023-11-22T21:05:21.000Z,,4,,,,4,4935,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065869,2023-11-22,2023-11-21,2023-11-22T21:05:14.000Z,,4,,,,4,4470,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065606,2023-11-21,2023-11-20,2023-11-21T22:24:03.000Z,,4,,,,4,5817,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065604,2023-11-21,2023-11-20,2023-11-21T22:21:45.000Z,,4,,,,4,4876,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065603,2023-11-21,2023-11-20,2023-11-21T22:21:13.000Z,,4,,,,4,4215,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065589,2023-11-21,2023-11-20,2023-11-21T22:14:01.000Z,,4,,,,4,4273,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065586,2023-11-21,2023-11-20,2023-11-21T22:12:28.000Z,,4,,,,4,4244,0,0,,xslF345X05/ownership.xml,4
0000950170-23-065582,2023-11-21,2023-11-20,2023-11-21T22:11:16.000Z,,4,,,,4,10256,0,0,,xslF345X05/ownership.xml,4
0000950170-23-064852,2023-11-17,2023-11-15,2023-11-17T21:30:21.000Z,,4,,,,4,5079,0,0,,xslF345X05/ownership.xml,4
0000950170-23-064571,2023-11-16,2023-11-14,2023-11-16T22:23:59.000Z,,4,,,,4,15478,0,0,,xslF345X05/ownership.xml,4
0000950170-23-064505,2023-11-16,2023-11-14,2023-11-16T21:05:12.000Z,,4,,,,4,7645,0,0,,xslF345X05/ownership.xml,4
0000950170-23-063867,2023-11-14,2023-11-10,2023-11-14T22:32:27.000Z,,4,,,,4,19915,0,0,,xslF345X05/ownership.xml,4
0000950170-23-062993,2023-11-13,2023-11-08,2023-11-13T21:20:46.000Z,,4,,,,4,15284,0,0,,xslF345X05/ownership.xml,4
0001062993-23-020437,2023-11-09,2023-11-07,2023-11-09T22:18:45.000Z,,4,,,,4,17155,0,0,,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0000950170-23-061083,2023-11-08,2023-11-06,2023-11-08T21:05:09.000Z,,4,,,,4,17220,0,0,,xslF345X05/ownership.xml,4
0000950170-23-059375,2023-11-06,2023-11-02,2023-11-06T21:05:11.000Z,,4,,,,4,14771,0,0,,xslF345X05/ownership.xml,4
0000950170-23-058909,2023-11-03,2023-11-01,2023-11-03T21:16:50.000Z,,4,,,,4,6647,0,0,,xslF345X05/ownership.xml,4
0000950170-23-058806,2023-11-03,2023-11-01,2023-11-03T20:05:23.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-055979,2023-10-27,2023-10-25,2023-10-27T20:05:16.000Z,,4,,,,4,9506,0,0,,xslF345X05/ownership.xml,4
0000950170-23-054169,2023-10-19,2023-10-17,2023-10-19T20:05:05.000Z,,4,,,,4,4411,0,0,,xslF345X05/ownership.xml,4
0000950170-23-053970,2023-10-18,2023-10-16,2023-10-18T20:05:10.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-053301,2023-10-13,2023-10-11,2023-10-13T20:05:06.000Z,,4,,,,4,13366,0,0,,xslF345X05/ownership.xml,4
0000950170-23-052880,2023-10-11,2023-10-09,2023-10-11T20:05:04.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051898,2023-10-04,2023-10-02,2023-10-04T20:05:26.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051897,2023-10-04,2023-10-02,2023-10-04T20:05:23.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051895,2023-10-04,2023-10-02,2023-10-04T20:05:15.000Z,,4,,,,4,5080,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051894,2023-10-04,2023-10-02,2023-10-04T20:05:12.000Z,,4,,,,4,4412,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051893,2023-10-04,2023-10-02,2023-10-04T20:05:09.000Z,,4,,,,4,9503,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051510,2023-10-03,2023-09-29,2023-10-03T20:05:10.000Z,,4,,,,4,15354,0,0,,xslF345X05/ownership.xml,4
0000950170-23-051505,2023-10-03,2023-09-29,2023-10-03T20:05:07.000Z,,4,,,,4,5649,0,0,,xslF345X05/ownership.xml,4
0000950170-23-050793,2023-09-29,2023-09-27,2023-09-29T20:05:10.000Z,,4,,,,4,11437,0,0,,xslF345X05/ownership.xml,4
0000950170-23-050143,2023-09-27,2023-09-25,2023-09-27T20:05:06.000Z,,4,,,,4,4304,0,0,,xslF345X05/ownership.xml,4
0000950170-23-049689,2023-09-25,2023-09-21,2023-09-25T20:05:08.000Z,,4,,,,4,4608,0,0,,xslF345X05/ownership.xml,4
0000950170-23-048393,2023-09-15,2023-09-13,2023-09-15T20:31:42.000Z,,4,,,,4,11757,0,0,,xslF345X05/ownership.xml,4
0000950170-23-048365,2023-09-15,2023-09-13,2023-09-15T20:05:08.000Z,,4,,,,4,11441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-048164,2023-09-14,2023-09-12,2023-09-14T20:05:05.000Z,,4,,,,4,5079,0,0,,xslF345X05/ownership.xml,4
0000950170-23-048163,2023-09-14,2023-09-12,2023-09-14T20:05:05.000Z,,4,,,,4,5643,0,0,,xslF345X05/ownership.xml,4
0000950170-23-047527,2023-09-11,2023-09-07,2023-09-11T21:30:06.000Z,,4,,,,4,4477,0,0,,xslF345X05/ownership.xml,4
0000950170-23-047073,2023-09-07,2023-09-05,2023-09-07T21:47:04.000Z,,4,,,,4,5079,0,0,,xslF345X05/ownership.xml,4
0000950170-23-047072,2023-09-07,2023-09-05,2023-09-07T21:45:21.000Z,,4,,,,4,11435,0,0,,xslF345X05/ownership.xml,4
0000950170-23-046723,2023-09-06,2023-09-01,2023-09-06T20:06:49.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-046720,2023-09-06,2023-09-01,2023-09-06T20:06:03.000Z,,4,,,,4,9504,0,0,,xslF345X05/ownership.xml,4
0000950170-23-046076,2023-09-01,2023-08-30,2023-09-01T20:31:57.000Z,,4,,,,4,11439,0,0,,xslF345X05/ownership.xml,4
0001062993-23-017374,2023-08-31,2023-08-29,2023-08-31T22:15:09.000Z,,4,,,,4,17005,0,0,,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0000950170-23-045795,2023-08-31,2023-08-29,2023-08-31T20:15:31.000Z,,4,,,,4,5079,0,0,,xslF345X05/ownership.xml,4
0000950170-23-045413,2023-08-30,2023-08-28,2023-08-30T20:05:16.000Z,,4,,,,4,10538,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044847,2023-08-28,2023-08-24,2023-08-28T22:50:47.000Z,,4,,,,4,20288,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044577,2023-08-25,2023-08-23,2023-08-25T20:05:56.000Z,,4,,,,4,5080,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044134,2023-08-23,2023-08-21,2023-08-23T20:06:26.000Z,,4,,,,4,5818,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044133,2023-08-23,2023-08-21,2023-08-23T20:06:24.000Z,,4,,,,4,4215,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044132,2023-08-23,2023-08-21,2023-08-23T20:06:21.000Z,,4,,,,4,4877,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044131,2023-08-23,2023-08-21,2023-08-23T20:05:52.000Z,,4,,,,4,10057,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044129,2023-08-23,2023-08-21,2023-08-23T20:05:46.000Z,,4,,,,4,5847,0,0,,xslF345X05/ownership.xml,4
0000950170-23-044128,2023-08-23,2023-08-21,2023-08-23T20:05:35.000Z,,4,,,,4,4244,0,0,,xslF345X05/ownership.xml,4
0000950170-23-043890,2023-08-22,2023-08-18,2023-08-22T20:05:48.000Z,,4,,,,4,7086,0,0,,xslF345X05/ownership.xml,4
0000950170-23-041311,2023-08-10,2023-08-08,2023-08-10T20:07:38.000Z,,4,,,,4,9467,0,0,,xslF345X05/ownership.xml,4
0000950170-23-038289,2023-08-03,2023-08-01,2023-08-04T00:44:45.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-035934,2023-07-31,2023-07-27,2023-07-31T20:06:49.000Z,,4,,,,4,17928,0,0,,xslF345X05/ownership.xml,4
0000950170-23-035131,2023-07-27,2023-07-25,2023-07-27T20:06:46.000Z,,4,,,,4,8090,0,0,,xslF345X05/ownership.xml,4
0000950170-23-033693,2023-07-20,2023-07-18,2023-07-20T21:02:20.000Z,,4,,,,4,4441,0,0,,xslF345X05/ownership.xml,4
0000950170-23-033510,2023-07-19,2023-07-17,2023-07-19T20:05:19.000Z,,4,,,,4,8090,0,0,,xslF345X05/ownership.xml,4
0000950170-23-033330,2023-07-18,2023-07-14,2023-07-18T20:06:29.000Z,,4,,,,4,11925,0,0,,xslF345X05/ownership.xml,4
0000950170-23-033193,2023-07-17,2023-07-13,2023-07-17T20:06:05.000Z,,4,,,,4,11758,0,0,,xslF345X05/ownership.xml,4
0000950170-23-032660,2023-07-12,2023-07-10,2023-07-12T20:05:59.000Z,,4,,,,4,13337,0,0,,xslF345X04/ownership.xml,4
0000950170-23-032071,2023-07-06,2023-07-03,2023-07-06T21:31:40.000Z,,4,,,,4,15267,0,0,,xslF345X04/ownership.xml,4
0000950170-23-032068,2023-07-06,2023-07-03,2023-07-06T21:24:39.000Z,,4,,,,4,13362,0,0,,xslF345X04/ownership.xml,4
0000950170-23-032064,2023-07-06,2023-07-03,2023-07-06T21:15:55.000Z,,4,,,,4,4441,0,0,,xslF345X04/ownership.xml,4
0000950170-23-030728,2023-06-29,2023-06-27,2023-06-29T20:05:25.000Z,,4,,,,4,11815,0,0,,xslF345X04/ownership.xml,4
0000950170-23-030446,2023-06-28,2023-06-26,2023-06-28T21:18:01.000Z,,4,,,,4,5856,0,0,,xslF345X04/ownership.xml,4
0000950170-23-028957,2023-06-20,2023-06-15,2023-06-20T20:40:44.000Z,,4,,,,4,7129,0,0,,xslF345X04/ownership.xml,4
0000950170-23-028917,2023-06-20,2023-06-15,2023-06-20T20:06:56.000Z,,4,,,,4,10507,0,0,,xslF345X04/ownership.xml,4
0000950170-23-028389,2023-06-15,2023-06-13,2023-06-15T22:13:24.000Z,,4,,,,4,17219,0,0,,xslF345X04/ownership.xml,4
0000950170-23-026489,2023-06-05,2023-06-01,2023-06-05T23:26:09.000Z,,4,,,,4,13361,0,0,,xslF345X04/ownership.xml,4
0000950170-23-026354,2023-06-05,2023-06-01,2023-06-05T20:05:53.000Z,,4,,,,4,4440,0,0,,xslF345X04/ownership.xml,4
0000950170-23-026072,2023-06-02,2023-05-31,2023-06-02T20:09:57.000Z,,4,,,,4,15868,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025066,2023-05-30,2023-05-25,2023-05-31T01:54:22.000Z,,4,,,,4,27846,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025064,2023-05-30,2023-05-25,2023-05-31T01:44:00.000Z,,4,,,,4,19819,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025056,2023-05-30,2023-05-25,2023-05-31T01:26:26.000Z,,4,,,,4,7395,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025055,2023-05-30,2023-05-25,2023-05-31T01:25:50.000Z,,4,,,,4,5158,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025052,2023-05-30,2023-05-25,2023-05-31T01:22:51.000Z,,4,,,,4,4433,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025050,2023-05-30,2023-05-25,2023-05-31T01:20:34.000Z,,4,,,,4,5165,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025048,2023-05-30,2023-05-25,2023-05-31T01:18:43.000Z,,4,,,,4,4483,0,0,,xslF345X04/ownership.xml,4
0000950170-23-025045,2023-05-30,2023-05-25,2023-05-31T01:15:08.000Z,,4,,,,4,5171,0,0,,xslF345X04/ownership.xml,4
0000950170-23-024824,2023-05-30,2023-05-25,2023-05-30T20:05:38.000Z,,4,,,,4,4439,0,0,,xslF345X04/ownership.xml,4
0001062993-23-012234,2023-05-25,2023-05-23,2023-05-25T21:40:09.000Z,,4,,,,4,8572,0,0,,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0000950170-23-023730,2023-05-23,2023-05-19,2023-05-24T00:53:05.000Z,,4,,,,4,4214,0,0,,xslF345X04/ownership.xml,4
0000950170-23-023729,2023-05-23,2023-05-19,2023-05-24T00:52:31.000Z,,4,,,,4,5846,0,0,,xslF345X04/ownership.xml,4
0000950170-23-023728,2023-05-23,2023-05-19,2023-05-24T00:50:10.000Z,,4,,,,4,4243,0,0,,xslF345X04/ownership.xml,4
0000950170-23-023724,2023-05-23,2023-05-19,2023-05-24T00:46:00.000Z,,4,,,,4,5817,0,0,,xslF345X04/ownership.xml,4
0000950170-23-023722,2023-05-23,2023-05-19,2023-05-24T00:41:21.000Z,,4,,,,4,4876,0,0,,xslF345X04/ownership.xml,4
0000950170-23-023721,2023-05-23,2023-05-19,2023-05-24T00:39:35.000Z,,4,,,,4,5218,0,0,,xslF345X04/ownership.xml,4
0001062993-23-011972,2023-05-22,2023-05-18,2023-05-22T23:31:33.000Z,,4,,,,4,17964,0,0,,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0001062993-23-011971,2023-05-22,2023-05-18,2023-05-22T23:31:17.000Z,,4,,,,4,25122,0,0,,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
0000950170-23-022463,2023-05-16,2023-05-12,2023-05-16T20:07:00.000Z,,4,,,,4,17921,0,0,,xslF345X04/ownership.xml,4
0000950170-23-022460,2023-05-16,2023-05-12,2023-05-16T20:05:55.000Z,,4,,,,4,4440,0,0,,xslF345X04/ownership.xml,4
0000899243-23-012527,2023-05-10,2023-05-08,2023-05-10T21:39:35.000Z,,4,,,,4,8029,0,0,,xslF345X04/doc4.xml,FORM 4 SUBMISSION
0000950170-23-016284,2023-05-01,2023-04-19,2023-05-01T20:32:30.000Z,,4,,,,4,4659,0,0,,xslF345X04/ownership.xml,4
0000950170-23-016281,2023-05-01,2023-04-27,2023-05-01T20:30:46.000Z,,4,,,,4,9701,0,0,,xslF345X04/ownership.xml,4
