prediction_id,guidance_cutoff_at_utc,guided_fiscal_period,hypothesis_id,feature_id,source_ids,latest_eligible_reference_period,diagnostic_reference_period,feature_value,feature_transform,strict_eligibility,pit_treatment,exclusion_reason,feature_direction,guidance_midpoint,prior_year_comparable_midpoint,guidance_yoy_pct,guidance_yoy_acceleration_pp,strict_evaluation_status
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2690,2415,11.38716356,1.65743383,not_testable
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2690,2415,11.38716356,1.65743383,not_testable
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2690,2415,11.38716356,1.65743383,not_testable
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2025-10,0.70308567,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2690,2415,11.38716356,1.65743383,not_testable
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2025-06,17.64757,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2690,2415,11.38716356,1.65743383,not_testable
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2025-06,9.17532784,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2690,2415,11.38716356,1.65743383,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2026-01,0.0330199,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2610,2250,16,4.61283644,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2610,2250,16,4.61283644,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2610,2250,16,4.61283644,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2610,2250,16,4.61283644,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2026-01,0.0330199,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2610,2250,16,4.61283644,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2025-09,9.81359771,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2610,2250,16,4.61283644,not_testable
ABNB-2025Q4-GUIDE,2026-02-12T21:01:56Z,2026Q1,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2025-09,4.9233088,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2610,2250,16,4.61283644,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2026-04,3.85735265,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2026-04,3.85735265,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2025-12,10.91250636,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q1-GUIDE,2026-05-07T20:00:27Z,2026Q2,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2025-12,7.38492951,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,3570,3020,18.21192053,2.21192053,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2026-06,1.04623068,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,4730,4060,16.50246305,-1.70945748,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,4730,4060,16.50246305,-1.70945748,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,4730,4060,16.50246305,-1.70945748,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,4730,4060,16.50246305,-1.70945748,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2026-06,1.04623068,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,4730,4060,16.50246305,-1.70945748,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2026-03,9.7291791,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,4730,4060,16.50246305,-1.70945748,not_testable
ABNB-2026Q2-GUIDE,2026-08-06T20:02:53Z,2026Q3,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2026-03,5.38770489,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,4730,4060,16.50246305,-1.70945748,not_testable
