adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,cik,name,form,fy,fp
0000815097-21-000027,Goodwill,us-gaap/2020,20201130,0,USD,,,807000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,20181231,4,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201802;CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=AccumulatedOtherComprehensiveIncome;,,16000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,OtherComprehensiveIncomeLossNetOfTaxExcludingPortionAttributableToNoncontrollingInterest,0001324424-21-000015,20201231,4,USD,,,67000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20200930,1,USD,,,933000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,us-gaap/2019,20181231,4,USD,,,30096000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000815097-21-000027,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2020,20201130,4,USD,,,209000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,OtherNonoperatingIncomeExpense,us-gaap/2020,20181231,4,USD,,,28000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent,us-gaap/2020,20201231,4,USD,,,38010000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001585689-21-000016,ProfitLoss,us-gaap/2020,20201231,4,USD,,,-720000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,DividendsCommonStockCash,us-gaap/2020,20181130,4,USD,EquityComponents=RetainedEarnings;,,1378000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001324424-21-000015,GeneralAndAdministrativeExpense,us-gaap/2020,20181231,4,USD,Restatement=ScenarioPreviouslyReported;,,808000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001558370-21-001998,PaymentsForDerivativeInstrumentInvestingActivities,us-gaap/2019,20201231,4,USD,,,31520000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001585689-21-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20181231,4,USD,BusinessSegments=Franchisefeesinsegmentrevenues;,,1537000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,CommonStockSharesOutstanding,us-gaap/2019,20201231,0,shares,,,315636032.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001628280-21-002433,OperatingIncomeLoss,us-gaap/2020,20191231,4,USD,,,1800000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,StockholdersEquity,us-gaap/2020,20191231,0,USD,CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=RetainedEarnings;,,-3000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,FuelCosts,us-gaap/2019,20191231,4,USD,DerivativeInstrumentsGainLossByHedgingRelationship=CashFlowHedging;,,409602000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020,20181231,0,USD,CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;,,6000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,PropertyPlantAndEquipmentNet,us-gaap/2020,20191231,0,USD,Geographical=GB;,,84000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,GeneralAndAdministrativeExpense,us-gaap/2020,20201231,4,USD,,,597000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2020,20191231,0,USD,,,-191000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,PreferredStockDividendsPerShareDeclared,us-gaap/2020,20201231,4,USD,,,62.4700,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,DepreciationAndAmortization,us-gaap/2020,20201130,4,USD,BusinessSegments=Cruise;,,128000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2020,20181231,4,USD,,,-11000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,OperatingIncomeLoss,us-gaap/2020,20191231,1,USD,,,299425000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000815097-21-000027,CommonStockParOrStatedValuePerShare,us-gaap/2020,20191130,0,USD,ClassOfStock=OrdinaryShares;LegalEntity=CarnivalPublicLimitedCompany;,,1.6600,,815097,CARNIVAL CORP,10-K,2020,FY
0000884887-21-000006,Goodwill,us-gaap/2020,20201231,0,USD,,,809480000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001558370-21-001998,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedGainLossNetCashFlowHedgeParent;,,33861000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,AllocatedShareBasedCompensationExpense,us-gaap/2020,20191231,4,USD,IncomeStatementLocation=CostOfSales;,,12000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,NetIncomeLoss,us-gaap/2020,20181231,4,USD,RelatedPartyTransactionsByRelatedParty=EquityMethodInvestee;,,221000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,RestructuringCharges,us-gaap/2020,20181231,4,USD,,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,Goodwill,us-gaap/2020,20200331,0,USD,ReportingUnit=OpenTableAndKAYAK;,,1500000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001075531-21-000019,ProceedsFromSaleMaturityAndCollectionsOfInvestments,us-gaap/2020,20191231,4,USD,,,8099000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001075531-21-000019,Revenues,us-gaap/2020,20191231,4,USD,ProductOrService=AgencyRevenue;,,10117000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,NetIncomeExcludingPortionAttributableToRedeemableNoncontrollingInterest,0001324424-21-000015,20201231,4,USD,EquityComponents=RetainedEarnings;,,2612000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,ProceedsFromCollectionOfNotesReceivable,us-gaap/2020,20201231,4,USD,,,4000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,AssetsCurrent,us-gaap/2020,20191231,0,USD,,,2093000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,EarningsPerShareDiluted,us-gaap/2020,20191231,1,USD,,,0.6100,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,StockholdersEquity,us-gaap/2020,20181231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-782000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,Revenues,us-gaap/2020,20181231,4,USD,ProductOrService=FeeService;,,3580000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2020,20181231,4,USD,,,-70000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2020,20201231,4,USD,,,-1000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,PaymentsOfDebtIssuanceCosts,us-gaap/2019,20201231,4,USD,,,133880000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001558370-21-001998,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,us-gaap/2019,20181231,4,USD,,,28819000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,OperatingIncomeLoss,us-gaap/2020,20201231,4,USD,BusinessSegments=BusinessToBusiness;ConsolidationItems=OperatingSegments;,,-339000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,Assets,us-gaap/2020,20181130,0,USD,,,42401000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001075531-21-000019,StockholdersEquity,us-gaap/2020,20171231,0,USD,CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=RetainedEarnings;,,430000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,ShareBasedCompensation,us-gaap/2020,20181231,4,USD,ConsolidationItems=CorporateAndEliminations;,,203000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,Revenues,us-gaap/2020,20201231,4,USD,Geographical=OtherCountries;,,749000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001075531-21-000019,PaymentsForRepurchaseOfCommonStock,us-gaap/2020,20191231,4,USD,,,8187000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,Revenues,us-gaap/2020,20181231,4,USD,ProductOrService=Reimbursements;,,15543000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,EarningsPerShareBasic,us-gaap/2020,20190930,1,USD,,,2.7700,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2020,20201231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,38000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,Assets,us-gaap/2020,20201231,0,USD,,,24701000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20191231,1,USD,,,2369000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,Depreciation,us-gaap/2020,20201231,4,USD,BusinessSegments=RetailSegment;ConsolidationItems=OperatingSegments;,,525000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,OtherLiabilitiesNoncurrent,us-gaap/2020,20201130,0,USD,,,949000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001558370-21-001998,OperatingIncomeLoss,us-gaap/2019,20200331,1,USD,,,-1824061000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001585689-21-000016,PropertyPlantAndEquipmentNet,us-gaap/2020,20191231,0,USD,ConsolidatedEntities=VariableInterestEntityPrimaryBeneficiary;,,69000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20191130,4,USD,Geographical=AustraliaAndAsia;,,2632000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,DeferredIncomeTaxExpenseBenefit,us-gaap/2020,20201231,4,USD,,,-235000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,LiabilitiesAndStockholdersEquity,us-gaap/2020,20201231,0,USD,,,32465187000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,NetIncomeLoss,us-gaap/2020,20201231,4,USD,,,-2612000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,CapitalizedContractCostAmortization,us-gaap/2020,20181231,4,USD,BusinessSegments=EuropeMiddleEastAndAfricaSegment;ConsolidationItems=OperatingSegments;ProductOrService=FeeService;,,7000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,us-gaap/2020,20201231,4,USD,,,96000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,LongTermDebtAndCapitalLeaseObligations,us-gaap/2020,20191231,0,USD,,,9963000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001628280-21-002433,Revenues,us-gaap/2020,20191231,4,USD,BusinessSegments=EuropeMiddleEastAndAfricaSegment;ConsolidationItems=OperatingSegments;ProductOrService=Reimbursements;,,969000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,CostOfGoodsAndServicesSold,us-gaap/2020,20201231,4,USD,ProductOrService=HotelOwned;,,620000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,OperatingIncomeLoss,us-gaap/2020,20200331,1,USD,,,114000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001628280-21-002433,DepreciationAmortizationandOtherExcludingCapitalizedContractCostAmortization,0001628280-21-002433,20181231,4,USD,BusinessSegments=USAndCanadaSegment;ConsolidationItems=OperatingSegments;,,97000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000815097-21-000027,CommonStockSharesIssued,us-gaap/2020,20201130,0,shares,ClassOfStock=OrdinaryShares;LegalEntity=CarnivalPublicLimitedCompany;,,217000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001558370-21-001998,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20191231,4,USD,,,95055000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001558370-21-001998,CommonStockSharesAuthorized,us-gaap/2019,20201231,0,shares,,,490000000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001628280-21-002433,IntangibleAssetsNetExcludingGoodwill,us-gaap/2020,20201231,0,USD,FairValueByAssetClass=ContractAcquisitionCostsAndOther;,,2930000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001628280-21-002433,Revenues,us-gaap/2020,20201231,4,USD,ConsolidationItems=OperatingSegments;,,9275000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000815097-21-000027,SellingGeneralAndAdministrativeExpense,us-gaap/2020,20181130,4,USD,BusinessSegments=EuropeandAsia;,,751000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,PreferredStockSharesOutstanding,us-gaap/2020,20201231,0,shares,,,0.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,ShareBasedCompensation,us-gaap/2019,20181231,4,USD,,,115983000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001628280-21-002433,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,20191231,0,USD,,,253000000.0000,"The 2020 amounts include beginning restricted cash of $28 million at December 31, 2019, and ending restricted cash of $17 million at December 31, 2020, which we present in the Prepaid expenses and other and Other noncurrent assets captions of our Balance Sheets.",1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2020,20191231,4,USD,EquityComponents=AdditionalPaidInCapital;,,246000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,GoodwillImpairmentLoss,us-gaap/2020,20191231,4,USD,,,0.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,RevenuesGrossofCapitalizedContractCostAmortization,0001628280-21-002433,20181231,4,USD,BusinessSegments=EuropeMiddleEastAndAfricaSegment;ConsolidationItems=OperatingSegments;ProductOrService=FeeService;,,387000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000884887-21-000006,CommonStockSharesAuthorized,us-gaap/2020,20201231,0,shares,,,500000000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000884887-21-000006,CostOfGoodsAndServicesSold,us-gaap/2020,20200930,1,USD,EquityComponents=AccumulatedTranslationAdjustment;ProductOrService=OtherOperatingExpenses;ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=PullmanturAndCDFCroisieresDeFrance;,,34700000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001628280-21-002433,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,20181231,0,USD,,,360000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001628280-21-002433,PaymentsForLoanAdvances,0001628280-21-002433,20191231,4,USD,,,30000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,NetIncomeExcludingPortionAttributableToRedeemableNoncontrollingInterest,0001324424-21-000015,20181231,4,USD,EquityComponents=NoncontrollingInterest;,,9000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2020,20191231,4,USD,,,395000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020,20171231,0,USD,EquityComponents=NoncontrollingInterest;,,1606000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,DividendsCommonStockCash,us-gaap/2020,20181231,4,USD,EquityComponents=RetainedEarnings;,,186000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,StockholdersEquity,us-gaap/2020,20171231,0,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201601;CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=AccumulatedTranslationAdjustment;,,0.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001075531-21-000019,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,20181231,4,USD,,,-313000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2020,20201231,4,USD,,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20181231,4,USD,ProductOrService=AdvertisingandMediaCustomers;,,1103000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,20181231,4,USD,EquityComponents=AccumulatedGainLossNetCashFlowHedgeParent;,,10000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20181231,4,USD,ProductOrService=Reimbursementrevenuedirect;,,2881000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,DeferredIncomeTaxAssetsNet,us-gaap/2020,20191231,0,USD,,,100000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,StockIssuedDuringPeriodValueEmployeeBenefitPlan,us-gaap/2019,20201231,4,USD,EquityComponents=CommonStock;,,2000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001628280-21-002433,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,20201231,4,USD,,,226000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,OtherFiniteLivedIntangibleAssetsNet,0001585689-21-000016,20201231,0,USD,FiniteLivedIntangibleAssetsByMajorClass=LeaseAgreements;,,62000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap/2019,20201231,0,USD,,,124885000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001558370-21-001998,CommonStockSharesOutstanding,us-gaap/2019,20191231,0,shares,,,213082411.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001585689-21-000016,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2020,20171231,0,USD,EquityComponents=AccumulatedDefinedBenefitPlansAdjustment;,,-229000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20201231,4,USD,EquityComponents=AdditionalPaidInCapital;,,111297000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2020,20201231,4,USD,,,16247000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001558370-21-001998,OtherLiabilitiesNoncurrent,us-gaap/2019,20191231,0,USD,,,529295000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,InventoryNet,us-gaap/2020,20201231,0,USD,,,118703000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001558370-21-001998,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20201231,4,USD,Geographical=Europe;,,27602000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,20171231,0,USD,,,2917000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000884887-21-000006,EarningsPerShareDiluted,us-gaap/2020,20191231,4,USD,AdjustmentsForChangeInAccountingPrinciple=ChangeInPropertyPlantAndEquipmentUsefulLives;,,0.0200,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,ContractWithCustomerSalesChannel=SalesChannelThroughIntermediary;MajorCustomers=AgencyCustomers;,,1267000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,PropertyPlantAndEquipmentNet,us-gaap/2020,20191231,0,USD,Geographical=DE;,,38000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,EquityInstrumentsAndEmployeeStockPurchasePlanSharesExercisesInPeriod,0001324424-21-000015,20181231,4,shares,EquityComponents=CommonStock;,,2850591.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,20191231,4,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-10000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,StockholdersEquity,us-gaap/2020,20171231,0,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201601;CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=AccumulatedTranslationAdjustment;,,0.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000815097-21-000027,AccountsPayableCurrent,us-gaap/2020,20191130,0,USD,,,756000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,ChangeInOperatingLeaseRightOfUseAssets,0001585689-21-000016,20181231,4,USD,,,0.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2020,20201130,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,630000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001558370-21-001998,ContractWithCustomerLiabilityCurrent,us-gaap/2019,20191231,0,USD,,,1954980000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2020,20191231,4,USD,,,-15669000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001585689-21-000016,EarningsPerShareBasic,us-gaap/2020,20190630,1,USD,,,0.9000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,IncreaseDecreaseInAccountsPayable,us-gaap/2020,20191231,4,USD,,,75281000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000815097-21-000027,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20191130,4,USD,Geographical=Europe;,,6318000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001585689-21-000016,PreferredStockSharesAuthorized,us-gaap/2020,20191231,0,shares,,,3000000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,OtherLiabilitiesNoncurrent,us-gaap/2020,20201130,0,USD,RetirementPlanSponsorLocation=GB;RetirementPlanType=PensionPlansDefinedBenefit;,,0.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0000884887-21-000006,NonoperatingIncomeExpense,us-gaap/2020,20191231,4,USD,,,-175101000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001075531-21-000019,ForeignCurrencyTransactionGainLossbeforetaxassociatedwiththeremeasurementofnonfunctionalcurrencydebt,0001075531-21-000019,20201231,4,USD,,,-200000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,LiabilitiesCurrent,us-gaap/2020,20191130,0,USD,,,9127000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
