adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote
0001047469-10-001644,StockholdersEquity,us-gaap/2009,20061231,0,USD,EquityComponents=RetainedEarnings;,,757809000.0000,
0000950123-10-028780,DividendsCommonStockCash,us-gaap/2009,20091231,4,USD,EquityComponents=RetainedEarnings;,,-165000000.0000,
0001451505-10-000023,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap/2009,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,2000000.0000,
0001047469-10-001356,SharesIssued,us-gaap/2009,20071231,0,shares,EquityComponents=CommonStock;,,177364000.0000,"All share and per share amounts were adjusted for the July 16, 2008 two-for-one stock split."
0000097745-10-000008,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20071231,4,USD,EquityComponents=AdditionalPaidInCapital;,,56900000.0000,
0001193125-10-017029,SharesOutstanding,0001193125-10-017029,20060630,0,shares,EquityComponents=CommonStock;,,3178841000.0000,
0001047469-10-001476,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2009,20081231,4,USD,EquityComponents=AdditionalPaidInCapital;,,324000000.0000,
0001193125-10-042491,ProvisionForDoubtfulAccounts,us-gaap/2009,20081231,4,USD,,,652000000.0000,
0001193125-10-043079,WriteOffOfInventory,us-gaap/2009,20071231,4,USD,,,66000000.0000,
0001144204-10-005166,TaxesPayableCurrent,us-gaap/2009,20091231,0,USD,,,100000000.0000,
0000920148-10-000021,DeferredIncomeTaxesAndOtherTaxLiabilities,0000920148-10-000021,20081231,0,USD,,,522900000.0000,
0001193125-10-042257,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2009,20091231,4,shares,,,103616000.0000,
0001193125-10-025517,RepaymentsOfLongTermCapitalLeaseObligations,us-gaap/2009,20081231,4,USD,,,2769000.0000,
0000950123-10-014582,StockIssuedDuringPeriodValueAcquisitions,us-gaap/2009,20081231,4,USD,,,0.0000,
0001140361-10-008295,NetIncomeAttributableToParent,0001140361-10-008295,20071231,4,USD,,,302000000.0000,
0001193125-10-024165,ConsolidatedSponsoredInvestmentProductsNet,0001193125-10-024165,20081231,1,USD,,,1886000.0000,
0000950123-10-018242,PurchaseSharesInConjunctionWithConversionRightsBondholdersStockOptions,0000950123-10-018242,20071231,4,EUR,,,-359856000.0000,
0000897101-10-000491,RepaymentsOfLongTermDebt,us-gaap/2009,20100131,3,USD,,,20000000.0000,
0001193125-10-038642,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20071231,4,USD,,,806349000.0000,
0000950123-10-029721,OtherNonoperatingIncomeExpense,us-gaap/2009,20091231,4,JPY,,,-2566000000.0000,
0001193125-10-044365,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2009,20071231,4,USD,,,800000.0000,
0000085408-10-000006,OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,us-gaap/2009,20091231,4,USD,,,35912000.0000,
0001193125-10-044296,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20081231,4,USD,,,98500000.0000,
0000065984-10-000041,InterestExpense,us-gaap/2009,20091231,4,USD,,,570444000.0000,
0000909281-10-000028,OtherNonoperatingExpense,us-gaap/2009,20091231,4,USD,,,3167000.0000,
0001193125-10-044679,OtherLiabilitiesNoncurrent,us-gaap/2009,20091231,0,USD,,,11995000.0000,
0001047469-10-001649,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,,,6000000.0000,
0001047469-10-000976,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20071231,4,USD,,,-40300000.0000,
0001193125-10-044488,OtherLiabilitiesNoncurrent,us-gaap/2009,20091231,0,USD,,,177000000.0000,
0000950123-10-018679,PaymentsOfDividendsCommonStock,us-gaap/2009,20081231,4,USD,,,3278500000.0000,
0001047469-10-001573,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2009,20091231,4,USD,,,-47956000.0000,
0001193125-10-036348,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2009,20091231,4,USD,,,379100000.0000,
0000950123-10-014582,PaymentsForProceedsFromProductiveAssets,us-gaap/2009,20081231,4,USD,,,72234000.0000,
0001144204-10-009642,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20081231,4,USD,,,862164000.0000,
0001193125-10-012091,IncomeTaxesPaidNet,us-gaap/2009,20080930,4,USD,,,1267000000.0000,
0001193125-10-043162,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2009,20081231,4,USD,,,-511000.0000,
0000950123-10-016425,SellingGeneralAndAdministrativeExpense,us-gaap/2009,20071231,4,USD,,,147100000.0000,
0000897101-10-000491,LongTermDebtAndCapitalLeaseObligations,us-gaap/2009,20090430,0,USD,,,6253000000.0000,
0000040545-10-000010,CostOfServices,us-gaap/2009,20071231,4,USD,,,25816000000.0000,
0001193125-10-041620,NetIncomeLoss,us-gaap/2009,20081231,4,USD,,,1265000000.0000,
0001193125-10-042883,CommonStockSharesAuthorized,us-gaap/2009,20091231,0,shares,,,1000000000.0000,
0000950123-10-016846,IncreaseDecreaseInLongTermReceivablesCurrent,us-gaap/2009,20081231,4,USD,,,-161000000.0000,
0000950123-10-014502,IncomeLossFromContinuingOperationsPerBasicShare,us-gaap/2009,20091231,4,USD,,,2.0000,
0000059558-10-000073,IncomeLossFromContinuingOperationsPerBasicShare,us-gaap/2009,20081231,4,USD,,,-0.0400,
0001193125-10-027229,CommonStockParOrStatedValuePerShare,us-gaap/2009,20091231,0,USD,,,0.0100,
0001047469-10-000391,EarningsPerShareDiluted,us-gaap/2009,20091231,1,USD,,,0.3700,
0000950123-10-009905,DeferredTaxAssetsNetNoncurrent,us-gaap/2009,20090930,0,USD,,,307600000.0000,
0001157523-10-001218,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,us-gaap/2009,20081231,4,USD,,,0.0000,
0000950123-10-015237,CommonStockDividendsPerShareDeclared,us-gaap/2009,20081231,4,USD,,,0.5475,
0000950123-10-015237,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2009,20081231,4,USD,,,30000000.0000,
0000950123-10-015884,EquityMethodInvestments,us-gaap/2009,20081231,0,USD,,,147126000.0000,
0000897101-10-000491,DebtCurrent,us-gaap/2009,20100131,0,USD,,,1430000000.0000,
0000950123-10-014502,AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,us-gaap/2009,20091231,0,USD,,,116701000.0000,
0000950123-10-017267,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2009,20071231,4,USD,,,-10000000.0000,
0001047469-10-001356,AmortizationOfIntangibleAssets,us-gaap/2009,20081231,4,USD,,,1743000.0000,
0000950123-10-019786,AmortizationOfIntangibleAssets,us-gaap/2009,20091231,4,USD,,,5466000.0000,
0001193125-10-041006,AccountsReceivableNetCurrent,us-gaap/2009,20081231,0,USD,,,2064000000.0000,
0001193125-10-023294,IncreaseDecreaseInAccountsReceivable,us-gaap/2009,20081231,4,USD,,,38000000.0000,
0001193125-10-040773,CommonStockSharesIssued,us-gaap/2009,20091231,0,shares,,,134862283.0000,
0001193125-10-043079,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2009,20081231,4,USD,,,-21000000.0000,
0001193125-10-037173,GainLossOnSaleOfPreviouslyUnissuedStockBySubsidiaryOrEquityInvesteeNonoperatingIncome,us-gaap/2009,20081231,4,USD,,,-343000000.0000,
0000950123-10-016613,DeferredTaxLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,1051000000.0000,
0000072207-10-000006,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2009,20081231,0,USD,,,-110000000.0000,
0001193125-10-044723,AccountsPayableCurrent,us-gaap/2009,20081231,0,USD,,,551435000.0000,
0000922224-10-000012,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,us-gaap/2009,20071231,4,USD,,,38000000.0000,
0000950123-10-006814,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2009,20090331,0,USD,,,1015000000.0000,
0001104659-10-009750,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,us-gaap/2009,20071231,4,USD,LegalEntity=LimitedLiabilityCompany;,LimitedLiabilityCompany,-19113000.0000,
0000086521-10-000019,TotalInvestmentsAndOtherAssets,0000086521-10-000019,20081231,0,USD,LegalEntity=PacificEnterprises;,PacificEnterprises,1406000000.0000,
0001047469-10-001151,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-8901000000.0000,
0001193125-10-072909,StockIssuedDuringPeriodSharesTreasuryStockReissued,us-gaap/2009,20081231,4,shares,EquityComponents=TreasuryStock;,,-69048.0000,
0001193125-10-043173,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=TreasuryStock;,,-3896000000.0000,
0001193125-10-042810,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2009,20091231,4,USD,EquityComponents=TreasuryStock;,,4865000.0000,
0001193125-10-041666,PreferredStockSharesAuthorized,us-gaap/2009,20091231,0,shares,,,100000000.0000,
0001193125-10-034065,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2009,20081231,4,shares,,,130148000.0000,
0000950123-10-013755,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2009,20090131,1,shares,,,291248000.0000,
0001193125-10-068571,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20070131,0,USD,,,3026000000.0000,
0001193125-10-052794,CorporateBankingRevenue,0001193125-10-052794,20071231,4,USD,,,713000000.0000,
0001104659-10-009153,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2009,20091231,4,shares,,,102600000.0000,
0001047469-10-001324,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,,,4040676000.0000,
0000950123-10-005721,PreferredStockSharesOutstanding,us-gaap/2009,20090930,0,shares,,,0.0000,
0001193125-10-041949,PaymentsForProceedsFromPolicyLoans,0001193125-10-041949,20081231,4,USD,,,183000000.0000,
0001193125-10-043237,IncreaseDecreaseOtherCurrentLiabilities,0001193125-10-043237,20071231,4,USD,,,-62210000.0000,
0000950123-10-018789,FdicAssessment,0000950123-10-018789,20071231,4,USD,,,9000000.0000,
0001047469-10-001456,SubscriberAcquisitionCosts,0001047469-10-001456,20071231,4,USD,,,2096000000.0000,
0000950123-10-016350,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,,,-249435000.0000,
0001047469-10-001574,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,us-gaap/2009,20071231,4,USD,,,985546000.0000,
0001104659-10-000569,ShortTermInvestments,us-gaap/2009,20090228,0,USD,,,2000000.0000,
0001047469-10-001476,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20091231,4,USD,,,1518000000.0000,
0000950123-10-019013,PaymentsForProceedsFromRealEstatePartnershipInvestmentNet,us-gaap/2009,20081231,4,USD,,,181000.0000,
0001193125-10-047979,PaymentsToAcquireRestrictedInvestments,us-gaap/2009,20091231,4,CAD,,,20136000.0000,
0001193125-10-043048,ProceedsFromIssuanceOfCommonStock,us-gaap/2009,20071231,4,USD,,,0.0000,
0000827054-10-000049,InterestExpense,us-gaap/2009,20091231,1,USD,,,7763000.0000,
0001193125-10-043126,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20081231,4,USD,,,150100000.0000,
0000950123-10-019204,RetainedEarningsAccumulatedDeficit,us-gaap/2009,20091231,0,USD,,,75836000.0000,
0001398432-10-000145,RepaymentsOfOtherLongTermDebt,us-gaap/2009,20091231,4,USD,,,16978000.0000,
0001193125-10-037173,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20091231,4,USD,,,1000000.0000,
0001193125-10-043079,OtherPostretirementDefinedBenefitPlanNoncurrentLiabilities,us-gaap/2009,20091231,0,USD,,,999000000.0000,
0001193125-10-036481,IncreaseDecreaseInOtherDeposits,us-gaap/2009,20091231,4,USD,,,-23408000000.0000,
0001193125-10-037566,InvestmentsInAndAdvancesToAffiliatesAtFairValue,us-gaap/2009,20081231,0,USD,,,0.0000,
0001193125-10-052571,OperatingIncomeLoss,us-gaap/2009,20090131,3,USD,,,226300000.0000,
0000950123-10-028511,NonoperatingIncomeExpense,us-gaap/2009,20091231,4,CNY,,,78184000.0000,
0001193125-10-043083,IncomeLossFromExtraordinaryItemsNetOfTaxPerDilutedShare,us-gaap/2009,20071231,4,USD,,,0.0000,
0001193125-10-025949,ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,us-gaap/2009,20091231,1,USD,,,37000000.0000,
0001193125-10-033939,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20071231,4,USD,,,67000000.0000,
0000909281-10-000030,MinorityInterestIncreaseFromStockIssuance,us-gaap/2009,20081231,4,USD,,,146969000.0000,
0000950123-10-017254,LiabilitiesCurrent,us-gaap/2009,20091231,0,USD,,,3022000000.0000,
0000950123-10-018400,LiabilitiesOfAssetsHeldForSale,us-gaap/2009,20091231,0,USD,,,369000.0000,
0000922224-10-000012,OtherComprehensiveIncomeForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax,us-gaap/2009,20091231,4,USD,,,0.0000,
0001193125-10-040520,InventoryNet,us-gaap/2009,20091231,0,USD,,,2183000000.0000,
0001193125-10-040916,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2009,20091231,4,USD,,,62000000.0000,
0001193125-10-044876,DeferredRevenueCurrent,us-gaap/2009,20081231,0,USD,,,120188000.0000,
0001193125-10-059399,IncomeTaxesPaid,us-gaap/2009,20090131,2,USD,,,176000000.0000,
0000950123-10-022850,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,us-gaap/2009,20090131,1,USD,,,0.0100,
0000950123-10-018176,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,us-gaap/2009,20071231,4,USD,,,0.0200,
0000950123-10-025998,SellingGeneralAndAdministrativeExpense,us-gaap/2009,20090131,4,USD,,,7102000000.0000,
0001193125-10-073247,EarningsPerShareDiluted,us-gaap/2009,20100131,4,USD,,,0.5400,
0001047469-10-001515,EarningsPerShareDiluted,us-gaap/2009,20091231,4,USD,,,22.1900,
0000950123-10-018216,EarningsPerShareDiluted,us-gaap/2009,20081231,4,USD,,,1.2400,
0000950103-10-000520,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,us-gaap/2009,20091231,4,USD,,,-12400000.0000,
0001193125-10-037173,PaymentsToAcquireOilAndGasPropertyAndEquipment,us-gaap/2009,20071231,4,USD,,,4246000000.0000,
0000950123-10-013437,NetIncomeLoss,us-gaap/2009,20091231,4,USD,,,-183000000.0000,
0001157523-10-001176,ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,us-gaap/2009,20081231,4,USD,,,1589000.0000,
0001047469-10-002121,InterestExpenseOther,us-gaap/2009,20090131,4,USD,,,727000000.0000,
0000950123-10-016328,Goodwill,us-gaap/2009,20091231,0,USD,,,1690507000.0000,
0000950123-10-017258,GainLossOnDispositionOfAssets,us-gaap/2009,20071231,4,USD,,,-79000000.0000,
0000950123-10-017377,CommonStockSharesOutstanding,us-gaap/2009,20081231,0,shares,LegalEntity=WhollyOwnedSubsidiaries;,WhollyOwnedSubsidiaries,100.0000,
0000950123-10-008106,ShortTermBorrowings,us-gaap/2009,20081231,0,USD,,,985000000.0000,
0000950123-10-015237,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2009,20081231,4,shares,,,5748000000.0000,
0000950123-10-018671,ChangeInLongTermDeferredRevenueDistributionAndCarriagePaymentsAndOtherLongTermLiabilities,0000950123-10-018671,20071231,4,USD,,,-15475000.0000,
0001047469-10-001174,IncreaseDecreaseInBrokerageCustomerDeposits,0001047469-10-001174,20081231,4,USD,,,278000000.0000,
0001047469-10-001465,NetIncomeLossExcludingNetGainAssociatedWithRedeemableNoncontrollingInterests,0001047469-10-001465,20071231,4,USD,,,7437000000.0000,
0001193125-10-023332,ProvisionForDoubtfulAccounts,us-gaap/2009,20081231,2,USD,,,21800000.0000,
0000060667-10-000064,SalesRevenueNet,us-gaap/2009,20100131,4,USD,,,47220000000.0000,
0001336047-10-000009,OperationAndMaintenanceExpenses,0001336047-10-000009,20071231,4,USD,,,127400000.0000,
0001193125-10-036481,OtherNoninterestExpense,us-gaap/2009,20081231,4,USD,,,450000000.0000,
0001193125-10-042685,SalariesWagesAndIncentives,0001193125-10-042685,20081231,4,USD,,,1133100000.0000,
0000950123-10-018671,EquipmentSalesRelatedParty,0000950123-10-018671,20071231,4,USD,,,0.0000,
0000930413-10-001062,SuppliesRevenue,0000930413-10-001062,20091231,4,USD,,,336239000.0000,
0001047469-10-001574,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,,,159873000.0000,
0001193125-10-037640,ProfitLoss,us-gaap/2009,20091231,4,USD,,,136223000.0000,
0001157523-10-001176,ShareBasedCompensation,us-gaap/2009,20091231,4,USD,,,-4514000.0000,
0001193125-10-042347,MortgageServicingAndOther,0001193125-10-042347,20071231,4,USD,,,133000000.0000,
0001193125-10-037170,PreferredStockDividendsPerSharePaid,0001193125-10-037170,20091231,4,USD,,,4056.0000,
0001157523-10-001176,PurchaseOfTradingSecuritiesSoldNotYetPurchased,0001157523-10-001176,20071231,4,USD,,,13620000.0000,
0001193125-10-035019,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2009,20091231,4,USD,,,1270525000.0000,
0000096223-10-000004,IncomeTaxProvisionDiscontinuedOperations,0000096223-10-000004,20081231,4,USD,,,0.0000,
0001193125-10-043083,PaymentsForProceedsFromHedgeInvestingActivities,us-gaap/2009,20081231,4,USD,,,0.0000,
0000950123-10-007737,EarningsLossBeforeIncomeTaxes,0000950123-10-007737,20081231,1,USD,,,98700000.0000,
0000950103-10-000520,EquityMethodInvestmentReturns,0000950103-10-000520,20071231,4,USD,,,-2300000.0000,
0001193125-10-037160,ProceedsFromSaleAndMaturityOfMarketableSecurities,us-gaap/2009,20091231,4,USD,,,0.0000,
0001140361-10-007829,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20091231,4,USD,,,-3454000000.0000,
0000018230-10-000092,ProceedsFromIssuanceOrSaleOfEquity,us-gaap/2009,20081231,4,USD,,,135000000.0000,
0001193125-10-044876,ProceedsFromIssuanceOfSeniorLongTermDebt,us-gaap/2009,20071231,4,USD,,,500000000.0000,
0000950123-10-012453,OtherAssetsNoncurrent,us-gaap/2009,20081231,0,USD,,,357000000.0000,
0000950123-10-022850,ProceedsFromStockOptionsExercised,us-gaap/2009,20100131,2,USD,,,36000000.0000,
0001140361-10-008522,IncreaseDecreaseInReceivables,us-gaap/2009,20091231,4,USD,,,57000000.0000,
0001193125-10-017029,OtherLiabilitiesNoncurrent,us-gaap/2009,20080630,0,USD,,,7864000000.0000,
0000950123-10-018122,ProceedsFromStockOptionsExercised,us-gaap/2009,20091231,4,USD,,,13500000.0000,
0001193125-10-042997,ProceedsFromStockOptionsExercised,us-gaap/2009,20071231,4,USD,,,69500000.0000,
0000950123-10-017817,ProceedsFromSaleMaturityAndCollectionsOfInvestments,us-gaap/2009,20081231,4,USD,,,26932000.0000,
0000950123-10-008370,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20081231,4,USD,,,170541000.0000,
0001193125-10-040148,IncomeTaxExpenseBenefit,us-gaap/2009,20071231,4,USD,,,2518000.0000,
0000007084-10-000006,IncreaseDecreaseInInventories,us-gaap/2009,20081231,2,USD,,,-1855000000.0000,
0001047469-10-001515,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2009,20081231,4,USD,,,3211400000.0000,
0001193125-10-042908,IncomeTaxesReceivable,us-gaap/2009,20091231,0,USD,,,266000000.0000,
0001193125-10-015411,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2009,20091231,3,USD,,,42000000.0000,
0001193125-10-017029,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2009,20070630,4,USD,,,4758000000.0000,
0000797468-10-000020,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2009,20081231,4,USD,,,1043000000.0000,
0001193125-10-059399,PreOpeningCosts,us-gaap/2009,20090131,2,USD,,,20000000.0000,
0000950123-10-015187,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2009,20091231,4,USD,,,-5000000.0000,
0000950123-10-026283,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20100228,3,USD,,,1908000000.0000,
0000950123-10-016328,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20091231,4,USD,,,1320779000.0000,
0001193125-10-016932,StockRepurchasedAndRetiredDuringPeriodValue,us-gaap/2009,20091231,4,USD,,,150000000.0000,
0000950123-10-017899,TaxesOther,us-gaap/2009,20091231,4,USD,,,63000000.0000,
0001047469-10-001362,StockholdersEquityOther,us-gaap/2009,20071231,4,USD,,,-5000000.0000,
0000950123-10-015821,LiabilitiesCurrent,us-gaap/2009,20091231,0,USD,,,6347700000.0000,
0000950123-10-010126,GeneralAndAdministrativeExpense,us-gaap/2009,20071231,4,USD,,,3062000000.0000,
0000950123-10-010126,CostOfServices,us-gaap/2009,20071231,4,USD,,,10014000000.0000,
0000040545-10-000010,CostsAndExpenses,us-gaap/2009,20081231,4,USD,LegalEntity=SubsidiariesGECS;,SubsidiariesGECS,28085000000.0000,
0001193125-10-037173,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=PreferredStock;,,0.0000,
0001193125-10-036116,IncreaseDecreaseInPrepaidExpense,us-gaap/2009,20071231,4,USD,LegalEntity=ConsolidatedEdisonCoOfNewYorkInc;,ConsolidatedEdisonCoOfNewYorkInc,-3000000.0000,
0001193125-10-043035,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesAndDerivativesArisingDuringPeriodNetOfTax,0001193125-10-043035,20071231,4,USD,EquityComponents=ComprehensiveIncome;,,-2200000.0000,
0001193125-10-041024,NetIncomeLoss,us-gaap/2009,20091231,4,USD,LegalEntity=AtlanticCityElectricCo;,AtlanticCityElectricCo,41000000.0000,
0001193125-10-038962,StockBasedAwardsWithholdingValue,0001193125-10-038962,20091231,4,USD,EquityComponents=Parent;,,-2600000.0000,
0000950123-10-018180,DividendsCommonStockCash,us-gaap/2009,20081231,4,USD,EquityComponents=Parent;,,-320000000.0000,
0001104659-10-009750,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2009,20091231,4,USD,EquityComponents=Parent;,,16355000.0000,
0001193125-10-038824,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,9000000.0000,
0000950123-10-021539,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,-252000.0000,
0001193125-10-040686,ProfitLoss,us-gaap/2009,20091231,4,USD,EquityComponents=NoncontrollingInterest;,,56435000.0000,
0001193125-10-044365,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=NoncontrollingInterest;,,9000000.0000,
0001047469-10-000401,DividendsCommonStockCash,us-gaap/2009,20081231,1,USD,EquityComponents=RetainedEarnings;,,95000000.0000,
0001193125-10-041620,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,26000000.0000,
0001193125-10-039027,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=AdditionalPaidInCapital;,,6884000000.0000,
0000950123-10-018176,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,us-gaap/2009,20091231,4,shares,EquityComponents=CommonStock;,,17272269.0000,
0001193125-10-043162,SharesOutstanding,0001193125-10-043162,20081231,0,shares,EquityComponents=CommonStock;,,191548000.0000,
0001193125-10-040686,StockIssuedDuringPeriodSharesUnderAwardPlansNetOfForfeitures,0001193125-10-040686,20081231,4,shares,EquityComponents=CommonStock;,,261000.0000,
0000950123-10-011337,SharesIssued,us-gaap/2009,20091231,0,shares,EquityComponents=CommonStock;,,118336410.0000,
0001193125-10-044592,PaymentsOfFinancingCosts,us-gaap/2009,20071231,4,USD,,,0.0000,
0001193125-10-045994,StockholdersEquity,us-gaap/2009,20061231,0,USD,,,5666900000.0000,
0001193125-10-044723,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2009,20081231,4,shares,,,230393782.0000,
0001104659-10-010302,DividendsCommonStockCash,us-gaap/2009,20071231,4,USD,,,117100000.0000,
0000950123-10-018425,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20071231,0,USD,,,394158000.0000,
0000950123-10-017899,CurrentIncomeTaxExpenseBenefit,us-gaap/2009,20071231,4,USD,,,92000000.0000,
0001193125-10-035850,CostsAndExpenses,us-gaap/2009,20071231,4,USD,,,84000000.0000,
0001193125-10-037944,Goodwill,us-gaap/2009,20091231,0,USD,,,899819000.0000,
0000950123-10-015380,MinorityInterest,us-gaap/2009,20091231,0,USD,,,229000000.0000,
0001047469-10-001018,EquityMethodInvestmentRealizedGainLossOnDisposal,us-gaap/2009,20081231,4,USD,,,94248000.0000,
0001056358-10-000020,InventoryWriteDown,us-gaap/2009,20091231,4,USD,,,1544000.0000,
0000831259-10-000010,InventoryWriteDown,us-gaap/2009,20071231,4,USD,,,0.0000,
0001193125-10-039027,AssetsCurrent,us-gaap/2009,20091231,0,USD,,,5773000000.0000,
0000072207-10-000006,AdditionalPaidInCapital,us-gaap/2009,20081231,0,USD,,,2193000000.0000,
0001031296-10-000011,AdditionalPaidInCapital,us-gaap/2009,20081231,0,USD,,,5473000000.0000,
0000950123-10-009185,Assets,us-gaap/2009,20091231,0,USD,,,13556271000.0000,
0001193125-10-038834,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2009,20081231,0,USD,,,-336600000.0000,
0001104659-10-006102,ConstructionInProgressGross,us-gaap/2009,20081231,0,USD,,,196700000.0000,
0001193125-10-072854,AdditionalPaidInCapitalCommonStock,us-gaap/2009,20100131,0,USD,,,5689000000.0000,
0000950123-10-016612,OtherComprehensiveIncomeImplementationEffectOfOTTIFSP,0000950123-10-016612,20071231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0000,
0001193125-10-042685,StockholdersEquity,us-gaap/2009,20091231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-361600000.0000,
0000004904-10-000018,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-154000000.0000,
0000918160-10-000011,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,3600000.0000,
