name,period,value
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-02,6469.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-03,1371.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-04,0.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-05,
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-06,
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-07,4647.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-08,4892.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-09,1736.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-10,1565.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-11,985.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-12,1233.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-01,1639.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-02,1614.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-03,1382.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-04,1612.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-05,3220.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-06,5791.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-07,10720.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-08,9808.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-09,8194.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-10,6798.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-11,5289.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2021-12,5185.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-01,5892.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-02,8075.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-03,6657.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-04,7877.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-05,9688.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-06,9739.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-07,12440.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-08,11531.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-09,11258.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-10,8812.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-11,5646.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2022-12,6239.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-01,9121.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-02,9855.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-03,9142.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-04,13177.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-05,16907.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-06,17576.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-07,15506.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-08,15900.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-09,14334.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-10,13734.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-11,13819.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2023-12,11817.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-01,18997.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-02,17416.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-03,14477.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-04,16349.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-05,20686.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-06,19167.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-07,18874.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-08,19097.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-09,18354.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-10,16808.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-11,14786.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2024-12,11574.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-01,14106.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-02,20248.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-03,22494.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-04,17053.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-05,23265.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-06,21800.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-07,20655.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-08,21100.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-09,22923.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-10,19067.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-11,17953.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2025-12,17072.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-01,22653.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-02,24657.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-03,29855.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-04,23309.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-05,30171.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-06,28467.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2026-07,32185.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2009-12,2920915.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-01,2827341.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-02,2956077.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-03,3249738.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-04,2490189.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-05,3118140.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-06,3897598.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-07,5744074.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-08,6278555.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-09,4356204.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-10,3550683.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-11,2851763.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2010-12,2724594.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-01,3048511.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-02,3101862.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-03,3462053.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-04,3135815.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-05,3288146.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-06,4277328.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-07,6186298.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-08,6795664.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-09,4811329.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-10,3858596.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-11,3134432.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2011-12,2984778.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-01,3207681.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-02,3179366.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-03,3381957.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-04,2758536.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-05,3147818.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-06,4288977.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-07,6325771.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-08,6938369.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-09,4969606.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-10,3903820.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-11,3149608.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2012-12,3078840.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-01,3158044.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-02,3107289.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-03,3450127.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-04,2882124.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-05,3732503.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-06,4532445.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-07,6489247.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-08,7059758.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-09,5049148.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-10,4100460.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-11,3223036.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2013-12,3130253.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-01,3364894.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-02,3210307.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-03,3614648.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-04,3267980.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-05,3740052.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-06,4718731.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-07,6385085.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-08,7272748.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-09,5107099.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-10,4201424.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-11,3159942.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2014-12,3052326.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-01,3206333.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-02,3169146.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-03,3459261.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-04,3230371.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-05,3805870.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-06,4701921.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-07,6669182.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-08,7366302.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-09,5226304.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-10,4514855.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-11,3344525.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2015-12,3186881.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-01,3394526.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-02,3509995.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-03,3837227.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-04,3522687.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-05,4370841.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-06,5298354.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-07,7125350.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-08,7712717.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-09,5710994.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-10,5049022.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-11,3564046.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2016-12,3396145.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-01,3642217.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-02,3582714.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-03,3897271.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-04,4068659.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-05,4684963.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-06,5734458.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-07,7305970.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-08,7827107.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-09,5871454.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-10,5069085.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-11,3565363.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2017-12,3316739.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-01,3490948.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-02,3441158.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-03,3765391.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-04,3624336.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-05,4382702.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-06,5217425.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-07,6583227.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-08,7195090.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-09,5404167.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-10,4747886.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-11,3325377.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2018-12,3155464.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-01,3296131.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-02,3237214.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-03,3623376.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-04,3557366.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-05,4078256.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-06,5006140.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-07,6382634.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-08,7058603.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-09,5246097.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-10,4373098.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-11,3154013.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2019-12,3104500.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-01,3232552.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-02,3227488.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-03,1356756.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-04,0.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-05,
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-06,89581.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-07,1137672.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-08,1449545.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-09,532467.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-10,426188.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-11,
National. National. Holiday apartments. Overnight stays. Residents abroad.,2020-12,507757.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-01,374252.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-02,298212.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-03,353991.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-04,361827.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-05,537278.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-06,934592.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-07,2305866.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-08,3211370.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-09,2626674.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-10,2991628.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-11,2543917.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2021-12,2220272.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-01,2215040.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-02,2470535.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-03,2827603.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-04,3015087.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-05,3693460.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-06,4282472.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-07,6038701.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-08,6288254.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-09,4650196.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-10,4058112.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-11,2980875.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2022-12,2861454.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-01,3050099.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-02,3017555.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-03,3165233.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-04,3365542.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-05,4053204.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-06,4347975.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-07,5629985.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-08,6063169.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-09,4626814.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-10,4353283.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-11,3204729.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2023-12,3153645.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-01,3276527.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-02,3304544.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-03,3578734.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-04,3445052.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-05,4272421.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-06,4602542.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-07,5807893.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-08,6454897.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-09,4797124.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-10,4552955.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-11,3288714.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2024-12,3106688.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-01,3476238.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-02,3500018.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-03,3838853.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-04,3782715.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-05,4479732.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-06,4988755.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-07,6404262.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-08,6507232.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-09,5161144.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-10,4849173.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-11,3568204.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2025-12,3449500.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-01,3519563.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-02,3538057.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-03,3726421.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-04,3723978.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-05,4470771.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-06,4671816.0
National. National. Holiday apartments. Overnight stays. Residents abroad.,2026-07,6260594.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2009-12,621259.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-01,474901.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-02,496409.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-03,662032.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-04,966478.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-05,899304.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-06,1459273.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-07,2775818.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-08,4032640.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-09,1591165.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-10,774650.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-11,481958.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2010-12,631714.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-01,481185.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-02,466049.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-03,560607.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-04,1027617.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-05,824479.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-06,1589262.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-07,2939739.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-08,4119093.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-09,1761806.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-10,775543.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-11,501350.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2011-12,617571.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-01,484648.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-02,497509.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-03,615808.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-04,1014599.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-05,785228.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-06,1514054.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-07,2750842.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-08,3745505.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-09,1672320.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-10,706698.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-11,468249.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2012-12,559630.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-01,444253.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-02,472542.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-03,891090.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-04,640538.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-05,892185.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-06,1528032.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-07,2719646.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-08,3809529.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-09,1665803.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-10,732210.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-11,523766.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2013-12,633424.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-01,452611.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-02,467980.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-03,568019.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-04,1026343.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-05,954075.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-06,1580319.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-07,2728140.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-08,3978030.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-09,1663049.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-10,762341.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-11,506054.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2014-12,630535.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-01,513686.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-02,498915.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-03,637419.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-04,1009594.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-05,1003398.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-06,1688788.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-07,3007947.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-08,4167730.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-09,1795636.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-10,963984.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-11,562000.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2015-12,791643.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-01,594807.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-02,605573.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-03,1041026.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-04,861777.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-05,1154271.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-06,1846421.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-07,3352625.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-08,4282437.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-09,1989529.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-10,1047700.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-11,645325.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2016-12,897689.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-01,650999.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-02,649497.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-03,738082.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-04,1530402.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-05,1172680.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-06,1985335.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-07,3539791.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-08,4546676.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-09,2079239.0
