period,property,measure,value
2022-12,Lodges & boutique accommodation,Number of active establishments,752.0
2023-01,Lodges & boutique accommodation,Number of active establishments,760.0
2023-02,Lodges & boutique accommodation,Number of active establishments,766.0
2023-03,Lodges & boutique accommodation,Number of active establishments,756.0
2023-04,Lodges & boutique accommodation,Number of active establishments,766.0
2023-05,Lodges & boutique accommodation,Number of active establishments,726.0
2023-06,Lodges & boutique accommodation,Number of active establishments,700.0
2023-07,Lodges & boutique accommodation,Number of active establishments,696.0
2023-08,Lodges & boutique accommodation,Number of active establishments,706.0
2023-09,Lodges & boutique accommodation,Number of active establishments,740.0
2023-10,Lodges & boutique accommodation,Number of active establishments,778.0
2023-11,Lodges & boutique accommodation,Number of active establishments,780.0
2023-12,Lodges & boutique accommodation,Number of active establishments,776.0
2024-01,Lodges & boutique accommodation,Number of active establishments,776.0
2024-02,Lodges & boutique accommodation,Number of active establishments,778.0
2024-03,Lodges & boutique accommodation,Number of active establishments,774.0
2024-04,Lodges & boutique accommodation,Number of active establishments,764.0
2024-05,Lodges & boutique accommodation,Number of active establishments,718.0
2024-06,Lodges & boutique accommodation,Number of active establishments,672.0
2024-07,Lodges & boutique accommodation,Number of active establishments,668.0
2024-08,Lodges & boutique accommodation,Number of active establishments,680.0
2024-09,Lodges & boutique accommodation,Number of active establishments,720.0
2024-10,Lodges & boutique accommodation,Number of active establishments,746.0
2024-11,Lodges & boutique accommodation,Number of active establishments,750.0
2024-12,Lodges & boutique accommodation,Number of active establishments,752.0
2025-01,Lodges & boutique accommodation,Number of active establishments,752.0
2025-02,Lodges & boutique accommodation,Number of active establishments,748.0
2025-03,Lodges & boutique accommodation,Number of active establishments,754.0
2025-04,Lodges & boutique accommodation,Number of active establishments,754.0
2025-05,Lodges & boutique accommodation,Number of active establishments,724.0
2025-06,Lodges & boutique accommodation,Number of active establishments,692.0
2025-07,Lodges & boutique accommodation,Number of active establishments,672.0
2025-08,Lodges & boutique accommodation,Number of active establishments,692.0
2025-09,Lodges & boutique accommodation,Number of active establishments,730.0
2025-10,Lodges & boutique accommodation,Number of active establishments,748.0
2025-11,Lodges & boutique accommodation,Number of active establishments,754.0
2025-12,Lodges & boutique accommodation,Number of active establishments,762.0
2026-01,Lodges & boutique accommodation,Number of active establishments,762.0
2026-02,Lodges & boutique accommodation,Number of active establishments,762.0
2026-03,Lodges & boutique accommodation,Number of active establishments,760.0
2026-04,Lodges & boutique accommodation,Number of active establishments,758.0
2026-05,Lodges & boutique accommodation,Number of active establishments,730.0
2026-06,Lodges & boutique accommodation,Number of active establishments,698.0
2026-07,Lodges & boutique accommodation,Number of active establishments,690.0
2020-06,Lodges & boutique accommodation,Stay unit nights occupied,27500.0
2020-07,Lodges & boutique accommodation,Stay unit nights occupied,53000.0
2020-08,Lodges & boutique accommodation,Stay unit nights occupied,35000.0
2020-09,Lodges & boutique accommodation,Stay unit nights occupied,47100.0
2020-10,Lodges & boutique accommodation,Stay unit nights occupied,67500.0
2020-11,Lodges & boutique accommodation,Stay unit nights occupied,64900.0
2020-12,Lodges & boutique accommodation,Stay unit nights occupied,63400.0
2021-01,Lodges & boutique accommodation,Stay unit nights occupied,78500.0
2021-02,Lodges & boutique accommodation,Stay unit nights occupied,70100.0
2021-03,Lodges & boutique accommodation,Stay unit nights occupied,69800.0
2021-04,Lodges & boutique accommodation,Stay unit nights occupied,82700.0
2021-05,Lodges & boutique accommodation,Stay unit nights occupied,63900.0
2021-06,Lodges & boutique accommodation,Stay unit nights occupied,60300.0
2021-07,Lodges & boutique accommodation,Stay unit nights occupied,68900.0
2021-08,Lodges & boutique accommodation,Stay unit nights occupied,39300.0
2021-09,Lodges & boutique accommodation,Stay unit nights occupied,30900.0
2021-10,Lodges & boutique accommodation,Stay unit nights occupied,51700.0
2021-11,Lodges & boutique accommodation,Stay unit nights occupied,49100.0
2021-12,Lodges & boutique accommodation,Stay unit nights occupied,59900.0
2022-01,Lodges & boutique accommodation,Stay unit nights occupied,79600.0
2022-02,Lodges & boutique accommodation,Stay unit nights occupied,63500.0
2022-03,Lodges & boutique accommodation,Stay unit nights occupied,63800.0
2022-04,Lodges & boutique accommodation,Stay unit nights occupied,81000.0
2022-05,Lodges & boutique accommodation,Stay unit nights occupied,54900.0
2022-06,Lodges & boutique accommodation,Stay unit nights occupied,58800.0
2022-07,Lodges & boutique accommodation,Stay unit nights occupied,66700.0
2022-08,Lodges & boutique accommodation,Stay unit nights occupied,61000.0
2022-09,Lodges & boutique accommodation,Stay unit nights occupied,69300.0
2022-10,Lodges & boutique accommodation,Stay unit nights occupied,84100.0
2022-11,Lodges & boutique accommodation,Stay unit nights occupied,119100.0
2022-12,Lodges & boutique accommodation,Stay unit nights occupied,121200.0
2023-01,Lodges & boutique accommodation,Stay unit nights occupied,133800.0
2023-02,Lodges & boutique accommodation,Stay unit nights occupied,130700.0
2023-03,Lodges & boutique accommodation,Stay unit nights occupied,135300.0
2023-04,Lodges & boutique accommodation,Stay unit nights occupied,109200.0
2023-05,Lodges & boutique accommodation,Stay unit nights occupied,75100.0
2023-06,Lodges & boutique accommodation,Stay unit nights occupied,65900.0
2023-07,Lodges & boutique accommodation,Stay unit nights occupied,75200.0
2023-08,Lodges & boutique accommodation,Stay unit nights occupied,71200.0
2023-09,Lodges & boutique accommodation,Stay unit nights occupied,79700.0
2023-10,Lodges & boutique accommodation,Stay unit nights occupied,90200.0
2023-11,Lodges & boutique accommodation,Stay unit nights occupied,123800.0
2023-12,Lodges & boutique accommodation,Stay unit nights occupied,119900.0
2024-01,Lodges & boutique accommodation,Stay unit nights occupied,136200.0
2024-02,Lodges & boutique accommodation,Stay unit nights occupied,140600.0
2024-03,Lodges & boutique accommodation,Stay unit nights occupied,148400.0
2024-04,Lodges & boutique accommodation,Stay unit nights occupied,102200.0
2024-05,Lodges & boutique accommodation,Stay unit nights occupied,74400.0
2024-06,Lodges & boutique accommodation,Stay unit nights occupied,61100.0
2024-07,Lodges & boutique accommodation,Stay unit nights occupied,64300.0
2024-08,Lodges & boutique accommodation,Stay unit nights occupied,62700.0
2024-09,Lodges & boutique accommodation,Stay unit nights occupied,65800.0
2024-10,Lodges & boutique accommodation,Stay unit nights occupied,92700.0
2024-11,Lodges & boutique accommodation,Stay unit nights occupied,120600.0
2024-12,Lodges & boutique accommodation,Stay unit nights occupied,113900.0
2025-01,Lodges & boutique accommodation,Stay unit nights occupied,137100.0
2025-02,Lodges & boutique accommodation,Stay unit nights occupied,138400.0
2025-03,Lodges & boutique accommodation,Stay unit nights occupied,139300.0
2025-04,Lodges & boutique accommodation,Stay unit nights occupied,102100.0
2025-05,Lodges & boutique accommodation,Stay unit nights occupied,72700.0
2025-06,Lodges & boutique accommodation,Stay unit nights occupied,51900.0
2025-07,Lodges & boutique accommodation,Stay unit nights occupied,62600.0
2025-08,Lodges & boutique accommodation,Stay unit nights occupied,66700.0
2025-09,Lodges & boutique accommodation,Stay unit nights occupied,64400.0
2025-10,Lodges & boutique accommodation,Stay unit nights occupied,89200.0
2025-11,Lodges & boutique accommodation,Stay unit nights occupied,119800.0
2025-12,Lodges & boutique accommodation,Stay unit nights occupied,116600.0
2026-01,Lodges & boutique accommodation,Stay unit nights occupied,139900.0
2026-02,Lodges & boutique accommodation,Stay unit nights occupied,144300.0
2026-03,Lodges & boutique accommodation,Stay unit nights occupied,138400.0
2026-04,Lodges & boutique accommodation,Stay unit nights occupied,103400.0
2026-05,Lodges & boutique accommodation,Stay unit nights occupied,70400.0
2026-06,Lodges & boutique accommodation,Stay unit nights occupied,52300.0
2026-07,Lodges & boutique accommodation,Stay unit nights occupied,70100.0
2020-06,Lodges & boutique accommodation,Total guest nights,52000.0
2020-07,Lodges & boutique accommodation,Total guest nights,109000.0
2020-08,Lodges & boutique accommodation,Total guest nights,63200.0
2020-09,Lodges & boutique accommodation,Total guest nights,91300.0
2020-10,Lodges & boutique accommodation,Total guest nights,133400.0
2020-11,Lodges & boutique accommodation,Total guest nights,117400.0
2020-12,Lodges & boutique accommodation,Total guest nights,126100.0
2021-01,Lodges & boutique accommodation,Total guest nights,160400.0
2021-02,Lodges & boutique accommodation,Total guest nights,134500.0
2021-03,Lodges & boutique accommodation,Total guest nights,129100.0
2021-04,Lodges & boutique accommodation,Total guest nights,154800.0
2021-05,Lodges & boutique accommodation,Total guest nights,113700.0
2021-06,Lodges & boutique accommodation,Total guest nights,106200.0
2021-07,Lodges & boutique accommodation,Total guest nights,134300.0
2021-08,Lodges & boutique accommodation,Total guest nights,72700.0
2021-09,Lodges & boutique accommodation,Total guest nights,54800.0
2021-10,Lodges & boutique accommodation,Total guest nights,95500.0
2021-11,Lodges & boutique accommodation,Total guest nights,86600.0
2021-12,Lodges & boutique accommodation,Total guest nights,120300.0
2022-01,Lodges & boutique accommodation,Total guest nights,165900.0
2022-02,Lodges & boutique accommodation,Total guest nights,121100.0
2022-03,Lodges & boutique accommodation,Total guest nights,124300.0
2022-04,Lodges & boutique accommodation,Total guest nights,161900.0
2022-05,Lodges & boutique accommodation,Total guest nights,97600.0
2022-06,Lodges & boutique accommodation,Total guest nights,107000.0
2022-07,Lodges & boutique accommodation,Total guest nights,132100.0
2022-08,Lodges & boutique accommodation,Total guest nights,111300.0
2022-09,Lodges & boutique accommodation,Total guest nights,130500.0
2022-10,Lodges & boutique accommodation,Total guest nights,163800.0
2022-11,Lodges & boutique accommodation,Total guest nights,225000.0
2022-12,Lodges & boutique accommodation,Total guest nights,245300.0
2023-01,Lodges & boutique accommodation,Total guest nights,270200.0
2023-02,Lodges & boutique accommodation,Total guest nights,247200.0
2023-03,Lodges & boutique accommodation,Total guest nights,263200.0
2023-04,Lodges & boutique accommodation,Total guest nights,218200.0
2023-05,Lodges & boutique accommodation,Total guest nights,129900.0
2023-06,Lodges & boutique accommodation,Total guest nights,118800.0
2023-07,Lodges & boutique accommodation,Total guest nights,142400.0
2023-08,Lodges & boutique accommodation,Total guest nights,126000.0
2023-09,Lodges & boutique accommodation,Total guest nights,148000.0
2023-10,Lodges & boutique accommodation,Total guest nights,168700.0
2023-11,Lodges & boutique accommodation,Total guest nights,243600.0
2023-12,Lodges & boutique accommodation,Total guest nights,243000.0
2024-01,Lodges & boutique accommodation,Total guest nights,277000.0
2024-02,Lodges & boutique accommodation,Total guest nights,275000.0
2024-03,Lodges & boutique accommodation,Total guest nights,291200.0
2024-04,Lodges & boutique accommodation,Total guest nights,205800.0
2024-05,Lodges & boutique accommodation,Total guest nights,136400.0
2024-06,Lodges & boutique accommodation,Total guest nights,108400.0
2024-07,Lodges & boutique accommodation,Total guest nights,119600.0
2024-08,Lodges & boutique accommodation,Total guest nights,116300.0
2024-09,Lodges & boutique accommodation,Total guest nights,119800.0
2024-10,Lodges & boutique accommodation,Total guest nights,178400.0
2024-11,Lodges & boutique accommodation,Total guest nights,240900.0
2024-12,Lodges & boutique accommodation,Total guest nights,225400.0
2025-01,Lodges & boutique accommodation,Total guest nights,282100.0
2025-02,Lodges & boutique accommodation,Total guest nights,273700.0
2025-03,Lodges & boutique accommodation,Total guest nights,273600.0
2025-04,Lodges & boutique accommodation,Total guest nights,196700.0
2025-05,Lodges & boutique accommodation,Total guest nights,134100.0
2025-06,Lodges & boutique accommodation,Total guest nights,98300.0
2025-07,Lodges & boutique accommodation,Total guest nights,113600.0
2025-08,Lodges & boutique accommodation,Total guest nights,127000.0
2025-09,Lodges & boutique accommodation,Total guest nights,126200.0
2025-10,Lodges & boutique accommodation,Total guest nights,172900.0
2025-11,Lodges & boutique accommodation,Total guest nights,230300.0
2025-12,Lodges & boutique accommodation,Total guest nights,236500.0
2026-01,Lodges & boutique accommodation,Total guest nights,292900.0
2026-02,Lodges & boutique accommodation,Total guest nights,281700.0
2026-03,Lodges & boutique accommodation,Total guest nights,267100.0
2026-04,Lodges & boutique accommodation,Total guest nights,197800.0
2026-05,Lodges & boutique accommodation,Total guest nights,129600.0
2026-06,Lodges & boutique accommodation,Total guest nights,95500.0
2026-07,Lodges & boutique accommodation,Total guest nights,139300.0
2020-06,Motels & apartments (6-20),Domestic guest nights,527600.0
2020-07,Motels & apartments (6-20),Domestic guest nights,843400.0
2020-08,Motels & apartments (6-20),Domestic guest nights,582900.0
2020-09,Motels & apartments (6-20),Domestic guest nights,725800.0
2020-10,Motels & apartments (6-20),Domestic guest nights,892900.0
2020-11,Motels & apartments (6-20),Domestic guest nights,776800.0
2020-12,Motels & apartments (6-20),Domestic guest nights,833300.0
2021-01,Motels & apartments (6-20),Domestic guest nights,1078100.0
2021-02,Motels & apartments (6-20),Domestic guest nights,791500.0
2021-03,Motels & apartments (6-20),Domestic guest nights,829500.0
2021-04,Motels & apartments (6-20),Domestic guest nights,989800.0
2021-05,Motels & apartments (6-20),Domestic guest nights,720600.0
2021-06,Motels & apartments (6-20),Domestic guest nights,703100.0
2021-07,Motels & apartments (6-20),Domestic guest nights,892000.0
2021-08,Motels & apartments (6-20),Domestic guest nights,432600.0
2021-09,Motels & apartments (6-20),Domestic guest nights,374600.0
2021-10,Motels & apartments (6-20),Domestic guest nights,619600.0
2021-11,Motels & apartments (6-20),Domestic guest nights,525900.0
2021-12,Motels & apartments (6-20),Domestic guest nights,677700.0
2022-01,Motels & apartments (6-20),Domestic guest nights,974300.0
2022-02,Motels & apartments (6-20),Domestic guest nights,622200.0
2022-03,Motels & apartments (6-20),Domestic guest nights,617400.0
2022-04,Motels & apartments (6-20),Domestic guest nights,827600.0
2022-05,Motels & apartments (6-20),Domestic guest nights,648200.0
2022-06,Motels & apartments (6-20),Domestic guest nights,679100.0
2022-07,Motels & apartments (6-20),Domestic guest nights,769100.0
2022-08,Motels & apartments (6-20),Domestic guest nights,684500.0
2022-09,Motels & apartments (6-20),Domestic guest nights,708300.0
2022-10,Motels & apartments (6-20),Domestic guest nights,883000.0
2022-11,Motels & apartments (6-20),Domestic guest nights,767700.0
2022-12,Motels & apartments (6-20),Domestic guest nights,796600.0
2023-01,Motels & apartments (6-20),Domestic guest nights,943500.0
2023-02,Motels & apartments (6-20),Domestic guest nights,713900.0
2023-03,Motels & apartments (6-20),Domestic guest nights,836300.0
2023-04,Motels & apartments (6-20),Domestic guest nights,802300.0
2023-05,Motels & apartments (6-20),Domestic guest nights,609800.0
2023-06,Motels & apartments (6-20),Domestic guest nights,584800.0
2023-07,Motels & apartments (6-20),Domestic guest nights,725200.0
2023-08,Motels & apartments (6-20),Domestic guest nights,652700.0
2023-09,Motels & apartments (6-20),Domestic guest nights,685700.0
2023-10,Motels & apartments (6-20),Domestic guest nights,706900.0
2023-11,Motels & apartments (6-20),Domestic guest nights,711500.0
2023-12,Motels & apartments (6-20),Domestic guest nights,738900.0
2024-01,Motels & apartments (6-20),Domestic guest nights,864100.0
2024-02,Motels & apartments (6-20),Domestic guest nights,737000.0
2024-03,Motels & apartments (6-20),Domestic guest nights,796600.0
2024-04,Motels & apartments (6-20),Domestic guest nights,690400.0
2024-05,Motels & apartments (6-20),Domestic guest nights,572900.0
2024-06,Motels & apartments (6-20),Domestic guest nights,556600.0
2024-07,Motels & apartments (6-20),Domestic guest nights,624600.0
2024-08,Motels & apartments (6-20),Domestic guest nights,571600.0
2024-09,Motels & apartments (6-20),Domestic guest nights,641300.0
2024-10,Motels & apartments (6-20),Domestic guest nights,743300.0
2024-11,Motels & apartments (6-20),Domestic guest nights,738300.0
2024-12,Motels & apartments (6-20),Domestic guest nights,735200.0
2025-01,Motels & apartments (6-20),Domestic guest nights,895900.0
2025-02,Motels & apartments (6-20),Domestic guest nights,737100.0
2025-03,Motels & apartments (6-20),Domestic guest nights,773500.0
2025-04,Motels & apartments (6-20),Domestic guest nights,759700.0
2025-05,Motels & apartments (6-20),Domestic guest nights,596100.0
2025-06,Motels & apartments (6-20),Domestic guest nights,563400.0
2025-07,Motels & apartments (6-20),Domestic guest nights,617800.0
2025-08,Motels & apartments (6-20),Domestic guest nights,609200.0
2025-09,Motels & apartments (6-20),Domestic guest nights,663900.0
2025-10,Motels & apartments (6-20),Domestic guest nights,680000.0
2025-11,Motels & apartments (6-20),Domestic guest nights,696400.0
2025-12,Motels & apartments (6-20),Domestic guest nights,728900.0
2026-01,Motels & apartments (6-20),Domestic guest nights,860200.0
2026-02,Motels & apartments (6-20),Domestic guest nights,741200.0
2026-03,Motels & apartments (6-20),Domestic guest nights,758800.0
2026-04,Motels & apartments (6-20),Domestic guest nights,686200.0
2026-05,Motels & apartments (6-20),Domestic guest nights,584800.0
2026-06,Motels & apartments (6-20),Domestic guest nights,498800.0
2026-07,Motels & apartments (6-20),Domestic guest nights,691100.0
2020-06,Motels & apartments (6-20),Guest arrivals,285100.0
2020-07,Motels & apartments (6-20),Guest arrivals,467500.0
2020-08,Motels & apartments (6-20),Guest arrivals,313200.0
2020-09,Motels & apartments (6-20),Guest arrivals,374700.0
2020-10,Motels & apartments (6-20),Guest arrivals,472600.0
2020-11,Motels & apartments (6-20),Guest arrivals,403600.0
2020-12,Motels & apartments (6-20),Guest arrivals,415100.0
2021-01,Motels & apartments (6-20),Guest arrivals,502100.0
2021-02,Motels & apartments (6-20),Guest arrivals,402500.0
2021-03,Motels & apartments (6-20),Guest arrivals,421500.0
2021-04,Motels & apartments (6-20),Guest arrivals,506400.0
2021-05,Motels & apartments (6-20),Guest arrivals,379600.0
2021-06,Motels & apartments (6-20),Guest arrivals,361100.0
2021-07,Motels & apartments (6-20),Guest arrivals,444500.0
2021-08,Motels & apartments (6-20),Guest arrivals,206000.0
2021-09,Motels & apartments (6-20),Guest arrivals,163400.0
2021-10,Motels & apartments (6-20),Guest arrivals,293300.0
2021-11,Motels & apartments (6-20),Guest arrivals,254000.0
2021-12,Motels & apartments (6-20),Guest arrivals,324600.0
2022-01,Motels & apartments (6-20),Guest arrivals,437200.0
2022-02,Motels & apartments (6-20),Guest arrivals,304900.0
2022-03,Motels & apartments (6-20),Guest arrivals,293300.0
2022-04,Motels & apartments (6-20),Guest arrivals,402500.0
2022-05,Motels & apartments (6-20),Guest arrivals,340800.0
2022-06,Motels & apartments (6-20),Guest arrivals,350700.0
2022-07,Motels & apartments (6-20),Guest arrivals,391000.0
2022-08,Motels & apartments (6-20),Guest arrivals,361400.0
2022-09,Motels & apartments (6-20),Guest arrivals,388800.0
2022-10,Motels & apartments (6-20),Guest arrivals,463300.0
2022-11,Motels & apartments (6-20),Guest arrivals,467600.0
2022-12,Motels & apartments (6-20),Guest arrivals,482700.0
2023-01,Motels & apartments (6-20),Guest arrivals,552100.0
2023-02,Motels & apartments (6-20),Guest arrivals,468800.0
2023-03,Motels & apartments (6-20),Guest arrivals,518200.0
2023-04,Motels & apartments (6-20),Guest arrivals,465000.0
2023-05,Motels & apartments (6-20),Guest arrivals,344000.0
2023-06,Motels & apartments (6-20),Guest arrivals,314600.0
2023-07,Motels & apartments (6-20),Guest arrivals,387900.0
2023-08,Motels & apartments (6-20),Guest arrivals,339300.0
2023-09,Motels & apartments (6-20),Guest arrivals,375800.0
2023-10,Motels & apartments (6-20),Guest arrivals,418100.0
2023-11,Motels & apartments (6-20),Guest arrivals,482400.0
2023-12,Motels & apartments (6-20),Guest arrivals,488600.0
2024-01,Motels & apartments (6-20),Guest arrivals,550600.0
2024-02,Motels & apartments (6-20),Guest arrivals,546000.0
2024-03,Motels & apartments (6-20),Guest arrivals,552800.0
2024-04,Motels & apartments (6-20),Guest arrivals,443100.0
2024-05,Motels & apartments (6-20),Guest arrivals,336700.0
2024-06,Motels & apartments (6-20),Guest arrivals,302800.0
2024-07,Motels & apartments (6-20),Guest arrivals,345900.0
2024-08,Motels & apartments (6-20),Guest arrivals,329500.0
2024-09,Motels & apartments (6-20),Guest arrivals,361100.0
2024-10,Motels & apartments (6-20),Guest arrivals,446100.0
2024-11,Motels & apartments (6-20),Guest arrivals,511400.0
2024-12,Motels & apartments (6-20),Guest arrivals,514400.0
2025-01,Motels & apartments (6-20),Guest arrivals,600600.0
2025-02,Motels & apartments (6-20),Guest arrivals,546700.0
2025-03,Motels & apartments (6-20),Guest arrivals,544800.0
2025-04,Motels & apartments (6-20),Guest arrivals,497500.0
2025-05,Motels & apartments (6-20),Guest arrivals,369500.0
2025-06,Motels & apartments (6-20),Guest arrivals,326400.0
2025-07,Motels & apartments (6-20),Guest arrivals,352400.0
2025-08,Motels & apartments (6-20),Guest arrivals,351800.0
2025-09,Motels & apartments (6-20),Guest arrivals,401100.0
2025-10,Motels & apartments (6-20),Guest arrivals,439600.0
2025-11,Motels & apartments (6-20),Guest arrivals,513300.0
2025-12,Motels & apartments (6-20),Guest arrivals,527600.0
2026-01,Motels & apartments (6-20),Guest arrivals,594700.0
2026-02,Motels & apartments (6-20),Guest arrivals,576600.0
2026-03,Motels & apartments (6-20),Guest arrivals,550400.0
2026-04,Motels & apartments (6-20),Guest arrivals,454400.0
2026-05,Motels & apartments (6-20),Guest arrivals,363400.0
2026-06,Motels & apartments (6-20),Guest arrivals,295100.0
2026-07,Motels & apartments (6-20),Guest arrivals,389900.0
2020-06,Motels & apartments (6-20),International guest nights,22900.0
2020-07,Motels & apartments (6-20),International guest nights,21400.0
2020-08,Motels & apartments (6-20),International guest nights,7700.0
2020-09,Motels & apartments (6-20),International guest nights,22000.0
2020-10,Motels & apartments (6-20),International guest nights,28300.0
2020-11,Motels & apartments (6-20),International guest nights,23300.0
2020-12,Motels & apartments (6-20),International guest nights,26800.0
2021-01,Motels & apartments (6-20),International guest nights,26700.0
2021-02,Motels & apartments (6-20),International guest nights,20300.0
2021-03,Motels & apartments (6-20),International guest nights,22000.0
2021-04,Motels & apartments (6-20),International guest nights,32600.0
2021-05,Motels & apartments (6-20),International guest nights,35800.0
2021-06,Motels & apartments (6-20),International guest nights,37000.0
2021-07,Motels & apartments (6-20),International guest nights,39200.0
2021-08,Motels & apartments (6-20),International guest nights,13700.0
2021-09,Motels & apartments (6-20),International guest nights,9100.0
2021-10,Motels & apartments (6-20),International guest nights,13300.0
2021-11,Motels & apartments (6-20),International guest nights,16500.0
2021-12,Motels & apartments (6-20),International guest nights,16700.0
2022-01,Motels & apartments (6-20),International guest nights,21100.0
2022-02,Motels & apartments (6-20),International guest nights,13500.0
2022-03,Motels & apartments (6-20),International guest nights,18000.0
2022-04,Motels & apartments (6-20),International guest nights,34500.0
2022-05,Motels & apartments (6-20),International guest nights,45800.0
2022-06,Motels & apartments (6-20),International guest nights,59400.0
2022-07,Motels & apartments (6-20),International guest nights,97200.0
2022-08,Motels & apartments (6-20),International guest nights,104700.0
2022-09,Motels & apartments (6-20),International guest nights,111200.0
2022-10,Motels & apartments (6-20),International guest nights,136600.0
2022-11,Motels & apartments (6-20),International guest nights,207100.0
2022-12,Motels & apartments (6-20),International guest nights,269700.0
2023-01,Motels & apartments (6-20),International guest nights,316100.0
2023-02,Motels & apartments (6-20),International guest nights,283600.0
2023-03,Motels & apartments (6-20),International guest nights,275800.0
2023-04,Motels & apartments (6-20),International guest nights,200600.0
2023-05,Motels & apartments (6-20),International guest nights,110500.0
2023-06,Motels & apartments (6-20),International guest nights,89500.0
2023-07,Motels & apartments (6-20),International guest nights,133000.0
2023-08,Motels & apartments (6-20),International guest nights,136300.0
2023-09,Motels & apartments (6-20),International guest nights,138600.0
2023-10,Motels & apartments (6-20),International guest nights,181300.0
2023-11,Motels & apartments (6-20),International guest nights,266600.0
2023-12,Motels & apartments (6-20),International guest nights,305500.0
2024-01,Motels & apartments (6-20),International guest nights,346000.0
2024-02,Motels & apartments (6-20),International guest nights,367100.0
2024-03,Motels & apartments (6-20),International guest nights,337400.0
2024-04,Motels & apartments (6-20),International guest nights,203500.0
2024-05,Motels & apartments (6-20),International guest nights,109900.0
2024-06,Motels & apartments (6-20),International guest nights,84800.0
2024-07,Motels & apartments (6-20),International guest nights,130400.0
2024-08,Motels & apartments (6-20),International guest nights,128700.0
2024-09,Motels & apartments (6-20),International guest nights,141600.0
2024-10,Motels & apartments (6-20),International guest nights,186900.0
2024-11,Motels & apartments (6-20),International guest nights,286300.0
2024-12,Motels & apartments (6-20),International guest nights,341400.0
2025-01,Motels & apartments (6-20),International guest nights,380600.0
2025-02,Motels & apartments (6-20),International guest nights,358600.0
2025-03,Motels & apartments (6-20),International guest nights,315100.0
2025-04,Motels & apartments (6-20),International guest nights,232000.0
2025-05,Motels & apartments (6-20),International guest nights,120600.0
2025-06,Motels & apartments (6-20),International guest nights,94300.0
2025-07,Motels & apartments (6-20),International guest nights,146600.0
2025-08,Motels & apartments (6-20),International guest nights,147500.0
2025-09,Motels & apartments (6-20),International guest nights,157600.0
2025-10,Motels & apartments (6-20),International guest nights,209300.0
2025-11,Motels & apartments (6-20),International guest nights,309100.0
2025-12,Motels & apartments (6-20),International guest nights,352300.0
2026-01,Motels & apartments (6-20),International guest nights,397700.0
2026-02,Motels & apartments (6-20),International guest nights,402500.0
2026-03,Motels & apartments (6-20),International guest nights,345600.0
2026-04,Motels & apartments (6-20),International guest nights,238000.0
2026-05,Motels & apartments (6-20),International guest nights,137200.0
2026-06,Motels & apartments (6-20),International guest nights,103500.0
2026-07,Motels & apartments (6-20),International guest nights,152800.0
2020-06,Motels & apartments (6-20),Number of active establishments,1972.0
2020-07,Motels & apartments (6-20),Number of active establishments,2000.0
2020-08,Motels & apartments (6-20),Number of active establishments,1978.0
2020-09,Motels & apartments (6-20),Number of active establishments,1992.0
2020-10,Motels & apartments (6-20),Number of active establishments,1988.0
2020-11,Motels & apartments (6-20),Number of active establishments,1984.0
2020-12,Motels & apartments (6-20),Number of active establishments,1970.0
2021-01,Motels & apartments (6-20),Number of active establishments,1982.0
2021-02,Motels & apartments (6-20),Number of active establishments,1966.0
2021-03,Motels & apartments (6-20),Number of active establishments,1952.0
2021-04,Motels & apartments (6-20),Number of active establishments,1944.0
2021-05,Motels & apartments (6-20),Number of active establishments,1926.0
2021-06,Motels & apartments (6-20),Number of active establishments,1928.0
2021-07,Motels & apartments (6-20),Number of active establishments,1922.0
2021-08,Motels & apartments (6-20),Number of active establishments,1906.0
2021-09,Motels & apartments (6-20),Number of active establishments,1834.0
2021-10,Motels & apartments (6-20),Number of active establishments,1854.0
2021-11,Motels & apartments (6-20),Number of active establishments,1856.0
2021-12,Motels & apartments (6-20),Number of active establishments,1852.0
2022-01,Motels & apartments (6-20),Number of active establishments,1856.0
2022-02,Motels & apartments (6-20),Number of active establishments,1848.0
2022-03,Motels & apartments (6-20),Number of active establishments,1838.0
2022-04,Motels & apartments (6-20),Number of active establishments,1854.0
2022-05,Motels & apartments (6-20),Number of active establishments,1850.0
2022-06,Motels & apartments (6-20),Number of active establishments,1840.0
2022-07,Motels & apartments (6-20),Number of active establishments,1836.0
2022-08,Motels & apartments (6-20),Number of active establishments,1842.0
2022-09,Motels & apartments (6-20),Number of active establishments,1860.0
2022-10,Motels & apartments (6-20),Number of active establishments,1856.0
2022-11,Motels & apartments (6-20),Number of active establishments,1860.0
2022-12,Motels & apartments (6-20),Number of active establishments,1876.0
2023-01,Motels & apartments (6-20),Number of active establishments,1882.0
2023-02,Motels & apartments (6-20),Number of active establishments,1878.0
2023-03,Motels & apartments (6-20),Number of active establishments,1864.0
2023-04,Motels & apartments (6-20),Number of active establishments,1872.0
2023-05,Motels & apartments (6-20),Number of active establishments,1848.0
2023-06,Motels & apartments (6-20),Number of active establishments,1836.0
2023-07,Motels & apartments (6-20),Number of active establishments,1860.0
2023-08,Motels & apartments (6-20),Number of active establishments,1856.0
2023-09,Motels & apartments (6-20),Number of active establishments,1854.0
2023-10,Motels & apartments (6-20),Number of active establishments,1870.0
2023-11,Motels & apartments (6-20),Number of active establishments,1880.0
2023-12,Motels & apartments (6-20),Number of active establishments,1882.0
2024-01,Motels & apartments (6-20),Number of active establishments,1880.0
