geo,nace_r2,period,value,updated
EU27_2020,I553,2024-09,39117339,2026-09-11T23:00:00+0200
EU27_2020,I553,2024-10,14541758,2026-09-11T23:00:00+0200
EU27_2020,I553,2024-11,4324958,2026-09-11T23:00:00+0200
EU27_2020,I553,2024-12,4408270,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-01,3805154,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-02,3915624,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-03,5409082,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-04,25438684,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-05,36086186,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-06,60784066,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-07,107357016,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-08,123416640,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-09,42249643,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-10,15510208,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-11,4059102,2026-09-11T23:00:00+0200
EU27_2020,I553,2025-12,4725857,2026-09-11T23:00:00+0200
EU27_2020,I553,2026-01,3890382,2026-09-11T23:00:00+0200
EU27_2020,I553,2026-02,3895572,2026-09-11T23:00:00+0200
EU27_2020,I553,2026-03,5907800,2026-09-11T23:00:00+0200
EU27_2020,I553,2026-04,24893917,2026-09-11T23:00:00+0200
EU27_2020,I553,2026-05,42527502,2026-09-11T23:00:00+0200
EU27_2020,I553,2026-06,54642667,2026-09-11T23:00:00+0200
FR,I551,2015-01,11957127,2026-09-11T23:00:00+0200
FR,I551,2015-02,12822735,2026-09-11T23:00:00+0200
FR,I551,2015-03,14693425,2026-09-11T23:00:00+0200
FR,I551,2015-04,16807918,2026-09-11T23:00:00+0200
FR,I551,2015-05,19249650,2026-09-11T23:00:00+0200
FR,I551,2015-06,20061471,2026-09-11T23:00:00+0200
FR,I551,2015-07,23198968,2026-09-11T23:00:00+0200
FR,I551,2015-08,24682894,2026-09-11T23:00:00+0200
FR,I551,2015-09,19925356,2026-09-11T23:00:00+0200
FR,I551,2015-10,19925356,2026-09-11T23:00:00+0200
FR,I551,2015-11,12102832,2026-09-11T23:00:00+0200
FR,I551,2015-12,12798726,2026-09-11T23:00:00+0200
FR,I551,2016-01,11640316,2026-09-11T23:00:00+0200
FR,I551,2016-02,12934870,2026-09-11T23:00:00+0200
FR,I551,2016-03,15741502,2026-09-11T23:00:00+0200
FR,I551,2016-04,15942908,2026-09-11T23:00:00+0200
FR,I551,2016-05,18601526,2026-09-11T23:00:00+0200
FR,I551,2016-06,19567113,2026-09-11T23:00:00+0200
FR,I551,2016-07,22769247,2026-09-11T23:00:00+0200
FR,I551,2016-08,23132467,2026-09-11T23:00:00+0200
FR,I551,2016-09,19230258,2026-09-11T23:00:00+0200
FR,I551,2016-10,17469044,2026-09-11T23:00:00+0200
FR,I551,2016-11,13051843,2026-09-11T23:00:00+0200
FR,I551,2016-12,13795955,2026-09-11T23:00:00+0200
FR,I551,2017-01,12622507,2026-09-11T23:00:00+0200
FR,I551,2017-02,13317547,2026-09-11T23:00:00+0200
FR,I551,2017-03,15483595,2026-09-11T23:00:00+0200
FR,I551,2017-04,18413454,2026-09-11T23:00:00+0200
FR,I551,2017-05,18682137,2026-09-11T23:00:00+0200
FR,I551,2017-06,20502811,2026-09-11T23:00:00+0200
FR,I551,2017-07,23775226,2026-09-11T23:00:00+0200
FR,I551,2017-08,24475398,2026-09-11T23:00:00+0200
FR,I551,2017-09,20383479,2026-09-11T23:00:00+0200
FR,I551,2017-10,18051277,2026-09-11T23:00:00+0200
FR,I551,2017-11,14080645,2026-09-11T23:00:00+0200
FR,I551,2017-12,14539698,2026-09-11T23:00:00+0200
FR,I551,2018-01,12973438,2026-09-11T23:00:00+0200
FR,I551,2018-02,13660400,2026-09-11T23:00:00+0200
FR,I551,2018-03,16892746,2026-09-11T23:00:00+0200
FR,I551,2018-04,17870591,2026-09-11T23:00:00+0200
FR,I551,2018-05,19560627,2026-09-11T23:00:00+0200
FR,I551,2018-06,21001165,2026-09-11T23:00:00+0200
FR,I551,2018-07,23923992,2026-09-11T23:00:00+0200
FR,I551,2018-08,25330035,2026-09-11T23:00:00+0200
FR,I551,2018-09,20888800,2026-09-11T23:00:00+0200
FR,I551,2018-10,18521797,2026-09-11T23:00:00+0200
FR,I551,2018-11,14467476,2026-09-11T23:00:00+0200
FR,I551,2018-12,14377017,2026-09-11T23:00:00+0200
FR,I551,2019-01,12941059,2026-09-11T23:00:00+0200
FR,I551,2019-02,13594473,2026-09-11T23:00:00+0200
FR,I551,2019-03,16112409,2026-09-11T23:00:00+0200
FR,I551,2019-04,18574643,2026-09-11T23:00:00+0200
FR,I551,2019-05,18682140,2026-09-11T23:00:00+0200
FR,I551,2019-06,21969849,2026-09-11T23:00:00+0200
FR,I551,2019-07,23727449,2026-09-11T23:00:00+0200
FR,I551,2019-08,25236018,2026-09-11T23:00:00+0200
FR,I551,2019-09,20738741,2026-09-11T23:00:00+0200
FR,I551,2019-10,18322876,2026-09-11T23:00:00+0200
FR,I551,2019-11,14627330,2026-09-11T23:00:00+0200
FR,I551,2019-12,14634455,2026-09-11T23:00:00+0200
FR,I551,2020-01,13566938,2026-09-11T23:00:00+0200
FR,I551,2020-02,14515965,2026-09-11T23:00:00+0200
FR,I551,2020-03,7212999,2026-09-11T23:00:00+0200
FR,I551,2020-04,721353,2026-09-11T23:00:00+0200
FR,I551,2020-05,1500619,2026-09-11T23:00:00+0200
FR,I551,2020-06,5939182,2026-09-11T23:00:00+0200
FR,I551,2020-07,15083194,2026-09-11T23:00:00+0200
FR,I551,2020-08,18994313,2026-09-11T23:00:00+0200
FR,I551,2020-09,11882532,2026-09-11T23:00:00+0200
FR,I551,2020-10,9334974,2026-09-11T23:00:00+0200
FR,I551,2020-11,3542593,2026-09-11T23:00:00+0200
FR,I551,2020-12,4578193,2026-09-11T23:00:00+0200
FR,I551,2021-01,4910460,2026-09-11T23:00:00+0200
FR,I551,2021-02,5170074,2026-09-11T23:00:00+0200
FR,I551,2021-03,5431070,2026-09-11T23:00:00+0200
FR,I551,2021-04,3761860,2026-09-11T23:00:00+0200
FR,I551,2021-05,7642312,2026-09-11T23:00:00+0200
FR,I551,2021-06,11733296,2026-09-11T23:00:00+0200
FR,I551,2021-07,18916313,2026-09-11T23:00:00+0200
FR,I551,2021-08,21561752,2026-09-11T23:00:00+0200
FR,I551,2021-09,16673654,2026-09-11T23:00:00+0200
FR,I551,2021-10,16260855,2026-09-11T23:00:00+0200
FR,I551,2021-11,12794287,2026-09-11T23:00:00+0200
FR,I551,2021-12,12612742,2026-09-11T23:00:00+0200
FR,I551,2022-01,9285519,2026-09-11T23:00:00+0200
FR,I551,2022-02,11927351,2026-09-11T23:00:00+0200
FR,I551,2022-03,14469426,2026-09-11T23:00:00+0200
FR,I551,2022-04,17120921,2026-09-11T23:00:00+0200
FR,I551,2022-05,19168893,2026-09-11T23:00:00+0200
FR,I551,2022-06,20978588,2026-09-11T23:00:00+0200
FR,I551,2022-07,24653224,2026-09-11T23:00:00+0200
FR,I551,2022-08,25548662,2026-09-11T23:00:00+0200
FR,I551,2022-09,20386845,2026-09-11T23:00:00+0200
FR,I551,2022-10,18726455,2026-09-11T23:00:00+0200
FR,I551,2022-11,14242796,2026-09-11T23:00:00+0200
FR,I551,2022-12,15256575,2026-09-11T23:00:00+0200
FR,I551,2023-01,13187513,2026-09-11T23:00:00+0200
FR,I551,2023-02,13888423,2026-09-11T23:00:00+0200
FR,I551,2023-03,15461699,2026-09-11T23:00:00+0200
FR,I551,2023-04,18542404,2026-09-11T23:00:00+0200
FR,I551,2023-05,20230336,2026-09-11T23:00:00+0200
FR,I551,2023-06,21277136,2026-09-11T23:00:00+0200
FR,I551,2023-07,23316073,2026-09-11T23:00:00+0200
FR,I551,2023-08,24138434,2026-09-11T23:00:00+0200
FR,I551,2023-09,20743366,2026-09-11T23:00:00+0200
FR,I551,2023-10,18047994,2026-09-11T23:00:00+0200
FR,I551,2023-11,13841344,2026-09-11T23:00:00+0200
FR,I551,2023-12,14754653,2026-09-11T23:00:00+0200
FR,I551,2024-01,12855490,2026-09-11T23:00:00+0200
FR,I551,2024-02,13650663,2026-09-11T23:00:00+0200
FR,I551,2024-03,16523807,2026-09-11T23:00:00+0200
FR,I551,2024-04,16891213,2026-09-11T23:00:00+0200
FR,I551,2024-05,20136254,2026-09-11T23:00:00+0200
FR,I551,2024-06,20285444,2026-09-11T23:00:00+0200
FR,I551,2024-07,21892288,2026-09-11T23:00:00+0200
FR,I551,2024-08,24314153,2026-09-11T23:00:00+0200
FR,I551,2024-09,20160828,2026-09-11T23:00:00+0200
FR,I551,2024-10,18281385,2026-09-11T23:00:00+0200
FR,I551,2024-11,14411484,2026-09-11T23:00:00+0200
FR,I551,2024-12,15059467,2026-09-11T23:00:00+0200
FR,I551,2025-01,13092929,2026-09-11T23:00:00+0200
FR,I551,2025-02,13601414,2026-09-11T23:00:00+0200
FR,I551,2025-03,15378087,2026-09-11T23:00:00+0200
FR,I551,2025-04,18493968,2026-09-11T23:00:00+0200
FR,I551,2025-05,20245801,2026-09-11T23:00:00+0200
FR,I551,2025-06,21483797,2026-09-11T23:00:00+0200
FR,I551,2025-07,23537313,2026-09-11T23:00:00+0200
FR,I551,2025-08,25176511,2026-09-11T23:00:00+0200
FR,I551,2025-09,20444876,2026-09-11T23:00:00+0200
FR,I551,2025-10,18827893,2026-09-11T23:00:00+0200
FR,I551,2025-11,14131248,2026-09-11T23:00:00+0200
FR,I551,2025-12,15832770,2026-09-11T23:00:00+0200
FR,I551,2026-01,13516276,2026-09-11T23:00:00+0200
FR,I551,2026-02,13892590,2026-09-11T23:00:00+0200
FR,I551,2026-03,15725163,2026-09-11T23:00:00+0200
FR,I551,2026-04,18609342,2026-09-11T23:00:00+0200
FR,I551,2026-05,20874378,2026-09-11T23:00:00+0200
FR,I551,2026-06,21700941,2026-09-11T23:00:00+0200
FR,I551-I553,2015-01,18033386,2026-09-11T23:00:00+0200
FR,I551-I553,2015-02,20582581,2026-09-11T23:00:00+0200
FR,I551-I553,2015-03,22100922,2026-09-11T23:00:00+0200
FR,I551-I553,2015-04,24274941,2026-09-11T23:00:00+0200
FR,I551-I553,2015-05,35083048,2026-09-11T23:00:00+0200
FR,I551-I553,2015-06,38971941,2026-09-11T23:00:00+0200
FR,I551-I553,2015-07,74597148,2026-09-11T23:00:00+0200
FR,I551-I553,2015-08,85626516,2026-09-11T23:00:00+0200
FR,I551-I553,2015-09,36442770,2026-09-11T23:00:00+0200
FR,I551-I553,2015-10,25254675,2026-09-11T23:00:00+0200
FR,I551-I553,2015-11,14822874,2026-09-11T23:00:00+0200
FR,I551-I553,2015-12,17811465,2026-09-11T23:00:00+0200
FR,I551-I553,2016-01,17519839,2026-09-11T23:00:00+0200
FR,I551-I553,2016-02,20436026,2026-09-11T23:00:00+0200
FR,I551-I553,2016-03,23507974,2026-09-11T23:00:00+0200
FR,I551-I553,2016-04,22866869,2026-09-11T23:00:00+0200
FR,I551-I553,2016-05,32589165,2026-09-11T23:00:00+0200
FR,I551-I553,2016-06,37391696,2026-09-11T23:00:00+0200
FR,I551-I553,2016-07,73271713,2026-09-11T23:00:00+0200
FR,I551-I553,2016-08,83930209,2026-09-11T23:00:00+0200
FR,I551-I553,2016-09,35975687,2026-09-11T23:00:00+0200
FR,I551-I553,2016-10,22945832,2026-09-11T23:00:00+0200
FR,I551-I553,2016-11,15941004,2026-09-11T23:00:00+0200
FR,I551-I553,2016-12,18432435,2026-09-11T23:00:00+0200
FR,I551-I553,2017-01,18512296,2026-09-11T23:00:00+0200
FR,I551-I553,2017-02,20919333,2026-09-11T23:00:00+0200
FR,I551-I553,2017-03,22844602,2026-09-11T23:00:00+0200
FR,I551-I553,2017-04,33900934,2026-09-11T23:00:00+0200
FR,I551-I553,2017-05,32639335,2026-09-11T23:00:00+0200
FR,I551-I553,2017-06,41193128,2026-09-11T23:00:00+0200
FR,I551-I553,2017-07,75370251,2026-09-11T23:00:00+0200
FR,I551-I553,2017-08,87650392,2026-09-11T23:00:00+0200
FR,I551-I553,2017-09,38316493,2026-09-11T23:00:00+0200
FR,I551-I553,2017-10,23935311,2026-09-11T23:00:00+0200
FR,I551-I553,2017-11,17709901,2026-09-11T23:00:00+0200
FR,I551-I553,2017-12,20113380,2026-09-11T23:00:00+0200
FR,I551-I553,2018-01,19587361,2026-09-11T23:00:00+0200
FR,I551-I553,2018-02,21423273,2026-09-11T23:00:00+0200
FR,I551-I553,2018-03,25834176,2026-09-11T23:00:00+0200
FR,I551-I553,2018-04,31131646,2026-09-11T23:00:00+0200
FR,I551-I553,2018-05,37546459,2026-09-11T23:00:00+0200
FR,I551-I553,2018-06,40929344,2026-09-11T23:00:00+0200
FR,I551-I553,2018-07,74909682,2026-09-11T23:00:00+0200
FR,I551-I553,2018-08,89076280,2026-09-11T23:00:00+0200
FR,I551-I553,2018-09,39324989,2026-09-11T23:00:00+0200
FR,I551-I553,2018-10,24724349,2026-09-11T23:00:00+0200
FR,I551-I553,2018-11,18290807,2026-09-11T23:00:00+0200
FR,I551-I553,2018-12,19981676,2026-09-11T23:00:00+0200
FR,I551-I553,2019-01,19326208,2026-09-11T23:00:00+0200
FR,I551-I553,2019-02,21343918,2026-09-11T23:00:00+0200
FR,I551-I553,2019-03,24146968,2026-09-11T23:00:00+0200
FR,I551-I553,2019-04,34524535,2026-09-11T23:00:00+0200
FR,I551-I553,2019-05,33153916,2026-09-11T23:00:00+0200
FR,I551-I553,2019-06,45484105,2026-09-11T23:00:00+0200
FR,I551-I553,2019-07,76193809,2026-09-11T23:00:00+0200
FR,I551-I553,2019-08,89610216,2026-09-11T23:00:00+0200
FR,I551-I553,2019-09,39452798,2026-09-11T23:00:00+0200
FR,I551-I553,2019-10,24458403,2026-09-11T23:00:00+0200
FR,I551-I553,2019-11,18430315,2026-09-11T23:00:00+0200
FR,I551-I553,2019-12,20341828,2026-09-11T23:00:00+0200
FR,I551-I553,2020-01,20286098,2026-09-11T23:00:00+0200
FR,I551-I553,2020-02,22747472,2026-09-11T23:00:00+0200
FR,I551-I553,2020-03,10798713,2026-09-11T23:00:00+0200
FR,I551-I553,2020-04,1040780,2026-09-11T23:00:00+0200
FR,I551-I553,2020-05,2041302,2026-09-11T23:00:00+0200
FR,I551-I553,2020-06,17852529,2026-09-11T23:00:00+0200
FR,I551-I553,2020-07,56509938,2026-09-11T23:00:00+0200
FR,I551-I553,2020-08,73475276,2026-09-11T23:00:00+0200
FR,I551-I553,2020-09,26788119,2026-09-11T23:00:00+0200
FR,I551-I553,2020-10,15610898,2026-09-11T23:00:00+0200
FR,I551-I553,2020-11,5231670,2026-09-11T23:00:00+0200
FR,I551-I553,2020-12,7317613,2026-09-11T23:00:00+0200
FR,I551-I553,2021-01,7284146,2026-09-11T23:00:00+0200
FR,I551-I553,2021-02,8604215,2026-09-11T23:00:00+0200
FR,I551-I553,2021-03,8571391,2026-09-11T23:00:00+0200
FR,I551-I553,2021-04,8902288,2026-09-11T23:00:00+0200
FR,I551-I553,2021-05,17890803,2026-09-11T23:00:00+0200
FR,I551-I553,2021-06,27594443,2026-09-11T23:00:00+0200
FR,I551-I553,2021-07,68911745,2026-09-11T23:00:00+0200
FR,I551-I553,2021-08,83014407,2026-09-11T23:00:00+0200
FR,I551-I553,2021-09,35939250,2026-09-11T23:00:00+0200
FR,I551-I553,2021-10,22335656,2026-09-11T23:00:00+0200
FR,I551-I553,2021-11,16769574,2026-09-11T23:00:00+0200
FR,I551-I553,2021-12,18571127,2026-09-11T23:00:00+0200
FR,I551-I553,2022-01,15355073,2026-09-11T23:00:00+0200
FR,I551-I553,2022-02,20066610,2026-09-11T23:00:00+0200
FR,I551-I553,2022-03,21950805,2026-09-11T23:00:00+0200
FR,I551-I553,2022-04,32469245,2026-09-11T23:00:00+0200
FR,I551-I553,2022-05,36407462,2026-09-11T23:00:00+0200
FR,I551-I553,2022-06,44240632,2026-09-11T23:00:00+0200
FR,I551-I553,2022-07,78516539,2026-09-11T23:00:00+0200
FR,I551-I553,2022-08,89615467,2026-09-11T23:00:00+0200
FR,I551-I553,2022-09,40768788,2026-09-11T23:00:00+0200
FR,I551-I553,2022-10,24886684,2026-09-11T23:00:00+0200
FR,I551-I553,2022-11,18235128,2026-09-11T23:00:00+0200
FR,I551-I553,2022-12,21303776,2026-09-11T23:00:00+0200
FR,I551-I553,2023-01,19991525,2026-09-11T23:00:00+0200
FR,I551-I553,2023-02,21626757,2026-09-11T23:00:00+0200
FR,I551-I553,2023-03,22935141,2026-09-11T23:00:00+0200
FR,I551-I553,2023-04,34807792,2026-09-11T23:00:00+0200
FR,I551-I553,2023-05,39839832,2026-09-11T23:00:00+0200
FR,I551-I553,2023-06,44184731,2026-09-11T23:00:00+0200
FR,I551-I553,2023-07,76936249,2026-09-11T23:00:00+0200
FR,I551-I553,2023-08,88850222,2026-09-11T23:00:00+0200
FR,I551-I553,2023-09,42551088,2026-09-11T23:00:00+0200
FR,I551-I553,2023-10,24152503,2026-09-11T23:00:00+0200
FR,I551-I553,2023-11,17569795,2026-09-11T23:00:00+0200
FR,I551-I553,2023-12,20511169,2026-09-11T23:00:00+0200
FR,I551-I553,2024-01,20279417,2026-09-11T23:00:00+0200
FR,I551-I553,2024-02,22063192,2026-09-11T23:00:00+0200
FR,I551-I553,2024-03,25990793,2026-09-11T23:00:00+0200
FR,I551-I553,2024-04,31529766,2026-09-11T23:00:00+0200
FR,I551-I553,2024-05,41397348,2026-09-11T23:00:00+0200
FR,I551-I553,2024-06,42690959,2026-09-11T23:00:00+0200
FR,I551-I553,2024-07,74383540,2026-09-11T23:00:00+0200
FR,I551-I553,2024-08,90165531,2026-09-11T23:00:00+0200
FR,I551-I553,2024-09,40474056,2026-09-11T23:00:00+0200
FR,I551-I553,2024-10,27876388,2026-09-11T23:00:00+0200
FR,I551-I553,2024-11,19067811,2026-09-11T23:00:00+0200
FR,I551-I553,2024-12,21725463,2026-09-11T23:00:00+0200
FR,I551-I553,2025-01,20490211,2026-09-11T23:00:00+0200
FR,I551-I553,2025-02,22198333,2026-09-11T23:00:00+0200
FR,I551-I553,2025-03,23774050,2026-09-11T23:00:00+0200
FR,I551-I553,2025-04,35904037,2026-09-11T23:00:00+0200
FR,I551-I553,2025-05,40427362,2026-09-11T23:00:00+0200
FR,I551-I553,2025-06,47579872,2026-09-11T23:00:00+0200
FR,I551-I553,2025-07,78519328,2026-09-11T23:00:00+0200
FR,I551-I553,2025-08,91232100,2026-09-11T23:00:00+0200
FR,I551-I553,2025-09,41254854,2026-09-11T23:00:00+0200
FR,I551-I553,2025-10,29057152,2026-09-11T23:00:00+0200
FR,I551-I553,2025-11,18497668,2026-09-11T23:00:00+0200
FR,I551-I553,2025-12,22710104,2026-09-11T23:00:00+0200
FR,I551-I553,2026-01,20893619,2026-09-11T23:00:00+0200
FR,I551-I553,2026-02,22101297,2026-09-11T23:00:00+0200
FR,I551-I553,2026-03,24103822,2026-09-11T23:00:00+0200
FR,I551-I553,2026-04,36223136,2026-09-11T23:00:00+0200
FR,I551-I553,2026-05,42890859,2026-09-11T23:00:00+0200
FR,I551-I553,2026-06,46718785,2026-09-11T23:00:00+0200
FR,I552,2015-01,6076258,2026-09-11T23:00:00+0200
FR,I552,2015-02,7759846,2026-09-11T23:00:00+0200
FR,I552,2015-03,7407497,2026-09-11T23:00:00+0200
FR,I552,2015-04,7467023,2026-09-11T23:00:00+0200
FR,I552,2015-05,6736538,2026-09-11T23:00:00+0200
FR,I552,2015-06,7351117,2026-09-11T23:00:00+0200
FR,I552,2015-07,13322730,2026-09-11T23:00:00+0200
FR,I552,2015-08,15471607,2026-09-11T23:00:00+0200
FR,I552,2015-09,7160321,2026-09-11T23:00:00+0200
FR,I552,2015-10,5329319,2026-09-11T23:00:00+0200
FR,I552,2015-11,2720042,2026-09-11T23:00:00+0200
FR,I552,2015-12,5012739,2026-09-11T23:00:00+0200
FR,I552,2016-01,5879523,2026-09-11T23:00:00+0200
FR,I552,2016-02,7501156,2026-09-11T23:00:00+0200
FR,I552,2016-03,7766472,2026-09-11T23:00:00+0200
FR,I552,2016-04,6923961,2026-09-11T23:00:00+0200
FR,I552,2016-05,6257752,2026-09-11T23:00:00+0200
FR,I552,2016-06,6864276,2026-09-11T23:00:00+0200
FR,I552,2016-07,12957728,2026-09-11T23:00:00+0200
FR,I552,2016-08,14752147,2026-09-11T23:00:00+0200
FR,I552,2016-09,6859531,2026-09-11T23:00:00+0200
FR,I552,2016-10,5476788,2026-09-11T23:00:00+0200
FR,I552,2016-11,2889161,2026-09-11T23:00:00+0200
FR,I552,2016-12,4636480,2026-09-11T23:00:00+0200
FR,I552,2017-01,5889789,2026-09-11T23:00:00+0200
FR,I552,2017-02,7601786,2026-09-11T23:00:00+0200
FR,I552,2017-03,7361007,2026-09-11T23:00:00+0200
FR,I552,2017-04,8136175,2026-09-11T23:00:00+0200
FR,I552,2017-05,6347479,2026-09-11T23:00:00+0200
FR,I552,2017-06,7555150,2026-09-11T23:00:00+0200
FR,I552,2017-07,13476761,2026-09-11T23:00:00+0200
FR,I552,2017-08,15624300,2026-09-11T23:00:00+0200
FR,I552,2017-09,7727258,2026-09-11T23:00:00+0200
FR,I552,2017-10,5884034,2026-09-11T23:00:00+0200
FR,I552,2017-11,3629256,2026-09-11T23:00:00+0200
FR,I552,2017-12,5573682,2026-09-11T23:00:00+0200
FR,I552,2018-01,6613923,2026-09-11T23:00:00+0200
FR,I552,2018-02,7762873,2026-09-11T23:00:00+0200
FR,I552,2018-03,8941430,2026-09-11T23:00:00+0200
FR,I552,2018-04,7816162,2026-09-11T23:00:00+0200
FR,I552,2018-05,7347350,2026-09-11T23:00:00+0200
FR,I552,2018-06,7686286,2026-09-11T23:00:00+0200
FR,I552,2018-07,13004675,2026-09-11T23:00:00+0200
FR,I552,2018-08,15608434,2026-09-11T23:00:00+0200
FR,I552,2018-09,7872944,2026-09-11T23:00:00+0200
FR,I552,2018-10,6202552,2026-09-11T23:00:00+0200
FR,I552,2018-11,3823331,2026-09-11T23:00:00+0200
FR,I552,2018-12,5604659,2026-09-11T23:00:00+0200
FR,I552,2019-01,6385149,2026-09-11T23:00:00+0200
FR,I552,2019-02,7749445,2026-09-11T23:00:00+0200
FR,I552,2019-03,8034559,2026-09-11T23:00:00+0200
FR,I552,2019-04,8387736,2026-09-11T23:00:00+0200
FR,I552,2019-05,6802994,2026-09-11T23:00:00+0200
FR,I552,2019-06,8277048,2026-09-11T23:00:00+0200
FR,I552,2019-07,13612458,2026-09-11T23:00:00+0200
FR,I552,2019-08,16096010,2026-09-11T23:00:00+0200
FR,I552,2019-09,7712671,2026-09-11T23:00:00+0200
FR,I552,2019-10,6135527,2026-09-11T23:00:00+0200
FR,I552,2019-11,3802985,2026-09-11T23:00:00+0200
FR,I552,2019-12,5707373,2026-09-11T23:00:00+0200
FR,I552,2020-01,6719160,2026-09-11T23:00:00+0200
FR,I552,2020-02,8231507,2026-09-11T23:00:00+0200
FR,I552,2020-03,3585714,2026-09-11T23:00:00+0200
FR,I552,2020-04,319427,2026-09-11T23:00:00+0200
FR,I552,2020-05,540683,2026-09-11T23:00:00+0200
FR,I552,2020-06,2236391,2026-09-11T23:00:00+0200
FR,I552,2020-07,10161042,2026-09-11T23:00:00+0200
FR,I552,2020-08,13705546,2026-09-11T23:00:00+0200
FR,I552,2020-09,5723048,2026-09-11T23:00:00+0200
FR,I552,2020-10,4450831,2026-09-11T23:00:00+0200
FR,I552,2020-11,1689077,2026-09-11T23:00:00+0200
FR,I552,2020-12,2739420,2026-09-11T23:00:00+0200
FR,I552,2021-01,2373686,2026-09-11T23:00:00+0200
FR,I552,2021-02,3434141,2026-09-11T23:00:00+0200
FR,I552,2021-03,3140321,2026-09-11T23:00:00+0200
FR,I552,2021-04,1898860,2026-09-11T23:00:00+0200
FR,I552,2021-05,3765355,2026-09-11T23:00:00+0200
FR,I552,2021-06,5458166,2026-09-11T23:00:00+0200
FR,I552,2021-07,12662833,2026-09-11T23:00:00+0200
FR,I552,2021-08,15212141,2026-09-11T23:00:00+0200
FR,I552,2021-09,7404599,2026-09-11T23:00:00+0200
FR,I552,2021-10,6074801,2026-09-11T23:00:00+0200
FR,I552,2021-11,3975287,2026-09-11T23:00:00+0200
FR,I552,2021-12,5958385,2026-09-11T23:00:00+0200
FR,I552,2022-01,6069554,2026-09-11T23:00:00+0200
FR,I552,2022-02,8139259,2026-09-11T23:00:00+0200
FR,I552,2022-03,7481379,2026-09-11T23:00:00+0200
FR,I552,2022-04,7674659,2026-09-11T23:00:00+0200
FR,I552,2022-05,6852256,2026-09-11T23:00:00+0200
FR,I552,2022-06,7676407,2026-09-11T23:00:00+0200
FR,I552,2022-07,13079346,2026-09-11T23:00:00+0200
FR,I552,2022-08,15358109,2026-09-11T23:00:00+0200
FR,I552,2022-09,7812083,2026-09-11T23:00:00+0200
FR,I552,2022-10,6160229,2026-09-11T23:00:00+0200
FR,I552,2022-11,3992332,2026-09-11T23:00:00+0200
FR,I552,2022-12,6047201,2026-09-11T23:00:00+0200
FR,I552,2023-01,6804012,2026-09-11T23:00:00+0200
FR,I552,2023-02,7738334,2026-09-11T23:00:00+0200
FR,I552,2023-03,7473442,2026-09-11T23:00:00+0200
FR,I552,2023-04,7565919,2026-09-11T23:00:00+0200
FR,I552,2023-05,6963305,2026-09-11T23:00:00+0200
FR,I552,2023-06,7604214,2026-09-11T23:00:00+0200
FR,I552,2023-07,12565595,2026-09-11T23:00:00+0200
FR,I552,2023-08,14804523,2026-09-11T23:00:00+0200
FR,I552,2023-09,7745340,2026-09-11T23:00:00+0200
FR,I552,2023-10,6104509,2026-09-11T23:00:00+0200
FR,I552,2023-11,3728451,2026-09-11T23:00:00+0200
FR,I552,2023-12,5756516,2026-09-11T23:00:00+0200
FR,I552,2024-01,6981476,2026-09-11T23:00:00+0200
FR,I552,2024-02,7831216,2026-09-11T23:00:00+0200
FR,I552,2024-03,8290192,2026-09-11T23:00:00+0200
FR,I552,2024-04,7236745,2026-09-11T23:00:00+0200
FR,I552,2024-05,7213764,2026-09-11T23:00:00+0200
FR,I552,2024-06,7427734,2026-09-11T23:00:00+0200
FR,I552,2024-07,11815706,2026-09-11T23:00:00+0200
FR,I552,2024-08,14594221,2026-09-11T23:00:00+0200
FR,I552,2024-09,7492539,2026-09-11T23:00:00+0200
FR,I552,2024-10,6368875,2026-09-11T23:00:00+0200
FR,I552,2024-11,3959180,2026-09-11T23:00:00+0200
FR,I552,2024-12,6120689,2026-09-11T23:00:00+0200
FR,I552,2025-01,7019131,2026-09-11T23:00:00+0200
FR,I552,2025-02,8074292,2026-09-11T23:00:00+0200
FR,I552,2025-03,7693906,2026-09-11T23:00:00+0200
FR,I552,2025-04,8063259,2026-09-11T23:00:00+0200
FR,I552,2025-05,7059994,2026-09-11T23:00:00+0200
FR,I552,2025-06,8011431,2026-09-11T23:00:00+0200
FR,I552,2025-07,12465078,2026-09-11T23:00:00+0200
FR,I552,2025-08,14663046,2026-09-11T23:00:00+0200
FR,I552,2025-09,7699813,2026-09-11T23:00:00+0200
FR,I552,2025-10,6615750,2026-09-11T23:00:00+0200
FR,I552,2025-11,3882597,2026-09-11T23:00:00+0200
FR,I552,2025-12,6321740,2026-09-11T23:00:00+0200
FR,I552,2026-01,7005711,2026-09-11T23:00:00+0200
FR,I552,2026-02,7685291,2026-09-11T23:00:00+0200
FR,I552,2026-03,7645622,2026-09-11T23:00:00+0200
FR,I552,2026-04,7835686,2026-09-11T23:00:00+0200
FR,I552,2026-05,7190816,2026-09-11T23:00:00+0200
