variable,activity,period,value
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2018-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2019-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2020-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2021-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2022-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2023-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2024-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2025-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2026-07,
PMS - Número-índice (2022=100),Total,2011-01,84.3099
PMS - Número-índice (2022=100),Total,2011-02,83.75978
PMS - Número-índice (2022=100),Total,2011-03,88.04097
PMS - Número-índice (2022=100),Total,2011-04,87.25925
PMS - Número-índice (2022=100),Total,2011-05,90.32649
PMS - Número-índice (2022=100),Total,2011-06,89.57903
PMS - Número-índice (2022=100),Total,2011-07,91.21615
PMS - Número-índice (2022=100),Total,2011-08,93.35956
PMS - Número-índice (2022=100),Total,2011-09,91.79136
PMS - Número-índice (2022=100),Total,2011-10,91.48308
PMS - Número-índice (2022=100),Total,2011-11,93.14797
PMS - Número-índice (2022=100),Total,2011-12,100.49501
PMS - Número-índice (2022=100),Total,2012-01,88.1407
PMS - Número-índice (2022=100),Total,2012-02,86.65627
PMS - Número-índice (2022=100),Total,2012-03,94.17348
PMS - Número-índice (2022=100),Total,2012-04,89.83736
PMS - Número-índice (2022=100),Total,2012-05,94.54557
PMS - Número-índice (2022=100),Total,2012-06,92.94289
PMS - Número-índice (2022=100),Total,2012-07,94.29978
PMS - Número-índice (2022=100),Total,2012-08,97.19065
PMS - Número-índice (2022=100),Total,2012-09,94.26392
PMS - Número-índice (2022=100),Total,2012-10,98.1207
PMS - Número-índice (2022=100),Total,2012-11,96.9834
PMS - Número-índice (2022=100),Total,2012-12,103.89676
PMS - Número-índice (2022=100),Total,2013-01,92.54566
PMS - Número-índice (2022=100),Total,2013-02,88.61865
PMS - Número-índice (2022=100),Total,2013-03,95.83888
PMS - Número-índice (2022=100),Total,2013-04,96.94533
PMS - Número-índice (2022=100),Total,2013-05,97.9148
PMS - Número-índice (2022=100),Total,2013-06,96.80087
PMS - Número-índice (2022=100),Total,2013-07,99.27703
PMS - Número-índice (2022=100),Total,2013-08,99.33373
PMS - Número-índice (2022=100),Total,2013-09,98.93265
PMS - Número-índice (2022=100),Total,2013-10,102.21061
PMS - Número-índice (2022=100),Total,2013-11,101.19192
PMS - Número-índice (2022=100),Total,2013-12,107.58205
PMS - Número-índice (2022=100),Total,2014-01,97.63066
PMS - Número-índice (2022=100),Total,2014-02,94.77919
PMS - Número-índice (2022=100),Total,2014-03,98.55459
PMS - Número-índice (2022=100),Total,2014-04,98.57511
PMS - Número-índice (2022=100),Total,2014-05,100.64206
PMS - Número-índice (2022=100),Total,2014-06,98.27029
PMS - Número-índice (2022=100),Total,2014-07,101.36623
PMS - Número-índice (2022=100),Total,2014-08,100.76381
PMS - Número-índice (2022=100),Total,2014-09,101.9635
PMS - Número-índice (2022=100),Total,2014-10,104.23927
PMS - Número-índice (2022=100),Total,2014-11,102.23443
PMS - Número-índice (2022=100),Total,2014-12,108.13736
PMS - Número-índice (2022=100),Total,2015-01,94.60379
PMS - Número-índice (2022=100),Total,2015-02,91.12558
PMS - Número-índice (2022=100),Total,2015-03,100.82027
PMS - Número-índice (2022=100),Total,2015-04,95.75285
PMS - Número-índice (2022=100),Total,2015-05,97.48066
PMS - Número-índice (2022=100),Total,2015-06,96.08156
PMS - Número-índice (2022=100),Total,2015-07,97.08074
PMS - Número-índice (2022=100),Total,2015-08,97.22343
PMS - Número-índice (2022=100),Total,2015-09,97.0727
PMS - Número-índice (2022=100),Total,2015-10,98.16453
PMS - Número-índice (2022=100),Total,2015-11,95.71546
PMS - Número-índice (2022=100),Total,2015-12,102.69431
PMS - Número-índice (2022=100),Total,2016-01,89.87521
PMS - Número-índice (2022=100),Total,2016-02,87.59025
PMS - Número-índice (2022=100),Total,2016-03,94.86837
PMS - Número-índice (2022=100),Total,2016-04,91.18002
PMS - Número-índice (2022=100),Total,2016-05,91.57856
PMS - Número-índice (2022=100),Total,2016-06,92.81982
PMS - Número-índice (2022=100),Total,2016-07,92.74914
PMS - Número-índice (2022=100),Total,2016-08,93.39892
PMS - Número-índice (2022=100),Total,2016-09,92.34077
PMS - Número-índice (2022=100),Total,2016-10,90.6883
PMS - Número-índice (2022=100),Total,2016-11,91.29004
PMS - Número-índice (2022=100),Total,2016-12,96.82564
PMS - Número-índice (2022=100),Total,2017-01,86.70229
PMS - Número-índice (2022=100),Total,2017-02,82.92088
PMS - Número-índice (2022=100),Total,2017-03,89.89053
PMS - Número-índice (2022=100),Total,2017-04,85.94189
PMS - Número-índice (2022=100),Total,2017-05,89.81432
PMS - Número-índice (2022=100),Total,2017-06,90.05549
PMS - Número-índice (2022=100),Total,2017-07,89.75467
PMS - Número-índice (2022=100),Total,2017-08,91.01243
PMS - Número-índice (2022=100),Total,2017-09,89.39485
PMS - Número-índice (2022=100),Total,2017-10,90.35642
PMS - Número-índice (2022=100),Total,2017-11,90.66996
PMS - Número-índice (2022=100),Total,2017-12,97.36692
PMS - Número-índice (2022=100),Total,2018-01,85.41752
PMS - Número-índice (2022=100),Total,2018-02,81.02716
PMS - Número-índice (2022=100),Total,2018-03,89.08446
PMS - Número-índice (2022=100),Total,2018-04,87.67882
PMS - Número-índice (2022=100),Total,2018-05,86.42247
PMS - Número-índice (2022=100),Total,2018-06,90.93625
PMS - Número-índice (2022=100),Total,2018-07,89.6671
PMS - Número-índice (2022=100),Total,2018-08,92.52711
PMS - Número-índice (2022=100),Total,2018-09,89.80597
PMS - Número-índice (2022=100),Total,2018-10,91.71588
PMS - Número-índice (2022=100),Total,2018-11,91.47887
PMS - Número-índice (2022=100),Total,2018-12,97.75778
PMS - Número-índice (2022=100),Total,2019-01,87.08612
PMS - Número-índice (2022=100),Total,2019-02,84.12216
PMS - Número-índice (2022=100),Total,2019-03,87.01114
PMS - Número-índice (2022=100),Total,2019-04,87.07889
PMS - Número-índice (2022=100),Total,2019-05,90.56845
PMS - Número-índice (2022=100),Total,2019-06,87.73101
PMS - Número-índice (2022=100),Total,2019-07,91.28838
PMS - Número-índice (2022=100),Total,2019-08,91.31806
PMS - Número-índice (2022=100),Total,2019-09,91.26627
PMS - Número-índice (2022=100),Total,2019-10,94.29312
PMS - Número-índice (2022=100),Total,2019-11,93.18513
PMS - Número-índice (2022=100),Total,2019-12,99.24965
PMS - Número-índice (2022=100),Total,2020-01,88.52016
PMS - Número-índice (2022=100),Total,2020-02,84.61349
PMS - Número-índice (2022=100),Total,2020-03,84.58371
PMS - Número-índice (2022=100),Total,2020-04,72.0495
PMS - Número-índice (2022=100),Total,2020-05,73.05645
PMS - Número-índice (2022=100),Total,2020-06,77.00246
PMS - Número-índice (2022=100),Total,2020-07,80.35229
PMS - Número-índice (2022=100),Total,2020-08,82.15619
PMS - Número-índice (2022=100),Total,2020-09,84.87685
PMS - Número-índice (2022=100),Total,2020-10,87.34009
PMS - Número-índice (2022=100),Total,2020-11,88.5454
PMS - Número-índice (2022=100),Total,2020-12,96.17834
PMS - Número-índice (2022=100),Total,2021-01,84.06348
PMS - Número-índice (2022=100),Total,2021-02,83.05307
PMS - Número-índice (2022=100),Total,2021-03,88.46638
PMS - Número-índice (2022=100),Total,2021-04,86.55551
PMS - Número-índice (2022=100),Total,2021-05,90.0544
PMS - Número-índice (2022=100),Total,2021-06,93.24844
PMS - Número-índice (2022=100),Total,2021-07,94.65083
PMS - Número-índice (2022=100),Total,2021-08,95.77175
PMS - Número-índice (2022=100),Total,2021-09,94.65969
PMS - Número-índice (2022=100),Total,2021-10,93.72302
PMS - Número-índice (2022=100),Total,2021-11,97.59773
PMS - Número-índice (2022=100),Total,2021-12,106.68322
PMS - Número-índice (2022=100),Total,2022-01,91.92457
PMS - Número-índice (2022=100),Total,2022-02,89.20278
PMS - Número-índice (2022=100),Total,2022-03,98.6979
PMS - Número-índice (2022=100),Total,2022-04,94.67279
PMS - Número-índice (2022=100),Total,2022-05,98.22895
PMS - Número-índice (2022=100),Total,2022-06,99.22516
PMS - Número-índice (2022=100),Total,2022-07,100.58128
PMS - Número-índice (2022=100),Total,2022-08,104.10478
PMS - Número-índice (2022=100),Total,2022-09,103.55595
PMS - Número-índice (2022=100),Total,2022-10,102.81034
PMS - Número-índice (2022=100),Total,2022-11,103.94298
PMS - Número-índice (2022=100),Total,2022-12,113.05252
PMS - Número-índice (2022=100),Total,2023-01,96.63815
PMS - Número-índice (2022=100),Total,2023-02,93.40244
PMS - Número-índice (2022=100),Total,2023-03,105.08354
PMS - Número-índice (2022=100),Total,2023-04,97.24814
PMS - Número-índice (2022=100),Total,2023-05,103.26822
PMS - Número-índice (2022=100),Total,2023-06,103.44944
PMS - Número-índice (2022=100),Total,2023-07,104.40512
PMS - Número-índice (2022=100),Total,2023-08,105.996
PMS - Número-índice (2022=100),Total,2023-09,103.64494
PMS - Número-índice (2022=100),Total,2023-10,103.82361
PMS - Número-índice (2022=100),Total,2023-11,105.74193
PMS - Número-índice (2022=100),Total,2023-12,112.19132
PMS - Número-índice (2022=100),Total,2024-01,101.59946
PMS - Número-índice (2022=100),Total,2024-02,96.9579
PMS - Número-índice (2022=100),Total,2024-03,104.05418
PMS - Número-índice (2022=100),Total,2024-04,103.14603
PMS - Número-índice (2022=100),Total,2024-05,104.16662
PMS - Número-índice (2022=100),Total,2024-06,105.41407
PMS - Número-índice (2022=100),Total,2024-07,108.54947
PMS - Número-índice (2022=100),Total,2024-08,107.94947
PMS - Número-índice (2022=100),Total,2024-09,107.58854
PMS - Número-índice (2022=100),Total,2024-10,110.47669
PMS - Número-índice (2022=100),Total,2024-11,108.43022
PMS - Número-índice (2022=100),Total,2024-12,115.36796
PMS - Número-índice (2022=100),Total,2025-01,102.74056
PMS - Número-índice (2022=100),Total,2025-02,101.22001
PMS - Número-índice (2022=100),Total,2025-03,106.05088
PMS - Número-índice (2022=100),Total,2025-04,105.12316
PMS - Número-índice (2022=100),Total,2025-05,108.36691
PMS - Número-índice (2022=100),Total,2025-06,108.65154
PMS - Número-índice (2022=100),Total,2025-07,111.63524
PMS - Número-índice (2022=100),Total,2025-08,110.69443
PMS - Número-índice (2022=100),Total,2025-09,112.25976
PMS - Número-índice (2022=100),Total,2025-10,113.06274
PMS - Número-índice (2022=100),Total,2025-11,111.39771
PMS - Número-índice (2022=100),Total,2025-12,119.59375
PMS - Número-índice (2022=100),Total,2026-01,106.09979
PMS - Número-índice (2022=100),Total,2026-02,101.8364
PMS - Número-índice (2022=100),Total,2026-03,109.80183
PMS - Número-índice (2022=100),Total,2026-04,107.38611
PMS - Número-índice (2022=100),Total,2026-05,109.10789
PMS - Número-índice (2022=100),Total,2026-06,110.99948
PMS - Número-índice (2022=100),Total,2026-07,112.59588
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-01,88.99876
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-02,89.16864
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-03,88.93257
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-04,89.81741
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-05,90.33258
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-06,90.17982
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-07,91.44067
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-08,91.2643
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-09,91.03322
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-10,90.22034
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-11,91.51481
PMS - Número-índice com ajuste sazonal (2022=100),Total,2011-12,92.29531
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-01,92.29751
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-02,93.45569
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-03,93.17816
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-04,92.9091
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-05,93.66887
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-06,93.96547
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-07,94.14898
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-08,95.29343
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-09,94.80762
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-10,95.2686
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-11,95.42744
PMS - Número-índice com ajuste sazonal (2022=100),Total,2012-12,96.73942
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-01,95.72586
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-02,96.33614
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-03,96.81772
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-04,97.82374
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-05,97.43352
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-06,98.59131
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-07,98.19197
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-08,97.88014
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-09,98.93039
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-10,99.3594
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-11,100.00792
PMS - Número-índice com ajuste sazonal (2022=100),Total,2013-12,100.15986
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-01,100.76467
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-02,100.21782
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-03,100.48258
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-04,100.72811
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-05,100.31547
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-06,99.88407
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-07,100.3247
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-08,100.30147
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-09,100.83881
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-10,101.46697
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-11,102.04995
PMS - Número-índice com ajuste sazonal (2022=100),Total,2014-12,99.89122
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-01,98.07063
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-02,98.79867
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-03,99.99315
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-04,98.09857
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-05,98.15113
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-06,96.48365
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-07,96.01483
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-08,96.72838
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-09,95.91768
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-10,95.96922
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-11,95.11217
PMS - Número-índice com ajuste sazonal (2022=100),Total,2015-12,94.56619
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-01,94.23316
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-02,94.31582
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-03,94.43134
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-04,92.73836
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-05,92.67931
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-06,92.24422
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-07,92.96825
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-08,91.43269
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-09,91.25794
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-10,89.57723
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-11,89.66589
PMS - Número-índice com ajuste sazonal (2022=100),Total,2016-12,89.06635
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-01,90.61769
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-02,90.60151
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-03,88.42426
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-04,89.78211
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-05,88.94744
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-06,90.20944
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-07,89.94064
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-08,89.1019
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-09,88.64947
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-10,88.93639
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-11,89.05971
PMS - Número-índice com ajuste sazonal (2022=100),Total,2017-12,90.44038
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-01,88.41904
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-02,88.73909
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-03,89.37889
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-04,89.93789
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-05,85.62926
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-06,91.25791
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-07,89.37471
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-08,90.67376
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-09,90.11596
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-10,89.3655
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-11,89.67506
PMS - Número-índice com ajuste sazonal (2022=100),Total,2018-12,90.64193
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-01,90.277
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-02,89.71586
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-03,89.40007
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-04,89.55647
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-05,89.84778
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-06,88.96085
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-07,90.03575
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-08,89.77705
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-09,91.12317
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-10,92.03701
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-11,91.60017
PMS - Número-índice com ajuste sazonal (2022=100),Total,2019-12,91.48931
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-01,91.85556
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-02,92.16791
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-03,84.23809
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-04,74.82194
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-05,73.74514
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-06,76.7588
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-07,79.1098
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-08,81.37179
