series,period,value
total_arrivals,1999-11,686390.0
total_arrivals,1999-12,696410.0
total_arrivals,2000-01,753440.0
total_arrivals,2000-02,708940.0
total_arrivals,2000-03,663510.0
total_arrivals,2000-04,707500.0
total_arrivals,2000-05,594550.0
total_arrivals,2000-06,615350.0
total_arrivals,2000-07,794190.0
total_arrivals,2000-08,679450.0
total_arrivals,2000-09,753310.0
total_arrivals,2000-10,821590.0
total_arrivals,2000-11,759550.0
total_arrivals,2000-12,820560.0
total_arrivals,2001-01,874790.0
total_arrivals,2001-02,733150.0
total_arrivals,2001-03,707640.0
total_arrivals,2001-04,719340.0
total_arrivals,2001-05,603030.0
total_arrivals,2001-06,656320.0
total_arrivals,2001-07,835280.0
total_arrivals,2001-08,697870.0
total_arrivals,2001-09,705910.0
total_arrivals,2001-10,750270.0
total_arrivals,2001-11,625250.0
total_arrivals,2001-12,753250.0
total_arrivals,2002-01,787590.0
total_arrivals,2002-02,708130.0
total_arrivals,2002-03,729840.0
total_arrivals,2002-04,649940.0
total_arrivals,2002-05,598300.0
total_arrivals,2002-06,625020.0
total_arrivals,2002-07,801980.0
total_arrivals,2002-08,691630.0
total_arrivals,2002-09,692100.0
total_arrivals,2002-10,828820.0
total_arrivals,2002-11,714940.0
total_arrivals,2002-12,769760.0
total_arrivals,2003-01,838900.0
total_arrivals,2003-02,720640.0
total_arrivals,2003-03,672780.0
total_arrivals,2003-04,574090.0
total_arrivals,2003-05,487890.0
total_arrivals,2003-06,545910.0
total_arrivals,2003-07,771510.0
total_arrivals,2003-08,675570.0
total_arrivals,2003-09,727000.0
total_arrivals,2003-10,839260.0
total_arrivals,2003-11,774060.0
total_arrivals,2003-12,837530.0
total_arrivals,2004-01,930230.0
total_arrivals,2004-02,815130.0
total_arrivals,2004-03,754000.0
total_arrivals,2004-04,770580.0
total_arrivals,2004-05,671220.0
total_arrivals,2004-06,705690.0
total_arrivals,2004-07,952560.0
total_arrivals,2004-08,785000.0
total_arrivals,2004-09,812710.0
total_arrivals,2004-10,951720.0
total_arrivals,2004-11,838150.0
total_arrivals,2004-12,919500.0
total_arrivals,2005-01,1073840.0
total_arrivals,2005-02,879130.0
total_arrivals,2005-03,882640.0
total_arrivals,2005-04,809610.0
total_arrivals,2005-05,708680.0
total_arrivals,2005-06,763400.0
total_arrivals,2005-07,1031850.0
total_arrivals,2005-08,847750.0
total_arrivals,2005-09,892970.0
total_arrivals,2005-10,989370.0
total_arrivals,2005-11,842190.0
total_arrivals,2005-12,944670.0
total_arrivals,2006-01,1092420.0
total_arrivals,2006-02,892920.0
total_arrivals,2006-03,845850.0
total_arrivals,2006-04,849430.0
total_arrivals,2006-05,722640.0
total_arrivals,2006-06,779630.0
total_arrivals,2006-07,1036240.0
total_arrivals,2006-08,845420.0
total_arrivals,2006-09,909060.0
total_arrivals,2006-10,1035540.0
total_arrivals,2006-11,893840.0
total_arrivals,2006-12,1007590.0
total_arrivals,2007-01,1135590.0
total_arrivals,2007-02,929580.0
total_arrivals,2007-03,945260.0
total_arrivals,2007-04,909670.0
total_arrivals,2007-05,779980.0
total_arrivals,2007-06,841640.0
total_arrivals,2007-07,1085800.0
total_arrivals,2007-08,926260.0
total_arrivals,2007-09,956610.0
total_arrivals,2007-10,1107580.0
total_arrivals,2007-11,964140.0
total_arrivals,2007-12,1031710.0
total_arrivals,2008-01,1208080.0
total_arrivals,2008-02,1039480.0
total_arrivals,2008-03,998160.0
total_arrivals,2008-04,929810.0
total_arrivals,2008-05,845990.0
total_arrivals,2008-06,881290.0
total_arrivals,2008-07,1163830.0
total_arrivals,2008-08,964100.0
total_arrivals,2008-09,959240.0
total_arrivals,2008-10,1129070.0
total_arrivals,2008-11,962240.0
total_arrivals,2008-12,1033260.0
total_arrivals,2009-01,1238640.0
total_arrivals,2009-02,998940.0
total_arrivals,2009-03,954240.0
total_arrivals,2009-04,982110.0
total_arrivals,2009-05,857170.0
total_arrivals,2009-06,862650.0
total_arrivals,2009-07,1155030.0
total_arrivals,2009-08,1009820.0
total_arrivals,2009-09,1045330.0
total_arrivals,2009-10,1219110.0
total_arrivals,2009-11,1033140.0
total_arrivals,2009-12,1138540.0
total_arrivals,2010-01,1352000.0
total_arrivals,2010-02,1099660.0
total_arrivals,2010-03,1063910.0
total_arrivals,2010-04,1035820.0
total_arrivals,2010-05,905910.0
total_arrivals,2010-06,964870.0
total_arrivals,2010-07,1309700.0
total_arrivals,2010-08,1090010.0
total_arrivals,2010-09,1151000.0
total_arrivals,2010-10,1308330.0
total_arrivals,2010-11,1098810.0
total_arrivals,2010-12,1192680.0
total_arrivals,2011-01,1459720.0
total_arrivals,2011-02,1166430.0
total_arrivals,2011-03,1067910.0
total_arrivals,2011-04,1102930.0
total_arrivals,2011-05,1034900.0
total_arrivals,2011-06,996710.0
total_arrivals,2011-07,1382310.0
total_arrivals,2011-08,1154950.0
total_arrivals,2011-09,1178760.0
total_arrivals,2011-10,1389340.0
total_arrivals,2011-11,1157950.0
total_arrivals,2011-12,1233230.0
total_arrivals,2012-01,1538040.0
total_arrivals,2012-02,1234500.0
total_arrivals,2012-03,1156120.0
total_arrivals,2012-04,1194630.0
total_arrivals,2012-05,1014810.0
total_arrivals,2012-06,1097420.0
total_arrivals,2012-07,1429310.0
total_arrivals,2012-08,1203720.0
total_arrivals,2012-09,1252460.0
total_arrivals,2012-10,1454320.0
total_arrivals,2012-11,1222060.0
total_arrivals,2012-12,1323140.0
total_arrivals,2013-01,1578440.0
total_arrivals,2013-02,1261420.0
total_arrivals,2013-03,1239490.0
total_arrivals,2013-04,1226840.0
total_arrivals,2013-05,1097850.0
total_arrivals,2013-06,1161650.0
total_arrivals,2013-07,1511220.0
total_arrivals,2013-08,1304740.0
total_arrivals,2013-09,1325700.0
total_arrivals,2013-10,1532780.0
total_arrivals,2013-11,1283830.0
total_arrivals,2013-12,1422260.0
total_arrivals,2014-01,1744890.0
total_arrivals,2014-02,1339050.0
total_arrivals,2014-03,1280150.0
total_arrivals,2014-04,1331230.0
total_arrivals,2014-05,1187550.0
total_arrivals,2014-06,1179420.0
total_arrivals,2014-07,1594110.0
total_arrivals,2014-08,1362450.0
total_arrivals,2014-09,1381030.0
total_arrivals,2014-10,1574500.0
total_arrivals,2014-11,1342800.0
total_arrivals,2014-12,1455550.0
total_arrivals,2015-01,1780350.0
total_arrivals,2015-02,1415950.0
total_arrivals,2015-03,1388160.0
total_arrivals,2015-04,1365370.0
total_arrivals,2015-05,1215090.0
total_arrivals,2015-06,1233570.0
total_arrivals,2015-07,1646140.0
total_arrivals,2015-08,1419480.0
total_arrivals,2015-09,1456880.0
total_arrivals,2015-10,1650380.0
total_arrivals,2015-11,1424700.0
total_arrivals,2015-12,1584200.0
total_arrivals,2016-01,1908270.0
total_arrivals,2016-02,1560130.0
total_arrivals,2016-03,1479930.0
total_arrivals,2016-04,1473700.0
total_arrivals,2016-05,1304820.0
total_arrivals,2016-06,1326820.0
total_arrivals,2016-07,1829100.0
total_arrivals,2016-08,1511510.0
total_arrivals,2016-09,1587330.0
total_arrivals,2016-10,1778870.0
total_arrivals,2016-11,1512920.0
total_arrivals,2016-12,1716250.0
total_arrivals,2017-01,2066340.0
total_arrivals,2017-02,1631360.0
total_arrivals,2017-03,1522680.0
total_arrivals,2017-04,1649770.0
total_arrivals,2017-05,1401070.0
total_arrivals,2017-06,1421130.0
total_arrivals,2017-07,1909100.0
total_arrivals,2017-08,1623620.0
total_arrivals,2017-09,1666150.0
total_arrivals,2017-10,1879610.0
total_arrivals,2017-11,1602190.0
total_arrivals,2017-12,1755130.0
total_arrivals,2018-01,2130700.0
total_arrivals,2018-02,1729160.0
total_arrivals,2018-03,1682320.0
total_arrivals,2018-04,1668310.0
total_arrivals,2018-05,1480380.0
total_arrivals,2018-06,1513000.0
total_arrivals,2018-07,2009860.0
total_arrivals,2018-08,1718580.0
total_arrivals,2018-09,1721970.0
total_arrivals,2018-10,1963730.0
total_arrivals,2018-11,1667980.0
total_arrivals,2018-12,1853600.0
total_arrivals,2019-01,2217890.0
total_arrivals,2019-02,1788430.0
total_arrivals,2019-03,1660140.0
total_arrivals,2019-04,1674400.0
total_arrivals,2019-05,1587870.0
total_arrivals,2019-06,1562130.0
total_arrivals,2019-07,2008780.0
total_arrivals,2019-08,1782670.0
total_arrivals,2019-09,1746100.0
total_arrivals,2019-10,1979190.0
total_arrivals,2019-11,1721900.0
total_arrivals,2019-12,1889300.0
total_arrivals,2020-01,2257280.0
total_arrivals,2020-02,1568650.0
total_arrivals,2020-03,921950.0
total_arrivals,2020-04,21170.0
total_arrivals,2020-05,19120.0
total_arrivals,2020-06,25120.0
total_arrivals,2020-07,17260.0
total_arrivals,2020-08,14940.0
total_arrivals,2020-09,16200.0
total_arrivals,2020-10,23710.0
total_arrivals,2020-11,29330.0
total_arrivals,2020-12,34670.0
total_arrivals,2021-01,31160.0
total_arrivals,2021-02,25210.0
total_arrivals,2021-03,31990.0
total_arrivals,2021-04,53910.0
total_arrivals,2021-05,114520.0
total_arrivals,2021-06,102480.0
total_arrivals,2021-07,74860.0
total_arrivals,2021-08,27020.0
total_arrivals,2021-09,18850.0
total_arrivals,2021-10,16630.0
total_arrivals,2021-11,72260.0
total_arrivals,2021-12,196170.0
total_arrivals,2022-01,265260.0
total_arrivals,2022-02,271280.0
total_arrivals,2022-03,374630.0
total_arrivals,2022-04,573930.0
total_arrivals,2022-05,650520.0
total_arrivals,2022-06,730400.0
total_arrivals,2022-07,1081610.0
total_arrivals,2022-08,1027700.0
total_arrivals,2022-09,1071520.0
total_arrivals,2022-10,1212850.0
total_arrivals,2022-11,1189920.0
total_arrivals,2022-12,1260550.0
total_arrivals,2023-01,1608010.0
total_arrivals,2023-02,1375520.0
total_arrivals,2023-03,1344580.0
total_arrivals,2023-04,1370470.0
total_arrivals,2023-05,1296710.0
total_arrivals,2023-06,1357680.0
total_arrivals,2023-07,1743390.0
total_arrivals,2023-08,1544700.0
total_arrivals,2023-09,1602720.0
total_arrivals,2023-10,1742840.0
total_arrivals,2023-11,1562520.0
total_arrivals,2023-12,1704730.0
total_arrivals,2024-01,2122070.0
total_arrivals,2024-02,1786650.0
total_arrivals,2024-03,1614830.0
total_arrivals,2024-04,1634580.0
total_arrivals,2024-05,1478410.0
total_arrivals,2024-06,1525610.0
total_arrivals,2024-07,1925260.0
total_arrivals,2024-08,1656470.0
total_arrivals,2024-09,1733340.0
total_arrivals,2024-10,1939260.0
total_arrivals,2024-11,1706490.0
total_arrivals,2024-12,1853030.0
total_arrivals,2025-01,2383330.0
total_arrivals,2025-02,1870730.0
total_arrivals,2025-03,1688650.0
total_arrivals,2025-04,1763390.0
total_arrivals,2025-05,1659520.0
total_arrivals,2025-06,1618090.0
total_arrivals,2025-07,2068460.0
total_arrivals,2025-08,1809810.0
total_arrivals,2025-09,1830370.0
total_arrivals,2025-10,2100730.0
total_arrivals,2025-11,1849990.0
total_arrivals,2025-12,1996200.0
total_arrivals,2026-01,2519500.0
total_arrivals,2026-02,1986720.0
total_arrivals,2026-03,1826980.0
total_arrivals,2026-04,1817190.0
total_arrivals,2026-05,1601820.0
total_arrivals,2026-06,1557570.0
total_arrivals,2026-07,2064380.0
