symbol,report_date,time,name,fiscal_quarter_ending
CAMP,2023-04-27,time-not-supplied,CAMP4 Therapeutics Corporation,2023-02-28
CARE,2023-04-27,time-not-supplied,"Carter Bankshares, Inc.",2023-03-31
CAT,2023-04-27,time-not-supplied,"Caterpillar, Inc.",2023-03-31
CBAN,2023-04-27,time-not-supplied,"Colony Bankcorp, Inc.",2023-03-31
CBRE,2023-04-27,time-not-supplied,"CBRE Group, Inc.",2023-03-31
CBZ,2023-04-27,time-not-supplied,"CBIZ, Inc.",2023-03-31
CC,2023-04-27,time-not-supplied,Chemours Company (The),2023-03-31
CCB,2023-04-27,time-not-supplied,Coastal Financial Corporation,2023-03-31
CDP,2023-04-27,time-not-supplied,COPT Defense Properties,2023-03-31
CFR,2023-04-27,time-not-supplied,"Cullen/Frost Bankers, Inc.",2023-03-31
CHD,2023-04-27,time-not-supplied,"Church & Dwight Company, Inc.",2023-03-31
CINF,2023-04-27,time-not-supplied,Cincinnati Financial Corporation,2023-03-31
CLST,2023-04-27,time-not-supplied,"Catalyst Bancorp, Inc.",2023-03-31
CMCSA,2023-04-27,time-not-supplied,Comcast Corporation,2023-03-31
CMS,2023-04-27,time-not-supplied,CMS Energy Corporation,2023-03-31
CNOB,2023-04-27,time-not-supplied,"ConnectOne Bancorp, Inc.",2023-03-31
CNP,2023-04-27,time-not-supplied,"CenterPoint Energy, Inc.",2023-03-31
CNX,2023-04-27,time-not-supplied,CNX Resources Corporation,2023-03-31
COF,2023-04-27,time-not-supplied,Capital One Financial Corporation,2023-03-31
COLM,2023-04-27,time-not-supplied,Columbia Sportswear Company,2023-03-31
COUR,2023-04-27,time-not-supplied,"Coursera, Inc.",2023-03-31
CPT,2023-04-27,time-not-supplied,Camden Property Trust,2023-03-31
CROX,2023-04-27,time-not-supplied,"Crocs, Inc.",2023-03-31
CRS,2023-04-27,time-not-supplied,Carpenter Technology Corporation,2023-03-31
CSL,2023-04-27,time-not-supplied,Carlisle Companies Incorporated,2023-03-31
CTO,2023-04-27,time-not-supplied,"CTO Realty Growth, Inc.",2023-03-31
CTS,2023-04-27,time-not-supplied,CTS Corporation,2023-03-31
CUBE,2023-04-27,time-not-supplied,CubeSmart,2023-03-31
CUBI,2023-04-27,time-not-supplied,"Customers Bancorp, Inc",2023-03-31
CUZ,2023-04-27,time-not-supplied,Cousins Properties Incorporated,2023-03-31
CVLG,2023-04-27,time-not-supplied,"Covenant Logistics Group, Inc.",2023-03-31
CVRX,2023-04-27,time-not-supplied,"CVRx, Inc.",2023-03-31
CWST,2023-04-27,time-not-supplied,"Casella Waste Systems, Inc.",2023-03-31
CWT,2023-04-27,time-not-supplied,California Water  Service Group Holding,2023-03-31
CZFS,2023-04-27,time-not-supplied,"Citizens Financial Services, Inc.",2023-03-31
DAIO,2023-04-27,time-not-supplied,Data I/O Corporation,2023-03-31
DB,2023-04-27,time-not-supplied,Deutsche Bank AG,2023-03-31
DGICA,2023-04-27,time-not-supplied,"Donegal Group, Inc.",2023-03-31
DGICB,2023-04-27,time-not-supplied,"Donegal Group, Inc.",2023-03-31
DGX,2023-04-27,time-not-supplied,Quest Diagnostics Incorporated,2023-03-31
DLR,2023-04-27,time-not-supplied,"Digital Realty Trust, Inc.",2023-03-31
DPZ,2023-04-27,time-not-supplied,Domino's Pizza Inc,2023-03-31
DQ,2023-04-27,time-not-supplied,DAQO New Energy Corp.,2023-03-31
DTE,2023-04-27,time-not-supplied,DTE Energy Company,2023-03-31
DXCM,2023-04-27,time-not-supplied,"DexCom, Inc.",2023-03-31
EBC,2023-04-27,time-not-supplied,"Eastern Bankshares, Inc.",2023-03-31
EHC,2023-04-27,time-not-supplied,Encompass Health Corporation,2023-03-31
EIG,2023-04-27,time-not-supplied,Employers Holdings Inc,2023-03-31
EKSO,2023-04-27,time-not-supplied,"Ekso Bionics Holdings, Inc.",2023-03-31
ELME,2023-04-27,time-not-supplied,Elme Communities,2023-03-31
EME,2023-04-27,time-not-supplied,"EMCOR Group, Inc.",2023-03-31
EMN,2023-04-27,time-not-supplied,Eastman Chemical Company,2023-03-31
ENIC,2023-04-27,time-not-supplied,Enel Chile S.A.,2023-03-31
ERIE,2023-04-27,time-not-supplied,Erie Indemnity Company,2023-03-31
ESS,2023-04-27,time-not-supplied,"Essex Property Trust, Inc.",2023-03-31
EVAX,2023-04-27,time-not-supplied,Evaxion A/S,2022-12-31
EXLS,2023-04-27,time-not-supplied,"ExlService Holdings, Inc.",2023-03-31
EXPO,2023-04-27,time-not-supplied,"Exponent, Inc.",2023-03-31
FAF,2023-04-27,time-not-supplied,First American Corporation (The),2023-03-31
FBIZ,2023-04-27,time-not-supplied,"First Business Financial Services, Inc.",2023-03-31
FCFS,2023-04-27,time-not-supplied,"FirstCash Holdings, Inc.",2023-03-31
FCN,2023-04-27,time-not-supplied,"FTI Consulting, Inc.",2023-03-31
FE,2023-04-27,time-not-supplied,FirstEnergy Corp.,2023-03-31
FFWM,2023-04-27,time-not-supplied,First Foundation Inc.,2023-03-31
FHI,2023-04-27,time-not-supplied,"Federated Hermes, Inc.",2023-03-31
FICO,2023-04-27,time-not-supplied,Fair Isaac Corporation,2023-03-31
FINW,2023-04-27,time-not-supplied,FinWise Bancorp,2023-03-31
FIS,2023-04-27,time-not-supplied,"Fidelity National Information Services, Inc.",2023-03-31
FRST,2023-04-27,time-not-supplied,Primis Financial Corp.,2023-03-31
FSFG,2023-04-27,time-not-supplied,"First Savings Financial Group, Inc.",2023-03-31
FSLR,2023-04-27,time-not-supplied,"First Solar, Inc.",2023-03-31
FTI,2023-04-27,time-not-supplied,TechnipFMC plc,2023-03-31
GFL,2023-04-27,time-not-supplied,GFL Environmental Inc.,2023-03-31
GILD,2023-04-27,time-not-supplied,"Gilead Sciences, Inc.",2023-03-31
GLPI,2023-04-27,time-not-supplied,"Gaming and Leisure Properties, Inc.",2023-03-31
GORV,2023-04-27,time-not-supplied,"Lazydays Holdings, Inc.",2023-03-31
GRC,2023-04-27,time-not-supplied,Gorman-Rupp Company (The),2023-03-31
GWW,2023-04-27,time-not-supplied,"W.W. Grainger, Inc.",2023-03-31
HAS,2023-04-27,time-not-supplied,"Hasbro, Inc.",2023-03-31
HGV,2023-04-27,time-not-supplied,Hilton Grand Vacations Inc.,2023-03-31
HIG,2023-04-27,time-not-supplied,"The Hartford Insurance Group, Inc.",2023-03-31
HNVR,2023-04-27,time-not-supplied,"Hanover Bancorp, Inc.",2023-03-31
HOG,2023-04-27,time-not-supplied,"Harley-Davidson, Inc.",2023-03-31
HON,2023-04-27,time-not-supplied,Honeywell International Inc.,2023-03-31
HONE,2023-04-27,time-not-supplied,"HarborOne Bancorp, Inc.",2023-03-31
HSY,2023-04-27,time-not-supplied,Hershey Company (The),2023-03-31
HTBK,2023-04-27,time-not-supplied,Heritage Commerce Corp,2023-03-31
HTLD,2023-04-27,time-not-supplied,"Heartland Express, Inc.",2023-03-31
HTZ,2023-04-27,time-not-supplied,"Hertz Global Holdings, Inc",2023-03-31
HUBG,2023-04-27,time-not-supplied,"Hub Group, Inc.",2023-03-31
HZO,2023-04-27,time-not-supplied,"MarineMax, Inc.",2023-03-31
IBCP,2023-04-27,time-not-supplied,Independent Bank Corporation,2023-03-31
IMAX,2023-04-27,time-not-supplied,Imax Corporation,2023-03-31
INTC,2023-04-27,time-not-supplied,Intel Corporation,2023-03-31
IP,2023-04-27,time-not-supplied,International Paper Company,2023-03-31
IPG,2023-04-27,time-not-supplied,"Interpublic Group of Companies, Inc. (The)",2023-03-31
IQV,2023-04-27,time-not-supplied,"IQVIA Holdings, Inc.",2023-03-31
IROQ,2023-04-27,time-not-supplied,"IF Bancorp, Inc.",2023-03-31
ITGR,2023-04-27,time-not-supplied,Integer Holdings Corporation,2023-03-31
IVT,2023-04-27,time-not-supplied,InvenTrust Properties Corp.,2023-03-31
JAKK,2023-04-27,time-not-supplied,"JAKKS Pacific, Inc.",2023-03-31
KDP,2023-04-27,time-not-supplied,Keurig Dr Pepper Inc.,2023-03-31
KEX,2023-04-27,time-not-supplied,Kirby Corporation,2023-03-31
KIM,2023-04-27,time-not-supplied,Kimco Realty Corporation,2023-03-31
KN,2023-04-27,time-not-supplied,Knowles Corporation,2023-03-31
KNSL,2023-04-27,time-not-supplied,"Kinsale Capital Group, Inc.",2023-03-31
KRNY,2023-04-27,time-not-supplied,Kearny Financial,2023-03-31
LADR,2023-04-27,time-not-supplied,Ladder Capital Corp,2023-03-31
LEA,2023-04-27,time-not-supplied,Lear Corporation,2023-03-31
LECO,2023-04-27,time-not-supplied,"Lincoln Electric Holdings, Inc.",2023-03-31
LHX,2023-04-27,time-not-supplied,"L3Harris Technologies, Inc.",2023-03-31
LII,2023-04-27,time-not-supplied,"Lennox International, Inc.",2023-03-31
LIN,2023-04-27,time-not-supplied,Linde plc,2023-03-31
LKQ,2023-04-27,time-not-supplied,LKQ Corporation,2023-03-31
LLY,2023-04-27,time-not-supplied,Eli Lilly and Company,2023-03-31
LPLA,2023-04-27,time-not-supplied,LPL Financial Holdings Inc.,2023-03-31
LSBK,2023-04-27,time-not-supplied,"Lake Shore Bancorp, Inc.",2023-03-31
LTC,2023-04-27,time-not-supplied,"LTC Properties, Inc.",2023-03-31
LUV,2023-04-27,time-not-supplied,Southwest Airlines Company,2023-03-31
LVWR,2023-04-27,time-not-supplied,"LiveWire Group, Inc.",2023-03-31
LYTS,2023-04-27,time-not-supplied,LSI Industries Inc.,2023-03-31
MA,2023-04-27,time-not-supplied,Mastercard Incorporated,2023-03-31
MATW,2023-04-27,time-not-supplied,Matthews International Corporation,2023-03-31
MBIN,2023-04-27,time-not-supplied,Merchants Bancorp,2023-03-31
MBLY,2023-04-27,time-not-supplied,Mobileye Global Inc.,2023-03-31
MDLZ,2023-04-27,time-not-supplied,"Mondelez International, Inc.",2023-03-31
MHK,2023-04-27,time-not-supplied,"Mohawk Industries, Inc.",2023-03-31
MO,2023-04-27,time-not-supplied,Altria Group,2023-03-31
MOFG,2023-04-27,time-not-supplied,"MidWestOne Financial Group, Inc.",2023-03-31
MPW,2023-04-27,time-not-supplied,"Medical Properties Trust, Inc.",2023-03-31
MRK,2023-04-27,time-not-supplied,"Merck & Company, Inc.",2023-03-31
MSBI,2023-04-27,time-not-supplied,"Midland States Bancorp, Inc.",2023-03-31
MTLS,2023-04-27,time-not-supplied,Materialise NV,2023-03-31
MTX,2023-04-27,time-not-supplied,Minerals Technologies Inc.,2023-03-31
MVBF,2023-04-27,time-not-supplied,MVB Financial Corp.,2023-03-31
MYFW,2023-04-27,time-not-supplied,"First Western Financial, Inc.",2023-03-31
NBIS,2023-04-27,time-not-supplied,Nebius Group N.V.,2023-03-31
NEM,2023-04-27,time-not-supplied,Newmont Corporation,2023-03-31
NET,2023-04-27,time-not-supplied,"Cloudflare, Inc.",2023-03-31
NEXA,2023-04-27,time-not-supplied,Nexa Resources S.A.,2023-03-31
NOC,2023-04-27,time-not-supplied,Northrop Grumman Corporation,2023-03-31
NREF,2023-04-27,time-not-supplied,"NexPoint Real Estate Finance, Inc.",2023-03-31
NRIM,2023-04-27,time-not-supplied,Northrim BanCorp Inc,2023-03-31
NWE,2023-04-27,time-not-supplied,"NorthWestern Energy Group, Inc. ",2023-03-31
OIS,2023-04-27,time-not-supplied,"Oil States International, Inc.",2023-03-31
OLN,2023-04-27,time-not-supplied,Olin Corporation,2023-03-31
OPBK,2023-04-27,time-not-supplied,OP Bancorp,2023-03-31
OPRA,2023-04-27,time-not-supplied,Opera Limited,2023-03-31
ORC,2023-04-27,time-not-supplied,"Orchid Island Capital, Inc.",2023-03-31
ORI,2023-04-27,time-not-supplied,Old Republic International Corporation,2023-03-31
OSIS,2023-04-27,time-not-supplied,"OSI Systems, Inc.",2023-03-31
OSK,2023-04-27,time-not-supplied,Oshkosh Corporation,2023-03-31
OVBC,2023-04-27,time-not-supplied,Ohio Valley Banc Corp.,2023-03-31
PATK,2023-04-27,time-not-supplied,"Patrick Industries, Inc.",2023-03-31
PFG,2023-04-27,time-not-supplied,Principal Financial Group Inc,2023-03-31
PFIS,2023-04-27,time-not-supplied,Peoples Financial Services Corp. ,2023-03-31
PFS,2023-04-27,time-not-supplied,"Provident Financial Services, Inc",2023-03-31
PFSI,2023-04-27,time-not-supplied,"PennyMac Financial Services, Inc.",2023-03-31
PINS,2023-04-27,time-not-supplied,"Pinterest, Inc.",2023-03-31
PKX,2023-04-27,time-not-supplied,POSCO HOLDINGS INC.,2023-03-31
PMT,2023-04-27,time-not-supplied,PennyMac Mortgage Investment Trust,2023-03-31
PNR,2023-04-27,time-not-supplied,Pentair plc.,2023-03-31
PPIH,2023-04-27,time-not-supplied,"Perma-Pipe International Holdings, Inc.",2023-01-31
PRCT,2023-04-27,time-not-supplied,PROCEPT BioRobotics Corporation,2023-03-31
PTCT,2023-04-27,time-not-supplied,"PTC Therapeutics, Inc.",2023-03-31
RMBI,2023-04-27,time-not-supplied,"Richmond Mutual Bancorporation, Inc.",2023-03-31
RMD,2023-04-27,time-not-supplied,ResMed Inc.,2023-03-31
ROG,2023-04-27,time-not-supplied,Rogers Corporation,2023-03-31
ROK,2023-04-27,time-not-supplied,"Rockwell Automation, Inc.",2023-03-31
ROP,2023-04-27,time-not-supplied,"Roper Technologies, Inc.",2023-03-31
RS,2023-04-27,time-not-supplied,"Reliance, Inc.",2023-03-31
RSG,2023-04-27,time-not-supplied,"Republic Services, Inc.",2023-03-31
RVSB,2023-04-27,time-not-supplied,Riverview Bancorp Inc,2023-03-31
RWT,2023-04-27,time-not-supplied,"Redwood Trust, Inc.",2023-03-31
SAH,2023-04-27,time-not-supplied,"Sonic Automotive, Inc.",2023-03-31
SAM,2023-04-27,time-not-supplied,"Boston Beer Company, Inc. (The)",2023-03-31
SBCF,2023-04-27,time-not-supplied,Seacoast Banking Corporation of Florida,2023-03-31
SCCO,2023-04-27,time-not-supplied,Southern Copper Corporation,2023-03-31
SCKT,2023-04-27,time-not-supplied,"Socket Mobile, Inc.",2023-03-31
SHBI,2023-04-27,time-not-supplied,"Shore Bancshares, Inc.",2023-03-31
SHG,2023-04-27,time-not-supplied,Shinhan Financial Group Co Ltd,2023-03-31
SIRI,2023-04-27,time-not-supplied,SiriusXM Holdings Inc.,2023-03-31
SKT,2023-04-27,time-not-supplied,Tanger Inc.,2023-03-31
SKX,2023-04-27,time-not-supplied,"Skechers U.S.A., Inc.",2023-03-31
SKYW,2023-04-27,time-not-supplied,"SkyWest, Inc.",2023-03-31
SM,2023-04-27,time-not-supplied,SM Energy Company,2023-03-31
SNAP,2023-04-27,time-not-supplied,Snap Inc.,2023-03-31
SNCY,2023-04-27,time-not-supplied,"Sun Country Airlines Holdings, Inc.",2023-03-31
SNDR,2023-04-27,time-not-supplied,"Schneider National, Inc.",2023-03-31
SNY,2023-04-27,time-not-supplied,Sanofi,2023-03-31
SO,2023-04-27,time-not-supplied,Southern Company (The),2023-03-31
SPFI,2023-04-27,time-not-supplied,"South Plains Financial, Inc.",2023-03-31
SPGI,2023-04-27,time-not-supplied,S&P Global Inc.,2023-03-31
SSB,2023-04-27,time-not-supplied,SouthState Bank Corporation,2023-03-31
SSNC,2023-04-27,time-not-supplied,"SS&C Technologies Holdings, Inc.",2023-03-31
STM,2023-04-27,time-not-supplied,STMicroelectronics N.V.,2023-03-31
STRA,2023-04-27,time-not-supplied,"Strategic Education, Inc.",2023-03-31
STRT,2023-04-27,time-not-supplied,Strattec Security Corporation,2023-03-31
SUZ,2023-04-27,time-not-supplied,Suzano S.A.,2023-03-31
TAL,2023-04-27,time-not-supplied,TAL Education Group,2023-02-28
TBBK,2023-04-27,time-not-supplied,"The Bancorp, Inc.",2023-03-31
TFSL,2023-04-27,time-not-supplied,TFS Financial Corporation,2023-03-31
THRM,2023-04-27,time-not-supplied,Gentherm Inc,2023-03-31
TIGO,2023-04-27,time-not-supplied,Millicom International Cellular S.A.,2023-03-31
TMUS,2023-04-27,time-not-supplied,"T-Mobile US, Inc.",2023-03-31
TOWN,2023-04-27,time-not-supplied,Towne Bank,2023-03-31
TPH,2023-04-27,time-not-supplied,"TRI Pointe Homes, Inc.",2023-03-31
TRS,2023-04-27,time-not-supplied,TriMas Corporation,2023-03-31
TSCO,2023-04-27,time-not-supplied,Tractor Supply Company,2023-03-31
TTE,2023-04-27,time-not-supplied,TotalEnergies SE,2023-03-31
TUSK,2023-04-27,time-not-supplied,"Mammoth Energy Services, Inc.",2023-03-31
TW,2023-04-27,time-not-supplied,Tradeweb Markets Inc.,2023-03-31
TXT,2023-04-27,time-not-supplied,Textron Inc.,2023-03-31
TZOO,2023-04-27,time-not-supplied,Travelzoo,2023-03-31
ULBI,2023-04-27,time-not-supplied,Ultralife Corporation,2023-03-31
ULH,2023-04-27,time-not-supplied,"Universal Logistics Holdings, Inc.",2023-03-31
USCB,2023-04-27,time-not-supplied,"USCB Financial Holdings, Inc. ",2023-03-31
UVE,2023-04-27,time-not-supplied,UNIVERSAL INSURANCE HOLDINGS INC,2023-03-31
VC,2023-04-27,time-not-supplied,Visteon Corporation,2023-03-31
VLO,2023-04-27,time-not-supplied,Valero Energy Corporation,2023-03-31
VLY,2023-04-27,time-not-supplied,Valley National Bancorp,2023-03-31
VRSN,2023-04-27,time-not-supplied,"VeriSign, Inc.",2023-03-31
WAVE,2023-04-27,time-not-supplied,Eco Wave Power Global AB (publ),2022-12-31
WEX,2023-04-27,time-not-supplied,WEX Inc.,2023-03-31
WIT,2023-04-27,time-not-supplied,Wipro Limited,2023-03-31
WKC,2023-04-27,time-not-supplied,World Kinect Corporation,2023-03-31
WNS,2023-04-27,time-not-supplied,WNS (Holdings) Limited,2023-03-31
WST,2023-04-27,time-not-supplied,"West Pharmaceutical Services, Inc.",2023-03-31
WTBA,2023-04-27,time-not-supplied,West Bancorporation,2023-03-31
WTW,2023-04-27,time-not-supplied,Willis Towers Watson Public Limited Company,2023-03-31
WY,2023-04-27,time-not-supplied,Weyerhaeuser Company,2023-03-31
XEL,2023-04-27,time-not-supplied,Xcel Energy Inc.,2023-03-31
ZYXI,2023-04-27,time-not-supplied,"Zynex, Inc.",2023-03-31
ACIU,2023-04-28,time-not-supplied,AC Immune SA,2023-03-31
AON,2023-04-28,time-not-supplied,Aon plc,2023-03-31
ARCB,2023-04-28,time-not-supplied,ArcBest Corporation,2023-03-31
ARES,2023-04-28,time-not-supplied,Ares Management Corporation,2023-03-31
AVTR,2023-04-28,time-not-supplied,"Avantor, Inc.",2023-03-31
BCH,2023-04-28,time-not-supplied,Banco De Chile,2023-03-31
BCPC,2023-04-28,time-not-supplied,Balchem Corporation,2023-03-31
BLMN,2023-04-28,time-not-supplied,"Bloomin' Brands, Inc.",2023-03-31
BSAC,2023-04-28,time-not-supplied,Banco Santander Chile,2023-03-31
BSBK,2023-04-28,time-not-supplied,Bogota Financial Corp.,2023-03-31
BTBT,2023-04-28,time-not-supplied,"Bit Digital, Inc.",2022-12-31
CBFV,2023-04-28,time-not-supplied,"CB Financial Services, Inc.",2023-03-31
CCJ,2023-04-28,time-not-supplied,Cameco Corporation,2023-03-31
CHTR,2023-04-28,time-not-supplied,"Charter Communications, Inc.",2023-03-31
CIVB,2023-04-28,time-not-supplied,"Civista Bancshares, Inc. ",2023-03-31
CL,2023-04-28,time-not-supplied,Colgate-Palmolive Company,2023-03-31
CRI,2023-04-28,time-not-supplied,"Carter's, Inc.",2023-03-31
CVEO,2023-04-28,time-not-supplied,Civeo Corporation,2023-03-31
CVX,2023-04-28,time-not-supplied,Chevron Corporation,2023-03-31
CWBC,2023-04-28,time-not-supplied,Community West Bancshares,2023-03-31
DAN,2023-04-28,time-not-supplied,Dana Incorporated,2023-03-31
DCOM,2023-04-28,time-not-supplied,"Dime Community Bancshares, Inc.",2023-03-31
E,2023-04-28,time-not-supplied,ENI S.p.A.,2023-03-31
EAF,2023-04-28,time-not-supplied,GrafTech International Ltd.,2023-03-31
FCAP,2023-04-28,time-not-supplied,"First Capital, Inc.",2023-03-31
FHB,2023-04-28,time-not-supplied,"First Hawaiian, Inc.",2023-03-31
FLG,2023-04-28,time-not-supplied,"Flagstar Financial, Inc.",2023-03-31
FMX,2023-04-28,time-not-supplied,Fomento Economico Mexicano S.A.B. de C.V.,2023-03-31
GLTO,2023-04-28,time-not-supplied,"Galecto, Inc.",2023-03-31
GNTX,2023-04-28,time-not-supplied,Gentex Corporation,2023-03-31
GTLS,2023-04-28,time-not-supplied,"Chart Industries, Inc.",2023-03-31
HFBL,2023-04-28,time-not-supplied,"Home Federal Bancorp, Inc. of Louisiana",2023-03-31
HOLO,2023-04-28,time-not-supplied,MicroCloud Hologram Inc.,2023-03-31
IMO,2023-04-28,time-not-supplied,Imperial Oil Limited,2023-03-31
JKS,2023-04-28,time-not-supplied,JinkoSolar Holding Company Limited,2023-03-31
LAZ,2023-04-28,time-not-supplied,"Lazard, Inc.",2023-03-31
LYB,2023-04-28,time-not-supplied,LyondellBasell Industries NV,2023-03-31
MPB,2023-04-28,time-not-supplied,Mid Penn Bancorp,2023-03-31
NVT,2023-04-28,time-not-supplied,nVent Electric plc,2023-03-31
NWG,2023-04-28,time-not-supplied,NatWest Group plc,2023-03-31
NWL,2023-04-28,time-not-supplied,Newell Brands Inc.,2023-03-31
OPY,2023-04-28,time-not-supplied,"Oppenheimer Holdings, Inc.",2023-03-31
POR,2023-04-28,time-not-supplied,Portland General Electric Company,2023-03-31
RRBI,2023-04-28,time-not-supplied,"Red River Bancshares, Inc.",2023-03-31
SAIA,2023-04-28,time-not-supplied,"Saia, Inc.",2023-03-31
SHEN,2023-04-28,time-not-supplied,Shenandoah Telecommunications Co,2023-03-31
SIM,2023-04-28,time-not-supplied,"Grupo Simec, S.A. de C.V.",2023-03-31
SJ,2023-04-28,time-not-supplied,Scienjoy Holding Corporation,2022-12-31
SONY,2023-04-28,time-not-supplied,Sony Group Corporation,2023-03-31
STEL,2023-04-28,time-not-supplied,"Stellar Bancorp, Inc.",2023-03-31
SXT,2023-04-28,time-not-supplied,Sensient Technologies Corporation,2023-03-31
TLK,2023-04-28,time-not-supplied,"PT Telekomunikasi Indonesia, Tbk",2023-03-31
TMP,2023-04-28,time-not-supplied,Tompkins Financial Corporation,2023-03-31
TNC,2023-04-28,time-not-supplied,Tennant Company,2023-03-31
TRP,2023-04-28,time-not-supplied,TC Energy Corporation,2023-03-31
TWIN,2023-04-28,time-not-supplied,"Twin Disc, Incorporated",2023-03-31
VGZ,2023-04-28,time-not-supplied,Vista Gold Corporation,2023-03-31
VIRC,2023-04-28,time-not-supplied,Virco Manufacturing Corporation,2023-01-31
VRTS,2023-04-28,time-not-supplied,"Virtus Investment Partners, Inc.",2023-03-31
WPC,2023-04-28,time-not-supplied,W. P. Carey Inc.,2023-03-31
WT,2023-04-28,time-not-supplied,"WisdomTree, Inc.",2023-03-31
XOM,2023-04-28,time-not-supplied,Exxon Mobil Corporation,2023-03-31
ADUS,2023-05-01,time-not-supplied,Addus HomeCare Corporation,2023-03-31
AL,2023-05-01,time-not-supplied,Air Lease Corporation,2023-03-31
ALX,2023-05-01,time-not-supplied,"Alexander's, Inc.",2023-03-31
AMG,2023-05-01,time-not-supplied,"Affiliated Managers Group, Inc.",2023-03-31
AMKR,2023-05-01,time-not-supplied,"Amkor Technology, Inc.",2023-03-31
AMRC,2023-05-01,time-not-supplied,"Ameresco, Inc.",2023-03-31
ANET,2023-05-01,time-not-supplied,"Arista Networks, Inc.",2023-03-31
BEN,2023-05-01,time-not-supplied,"Franklin Resources, Inc.",2023-03-31
BRX,2023-05-01,time-not-supplied,Brixmor Property Group Inc.,2023-03-31
BSM,2023-05-01,time-not-supplied,"Black Stone Minerals, L.P.",2023-03-31
CACC,2023-05-01,time-not-supplied,Credit Acceptance Corporation,2023-03-31
CAR,2023-05-01,time-not-supplied,"Avis Budget Group, Inc.",2023-03-31
CBUS,2023-05-01,time-not-supplied,"Cibus, Inc.",2023-03-31
CF,2023-05-01,time-not-supplied,"CF Industries Holdings, Inc.",2023-03-31
CHGG,2023-05-01,time-not-supplied,"Chegg, Inc.",2023-03-31
CHKP,2023-05-01,time-not-supplied,Check Point Software Technologies Ltd.,2023-03-31
CLAR,2023-05-01,time-not-supplied,Clarus Corporation,2023-03-31
CNA,2023-05-01,time-not-supplied,CNA Financial Corporation,2023-03-31
CNO,2023-05-01,time-not-supplied,"CNO Financial Group, Inc.",2023-03-31
CRC,2023-05-01,time-not-supplied,California Resources Corporation,2023-03-31
CRNT,2023-05-01,time-not-supplied,Ceragon Networks Ltd.,2023-03-31
CSR,2023-05-01,time-not-supplied,D/B/A Centerspace,2023-03-31
CVI,2023-05-01,time-not-supplied,CVR Energy Inc.,2023-03-31
CYH,2023-05-01,time-not-supplied,"Community Health Systems, Inc.",2023-03-31
DAWN,2023-05-01,time-not-supplied,"Day One Biopharmaceuticals, Inc.",2023-03-31
EG,2023-05-01,time-not-supplied,"Everest Group, Ltd.",2023-03-31
FANG,2023-05-01,time-not-supplied,"Diamondback Energy, Inc.",2023-03-31
FCPT,2023-05-01,time-not-supplied,"Four Corners Property Trust, Inc.",2023-03-31
FLS,2023-05-01,time-not-supplied,Flowserve Corporation,2023-03-31
FLXS,2023-05-01,time-not-supplied,"Flexsteel Industries, Inc.",2023-03-31
FMC,2023-05-01,time-not-supplied,FMC Corporation,2023-03-31
FWRD,2023-05-01,time-not-supplied,Forward Air Corporation,2023-03-31
GAIA,2023-05-01,time-not-supplied,"Gaia, Inc.",2023-03-31
GPN,2023-05-01,time-not-supplied,Global Payments Inc.,2023-03-31
GTM,2023-05-01,time-not-supplied,ZoomInfo Technologies Inc.,2023-03-31
HOLX,2023-05-01,time-not-supplied,"Hologic, Inc.",2023-03-31
HSBC,2023-05-01,time-not-supplied,HSBC Holdings plc,2023-03-31
HTO,2023-05-01,time-not-supplied,H2O America ,2023-03-31
HYMC,2023-05-01,time-not-supplied,Hycroft Mining Holding Corporation,2023-03-31
INVH,2023-05-01,time-not-supplied,Invitation Homes Inc.,2023-03-31
JJSF,2023-05-01,time-not-supplied,J & J Snack Foods Corp.,2023-03-31
KBR,2023-05-01,time-not-supplied,"KBR, Inc.",2023-03-31
KIDS,2023-05-01,time-not-supplied,OrthoPediatrics Corp.,2023-03-31
KMT,2023-05-01,time-not-supplied,Kennametal Inc.,2023-03-31
KRG,2023-05-01,time-not-supplied,Kite Realty Group Trust,2023-03-31
L,2023-05-01,time-not-supplied,Loews Corporation,2023-03-31
LEG,2023-05-01,time-not-supplied,"Leggett & Platt, Incorporated",2023-03-31
LNKB,2023-05-01,time-not-supplied,"LINKBANCORP, Inc.",2023-03-31
LOGI,2023-05-01,time-not-supplied,Logitech International S.A.,2023-03-31
LSCC,2023-05-01,time-not-supplied,Lattice Semiconductor Corporation,2023-03-31
MED,2023-05-01,time-not-supplied,MEDIFAST INC,2023-03-31
MFIN,2023-05-01,time-not-supplied,Medallion Financial Corp.,2023-03-31
MGM,2023-05-01,time-not-supplied,MGM Resorts International,2023-03-31
MSA,2023-05-01,time-not-supplied,MSA Safety Incorporporated,2023-03-31
MSEX,2023-05-01,time-not-supplied,Middlesex Water Company,2023-03-31
MSTR,2023-05-01,time-not-supplied,Strategy Inc,2023-03-31
NCLH,2023-05-01,time-not-supplied,Norwegian Cruise Line Holdings Ltd.,2023-03-31
NECB,2023-05-01,time-not-supplied,"NorthEast Community Bancorp, Inc.",2023-03-31
NSA,2023-05-01,time-not-supplied,National Storage Affiliates Trust,2023-03-31
NVNO,2023-05-01,time-not-supplied,enVVeno Medical Corporation,2023-03-31
NXPI,2023-05-01,time-not-supplied,NXP Semiconductors N.V.,2023-03-31
OBT,2023-05-01,time-not-supplied,"Orange County Bancorp, Inc.",2023-03-31
