id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1363114506858950521,Single room in central location,43403629,Jamie,Kerry County Council,Tralee LEA-7,52.26610125102683,-9.710150961366793,Private room,61,1,102,2026-06-30,6.77,2,149,67,
1696290696438937998,A big beautiful house with huge spaces inside.,1696288054259316774,Michael,Cork County Council,Mallow LEA-5,52.21961849535003,-8.670938521878279,Entire home/apt,229,2,0,,,1,303,0,
1465982519545292296,Belmont Stud,529420595,Katherine,Wexford County Council,Wexford LEA-7,52.34052587231804,-6.520845215384781,Private room,262,1,4,2026-05-23,0.48,3,343,4,
1156506186535917891,2 Rooms in Beautiful Limerick Home,577152837,Sinéad,Limerick City And County Council,Limerick City West LEA-7,52.63607,-8.67041,Private room,165,1,3,2024-10-21,0.13,5,49,0,
12343803,"Woodville, New Ross, Co .Wexford.  Y34 WP93",59232570,Helen,Wexford County Council,New Ross LEA-6,52.41772,-6.9334,Private room,172,1,205,2026-06-19,1.68,1,137,20,
34133923,Lacken View,257724439,Carmel,Wexford County Council,New Ross LEA-6,52.41878,-6.90826,Entire home/apt,109,1,253,2026-06-10,3.00,1,322,16,
1444890197220372302,Colourful and spacious house near city centre,350290618,Kate,Dublin City Council,Kimmage-Rathmines LEA-6,53.31211,-6.29409,Entire home/apt,522,1,0,,,1,8,0,
1652970875462914111,Apartment 6: Joyce Block,345524111,Michelle,Cork County Council,Kanturk LEA-4,52.17678,-8.91032,Entire home/apt,231,1,0,,,19,321,0,
802959200432878683,"My Humble Abode(Small Double & Twin Room,Adjacent)",198428926,Betty,Cork County Council,Kanturk LEA-4,52.1092915,-8.984884100000002,Private room,137,1,19,2026-05-04,0.51,5,315,8,
42998,Private Double Bedroom in Peaceful Home,187686,Eily,Wicklow County Council,Arklow LEA-6,52.87794,-6.07071,Private room,114,1,2,2026-04-24,0.01,3,264,1,
1493492256150666022,The Honeymoon Suite- The Haggart,125658458,Catriona,Cork County Council,Kanturk LEA-4,52.27634,-8.88574,Private room,86,1,4,2026-05-22,0.41,6,170,4,
1450721040542421192,Apartment 3: Yeats Block,345524111,Michelle,Cork County Council,Kanturk LEA-4,52.17869,-8.90856,Entire home/apt,190,1,11,2026-03-08,0.91,19,312,11,
33487815,Galwey's Lane Townhouse near Quayside & Greenway,252337381,June,Waterford City And County Council,Dungarvan LEA-6,52.08918380737305,-7.618142127990723,Entire home/apt,221,1,376,2026-06-01,4.30,2,73,40,
603649036118455914,"Pike Farmhouse, a cozy country self catering house",1176693,Angela,Limerick City And County Council,Cappamore-Kilmallock LEA-7,52.3601165,-8.668232,Entire home/apt,225,3,56,2026-01-16,1.16,2,324,10,
2001331,"Blackstairs Courtyard Cottage, South Co Carlow",81226414,Carole,Carlow County Council,Muinebeag LEA-5,52.53936,-6.89715,Entire home/apt,115,2,99,2026-06-08,0.80,1,117,11,
14783131,4 bedroom townhouse near the beach,92281905,Ellen,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.1609,-7.15105,Entire home/apt,257,1,311,2026-06-07,2.64,6,96,26,
49710761,An Seanachai Cosy Cottage,143575130,Dan,Waterford City And County Council,Dungarvan LEA-6,52.04552,-7.65729,Entire home/apt,321,2,57,2026-02-02,0.95,1,254,10,
1640167279565651895,Large Group-Friendly Apartment in Limerick City,18093654,Shortstays,Limerick City And County Council,Limerick City West LEA-7,52.65525277817204,-8.627822975351643,Entire home/apt,184,1,6,2026-07-01,6,135,9,6,
1452943227089221829,Apartment 8: Joyce Block,345524111,Michelle,Cork County Council,Kanturk LEA-4,52.17715,-8.90926,Entire home/apt,190,1,8,2026-04-10,0.73,19,345,8,
1644978912066987542,Well appointed relaxing home.,414695740,Gerard,Kerry County Council,Tralee LEA-7,52.3187825,-9.8060788,Entire home/apt,,2,6,2026-06-01,2.81,1,1,6,
37198229,Dungarvan town Centre,16147439,Gillian,Waterford City And County Council,Dungarvan LEA-6,52.09117275347236,-7.623103680261546,Entire home/apt,161,2,1,2026-06-22,1,1,153,1,
42848930,Walkable Dungarvan base ideal for golf & food fans,4549295,Colleen,Waterford City And County Council,Dungarvan LEA-6,52.08768,-7.623,Entire home/apt,228,3,21,2025-08-03,0.40,1,207,2,
951923168018723798,Jacob’s Lodge,79401772,David,Meath County Council,Trim LEA-6,53.54257108846197,-6.740011051297188,Entire home/apt,160,1,88,2026-06-14,2.51,1,79,22,
1547891183473230573,Rural Donegal cottage near sandy beaches,684938988,Travelnest,Donegal County Council,Carndonagh LEA-4,55.26663273436048,-7.487030329942651,Entire home/apt,186,1,0,,,17,364,0,
14750828,"B&B, close to glendalough, Bedroom 2",42094851,Bernie,Wicklow County Council,Arklow LEA-6,52.95611,-6.26694,Private room,97,1,362,2026-06-07,4.09,3,24,66,
1208059564196656278,Greenway Glamping Finch Pod,497618055,Toby,Limerick City And County Council,Newcastle West LEA-6,52.39852,-9.18152,Entire home/apt,143,2,3,2025-06-22,0.13,3,364,0,
1575525286898922631,The Unplugged Snug,233938092,Bronwyn,Kilkenny County Council,Callan-Thomastown LEA-6,52.58065,-7.00538,Entire home/apt,108,1,16,2026-05-09,3.64,1,324,16,
40363202,Homely & Comfortable 2 bed Apartment in D6,20909231,Barry,Dublin City Council,Kimmage-Rathmines LEA-6,53.31084330866309,-6.277446572842321,Entire home/apt,335,3,6,2026-06-18,1.76,1,146,6,
1100493605950304501,"The Loft, in a country estate",120264822,Stephen,Wicklow County Council,Baltinglass LEA-6,53.03121,-6.67891,Entire home/apt,305,2,22,2026-02-22,0.96,2,71,3,
46521149,Clontarf Cottage Super Renovation,309533121,Colm,Dublin City Council,Clontarf LEA-6,53.37455,-6.20391,Entire home/apt,330,1,73,2026-06-17,1.08,2,280,28,
1496451741551614009,Barry's Bar View - The Haggart,125658458,Catriona,Cork County Council,Kanturk LEA-4,52.275728695588995,-8.883902922392107,Private room,92,2,5,2026-06-19,0.51,6,361,5,
1155174108695206626,3 Bedrooms in Limerick,577152837,Sinéad,Limerick City And County Council,Limerick City West LEA-7,52.63731,-8.6711,Private room,309,1,1,2024-08-05,0.04,5,51,0,
1712283912169419072,Lilac Cottage,50797768,Sarah,Kilkenny County Council,Piltown LEA-5,52.29386239999999,-7.2530528,Entire home/apt,245,2,0,,,1,30,0,
1168123471778771657,In the middle of everywhere!,197564225,Tom,Waterford City And County Council,Waterford City South LEA-6,52.24844,-7.13718,Entire home/apt,237,2,6,2025-08-04,0.24,3,341,1,
36593592,Kerry Air ( 2 bedroom apt in a quiet setting),275060254,Helen,Kerry County Council,Killarney LEA-7,52.10934,-9.44886,Entire home/apt,171,3,55,2026-05-31,0.65,1,100,7,
588417900014664022,The View Pod - Only 3 mins from Sea!,70117310,Gus,Cork County Council,Midleton LEA-7,51.94052,-7.88355,Entire home/apt,107,1,291,2026-06-09,5.92,2,117,38,
1445706045807263169,Apartment 1: Yeats Block,345524111,Michelle,Cork County Council,Kanturk LEA-4,52.1781873,-8.9089734,Entire home/apt,188,1,4,2026-06-01,0.33,19,347,4,
1697036270476133762,Beautiful central townhouse,1697035616279357334,Helen,Kerry County Council,Tralee LEA-7,52.28286695935622,-9.689480260722705,Entire home/apt,400,2,0,,,1,193,0,
14690554,The Cosy Room at Country House BnB,83452029,Eileen,Cork County Council,Mallow LEA-5,52.19651,-8.68054,Private room,286,1,2,2019-07-14,0.02,6,236,0,
3551457,Double Room with en-suite,15772641,Denis,Kerry County Council,Killarney LEA-7,52.07813,-9.25096,Private room,115,1,29,2025-08-19,0.20,6,302,2,
46796054,"The Old Dairy, Cappagh House, Dungarvan.",20965836,Claire,Waterford City And County Council,Dungarvan LEA-6,52.123392,-7.734443,Entire home/apt,137,4,90,2026-06-07,1.46,2,175,16,
1651324655888617889,"Clonassy Wood Apartment, Mullinavat, Co. Kilkenny",753540016,Siobhan,Kilkenny County Council,Piltown LEA-5,52.36199381393529,-7.192169715991432,Entire home/apt,103,2,0,,,1,269,0,
20846435,Springfield Castle,35470304,Jonathan,Limerick City And County Council,Newcastle West LEA-6,52.3508,-8.95662,Entire home/apt,1826,2,3,2023-10-03,0.03,3,206,0,
1492633318564605674,Double Rm Ensuite- Breakfast,246969326,Maureen,Cork County Council,Kanturk LEA-4,52.12278,-9.05656,Private room,149,1,0,,,8,358,0,
1492610763093038017,Twin rmShared Bathroom Breakfast,246969326,Maureen,Cork County Council,Kanturk LEA-4,52.12235,-9.05776,Private room,149,1,0,,,8,357,0,
1171837549061710550,Relaxing accommodation room only,89270535,Adrian,Cork County Council,Fermoy LEA-6,52.0915,-8.09854,Private room,182,1,50,2026-06-22,2.06,1,261,16,
24712010,"Attic room. small double room,",148958790,Bernie,Tipperary County Council,Nenagh LEA-5,52.92354,-8.27837,Private room,149,1,22,2023-12-20,0.22,9,25,0,
43981167,Cosy  Westport Town House,276352479,Maggie,Mayo County Council,Westport LEA-4,53.79927,-9.52738,Entire home/apt,271,2,96,2026-05-31,1.33,1,124,12,
2092072,Glenlohane Cottage - Gateway The Scenic Southwest,10047336,Desmond,Cork County Council,Kanturk LEA-4,52.17614,-8.85497,Entire home/apt,236,7,17,2025-07-09,0.13,1,332,1,
1110979228448929454,"The Square, Millstreet",542454746,Tom,Cork County Council,Macroom LEA-6,52.05933,-9.06148,Entire home/apt,160,3,19,2026-05-09,0.75,1,242,7,
13787166,"Double En-Suite Room, Near Airport, Breakfast",80984083,Elif,Dublin City Council,Artane-Whitehall LEA-6,53.3935,-6.20524,Private room,103,1,906,2026-06-09,7.46,1,167,77,
26813301,Drogheda House - 30 mins to Dublin Airport,3996957,Nicola,Meath County Council,Laytown  Bettystown-lea-7,53.69533,-6.33121,Private room,126,1,13,2025-09-28,0.14,4,37,1,
24977740,Sliabh Amharc - Glendalough,188833068,Sharon,Wicklow County Council,Wicklow LEA-6,53.00743,-6.29354,Private room,143,1,372,2026-06-19,3.77,1,302,25,
9862108,Your perfect mountain getaway,50759041,John,Kerry County Council,Kenmare LEA-6,52.02773,-9.69516,Entire home/apt,217,2,77,2026-06-03,0.63,4,219,16,
730399519456316022,"Private Farm&Hot Tub. Nature walks,70 Acres of WOW",58571365,Clodagh,Wexford County Council,Gorey LEA-6,52.75531402788455,-6.339838683127272,Entire home/apt,159,1,253,2026-06-24,6.24,1,322,111,
1064601099133927048,The middle of everywhere,197564225,Tom,Waterford City And County Council,Waterford City South LEA-6,52.24643,-7.13513,Entire home/apt,224,1,59,2026-06-21,2.35,3,324,20,
1634127789014721798,Wild Atlantic Way – House + Airstream (13 guests),295328622,Gillian,Clare County Council,Ennistimon LEA-4,52.99483,-9.29452,Entire home/apt,433,3,0,,,3,7,0,
1626890536093083941,Seaside Suite - Ensuite Seaview Room/Own Entrance.,573475692,David And Brenda,Clare County Council,Kilrush LEA-5,52.8063751,-9.480855,Entire home/apt,109,1,1,2026-06-09,1,2,148,1,
1859763,Beachfront Studio Chalet,9702452,Lucia,Wexford County Council,Gorey LEA-6,52.62782,-6.22945,Entire home/apt,86,2,591,2026-06-18,3.85,1,245,65,
1152238666138580644,Flat in Gorey,287758439,Mary,Wexford County Council,Gorey LEA-6,52.67686,-6.28947,Entire home/apt,126,1,117,2026-06-21,4.53,1,220,58,
1692828679586572128,Cosy Countryside Cottage,1692254125055382987,Brona,Wexford County Council,Gorey LEA-6,52.69388606576478,-6.38664746783995,Entire home/apt,143,2,2,2026-06-05,2,1,58,2,
1353567777435512000,Tinahely 2 Bed House,599635416,Liz,Wicklow County Council,Baltinglass LEA-6,52.8005536,-6.464443999999999,Entire home/apt,143,1,78,2026-06-22,5.09,1,240,59,
1351578151541077572,Explore Tramore and more,92217979,Catherine,Waterford City And County Council,Waterford City South LEA-6,52.17674058474519,-7.136239765041882,Entire home/apt,257,1,22,2026-06-21,1.42,1,313,16,
1371648948835004675,Elegant 3-Bedroom Retreat,682900262,Angie,Louth County Council,Drogheda Rural LEA-4,53.726845568879284,-6.327877230942249,Private room,121,1,0,,,3,231,0,
20120873,Traditional cottage in the heart of rural Ireland,14030353,Patrick,Kerry County Council,Listowel LEA-6,52.34214,-9.52481,Entire home/apt,124,3,159,2026-06-20,1.61,1,259,19,
1305709769229635049,Passage East Holiday Home,98759090,Trident Holiday Homes,Waterford City And County Council,Waterford City East LEA-6,52.238732306247215,-6.97455995588792,Entire home/apt,425,1,9,2026-05-30,0.58,152,316,5,
944121201767326239,Wild Atlantic Way seaside home: Recently renovated,85720517,Kevin,Cork County Council,Bandon - Kinsale LEA-6,51.63403640000001,-8.695850799999999,Entire home/apt,314,3,37,2026-05-31,1.08,1,103,7,
36785849,Humblebee Blarney,266353238,Regina,Cork City Council,Cork City North West LEA-6,51.94451,-8.57124,Entire home/apt,113,1,801,2026-06-24,9.49,1,241,130,
43608259,"Teachin Siog, Detached Cottage.",69628681,Nichola,Kerry County Council,Killarney LEA-7,52.11076,-9.50556,Entire home/apt,148,1,219,2026-05-29,3.04,1,211,33,
20171895,Smart. modern 2 bed apartment,143575248,Joe,Limerick City And County Council,Limerick City West LEA-7,52.62414,-8.64808,Entire home/apt,331,1,61,2025-11-02,1.63,1,207,8,
10206567,Newtown/Dunmore Rd near UHW,52438842,Nuala,Waterford City And County Council,Waterford City East LEA-6,52.24937,-7.09782,Private room,94,2,15,2025-10-15,0.14,2,85,4,
925229620035110248,Luxury Nore Valley Home | Stunning Views,43962389,Seàn And Rachel,Kilkenny County Council,Callan-Thomastown LEA-6,52.47007,-7.02081,Entire home/apt,547,1,32,2026-06-21,0.89,1,342,8,
1699212421497874462,Sun-filled Mornings and Fireside Evenings,91736923,Aislinn,Wexford County Council,Gorey LEA-6,52.760905897290264,-6.206933744251728,Entire home/apt,151,4,0,,,1,191,0,
1683384583393061683,Beautifully Designed Cosy Central Home with Garden,33030804,Edel,Waterford City And County Council,Waterford City South LEA-6,52.257740006187376,-7.124100583208761,Private room,,3,2,2026-06-02,1.71,3,0,2,
1684203894760467859,Sligo Town house,1684203528982812273,Kathryn,Sligo County Council,Sligo-Strandhill LEA-6,54.26669,-8.47495,Entire home/apt,129,1,10,2026-06-28,7.32,1,2,10,
1626191015974830971,Spacious cosy family house in the heart of Ardmore,742046938,Rob & Lucia,Waterford City And County Council,Dungarvan LEA-6,51.94862399429452,-7.723509561074982,Entire home/apt,362,3,3,2026-06-14,2.31,2,314,3,
1563869224477880983,The Sallynoggin Snug,731320180,Joanne,Dun Laoghaire-rathdown County Council,Dún Laoghaire LEA-7,53.2764869010111,-6.1450738257532995,Entire home/apt,,2,2,2026-01-01,0.31,1,0,2,
999784611134283818,The Store @ Minmore Mews,212681039,Donal,Wicklow County Council,Baltinglass LEA-6,52.73964313087506,-6.57261036336422,Entire home/apt,149,1,27,2026-05-23,0.84,5,232,10,
1420886908980386949,1 Bedroom Apartment Ballaghderg Letterkenny,434243391,Swatee,Donegal County Council,Letterkenny LEA-7,54.98986370000001,-7.7307962,Entire home/apt,127,2,12,2026-06-01,0.91,1,26,10,
959215346300837691,"Det Cottage. 1 bed, 1 Bath. Full kitchen",532161253,Sean,Kildare County Council,Leixlip LEA-3,53.36483,-6.53772,Entire home/apt,97,2,80,2026-06-23,3.47,2,324,36,
684805624091832235,2 bed house in the centre of Doonbeg village,380288822,Fionna,Clare County Council,Kilrush LEA-5,52.7296,-9.52524,Entire home/apt,194,1,54,2026-06-14,1.14,1,291,15,
18032335,"""East Wing"" at Chapel View, Thomastown,  Kilkenny",12675578,Lorraine,Kilkenny County Council,Callan-Thomastown LEA-6,52.52782,-7.13435,Entire home/apt,206,2,60,2026-06-21,0.63,3,162,13,
3042237,Single room to let (The Green Room),14169546,Maeve,Dublin City Council,Clontarf LEA-6,53.3628,-6.18427,Private room,92,1,195,2026-06-21,1.66,4,317,45,
1668166604703168346,3 Bed in Duncannon (oc-i030),518897561,Shamrock Cottages,Wexford County Council,New Ross LEA-6,52.22185,-6.93396,Entire home/apt,134,1,0,,,164,240,0,
40319054,"Island view , Clonakilty",132423433,Noreen,Cork County Council,Skibbereen-West Cork LEA-5,51.63138,-8.88577,Entire home/apt,225,1,142,2026-06-14,1.96,1,190,22,
1179817874599169551,Bungalow in Cashel,514809834,Elaine,Tipperary County Council,Cashel-Tipperary LEA-7,52.55647,-7.89281,Entire home/apt,,2,9,2024-09-06,0.38,1,3,0,
1690660256203121934,"Luxury 3/4 bed, 2.5 bath close
to Cork City Centre",241623783,Robert,Cork City Council,Cork City North East LEA-6,51.9208742,-8.4572197,Entire home/apt,590,3,0,,,1,80,0,
26179517,Wellington House,190075496,Noel,Kilkenny County Council,Kilkenny LEA-7,52.65351,-7.25515,Entire home/apt,218,1,651,2026-06-23,6.68,1,260,98,
42319838,Harmony House enclosed property near lake & beach,76422431,Aine,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.16419,-7.14675,Entire home/apt,220,2,77,2026-06-11,1.06,1,225,8,
29871097,The Byre,199488326,Helen,Donegal County Council,Letterkenny LEA-7,54.92037,-7.62289,Entire home/apt,172,1,163,2026-06-04,1.77,2,316,10,
1207327525979463392,*Countryside Retreat near Dublin* “The Old Shed”,593192943,Rachel,South Dublin County Council,Clondalkin LEA-7,53.28042,-6.51989,Entire home/apt,159,1,141,2026-06-01,6.06,1,296,60,
1497648317307198433,The Happy Thoughts Place,273089773,Dory,Kildare County Council,Celbridge LEA-4,53.333467323793684,-6.527273077909858,Entire home/apt,169,1,36,2026-06-13,3.93,1,242,36,
682595585668674678,En-Suite double room,46652210,Adrian,Wexford County Council,Gorey LEA-6,52.67688,-6.29201,Private room,84,2,85,2026-06-01,2.23,1,340,21,
1557968671815690999,Loop Head Lighthouse Attendant's Cottage,730021710,Clare,Clare County Council,Kilrush LEA-5,52.56001474300864,-9.932172200524898,Entire home/apt,400,3,0,,,1,290,0,
847801,The Coach House 5 star property,4426328,Daniel,Kilkenny County Council,Callan-Thomastown LEA-6,52.50362,-7.07024,Entire home/apt,500,2,228,2026-06-07,1.41,1,290,9,
1648039883491779527,Cosy Cottage adjacent to pub&cafe.all mod cons,753087066,Alan,Wexford County Council,Kilmuckridge LEA-4,52.6096,-6.30475,Entire home/apt,149,1,6,2026-06-07,3.83,1,339,6,
650517149390223949,Charming family room in an 11 bed Guesthouse!,92957773,Michelle,Limerick City And County Council,Adare-Rathkeale LEA-6,52.57259,-9.0993,Private room,,1,20,2026-05-31,0.41,4,241,5,
1607881041716363834,Under The Green Man - Aisling Cottage,59112740,Carla,Cork City Council,Cork City South West LEA-7,51.8955813308374,-8.56029488146305,Entire home/apt,341,2,1,2026-04-13,0.41,1,314,1,
1364248601694634464,Home to rent in Wicklow,45878743,Clare,Wicklow County Council,Wicklow LEA-6,53.01681,-6.11932,Entire home/apt,,1,3,2025-07-15,0.25,1,3,3,
24144713,Mountain View House,181928565,Rosarie,Cork County Council,Carrigaline LEA-6,51.81755163970595,-8.570231533093573,Private room,75,1,300,2026-06-08,3.03,3,152,36,
1199136333517766047,Scart Lodge,38439181,Claire,Waterford City And County Council,Portlaw-Kilmacthomas LEA-5,52.138547773671085,-7.471263419463005,Private room,126,1,20,2026-06-04,0.86,1,360,7,
49961473,"“Anuna” Townhouse -
Super-king/Twin Room B&B",34162075,Phyllis,Cork County Council,Midleton LEA-7,51.95061,-7.84521,Private room,112,1,276,2026-06-08,4.49,1,318,38,
50906979,The Dairymaid's House,411626507,Olivia,Wicklow County Council,Baltinglass LEA-6,52.75689,-6.512968,Entire home/apt,600,2,113,2026-06-24,1.89,5,176,27,
50451933,Studio with private entrance & patio,22269643,Mary,Cork City Council,Cork City South West LEA-7,51.88588,-8.60531,Private room,160,1,161,2026-06-24,2.67,2,25,24,
1414591785575812402,Beautiful Country Stay,142874561,Stephanie,Kildare County Council,Kildare LEA-5,53.13873235038311,-6.843445933395353,Private room,72,1,31,2026-06-07,2.39,1,126,28,
1395032129262136326,"Cosy bungalow Newbridge, Ireland",84097143,Maura,Kildare County Council,Newbridge LEA-6,53.1893782228313,-6.796151467383042,Entire home/apt,252,2,60,2026-06-18,4.10,1,330,47,
846953215871881150,Guest Unit - Wicklow Harbour,25804202,Paul,Wicklow County Council,Wicklow LEA-6,52.98254,-6.04035,Entire home/apt,224,2,46,2026-05-31,1.18,1,115,9,
1626190429049560139,"The Loft Gorey
A stylish and private space",495009283,Anne,Wexford County Council,Gorey LEA-6,52.67544990378894,-6.319102052114869,Private room,78,1,7,2026-06-21,2.19,2,149,7,
1227465916550179372,large bedroom in a cosy 3 bedroom semi-d home,31203287,Eddie,Cork City Council,Cork City South West LEA-7,51.8930087,-8.5815732,Private room,80,1,26,2026-06-21,1.17,2,303,16,
973698695066873566,The Bungalow.Chapel Hill,535603167,Mary,Kildare County Council,Kildare LEA-5,53.15813,-6.91116,Entire home/apt,137,1,43,2026-06-22,1.32,1,73,8,
1569732507200014847,楼上双人间 超安全区大house 离dart走路8分钟/离市中心半小时,35391113,蓓蓓,Fingal County Council,Howth-Malahide LEA-7,53.395426681700336,-6.141592207845103,Private room,50,1,1,2026-03-29,0.34,4,305,1,
754190353102257053,Ardnavaha House Poolside Cottage 6 - see site,330811483,Gerard,Cork County Council,Bandon - Kinsale LEA-6,51.67057,-8.81994,Entire home/apt,177,2,33,2026-06-18,0.87,7,306,12,
1697308564749890814,Unique Townhouse in Thurles Centre | Free Parking,426091293,MaxStays,Tipperary County Council,Thurles LEA-5,52.6783773,-7.8174781,Entire home/apt,402,2,0,,,28,52,0,
1618960441603012174,Two bedroom apartment with views of the Curragh,122690939,Ann,Kildare County Council,Kildare LEA-5,53.20103578888763,-6.9174919350730475,Entire home/apt,309,2,1,2026-06-13,1,1,171,1,
1464308759815227563,R3 Cosy Escape Near Maynooth,707023188,Felix,Kildare County Council,Maynooth LEA-5,53.36510847936142,-6.583126056278635,Private room,92,2,7,2026-03-07,0.65,5,316,7,
1371616219006158435,Close to all amenities,92966187,John,Cork City Council,Cork City South West LEA-7,51.89093967389121,-8.575678847986271,Private room,137,1,5,2026-06-22,0.55,1,333,5,
943248353195841353,"Lavistown Cottage, Kilkenny",527791483,Marilyn,Kilkenny County Council,Castlecomer LEA-6,52.63868217184294,-7.196851931512357,Entire home/apt,137,1,177,2026-06-19,5.00,1,51,44,
1685583212029593948,IEC Campus for Groups,345524111,Michelle,Cork County Council,Kanturk LEA-4,52.177581661440556,-8.908480778899078,Private room,,1,0,,,19,0,0,
6080715,Cute cottage in Donegal <4 hours to Ryder Cup 2027,31563706,Colette,Donegal County Council,Donegal LEA-6,54.70602,-8.53438,Entire home/apt,174,5,14,2025-08-15,0.15,1,303,1,
1082414369239134209,Carnaween Mountain Cottage,559930584,Stephanie,Donegal County Council,Donegal LEA-6,54.73435531154843,-8.191134828151785,Entire home/apt,135,2,84,2026-06-11,3.13,1,314,20,
24073405,"Teach Jim Kilcar in ""Coolest Dgl""/Wi-Fi/EV Charger",106747002,Noreen,Donegal County Council,Donegal LEA-6,54.62983,-8.54568,Entire home/apt,149,2,119,2025-09-01,1.19,1,174,4,
1290535794734803118,Family Room No. 5-Rooms on the River@ Johnsons Bar,661876022,Catherine,Kildare County Council,Newbridge LEA-6,53.18256909999999,-6.7938811,Private room,200,1,9,2025-09-27,0.50,5,362,6,
1703893140305014643,Lofthouse apartment,1703886296517703424,Niall,Kildare County Council,Newbridge LEA-6,53.18211040541787,-6.808420456945896,Entire home/apt,206,1,0,,,1,337,0,
42010373,Croneybyrne Courtyard near Glendalough Wicklow,126566848,Carol,Wicklow County Council,Wicklow LEA-6,52.97335,-6.22583,Entire home/apt,194,2,34,2025-12-26,0.47,3,123,1,
1706349601814038647,Affordable Double Room in Dublin,64147352,Mohammed,South Dublin County Council,Clondalkin LEA-7,53.27485550523585,-6.486915321500946,Private room,63,1,1,2026-06-22,1,2,58,1,
1402074797619614052,D17 Accommodation close to Dublin Airport,690701857,Sandra,Dublin City Council,Artane-Whitehall LEA-6,53.4051992,-6.213043,Entire home/apt,155,1,17,2026-05-30,1.43,1,55,17,
3966738,Double room seaside town,20557718,Ger,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.16513,-7.16437,Private room,69,1,692,2026-06-24,5.18,1,253,79,
1403099809913281906,Luna’s Lodge,145022985,Paul,Cork City Council,Cork City South East LEA-6,51.87749048078815,-8.420235479762274,Entire home/apt,189,1,49,2026-06-22,3.58,1,331,39,
1107920876604691948,"Bayview, Dunmore East, County Waterford - Sleeps 1",96800647,Relax Ireland Holidays,Waterford City And County Council,Waterford City East LEA-6,52.15792,-6.99989,Entire home/apt,,1,0,,,17,362,0,
1613933521025478119,Waterview House,234993426,Sykes Holiday Cottages,Mayo County Council,Westport LEA-4,53.88622143154227,-9.552155684904115,Entire home/apt,,7,0,,,346,365,0,
1684231911224285576,Triple Guest House Room at Fitz Of Inch,146858301,Michael - Fitz Of Inch,Laois County Council,Graiguecullen -Portarlington-LEA-6,53.02929,-7.10472,Private room,86,1,0,,,7,30,0,
52291606,Mill Way - Luxury Glamping Pod,21693211,Teresa And Tony,Waterford City And County Council,Dungarvan LEA-6,52.000321565397705,-7.804799750262441,Entire home/apt,147,1,99,2026-06-21,2.46,1,341,31,
49752940,A quaint modern house in a quiet location,300299269,Lucy,Kilkenny County Council,Piltown LEA-5,52.264309,-7.086197,Entire home/apt,179,2,8,2022-06-19,0.13,1,141,0,
7322725,Bright & Cosy Double Room,8591982,Irene,Cork City Council,Cork City North East LEA-6,51.90585637131837,-8.459649280385927,Private room,78,3,22,2026-06-21,1.09,1,42,13,
1616236399611311648,Modern Fancy Home 1 Min M7 Near Kildare Village,20231107,Pir Asad,Kildare County Council,Kildare LEA-5,53.147810699037976,-6.923590498706081,Entire home/apt,,2,3,2026-04-05,0.91,1,0,3,
25436464,Cos(z)y Cork City casa - entire  home,56032684,Jeff,Cork City Council,Cork City North East LEA-6,51.908004332693146,-8.457708215414014,Entire home/apt,94,1,148,2026-06-10,4.74,1,237,61,
37215467,1 Hour approx from Dublin City,1944430,Lavinia FitzGerald,Wexford County Council,Gorey LEA-6,52.67389,-6.29606,Private room,95,3,10,2025-08-19,0.12,2,87,1,
880898166441354916,Holiday house,22894477,Breffni,Wexford County Council,Kilmuckridge LEA-4,52.59361,-6.21417,Entire home/apt,302,4,12,2026-06-14,0.49,1,95,7,
52934602,‘Period Home in Cork with en- suite room,401231586,Teresa,Cork City Council,Cork City South Central LEA-6,51.88459,-8.46746,Private room,92,2,270,2026-06-23,5.71,2,185,66,
50338602,Boutique Townhouse adjacent to Tramore Strand.,150544750,Jackie,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.159603,-7.150294,Entire home/apt,297,3,47,2025-08-22,0.78,1,182,7,
19631751,The Storehouse and stables on a working dairy farm,28922948,Ann,Cork County Council,Macroom LEA-6,51.99161,-8.86829,Entire home/apt,166,2,181,2026-06-22,1.67,4,147,21,
1168132211231895505,In the middle of everywhere,197564225,Tom,Waterford City And County Council,Waterford City South LEA-6,52.24815,-7.13738,Entire home/apt,275,1,10,2026-05-04,0.47,3,246,5,
1408077971525009060,The Town Guest House,392009258,Mahim,Kildare County Council,Newbridge LEA-6,53.18123422213769,-6.801132492400926,Private room,77,1,1,2025-08-24,0.10,4,331,1,
1261401529025395528,Teach Beag,397645698,Majella,Wicklow County Council,Arklow LEA-6,52.78939231690455,-6.233838573855697,Entire home/apt,189,1,25,2026-06-22,1.27,1,187,11,
1626675666265819226,Comfortable two bedroom stay in Leitrim Village.,410896474,Aideen,Leitrim County Council,Carrick-on-Shannon LEA-6,53.989542,-8.064850800000002,Entire home/apt,172,2,6,2026-06-21,1.75,1,325,6,
1461481380048855169,City center apartment,89545978,Martina,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.26205,-7.11902,Entire home/apt,,1,0,,,1,174,0,
