company_name,form_type,cik,date_filed,file_name
"ARS Pharmaceuticals, Inc.",144,1671858,2026-09-01,edgar/data/1671858/0001950047-26-008961.txt
"ARS Pharmaceuticals, Inc.",144,1671858,2026-09-02,edgar/data/1671858/0001950047-26-009041.txt
"ARS Pharmaceuticals, Inc.",144,1671858,2026-09-03,edgar/data/1671858/0001950047-26-009066.txt
"ARS Pharmaceuticals, Inc.",144,1671858,2026-09-04,edgar/data/1671858/0001950047-26-009120.txt
"ARS Pharmaceuticals, Inc.",144,1671858,2026-09-11,edgar/data/1671858/0001950047-26-009329.txt
"ARS Pharmaceuticals, Inc.",144,1671858,2026-09-11,edgar/data/1671858/0001950047-26-009340.txt
"ARS Pharmaceuticals, Inc.",3,1671858,2026-08-17,edgar/data/1671858/0002149973-26-000002.txt
"ARS Pharmaceuticals, Inc.",4,1671858,2026-07-02,edgar/data/1671858/0002135296-26-000007.txt
"ARS Pharmaceuticals, Inc.",4,1671858,2026-09-02,edgar/data/1671858/0002149973-26-000004.txt
"ARS Pharmaceuticals, Inc.",8-K,1671858,2026-07-07,edgar/data/1671858/0001193125-26-297554.txt
"ARS Pharmaceuticals, Inc.",8-K,1671858,2026-07-17,edgar/data/1671858/0001193125-26-307773.txt
"ARS Pharmaceuticals, Inc.",8-K,1671858,2026-08-13,edgar/data/1671858/0001193125-26-349127.txt
"ARS Pharmaceuticals, Inc.",SCHEDULE 13G,1671858,2026-07-27,edgar/data/1671858/0002012383-26-002251.txt
"ARS Pharmaceuticals, Inc.",SCHEDULE 13G/A,1671858,2026-07-14,edgar/data/1671858/0001104659-26-083589.txt
"ARS Wealth Advisors Group, LLC",13F-HR,1886707,2026-07-16,edgar/data/1886707/0001725547-26-000230.txt
"ARS Wealth Advisors Group, LLC",N-PX,1886707,2026-07-17,edgar/data/1886707/0001725547-26-000235.txt
"ARTA Ventures, a Series of Decile Start Fund, LP",D,2143805,2026-07-08,edgar/data/2143805/0002143805-26-000001.txt
"ARTELO BIOSCIENCES, INC.",10-Q,1621221,2026-08-12,edgar/data/1621221/0001640334-26-001323.txt
"ARTELO BIOSCIENCES, INC.",10-Q/A,1621221,2026-08-20,edgar/data/1621221/0001640334-26-001400.txt
"ARTELO BIOSCIENCES, INC.",4,1621221,2026-07-21,edgar/data/1621221/0001640334-26-001221.txt
"ARTELO BIOSCIENCES, INC.",4,1621221,2026-07-21,edgar/data/1621221/0001640334-26-001223.txt
"ARTELO BIOSCIENCES, INC.",4,1621221,2026-07-21,edgar/data/1621221/0001640334-26-001225.txt
"ARTELO BIOSCIENCES, INC.",4,1621221,2026-07-21,edgar/data/1621221/0001640334-26-001227.txt
"ARTELO BIOSCIENCES, INC.",4,1621221,2026-07-21,edgar/data/1621221/0001640334-26-001229.txt
"ARTELO BIOSCIENCES, INC.",4,1621221,2026-07-21,edgar/data/1621221/0001640334-26-001231.txt
"ARTELO BIOSCIENCES, INC.",8-K,1621221,2026-07-17,edgar/data/1621221/0001640334-26-001198.txt
"ARTELO BIOSCIENCES, INC.",8-K,1621221,2026-08-27,edgar/data/1621221/0001640334-26-001421.txt
"ARTELO BIOSCIENCES, INC.",DEFA14A,1621221,2026-07-02,edgar/data/1621221/0001640334-26-001147.txt
"ARTELO BIOSCIENCES, INC.",DEFA14A,1621221,2026-07-16,edgar/data/1621221/0001640334-26-001186.txt
"ARTELO BIOSCIENCES, INC.",DEFA14A,1621221,2026-07-16,edgar/data/1621221/0001640334-26-001189.txt
"ARTELO BIOSCIENCES, INC.",SCHEDULE 13G/A,1621221,2026-08-13,edgar/data/1621221/0001213900-26-088826.txt
"ARTELO BIOSCIENCES, INC.",SCHEDULE 13G/A,1621221,2026-08-14,edgar/data/1621221/0001172661-26-003551.txt
ARTESIAN RESOURCES CORP,10-Q,863110,2026-08-12,edgar/data/863110/0000863110-26-000076.txt
ARTESIAN RESOURCES CORP,144,863110,2026-08-14,edgar/data/863110/0001969223-26-000903.txt
ARTESIAN RESOURCES CORP,4,863110,2026-08-18,edgar/data/863110/0000863110-26-000078.txt
ARTESIAN RESOURCES CORP,4,863110,2026-08-21,edgar/data/863110/0000863110-26-000080.txt
ARTESIAN RESOURCES CORP,4,863110,2026-08-27,edgar/data/863110/0000863110-26-000082.txt
ARTESIAN RESOURCES CORP,4,863110,2026-08-31,edgar/data/863110/0000863110-26-000084.txt
ARTESIAN RESOURCES CORP,4,863110,2026-09-01,edgar/data/863110/0000863110-26-000086.txt
ARTESIAN RESOURCES CORP,4,863110,2026-09-04,edgar/data/863110/0000863110-26-000088.txt
ARTESIAN RESOURCES CORP,4/A,863110,2026-09-11,edgar/data/863110/0000863110-26-000091.txt
ARTESIAN RESOURCES CORP,8-K,863110,2026-08-07,edgar/data/863110/0000863110-26-000072.txt
"ARTHIA AI, Inc. PBC",C,2149021,2026-08-12,edgar/data/2149021/0002149021-26-000001.txt
"ARTHUR M. COHEN & ASSOCIATES, LLC",13F-HR,1692252,2026-08-11,edgar/data/1692252/0001692252-26-000003.txt
"ARTHUR M. COHEN & ASSOCIATES, LLC",N-PX,1692252,2026-08-18,edgar/data/1692252/0001692252-26-000004.txt
ARTISAN PARTNERS FUNDS INC,497,935015,2026-08-31,edgar/data/935015/0001193125-26-375812.txt
ARTISAN PARTNERS FUNDS INC,497K,935015,2026-08-31,edgar/data/935015/0001193125-26-375820.txt
ARTISAN PARTNERS FUNDS INC,N-CSRS/A,935015,2026-07-14,edgar/data/935015/0001999371-26-014949.txt
ARTISAN PARTNERS FUNDS INC,N-PX,935015,2026-08-31,edgar/data/935015/0002000324-26-004253.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021204.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021205.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021206.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021207.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021208.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021209.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021210.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021211.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021212.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021213.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021214.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021215.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021216.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021217.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021218.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021219.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021220.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021221.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021222.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021223.txt
ARTISAN PARTNERS FUNDS INC,NPORT-P,935015,2026-08-28,edgar/data/935015/0002071691-26-021224.txt
"ARTIVION, INC.",10-Q,784199,2026-08-07,edgar/data/784199/0001628280-26-054746.txt
"ARTIVION, INC.",144,784199,2026-08-14,edgar/data/784199/0001959173-26-006035.txt
"ARTIVION, INC.",144,784199,2026-08-14,edgar/data/784199/0001959173-26-006039.txt
"ARTIVION, INC.",144,784199,2026-08-19,edgar/data/784199/0001959173-26-006228.txt
"ARTIVION, INC.",144,784199,2026-08-27,edgar/data/784199/0001959173-26-006490.txt
"ARTIVION, INC.",144,784199,2026-09-02,edgar/data/784199/0001959173-26-006673.txt
"ARTIVION, INC.",144,784199,2026-09-03,edgar/data/784199/0001959173-26-006726.txt
"ARTIVION, INC.",144,784199,2026-09-10,edgar/data/784199/0001959173-26-006850.txt
"ARTIVION, INC.",4,784199,2026-08-12,edgar/data/784199/0001628280-26-056381.txt
"ARTIVION, INC.",4,784199,2026-08-17,edgar/data/784199/0001628280-26-057327.txt
"ARTIVION, INC.",4,784199,2026-08-17,edgar/data/784199/0001628280-26-057330.txt
"ARTIVION, INC.",4,784199,2026-08-20,edgar/data/784199/0001628280-26-058212.txt
"ARTIVION, INC.",4,784199,2026-09-04,edgar/data/784199/0001628280-26-060667.txt
"ARTIVION, INC.",4,784199,2026-09-11,edgar/data/784199/0001628280-26-061602.txt
"ARTIVION, INC.",8-K,784199,2026-08-06,edgar/data/784199/0001628280-26-054294.txt
"ARTIVION, INC.",SCHEDULE 13G/A,784199,2026-08-06,edgar/data/784199/0000315066-26-001921.txt
"ARTIVION, INC.",SCHEDULE 13G/A,784199,2026-08-14,edgar/data/784199/0000905148-26-003678.txt
ARTS WAY MANUFACTURING CO INC,10-Q,7623,2026-07-15,edgar/data/7623/0001437749-26-023597.txt
ARTS WAY MANUFACTURING CO INC,4,7623,2026-09-02,edgar/data/7623/0001437749-26-029490.txt
ARTS WAY MANUFACTURING CO INC,4,7623,2026-09-02,edgar/data/7623/0001437749-26-029492.txt
ARTS WAY MANUFACTURING CO INC,4,7623,2026-09-02,edgar/data/7623/0001437749-26-029494.txt
ARTS WAY MANUFACTURING CO INC,4,7623,2026-09-02,edgar/data/7623/0001437749-26-029497.txt
ARTS WAY MANUFACTURING CO INC,4,7623,2026-09-02,edgar/data/7623/0001437749-26-029501.txt
ARTS WAY MANUFACTURING CO INC,8-K,7623,2026-07-10,edgar/data/7623/0001437749-26-023255.txt
ARTS WAY MANUFACTURING CO INC,8-K,7623,2026-08-10,edgar/data/7623/0001437749-26-026761.txt
ARTS WAY MANUFACTURING CO INC,SCHEDULE 13G/A,7623,2026-07-06,edgar/data/7623/0002102021-26-000003.txt
ARTS WAY MANUFACTURING CO INC,SCHEDULE 13G/A,7623,2026-07-06,edgar/data/7623/0002102021-26-000004.txt
"ARVEST INVESTMENTS, INC.",13F-HR,1025038,2026-07-17,edgar/data/1025038/0001025038-26-000007.txt
"ARVEST INVESTMENTS, INC.",N-PX,1025038,2026-08-07,edgar/data/1025038/0001438934-26-000546.txt
"ARVINAS, INC.",10-Q,1655759,2026-08-04,edgar/data/1655759/0001628280-26-052554.txt
"ARVINAS, INC.",144,1655759,2026-07-09,edgar/data/1655759/0001950047-26-006977.txt
"ARVINAS, INC.",144,1655759,2026-08-04,edgar/data/1655759/0001950047-26-007606.txt
"ARVINAS, INC.",144,1655759,2026-09-04,edgar/data/1655759/0001950047-26-009128.txt
"ARVINAS, INC.",144,1655759,2026-09-09,edgar/data/1655759/0001950047-26-009237.txt
"ARVINAS, INC.",8-K,1655759,2026-08-04,edgar/data/1655759/0001628280-26-052139.txt
"ARVINAS, INC.",S-8,1655759,2026-08-31,edgar/data/1655759/0001628280-26-059573.txt
"ARVINAS, INC.",SCHEDULE 13G/A,1655759,2026-08-14,edgar/data/1655759/0001104659-26-097189.txt
ARWA LLC,13F-HR,2113621,2026-07-24,edgar/data/2113621/0001951757-26-001031.txt
ARWA LLC,N-PX,2113621,2026-08-19,edgar/data/2113621/0001951757-26-001313.txt
"ARtelligence Holdings, Inc.",REVOKED,1389067,2026-08-03,edgar/data/1389067/9999999997-26-001294.txt
AS & SO Investments LLC,144,2150051,2026-08-20,edgar/data/2150051/0001969223-26-000940.txt
AS 2026 Global Fund Private Investors Offshore SICAV-RAIF S.,D,2140730,2026-08-10,edgar/data/2140730/0002140730-26-000001.txt
AS Private Equity S.C.Sp. SICAV-RAIF (2026 Fund),40-APP,2139059,2026-07-08,edgar/data/2139059/0001193125-26-298703.txt
AS Private Equity S.C.Sp. SICAV-RAIF (2026 Fund),40-APP/A,2139059,2026-09-04,edgar/data/2139059/0001193125-26-383190.txt
"AS-0416 Fund III, a series of Roll Up Vehicles, LP",D,2131646,2026-08-28,edgar/data/2131646/0002131646-26-000001.txt
"AS-0515 Fund I, a series of Exitfund Venture, LP",D,2136133,2026-07-14,edgar/data/2136133/0002136133-26-000001.txt
"AS-1204 Fund II, a series of The Fund Series, LP",D,2125617,2026-07-16,edgar/data/2125617/0002125617-26-000001.txt
"AS/ASP VIII Co-Investor, LLC",4,2109980,2026-08-21,edgar/data/2109980/0001193125-26-361504.txt
ASA Gold & Precious Metals Ltd,3,1230869,2026-08-24,edgar/data/1230869/0001874491-26-000003.txt
ASA Gold & Precious Metals Ltd,8-K,1230869,2026-09-04,edgar/data/1230869/0001398344-26-016643.txt
ASA Gold & Precious Metals Ltd,N-14 8C,1230869,2026-09-10,edgar/data/1230869/0001398344-26-016877.txt
ASA Gold & Precious Metals Ltd,N-CSRS,1230869,2026-07-28,edgar/data/1230869/0001398344-26-012910.txt
ASA Gold & Precious Metals Ltd,N-PX,1230869,2026-08-27,edgar/data/1230869/0001398344-26-015809.txt
ASA Gold & Precious Metals Ltd,NPORT-P,1230869,2026-07-28,edgar/data/1230869/0001049169-26-001810.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-07-01,edgar/data/1230869/0001213900-26-074304.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-07-10,edgar/data/1230869/0001213900-26-077174.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-07-14,edgar/data/1230869/0001213900-26-077977.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-07-16,edgar/data/1230869/0001213900-26-078476.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-08-05,edgar/data/1230869/0001213900-26-085709.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-08-14,edgar/data/1230869/0001213900-26-089709.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-09-08,edgar/data/1230869/0001213900-26-097937.txt
ASA Gold & Precious Metals Ltd,PX14A6G,1230869,2026-09-11,edgar/data/1230869/0001213900-26-099069.txt
ASA Gold & Precious Metals Ltd,SCHEDULE 13D/A,1230869,2026-08-03,edgar/data/1230869/0001062993-26-003983.txt
"ASA-US Building Blocks Series, LP - ASA-US Equity Long Short",D,2123821,2026-07-15,edgar/data/2123821/0000906791-26-000140.txt
"ASA-US Building Blocks Series, LP - ASA-US Equity Long Short",D,2123834,2026-07-15,edgar/data/2123834/0000906791-26-000138.txt
"ASA-US Building Blocks Series, LP - ASA-US European Credit L",D,2123813,2026-08-17,edgar/data/2123813/0000906791-26-000157.txt
ASA-US Global Credit,D,2139033,2026-08-17,edgar/data/2139033/0000906791-26-000155.txt
"ASAHI LIFE ASSET MANAGEMENT CO., LTD.",13F-HR,1564835,2026-08-11,edgar/data/1564835/0001754960-26-000731.txt
"ASAHI LIFE ASSET MANAGEMENT CO., LTD.",N-PX,1564835,2026-08-11,edgar/data/1564835/0001754960-26-000732.txt
ASAL International,D,1770205,2026-07-14,edgar/data/1770205/0001770205-26-000002.txt
"ASB ALLEGIANCE REAL ESTATE FUND, LP",D/A,1583736,2026-07-08,edgar/data/1583736/0001583736-26-000002.txt
ASB CAPITAL MANAGEMENT LLC,13F-NT,1082335,2026-08-14,edgar/data/1082335/0001082335-26-000003.txt
ASB CAPITAL MANAGEMENT LLC,N-PX,1082335,2026-08-28,edgar/data/1082335/0001082335-26-000005.txt
ASBJORNSON NORMAN H,4,903063,2026-09-02,edgar/data/903063/0000824142-26-000063.txt
ASBURY AUTOMOTIVE GROUP INC,10-Q,1144980,2026-07-31,edgar/data/1144980/0001144980-26-000094.txt
ASBURY AUTOMOTIVE GROUP INC,144,1144980,2026-07-29,edgar/data/1144980/0001950047-26-007415.txt
ASBURY AUTOMOTIVE GROUP INC,4,1144980,2026-07-02,edgar/data/1144980/0001144980-26-000086.txt
ASBURY AUTOMOTIVE GROUP INC,4,1144980,2026-07-31,edgar/data/1144980/0001144980-26-000092.txt
ASBURY AUTOMOTIVE GROUP INC,8-K,1144980,2026-07-28,edgar/data/1144980/0001144980-26-000089.txt
ASBURY AUTOMOTIVE GROUP INC,8-K,1144980,2026-08-25,edgar/data/1144980/0001144980-26-000096.txt
ASBURY AUTOMOTIVE GROUP INC,8-K,1144980,2026-08-31,edgar/data/1144980/0001144980-26-000098.txt
ASBURY AUTOMOTIVE GROUP INC,8-K/A,1144980,2026-08-31,edgar/data/1144980/0001144980-26-000100.txt
ASBURY AUTOMOTIVE GROUP INC,SCHEDULE 13D/A,1144980,2026-07-13,edgar/data/1144980/0000921895-26-001801.txt
ASBURY AUTOMOTIVE GROUP INC,SCHEDULE 13G/A,1144980,2026-08-13,edgar/data/1144980/0001193125-26-349143.txt
"ASBW Ventures, Inc.",D,2141940,2026-07-08,edgar/data/2141940/0002141940-26-000001.txt
"ASCENDED PRODUCTIONS, LLC",D,2151613,2026-08-24,edgar/data/2151613/0002151613-26-000001.txt
"ASCENDIA PHARMACEUTICALS, INC.",D,1855888,2026-07-24,edgar/data/1855888/0001855888-26-000005.txt
"ASCENDIANT CAPITAL MARKETS, LLC",X-17A-5,1481875,2026-07-06,edgar/data/1481875/0001481875-26-000003.txt
"ASCENDIANT SECURITIES, LLC",X-17A-5,1267335,2026-07-06,edgar/data/1267335/0001267335-26-000004.txt
ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC,TA-1/A,1557183,2026-07-22,edgar/data/1557183/0001557183-26-000002.txt
"ASCENSUS INVESTMENT ADVISORS, LLC",MA/A,1609267,2026-08-11,edgar/data/1609267/0001609267-26-000002.txt
ASCENT INDUSTRIES CO.,10-Q,95953,2026-08-04,edgar/data/95953/0000095953-26-000109.txt
ASCENT INDUSTRIES CO.,8-K,95953,2026-07-21,edgar/data/95953/0000095953-26-000105.txt
ASCENT INDUSTRIES CO.,8-K,95953,2026-08-04,edgar/data/95953/0000095953-26-000107.txt
ASCENT INDUSTRIES CO.,8-K,95953,2026-08-26,edgar/data/95953/0000095953-26-000111.txt
ASCENT INDUSTRIES CO.,SCHEDULE 13G/A,95953,2026-07-27,edgar/data/95953/0002012383-26-002296.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-07-13,edgar/data/2023311/0001213900-26-077607.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-07-20,edgar/data/2023311/0001213900-26-079420.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-07-27,edgar/data/2023311/0001213900-26-081816.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-08-03,edgar/data/2023311/0001213900-26-084247.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-08-05,edgar/data/2023311/0001213900-26-085424.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-08-13,edgar/data/2023311/0001213900-26-088773.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,6-K,2023311,2026-08-20,edgar/data/2023311/0001213900-26-091901.txt
ASCENTAGE PHARMA GROUP INTERNATIONAL,F-3ASR,2023311,2026-07-20,edgar/data/2023311/0001213900-26-079362.txt
"ASE Technology Holding Co., Ltd.",3,1122411,2026-08-10,edgar/data/1122411/0000950103-26-012129.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-07-02,edgar/data/1122411/0000950103-26-010022.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-07-08,edgar/data/1122411/0000950103-26-010378.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-07-15,edgar/data/1122411/0000950103-26-010631.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-07-17,edgar/data/1122411/0000950103-26-010761.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-07-24,edgar/data/1122411/0000950103-26-011125.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-07-31,edgar/data/1122411/0000950103-26-011528.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-08-19,edgar/data/1122411/0000950103-26-012615.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013683.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013684.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013685.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013686.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013687.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013688.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013689.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013690.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013691.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013692.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013693.txt
"ASE Technology Holding Co., Ltd.",4,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013694.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-07-09,edgar/data/1122411/0000950103-26-010427.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-07-30,edgar/data/1122411/0000950103-26-011351.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-07-30,edgar/data/1122411/0000950103-26-011353.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-08-03,edgar/data/1122411/0001193125-26-329634.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-08-03,edgar/data/1122411/0001193125-26-330709.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-08-10,edgar/data/1122411/0000950103-26-012092.txt
"ASE Technology Holding Co., Ltd.",6-K,1122411,2026-09-09,edgar/data/1122411/0000950103-26-013682.txt
ASH MENACHEM,144,1560958,2026-07-15,edgar/data/1560958/0001950047-26-007097.txt
ASH MENACHEM,4,1560958,2026-07-17,edgar/data/1560958/0001193125-26-307820.txt
ASHFORD CAPITAL MANAGEMENT INC,13F-HR,897070,2026-08-21,edgar/data/897070/0000897070-26-000013.txt
ASHFORD CAPITAL MANAGEMENT INC,N-PX,897070,2026-08-05,edgar/data/897070/0000897070-26-000009.txt
ASHFORD CAPITAL MANAGEMENT INC,SCHEDULE 13G/A,897070,2026-08-13,edgar/data/897070/0000897070-26-000010.txt
ASHFORD CAPITAL MANAGEMENT INC,SCHEDULE 13G/A,897070,2026-08-13,edgar/data/897070/0000897070-26-000011.txt
ASHFORD HOSPITALITY TRUST INC,10-Q,1232582,2026-08-12,edgar/data/1232582/0001232582-26-000183.txt
ASHFORD HOSPITALITY TRUST INC,4,1232582,2026-07-02,edgar/data/1232582/0001104659-26-080351.txt
ASHFORD HOSPITALITY TRUST INC,424B3,1232582,2026-07-06,edgar/data/1232582/0001232582-26-000161.txt
ASHFORD HOSPITALITY TRUST INC,424B3,1232582,2026-07-08,edgar/data/1232582/0001232582-26-000167.txt
ASHFORD HOSPITALITY TRUST INC,424B3,1232582,2026-08-06,edgar/data/1232582/0001232582-26-000173.txt
ASHFORD HOSPITALITY TRUST INC,424B3,1232582,2026-08-27,edgar/data/1232582/0001232582-26-000189.txt
ASHFORD HOSPITALITY TRUST INC,8-K,1232582,2026-07-06,edgar/data/1232582/0001232582-26-000160.txt
ASHFORD HOSPITALITY TRUST INC,8-K,1232582,2026-07-08,edgar/data/1232582/0001232582-26-000166.txt
ASHFORD HOSPITALITY TRUST INC,8-K,1232582,2026-08-06,edgar/data/1232582/0001232582-26-000172.txt
ASHFORD HOSPITALITY TRUST INC,8-K,1232582,2026-08-12,edgar/data/1232582/0001232582-26-000181.txt
ASHFORD HOSPITALITY TRUST INC,8-K,1232582,2026-08-27,edgar/data/1232582/0001232582-26-000188.txt
ASHKEN IAN G H,144,1093725,2026-08-03,edgar/data/1093725/0001968582-26-000771.txt
ASHKEN IAN G H,4,1093725,2026-08-05,edgar/data/1093725/0001628280-26-053452.txt
ASHLAND INC.,10-Q,1674862,2026-07-29,edgar/data/1674862/0001193125-26-324226.txt
ASHLAND INC.,3,1674862,2026-08-05,edgar/data/1674862/0001193125-26-335261.txt
ASHLAND INC.,3,1674862,2026-08-05,edgar/data/1674862/0001193125-26-335262.txt
ASHLAND INC.,4,1674862,2026-07-01,edgar/data/1674862/0001193125-26-292646.txt
ASHLAND INC.,4,1674862,2026-07-01,edgar/data/1674862/0001193125-26-292647.txt
ASHLAND INC.,4,1674862,2026-07-29,edgar/data/1674862/0001193125-26-323842.txt
ASHLAND INC.,4,1674862,2026-07-30,edgar/data/1674862/0001193125-26-326228.txt
ASHLAND INC.,4,1674862,2026-08-05,edgar/data/1674862/0001193125-26-335280.txt
ASHLAND INC.,4,1674862,2026-08-05,edgar/data/1674862/0001193125-26-335281.txt
ASHLAND INC.,4,1674862,2026-08-12,edgar/data/1674862/0001193125-26-346960.txt
ASHLAND INC.,8-K,1674862,2026-07-28,edgar/data/1674862/0001193125-26-321238.txt
ASHLAND INC.,8-K,1674862,2026-07-28,edgar/data/1674862/0001193125-26-321247.txt
ASHLAND INC.,8-K,1674862,2026-07-31,edgar/data/1674862/0001193125-26-328710.txt
ASHLAND INC.,8-K/A,1674862,2026-08-10,edgar/data/1674862/0001193125-26-342480.txt
ASHLAND INC.,SCHEDULE 13G,1674862,2026-07-28,edgar/data/1674862/0000038777-26-000203.txt
ASHLAND INC.,SCHEDULE 13G,1674862,2026-07-31,edgar/data/1674862/0002100121-26-000893.txt
ASHLAND INC.,SCHEDULE 13G,1674862,2026-08-05,edgar/data/1674862/0000945621-26-000964.txt
ASHLAND INC.,SCHEDULE 13G/A,1674862,2026-07-08,edgar/data/1674862/0002012383-26-001957.txt
ASHLAND INC.,SCHEDULE 13G/A,1674862,2026-08-12,edgar/data/1674862/0000912938-26-000785.txt
ASHLEMAN ERIC D,4,1605266,2026-08-21,edgar/data/1605266/0001605266-26-000007.txt
ASHLEY ANTHONY B,4,1935468,2026-07-23,edgar/data/1935468/0001506307-26-000080.txt
ASHLEY ANTHONY B,4,1935468,2026-08-03,edgar/data/1935468/0001506307-26-000105.txt
ASHMORE INVESTMENT MANAGEMENT (US) CORPORATION,X-17A-5,1482025,2026-08-28,edgar/data/1482025/0001482025-26-000004.txt
"ASHTON THOMAS SECURITIES, LLC",13F-HR,771572,2026-07-27,edgar/data/771572/0001398344-26-012718.txt
"ASI I, a Series of Astro Funds LLC",D,2145858,2026-07-23,edgar/data/2145858/0002145858-26-000001.txt
ASI SC 2026 a Series of NEW VISTA CAPITAL INVESTMENT LLC,D,2149955,2026-09-09,edgar/data/2149955/0002149955-26-000001.txt
