form_type,company_name,cik,date_filed,file_name
13F-HR,"Hobart Private Capital, LLC",1767062,2026-07-06,edgar/data/1767062/0001767062-26-000004.txt
13F-HR,"Hobbs Group Advisors, LLC",2012280,2026-08-13,edgar/data/2012280/0002012280-26-000003.txt
13F-HR,"Hobbs Wealth Management, LLC",2019202,2026-08-06,edgar/data/2019202/0002063364-26-000267.txt
13F-HR,Hodges Capital Management Inc.,1337263,2026-08-03,edgar/data/1337263/0001337263-26-000006.txt
13F-HR,Hoese & Co LLP,1840268,2026-07-14,edgar/data/1840268/0001840268-26-000009.txt
13F-HR,Hofer & Associates. Inc,1958491,2026-07-21,edgar/data/1958491/0001754960-26-000570.txt
13F-HR,"Hoffman, Alan N Investment Management",1848530,2026-07-09,edgar/data/1848530/0001754960-26-000456.txt
13F-HR,"Holcombe Financial, Inc.",2056177,2026-07-13,edgar/data/2056177/0002056177-26-000003.txt
13F-HR,"HoldCo Asset Management, LP",1724246,2026-08-14,edgar/data/1724246/0001724246-26-000004.txt
13F-HR,Holistic Financial Partners,1729304,2026-07-23,edgar/data/1729304/0001765380-26-000225.txt
13F-HR,"Holland Advisory Services, Inc.",1890183,2026-07-13,edgar/data/1890183/0001890183-26-000003.txt
13F-HR,Hollow Brook Wealth Management LLC,1455251,2026-08-14,edgar/data/1455251/0001172661-26-003508.txt
13F-HR,"Holocene Advisors, LP",1700574,2026-08-14,edgar/data/1700574/0001172661-26-003735.txt
13F-HR,Holos Integrated Wealth LLC,2080096,2026-07-15,edgar/data/2080096/0001437749-26-023590.txt
13F-HR,Holowesko Partners Ltd.,1428569,2026-08-13,edgar/data/1428569/0001428569-26-000003.txt
13F-HR,"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P",1599852,2026-08-14,edgar/data/1599852/0001599852-26-000003.txt
13F-HR,Honeycomb Asset Management LP,1675688,2026-08-11,edgar/data/1675688/0001172661-26-003254.txt
13F-HR,Hood River Capital Management LLC,1578177,2026-08-14,edgar/data/1578177/0001214659-26-010150.txt
13F-HR,"Hook Mill Capital Partners, LP",1943395,2026-08-14,edgar/data/1943395/0001943395-26-000005.txt
13F-HR,"Hopwood Financial Services, Inc.",2023166,2026-07-22,edgar/data/2023166/0001705819-26-000042.txt
13F-HR,Hopwood Nicholas Hunter,2091827,2026-08-14,edgar/data/2091827/0002091827-26-000003.txt
13F-HR,Hopwood Nicholas Hunter,2091827,2026-08-14,edgar/data/2091827/0002091827-26-000004.txt
13F-HR,Hopwood Nicholas Hunter,2091827,2026-08-14,edgar/data/2091827/0002091827-26-000005.txt
13F-HR,Horiko Capital Management LLC,1762718,2026-08-13,edgar/data/1762718/0001754960-26-000759.txt
13F-HR,"Horizon Advisory Services, Inc.",1799006,2026-08-03,edgar/data/1799006/0001799006-26-000003.txt
13F-HR,"Horizon Family Wealth, Inc.",1910660,2026-08-11,edgar/data/1910660/0001910660-26-000008.txt
13F-HR,"Horizon Investment Services, LLC",1426940,2026-08-06,edgar/data/1426940/0001426940-26-000011.txt
13F-HR,"Horizon Investments, LLC",1560717,2026-08-13,edgar/data/1560717/0001560717-26-000008.txt
13F-HR,"Horizon Wealth Management, LLC",1815123,2026-08-06,edgar/data/1815123/0001951757-26-001099.txt
13F-HR,"Horrell Capital Management, Inc.",1385925,2026-07-16,edgar/data/1385925/0001385925-26-000003.txt
13F-HR,Horst & Graben Wealth Management LLC,1818207,2026-07-22,edgar/data/1818207/0001754960-26-000604.txt
13F-HR,Hosking Partners LLP,1650135,2026-08-03,edgar/data/1650135/0001650135-26-000004.txt
13F-HR,"Houlihan Financial Resource Group, Ltd.",1802879,2026-08-10,edgar/data/1802879/0001802879-26-000003.txt
13F-HR,"Hound Partners, LLC",1353316,2026-08-14,edgar/data/1353316/0001353316-26-000004.txt
13F-HR,"Howard Capital Management Group, LLC",1860501,2026-07-16,edgar/data/1860501/0001140361-26-028672.txt
13F-HR,"Howard Capital Management, LLC",1733173,2026-07-28,edgar/data/1733173/0001733173-26-000004.txt
13F-HR,"Hoxton Planning & Management, LLC",1954782,2026-07-16,edgar/data/1954782/0001954782-26-000007.txt
13F-HR,"Hoya Capital Real Estate, LLC",1756985,2026-08-10,edgar/data/1756985/0000894189-26-022034.txt
13F-HR,"Hubbell Strickland Wealth Management, LLC",1791555,2026-07-29,edgar/data/1791555/0001062993-26-003898.txt
13F-HR,Huber Capital Management LLC,1511697,2026-08-12,edgar/data/1511697/0001511697-26-000003.txt
13F-HR,"Hudock, Inc.",1543536,2026-07-31,edgar/data/1543536/0001172661-26-002963.txt
13F-HR,Hudson Bay Capital Management LP,1393825,2026-08-14,edgar/data/1393825/0001393825-26-000058.txt
13F-HR,Hudson Canyon Capital Management,1978883,2026-07-28,edgar/data/1978883/0001214659-26-009104.txt
13F-HR,Hudson Capital Management LLC,1727342,2026-07-14,edgar/data/1727342/0001727342-26-000004.txt
13F-HR,Hudson Executive Capital LP,1652522,2026-08-14,edgar/data/1652522/0001214659-26-010368.txt
13F-HR,Hudson Oak Wealth Advisory LLC,2088700,2026-07-21,edgar/data/2088700/0002088700-26-000003.txt
13F-HR,Hudson Portfolio Management LLC,1847700,2026-08-12,edgar/data/1847700/0001172661-26-003345.txt
13F-HR,"Hudson Value Partners, LLC",1840501,2026-07-10,edgar/data/1840501/0001840501-26-000004.txt
13F-HR,Hudson Way Capital Management LLC,1697597,2026-08-14,edgar/data/1697597/0001697597-26-000007.txt
13F-HR,"Hughes Financial Services, LLC",2054465,2026-07-20,edgar/data/2054465/0002054465-26-000003.txt
13F-HR,HughesLittle Investment Management Ltd.,2106035,2026-08-12,edgar/data/2106035/0001493152-26-037208.txt
13F-HR,Human Investing LLC,1767513,2026-07-20,edgar/data/1767513/0001767513-26-000003.txt
13F-HR,Humankind Investments LLC,1845373,2026-08-14,edgar/data/1845373/0001420506-26-001709.txt
13F-HR,Hummer Financial Advisory Services Inc,1802279,2026-07-07,edgar/data/1802279/0001802279-26-000004.txt
13F-HR,"Hunter Perkins Capital Management, LLC",1808919,2026-07-16,edgar/data/1808919/0001808919-26-000003.txt
13F-HR,"Hunting Hill Global Capital, LLC",1697398,2026-08-14,edgar/data/1697398/0001172661-26-003507.txt
13F-HR,"Huntleigh Advisors, Inc.",1367653,2026-08-04,edgar/data/1367653/0001367653-26-000003.txt
13F-HR,"Hurley Capital, LLC",1632844,2026-08-10,edgar/data/1632844/0001632844-26-000003.txt
13F-HR,"Hurlow Wealth Management Group, Inc.",1747749,2026-08-05,edgar/data/1747749/0001747749-26-000007.txt
13F-HR,"Hutchens & Kramer Investment Management Group, LLC",1920117,2026-07-09,edgar/data/1920117/0001951757-26-000937.txt
13F-HR,Hyperion Asset Management Ltd,1619844,2026-07-10,edgar/data/1619844/0001172661-26-002565.txt
13F-HR,Hyperion Capital Advisors LP,1794499,2026-08-14,edgar/data/1794499/0000919574-26-005177.txt
13F-HR,Hyposwiss Advisors SA,2111640,2026-07-21,edgar/data/2111640/0002111640-26-000003.txt
13F-HR,"Hyundai Investments Co., Ltd.",1892772,2026-08-14,edgar/data/1892772/0001104659-26-096370.txt
13F-HR,I.G.Y. Ltd,1811472,2026-07-29,edgar/data/1811472/0000919574-26-004670.txt
13F-HR,"IAG Wealth Partners, LLC",1827261,2026-08-06,edgar/data/1827261/0001104659-26-091831.txt
13F-HR,"IAM Advisory, LLC",1825292,2026-07-14,edgar/data/1825292/0001951757-26-001001.txt
13F-HR,"IAMS WEALTH MANAGEMENT, LLC",1998182,2026-07-16,edgar/data/1998182/0001998182-26-000003.txt
13F-HR,IAT REINSURANCE CO LTD.,1633625,2026-08-13,edgar/data/1633625/0001214659-26-010066.txt
13F-HR,IBEX INVESTORS LLC,1531964,2026-08-11,edgar/data/1531964/0001420506-26-001526.txt
13F-HR,IBEX WEALTH ADVISORS,1686242,2026-07-27,edgar/data/1686242/0001686242-26-000003.txt
13F-HR,ICAHN CARL C,921669,2026-08-14,edgar/data/921669/0001539497-26-002243.txt
13F-HR,"ICG Advisors, LLC",2089727,2026-07-16,edgar/data/2089727/0001754960-26-000544.txt
13F-HR,ICICI Prudential Asset Management Co Ltd,1697850,2026-08-06,edgar/data/1697850/0001697850-26-000003.txt
13F-HR,ICON ADVISERS INC/CO,1058470,2026-08-13,edgar/data/1058470/0001058470-26-000005.txt
13F-HR,"ICONIQ Capital, LLC",1569709,2026-08-13,edgar/data/1569709/0001011438-26-000517.txt
13F-HR,ICW Investment Advisors LLC,1794820,2026-08-05,edgar/data/1794820/0001172661-26-003072.txt
13F-HR,IDG China Capital Fund GP III Associates Ltd.,1649611,2026-08-07,edgar/data/1649611/0001104659-26-092523.txt
13F-HR,IDG China Capital Fund III Associates L.P.,1649614,2026-08-07,edgar/data/1649614/0001104659-26-092525.txt
13F-HR,IDG China Venture Capital Fund IV Associates L.P.,1609021,2026-08-07,edgar/data/1609021/0001104659-26-092518.txt
13F-HR,IDG China Venture Capital Fund V Associates L.P.,1709671,2026-08-07,edgar/data/1709671/0001104659-26-092520.txt
13F-HR,IDG-Accel China Capital GP II Associates Ltd.,1846013,2026-08-07,edgar/data/1846013/0001104659-26-092534.txt
13F-HR,IDG-Accel China Capital II Associates L.P.,1535769,2026-08-07,edgar/data/1535769/0001104659-26-092529.txt
13F-HR,"IEQ CAPITAL, LLC",1779789,2026-08-11,edgar/data/1779789/0001779789-26-000004.txt
13F-HR,"IES Holdings, Inc.",1048268,2026-08-14,edgar/data/1048268/0001048268-26-000139.txt
13F-HR,"IF Advisors, LLC",2109472,2026-08-13,edgar/data/2109472/0002109472-26-000004.txt
13F-HR,"IFC & Insurance Marketing, Inc.",2095709,2026-07-09,edgar/data/2095709/0001754960-26-000454.txt
13F-HR,IFC Advisors LLC,2053348,2026-08-05,edgar/data/2053348/0002053348-26-000004.txt
13F-HR,"IFG Advisors, LLC",1783412,2026-07-22,edgar/data/1783412/0001783412-26-000008.txt
13F-HR,"IFG Advisory, LLC",1728319,2026-08-14,edgar/data/1728319/0001728319-26-000006.txt
13F-HR,IFM Investors Pty Ltd,1698246,2026-07-21,edgar/data/1698246/0001398344-26-012354.txt
13F-HR,"IFP Advisors, Inc",1641866,2026-07-20,edgar/data/1641866/0001641866-26-000004.txt
13F-HR,"IFS Advisors, LLC",1765617,2026-08-11,edgar/data/1765617/0001765617-26-000005.txt
13F-HR,"IFS Group,LLC",2087139,2026-07-23,edgar/data/2087139/0002085853-26-000841.txt
13F-HR,"IHT Wealth Management, LLC",1697490,2026-08-14,edgar/data/1697490/0001104659-26-096531.txt
13F-HR,III Capital Management,1783139,2026-08-14,edgar/data/1783139/0001783139-26-000004.txt
13F-HR,"IKE Capital, LLC",2150482,2026-08-19,edgar/data/2150482/0002150482-26-000001.txt
13F-HR,"IMA Advisory Services, Inc.",1455495,2026-08-10,edgar/data/1455495/0001455495-26-000008.txt
13F-HR,"IMC-Chicago, LLC",1452861,2026-08-06,edgar/data/1452861/0001452861-26-000006.txt
13F-HR,"IMG Wealth Management, Inc.",2032103,2026-08-07,edgar/data/2032103/0001398344-26-013805.txt
13F-HR,IMMERSION CORP,1058811,2026-08-14,edgar/data/1058811/0000921895-26-002159.txt
13F-HR,"IMPACTfolio, LLC",1896447,2026-07-22,edgar/data/1896447/0001896447-26-000004.txt
13F-HR,IMZ Advisory Inc,2017735,2026-07-07,edgar/data/2017735/0002017735-26-000003.txt
13F-HR,INCA Investments LLC,1513137,2026-07-28,edgar/data/1513137/0001420506-26-001318.txt
13F-HR,INCEPTIONR LLC,1821561,2026-08-11,edgar/data/1821561/0002085853-26-000978.txt
13F-HR,INCOME RESEARCH & MANAGEMENT,1165830,2026-07-24,edgar/data/1165830/0001214659-26-008874.txt
13F-HR,"INDEPENDENT FINANCIAL GROUP, LLC",275484,2026-07-15,edgar/data/275484/0000275484-26-000028.txt
13F-HR,INDEPENDENT INVESTORS INC,1121908,2026-07-16,edgar/data/1121908/0001104659-26-084135.txt
13F-HR,"INDUS CAPITAL PARTNERS, LLC",1350879,2026-08-12,edgar/data/1350879/0001350879-26-000003.txt
13F-HR,"INFINITUM ASSET MANAGEMENT, LLC",2058093,2026-08-14,edgar/data/2058093/0002073679-26-000092.txt
13F-HR,"INFRASTRUCTURE CAPITAL ADVISORS, LLC",1621802,2026-08-13,edgar/data/1621802/0000919574-26-005119.txt
13F-HR,ING GROEP NV,1039765,2026-08-13,edgar/data/1039765/0001140361-26-032761.txt
13F-HR,INGALLS & SNYDER LLC,1041885,2026-08-14,edgar/data/1041885/0001041885-26-000009.txt
13F-HR,INKWELL CAPITAL LLC,2050138,2026-08-03,edgar/data/2050138/0002050138-26-000003.txt
13F-HR,"INNEALTA CAPITAL, LLC",1752579,2026-08-04,edgar/data/1752579/0001752579-26-000006.txt
13F-HR,"INSIGHT 2811, INC.",1334952,2026-08-11,edgar/data/1334952/0001334952-26-000007.txt
13F-HR,"INSIGNEO ADVISORY SERVICES, LLC",1964958,2026-08-14,edgar/data/1964958/0001964958-26-000003.txt
13F-HR,"INSPIRE TRUST CO, N.A.",1993352,2026-08-05,edgar/data/1993352/0001993352-26-000006.txt
13F-HR,"INSPIRION WEALTH ADVISORS, LLC",1633448,2026-07-07,edgar/data/1633448/0001633448-26-000005.txt
13F-HR,"INSTRUMENTAL WEALTH, LLC",1976010,2026-07-16,edgar/data/1976010/0001976010-26-000008.txt
13F-HR,INTACT INVESTMENT MANAGEMENT INC.,1443077,2026-07-20,edgar/data/1443077/0001062993-26-003728.txt
13F-HR,INTECH INVESTMENT MANAGEMENT LLC,1086318,2026-08-10,edgar/data/1086318/0001086318-26-000004.txt
13F-HR,"INTEGRAL INVESTMENT ADVISORS, INC.",1902826,2026-07-07,edgar/data/1902826/0001902826-26-000004.txt
13F-HR,"INTEGRATED CAPITAL MANAGEMENT, INC.",1608826,2026-07-07,edgar/data/1608826/0001608826-26-000008.txt
13F-HR,"INTEGRATED WEALTHCARE, LLC",1962105,2026-07-24,edgar/data/1962105/0001951757-26-001035.txt
13F-HR,"INTEGRITY ALLIANCE, LLC.",1352260,2026-07-31,edgar/data/1352260/0001172661-26-002989.txt
13F-HR,INTEL CORP,50863,2026-08-14,edgar/data/50863/0000050863-26-000176.txt
13F-HR,"INTERACTIVE FINANCIAL ADVISORS, INC.",1419099,2026-07-31,edgar/data/1419099/0001419099-26-000003.txt
13F-HR,"INTERCAPITAL, LLC",2108411,2026-08-14,edgar/data/2108411/0001214659-26-010166.txt
13F-HR,"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC",1818604,2026-07-22,edgar/data/1818604/0001420506-26-001267.txt
13F-HR,INTREPID CAPITAL MANAGEMENT INC,1092838,2026-08-12,edgar/data/1092838/0001092838-26-000003.txt
13F-HR,INTREPID FAMILY OFFICE LLC,1596197,2026-08-14,edgar/data/1596197/0001013594-26-000894.txt
13F-HR,INTRUST BANK NA,1034771,2026-08-05,edgar/data/1034771/0001062993-26-004034.txt
13F-HR,INVENIO WEALTH PARTNERS LLC,1989341,2026-07-30,edgar/data/1989341/0001989341-26-000004.txt
13F-HR,INVESTED ADVISORS,2090165,2026-08-04,edgar/data/2090165/0002090165-26-000003.txt
13F-HR,INVESTMENT ADVISORY SERVICES INC /TX /ADV,925953,2026-07-14,edgar/data/925953/0001214659-26-008502.txt
13F-HR,INVESTMENT COUNSEL CO OF NEVADA,2056576,2026-08-10,edgar/data/2056576/0002056576-26-000003.txt
13F-HR,INVESTMENT HOUSE LLC,1566030,2026-07-21,edgar/data/1566030/0001398344-26-012366.txt
13F-HR,INVESTMENT MANAGEMENT ASSOCIATES INC /ADV,52024,2026-08-03,edgar/data/52024/0000052024-26-000004.txt
13F-HR,INVESTMENT MANAGEMENT CORP /VA/ /ADV,789307,2026-07-22,edgar/data/789307/0000789307-26-000004.txt
13F-HR,"INVESTMENT PARTNERS, LTD.",1050068,2026-08-04,edgar/data/1050068/0001050068-26-000003.txt
13F-HR,INVESTOR AB,889232,2026-08-14,edgar/data/889232/0001493152-26-038312.txt
13F-HR,INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV,867926,2026-07-22,edgar/data/867926/0001062993-26-003755.txt
13F-HR,"INVICTUS PRIVATE WEALTH, LLC",1939208,2026-07-27,edgar/data/1939208/0001172661-26-002832.txt
13F-HR,ION Crossover Partners Ltd,1803307,2026-08-14,edgar/data/1803307/0001178913-26-004151.txt
13F-HR,ION Fund Management Ltd,2105906,2026-08-14,edgar/data/2105906/0001178913-26-004149.txt
13F-HR,IPG Investment Advisors LLC,1602237,2026-08-12,edgar/data/1602237/0001602237-26-000006.txt
13F-HR,IQ EQ FUND MANAGEMENT (IRELAND) Ltd,1620943,2026-07-31,edgar/data/1620943/0001213900-26-083717.txt
13F-HR,IQ EQ FUND MANAGEMENT (SINGAPORE) PRIVATE Ltd,1869164,2026-08-13,edgar/data/1869164/0001869164-26-000010.txt
13F-HR,IRIDIAN ASSET MANAGEMENT LLC/CT,1033427,2026-07-29,edgar/data/1033427/0001033427-26-000010.txt
13F-HR,IRON Financial LLC,1595509,2026-07-22,edgar/data/1595509/0001595509-26-000005.txt
13F-HR,IRONWOOD INVESTMENT MANAGEMENT LLC,1127761,2026-08-14,edgar/data/1127761/0001376474-26-000566.txt
13F-HR,"IRONWOOD WEALTH MANAGEMENT, INC.",1844821,2026-07-14,edgar/data/1844821/0001844821-26-000004.txt
13F-HR,"ISLAY CAPITAL MANAGEMENT, LLC",1738560,2026-08-13,edgar/data/1738560/0001941040-26-000586.txt
13F-HR,"ISTHMUS PARTNERS, LLC",1639666,2026-07-20,edgar/data/1639666/0001104659-26-084982.txt
13F-HR,ITHAKA GROUP LLC,1484043,2026-08-11,edgar/data/1484043/0001104659-26-093794.txt
13F-HR,IVC Wealth Advisors LLC,1842811,2026-07-14,edgar/data/1842811/0001842811-26-000003.txt
13F-HR,"IVY LANE CAPITAL MANAGEMENT, LLC",1839851,2026-08-14,edgar/data/1839851/0001839851-26-000003.txt
13F-HR,"Icon Wealth Advisors, LLC",1963212,2026-08-05,edgar/data/1963212/0001963212-26-000003.txt
13F-HR,Idaho Trust Co,1568069,2026-08-07,edgar/data/1568069/0001568069-26-000008.txt
13F-HR,"Ifrah Financial Services, Inc.",1382646,2026-07-21,edgar/data/1382646/0001382646-26-000009.txt
13F-HR,"Ignite Planners, LLC",1849348,2026-07-23,edgar/data/1849348/0002085853-26-000834.txt
13F-HR,"Ikarian Capital, LLC",1778253,2026-08-14,edgar/data/1778253/0001420506-26-001820.txt
13F-HR,Ilex Capital Partners (UK) LLP,1985486,2026-08-14,edgar/data/1985486/0001985486-26-000012.txt
13F-HR,Illinois Municipal Retirement Fund,1541910,2026-08-12,edgar/data/1541910/0001541910-26-000008.txt
13F-HR,"Illumine Investment Management, LLC",2052970,2026-07-29,edgar/data/2052970/0002052970-26-000003.txt
13F-HR,Ilmarinen Mutual Pension Insurance Co,1661580,2026-08-13,edgar/data/1661580/0001661580-26-000004.txt
13F-HR,Immaculate Wealth Management LLC,2089761,2026-08-10,edgar/data/2089761/0002089761-26-000002.txt
13F-HR,Impact Capital Partners LLC,2054916,2026-07-14,edgar/data/2054916/0001951757-26-000997.txt
13F-HR,"Impact Investors, Inc",1824539,2026-07-31,edgar/data/1824539/0001824539-26-000003.txt
13F-HR,"Impact Partnership Wealth, LLC",1984555,2026-07-29,edgar/data/1984555/0001984555-26-000004.txt
13F-HR,Impactive Capital LP,1786767,2026-08-14,edgar/data/1786767/0001786767-26-000004.txt
13F-HR,Impala Asset Management LLC,1317679,2026-08-17,edgar/data/1317679/0001104659-26-097711.txt
13F-HR,Impax Asset Management Group plc,1749768,2026-08-11,edgar/data/1749768/0001749768-26-000004.txt
13F-HR,Imprint Wealth LLC,1972653,2026-08-14,edgar/data/1972653/0001214659-26-010295.txt
13F-HR,InTrack Investment Management Inc,1847343,2026-07-17,edgar/data/1847343/0001847343-26-000003.txt
13F-HR,Incision Capital Management LP,2049997,2026-08-14,edgar/data/2049997/0001104659-26-096756.txt
13F-HR,Incline Global Management LLC,1567195,2026-08-14,edgar/data/1567195/0001172661-26-003649.txt
13F-HR,Income Insurance Ltd,2022801,2026-07-24,edgar/data/2022801/0002022801-26-000015.txt
13F-HR,"Indaba Capital Management, L.P.",1524362,2026-08-05,edgar/data/1524362/0001011438-26-000465.txt
13F-HR,"Independence Asset Advisors, LLC",2010929,2026-07-15,edgar/data/2010929/0001376474-26-000490.txt
13F-HR,Independence Bank of Kentucky,1730479,2026-07-13,edgar/data/1730479/0001730479-26-000003.txt
13F-HR,"Independence Financial Advisors, LLC",2066080,2026-07-09,edgar/data/2066080/0002066080-26-000003.txt
13F-HR,"Independence Wealth Advisors, LLC",2001765,2026-08-14,edgar/data/2001765/0002085853-26-001015.txt
13F-HR,Independent Advisor Alliance,1696899,2026-08-12,edgar/data/1696899/0001062993-26-004213.txt
13F-HR,"Independent Family Office, LLC",1756485,2026-08-11,edgar/data/1756485/0001951757-26-001227.txt
13F-HR,Independent Franchise Partners LLP,1483866,2026-08-13,edgar/data/1483866/0001172661-26-003379.txt
13F-HR,Independent Order of Foresters,1538037,2026-08-04,edgar/data/1538037/0001193125-26-332122.txt
13F-HR,"Independent Solutions Wealth Management, LLC",1818391,2026-07-29,edgar/data/1818391/0001818391-26-000003.txt
13F-HR,Independent Wealth Advisors LLC,2136099,2026-07-27,edgar/data/2136099/0002085853-26-000876.txt
13F-HR,Independent Wealth Network Inc.,1891240,2026-07-20,edgar/data/1891240/0001891240-26-000003.txt
13F-HR,"Index Fund Advisors, Inc.",1665097,2026-08-13,edgar/data/1665097/0001665097-26-000008.txt
13F-HR,Index Technologies Group LLC,2095322,2026-08-14,edgar/data/2095322/0001420506-26-001726.txt
13F-HR,Index Venture Associates III Ltd,1503683,2026-08-14,edgar/data/1503683/0001193125-26-350321.txt
13F-HR,Index Venture Associates VI Ltd,1755035,2026-08-14,edgar/data/1755035/0001193125-26-350328.txt
13F-HR,Index Venture Growth Associates III Ltd,1785453,2026-08-14,edgar/data/1785453/0001193125-26-350318.txt
13F-HR,Index Venture Growth Associates IV Ltd,1865141,2026-08-14,edgar/data/1865141/0001193125-26-350330.txt
13F-HR,Index Venture Growth Associates V Ltd,1873834,2026-08-14,edgar/data/1873834/0001193125-26-350307.txt
13F-HR,Index Venture Life Associates VI Ltd,1865139,2026-08-14,edgar/data/1865139/0001193125-26-350313.txt
13F-HR,Indiana Trust & Investment Management Co,1356407,2026-07-22,edgar/data/1356407/0001356407-26-000003.txt
13F-HR,"Indie Asset Partners, LLC",1802244,2026-08-07,edgar/data/1802244/0001802244-26-000006.txt
13F-HR,Indigo Partners LLC,1846122,2026-08-14,edgar/data/1846122/0001193125-26-350368.txt
13F-HR,Indivisible Partners,2098400,2026-08-04,edgar/data/2098400/0002098400-26-000004.txt
13F-HR,Industrial Alliance Investment Management Inc.,1630798,2026-07-29,edgar/data/1630798/0001493152-26-035134.txt
13F-HR,Infini Capital Management Ltd,1936249,2026-09-02,edgar/data/1936249/0001936249-26-000005.txt
13F-HR,"Infinity Wealth Counsel, LLC",2066524,2026-07-09,edgar/data/2066524/0001172661-26-002532.txt
13F-HR,Inflection Point Holdings II LLC,1970530,2026-08-14,edgar/data/1970530/0001213900-26-090043.txt
13F-HR,Informed Momentum Co LLC,1510989,2026-08-13,edgar/data/1510989/0001104659-26-095607.txt
13F-HR,Infusive Asset Management Inc.,1749333,2026-08-12,edgar/data/1749333/0001749333-26-000005.txt
13F-HR,Inherent Management Corp.,2026217,2026-08-14,edgar/data/2026217/0001405086-26-000602.txt
13F-HR,"Inlet Private Wealth, LLC",1759751,2026-08-07,edgar/data/1759751/0001172661-26-003146.txt
13F-HR,"Inlight Wealth Management, LLC",1731795,2026-07-28,edgar/data/1731795/0001731795-26-000003.txt
13F-HR,"Inman Jager Wealth Management, LLC",2052044,2026-08-07,edgar/data/2052044/0001951757-26-001160.txt
13F-HR,Innova Wealth Partners,1888831,2026-07-15,edgar/data/1888831/0001888831-26-000003.txt
13F-HR,"Innovative Asset Advisors Group, LLC",2127147,2026-08-05,edgar/data/2127147/0002127147-26-000002.txt
13F-HR,Innovative Wealth Building LLC,2062596,2026-07-23,edgar/data/2062596/0002085853-26-000838.txt
13F-HR,"Innovator Capital Management, LLC",1708237,2026-08-14,edgar/data/1708237/0001213900-26-089427.txt
13F-HR,"Inscription Capital, LLC",1767868,2026-08-13,edgar/data/1767868/0001767868-26-000003.txt
13F-HR,"Insight Advisors, LLC/ PA",1844880,2026-08-05,edgar/data/1844880/0001172661-26-003096.txt
13F-HR,"Insight Holdings Group, LLC",1305473,2026-08-14,edgar/data/1305473/0000899140-26-000867.txt
13F-HR,Insight Inv LLC,1909322,2026-07-24,edgar/data/1909322/0001398344-26-012602.txt
13F-HR,"Insight Wealth Partners, LLC",1627003,2026-08-06,edgar/data/1627003/0001172661-26-003122.txt
13F-HR,"Insight Wealth Strategies, LLC",1749914,2026-07-10,edgar/data/1749914/0001749914-26-000005.txt
13F-HR,"Inspire Advisors, LLC",1810558,2026-08-13,edgar/data/1810558/0001172661-26-003400.txt
13F-HR,"Inspire Investing, LLC",1670139,2026-08-12,edgar/data/1670139/0001670139-26-000007.txt
13F-HR,"Institute for Wealth Management, LLC.",1533954,2026-07-28,edgar/data/1533954/0001754960-26-000654.txt
13F-HR,"Institutional Venture Management XV, LLC",1640275,2026-08-14,edgar/data/1640275/0001640275-26-000008.txt
13F-HR,"Integral Health Asset Management, LLC",1773206,2026-08-14,edgar/data/1773206/0001172661-26-003449.txt
13F-HR,Integras Partners LLC,2055384,2026-07-24,edgar/data/2055384/0001172661-26-002779.txt
13F-HR,Integrated Advisors Network LLC,1660177,2026-08-11,edgar/data/1660177/0001660177-26-000003.txt
13F-HR,"Integrated Capital Management, LLC",2040070,2026-07-31,edgar/data/2040070/0002040070-26-000003.txt
13F-HR,"Integrated Financial Solutions, Inc.",2086529,2026-07-16,edgar/data/2086529/0002085853-26-000757.txt
13F-HR,"Integrated Investment Consultants, LLC",1665337,2026-08-17,edgar/data/1665337/0001665337-26-000005.txt
13F-HR,Integrated Quantitative Investments LLC,2046834,2026-08-14,edgar/data/2046834/0001941040-26-000605.txt
13F-HR,Integrated Wealth Concepts LLC,1737109,2026-08-12,edgar/data/1737109/0001737109-26-000005.txt
13F-HR,Integrated Wealth Management,2113155,2026-08-11,edgar/data/2113155/0002085853-26-000969.txt
13F-HR,"Integris Wealth Management, LLC",1750852,2026-07-13,edgar/data/1750852/0002085853-26-000691.txt
13F-HR,"Integrity Advisory Solutions, LLC",2057931,2026-07-31,edgar/data/2057931/0001172661-26-002987.txt
13F-HR,Integrity Financial Corp /WA,1917704,2026-07-31,edgar/data/1917704/0001398344-26-013235.txt
13F-HR,"Integrity Investment Advisors, LLC",2066359,2026-07-21,edgar/data/2066359/0002066359-26-000003.txt
13F-HR,Integrity Wealth Solutions LLC,2006918,2026-07-30,edgar/data/2006918/0002006918-26-000004.txt
13F-HR,"Intellectus Partners, LLC",1677253,2026-08-12,edgar/data/1677253/0001951757-26-001234.txt
13F-HR,"Intelligence Driven Advisers, LLC",1819955,2026-08-06,edgar/data/1819955/0001172661-26-003125.txt
13F-HR,Intelligent Financial Strategies,1911000,2026-07-24,edgar/data/1911000/0001911000-26-000004.txt
13F-HR,Intellus Advisors LLC,2055137,2026-08-12,edgar/data/2055137/0001765380-26-000367.txt
13F-HR,"Intentional Wealth Strategies, LLC",2119881,2026-07-28,edgar/data/2119881/0001754960-26-000652.txt
13F-HR,"Interchange Capital Partners, LLC",1845998,2026-07-20,edgar/data/1845998/0001845998-26-000004.txt
13F-HR,"Intergy Private Wealth, LLC",1911342,2026-07-17,edgar/data/1911342/0001911342-26-000003.txt
