workstream,feature,target,window,note,n,wf_n,scored_from,scored_to,r,perm_p,ratio_vs_naive,ratio_vs_expanding_mean,mean_vs_naive,jk_min,jk_max,jk_n_below_1,final_slope,slope_sign_stable,target_distinct_values
R,hicp_CP11203_CZ|level|1,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,-0.32256411698392456,0.36563436563436563,1.8669312721400095,0.9978377535760252,1.8709767850027215,1.416920947994917,2.228492595563177,0.0,-0.31384461046859286,False,6
R,hicp_CP11203_CZ|level|1,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,-0.2866542979897159,0.26973026973026976,2.994597829919149,0.9868296400391561,3.034564131860011,2.8191608367021463,3.3521752813404433,0.0,-0.17792248896475085,True,5
R,hicp_CP11203_CZ|level|1,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,-0.3462492234001866,0.2037962037962038,1.4460499325923875,1.1087523727985285,1.3042136080777968,1.3016329579286117,1.54045833758171,0.0,-0.062433815183323374,False,4
R,hicp_CP11203_CZ|level|1,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,-0.16285376760412892,0.6753246753246753,1.753459762332152,1.0546521099906898,1.662595414849766,1.4999160838851766,2.003152879565402,0.0,-0.18002703477655357,False,4
R,hicp_CP11203_CZ|level|1,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,-0.36749930942074877,0.11788211788211789,1.3848716161588952,1.0349695193414175,1.3380796151756538,1.2081148073844137,1.6230171583030237,0.0,-0.18385043123971467,True,14
R,hicp_CP11203_CZ|level|1,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,-0.36266741585406165,0.17582417582417584,1.3352686561389964,0.969611785801914,1.377116775694581,1.0713416666579838,1.5740658870263595,0.0,-0.1650562453795205,False,10
R,hicp_CP11203_CZ|level|1,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,-0.4578932665684187,0.1958041958041958,1.3087209071248709,0.9719429619814428,1.3464997004112862,1.1173967381883907,1.5114623864711274,0.0,-1.1743331239127517,False,6
R,hicp_CP11203_CZ|level|1,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,0.1470444121502995,0.5464535464535465,2.380972191585769,1.0460335440096034,2.276191050680025,2.1715112329208504,4.430089096707483,0.0,0.12815090523882902,False,9
R,hicp_CP11203_CZ|level|1,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.647169907846127,0.008991008991008992,1.7233239185323892,0.7796536415592933,2.2103711528695897,0.782304586328404,2.1851329810880706,1.0,0.3239011311102508,False,7
R,hicp_CP11203_CZ|level|1,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.5925472856993612,0.07492507492507493,0.7651705734831077,0.8539971491399068,0.8959872691070929,0.5070527350682253,0.9864748800703771,6.0,0.4079537643878259,False,3
R,hicp_CP11203_CZ|diff|0,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.7583016992254559,0.004995004995004995,1.0037156116259605,0.741276407836827,1.3540369031235953,0.7758261962210312,1.156102396656059,4.0,0.3853508492842996,True,14
R,hicp_CP11203_CZ|diff|0,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.7583016992254559,0.001998001998001998,1.0037156116259605,0.7412764078368274,1.3540369031235946,0.7758261962210312,1.156102396656059,4.0,0.3853508492842996,True,10
R,hicp_CP11203_CZ|diff|0,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.6596620155811753,0.03596403596403597,1.5002280652498878,0.8018421592802957,1.8709767850027215,1.2119101321970176,1.7914159594072785,0.0,0.5392642584636921,True,6
R,hicp_CP11203_CZ|diff|0,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,0.6295202650436124,0.003996003996003996,3.0319286631030473,0.9991315165399559,3.034564131860011,2.049791989648298,3.274153794922527,0.0,0.7475261928340317,False,5
R,hicp_CP11203_CZ|diff|0,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.7112086164547038,0.003996003996003996,1.0369984997402797,0.7951140007415275,1.3042136080777968,0.8952493689421892,1.1832983013879945,3.0,0.36556515574748716,True,4
R,hicp_CP11203_CZ|diff|0,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.6076860838586482,0.06593406593406594,1.431058756326288,0.8607378220489078,1.662595414849766,1.277202735469201,1.6507792341434835,0.0,0.5522056490003171,True,4
R,hicp_CP11203_CZ|diff|0,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,-0.053834391847179086,0.8431568431568431,1.696630295180165,1.2679591527574712,1.3380796151756538,1.3835467503952865,1.988819256639462,0.0,-0.06618467552596048,True,14
R,hicp_CP11203_CZ|diff|0,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.1477650070999232,0.5994005994005994,1.4317584969752275,1.0396783499010727,1.377116775694581,1.1068180853038347,1.6941450725862135,0.0,0.13215146229931266,False,10
R,hicp_CP11203_CZ|diff|0,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.577220494303614,0.08691308691308691,1.2295861244063666,0.9131722227868238,1.3464997004112862,1.009154940800487,1.4687081858111635,0.0,1.6500539050296275,False,6
R,hicp_CP11203_CZ|diff|0,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,0.5650611976201432,0.02197802197802198,2.103694815676519,0.9242171543763993,2.276191050680025,1.9884278319288824,3.3708106348791365,0.0,1.051558219250479,False,9
R,hicp_CP11203_CZ|diff|0,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.2699227783679737,0.2947052947052947,2.938528199902748,1.3294275018418678,2.2103711528695897,2.51156351806285,3.600597240726316,0.0,0.3590078011947306,True,7
R,hicp_CP11203_CZ|diff|0,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,-0.2519211318255236,0.45054945054945056,0.885217997677664,0.9879805530717405,0.8959872691070929,0.611432588317577,1.2048307465213888,5.0,-0.2959164868295774,True,3
R,hicp_CP11203_CZ|diff|1,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.4311808403854072,0.13586413586413587,1.5647285758036085,1.1556026074281829,1.3540369031235953,1.3966681799555778,1.7228996501094371,0.0,0.15286236891624033,True,14
R,hicp_CP11203_CZ|diff|1,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.4311808403854072,0.11688311688311688,1.5647285758036085,1.1556026074281833,1.3540369031235946,1.3966681799555778,1.7228996501094371,0.0,0.15286236891624033,True,10
R,hicp_CP11203_CZ|diff|1,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.4110178527578527,0.24775224775224775,1.7695492247395825,0.9457889798119588,1.8709767850027215,1.4509289001616117,2.1092267738593122,0.0,0.10189975679266106,False,6
R,hicp_CP11203_CZ|diff|1,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,0.3952101504721476,0.0939060939060939,3.5006618628011585,1.1535962697402138,3.034564131860011,2.766498544172867,3.7858288771536963,0.0,0.47005872198376264,False,5
R,hicp_CP11203_CZ|diff|1,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.37552088221861263,0.17282717282717283,1.53424577514215,1.1763761439380962,1.3042136080777968,1.4053232814403165,1.6364766397869264,0.0,0.1333321372612341,True,4
R,hicp_CP11203_CZ|diff|1,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.24447140533296607,0.5354645354645354,1.675167802328827,1.0075619043375006,1.662595414849766,1.4391931054978062,1.925056737498884,0.0,0.0270596936842674,False,4
R,hicp_CP11203_CZ|diff|1,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,-0.15973488844615347,0.5114885114885115,1.3726459700519258,1.0258328088136477,1.3380796151756538,1.1255774260499791,1.6080256380093403,0.0,-0.1951715277074213,True,14
R,hicp_CP11203_CZ|diff|1,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,-0.12638959381948445,0.6743256743256744,1.4123165353288247,1.0255604755206689,1.377116775694581,1.1105435612535255,1.6819996122821057,0.0,-0.17675282738485143,True,10
R,hicp_CP11203_CZ|diff|1,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,0.23639173039022487,0.4965034965034965,1.358958165795626,1.0092524828490748,1.3464997004112862,1.0698933547553233,1.6065852609798201,0.0,0.26155241747182545,False,6
R,hicp_CP11203_CZ|diff|1,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,18,14,1Q23,2Q26,0.5453627573937055,0.016983016983016984,2.0176116719396866,0.8863982095601834,2.276191050680025,1.8437226691865114,3.556794103428672,0.0,1.0466285177491945,False,9
R,hicp_CP11203_CZ|diff|1,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments CZ,14,10,1Q24,2Q26,0.5937454448875921,0.04895104895104895,2.132520202070519,0.9647792404918053,2.2103711528695897,1.921469128660346,2.5420355122546066,0.0,0.6074863587977087,True,7
R,hicp_CP11203_CZ|diff|1,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments CZ,10,6,1Q25,2Q26,-0.12344016057838471,0.7012987012987013,0.9205841367149691,1.0274522512271727,0.8959872691070929,0.6498863103194528,1.241971336536277,5.0,-0.11185397687298185,False,3
R,hicp_CP11203_DE|level|0,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.5392191887087447,0.04695304695304695,2.1318207399579125,1.574418492612769,1.3540369031235953,1.3180895851398018,2.339135202676394,0.0,-0.14171888296691904,False,14
R,hicp_CP11203_DE|level|0,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.5392191887087447,0.04995004995004995,2.1318207399579125,1.5744184926127696,1.3540369031235946,1.3180895851398018,2.339135202676394,0.0,-0.14171888296691904,False,10
R,hicp_CP11203_DE|level|0,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.8702265491905522,0.001998001998001998,1.2610806924217888,0.6740226295324955,1.8709767850027215,1.1181299833477754,1.4883175613820676,0.0,-0.8860663099752127,False,6
R,hicp_CP11203_DE|level|0,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.5347286751556724,0.022977022977022976,2.5187916598818196,0.8300340841167022,3.034564131860011,2.3313146372478055,2.8808714809961637,0.0,-0.4702004148452944,True,5
R,hicp_CP11203_DE|level|0,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.4629742465616929,0.0999000999000999,1.927919535949771,1.4782237541526784,1.3042136080777968,1.3762632402628605,2.0554310627878793,0.0,-0.12124470158720337,False,4
R,hicp_CP11203_DE|level|0,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.7601320292085014,0.013986013986013986,1.6282086973100796,0.9793174471476611,1.662595414849766,1.4929267422930708,1.8643903604113907,0.0,-0.8547837483617302,False,4
R,hicp_CP11203_DE|level|0,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.3854324039927294,0.13086913086913088,1.768689798433327,1.3218120793217119,1.3380796151756538,1.3021965344614888,2.075710517239083,0.0,-0.2630074080890027,True,14
R,hicp_CP11203_DE|level|0,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.43640473614341707,0.11988011988011989,1.3073450120406076,0.9493348967310471,1.377116775694581,1.0509867673298594,1.5427790641942412,0.0,-0.2950157649198301,False,10
R,hicp_CP11203_DE|level|0,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.8304324311603466,0.000999000999000999,0.930489518828914,0.6910432423748014,1.3464997004112862,0.8326884119457003,1.0409536464330216,4.0,-3.2850419096113406,False,6
R,hicp_CP11203_DE|level|0,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.08269194702320057,0.7312687312687313,2.4165751901198576,1.0616750247734663,2.276191050680025,2.257652775050953,4.526041029856281,0.0,-0.14642852387193175,True,9
R,hicp_CP11203_DE|level|0,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.6611990768312329,0.001998001998001998,0.93220538418423,0.4217415627117666,2.2103711528695897,0.8256626398137544,1.1429685415019084,9.0,0.5154325051823893,True,7
R,hicp_CP11203_DE|level|0,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,0.2849188678258944,0.4085914085914086,1.3031629705071226,1.4544436237423393,0.8959872691070929,0.8728689745077431,1.9466027710204679,1.0,0.5340713237221493,True,3
R,hicp_CP11203_DE|level|1,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.717025328184182,0.004995004995004995,1.0918872247750682,0.8063939928492493,1.3540369031235953,0.9624731043693285,1.2632409142964371,1.0,-0.20896324393267282,True,14
R,hicp_CP11203_DE|level|1,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.717025328184182,0.003996003996003996,1.0918872247750682,0.8063939928492496,1.3540369031235946,0.9624731043693285,1.2632409142964371,1.0,-0.20896324393267282,True,10
R,hicp_CP11203_DE|level|1,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.5104521993401767,0.1258741258741259,1.682149893447029,0.8990757699030361,1.8709767850027215,1.4039050446486412,2.0100653933202013,0.0,-0.1532537014479857,True,6
R,hicp_CP11203_DE|level|1,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.652040300270048,0.007992007992007992,2.954349180109706,0.9735662361167046,3.034564131860011,2.065418692319572,3.395406408655797,0.0,-0.5558240134835369,True,5
R,hicp_CP11203_DE|level|1,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.6157660665466677,0.02097902097902098,1.1927463282947575,0.9145329575671852,1.3042136080777968,1.1040304146858724,1.3724264952171483,0.0,-0.17896150762868623,True,4
R,hicp_CP11203_DE|level|1,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.3635764778532848,0.34265734265734266,1.6229056876697345,0.9761278499714751,1.662595414849766,1.431422697306282,1.8688070309935836,0.0,-0.1009513430725731,False,4
R,hicp_CP11203_DE|level|1,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.20086271619733506,0.4245754245754246,1.995704583732124,1.4914692377778593,1.3380796151756538,1.5194754556642764,2.341352885094487,0.0,-0.1166810378365301,True,14
R,hicp_CP11203_DE|level|1,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.2586460152701765,0.4165834165834166,1.4254444462422051,1.0350933714559167,1.377116775694581,1.1423104499310919,1.6685807629316824,0.0,-0.15089713398547605,False,10
R,hicp_CP11203_DE|level|1,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.33324804736087077,0.2967032967032967,1.3318447896929417,0.9891162911407494,1.3464997004112862,1.0483096924977635,1.5831308655024476,0.0,-0.3964012262318374,False,6
R,hicp_CP11203_DE|level|1,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.39032231232723474,0.11488511488511488,2.1513253839563977,0.9451427125652205,2.276191050680025,1.9868371661382696,4.06396488024211,0.0,-0.5530986079003773,True,9
R,hicp_CP11203_DE|level|1,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.15270972813596095,0.6463536463536463,3.608184731328852,1.6323886269708896,2.2103711528695897,2.475129080127055,4.471419201290084,0.0,0.11530846302921494,False,7
R,hicp_CP11203_DE|level|1,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,0.23977159462860517,0.43156843156843155,0.8959917678215672,1.0000050209580307,0.8959872691070929,0.6340615279260858,1.221952606734221,5.0,0.15144457616635254,False,3
R,hicp_CP11203_DE|diff|0,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.22451937179523293,0.45054945054945056,1.6532196381751203,1.2209561160123092,1.3540369031235953,1.452772324785503,1.8219640998533164,0.0,0.0950142914703724,True,14
R,hicp_CP11203_DE|diff|0,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.22451937179523293,0.43456543456543456,1.6532196381751203,1.2209561160123097,1.3540369031235946,1.452772324785503,1.8219640998533164,0.0,0.0950142914703724,True,10
R,hicp_CP11203_DE|diff|0,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,0.1973727493373982,0.6233766233766234,1.8597818742510204,0.9940165421391454,1.8709767850027215,1.4710880227827579,2.2264869177548112,0.0,0.03919005884946496,True,6
R,hicp_CP11203_DE|diff|0,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,0.22033159358265808,0.3116883116883117,3.468043292839216,1.1428472565229681,3.034564131860011,3.1420254545308297,3.699598088179345,0.0,0.2972022642448488,False,5
R,hicp_CP11203_DE|diff|0,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.19294936941163826,0.5204795204795205,1.5981877057861462,1.2254033356864142,1.3042136080777968,1.444386163568508,1.704285181349449,0.0,0.08161413875874114,True,4
R,hicp_CP11203_DE|diff|0,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,0.07123450590850268,0.8641358641358642,1.6789296188006475,1.0098245212304748,1.662595414849766,1.4150469397367336,1.9346917086514903,0.0,-0.026000701367666967,False,4
R,hicp_CP11203_DE|diff|0,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.27767970432934397,0.2597402597402597,2.01519783606967,1.506037318866956,1.3380796151756538,1.3347882425394542,2.365431641263706,0.0,-0.3273371696130092,True,14
R,hicp_CP11203_DE|diff|0,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.2651041829036829,0.3256743256743257,1.368273998550163,0.9935787746540538,1.377116775694581,1.0852327832676107,1.6281829249942192,0.0,-0.29769718499682624,True,10
R,hicp_CP11203_DE|diff|0,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.0007957661172904632,1.0,1.3661964297821831,1.0146280978487263,1.3464997004112862,1.079241049023007,1.6134415067747696,0.0,-0.08844964374272797,True,6
R,hicp_CP11203_DE|diff|0,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,0.5035907233836968,0.03696303696303696,2.357760157578123,1.0358357910570508,2.276191050680025,2.093405496684355,4.285885818772529,0.0,1.0582739775265722,False,9
R,hicp_CP11203_DE|diff|0,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.7338813020920271,0.03496503496503497,2.2800609221240076,1.0315285372612395,2.2103711528695897,1.9603819589719935,2.7952357302009103,0.0,0.7788119017508298,True,7
R,hicp_CP11203_DE|diff|0,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.15392482933296314,0.6223776223776224,0.8968685812211327,1.0009836212460006,0.8959872691070929,0.6188173903616837,1.2215668797647308,5.0,-0.10400254997244628,False,3
R,hicp_CP11203_DE|diff|1,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.1419511306307306,0.6233766233766234,1.5574768441568207,1.150246969313698,1.3540369031235953,1.3380382966586901,1.759225932174323,0.0,-0.045144530800675306,False,14
R,hicp_CP11203_DE|diff|1,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.1419511306307306,0.6723276723276723,1.5574768441568207,1.1502469693136985,1.3540369031235946,1.3380382966586901,1.759225932174323,0.0,-0.045144530800675306,False,10
R,hicp_CP11203_DE|diff|1,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.11900926095538901,0.7652347652347652,1.9104957144006356,1.0211220843116215,1.8709767850027215,1.5074712051056165,2.2673983006184852,0.0,-0.08650901926182526,True,6
R,hicp_CP11203_DE|diff|1,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,0.0072091955569131335,0.972027972027972,4.704461493930669,1.5502923284890697,3.034564131860011,3.189729367618592,5.4393535426879085,0.0,0.016044426204290377,False,5
R,hicp_CP11203_DE|diff|1,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.18277784860553614,0.5524475524475524,1.4856636062270723,1.139125981377164,1.3042136080777968,1.3219300741751814,1.6608980614165554,0.0,-0.06699491311060385,False,4
R,hicp_CP11203_DE|diff|1,adr_exfx_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.28883059761953034,0.4775224775224775,1.6584201322059953,0.9974886959229656,1.662595414849766,1.3876894936617599,1.8984904561410783,0.0,-0.19966921068887875,True,4
R,hicp_CP11203_DE|diff|1,adr_reported_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,-0.22540317708181146,0.36363636363636365,2.578331816232059,1.9268896910095994,1.3380796151756538,1.844619207516105,3.028723242991948,0.0,-0.23786880476359545,True,14
R,hicp_CP11203_DE|diff|1,adr_reported_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,-0.22103823323872704,0.4085914085914086,1.3647711679946797,0.9910351773227986,1.377116775694581,1.0769141564570421,1.6245013124947838,0.0,-0.2083701414672433,True,10
R,hicp_CP11203_DE|diff|1,adr_reported_yoy_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,0.033531748938033394,0.922077922077922,1.3659694481647395,1.0144595262423797,1.3464997004112862,1.0814746377723454,1.6131576659566327,0.0,0.043436724892063704,False,6
R,hicp_CP11203_DE|diff|1,adr_exfx_emea_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments DE,18,14,1Q23,2Q26,0.2628521416648237,0.2677322677322677,2.3934091100543684,1.051497460786222,2.276191050680025,2.1702836755765613,4.6547198233190725,0.0,0.5288346382887554,False,9
R,hicp_CP11203_DE|diff|1,adr_exfx_emea_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments DE,14,10,1Q24,2Q26,0.39037902495646126,0.14385614385614387,1.920696344657282,0.8689474354403147,2.2103711528695897,1.7563825949268506,2.267754451176811,0.0,0.3988574522178106,True,7
R,hicp_CP11203_DE|diff|1,adr_exfx_emea_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments DE,10,6,1Q25,2Q26,-0.05353158148016155,0.8771228771228772,0.9677467908152008,1.0800898898704452,0.8959872691070929,0.6906300155507615,1.261790204603662,3.0,-0.03080051511468046,False,3
R,hicp_CP11203_EA|level|0,residual_pricing_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments EA,14,10,1Q24,2Q26,-0.7336395291486909,0.006993006993006993,1.2308986388067156,0.9090584133764634,1.3540369031235953,1.0733160239678656,1.419415208256531,0.0,-0.7600342330801761,True,14
R,hicp_CP11203_EA|level|0,residual_pricing_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments EA,14,10,1Q24,2Q26,-0.7336395291486909,0.006993006993006993,1.2308986388067156,0.9090584133764638,1.3540369031235946,1.0733160239678656,1.419415208256531,0.0,-0.7600342330801761,True,10
R,hicp_CP11203_EA|level|0,residual_pricing_pp,2024Q1+ (reviewer),R retry: Eurostat HICP CP11203 other establishments EA,10,6,1Q25,2Q26,-0.7345660729099427,0.01898101898101898,1.4868215737217803,0.7946766553384134,1.8709767850027215,1.3687412379524055,1.7524398976626894,0.0,-0.7009057259825054,False,6
R,hicp_CP11203_EA|level|0,adr_exfx_yoy_pp,2022Q1+,R retry: Eurostat HICP CP11203 other establishments EA,18,14,1Q23,2Q26,-0.7021232919984894,0.000999000999000999,2.0305983503517386,0.6691565121436732,3.034564131860011,1.792859074896931,2.2654979342690833,0.0,-1.9333621709764937,True,5
R,hicp_CP11203_EA|level|0,adr_exfx_yoy_pp,2023Q1+,R retry: Eurostat HICP CP11203 other establishments EA,14,10,1Q24,2Q26,-0.5849236361164567,0.023976023976023976,1.4564915630719528,1.116758446661655,1.3042136080777968,1.320061403756824,1.702247457413213,0.0,-0.5764035705896171,False,4
