cik,Company Name,SIC,State location,State of Inc,Fiscal Year End
919956,"Diversicare Healthcare Services, Inc.",8051,TN,DE,1231
920112,HEARTLAND FINANCIAL USA INC,6022,IA,DE,1231
920148,LABORATORY CORP OF AMERICA HOLDINGS,8071,NC,DE,1231
920371,"Simpson Manufacturing Co., Inc.",3420,CA,DE,1231
920427,UNITY BANCORP INC /NJ/,6022,NJ,NJ,1231
920465,LA JOLLA PHARMACEUTICAL CO,2836,MA,CA,1231
920522,"ESSEX PROPERTY TRUST, INC.",6798,CA,MD,1231
920760,LENNAR CORP /NEW/,1520,FL,DE,1130
92103,SOUTHERN CALIFORNIA EDISON Co,4911,CA,CA,1231
921082,"HIGHWOODS PROPERTIES, INC.",6798,NC,MD,1231
92108,SOUTHERN CALIFORNIA GAS CO,4922,CA,CA,1231
921114,"Armata Pharmaceuticals, Inc.",2836,CA,WA,1231
92116,Golden State Water CO,4941,CA,CA,1231
921183,HMN FINANCIAL INC,6035,MN,DE,1231
92122,SOUTHERN CO,4911,GA,DE,1231
921299,FIBROGEN INC,2834,CA,DE,1231
921557,REPUBLIC BANCORP INC /KY/,6022,KY,KY,1231
921582,IMAX CORP,3861,A6,A6,1231
921738,PENN NATIONAL GAMING INC,7011,PA,PA,1231
921825,FIRST INDUSTRIAL REALTY TRUST INC,6798,IL,MD,1231
921864,CITIBANK CREDIT CARD MASTER TRUST I,6189,SD,DE,1231
922224,PPL Corp,4911,PA,,1231
922247,"Cyclo Therapeutics, Inc.",2860,FL,FL,1231
92230,TRUIST FINANCIAL CORP,6021,NC,NC,1231
922521,FALCONSTOR SOFTWARE INC,7372,NY,DE,1231
922621,ERIE INDEMNITY CO,6411,PA,PA,1231
922864,APARTMENT INVESTMENT & MANAGEMENT CO,6798,CO,MD,1231
922869,CAPITAL ONE MASTER TRUST,6189,VA,NY,1231
923139,FLUSHING FINANCIAL CORP,6022,NY,DE,1231
923571,US XPRESS ENTERPRISES INC,4213,TN,NV,1231
923796,GEO GROUP INC,6798,FL,FL,1231
92380,SOUTHWEST AIRLINES CO,4512,TX,TX,1231
924168,"ENERGY FOCUS, INC/DE",3640,OH,DE,1231
92416,SOUTHWEST GAS CORP,4923,NV,CA,1231
924719,SMITH MIDLAND CORP,3272,VA,DE,1231
924822,MILLER INDUSTRIES INC /TN/,3713,TN,TN,1231
92487,SOUTHWESTERN ELECTRIC POWER CO,4911,OH,DE,1231
924901,MACK CALI REALTY CORP,6798,NJ,MD,1231
92521,SOUTHWESTERN PUBLIC SERVICE CO,4931,TX,NM,1231
925528,HUDSON TECHNOLOGIES INC /NY,5080,NY,NY,1231
925645,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,4833,2N,,1231
925660,FLEXPOINT SENSOR SYSTEMS INC,3829,UT,DE,1231
926282,ADTRAN INC,3661,AL,DE,1231
926326,"OMNICELL, Inc",3571,CA,CA,1231
926660,"Apartment Income REIT, L.P.",6513,CO,DE,1231
927003,ADVANCED ENERGY INDUSTRIES INC,3679,CO,DE,1231
927066,DAVITA INC.,8090,CO,DE,1231
927628,CAPITAL ONE FINANCIAL CORP,6021,VA,DE,1231
927720,SPANISH BROADCASTING SYSTEM INC,4832,FL,DE,1231
927761,MYMETICS CORP,2836,V8,DE,1231
928022,Callon Petroleum Co,1311,TX,DE,1231
928054,FLOTEK INDUSTRIES INC/CN/,2890,TX,DE,1231
928340,Consolidated Water Co. Ltd.,4941,E9,E9,1231
928576,MIDAMERICAN ENERGY CO,4911,IA,IA,1231
928658,"COVENANT LOGISTICS GROUP, INC.",4213,TN,NV,1231
928953,PILLARSTONE CAPITAL REIT,6798,TX,MD,1231
929008,WESCO INTERNATIONAL INC,5063,PA,,1231
929545,"CONDOR HOSPITALITY TRUST, INC.",6798,NE,MD,1231
930236,REDWOOD TRUST INC,6798,CA,MD,1231
930245,GLOBAL ACQUISITIONS Corp,5900,NV,NV,1231
930420,KFORCE INC,7363,FL,FL,1231
931015,Polaris Inc.,3790,MN,MN,1231
931148,GRAFTECH INTERNATIONAL LTD,3620,OH,,1231
931182,ERP OPERATING LTD PARTNERSHIP,6798,IL,MD,1231
931336,DEAN FOODS CO,2020,TX,DE,1231
931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,3312,PA,DE,1231
931755,AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,6500,MN,MN,1231
932696,INSIGHT ENTERPRISES INC,5961,AZ,DE,1231
9326,BALCHEM CORP,2800,NY,MD,1231
932781,FIRST COMMUNITY CORP /SC/,6022,SC,SC,1231
933036,RENT A CENTER INC DE,7359,TX,DE,1231
933136,Mr. Cooper Group Inc.,6199,TX,DE,1231
933141,IBERIABANK CORP,6022,LA,LA,1231
93314,VOLITIONRX LTD,2835,TX,DE,1231
933738,ENGLOBAL CORP,8711,TX,NV,1228
93389,"STANDARD MOTOR PRODUCTS, INC.",3714,NY,NY,1231
93410,CHEVRON CORP,2911,CA,DE,1231
934549,ACACIA RESEARCH CORP,6794,NY,DE,1231
934612,"BURLINGTON NORTHERN SANTA FE, LLC",4011,TX,,1231
9346,Protective Insurance Corp,6331,IN,IN,1231
934796,NETWORK CN INC,7310,K3,DE,1231
935036,"ACI WORLDWIDE, INC.",7372,FL,DE,1231
935419,"RCI HOSPITALITY HOLDINGS, INC.",5812,TX,TX,0930
935494,NATIONAL INSTRUMENTS CORP,7372,TX,DE,1231
93556,"STANLEY BLACK & DECKER, INC.",3420,CT,CT,0101
935703,"DOLLAR TREE, INC.",5331,VA,VA,0129
936340,DTE ENERGY CO,4911,MI,MI,1231
936446,Amerinac Holding Corp.,5072,OH,DE,1231
936468,LOCKHEED MARTIN CORP,3760,MD,MD,1231
937098,"TRINET GROUP, INC.",7389,CA,,1231
93751,STATE STREET CORP,6022,MA,MA,1231
937556,MASIMO CORP,3845,CA,DE,0101
937834,METROPOLITAN LIFE INSURANCE CO,6311,NY,NY,1231
9389,BALL Corp,3411,CO,IN,1231
939767,"EXELIXIS, INC.",2836,CA,DE,1231
94049,STEPAN CO,2840,IL,DE,1231
940942,"Hub Group, Inc.",4731,IL,IL,1231
941713,HIGHWOODS REALTY LTD PARTNERSHIP,6519,NC,NC,1231
942126,TAITRON COMPONENTS INC,5065,CA,CA,1231
943034,AUTOSCOPE TECHNOLOGIES CORP,3829,MN,,1231
943184,"Ever-Glory International Group, Inc.",2300,F4,FL,1231
94344,STEWART INFORMATION SERVICES CORP,6361,TX,DE,1231
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,3743,PA,DE,1231
943861,GOODRICH PETROLEUM CORP,1311,TX,DE,1231
944075,"SOCKET MOBILE, INC.",3571,CA,DE,1231
944130,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",6199,CA,CA,1231
944148,"CBIZ, Inc.",7389,OH,DE,1231
944314,"LIFE STORAGE, INC.",6798,NY,MD,1231
944695,"HANOVER INSURANCE GROUP, INC.",6331,MA,DE,1231
944745,"CIVISTA BANCSHARES, INC.",6022,OH,OH,1231
944809,"OPKO HEALTH, INC.",2834,FL,DE,1231
945114,GLOBAL INDUSTRIAL Co,5084,NY,DE,1231
945384,CICERO INC,7371,NC,DE,1231
945394,Service Properties Trust,6798,MA,MD,1231
945617,"American Cannabis Company, Inc.",4833,CO,,1231
945764,DENBURY INC,1311,TX,DE,1231
945841,POOL CORP,5090,LA,DE,1231
945983,"Wayside Technology Group, Inc.",5045,NJ,DE,1231
946155,TIAA REAL ESTATE ACCOUNT,6500,NY,NY,1231
946454,"BALLANTYNE STRONG, INC.",3861,NC,DE,1231
946563,RETRACTABLE TECHNOLOGIES INC,3841,TX,TX,1231
946644,AIM ImmunoTech Inc.,2836,FL,DE,1231
946647,PREMIER FINANCIAL CORP,6022,OH,OH,1231
946673,BANNER CORP,6022,WA,WA,1231
9466,BALTIMORE GAS & ELECTRIC CO,4931,MD,MD,1231
947484,ARCH CAPITAL GROUP LTD.,6331,D0,,1231
947559,FIRST BANCSHARES INC /MS/,6021,MS,MS,1231
948320,"LifeMD, Inc.",8011,NY,DE,1231
94845,LEVI STRAUSS & CO,2300,CA,DE,1128
948708,"SMITH MICRO SOFTWARE, INC.",7372,PA,DE,1231
949039,"DIAMOND OFFSHORE DRILLING, INC.",1381,TX,DE,1231
949157,CENTURY ALUMINUM CO,3334,IL,DE,1231
949858,"ACHIEVE LIFE SCIENCES, INC.",2835,WA,DE,1231
949870,BOSTON BEER CO INC,2082,MA,MA,1226
949961,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,6798,TX,NV,1231
95029,STURM RUGER & CO INC,3480,CT,DE,1231
95552,SUPERIOR INDUSTRIES INTERNATIONAL INC,3714,MI,DE,1231
95574,"SUPERIOR GROUP OF COMPANIES, INC.",2300,FL,FL,1231
95953,SYNALLOY CORP,3317,VA,DE,1231
96223,Jefferies Financial Group Inc.,6211,NY,NY,1130
96271,TAMPA ELECTRIC CO,4911,FL,FL,1231
9631,BANK OF NOVA SCOTIA,6022,A6,Z4,1031
96869,TEJON RANCH CO,6500,CA,DE,1231
96943,TELEFLEX INC,3841,PA,DE,1231
97134,TENNANT CO,3580,MN,MN,1231
97210,"TERADYNE, INC",3825,MA,MA,1231
97216,TEREX CORP,3537,CT,DE,1231
97476,TEXAS INSTRUMENTS INC,3674,TX,DE,1231
97517,TEXAS PACIFIC LAND TRUST,6792,TX,,1231
97745,THERMO FISHER SCIENTIFIC INC.,3829,MA,DE,1231
98222,TIDEWATER INC,4400,TX,DE,1231
98246,TIFFANY & CO,5944,NY,DE,0131
98362,TIMKEN CO,3562,OH,OH,1231
98677,TOOTSIE ROLL INDUSTRIES INC,2060,IL,VA,1231
99106,TRANS LUX Corp,3990,NY,DE,1231
99250,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",4922,TX,DE,1231
99780,TRINITY INDUSTRIES INC,3743,TX,DE,1231
9984,BARNES GROUP INC,3490,CT,DE,1231
1000045,NICHOLAS FINANCIAL INC,6153,FL,FL,0331
1000683,BLONDER TONGUE LABORATORIES INC,3663,NJ,DE,1231
1001463,"Acacia Diversified Holdings, Inc.",5010,MD,TX,1231
1002047,"NetApp, Inc.",3572,CA,CA,0429
1002135,WESTELL TECHNOLOGIES INC,3661,IL,DE,0331
1004989,"SPAR Group, Inc.",7389,MI,DE,1231
1005229,COLUMBUS MCKINNON CORP,3531,NY,NY,0331
100591,ARGAN INC,1700,MD,DE,0131
1008586,STREAMLINE HEALTH SOLUTIONS INC.,7373,GA,DE,0131
1009672,CARBO CERAMICS INC,3290,TX,DE,1231
1009759,Capstone Green Energy Corp,3510,CA,DE,0331
1009829,JAKKS PACIFIC INC,3944,CA,DE,1231
1011662,GLOBAL DIGITAL SOLUTIONS INC,2844,FL,NJ,1231
1014111,"GlassBridge Enterprises, Inc.",6282,MN,DE,1231
101538,UNITED STATES ANTIMONY CORP,3330,MT,MT,1231
1016708,"RenovaCare, Inc.",3841,AZ,NV,1231
1017480,HIBBETT INC,5940,AL,DE,0130
1019034,BIO KEY INTERNATIONAL INC,3576,NJ,DE,1231
1019671,SEACHANGE INTERNATIONAL INC,3663,MA,DE,0131
1019787,PURADYN FILTER TECHNOLOGIES INC,3714,FL,DE,1231
102037,UNIVERSAL CORP /VA/,5150,VA,VA,0331
1021162,TRIUMPH GROUP INC,3720,PA,DE,0331
1021435,hopTo Inc.,7372,CA,DE,1231
1022408,EPLUS INC,5045,VA,DE,0331
1022646,ULTRA PETROLEUM CORP,1311,CO,B0,1231
1022899,"Protagenic Therapeutics, Inc.\new",7389,NY,DE,1231
1023731,8X8 INC /DE/,7374,CA,DE,0331
1032975,LOGITECH INTERNATIONAL S.A.,3577,CA,,0331
103379,V F CORP,2320,CO,PA,0402
1036188,QAD INC,7372,CA,DE,0131
1037038,RALPH LAUREN CORP,2320,NY,DE,0328
1040130,PETMED EXPRESS INC,5912,FL,FL,0331
1041368,RIVERVIEW BANCORP INC,6035,WA,WA,0331
1041633,Futuris Co,1382,MD,WY,0331
1041657,"URBAN ONE, INC.",4832,MD,DE,1231
1042187,Yunhong CTI Ltd.,3060,IL,IL,1231
1043894,"ENVIRO TECHNOLOGIES U.S., INC.",3559,FL,FL,1231
1049011,KID CASTLE EDUCATIONAL CORP,5040,F5,FL,1231
1050825,STEELCASE INC,2522,MI,MI,0225
1053369,ELITE PHARMACEUTICALS INC /NV/,2834,NJ,NV,0331
1054102,"INTERPACE BIOSCIENCES, INC.",3841,NJ,DE,1231
1055454,SCHOOL SPECIALTY INC,5000,WI,DE,1229
1056285,"KIRKLAND'S, INC",5990,TN,,0129
1056386,Internap Corp,7370,VA,DE,1231
1056757,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,3560,CA,NV,0228
1058330,"Rogue One, Inc.",2040,DC,NV,1231
1063104,PROTEO INC,2834,CA,NV,1231
1064722,GIVEMEPOWER CORP,6500,A0,NV,1231
1066923,Future FinTech Group Inc.,7389,F4,FL,1231
1068689,"Data443 Risk Mitigation, Inc.",7372,NC,NV,1231
1070235,BLACKBERRY Ltd,7372,A6,,0228
107140,"JOHN WILEY & SONS, INC.",2731,NJ,NY,0430
1073489,CARDXX INC,3674,CO,NV,1231
1074871,"Modular Medical, Inc.",3841,CA,NV,0331
1077688,HOOKER FURNITURE CORP,2510,VA,VA,0131
1078037,"REMEDENT, INC.",3843,C9,NV,0331
1078075,NETSCOUT SYSTEMS INC,7373,MA,DE,0331
1078799,"Marijuana Co of America, Inc.",2833,CA,UT,1231
1081938,"CANNAPHARMARX, INC.",2834,A0,DE,1231
1082027,NORTHSTAR ELECTRONICS INC,3663,A1,DE,1231
1083220,"XCel Brands, Inc.",6794,NY,DE,1231
108385,WORLD ACCEPTANCE CORP,6141,SC,SC,0331
1083922,"AuraSource, Inc.",1040,AZ,NV,0331
1084475,"Video River Networks, Inc.",6500,NV,NV,1231
1085277,"SKINVISIBLE, INC.",2834,NV,NV,1231
1086082,"CANNAPOWDER, INC.",2834,L3,UT,1231
1089815,"U.S. NeuroSurgical Holdings, Inc.",8093,MD,,1231
1092570,FULLNET COMMUNICATIONS INC,4813,OK,OK,1231
1092796,"SMITH & WESSON BRANDS, INC.",3480,MA,NV,0430
1094032,QDM International Inc.,6411,F4,FL,0331
1096275,Worksport Ltd,3714,A6,NV,1231
1096950,"ADVANCED CONTAINER TECHNOLOGIES, INC.",3080,CA,FL,1231
1098146,PATRIOT NATIONAL BANCORP INC,6021,CT,CT,1231
1099132,MANHATTAN SCIENTIFICS INC,3690,NY,DE,1231
1101246,"Telidyne, Inc.",3440,NY,DE,0131
1103833,"Crown Equity Holdings, Inc.",5734,NV,NV,1231
1104206,NEVTAH CAPITAL MANAGEMENT CORP,9995,FL,,1231
1104462,New Century Resources Corp,1090,G4,NV,1231
1106213,SEAFARER EXPLORATION CORP,7900,FL,DE,1231
1108645,TRICCAR INC.,1382,LA,NV,1231
1111741,DYNARESOURCE INC,1000,TX,DE,1231
1113809,BUILD-A-BEAR WORKSHOP INC,5945,MO,DE,0129
1117057,Planet Green Holdings Corp.,2030,NY,NV,1231
1117171,"CBAK Energy Technology, Inc.",3690,F4,NV,1231
1119807,TRAILBLAZER RESOURCES INC.,3089,NV,NV,1231
1122063,"FTE Networks, Inc.",4813,NY,NV,1231
1122742,"FEARLESS FILMS, INC.",7812,A6,NV,1231
1125699,DAIS Corp,3990,FL,NY,1231
1126741,GSI TECHNOLOGY INC,3674,CA,,0331
1128353,ENERTECK CORP,2890,TX,DE,1231
1130889,CANCER CAPITAL CORP,6770,UT,WY,1231
1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",5940,UT,DE,0129
1134765,"Charlie's Holdings, Inc.",2833,CA,NV,1231
1137091,"POWER SOLUTIONS INTERNATIONAL, INC.",3510,IL,IL,1231
1141788,HEALTH DISCOVERY CORP,6794,GA,GA,1231
1142790,"TAURIGA SCIENCES, INC.",2833,NY,FL,0331
1145765,GLOBAL MACRO TRUST,6221,CT,DE,1231
1157762,CHINA AUTOMOTIVE SYSTEMS INC,3714,F4,DE,1231
1159275,KIWA BIO-TECH PRODUCTS GROUP CORP,2870,CA,NV,1231
1161582,"GROWLIFE, INC.",3231,WA,DE,1231
1162283,MORGAN GROUP HOLDING CO,6200,NY,,1231
1163389,NEW PEOPLES BANKSHARES INC,6022,VA,VA,1231
1164256,"DAYBREAK OIL & GAS, INC.",1311,WA,WA,0228
1164888,"Kyto Technology & Life Science, Inc.",2834,CA,DE,0331
1166708,"Brownie's Marine Group, Inc",3949,FL,FL,1231
1169561,COMMVAULT SYSTEMS INC,7372,NJ,DE,0331
1170010,CARMAX INC,5500,VA,VA,0228
1172178,LIBERTY STAR URANIUM & METALS CORP.,1000,AZ,NV,0131
1173313,"ABVC BIOPHARMA, INC.",2834,CA,NV,1231
1178377,EMARINE GLOBAL INC.,3812,M5,NV,1231
1182737,DAKOTA TERRITORY RESOURCE CORP,1000,SD,,0331
1187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",2836,AZ,NV,1231
1205181,"Grapefruit USA, Inc",3844,CA,CA,1231
1207074,VIRTUSA CORP,7371,MA,,0331
1211351,"RTW Retailwinds, Inc.",5621,NY,,0201
1213660,BIMI International Medical Inc.,3490,F4,DE,1231
1223389,CONNS INC,5731,TX,DE,0131
1236424,NISSAN MASTER OWNER TRUST RECEIVABLES,6189,TN,DE,0331
1253347,COMMONWEALTH INCOME & GROWTH FUND V,7350,FL,,1231
12659,H&R BLOCK INC,7200,MO,MO,0630
1267425,BF Garden Tax Credit Fund V L.P.,6513,MA,,0331
1274032,"Simply, Inc.",5065,FL,MD,0129
1275229,"General Moly, Inc",1000,CO,DE,1231
1276531,"SCIENTIFIC ENERGY, INC",6794,NJ,UT,1231
1277998,MANUFACTURED HOUSING PROPERTIES INC.,6500,NC,NV,1231
1278752,APOLLO INVESTMENT CORP,,,MD,0331
1281845,UNIQUE LOGISTICS INTERNATIONAL INC,4731,NY,,0531
1282266,"WINDSTREAM HOLDINGS, INC.",4813,AR,,1231
1282980,NOVINT TECHNOLOGIES INC,3577,PA,DE,1231
1284450,"China Carbon Graphite Group, Inc.",3620,F4,NV,1231
1285543,StrikeForce Technologies Inc.,7372,NJ,WY,1231
1289308,EnerSys,3690,PA,DE,0331
1290658,"IIOT-OXYS, Inc.",7372,MA,NV,1231
1295947,Prestige Consumer Healthcare Inc.,2834,NY,,0331
1299969,"Comstock Holding Companies, Inc.",6500,VA,DE,1231
1300524,AMERICAN INTERNATIONAL HOLDINGS CORP.,8000,TX,NV,1231
1302215,"HOULIHAN LOKEY, INC.",6282,CA,,0331
1304280,Novelis Inc.,3350,GA,A6,0331
1304492,Anterix Inc.,4813,NJ,DE,0331
1309082,"CAMBER ENERGY, INC.",1311,TX,,1231
1310527,"QSAM Biosciences, Inc.",2842,TX,DE,1231
1314196,"OLB GROUP, INC.",7389,NY,DE,1231
1316517,"Kandi Technologies Group, Inc.",3711,F4,DE,1231
1316644,"AeroGrow International, Inc.",5200,CO,NV,0331
1317839,Umatrin Holding Ltd,7389,N8,DE,1231
1318268,Madison Technologies Inc.,5900,A1,NV,1231
1318482,KIDOZ INC.,7900,1A,1A,1231
1318484,Citi Trends Inc,5600,GA,DE,0129
1318641,"Statera Biopharma, Inc.",2834,CO,DE,1231
1319947,Designer Brands Inc.,5661,OH,OH,0129
1321228,"WNC Housing Tax Credit Fund VI, L.P., Series 13",6513,CA,CA,0331
1321741,GLADSTONE INVESTMENT CORPORATION\DE,,VA,DE,0331
1324948,RBC Bearings INC,3562,CT,,0402
1326089,Sundance Energy Inc.,1311,CO,,1231
1326706,"NanoVibronix, Inc.",3842,NY,DE,1231
1327688,OOMA INC,7374,CA,DE,0131
1328792,TECHPRECISION CORP,3440,MA,DE,0331
1329606,"Clean Energy Technologies, Inc.",3672,CA,NV,1231
1341439,ORACLE CORP,7372,CA,,0531
1342958,DIGITAL ALLY INC,3663,KS,NV,1231
1343465,Sun Pacific Holding Corp.,5812,NJ,NV,1231
1349929,"Vyant Bio, Inc.",8071,NJ,DE,1231
1350073,"Iconic Brands, Inc.",2080,NY,NV,0811
1351573,"Pure Harvest Corporate Group, Inc.",2080,CO,CO,1231
1351901,Commonwealth Income & Growth Fund VI,7350,FL,PA,1231
1352952,CFN Enterprises Inc.,7389,MT,DE,1231
1353499,Max Sound Corp,7374,CA,DE,1231
1353538,NEWTOWN LANE MARKETING INC,2050,NJ,,0331
1353970,China XD Plastics Co Ltd,3086,NY,NV,1231
1354866,Byrna Technologies Inc.,3690,MA,DE,1130
1355790,International Stem Cell CORP,2834,CA,DE,1231
1357878,"PEPTIDE TECHNOLOGIES, INC.",2844,NV,NV,0331
1358633,SENTIENT BRANDS HOLDINGS INC.,5734,NY,CA,1231
1358654,"RED METAL RESOURCES, LTD.",1000,A6,A1,0131
1360442,"Cannabis Sativa, Inc.",7200,NV,NV,1231
1361937,Harvest Oil & Gas Corp.,1311,TX,DE,1231
1365357,"ZZLL INFORMATION TECHNOLOGY, INC",5900,K3,,1231
1365388,"High Sierra Technologies, Inc.",6770,NV,CO,1231
1368365,"REMARK HOLDINGS, INC.",4899,NV,DE,1231
1368622,AeroVironment Inc,3721,VA,DE,0430
1371217,ReShape Weightloss Inc.,3845,CA,DE,1231
1372183,NextPlay Technologies Inc.,4700,FL,NV,0228
1373690,Indigenous Roots Corp.,1000,A1,NV,0831
1375195,CORETEC GROUP INC.,3669,MI,OK,1231
1376231,"VPR Brands, LP.",7372,,,1231
1376321,ZW Data Action Technologies Inc.,7370,F4,NV,1231
1376804,"VNUE, Inc.",7822,NY,NV,1231
1377936,SARATOGA INVESTMENT CORP.,,NY,MD,0228
1378140,"Ocean Power Technologies, Inc.",4911,NJ,NJ,0430
1379043,"XTREME FIGHTING CHAMPIONSHIPS, INC.",1000,NY,NV,1231
1381240,GSRX INDUSTRIES INC.,5400,PR,NV,1231
1384135,"Lithium & Boron Technology, Inc.",3433,F4,NV,1231
1386049,"Beyond Commerce, Inc.",7374,NV,NV,1231
1388320,"Actinium Pharmaceuticals, Inc.",2834,NY,DE,1231
1388410,"PARALLAX HEALTH SCIENCES, INC.",8000,FL,NV,1231
1389518,"Clubhouse Media Group, Inc.",7900,NV,NV,1231
1392694,"SurgePays, Inc.",7310,TN,NV,1231
1393540,IGEN NETWORKS CORP,7363,CA,NV,1231
1394108,Sino United Worldwide Consolidated Ltd.,2860,NY,NV,1231
1394638,CREATIVE LEARNING Corp,8200,FL,DE,0930
1398137,"Generation Alpha, Inc.",7380,CA,NV,1231
1399306,BrewBilt Brewing Co,3663,CA,,1231
1399352,"COOL TECHNOLOGIES, INC.",8200,FL,NV,1231
1399935,FHC Holdings Corp,5600,TX,,0201
1402328,"Sunshine Biopharma, Inc",8731,A8,CO,1231
1404804,Omnitek Engineering Corp,3714,CA,,1231
1407878,"Digital Locations, Inc.",4953,CA,NV,1231
1409171,Titan Machinery Inc.,5990,ND,DE,0131
1409375,"ORION ENERGY SYSTEMS, INC.",3640,WI,WI,0331
1409431,Theron Resource Group,1040,K3,WY,1231
1410187,Cannonau Corp.,4700,NY,,1231
1410428,"XpresSpa Group, Inc.",7200,NY,DE,1231
1411685,"VistaGen Therapeutics, Inc.",2834,CA,NV,0331
1411688,"Container Store Group, Inc.",5700,TX,,0402
1412126,RemSleep Holdings Inc.,7200,FL,NV,1231
1412408,"Phreesia, Inc.",7389,NC,DE,0131
1413754,MARIZYME INC,2834,FL,NV,1231
1413891,"HWN, INC.",4813,FL,NV,1231
1413898,DallasNews Corp,2711,TX,TX,1231
1413909,DSG Global Inc.,7373,A1,NV,1231
1414043,"Friendable, Inc.",7372,CA,NV,1231
1415744,NORTHERN MINERALS & EXPLORATION LTD.,1040,TX,NV,0731
1417664,"Value Exchange International, Inc.",7380,K3,NV,1231
1418302,Renewable Energy Acquisition Corp.,6770,MN,NV,1231
1419051,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",3841,ID,,1231
1419275,GreenBox POS,8742,CA,NV,1231
1419793,"ORIGINCLEAR, INC.",2860,FL,NV,1231
1419951,Data Storage Corp,7374,NY,NV,1231
1420368,DLT Resolution Inc.,7200,NV,NV,1231
1421204,"Inspyr Therapeutics, Inc.",2834,CA,DE,1231
1425203,Astro Aerospace Ltd.,3728,TX,NV,1231
1425627,"SOBR Safe, Inc.",2721,CO,DE,1231
1426506,SMG Industries Inc.,4700,TX,DE,1231
1429393,"Trutankless, Inc.",3630,AZ,NV,1231
1429764,Blink Charging Co.,3790,FL,NV,1231
1430523,"VERUS INTERNATIONAL, INC.",5141,MD,DE,1031
1431074,"Bergio International, Inc.",3910,NJ,,1231
1433642,Hamilton Lane INC,6282,PA,DE,0331
1434737,"SPIRITS TIME INTERNATIONAL, INC.",1311,UT,NV,1231
1435375,XG SCIENCES INC,2821,MI,MI,1231
1437283,"REGO PAYMENT ARCHITECTURES, INC.",7372,PA,DE,1231
1437491,"Ecoark Holdings, Inc.",1311,TX,NV,0331
1437517,"CYBERLOQ TECHNOLOGIES, INC.",7372,FL,,1231
1437557,"LILIS ENERGY, INC.",1311,TX,,1231
1437925,"Golden Matrix Group, Inc.",1000,NV,NV,0131
1438461,Yinfu Gold Corp.,1090,F4,WY,0331
1438901,"4Less Group, Inc.",7389,NV,NV,0131
1438943,"Vitality Biopharma, Inc.",8731,CA,NV,0331
1439288,Rexnord Corp,3560,WI,DE,1231
1443646,Booz Allen Hamilton Holding Corp,8742,VA,DE,0331
1444192,Acasti Pharma Inc.,2834,A8,A8,0331
1444706,CROSSROADS LIQUIDATING TRUST,,NE,,1231
1446159,Predictive Oncology Inc.,3842,MN,DE,1231
1446687,"Hartman Short Term Income Properties XX, Inc.",6500,TX,MD,1231
1448056,"NEW RELIC, INC.",7372,CA,DE,0331
1448705,"BASANITE, INC.",7310,FL,NV,1231
1449349,VIVOS INC,3841,WA,DE,1231
1450335,"Commonwealth Income & Growth Fund VII, LP",7350,FL,PA,1231
1451797,Changsheng International Group Ltd,2721,TN,DE,0630
1462223,"Recruiter.com Group, Inc.",7371,NY,NV,1231
1463208,"Transportation & Logistics Systems, Inc.",4700,FL,NV,1231
1465470,NaturalShrimp Inc,0900,TX,,0331
1467761,"MINIM, INC.",3661,NH,DE,1231
1468910,Millburn Multi-Markets Fund L.P.,6221,CT,DE,1231
1469038,AFF Holding Group Inc.,4813,K3,NV,1231
14693,BROWN FORMAN CORP,2080,KY,DE,0430
1471727,Better Choice Co Inc.,2080,FL,DE,1231
1471781,GBT Technologies Inc.,8742,CA,NV,1231
1473287,SMSA CRANE ACQUISITION CORP.,6770,CA,NV,1231
1473334,"Nova Lifestyle, Inc.",2510,CA,NV,1231
1473579,"Boston Therapeutics, Inc.",2834,MA,DE,1231
1474167,Cosmos Holdings Inc.,5122,IL,NV,1231
1477009,GENERAL CANNABIS CORP,2833,CO,CO,1231
1479681,"Clinigence Holdings, Inc.",7389,GA,DE,1231
1479915,CQENS Technologies Inc.,2834,MN,DE,1231
1481443,"TechCom, Inc.",6770,CA,NV,1231
1483646,"BLACKSTAR ENTERPRISE GROUP, INC.",6153,CO,DE,1231
14846,BRT Apartments Corp.,6798,NY,NY,1231
1484769,fuboTV Inc. /FL,7812,NY,FL,1231
1485029,"New Asia Holdings, Inc.",3949,U0,NV,1231
1487197,BARFRESH FOOD GROUP INC.,2030,CA,DE,1231
1487931,FISION Corp,7374,MN,,1231
1489096,"Thermon Group Holdings, Inc.",3620,TX,DE,0331
1489588,"Home Bistro, Inc. /NV/",5960,FL,NV,1231
1491419,"LiveXLive Media, Inc.",5812,CA,DE,0331
1491487,"Takung Art Co., Ltd",5990,K3,DE,1231
1492091,AUSCRETE Corp,3272,OR,,1231
