scope,horizon_quarters,window,candidate_sample,scoring,candidate,reference,deleted_unit,deleted_value,n,rmse_ratio
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q4,9,0.9067779422515154
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2026Q1,9,0.9521960315006238
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2026Q2,9,1.037057613774895
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,year,2024,6,0.85547917573349
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,year,2025,6,0.726846483788259
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,year,2026,8,0.6986605516949681
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q1,9,0.7347316392438406
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q2,9,0.7714865954193662
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q3,9,0.8021137120793806
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q4,9,0.8067002034268004
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q1,9,0.7666811543315164
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q2,9,0.7580963587539622
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q3,9,0.7319451316163064
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q4,9,0.7578772188722375
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q1,9,0.7028790841583176
common4,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q2,9,0.7915965996106321
common4,3,W1,joint,integer_interval,joint,revenue_growth,year,2024,6,0.8547060928939242
common4,3,W1,joint,integer_interval,joint,revenue_growth,year,2025,6,0.7260509042104321
common4,3,W1,joint,integer_interval,joint,revenue_growth,year,2026,8,0.6971317278544691
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q1,9,0.7338549974151627
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q2,9,0.7705689734539249
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q3,9,0.8012672219244426
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q4,9,0.8057246598651374
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q1,9,0.765726861794604
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q2,9,0.757179659084101
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q3,9,0.7310913876139555
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q4,9,0.7569329495691918
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2026Q1,9,0.7017492764114204
common4,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2026Q2,9,0.790595641187668
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2024,6,0.8992004455960592
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2025,6,0.841218735850072
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2026,8,1.4769966453645342
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q1,9,1.0182872840606292
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q2,9,0.8426010142615948
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q3,9,1.076601591562665
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q4,9,1.0018112811330444
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q1,9,0.9814109704276857
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q2,9,1.006501345619412
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q3,9,0.9357769984405169
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q4,9,0.9384968947623746
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q1,9,1.1081719290722156
common4,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q2,9,1.2040059676431507
common4,3,W1,fixed,integer_interval,fixed,guide_growth,year,2024,6,0.8976545375578915
common4,3,W1,fixed,integer_interval,fixed,guide_growth,year,2025,6,0.8408085321385388
common4,3,W1,fixed,integer_interval,fixed,guide_growth,year,2026,8,1.4782506029235252
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q1,9,1.0175724072468688
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q2,9,0.8411622538215416
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q3,9,1.0760550560103157
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q4,9,1.0012020200245217
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q1,9,0.9808657520673261
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q2,9,1.0057821207180586
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q3,9,0.935192929856475
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q4,9,0.9379206417348117
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2026Q1,9,1.1076405548680335
common4,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2026Q2,9,1.2041635711117
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2024,6,0.7383448886140077
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2025,6,0.7238122683170427
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2026,8,0.9588171236003401
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q1,9,0.7958466258150549
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q2,9,0.6770531968632844
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q3,9,0.82863120987719
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q4,9,0.8456768077833268
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q1,9,0.7891198549111302
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q2,9,0.8134966603619388
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q3,9,0.7452126243777963
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q4,9,0.7835834749466192
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q1,9,0.816915567937424
common4,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q2,9,0.918033497976896
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2024,6,0.7372380516137064
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2025,6,0.7231872647058047
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2026,8,0.9588901278507352
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q1,9,0.7952567466243939
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q2,9,0.6758771457497229
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q3,9,0.8280966803180795
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q4,9,0.8450484614239909
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q1,9,0.7885230803235321
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q2,9,0.8127774490495114
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q3,9,0.7446084264134833
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q4,9,0.7829293201016588
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q1,9,0.8163087559581763
common4,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q2,9,0.9179880249204074
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,year,2024,6,1.0418535671882345
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,year,2025,6,0.8447451183317175
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,year,2026,8,1.0762420337542213
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q1,9,0.9400905415321689
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q2,9,0.9601245379258532
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q3,9,1.042148652796803
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q4,9,0.9556385570081186
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q1,9,0.9535044530920457
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q2,9,0.9379571452150233
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q3,9,0.9191167673238682
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q4,9,0.9077085457566516
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2026Q1,9,0.953477814803867
candidate_specific,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2026Q2,9,1.0381832819799925
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,year,2024,6,1.040682586696728
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,year,2025,6,0.8441379222508482
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,year,2026,8,1.0747168701463627
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q1,9,0.9390056726454759
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q2,9,0.9590108772156556
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q3,9,1.0411920079621069
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q4,9,0.9546117102931444
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q1,9,0.9525089029279277
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q2,9,0.936981905894134
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q3,9,0.9182161690926981
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q4,9,0.9067779422515154
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2026Q1,9,0.9521960315006238
candidate_specific,3,W1,joint,integer_interval,joint,guide_growth,quarter,2026Q2,9,1.037057613774895
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,year,2024,6,0.85547917573349
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,year,2025,6,0.726846483788259
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,year,2026,8,0.6986605516949681
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q1,9,0.7347316392438406
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q2,9,0.7714865954193662
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q3,9,0.8021137120793806
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q4,9,0.8067002034268004
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q1,9,0.7666811543315164
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q2,9,0.7580963587539622
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q3,9,0.7319451316163064
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q4,9,0.7578772188722375
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q1,9,0.7028790841583176
candidate_specific,3,W1,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q2,9,0.7915965996106321
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,year,2024,6,0.8547060928939242
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,year,2025,6,0.7260509042104321
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,year,2026,8,0.6971317278544691
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q1,9,0.7338549974151627
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q2,9,0.7705689734539249
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q3,9,0.8012672219244426
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2024Q4,9,0.8057246598651374
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q1,9,0.765726861794604
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q2,9,0.757179659084101
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q3,9,0.7310913876139555
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2025Q4,9,0.7569329495691918
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2026Q1,9,0.7017492764114204
candidate_specific,3,W1,joint,integer_interval,joint,revenue_growth,quarter,2026Q2,9,0.790595641187668
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2023,10,1.0037744017572778
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2024,9,1.1219369962153458
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2025,9,1.061604108699054
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,year,2026,11,1.3167621445712248
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2023Q2,12,0.9571854289531485
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2023Q3,12,1.185585436970479
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2023Q4,12,1.1200920331321693
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q1,12,1.1398751233257165
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q2,12,1.0708960623056352
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q3,12,1.1754536447523145
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q4,12,1.1300713535257751
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q1,12,1.1209032597565223
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q2,12,1.1324601594176509
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q3,12,1.1006014030633593
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q4,12,1.1017869992271887
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q1,12,1.187749843710262
candidate_specific,3,W1,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q2,12,1.2333081826943884
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,year,2023,10,1.0031268558157407
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,year,2024,9,1.122040422180473
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,year,2025,9,1.0620774992314659
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,year,2026,11,1.3174035533997415
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2023Q2,12,0.9563867903139835
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2023Q3,12,1.1858970788626957
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2023Q4,12,1.1203815603055973
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q1,12,1.1400791358545297
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q2,12,1.0709969736952063
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q3,12,1.175769953563655
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2024Q4,12,1.1303391585158313
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q1,12,1.1212175317115056
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q2,12,1.1326700122641706
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q3,12,1.1009483685511592
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2025Q4,12,1.1021346066146667
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2026Q1,12,1.1880337397916276
candidate_specific,3,W1,fixed,integer_interval,fixed,guide_growth,quarter,2026Q2,12,1.2338790703775633
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2023,10,0.7988423043689048
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2024,9,1.1152258477343644
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2025,9,1.0467798996051296
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,year,2026,11,1.2245442470033001
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2023Q2,12,0.801058441519609
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2023Q3,12,1.073027676648116
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2023Q4,12,1.0557068310739917
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q1,12,1.0552963921968366
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q2,12,1.0160497684585905
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q3,12,1.1007309812327726
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q4,12,1.0994457898568646
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q1,12,1.0545695961429933
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q2,12,1.0696927833882208
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q3,12,1.0282839085764717
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q4,12,1.0637857961433477
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q1,12,1.0773677976101002
candidate_specific,3,W1,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q2,12,1.1890585566020881
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2023,10,0.7982077188066689
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2024,9,1.1159491280041944
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2025,9,1.0474095197622966
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,year,2026,11,1.2259389775239322
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2023Q2,12,0.800370935147692
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2023Q3,12,1.0736627902065194
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2023Q4,12,1.0563157436012465
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q1,12,1.0559064551048356
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q2,12,1.0165674998170058
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q3,12,1.1014998946379888
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q4,12,1.1000771585271238
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q1,12,1.0551784606134245
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q2,12,1.0702248473047846
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q3,12,1.028936317269676
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q4,12,1.064428637618114
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q1,12,1.0779865198722924
candidate_specific,3,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q2,12,1.1903954533747292
common4,3,W2,joint,raw_midpoint,joint,fixed,year,2024,6,1.158644407140628
common4,3,W2,joint,raw_midpoint,joint,fixed,year,2025,6,1.0041919923218092
common4,3,W2,joint,raw_midpoint,joint,fixed,year,2026,8,0.7286692472402986
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q1,9,0.9232075822290201
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q2,9,1.13947707357942
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q3,9,0.9679984322558409
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q4,9,0.9539107564523484
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q1,9,0.9715649017827072
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q2,9,0.9318985506549861
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q3,9,0.9821963660739544
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q4,9,0.9671939788212954
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2026Q1,9,0.8604060342894069
common4,3,W2,joint,raw_midpoint,joint,fixed,quarter,2026Q2,9,0.8622741995309565
common4,3,W2,joint,integer_interval,joint,fixed,year,2024,6,1.1593352934280827
common4,3,W2,joint,integer_interval,joint,fixed,year,2025,6,1.0039597482483216
common4,3,W2,joint,integer_interval,joint,fixed,year,2026,8,0.7270194025430486
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2024Q1,9,0.9227900304274542
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2024Q2,9,1.140102129950206
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2024Q3,9,0.9676010554910913
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2024Q4,9,0.9534656255185779
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2025Q1,9,0.9710899793578969
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2025Q2,9,0.9315953093550658
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2025Q3,9,0.9818467823891887
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2025Q4,9,0.9667960186634835
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2026Q1,9,0.8596615818333505
common4,3,W2,joint,integer_interval,joint,fixed,quarter,2026Q2,9,0.8612265298953276
common4,3,W2,joint,raw_midpoint,joint,guide_growth,year,2024,6,1.0418535671882345
common4,3,W2,joint,raw_midpoint,joint,guide_growth,year,2025,6,0.8447451183317175
common4,3,W2,joint,raw_midpoint,joint,guide_growth,year,2026,8,1.0762420337542213
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q1,9,0.9400905415321689
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q2,9,0.9601245379258532
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q3,9,1.042148652796803
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q4,9,0.9556385570081186
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q1,9,0.9535044530920457
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q2,9,0.9379571452150233
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q3,9,0.9191167673238682
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q4,9,0.9077085457566516
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2026Q1,9,0.953477814803867
common4,3,W2,joint,raw_midpoint,joint,guide_growth,quarter,2026Q2,9,1.0381832819799925
common4,3,W2,joint,integer_interval,joint,guide_growth,year,2024,6,1.040682586696728
common4,3,W2,joint,integer_interval,joint,guide_growth,year,2025,6,0.8441379222508482
common4,3,W2,joint,integer_interval,joint,guide_growth,year,2026,8,1.0747168701463627
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q1,9,0.9390056726454759
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q2,9,0.9590108772156556
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q3,9,1.0411920079621069
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q4,9,0.9546117102931444
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q1,9,0.9525089029279277
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q2,9,0.936981905894134
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q3,9,0.9182161690926981
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q4,9,0.9067779422515154
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2026Q1,9,0.9521960315006238
common4,3,W2,joint,integer_interval,joint,guide_growth,quarter,2026Q2,9,1.037057613774895
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,year,2024,6,0.85547917573349
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,year,2025,6,0.726846483788259
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,year,2026,8,0.6986605516949681
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q1,9,0.7347316392438406
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q2,9,0.7714865954193662
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q3,9,0.8021137120793806
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q4,9,0.8067002034268004
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q1,9,0.7666811543315164
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q2,9,0.7580963587539622
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q3,9,0.7319451316163064
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q4,9,0.7578772188722375
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q1,9,0.7028790841583176
common4,3,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q2,9,0.7915965996106321
common4,3,W2,joint,integer_interval,joint,revenue_growth,year,2024,6,0.8547060928939242
common4,3,W2,joint,integer_interval,joint,revenue_growth,year,2025,6,0.7260509042104321
common4,3,W2,joint,integer_interval,joint,revenue_growth,year,2026,8,0.6971317278544691
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q1,9,0.7338549974151627
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q2,9,0.7705689734539249
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q3,9,0.8012672219244426
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q4,9,0.8057246598651374
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q1,9,0.765726861794604
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q2,9,0.757179659084101
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q3,9,0.7310913876139555
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q4,9,0.7569329495691918
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2026Q1,9,0.7017492764114204
common4,3,W2,joint,integer_interval,joint,revenue_growth,quarter,2026Q2,9,0.790595641187668
common4,3,W2,fixed,raw_midpoint,fixed,guide_growth,year,2024,6,0.8992004455960592
common4,3,W2,fixed,raw_midpoint,fixed,guide_growth,year,2025,6,0.841218735850072
