method,object,spec_id,target,window,horizon_q,weighting,n,first_quarter,last_quarter,mae,rmse,bias,crps,pinball_mean,cov80,cov90,pit_mean,ratio_seasonal_naive,n_match_seasonal_naive,ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,ratio_trailing4,n_match_trailing4,ratio_pct_rev_last4,n_match_pct_rev_last4,ratio_guide_implied,n_match_guide_implied,ratio_q_guide_implied,n_match_q_guide_implied,ratio_street,n_match_street,beats_seasonal_naive,survives_both_windows,mae_full_sample,hindsight_gap_mae,hindsight_share,n_params,n_obs,param_obs_ratio,conformal_cov_empirical,replays_present,survives_both_windows_eq_and_rw
below-ebitda,eps,ebitda_known|rw,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,298.5283349592963,796.7993358483636,-139.6132829191353,871.6552273928413,430.6553120843621,1.0,1.0,0.5138178923724687,0.4751656230383252,14,0.2551165229453453,14,,0,,0,,0,,0,0.8732134350965799,14,True,True,298.5828720339699,-0.05453707467364666,-0.0001826864263356531,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_known|eq,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,300.04201364855646,796.9803120255161,-144.38700734988095,863.3864730546941,426.3238299899953,1.0,1.0,0.518489159207989,0.4775749356335946,14,0.2564100833844682,14,,0,,0,,0,,0,0.8776410368117125,14,True,True,298.4027513775549,1.6392622710015416,0.005463442439503266,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,320.0520966670615,810.0601758807032,-148.22649978969892,859.9349346295993,423.4257073799839,1.0,1.0,0.5103182140090584,0.5094248555610716,14,0.2735103120921544,14,,0,,0,,0,,0,0.936171739873916,14,True,True,327.5762013948711,-7.524104727809572,-0.0235089999602053,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,320.60392882785374,809.8418743424367,-143.45277535895318,868.716265403735,427.9041213944937,1.0,1.0,0.5047404642262204,0.5103032032480043,14,0.2739818971500012,14,,0,,0,,0,,0,0.9377858823196832,14,True,True,327.96169507879654,-7.357766250942802,-0.0229497070664206,6,14,0.4285714285714285,1.0,2,True
baselines-margin,street,street|net_income_musd|h0|PIT,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,341.87327285714287,841.1773063022931,-165.23608571428576,409.4468152769383,198.6679990927591,0.8571428571428572,0.9285714285714286,0.5627648242190668,0.5441574807947963,14,0.292158265885051,14,,0,,0,,0,,0,1.0,14,True,True,,,,1,14,0.0714285714285714,0.875,1,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h0|PIT,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,628.261642857143,1204.431033235462,-56.97592857142864,637.8305039853668,287.5196314512738,0.8571428571428572,0.8571428571428572,0.5093014589276419,1.0,14,0.5369002103183893,14,,0,,0,,0,,0,1.8377033033514487,14,False,False,,,,1,14,0.0714285714285714,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h0|PIT,net_income_musd,W1,0,equal,14,2023Q1,2026Q2,1170.164642857143,1846.6245374886232,6.461785714285719,1019.1964261046606,434.19494875417416,0.7142857142857142,0.8571428571428572,0.5013809145836865,1.862543505816446,14,1.0,14,,0,,0,,0,,0,3.422802353274672,14,False,False,,,,1,14,0.0714285714285714,1.0,1,False
below-ebitda,eps,ebitda_known|rw,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,138.44515916114972,485.259206727699,-43.42622417298551,518.9103952478056,258.5240408490366,1.0,1.0,0.5249128269097296,0.3560532866645152,14,0.1770857414806416,14,,0,,0,,0,,0,0.8118230745171742,14,True,True,140.55938422821674,-2.114225067067025,-0.015271209769104848,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_known|eq,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,138.9243972386547,485.3412830962873,-47.25646353701276,516.4077770628919,257.21595217035696,1.0,1.0,0.5324793036373747,0.3572857912433991,14,0.1776987367692811,14,,0,,0,,0,,0,0.814633259660975,14,True,True,141.6772724534495,-2.752875214794784,-0.019815635478811468,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,164.35973107743555,495.53003340140486,-42.15553947527098,520.3112984532917,257.8080352756661,1.0,1.0,0.519181835955107,0.4227003876480704,14,0.2102331711976113,14,,0,,0,,0,,0,0.963782504340122,14,True,True,173.12409579830506,-8.764364720869509,-0.0533242824347304,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,164.9214904541414,495.4345153036312,-38.32530011124371,523.1663397647452,259.2411182600869,1.0,1.0,0.5105728592472683,0.4241451205199356,14,0.2109517198009747,14,,0,,0,,0,,0,0.9670765828553944,14,True,True,172.03812210490034,-7.116631650758933,-0.0431516331265379,6,14,0.4285714285714285,1.0,2,True
baselines-margin,street,street|net_income_musd|h0|PIT,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,170.5361223484427,514.2157780037378,-55.58451595663978,287.1645924215446,140.6374384576864,0.955710753005864,0.9740559597781268,0.5172546521755687,0.4385848318936676,14,0.2181334172916459,14,,0,,0,,0,,0,1.0,14,True,True,,,,1,14,0.0714285714285714,0.875,1,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h0|PIT,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,388.8326954038124,891.0006399258431,18.39051560886474,488.2318812396296,226.10206646024804,0.922167879334381,0.922167879334381,0.5000493710517967,1.0,14,0.4973574128175301,14,,0,,0,,0,,0,2.280060611495211,14,False,False,,,,1,14,0.0714285714285714,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h0|PIT,net_income_musd,W1,0,recency,14,2023Q1,2026Q2,781.7973259935442,1452.5058707751332,-34.74205528158652,808.249356852347,356.786766107712,0.8296093676630765,0.9074414883286954,0.503799104445638,2.0106265116970894,14,1.0,14,,0,,0,,0,,0,4.584350313748549,14,False,False,,,,1,14,0.0714285714285714,1.0,1,False
below-ebitda,eps,ebitda_known|rw,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,41.65057028485687,47.67273006013133,8.408435429730023,630.3486975656456,321.32899939399687,1.0,1.0,0.5056775573711517,0.0913189438387565,10,0.044299691857963,10,,0,,0,,0,,0,0.5406701762996401,10,True,True,44.0940465248658,-2.443476240008934,-0.058666093244282,6,10,0.6,1.0,2,True
below-ebitda,eps,ebitda_known|eq,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,41.72522282462156,47.55955503940166,4.526143896617559,625.0935748739599,318.628188390774,1.0,1.0,0.5118572627386441,0.0914826196549475,10,0.044379092559691,10,,0,,0,,0,,0,0.5416392483089726,10,True,True,45.62173386388724,-3.8965110392656825,-0.09338502650167747,6,10,0.6,1.0,2,True
baselines-margin,street,street|net_income_musd|h0|PIT,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,77.03508000000001,100.07721838105144,16.118809999999993,218.10410064094856,107.63679803551967,1.0,1.0,0.4934070646571029,0.1688995395746546,10,0.0819347798340778,10,,0,,0,,0,,0,1.0,10,True,True,,,,1,10,0.1,0.75,1,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,78.51811521403482,96.00288915176242,17.53939617693758,628.9375113217299,318.52695620535195,1.0,1.0,0.498936523407695,0.1721510967200938,10,0.0835121412614707,10,,0,,0,,0,,0,1.0192514269347783,10,True,True,89.5895312747477,-11.071416060712878,-0.14100460805169585,6,10,0.6,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,79.36950124882422,95.89014072935286,21.421687710050023,634.4609626291503,321.31471147171305,1.0,1.0,0.4915118953282465,0.1740177620013686,10,0.0844176784182346,10,,0,,0,,0,,0,1.0303033533401178,10,True,True,88.34936617424081,-8.979864925416592,-0.11313999438228321,6,10,0.6,1.0,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h0|PIT,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,456.1,989.30212776482,210.1,531.9745641378167,243.56833418102323,0.9,0.9,0.4720441129518155,1.0,10,0.4851095511593278,10,,0,,0,,0,,0,5.920679254178747,10,False,False,,,,1,10,0.1,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h0|PIT,net_income_musd,W2,0,equal,10,2024Q1,2026Q2,940.2,1571.9513987397956,-84.2,871.0587246216287,376.75551207685226,0.8,0.9,0.5045734306805084,2.0613900460425345,10,1.0,10,,0,,0,,0,,0,12.204829280374607,10,False,False,,,,1,10,0.1,1.0,1,False
below-ebitda,eps,ebitda_known|rw,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,40.77545119798599,44.94323405790156,5.536736687960866,415.0232954260324,210.7163269457029,1.0,1.0,0.5239916826336147,0.1325290278475092,10,0.0631110043569946,10,,0,,0,,0,,0,0.5764517781403322,10,True,True,43.55443380703481,-2.7789826090488248,-0.06815332577328014,6,10,0.6,1.0,2,True
below-ebitda,eps,ebitda_known|eq,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,40.91417537051904,45.06614845224476,1.9456549794104256,413.9652743747627,210.1701391750844,1.0,1.0,0.5322804958892509,0.1329799113861239,10,0.0633257174159536,10,,0,,0,,0,,0,0.5784129531507433,10,True,True,45.14057600949288,-4.226400638973843,-0.10329917689161594,6,10,0.6,1.0,2,True
baselines-margin,street,street|net_income_musd|h0|PIT,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,70.73523362098044,89.57578659497999,3.896546583657386,214.45648398546803,106.12221696009004,1.0,1.0,0.4983984238779278,0.2299047949423554,10,0.1094818452301327,10,,0,,0,,0,,0,1.0,10,True,True,,,,1,10,0.1,0.75,1,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,72.14939271383258,88.31372312523344,13.8071714309709,420.7734787025698,211.9276029593241,1.0,1.0,0.5170718530160152,0.2345011175897101,10,0.1116706377032589,10,,0,,0,,0,,0,1.0199922870182294,10,True,True,81.79154823438522,-9.642155520552635,-0.13364153401535184,6,10,0.6,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,72.7641110907602,88.31573788083578,17.398253139521337,422.1330876869804,212.5894128889749,1.0,1.0,0.5076362007974341,0.2364990851535428,10,0.1126220801281687,10,,0,,0,,0,,0,1.028682699779449,10,True,True,80.24074718289742,-7.476636092137227,-0.10275169970552464,6,10,0.6,1.0,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h0|PIT,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,307.67185016178564,758.2174110850284,97.6292943151662,439.0847746878866,205.8816777539422,0.9425407681239968,0.9425407681239968,0.4897750972531121,1.0,10,0.4762051407304635,10,,0,,0,,0,,0,4.349626549766969,10,False,False,,,,1,10,0.1,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h0|PIT,net_income_musd,W2,0,recency,10,2024Q1,2026Q2,646.0909886227598,1263.0257900855718,-85.60449725368565,726.7548294790655,325.7218407952643,0.8742098407544625,0.9316690726304656,0.5074816412540298,2.099935331370161,10,1.0,10,,0,,0,,0,,0,9.13393447012135,10,False,False,,,,1,10,0.1,1.0,1,False
below-ebitda,eps,ebitda_known|rw,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,317.25784203032407,825.6422810059516,-150.29734407882597,327.8158367929646,151.71564050297002,0.8461538461538463,0.9230769230769232,0.5054617369858939,0.4762602060000908,13,0.2602199343634327,13,,0,,0,,0,,0,0.8165132132387017,13,True,True,328.319866711509,-11.062024681184937,-0.034867616227836566,6,13,0.4615384615384615,1.0,2,True
below-ebitda,eps,ebitda_known|eq,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,317.7478062592505,826.6342948991452,-155.09728607535905,332.804871263203,153.7890172893016,0.9230769230769232,0.9230769230769232,0.5086512720555998,0.476995729078442,13,0.2606218108266771,13,,0,,0,,0,,0,0.8177742136425771,13,True,True,331.39715341771625,-13.64934715846573,-0.04295654254597504,6,13,0.4615384615384615,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,362.25333751891617,794.4281650031904,-151.79760239959217,327.1847932791012,149.20264052438696,0.9230769230769232,0.9230769230769232,0.5127520051884639,0.5438064132532585,13,0.2971259563163035,13,,0,,0,,0,,0,0.9323162344265792,13,True,True,364.220345205029,-1.9670076861128223,-0.005429922881000673,6,13,0.4615384615384615,0.8571428571428571,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,364.0346736552006,795.5691444474892,-156.59754439612524,331.8853831681424,151.33231571337413,0.9230769230769232,0.9230769230769232,0.5165151474136188,0.5464805142614255,13,0.2985870365830564,13,,0,,0,,0,,0,0.9369007845930544,13,True,True,366.1292557966392,-2.0945821414385932,-0.005753798451140123,6,13,0.4615384615384615,0.8571428571428571,2,True
baselines-margin,street,street|net_income_musd|h1|PIT,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,388.5520000000002,890.1116799181974,-154.0480107692308,478.5229346389359,234.4450513058649,0.7692307692307694,0.7692307692307694,0.5230237076399743,0.5832853630267703,13,0.3186965380894079,13,,0,,0,,0,,0,1.0,13,True,True,,,,1,13,0.0769230769230769,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h1|PIT,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,666.1439230769233,1249.3296087294486,-50.91315384615383,678.3238319648314,316.13741317991133,0.7692307692307694,0.7692307692307694,0.506510695507094,1.0,13,0.5463818540476235,13,,0,,0,,0,,0,1.7144266998417796,13,False,False,,,,1,13,0.0769230769230769,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h1|PIT,net_income_musd,W1,1,equal,13,2023Q2,2026Q2,1219.1911538461538,1737.4525826016977,16.94284615384621,958.34197831988,399.0030272842593,0.6923076923076924,0.9230769230769232,0.4977895535115219,1.830221835867994,13,1.0,13,,0,,0,,0,,0,3.1377811820455284,13,False,False,,,,1,13,0.0769230769230769,1.0,1,False
below-ebitda,eps,ebitda_known|eq,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,137.16181680245305,489.4841346079374,-49.89388083994306,181.9270745722661,85.83244337585845,0.973571116444542,0.973571116444542,0.5075697035447841,0.3485142883320908,13,0.1628002729733099,13,,0,,0,,0,,0,0.705640643670293,13,True,True,151.6345788438945,-14.472762041441456,-0.10551596923133363,6,13,0.4615384615384615,1.0,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,137.6127735080912,488.9441312925985,-46.14062666629879,174.44153811823648,82.12014319296021,0.942141700078813,0.973571116444542,0.5066037537861686,0.3496601236600117,13,0.1633355230632295,13,,0,,0,,0,,0,0.7079606288341834,13,True,True,149.95156176716142,-12.338788259070213,-0.08966310281032691,6,13,0.4615384615384615,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,190.13673100626784,478.0045458283028,-59.40505249506933,184.88417617597847,84.47389699171676,0.973571116444542,0.973571116444542,0.530599541255967,0.483118181409613,13,0.2256773235561255,13,,0,,0,,0,,0,0.9781745997566044,13,True,True,196.08252774589965,-5.945796739631817,-0.03127116316855061,6,13,0.4615384615384615,0.8571428571428571,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,190.9415362311481,478.6865862445064,-63.1583066687136,190.14845984658947,87.2512862407994,0.973571116444542,0.973571116444542,0.5312478055057609,0.4851631099964009,13,0.2266325639674534,13,,0,,0,,0,,0,0.9823149887522652,13,True,True,196.92735073226763,-5.985814501119535,-0.031348938629430986,6,13,0.4615384615384615,0.8571428571428571,2,True
baselines-margin,street,street|net_income_musd|h1|PIT,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,194.37913339150177,531.0329802014506,-31.1044253033376,314.9277236219449,154.51827580335282,0.9199177466378706,0.9199177466378706,0.4971341043543953,0.4938976963108893,13,0.230712721033934,13,,0,,0,,0,,0,1.0,13,True,True,,,,1,13,0.0769230769230769,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h1|PIT,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,393.561530744917,899.0960161168942,21.27188505668454,498.16162150913686,235.19161071230215,0.8892839329678972,0.8892839329678972,0.5007086715666607,1.0,13,0.4671265380608486,13,,0,,0,,0,,0,2.024710800372997,13,False,False,,,,1,13,0.0769230769230769,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h1|PIT,net_income_musd,W1,1,recency,13,2023Q2,2026Q2,842.5158895460809,1376.8686734448286,-44.363148476955466,767.3273683102769,330.678434097132,0.8085850926461026,0.973571116444542,0.5083659133541611,2.1407475673534493,13,1.0,13,,0,,0,,0,,0,4.334394720492748,13,False,False,,,,1,13,0.0769230769230769,1.0,1,False
below-ebitda,eps,ebitda_known|eq,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,36.354961041719264,46.9642989476875,9.695065130579284,114.9943710760278,56.99381916729937,1.0,1.0,0.4984653940023225,0.0741265630664869,9,0.0369002649571978,9,,0,,0,,0,,0,0.3653209298323063,9,True,True,57.39204443028304,-21.03708338856378,-0.5786578443701975,6,9,0.6666666666666666,1.0,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,38.48499083162379,48.85316612786406,13.59908979279059,106.51056450513764,52.5148528828272,1.0,1.0,0.4964767377775146,0.0784696233540131,9,0.0390622439928514,9,,0,,0,,0,,0,0.3867250089764283,9,True,True,55.59700767222524,-17.11201684060145,-0.4446413126475323,6,9,0.6666666666666666,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,98.00240059931292,122.04036370032696,6.978524125227377,120.1027299968246,55.97819306460852,1.0,1.0,0.5098691601683474,0.1998236532382909,9,0.0994723813458685,9,,0,,0,,0,,0,0.9847989679222616,9,True,True,100.81317100451813,-2.8107704052052043,-0.028680628107235467,6,9,0.6666666666666666,0.6666666666666666,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,98.7325397879866,121.40165631193496,3.0744994630160534,127.03923618859108,59.626191262436365,1.0,1.0,0.5116083494458341,0.2013123828934933,9,0.1002134722106552,9,,0,,0,,0,,0,0.992135934313374,9,True,True,100.92055337482472,-2.1880135868381245,-0.022161017953519248,6,9,0.6666666666666666,0.6666666666666666,2,True
baselines-margin,street,street|net_income_musd|h1|PIT,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,99.51513333333332,114.27355556014182,66.87699333333332,232.66426647636223,113.83450803773724,1.0,1.0,0.4758431259064456,0.2029080652469415,9,0.1010078042178865,9,,0,,0,,0,,0,1.0,9,True,True,,,,1,9,0.1111111111111111,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h1|PIT,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,490.4444444444444,1041.664159996984,249.77777777777771,555.7039956552294,257.1931283205693,0.8888888888888888,0.8888888888888888,0.4760126370273048,1.0,9,0.4978008345550919,9,,0,,0,,0,,0,4.928340323894903,9,False,False,,,,1,9,0.1111111111111111,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h1|PIT,net_income_musd,W2,1,equal,9,2024Q2,2026Q2,985.222222222222,1495.9593354544545,-77.88888888888891,827.3109572209731,349.7615035502781,0.7777777777777777,1.0,0.5196029524754978,2.0088355233348434,9,1.0,9,,0,,0,,0,,0,9.90022511372363,9,False,False,,,,1,9,0.1111111111111111,1.0,1,False
below-ebitda,eps,ebitda_known|eq,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,37.0172592417148,44.75329661852879,1.3239596473415605,103.8108404924162,51.21180739615343,1.0,1.0,0.5071691146208379,0.1177107760562717,9,0.0526645414596525,9,,0,,0,,0,,0,0.4080429555099304,9,True,True,52.96498629373589,-15.947727052021094,-0.4308186877879273,6,9,0.6666666666666666,1.0,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,38.25706554295338,45.48851583939842,4.7865387799646735,94.96820999457482,46.59926142312578,1.0,1.0,0.506869778726648,0.1216532224952504,9,0.0544284167894591,9,,0,,0,,0,,0,0.4217093975367116,9,True,True,51.74902659491392,-13.491961051960544,-0.3526658634288705,6,9,0.6666666666666666,1.0,2,True
baselines-margin,street,street|net_income_musd|h1|PIT,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,90.71902539146744,105.5984474195326,39.0504509741349,226.54249827661135,111.19135011240768,1.0,1.0,0.4857158548273581,0.2884764323627859,9,0.1290661699914357,9,,0,,0,,0,,0,1.0,9,True,True,,,,1,9,0.1111111111111111,1.0,1,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,95.40916550271342,118.83508033575625,-13.600556669217296,110.8950914983862,51.293510493611954,1.0,1.0,0.5364927371305662,0.3033905573849127,9,0.1357388433173404,9,,0,,0,,0,,0,1.0516996307114992,9,True,True,101.21362172827652,-5.804456225563101,-0.060837511731491066,6,9,0.6666666666666666,0.6666666666666666,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,95.9714448537806,119.061520642886,-17.063135801840417,116.89557468566424,54.57336173484402,1.0,1.0,0.5359800161693703,0.30517854331716,9,0.1365387994676006,9,,0,,0,,0,,0,1.0578976619253582,9,True,True,101.47983125967436,-5.508386405893759,-0.05739609749844011,6,9,0.6666666666666666,0.6666666666666666,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h1|PIT,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,314.4763842523532,773.5150462814071,107.98946861478925,444.9842143899746,210.40382738864895,0.9401073406024714,0.9401073406024714,0.4950602431432309,1.0,9,0.4474062887366929,9,,0,,0,,0,,0,3.466487684312481,9,False,False,,,,1,9,0.1111111111111111,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h1|PIT,net_income_musd,W2,1,recency,9,2024Q2,2026Q2,702.8877156383211,1207.6594645938287,-120.57918305380733,693.8231013427167,304.0054003150553,0.855406329395894,1.0,0.5224522398971517,2.2351049262709823,9,1.0,9,,0,,0,,0,,0,7.747963700064517,9,False,False,,,,1,9,0.1111111111111111,1.0,1,False
below-ebitda,eps,ebitda_known|eq,net_income_musd,W1,2,equal,12,2023Q3,2026Q2,346.33365913638306,872.6183107273089,-160.24951071839027,360.50514864053537,164.9213315095322,0.9166666666666669,0.9166666666666669,0.5088934576383503,0.4954281312359511,12,0.2916512391753069,12,,0,,0,,0,,0,,0,True,True,368.1361871369084,-21.802528000525342,-0.06295237966443136,6,12,0.5,0.8333333333333334,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W1,2,equal,12,2023Q3,2026Q2,347.3262805273915,867.9308370182581,-155.32863491084504,354.96851913522846,162.24960214186032,0.9166666666666669,0.9166666666666669,0.5053004463287314,0.4968480699216636,12,0.2924871361523474,12,,0,,0,,0,,0,,0,True,True,365.0600735059992,-17.73379297860771,-0.05105802230594283,6,12,0.5,0.8333333333333334,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W1,2,equal,12,2023Q3,2026Q2,386.3798985396196,798.1974445099512,-100.4300217548255,341.7698605877479,153.08626727664745,0.9166666666666669,0.9166666666666669,0.4849088568210085,0.55271402600011,12,0.3253746011361078,12,,0,,0,,0,,0,,0,True,True,396.5044891779128,-10.12459063829317,-0.026203719905100058,6,12,0.5,0.8333333333333334,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W1,2,equal,12,2023Q3,2026Q2,386.5709558204432,802.4538182390258,-105.35089756237068,345.28084641971293,154.61470136477575,0.9166666666666669,0.9166666666666669,0.4893244698691942,0.5529873322442492,12,0.3255354924940101,12,,0,,0,,0,,0,,0,True,True,398.6359228735489,-12.064967053105704,-0.031210226405911656,6,12,0.5,0.8333333333333334,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h2|PIT,net_income_musd,W1,2,equal,12,2023Q3,2026Q2,699.0593333333334,1297.9853274383856,-32.55933333333334,722.8989361949051,341.5318187604332,0.75,0.75,0.5121249813344807,1.0,12,0.5886852618718292,12,,0,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h2|PIT,net_income_musd,W1,2,equal,12,2023Q3,2026Q2,1187.4924999999998,1727.017912242999,50.95133333333334,926.660460212092,381.2283232211148,0.75,0.9166666666666669,0.4886154264145004,1.6987005871699974,12,1.0,12,,0,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,1.0,1,False
below-ebitda,eps,ebitda_known|eq,net_income_musd,W1,2,recency,12,2023Q3,2026Q2,145.4482531909925,502.6371039393582,-52.39030435980211,209.4481595872444,99.04134299889722,0.9729704121424684,0.9729704121424684,0.5060601480587817,0.3669751268400556,12,0.1732963895851953,12,,0,,0,,0,,0,,0,True,True,164.35057162094878,-18.902318429956296,-0.1299590611455133,6,12,0.5,0.8333333333333334,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W1,2,recency,12,2023Q3,2026Q2,146.88096865787824,500.0304667342487,-48.47209951842586,202.6036518833884,95.50530016257387,0.9729704121424684,0.9729704121424684,0.503570348929315,0.3705899584289624,12,0.1750034188018895,12,,0,,0,,0,,0,,0,True,True,162.78617656008427,-15.90520790220603,-0.10828637670039579,6,12,0.5,0.8333333333333334,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W1,2,recency,12,2023Q3,2026Q2,198.04333101594028,474.0242803971104,-31.033015862275036,209.80139345414904,96.17856448202237,0.9729704121424684,0.9729704121424684,0.5002129819743465,0.4996758292034451,12,0.2359615429785966,12,,0,,0,,0,,0,,0,True,True,210.6891607063599,-12.645829690419617,-0.06385385271772555,6,12,0.5,0.8333333333333334,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W1,2,recency,12,2023Q3,2026Q2,198.5628967704477,471.81959918591576,-27.114811020898838,205.33616065355352,93.93120954392349,0.9729704121424684,0.9729704121424684,0.4972604434829751,0.5009867264090083,12,0.2365805869851961,12,,0,,0,,0,,0,,0,True,True,209.7565073890997,-11.193610618652002,-0.05637312307944712,6,12,0.5,0.8333333333333334,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h2|PIT,net_income_musd,W1,2,recency,12,2023Q3,2026Q2,396.34362809113605,908.3369597147564,27.918571071405644,501.5544032634658,237.8980463052651,0.8867674582316376,0.8867674582316376,0.5060725428835675,1.0,12,0.472229251822633,12,,0,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h2|PIT,net_income_musd,W1,2,recency,12,2023Q3,2026Q2,839.3034242614026,1413.8794564238435,-25.96076136244046,763.2097323527344,326.4998006881523,0.8365959109313668,0.9090836658592656,0.501797003967368,2.117615535548389,12,1.0,12,,0,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,1.0,1,False
