period,currency,usd_per_unit,reference_usd_per_unit,information_date,reference_basis,source_ref,evidence_status,rate_status,quote_cutoff,observed_daily_n,flat_weekday_n,foreign_usd_multiplier,averaging,fx_scenario
2025-06,USD,1,1,2026-09-11,fixed_2025_daily_average_usd_per_unit,USD identity,identity,observed,2025-06-30,0,0,0.95,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx0.95
2025-06,GBP,1.35773,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2025-06-30,20,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-07,GBP,1.34887727273,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2025-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-08,GBP,1.34557619048,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2025-08-29,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-09,GBP,1.35063809524,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2025-09-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q1,GBP,1.26049180328,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2025-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q2,GBP,1.3353015873,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2025-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-06,GBP,1.33377619048,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2026-06-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-07,GBP,1.33834090909,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2026-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-08,GBP,1.35469047619,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2026-08-31,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-09,GBP,1.40742681818,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed_plus_flat,2026-09-04,4,18,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q1,GBP,1.34781803279,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2026-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q2,GBP,1.34293492063,1.3191872,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSUK,public_FRED_time_average_proxy,observed,2026-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-06,CAD,0.731632376954,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2025-06-30,20,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-07,CAD,0.730418453805,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2025-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-08,CAD,0.724793261356,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2025-08-29,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-09,CAD,0.72285322675,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2025-09-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q1,CAD,0.696920866666,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2025-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q2,CAD,0.722454381554,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2025-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-06,CAD,0.712639053289,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2026-06-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-07,CAD,0.709000806522,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2026-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-08,CAD,0.719332678694,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2026-08-31,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-09,CAD,0.752353438173,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed_plus_flat,2026-09-04,4,18,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q1,CAD,0.729215326177,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2026-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q2,CAD,0.722892120875,0.715917724751,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXCAUS,public_FRED_time_average_proxy,observed,2026-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-06,AUD,0.650895,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2025-06-30,20,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-07,AUD,0.653568181818,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2025-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-08,AUD,0.649504761905,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2025-08-29,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-09,AUD,0.659757142857,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2025-09-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q1,AUD,0.627660655738,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2025-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q2,AUD,0.640792063492,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2025-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-06,AUD,0.702514285714,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2026-06-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-07,AUD,0.6971,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2026-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-08,AUD,0.710333333333,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2026-08-31,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-09,AUD,0.749945909091,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed_plus_flat,2026-09-04,4,18,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q1,AUD,0.695639344262,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2026-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q2,AUD,0.710050793651,0.6450004,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXUSAL,public_FRED_time_average_proxy,observed,2026-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-06,BRL,0.180341786058,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2025-06-30,20,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-07,BRL,0.180746145233,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2025-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-08,BRL,0.183649394766,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2025-08-29,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-09,BRL,0.186484069473,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2025-09-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q1,BRL,0.171129583362,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2025-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q2,BRL,0.176412281697,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2025-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-06,BRL,0.195184115852,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2026-06-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-07,BRL,0.195731556291,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2026-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-08,BRL,0.19399177877,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2026-08-31,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-09,BRL,0.203262233241,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed_plus_flat,2026-09-04,4,18,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q1,BRL,0.190388501472,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2026-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q2,BRL,0.198183507426,0.17917000211,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXBZUS,public_FRED_time_average_proxy,observed,2026-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-06,MXN,0.0525781421693,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2025-06-30,20,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-07,MXN,0.053509451576,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2025-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-08,MXN,0.0534591417228,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2025-08-29,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025-09,MXN,0.0541191551482,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2025-09-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q1,MXN,0.0490036157478,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2025-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2025Q2,MXN,0.0512589292229,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2025-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-06,MXN,0.057542835106,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2026-06-30,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-07,MXN,0.0572886056745,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2026-07-31,22,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-08,MXN,0.0586162293583,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2026-08-31,21,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026-09,MXN,0.0616784795791,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed_plus_flat,2026-09-04,4,18,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q1,MXN,0.0569638032945,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2026-03-31,61,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
2026Q2,MXN,0.0575303273456,0.0521748918045,2026-09-11,fixed_2025_daily_average_usd_per_unit,https://fred.stlouisfed.org/series/DEXMXUS,public_FRED_time_average_proxy,observed,2026-06-30,63,0,1.05,arithmetic observed daily quotes plus unobserved future weekdays at last cached spot; not transaction weighted,fx1.05
