scenario,foreign_usd_multiplier,assumed_nonusd_reported_share,assumed_rnpl_revenue_share,timing_scenario,quarter,reference_revenue_usd,booking_revenue_usd,retimed_revenue_usd,booking_level_multiplier,retimed_level_multiplier,replacement_multiplier,booking_fx_usd,retimed_fx_usd,incremental_replacement_usd,reference_basis,basis_status,hedge_status,reported_revenue_including_hedges_usd,total_weight,rnpl_weight,information_date,evidence_status
fx1.00_nonusd0.70_u0.10_prior_month_payment_fixing,1,0.7,0.1,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4805181302.58,1.02812050075,1.02744020771,0.999338313901,131515297.359,128333670.448,-3181626.91154,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.10_prior_month_payment_fixing,1.05,0.7,0.1,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4805181302.58,1.02812050075,1.02744020771,0.999338313901,131515297.359,128333670.448,-3181626.91154,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.20_equal_recognition_months,0.95,0.7,0.2,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4796116579.26,1.02812050075,1.02550199547,0.997453114415,131515297.359,119268947.128,-12246350.2312,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.20_equal_recognition_months,1,0.7,0.2,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4805319834.83,1.02812050075,1.02746982857,0.999367124589,131515297.359,128472202.692,-3043094.66736,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.20_equal_recognition_months,1.05,0.7,0.2,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4814523090.39,1.02812050075,1.02943766167,1.00128113476,131515297.359,137675458.256,6160160.89645,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.20_first_recognition_month,0.95,0.7,0.2,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4798448362.49,1.02812050075,1.02600057558,0.997938057683,131515297.359,121600730.358,-9914567.00103,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.20_first_recognition_month,1,0.7,0.2,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4798448362.49,1.02812050075,1.02600057558,0.997938057683,131515297.359,121600730.358,-9914567.00103,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.20_first_recognition_month,1.05,0.7,0.2,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4798448362.49,1.02812050075,1.02600057558,0.997938057683,131515297.359,121600730.358,-9914567.00103,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.20_last_recognition_month,0.95,0.7,0.2,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4782345760.94,1.02812050075,1.02255752958,0.994589183692,131515297.359,105498128.808,-26017168.5514,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.20_last_recognition_month,1,0.7,0.2,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4809955527.63,1.02812050075,1.02846102887,1.00033121421,131515297.359,133107895.499,1592598.14005,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.20_last_recognition_month,1.05,0.7,0.2,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4837565294.33,1.02812050075,1.03436452817,1.00607324473,131515297.359,160717662.191,29202364.8315,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.20_prior_month_payment_fixing,0.95,0.7,0.2,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4801999675.67,1.02812050075,1.02675991466,0.998676627801,131515297.359,125152043.536,-6363253.82307,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.20_prior_month_payment_fixing,1,0.7,0.2,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4801999675.67,1.02812050075,1.02675991466,0.998676627801,131515297.359,125152043.536,-6363253.82307,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.20_prior_month_payment_fixing,1.05,0.7,0.2,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4801999675.67,1.02812050075,1.02675991466,0.998676627801,131515297.359,125152043.536,-6363253.82307,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.30_equal_recognition_months,0.95,0.7,0.3,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4789993404.15,1.02812050075,1.02419274283,0.996179671623,131515297.359,113145772.012,-18369525.3467,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.30_equal_recognition_months,1,0.7,0.3,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4803798287.49,1.02812050075,1.02714449248,0.999050686883,131515297.359,126950655.358,-4564642.00104,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.30_equal_recognition_months,1.05,0.7,0.3,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4817603170.84,1.02812050075,1.03009624212,1.00192170214,131515297.359,140755538.704,9240241.34467,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.30_first_recognition_month,0.95,0.7,0.3,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4793491078.99,1.02812050075,1.024940613,0.996907086524,131515297.359,116643446.858,-14871850.5015,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.30_first_recognition_month,1,0.7,0.3,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4793491078.99,1.02812050075,1.024940613,0.996907086524,131515297.359,116643446.858,-14871850.5015,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.30_first_recognition_month,1.05,0.7,0.3,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4793491078.99,1.02812050075,1.024940613,0.996907086524,131515297.359,116643446.858,-14871850.5015,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.30_last_recognition_month,0.95,0.7,0.3,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4769337176.67,1.02812050075,1.019776044,0.991883775539,131515297.359,92489544.5321,-39025752.827,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.30_last_recognition_month,1,0.7,0.3,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4810751826.7,1.02812050075,1.02863129294,1.00049682132,131515297.359,133904194.569,2388897.21007,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.30_last_recognition_month,1.05,0.7,0.3,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4852166476.74,1.02812050075,1.03748654188,1.0091098671,131515297.359,175318844.606,43803547.2472,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.30_prior_month_payment_fixing,0.95,0.7,0.3,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4798818048.76,1.02812050075,1.02607962162,0.998014941702,131515297.359,121970416.625,-9544880.73461,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.30_prior_month_payment_fixing,1,0.7,0.3,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4798818048.76,1.02812050075,1.02607962162,0.998014941702,131515297.359,121970416.625,-9544880.73461,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.30_prior_month_payment_fixing,1.05,0.7,0.3,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4798818048.76,1.02812050075,1.02607962162,0.998014941702,131515297.359,121970416.625,-9544880.73461,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u1.00_equal_recognition_months,0.95,0.7,1,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4747131178.34,1.02812050075,1.01502797434,0.987265572076,131515297.359,70283546.2034,-61231751.1558,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u1.00_equal_recognition_months,1,0.7,1,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4793147456.16,1.02812050075,1.02486713983,0.996835622943,131515297.359,116299824.022,-15215473.3368,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u1.00_equal_recognition_months,1.05,0.7,1,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4839163733.98,1.02812050075,1.03470630532,1.00640567381,131515297.359,162316101.841,30800804.4822,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u1.00_first_recognition_month,0.95,0.7,1,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4758790094.49,1.02812050075,1.01752087491,0.989690288414,131515297.359,81942462.354,-49572835.0052,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u1.00_first_recognition_month,1,0.7,1,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4758790094.49,1.02812050075,1.01752087491,0.989690288414,131515297.359,81942462.354,-49572835.0052,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u1.00_first_recognition_month,1.05,0.7,1,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4758790094.49,1.02812050075,1.01752087491,0.989690288414,131515297.359,81942462.354,-49572835.0052,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u1.00_last_recognition_month,0.95,0.7,1,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4678277086.74,1.02812050075,1.00030564489,0.972945918462,131515297.359,1429454.60235,-130085842.757,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u1.00_last_recognition_month,1,0.7,1,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4816325920.19,1.02812050075,1.02982314136,1.00165607106,131515297.359,139478288.059,7962990.70023,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u1.00_last_recognition_month,1.05,0.7,1,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4954374753.65,1.02812050075,1.05934063783,1.03036622366,131515297.359,277527121.516,146011824.157,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u1.00_prior_month_payment_fixing,0.95,0.7,1,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4776546660.38,1.02812050075,1.02131757031,0.993383139006,131515297.359,99699028.2438,-31816269.1154,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u1.00_prior_month_payment_fixing,1,0.7,1,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4776546660.38,1.02812050075,1.02131757031,0.993383139006,131515297.359,99699028.2438,-31816269.1154,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u1.00_prior_month_payment_fixing,1.05,0.7,1,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4776546660.38,1.02812050075,1.02131757031,0.993383139006,131515297.359,99699028.2438,-31816269.1154,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
