"date","measure","value"
"2006-08-01T00:00:00.000","Train Passengers","39031"
"2006-08-01T00:00:00.000","Trains","2736"
"2006-08-01T00:00:00.000","Trucks","594103"
"2006-09-01T00:00:00.000","Buses","10662"
"2006-09-01T00:00:00.000","Bus Passengers","266393"
"2006-09-01T00:00:00.000","Pedestrians","53180"
"2006-09-01T00:00:00.000","Personal Vehicle Passengers","5567958"
"2006-09-01T00:00:00.000","Personal Vehicles","2676082"
"2006-09-01T00:00:00.000","Train Passengers","23712"
"2006-09-01T00:00:00.000","Trains","2583"
"2006-09-01T00:00:00.000","Trucks","542189"
"2006-10-01T00:00:00.000","Buses","11684"
"2006-10-01T00:00:00.000","Bus Passengers","475409"
"2006-10-01T00:00:00.000","Pedestrians","57738"
"2006-10-01T00:00:00.000","Personal Vehicle Passengers","4752015"
"2006-10-01T00:00:00.000","Personal Vehicles","2394754"
"2006-10-01T00:00:00.000","Train Passengers","13687"
"2006-10-01T00:00:00.000","Trains","2737"
"2006-10-01T00:00:00.000","Trucks","576799"
"2006-11-01T00:00:00.000","Buses","9683"
"2006-11-01T00:00:00.000","Bus Passengers","255862"
"2006-11-01T00:00:00.000","Pedestrians","26728"
"2006-11-01T00:00:00.000","Personal Vehicle Passengers","4330100"
"2006-11-01T00:00:00.000","Personal Vehicles","2165435"
"2006-11-01T00:00:00.000","Train Passengers","10958"
"2006-11-01T00:00:00.000","Trains","2739"
"2006-11-01T00:00:00.000","Trucks","544329"
"2006-12-01T00:00:00.000","Buses","8443"
"2006-12-01T00:00:00.000","Bus Passengers","221580"
"2006-12-01T00:00:00.000","Pedestrians","22663"
"2006-12-01T00:00:00.000","Personal Vehicle Passengers","4427650"
"2006-12-01T00:00:00.000","Personal Vehicles","2244897"
"2006-12-01T00:00:00.000","Train Passengers","13751"
"2006-12-01T00:00:00.000","Trains","2822"
"2006-12-01T00:00:00.000","Trucks","470527"
"2007-01-01T00:00:00.000","Buses","8313"
"2007-01-01T00:00:00.000","Bus Passengers","194298"
"2007-01-01T00:00:00.000","Pedestrians","15290"
"2007-01-01T00:00:00.000","Personal Vehicle Passengers","3364197"
"2007-01-01T00:00:00.000","Personal Vehicles","2071670"
"2007-01-01T00:00:00.000","Train Passengers","8624"
"2007-01-01T00:00:00.000","Trains","2481"
"2007-01-01T00:00:00.000","Trucks","536693"
"2007-02-01T00:00:00.000","Buses","7536"
"2007-02-01T00:00:00.000","Bus Passengers","191802"
"2007-02-01T00:00:00.000","Pedestrians","11668"
"2007-02-01T00:00:00.000","Personal Vehicle Passengers","3421337"
"2007-02-01T00:00:00.000","Personal Vehicles","1804361"
"2007-02-01T00:00:00.000","Train Passengers","9292"
"2007-02-01T00:00:00.000","Trains","2146"
"2007-02-01T00:00:00.000","Trucks","514972"
"2007-03-01T00:00:00.000","Buses","8927"
"2007-03-01T00:00:00.000","Bus Passengers","230391"
"2007-03-01T00:00:00.000","Pedestrians","23973"
"2007-03-01T00:00:00.000","Personal Vehicle Passengers","4287711"
"2007-03-01T00:00:00.000","Personal Vehicles","2229742"
"2007-03-01T00:00:00.000","Train Passengers","10109"
"2007-03-01T00:00:00.000","Trains","2619"
"2007-03-01T00:00:00.000","Trucks","587330"
"2007-04-01T00:00:00.000","Buses","10197"
"2007-04-01T00:00:00.000","Bus Passengers","280889"
"2007-04-01T00:00:00.000","Pedestrians","26345"
"2007-04-01T00:00:00.000","Personal Vehicle Passengers","4228109"
"2007-04-01T00:00:00.000","Personal Vehicles","2198229"
"2007-04-01T00:00:00.000","Train Passengers","12859"
"2007-04-01T00:00:00.000","Trains","2611"
"2007-04-01T00:00:00.000","Trucks","552580"
"2007-05-01T00:00:00.000","Buses","13803"
"2007-05-01T00:00:00.000","Bus Passengers","393720"
"2007-05-01T00:00:00.000","Pedestrians","44870"
"2007-05-01T00:00:00.000","Personal Vehicle Passengers","5316722"
"2007-05-01T00:00:00.000","Personal Vehicles","2487147"
"2007-05-01T00:00:00.000","Train Passengers","24359"
"2007-05-01T00:00:00.000","Trains","2708"
"2007-05-01T00:00:00.000","Trucks","592961"
"2007-06-01T00:00:00.000","Buses","14099"
"2007-06-01T00:00:00.000","Bus Passengers","381684"
"2007-06-01T00:00:00.000","Pedestrians","40587"
"2007-06-01T00:00:00.000","Personal Vehicle Passengers","5376049"
"2007-06-01T00:00:00.000","Personal Vehicles","2704826"
"2007-06-01T00:00:00.000","Train Passengers","34247"
"2007-06-01T00:00:00.000","Trains","2469"
"2007-06-01T00:00:00.000","Trucks","551073"
"2007-07-01T00:00:00.000","Buses","14796"
"2007-07-01T00:00:00.000","Bus Passengers","390318"
"2007-07-01T00:00:00.000","Pedestrians","63886"
"2007-07-01T00:00:00.000","Personal Vehicle Passengers","6237211"
"2007-07-01T00:00:00.000","Personal Vehicles","3166217"
"2007-07-01T00:00:00.000","Train Passengers","35591"
"2007-07-01T00:00:00.000","Trains","2485"
"2007-07-01T00:00:00.000","Trucks","510805"
"2007-08-01T00:00:00.000","Buses","15151"
"2007-08-01T00:00:00.000","Bus Passengers","404137"
"2007-08-01T00:00:00.000","Pedestrians","101226"
"2007-08-01T00:00:00.000","Personal Vehicle Passengers","6644476"
"2007-08-01T00:00:00.000","Personal Vehicles","3280417"
"2007-08-01T00:00:00.000","Train Passengers","35206"
"2007-08-01T00:00:00.000","Trains","2553"
"2007-08-01T00:00:00.000","Trucks","555071"
"2007-09-01T00:00:00.000","Buses","13033"
"2007-09-01T00:00:00.000","Bus Passengers","354549"
"2007-09-01T00:00:00.000","Pedestrians","55005"
"2007-09-01T00:00:00.000","Personal Vehicle Passengers","5133356"
"2007-09-01T00:00:00.000","Personal Vehicles","2630684"
"2007-09-01T00:00:00.000","Train Passengers","23320"
"2007-09-01T00:00:00.000","Trains","2460"
"2007-09-01T00:00:00.000","Trucks","531706"
"2007-10-01T00:00:00.000","Buses","11469"
"2007-10-01T00:00:00.000","Bus Passengers","344879"
"2007-10-01T00:00:00.000","Pedestrians","25778"
"2007-10-01T00:00:00.000","Personal Vehicle Passengers","5203099"
"2007-10-01T00:00:00.000","Personal Vehicles","2614080"
"2007-10-01T00:00:00.000","Train Passengers","13875"
"2007-10-01T00:00:00.000","Trains","2750"
"2007-10-01T00:00:00.000","Trucks","582390"
"2007-11-01T00:00:00.000","Buses","10450"
"2007-11-01T00:00:00.000","Bus Passengers","263206"
"2007-11-01T00:00:00.000","Pedestrians","10188"
"2007-11-01T00:00:00.000","Personal Vehicle Passengers","4811091"
"2007-11-01T00:00:00.000","Personal Vehicles","2412399"
"2007-11-01T00:00:00.000","Train Passengers","11823"
"2007-11-01T00:00:00.000","Trains","2650"
"2007-11-01T00:00:00.000","Trucks","527722"
"2007-12-01T00:00:00.000","Buses","8656"
"2007-12-01T00:00:00.000","Bus Passengers","254758"
"2007-12-01T00:00:00.000","Pedestrians","19993"
"2007-12-01T00:00:00.000","Personal Vehicle Passengers","4385658"
"2007-12-01T00:00:00.000","Personal Vehicles","2175942"
"2007-12-01T00:00:00.000","Train Passengers","13765"
"2007-12-01T00:00:00.000","Trains","2430"
"2007-12-01T00:00:00.000","Trucks","434458"
"2008-01-01T00:00:00.000","Buses","7959"
"2008-01-01T00:00:00.000","Bus Passengers","225933"
"2008-01-01T00:00:00.000","Pedestrians","18055"
"2008-01-01T00:00:00.000","Personal Vehicle Passengers","3853976"
"2008-01-01T00:00:00.000","Personal Vehicles","2000216"
"2008-01-01T00:00:00.000","Train Passengers","11599"
"2008-01-01T00:00:00.000","Trains","2452"
"2008-01-01T00:00:00.000","Trucks","512845"
"2008-02-01T00:00:00.000","Buses","8013"
"2008-02-01T00:00:00.000","Bus Passengers","236574"
"2008-02-01T00:00:00.000","Pedestrians","18038"
"2008-02-01T00:00:00.000","Personal Vehicle Passengers","3604838"
"2008-02-01T00:00:00.000","Personal Vehicles","1920308"
"2008-02-01T00:00:00.000","Train Passengers","10630"
"2008-02-01T00:00:00.000","Trains","2285"
"2008-02-01T00:00:00.000","Trucks","494703"
"2008-03-01T00:00:00.000","Buses","8946"
"2008-03-01T00:00:00.000","Bus Passengers","244614"
"2008-03-01T00:00:00.000","Pedestrians","23532"
"2008-03-01T00:00:00.000","Personal Vehicle Passengers","4602875"
"2008-03-01T00:00:00.000","Personal Vehicles","2243980"
"2008-03-01T00:00:00.000","Train Passengers","12583"
"2008-03-01T00:00:00.000","Trains","2597"
"2008-03-01T00:00:00.000","Trucks","507685"
"2008-04-01T00:00:00.000","Buses","9542"
"2008-04-01T00:00:00.000","Bus Passengers","263155"
"2008-04-01T00:00:00.000","Pedestrians","33454"
"2008-04-01T00:00:00.000","Personal Vehicle Passengers","4239459"
"2008-04-01T00:00:00.000","Personal Vehicles","2208486"
"2008-04-01T00:00:00.000","Train Passengers","12710"
"2008-04-01T00:00:00.000","Trains","2689"
"2008-04-01T00:00:00.000","Trucks","530006"
"2008-05-01T00:00:00.000","Buses","12775"
"2008-05-01T00:00:00.000","Bus Passengers","355655"
"2008-05-01T00:00:00.000","Pedestrians","47220"
"2008-05-01T00:00:00.000","Personal Vehicle Passengers","5216129"
"2008-05-01T00:00:00.000","Personal Vehicles","2560128"
"2008-05-01T00:00:00.000","Train Passengers","22373"
"2008-05-01T00:00:00.000","Trains","2702"
"2008-05-01T00:00:00.000","Trucks","516173"
"2008-06-01T00:00:00.000","Buses","13811"
"2008-06-01T00:00:00.000","Bus Passengers","346933"
"2008-06-01T00:00:00.000","Pedestrians","55667"
"2008-06-01T00:00:00.000","Personal Vehicle Passengers","5228224"
"2008-06-01T00:00:00.000","Personal Vehicles","2670146"
"2008-06-01T00:00:00.000","Train Passengers","34564"
"2008-06-01T00:00:00.000","Trains","2556"
"2008-06-01T00:00:00.000","Trucks","518059"
"2008-07-01T00:00:00.000","Buses","13814"
"2008-07-01T00:00:00.000","Bus Passengers","363110"
"2008-07-01T00:00:00.000","Pedestrians","81425"
"2008-07-01T00:00:00.000","Personal Vehicle Passengers","6651473"
"2008-07-01T00:00:00.000","Personal Vehicles","3117543"
"2008-07-01T00:00:00.000","Train Passengers","40106"
"2008-07-01T00:00:00.000","Trains","2618"
"2008-07-01T00:00:00.000","Trucks","493902"
"2008-08-01T00:00:00.000","Buses","13910"
"2008-08-01T00:00:00.000","Bus Passengers","365139"
"2008-08-01T00:00:00.000","Pedestrians","89240"
"2008-08-01T00:00:00.000","Personal Vehicle Passengers","7224613"
"2008-08-01T00:00:00.000","Personal Vehicles","3330187"
"2008-08-01T00:00:00.000","Train Passengers","38804"
"2008-08-01T00:00:00.000","Trains","2641"
"2008-08-01T00:00:00.000","Trucks","486457"
"2008-09-01T00:00:00.000","Buses","11909"
"2008-09-01T00:00:00.000","Bus Passengers","307375"
"2008-09-01T00:00:00.000","Pedestrians","35038"
"2008-09-01T00:00:00.000","Personal Vehicle Passengers","4781150"
"2008-09-01T00:00:00.000","Personal Vehicles","2442637"
"2008-09-01T00:00:00.000","Train Passengers","23898"
"2008-09-01T00:00:00.000","Trains","2405"
"2008-09-01T00:00:00.000","Trucks","511697"
"2008-10-01T00:00:00.000","Buses","10426"
"2008-10-01T00:00:00.000","Bus Passengers","302407"
"2008-10-01T00:00:00.000","Pedestrians","52664"
"2008-10-01T00:00:00.000","Personal Vehicle Passengers","4575735"
"2008-10-01T00:00:00.000","Personal Vehicles","2347854"
"2008-10-01T00:00:00.000","Train Passengers","12985"
"2008-10-01T00:00:00.000","Trains","2591"
"2008-10-01T00:00:00.000","Trucks","503870"
"2008-11-01T00:00:00.000","Buses","8631"
"2008-11-01T00:00:00.000","Bus Passengers","230813"
"2008-11-01T00:00:00.000","Pedestrians","23214"
"2008-11-01T00:00:00.000","Personal Vehicle Passengers","3923765"
"2008-11-01T00:00:00.000","Personal Vehicles","2011884"
"2008-11-01T00:00:00.000","Train Passengers","10358"
"2008-11-01T00:00:00.000","Trains","2409"
"2008-11-01T00:00:00.000","Trucks","436177"
"2008-12-01T00:00:00.000","Buses","7497"
"2008-12-01T00:00:00.000","Bus Passengers","162597"
"2008-12-01T00:00:00.000","Pedestrians","17334"
"2008-12-01T00:00:00.000","Personal Vehicle Passengers","3521642"
"2008-12-01T00:00:00.000","Personal Vehicles","1833417"
"2008-12-01T00:00:00.000","Train Passengers","7983"
"2008-12-01T00:00:00.000","Trains","1835"
"2008-12-01T00:00:00.000","Trucks","382977"
"2009-01-01T00:00:00.000","Buses","7502"
"2009-01-01T00:00:00.000","Bus Passengers","141447"
"2009-01-01T00:00:00.000","Pedestrians","10938"
"2009-01-01T00:00:00.000","Personal Vehicle Passengers","3309541"
"2009-01-01T00:00:00.000","Personal Vehicles","1719008"
"2009-01-01T00:00:00.000","Train Passengers","9560"
"2009-01-01T00:00:00.000","Trains","1959"
"2009-01-01T00:00:00.000","Trucks","385057"
"2009-02-01T00:00:00.000","Buses","7018"
"2009-02-01T00:00:00.000","Bus Passengers","149370"
"2009-02-01T00:00:00.000","Pedestrians","14992"
"2009-02-01T00:00:00.000","Personal Vehicle Passengers","3212259"
"2009-02-01T00:00:00.000","Personal Vehicles","1676466"
"2009-02-01T00:00:00.000","Train Passengers","8667"
"2009-02-01T00:00:00.000","Trains","1931"
"2009-02-01T00:00:00.000","Trucks","384478"
"2009-03-01T00:00:00.000","Buses","7841"
"2009-03-01T00:00:00.000","Bus Passengers","150183"
"2009-03-01T00:00:00.000","Pedestrians","22712"
"2009-03-01T00:00:00.000","Personal Vehicle Passengers","3836164"
"2009-03-01T00:00:00.000","Personal Vehicles","1971344"
"2009-03-01T00:00:00.000","Train Passengers","10137"
"2009-03-01T00:00:00.000","Trains","2013"
"2009-03-01T00:00:00.000","Trucks","422741"
"2009-04-01T00:00:00.000","Buses","9435"
"2009-04-01T00:00:00.000","Bus Passengers","203755"
"2009-04-01T00:00:00.000","Pedestrians","29748"
"2009-04-01T00:00:00.000","Personal Vehicle Passengers","3953392"
"2009-04-01T00:00:00.000","Personal Vehicles","2018362"
"2009-04-01T00:00:00.000","Train Passengers","10600"
"2009-04-01T00:00:00.000","Trains","1851"
"2009-04-01T00:00:00.000","Trucks","404950"
"2009-05-01T00:00:00.000","Buses","11920"
"2009-05-01T00:00:00.000","Bus Passengers","277709"
"2009-05-01T00:00:00.000","Pedestrians","37133"
"2009-05-01T00:00:00.000","Personal Vehicle Passengers","4670174"
"2009-05-01T00:00:00.000","Personal Vehicles","2346355"
"2009-05-01T00:00:00.000","Train Passengers","18241"
"2009-05-01T00:00:00.000","Trains","1969"
"2009-05-01T00:00:00.000","Trucks","396308"
"2009-06-01T00:00:00.000","Buses","11387"
"2009-06-01T00:00:00.000","Bus Passengers","229736"
"2009-06-01T00:00:00.000","Pedestrians","38328"
"2009-06-01T00:00:00.000","Personal Vehicle Passengers","4458610"
"2009-06-01T00:00:00.000","Personal Vehicles","2251202"
"2009-06-01T00:00:00.000","Train Passengers","27878"
"2009-06-01T00:00:00.000","Trains","2053"
"2009-06-01T00:00:00.000","Trucks","418105"
"2009-07-01T00:00:00.000","Buses","12579"
"2009-07-01T00:00:00.000","Bus Passengers","269921"
"2009-07-01T00:00:00.000","Pedestrians","51552"
"2009-07-01T00:00:00.000","Personal Vehicle Passengers","6043538"
"2009-07-01T00:00:00.000","Personal Vehicles","2845561"
"2009-07-01T00:00:00.000","Train Passengers","32522"
"2009-07-01T00:00:00.000","Trains","2025"
"2009-07-01T00:00:00.000","Trucks","412855"
"2009-08-01T00:00:00.000","Buses","12823"
"2009-08-01T00:00:00.000","Bus Passengers","286052"
"2009-08-01T00:00:00.000","Pedestrians","50073"
"2009-08-01T00:00:00.000","Personal Vehicle Passengers","6592286"
"2009-08-01T00:00:00.000","Personal Vehicles","3033095"
"2009-08-01T00:00:00.000","Train Passengers","35353"
"2009-08-01T00:00:00.000","Trains","2064"
"2009-08-01T00:00:00.000","Trucks","435764"
"2009-09-01T00:00:00.000","Buses","11291"
"2009-09-01T00:00:00.000","Bus Passengers","256397"
"2009-09-01T00:00:00.000","Pedestrians","44736"
"2009-09-01T00:00:00.000","Personal Vehicle Passengers","4787157"
"2009-09-01T00:00:00.000","Personal Vehicles","2428854"
"2009-09-01T00:00:00.000","Train Passengers","24475"
"2009-09-01T00:00:00.000","Trains","2031"
"2009-09-01T00:00:00.000","Trucks","455815"
"2009-10-01T00:00:00.000","Buses","9069"
"2009-10-01T00:00:00.000","Bus Passengers","206523"
"2009-10-01T00:00:00.000","Pedestrians","39492"
"2009-10-01T00:00:00.000","Personal Vehicle Passengers","4454778"
"2009-10-01T00:00:00.000","Personal Vehicles","2275997"
"2009-10-01T00:00:00.000","Train Passengers","14070"
"2009-10-01T00:00:00.000","Trains","2182"
"2009-10-01T00:00:00.000","Trucks","459183"
"2009-11-01T00:00:00.000","Buses","8184"
"2009-11-01T00:00:00.000","Bus Passengers","174109"
"2009-11-01T00:00:00.000","Pedestrians","20435"
"2009-11-01T00:00:00.000","Personal Vehicle Passengers","4076505"
"2009-11-01T00:00:00.000","Personal Vehicles","2079817"
"2009-11-01T00:00:00.000","Train Passengers","11565"
"2009-11-01T00:00:00.000","Trains","1991"
"2009-11-01T00:00:00.000","Trucks","441097"
"2009-12-01T00:00:00.000","Buses","7306"
"2009-12-01T00:00:00.000","Bus Passengers","158215"
"2009-12-01T00:00:00.000","Pedestrians","16077"
"2009-12-01T00:00:00.000","Personal Vehicle Passengers","4133937"
"2009-12-01T00:00:00.000","Personal Vehicles","2060769"
"2009-12-01T00:00:00.000","Train Passengers","14765"
"2009-12-01T00:00:00.000","Trains","1965"
"2009-12-01T00:00:00.000","Trucks","404280"
"2010-01-01T00:00:00.000","Buses","7535"
"2010-01-01T00:00:00.000","Bus Passengers","139976"
"2010-01-01T00:00:00.000","Pedestrians","13232"
"2010-01-01T00:00:00.000","Personal Vehicle Passengers","3543813"
"2010-01-01T00:00:00.000","Personal Vehicles","1840071"
"2010-01-01T00:00:00.000","Train Passengers","12331"
"2010-01-01T00:00:00.000","Trains","2106"
"2010-01-01T00:00:00.000","Trucks","415459"
"2010-02-01T00:00:00.000","Buses","6979"
"2010-02-01T00:00:00.000","Bus Passengers","138275"
"2010-02-01T00:00:00.000","Pedestrians","14006"
"2010-02-01T00:00:00.000","Personal Vehicle Passengers","3343790"
"2010-02-01T00:00:00.000","Personal Vehicles","1770823"
"2010-02-01T00:00:00.000","Train Passengers","13665"
"2010-02-01T00:00:00.000","Trains","2003"
"2010-02-01T00:00:00.000","Trucks","417651"
"2010-03-01T00:00:00.000","Buses","8049"
"2010-03-01T00:00:00.000","Bus Passengers","152298"
"2010-03-01T00:00:00.000","Pedestrians","24023"
"2010-03-01T00:00:00.000","Personal Vehicle Passengers","4138823"
"2010-03-01T00:00:00.000","Personal Vehicles","2119171"
"2010-03-01T00:00:00.000","Train Passengers","12467"
"2010-03-01T00:00:00.000","Trains","2240"
"2010-03-01T00:00:00.000","Trucks","492826"
"2010-04-01T00:00:00.000","Buses","9074"
"2010-04-01T00:00:00.000","Bus Passengers","220638"
"2010-04-01T00:00:00.000","Pedestrians","22204"
"2010-04-01T00:00:00.000","Personal Vehicle Passengers","4320914"
"2010-04-01T00:00:00.000","Personal Vehicles","2208913"
"2010-04-01T00:00:00.000","Train Passengers","12989"
"2010-04-01T00:00:00.000","Trains","2184"
"2010-04-01T00:00:00.000","Trucks","460846"
"2010-05-01T00:00:00.000","Buses","11679"
"2010-05-01T00:00:00.000","Bus Passengers","255618"
"2010-05-01T00:00:00.000","Pedestrians","35087"
"2010-05-01T00:00:00.000","Personal Vehicle Passengers","4692168"
"2010-05-01T00:00:00.000","Personal Vehicles","2401852"
"2010-05-01T00:00:00.000","Train Passengers","24297"
"2010-05-01T00:00:00.000","Trains","2435"
"2010-05-01T00:00:00.000","Trucks","469528"
"2010-06-01T00:00:00.000","Buses","11991"
"2010-06-01T00:00:00.000","Bus Passengers","238559"
"2010-06-01T00:00:00.000","Pedestrians","47250"
"2010-06-01T00:00:00.000","Personal Vehicle Passengers","4900372"
"2010-06-01T00:00:00.000","Personal Vehicles","2524937"
"2010-06-01T00:00:00.000","Train Passengers","32824"
"2010-06-01T00:00:00.000","Trains","2153"
"2010-06-01T00:00:00.000","Trucks","492507"
"2010-07-01T00:00:00.000","Buses","12700"
"2010-07-01T00:00:00.000","Bus Passengers","273919"
"2010-07-01T00:00:00.000","Pedestrians","52516"
"2010-07-01T00:00:00.000","Personal Vehicle Passengers","6785318"
"2010-07-01T00:00:00.000","Personal Vehicles","3204459"
"2010-07-01T00:00:00.000","Train Passengers","38601"
"2010-07-01T00:00:00.000","Trains","2237"
"2010-07-01T00:00:00.000","Trucks","434100"
"2010-08-01T00:00:00.000","Buses","12518"
"2010-08-01T00:00:00.000","Bus Passengers","279185"
"2010-08-01T00:00:00.000","Pedestrians","56024"
"2010-08-01T00:00:00.000","Personal Vehicle Passengers","6790443"
"2010-08-01T00:00:00.000","Personal Vehicles","3198905"
"2010-08-01T00:00:00.000","Train Passengers","41797"
"2010-08-01T00:00:00.000","Trains","2250"
"2010-08-01T00:00:00.000","Trucks","480133"
"2010-09-01T00:00:00.000","Buses","10934"
"2010-09-01T00:00:00.000","Bus Passengers","239495"
"2010-09-01T00:00:00.000","Pedestrians","41099"
"2010-09-01T00:00:00.000","Personal Vehicle Passengers","5065766"
"2010-09-01T00:00:00.000","Personal Vehicles","2584252"
"2010-09-01T00:00:00.000","Train Passengers","26706"
"2010-09-01T00:00:00.000","Trains","2078"
"2010-09-01T00:00:00.000","Trucks","468864"
"2010-10-01T00:00:00.000","Buses","9559"
"2010-10-01T00:00:00.000","Bus Passengers","207699"
"2010-10-01T00:00:00.000","Pedestrians","47835"
"2010-10-01T00:00:00.000","Personal Vehicle Passengers","4828582"
"2010-10-01T00:00:00.000","Personal Vehicles","2491544"
"2010-10-01T00:00:00.000","Train Passengers","14385"
"2010-10-01T00:00:00.000","Trains","2205"
"2010-10-01T00:00:00.000","Trucks","460799"
"2010-11-01T00:00:00.000","Buses","7937"
"2010-11-01T00:00:00.000","Bus Passengers","164769"
"2010-11-01T00:00:00.000","Pedestrians","18791"
"2010-11-01T00:00:00.000","Personal Vehicle Passengers","4091887"
"2010-11-01T00:00:00.000","Personal Vehicles","2253733"
"2010-11-01T00:00:00.000","Train Passengers","11833"
"2010-11-01T00:00:00.000","Trains","2114"
"2010-11-01T00:00:00.000","Trucks","449269"
"2010-12-01T00:00:00.000","Buses","7109"
"2010-12-01T00:00:00.000","Bus Passengers","140795"
"2010-12-01T00:00:00.000","Pedestrians","18678"
"2010-12-01T00:00:00.000","Personal Vehicle Passengers","4286994"
"2010-12-01T00:00:00.000","Personal Vehicles","2285607"
"2010-12-01T00:00:00.000","Train Passengers","12641"
"2010-12-01T00:00:00.000","Trains","2118"
"2010-12-01T00:00:00.000","Trucks","402423"
"2011-01-01T00:00:00.000","Buses","6937"
"2011-01-01T00:00:00.000","Bus Passengers","122501"
"2011-01-01T00:00:00.000","Pedestrians","10304"
"2011-01-01T00:00:00.000","Personal Vehicle Passengers","3495116"
"2011-01-01T00:00:00.000","Personal Vehicles","2005084"
"2011-01-01T00:00:00.000","Train Passengers","12857"
"2011-01-01T00:00:00.000","Trains","2105"
"2011-01-01T00:00:00.000","Trucks","440684"
"2011-02-01T00:00:00.000","Buses","6614"
"2011-02-01T00:00:00.000","Bus Passengers","128865"
"2011-02-01T00:00:00.000","Pedestrians","12843"
"2011-02-01T00:00:00.000","Personal Vehicle Passengers","3374657"
"2011-02-01T00:00:00.000","Personal Vehicles","1910489"
"2011-02-01T00:00:00.000","Train Passengers","10974"
"2011-02-01T00:00:00.000","Trains","1919"
"2011-02-01T00:00:00.000","Trucks","419227"
"2011-03-01T00:00:00.000","Buses","7510"
"2011-03-01T00:00:00.000","Bus Passengers","146506"
"2011-03-01T00:00:00.000","Pedestrians","18890"
"2011-03-01T00:00:00.000","Personal Vehicle Passengers","4279200"
"2011-03-01T00:00:00.000","Personal Vehicles","2324489"
"2011-03-01T00:00:00.000","Train Passengers","11857"
"2011-03-01T00:00:00.000","Trains","2141"
"2011-03-01T00:00:00.000","Trucks","503747"
"2011-04-01T00:00:00.000","Buses","8511"
"2011-04-01T00:00:00.000","Bus Passengers","206660"
"2011-04-01T00:00:00.000","Pedestrians","21671"
"2011-04-01T00:00:00.000","Personal Vehicle Passengers","4511893"
"2011-04-01T00:00:00.000","Personal Vehicles","2455670"
"2011-04-01T00:00:00.000","Train Passengers","17987"
"2011-04-01T00:00:00.000","Trains","2156"
"2011-04-01T00:00:00.000","Trucks","450476"
"2011-05-01T00:00:00.000","Buses","11562"
"2011-05-01T00:00:00.000","Bus Passengers","256246"
"2011-05-01T00:00:00.000","Pedestrians","29349"
"2011-05-01T00:00:00.000","Personal Vehicle Passengers","4875403"
"2011-05-01T00:00:00.000","Personal Vehicles","2662854"
"2011-05-01T00:00:00.000","Train Passengers","26800"
"2011-05-01T00:00:00.000","Trains","2240"
"2011-05-01T00:00:00.000","Trucks","481860"
"2011-06-01T00:00:00.000","Buses","11846"
"2011-06-01T00:00:00.000","Bus Passengers","246356"
"2011-06-01T00:00:00.000","Pedestrians","33484"
"2011-06-01T00:00:00.000","Personal Vehicle Passengers","5169270"
"2011-06-01T00:00:00.000","Personal Vehicles","2831455"
"2011-06-01T00:00:00.000","Train Passengers","35937"
"2011-06-01T00:00:00.000","Trains","2219"
"2011-06-01T00:00:00.000","Trucks","486042"
"2011-07-01T00:00:00.000","Buses","13072"
"2011-07-01T00:00:00.000","Bus Passengers","284762"
"2011-07-01T00:00:00.000","Pedestrians","55645"
"2011-07-01T00:00:00.000","Personal Vehicle Passengers","7137736"
"2011-07-01T00:00:00.000","Personal Vehicles","3476685"
"2011-07-01T00:00:00.000","Train Passengers","43576"
"2011-07-01T00:00:00.000","Trains","2277"
"2011-07-01T00:00:00.000","Trucks","427166"
"2011-08-01T00:00:00.000","Buses","12666"
"2011-08-01T00:00:00.000","Bus Passengers","278337"
"2011-08-01T00:00:00.000","Pedestrians","74700"
"2011-08-01T00:00:00.000","Personal Vehicle Passengers","7026785"
"2011-08-01T00:00:00.000","Personal Vehicles","3437038"
"2011-08-01T00:00:00.000","Train Passengers","45368"
"2011-08-01T00:00:00.000","Trains","2404"
"2011-08-01T00:00:00.000","Trucks","463168"
"2011-09-01T00:00:00.000","Buses","11077"
"2011-09-01T00:00:00.000","Bus Passengers","243856"
"2011-09-01T00:00:00.000","Pedestrians","47679"
"2011-09-01T00:00:00.000","Personal Vehicle Passengers","5200159"
"2011-09-01T00:00:00.000","Personal Vehicles","2836400"
"2011-09-01T00:00:00.000","Train Passengers","27171"
"2011-09-01T00:00:00.000","Trains","2286"
"2011-09-01T00:00:00.000","Trucks","467016"
"2011-10-01T00:00:00.000","Buses","9173"
"2011-10-01T00:00:00.000","Bus Passengers","207912"
"2011-10-01T00:00:00.000","Pedestrians","45801"
"2011-10-01T00:00:00.000","Personal Vehicle Passengers","4879497"
"2011-10-01T00:00:00.000","Personal Vehicles","2684788"
"2011-10-01T00:00:00.000","Train Passengers","15841"
"2011-10-01T00:00:00.000","Trains","2317"
"2011-10-01T00:00:00.000","Trucks","472396"
"2011-11-01T00:00:00.000","Buses","7808"
"2011-11-01T00:00:00.000","Bus Passengers","168430"
"2011-11-01T00:00:00.000","Pedestrians","24448"
"2011-11-01T00:00:00.000","Personal Vehicle Passengers","4444581"
"2011-11-01T00:00:00.000","Personal Vehicles","2441758"
"2011-11-01T00:00:00.000","Train Passengers","12523"
"2011-11-01T00:00:00.000","Trains","2289"
"2011-11-01T00:00:00.000","Trucks","464071"
"2011-12-01T00:00:00.000","Buses","7156"
"2011-12-01T00:00:00.000","Bus Passengers","161998"
"2011-12-01T00:00:00.000","Pedestrians","23785"
"2011-12-01T00:00:00.000","Personal Vehicle Passengers","4797399"
