"port_name","state","port_code","border","date","measure","value","latitude","longitude"
"Richford","Vermont","0203","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","588","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","24","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2021-09-01T00:00:00.000","Trains","12","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2021-09-01T00:00:00.000","Trucks","313","45.01174","-72.588559"
"Beecher Falls","Vermont","0206","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","24","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","1040","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","740","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2021-09-01T00:00:00.000","Trucks","784","45.013411","-71.505309"
"Derby Line","Vermont","0209","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","9954","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","6526","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2021-09-01T00:00:00.000","Trucks","7899","45.005739","-72.099279"
"Norton","Vermont","0211","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","251","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","198","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","28","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2021-09-01T00:00:00.000","Trains","14","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2021-09-01T00:00:00.000","Trucks","670","45.010771","-71.793219"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Buses","1","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","3","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","14508","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","8652","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","22","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Trains","12","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2021-09-01T00:00:00.000","Trucks","8961","45.015414","-73.085037"
"Ogdensburg","New York","0701","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","4681","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","3433","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2021-09-01T00:00:00.000","Trucks","3259","44.7330898624","-75.4577501759"
"Massena","New York","0704","US-Canada Border","2021-09-01T00:00:00.000","Buses","162","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","1163","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","41","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","72385","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","48165","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2021-09-01T00:00:00.000","Trucks","2497","44.990556","-74.739722"
"Cape Vincent","New York","0706","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","218","44.134917","-76.352489"
"Cape Vincent","New York","0706","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","157","44.134917","-76.352489"
"Alexandria Bay","New York","0708","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","21209","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","13106","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2021-09-01T00:00:00.000","Trucks","16497","44.347229","-75.983592"
"Champlain Rouses Point","New York","0712","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","168","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","31274","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","15437","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","109","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2021-09-01T00:00:00.000","Trains","55","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2021-09-01T00:00:00.000","Trucks","26387","45.0088325953","-73.4526634854"
"Trout River","New York","0715","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","2040","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","1480","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","88","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2021-09-01T00:00:00.000","Trains","37","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2021-09-01T00:00:00.000","Trucks","1369","44.992058","-74.308172"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Buses","18","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","194","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","3983","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","129080","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","79059","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","364","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Trains","140","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2021-09-01T00:00:00.000","Trucks","76935","43.09549","-79.055847"
"Blaine","Washington","3004","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","75745","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","47827","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","383","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2021-09-01T00:00:00.000","Trains","86","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2021-09-01T00:00:00.000","Trucks","32163","48.994045","-122.748884"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Buses","17","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","189","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","174","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","10026","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","7264","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","57","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Trains","9","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2021-09-01T00:00:00.000","Trucks","12874","49.002388","-122.264805"
"Nighthawk","Washington","3011","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","59","49.000144","-119.67103"
"Nighthawk","Washington","3011","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","36","49.000144","-119.67103"
"Danville","Washington","3012","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","120","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","88","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2021-09-01T00:00:00.000","Trucks","30","49.000083","-118.503722"
"Ferry","Washington","3013","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","202","49.000083","-118.761166"
"Ferry","Washington","3013","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","131","49.000083","-118.761166"
"Ferry","Washington","3013","US-Canada Border","2021-09-01T00:00:00.000","Trucks","1","49.000083","-118.761166"
"Boundary","Washington","3015","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","181","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","105","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","91","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2021-09-01T00:00:00.000","Trains","20","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2021-09-01T00:00:00.000","Trucks","8","49.00075","-117.627583"
"Laurier","Washington","3016","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","403","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","258","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","14","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2021-09-01T00:00:00.000","Trains","7","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2021-09-01T00:00:00.000","Trucks","578","49.000083","-118.223777"
"Point Roberts","Washington","3017","US-Canada Border","2021-09-01T00:00:00.000","Buses","42","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","546","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","48","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","13810","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","10705","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2021-09-01T00:00:00.000","Trucks","129","49.0020555547","-123.068055556"
"Oroville","Washington","3019","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","22","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","2741","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","1862","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2021-09-01T00:00:00.000","Trucks","2063","49.000083","-119.461833"
"Frontier","Washington","3020","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","619","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","414","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2021-09-01T00:00:00.000","Trucks","1629","49.0005","-117.831527"
"Kenneth G Ward","Washington","3023","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","106","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","6270","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","4467","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2021-09-01T00:00:00.000","Trucks","3063","49.002277","-122.485027"
"Metaline Falls","Washington","3025","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","3","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","600","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","379","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2021-09-01T00:00:00.000","Trucks","434","48.999972","-117.299444"
"Skagway","Alaska","3103","US-Canada Border","2021-09-01T00:00:00.000","Buses","163","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","2060","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","1237","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","772","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2021-09-01T00:00:00.000","Trucks","299","59.629722","-135.164444"
"Alcan","Alaska","3104","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","3405","62.614961","-141.001444"
"Alcan","Alaska","3104","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","2100","62.614961","-141.001444"
"Alcan","Alaska","3104","US-Canada Border","2021-09-01T00:00:00.000","Trucks","465","62.614961","-141.001444"
"Dalton Cache","Alaska","3106","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","820","59.450556","-136.361944"
"Dalton Cache","Alaska","3106","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","514","59.450556","-136.361944"
"Dalton Cache","Alaska","3106","US-Canada Border","2021-09-01T00:00:00.000","Trucks","98","59.450556","-136.361944"
"Raymond","Montana","3301","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","35","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","767","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","505","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2021-09-01T00:00:00.000","Trucks","1408","48.999194","-104.574333"
"Eastport","Idaho","3302","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","3753","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","2238","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","166","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2021-09-01T00:00:00.000","Trains","83","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2021-09-01T00:00:00.000","Trucks","4907","49.000555","-116.181027"
"Turner","Montana","3306","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","5","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","207","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","137","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2021-09-01T00:00:00.000","Trucks","51","48.999527","-108.387916"
"Porthill","Idaho","3308","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","8","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","878","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","676","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2021-09-01T00:00:00.000","Trucks","154","48.999861","-116.49925"
"Scobey","Montana","3309","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","142","48.999527","-105.407638"
"Scobey","Montana","3309","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","102","48.999527","-105.407638"
"Scobey","Montana","3309","US-Canada Border","2021-09-01T00:00:00.000","Trucks","17","48.999527","-105.407638"
"Sweetgrass","Montana","3310","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","264","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","8225","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","5302","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","204","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2021-09-01T00:00:00.000","Trains","37","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2021-09-01T00:00:00.000","Trucks","13179","48.998388","-111.959611"
"Piegan","Montana","3316","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","2992","48.998083","-113.378777"
"Piegan","Montana","3316","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","1677","48.998083","-113.378777"
"Piegan","Montana","3316","US-Canada Border","2021-09-01T00:00:00.000","Trucks","119","48.998083","-113.378777"
"Opheim","Montana","3317","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","45","48.999527","-106.377583"
"Opheim","Montana","3317","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","34","48.999527","-106.377583"
"Roosville","Montana","3318","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","26","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","2383","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","1520","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2021-09-01T00:00:00.000","Trucks","1055","48.999638","-115.056027"
"Morgan","Montana","3319","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","162","48.999829","-107.831819"
"Morgan","Montana","3319","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","112","48.999829","-107.831819"
"Morgan","Montana","3319","US-Canada Border","2021-09-01T00:00:00.000","Trucks","48","48.999829","-107.831819"
"Whitlash","Montana","3321","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","15","48.99725","-111.257916"
"Whitlash","Montana","3321","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","5","48.99725","-111.257916"
"Del Bonita","Montana","3322","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","260","48.998555","-112.78825"
"Del Bonita","Montana","3322","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","179","48.998555","-112.78825"
"Del Bonita","Montana","3322","US-Canada Border","2021-09-01T00:00:00.000","Trucks","66","48.998555","-112.78825"
"Wildhorse","Montana","3323","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","392","48.999361","-110.215083"
"Wildhorse","Montana","3323","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","260","48.999361","-110.215083"
"Wildhorse","Montana","3323","US-Canada Border","2021-09-01T00:00:00.000","Trucks","113","48.999361","-110.215083"
"Willow Creek","Montana","3325","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","89","48.999972","-109.731333"
"Willow Creek","Montana","3325","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","51","48.999972","-109.731333"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Buses","5","49.000453","-97.237036"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Bus Passengers","100","49.000453","-97.237036"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","7566","49.000453","-97.237036"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","4462","49.000453","-97.237036"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","164","49.000453","-97.237036"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Trains","83","49.000453","-97.237036"
"Pembina","North Dakota","3401","US-Canada Border","2021-09-01T00:00:00.000","Trucks","19959","49.000453","-97.237036"
"Portal","North Dakota","3403","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","46","48.998944","-102.551944"
"Portal","North Dakota","3403","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","3448","48.998944","-102.551944"
"Portal","North Dakota","3403","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","2192","48.998944","-102.551944"
"Portal","North Dakota","3403","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","312","48.998944","-102.551944"
"Portal","North Dakota","3403","US-Canada Border","2021-09-01T00:00:00.000","Trains","96","48.998944","-102.551944"
"Portal","North Dakota","3403","US-Canada Border","2021-09-01T00:00:00.000","Trucks","7775","48.998944","-102.551944"
"Neche","North Dakota","3404","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","289","49.000527","-97.557333"
"Neche","North Dakota","3404","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","223","49.000527","-97.557333"
"Neche","North Dakota","3404","US-Canada Border","2021-09-01T00:00:00.000","Trucks","590","49.000527","-97.557333"
"St John","North Dakota","3405","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","144","48.999277","-99.659111"
"St John","North Dakota","3405","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","125","48.999277","-99.659111"
"St John","North Dakota","3405","US-Canada Border","2021-09-01T00:00:00.000","Trucks","34","48.999277","-99.659111"
"Northgate","North Dakota","3406","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","281","48.998833","-102.27475"
"Northgate","North Dakota","3406","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","160","48.998833","-102.27475"
"Northgate","North Dakota","3406","US-Canada Border","2021-09-01T00:00:00.000","Train Passengers","51","48.998833","-102.27475"
"Northgate","North Dakota","3406","US-Canada Border","2021-09-01T00:00:00.000","Trains","16","48.998833","-102.27475"
"Northgate","North Dakota","3406","US-Canada Border","2021-09-01T00:00:00.000","Trucks","609","48.998833","-102.27475"
"Walhalla","North Dakota","3407","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","245","49.000472","-97.908416"
"Walhalla","North Dakota","3407","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","218","49.000472","-97.908416"
"Walhalla","North Dakota","3407","US-Canada Border","2021-09-01T00:00:00.000","Trucks","685","49.000472","-97.908416"
"Hannah","North Dakota","3408","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","7","49.000138","-98.693777"
"Hannah","North Dakota","3408","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","6","49.000138","-98.693777"
"Hannah","North Dakota","3408","US-Canada Border","2021-09-01T00:00:00.000","Trucks","4","49.000138","-98.693777"
"Sarles","North Dakota","3409","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","55","49.000027","-98.938361"
"Sarles","North Dakota","3409","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","44","49.000027","-98.938361"
"Sarles","North Dakota","3409","US-Canada Border","2021-09-01T00:00:00.000","Trucks","34","49.000027","-98.938361"
"Ambrose","North Dakota","3410","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","16","48.999305","-103.486555"
"Ambrose","North Dakota","3410","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","12","48.999305","-103.486555"
"Ambrose","North Dakota","3410","US-Canada Border","2021-09-01T00:00:00.000","Trucks","1","48.999305","-103.486555"
"Antler","North Dakota","3413","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","277","48.999472","-101.296055"
"Antler","North Dakota","3413","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","214","48.999472","-101.296055"
"Antler","North Dakota","3413","US-Canada Border","2021-09-01T00:00:00.000","Trucks","150","48.999472","-101.296055"
"Sherwood","North Dakota","3414","US-Canada Border","2021-09-01T00:00:00.000","Pedestrians","3","48.999305","-101.627527"
"Sherwood","North Dakota","3414","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","274","48.999305","-101.627527"
"Sherwood","North Dakota","3414","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","211","48.999305","-101.627527"
"Sherwood","North Dakota","3414","US-Canada Border","2021-09-01T00:00:00.000","Trucks","277","48.999305","-101.627527"
"Hansboro","North Dakota","3415","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","152","48.999583","-99.346527"
"Hansboro","North Dakota","3415","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","112","48.999583","-99.346527"
"Hansboro","North Dakota","3415","US-Canada Border","2021-09-01T00:00:00.000","Trucks","14","48.999583","-99.346527"
"Maida","North Dakota","3416","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","87","49.00025","-98.36525"
"Maida","North Dakota","3416","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","61","49.00025","-98.36525"
"Maida","North Dakota","3416","US-Canada Border","2021-09-01T00:00:00.000","Trucks","16","49.00025","-98.36525"
"Fortuna","North Dakota","3417","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","278","48.999555","-103.80925"
"Fortuna","North Dakota","3417","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","183","48.999555","-103.80925"
"Fortuna","North Dakota","3417","US-Canada Border","2021-09-01T00:00:00.000","Trucks","103","48.999555","-103.80925"
"Westhope","North Dakota","3419","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","98","48.999611","-101.017277"
"Westhope","North Dakota","3419","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","67","48.999611","-101.017277"
"Westhope","North Dakota","3419","US-Canada Border","2021-09-01T00:00:00.000","Trucks","129","48.999611","-101.017277"
"Noonan","North Dakota","3420","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","197","48.999333","-103.004361"
"Noonan","North Dakota","3420","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","140","48.999333","-103.004361"
"Noonan","North Dakota","3420","US-Canada Border","2021-09-01T00:00:00.000","Trucks","96","48.999333","-103.004361"
"Carbury","North Dakota","3421","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","143","48.999416","-100.555805"
"Carbury","North Dakota","3421","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","121","48.999416","-100.555805"
"Carbury","North Dakota","3421","US-Canada Border","2021-09-01T00:00:00.000","Trucks","74","48.999416","-100.555805"
"Dunseith","North Dakota","3422","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicle Passengers","4368","48.999277","-100.052166"
"Dunseith","North Dakota","3422","US-Canada Border","2021-09-01T00:00:00.000","Personal Vehicles","2164","48.999277","-100.052166"
"Dunseith","North Dakota","3422","US-Canada Border","2021-09-01T00:00:00.000","Trucks","2342","48.999277","-100.052166"
