origin,location,sha256,bytes,duplicate_of,csv_data_rows,numeric_hotel_line_count
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/handoff_summary.md,c846c016bf27ed1189f6d92d82c18efeb37006c0d4677499e53a6d8e441194a8,1672,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/manifest.json,f623566e2a5940eb118464f52a8928d8956773a688f2bc0119f2177354d80763,723,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/model_matrix.csv,b10b3e5a16fbc56761343fdc3d4d149d9c87d7f608a2ea45373894e6ccfcadcf,141,,0,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/model_spec.md,65c8602865ec5fe4b442c43aee268966ab876767b24eccda949000f1cb7a5689,1806,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/pre_model_replay.csv,2f7c2b9cd3af30ef24af62f3b510b2c8be0642719afaa895f3793f134fedc846,120819,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/event_level_replay.csv,138,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/source_provenance.csv,c659cc167920121707b906aab9f40a6c92b2de24468844328b429bab3e430bef,7601,,15,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/targets.csv,ee1e2d1852f935eb85eaef9f3ed922439c808b85b5c2f888a0a72f26ec6eb9cb,7525,,23,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/source_approval_and_disposition.csv,5673819588baf70f0a4b2d81405b1b6a40729887007adc3a6632280db74883d9,7904,,15,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1_plan.md,3df8c4b5c1d53a99fb6c4eeafd975fbab0e3b6d14bfa6e281cc11cb4833146e1,4193,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/candidate_edge_registry.csv,b744e6ec4a8a46462a359ca0f30cfb45eb9d27ec7b190e64cc66f61ed7178416,28624,,10,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/e1_collection_testability_report.md,3905dea2170afb78f3f39dd7320c584fe295f7ac6b2b1484198585060c97b511,5719,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/e1_permission_reassessment.csv,9e95063a33c55bc4baf30aeecb8f7827424cf579552e581ddf8c62073ef0adb7,5678,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/e1_probe_manifest.csv,a6144a9bde3481109f836830fc6f8525b2db23def3495582cebe49895784511d,2141,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/e1_testability_disposition.csv,13c810f8edffc8489a97c677bdc15f9c083bd2f3ac715019838b923f703a6eb3,6290,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/wsf_h004_event_replay.csv,909ae2397f0f156056316f3342a48e6dc953e60dc24c9494c29bae56c18a61f2,38549,,23,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/wsf_h004_replay_summary.md,6a8f4390cb6718d35da7139688250cb7392dc312e4c3d42e4ec6844e5ce34cc0,3392,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/e1/wsf_h004_replay_validation.json,8ac97aa9a981f8c151a8cf9285289c19e21d0ac510123ebb053f671b9e88c0f8,1971,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/edge_scorecard.csv,52293800264faf3bfef1033967a2c4ba5a7a499f41cd7dafe96faf2f846e1c5d,2302,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/historical_archive_matrix.csv,64f48e28eb980b320b9afce897124ef0654608c3f0e419a3b7ab5993d0fcf838,5468,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_and_license_audit.csv,9fa02e9bc9401c319905a51b9e59a6ef7c0eee46e72a28bd4b1951714b2ae5f3,6231,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/data_path_assessments.csv,8c6b21a592e10cdef0867e3dd983e74188cc5a8ec869eb2306f67773df556c61,4300,,8,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/data_path_candidates.csv,e6683eb92bd249bb233d061e14d4c3599a217fb4d43aabd72ef541b41c2ed90f,5748,,8,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/data_probe_manifest.csv,d67646c09e6108f30ffaaad92dbf4a1f9ae99694ac08a5960fb46d07068e3a22,878,,1,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/data_probe_results.csv,edd536ca720e65767e3047d79c91b7b73553d006afe8438f10d10ce2f7f6e176,1416,,1,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/final_dispositions.csv,28c93a12e00dff817fbfdfdc9a878f0b83042184dccdb18034a82f7404f78f0d,1447,,8,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/permission_recon_manifest.csv,ce16bc2e152f119057c3c3ec77d37e20f1a150bbd56e0d8b52303a10110a447c,15029,,52,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/permission_recon_results.csv,a9fe235ea047e17fe488e189a7cc76dd4a5d3bcbf9b60aeb009383059f3a6cd7,7931,,26,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/permission_recon_retry_results.csv,0ab94c6f3088e59f57f47429bc21cb63bc42e6e411acd3fde9ad7055a7a29867,8662,,26,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/permission_resolution_findings.csv,e96e7d4e92294123dcb63808de68d8209d02fe2bf29b2ab59005c847537b9132,3166,,8,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/permission_resolution_report.md,de93471d86c61dbca86037dd05e0251c5495a16234707b47bd76cb3b06086562,7826,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/permission_resolution/validation.json,fa36879bd187103b77033d67fc9779c79d0811b9ed6dd72ed1e0ecbe760c0732,3908,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/physical_world_activity_edge_report.md,2a4625f57d603619ce62252565d1dbf75b41a42c910f74bbd497e4525a4b2025,11972,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/preflight_candidates.csv,4ac7b663918a809903c6f7cd2ce80f2e14d31630f1396ec2a657cdc0b90cb0be,7666,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/preflight_decisions.csv,86f72635f8c26fec7ea0cbcfa71436abf2fa112a45fb8ba53addca9616f42661,2273,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge/tiny_sample_manifest.csv,674d42ef6ef3a1f1bb6cd9bb5a62a8d709e827825af8c458601773aca2a8776f,1381,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/physical_world_activity_edge_report.md,8e0a354d6163af06162056e43c3c19bade027f6cf1c4243841b7a02436e319c6,2862,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/prospective_collection_opportunities.md,6a4aab07c37668e53b32b44f9e9911ec099b2508dc7edc8f7af506a719f155ef,2170,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/rejected_and_inconclusive_sources.md,c4eb4803c2b6fd6d4dfa7088733b2b9987b33d33c4bbf43731eeff2ce9c192ef,2297,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/source_selection_memo.md,5fb1937a00dcaacdfd795d4a0d2a7fc8dba432e5d67f15137d64d0188fd51007,10412,,,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/candidate_edge_registry.csv,50aa3ea2ba6698d3525b70b8e9c8234a175e87d3418156bd25f32b0b0b6c687f,25437,,10,2
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/artifact_manifest.csv,228aa0e06128e0023a239b82956c5f845edf1d8e2ce1dfee44c7b5faef0749b3,1451,,8,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/e1_report.md,ba46af29c248ac25157710f2d9870a2c5f38b5b11ec40910be9032b91fee7f4a,4605,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/e1_request_manifest.csv,ca6fb0ba1bac844fcdc39bfc3c1049092c0ecdb49cd5efffb46eb346da98cd89,2292,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/e1_source_dispositions.csv,8f263298b43d4a2033dbab804d56a1cd36d8a730df96ddf166332124e95cb08d,10395,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/postfreeze_event_replay.csv,252cac237457b85789436e1150600189303e17a46dd6136a314ec8b0f05b4b81,77151,,46,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/postfreeze_replay_summary.csv,784a5728f4686642bc2a0b48314874b4fa45bbdd02e829ed90f0783ffad82584,823,,2,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/e1_disposition/postfreeze_replay_summary.md,ba820184855d6265a99f08ed56628d268d7f8e7eba6534276f847a22ad224dfd,2631,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/edge_scorecard.csv,e7cf73128691fa5e13156c0bf81f284d0d4663700534acfc491a2edab96efb1a,2613,,10,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/historical_archive_matrix.csv,3c985bfe8528f5ed43e8089a55469b17bf3b62bc486c80323b02390552101cd6,4425,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/lane_preflight.csv,66ad43aef70b8c35a7739593b29983ecb285354c7bf6a835e5ab58529d7e5396,7315,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_and_license_audit.csv,5f25bf1fb421023b540d7ea20af4e360222e91f89a04d5001f39cbecf1dc082d,4492,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/artifact_manifest.csv,c9ad5d715e4836066df75ba23c5182112cf4f5c7b31d204fbb2c47322f23bab0,1608,,9,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/data_probe_decisions.csv,d1ddfbe7c0663eb31b6d812f5209409f1b4be9c2ed1b4e15b2da4371b6bc7231,1055,,7,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/data_probe_manifest.csv,488278fff3c017fa1fe119fa1ce8ab66c2b95760d137c848557621f6fd5840f3,100,,0,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/permission_evidence_assessment.csv,9b7178f1f474aee3318756debcbff75a604ea17ba11aa2fccd403d47249057e4,7047,,7,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/permission_recon_manifest.csv,85192bc96c106751739f5b4e641838f7cf34d32884726cbb0bc8dfeabab0887e,10017,,31,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/permission_recon_results.csv,9df62195946e992ed4df3807fbe15d3829b45fe56a2d868f79f3f8c9ec4dbd01,8700,,30,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/permission_resolution_report.md,c5b994588f75540c99c3c9cad90557afa2058abc6c1da248e0a245fb8ac8513e,4831,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/permission_resolution/scrape_candidate_decisions.csv,c920680bee0f347875dfed21eacfb2698b3f35efca115324851e79d05e57ef1a,987,,7,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/prospective_collection_opportunities.md,6cabeb261e444568aed9336388305f6b17304b180f41094cba092cb9d5156de2,1141,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/rejected_and_inconclusive_sources.md,30e983a0fd0b36d672674ca1301619ff24f90e27184c5e17789a45080f4148b4,1417,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/supply_scarcity_web_edge_report.md,2b942d620020c098a400c7ea76c22b52daeec235f11b4acfa36cc4b9c45dbd47,7548,,,2
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge/tiny_sample_manifest.csv,b41bd5d4c34febac84b786ac326bc3176fee537e239a2ba4d0a63fb208193115,2323,,10,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/supply_scarcity_web_edge_report.md,7f99da9745fe64d2e7a22e9a40edde5fe54d921f703ab020e812473eabc14bd9,2711,,,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/tiny_sample_manifest.csv,63d71b52eff01457cf6eb7db0437de12c82da7bad0518f0bf1116da3ad2f9ddb,5331,,15,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/acquisition_log.csv,dca79904ebc5d91ac655c18ce4d4a4e483f765f5ca96765da39272f3d4274bed,2611,,16,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/guidance_linkage.csv,0bb62c2922ba6e05b9a41aa52251ed7db7fda57cb72c7f780693e85b454d76f5,3151,,9,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/processed/raw_file_manifest.csv,c548e7066cbc6e80e10db964e0b0789f238265b0724927b027e053e33fce564b,1609,,13,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/processed/rejected_observations.csv,eb62f614a2ec43d00693022af4dfca6b31ccabc26b5c501bc257762e102d5f2e,636,,1,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/processed/source_summary.csv,aa47510826fa92252b9d74756c51ae9bc73649cf6c60e43781cf05dcea09c74e,1025,,9,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/processed/validation.json,b4b6f1613d9549d56d407a9061703116ddc67748eb80bae4f78dc1d447a5a485,827,,,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/README.md,24666549ff21b030d971413a42ad1bec1a6096a811aa06b583c0ffc99a1da39f,2983,,,0
local,theos-past-research/research/edge-discovery/20260903T204950Z_broad_scrape/source_manifest.csv,960e427ac6832a33852de3a9d83bf5c56ceed8bf96135b30e636d76825f13cee,4877,,9,0
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/metadata/eurostat_toc_20260903.txt,f68096847ef4c581f017563b190bbae737c4f7233cd86006cba73bc58c1f4010,1972492,,,12
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/processed/new_source_manifest.csv,ae1cb8a9a4ed6ce0e297d0ed33bbdcd481b561c5272703b904b86f8d54a1ff55,24639,,41,5
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/processed/raw_file_manifest.csv,f71d16dadf4c9ca445690e7a9fdd1dc6c6cdedf81b2b6f8cb9d0681ecddaad23,9208,,41,0
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/processed/validation_50.json,b9bb6fc651070ba4e421cef836d8738fd543551c6aa91622d6c5821f5ad1c542,724,,,0
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/README.md,16d45f85ab801121559b7493e7b37ce62d6d686c2f4f619961f4b913dac112de,3066,,,1
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/source_manifest_50.csv,17bbd3bcd0c487bb4bc7657988933719b0ad6763bea5365a9c6c6e541cb1640b,29339,,50,5
local,theos-past-research/research/edge-discovery/20260903T211121Z_50_source_expansion/source_summary_50.csv,e51ed5cab96daec97c8dc0a2387a3ac23114ad246f3d37e7a6862d10f9ca2e20,4678,,50,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/artifact_manifest.csv,39692127afad8834b678dc513aa5164cfacc6b2a7a1a5353227040b83869d461,1451,,12,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/descriptive_comparison.csv,b94d697cd0a9dff4180baeafdafcfd7e020e7cb83d927b7243e0cd85e4b9f385,1818,,7,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/event_aligned_features.csv,89940471bc6751d0eb9ea123f048b9c3b6f2929daaf9ea14b14f0fb375b44541,64632,,161,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/guidance_targets.csv,5b52b51016535d77d942b179fc9a121fbaf613c6a7f4610ba37d6b4195dbf698,7745,,23,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/lead_memo.md,f3ecf22aa3fc1be8cc2949ca165a54549d74eae82aecf7011f453cc5b30a3803,5661,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/observations_long.csv,8c2e78632430bb43a820536b8ede20148d86b829c2466ec637ac683f27ea7eee,375855,,495,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/permission_audit.csv,1f691ea3e8f0da72f756ed7e76d883f20201fc42c7521ad75f1a5d0fe751d3f3,22425,,33,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/airport_permission_manifest.csv,79d77f6e32b0d10506e4accb9155e9c8304ae67093a958ed14d6b4c2ac6c89a8,1881,,6,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/airport_permission_results.csv,f6be7b1f3fa37c148cf1c8d31fdb13459719012c9228afd224ca2b4ef41c28e5,2147,,6,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/candidate_source_manifest.csv,9870d3281ea57d18ced48b08c10326152aeae970f271a906aeeead84a1052837,10401,,8,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/data_probe_manifest.csv,4cdf33c522da37b15b8a860631805aa8e06ba90eab603e3958e91a5056cd3eb2,91,,0,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/data_probe_results.csv,4be019f0d1be208b11470b793a5e66645239e62347b92f763568c99bf7f6aa8e,95,,0,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/exact_path_gate_decisions.csv,f8e44ad057a72284ac116da08fbdcf39aa87e6f00c87ddee3d5146823c8e3183,5582,,8,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/lane_memo.md,3b52e9e71a6c678e907413636dcf32529587a1c892e139a2b0de484135c988fc,5111,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/observations_long.csv,3529537ba2b3cda3bf5c2626ba31d7dd480ea3e88da2f0e9442728dbe37174e9,224121,,384,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/permission_audit_summary.csv,5a21bc2f772a10d28faf97150bbefd6bb709a91c26b1b91b5226decc22ea2a38,1141,,8,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/permission_request_manifest.csv,5e3ea26baa300b8a5926470f793b64cb24c1e138ddb667ac4bfe4b08d4611bba,3317,,11,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/permission_request_results.csv,774e9045338b9432bff2d895795eb7097ab57306c1c3f6384eaaf6adf8dd8492,3087,,11,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/permission_reuse_manifest.csv,30a9c34b370c2c85bf0f915c785705c32607e247da52501e9105557b66779133,2804,,5,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/proposed_new_airport_sources.csv,34bda5d693e89d8c59f1d342ab21d07670afbb6432ca51a5a0778e5c63368d73,3317,,2,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/proposed_scraping_audit.csv,17e06a3c492593f29e736e94e358ab25ed2359b4a42a60f6c1e84c2e156ada38,105,,0,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/proposed_source_registry.csv,1386ecb5a3fda75842fde875adf82ce82e7c8d913e25b2f279fa8cbf6a7c5fcc,2523,,1,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/publication_vintage_audit.csv,f43cd6fe82acbdedd426059d8967a82977a36f816462477fc1d12bdcb9b90571,2656,,8,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/source_dispositions.csv,b14613c21abc576edeefbf0fa8fdddfff8672a9ad4b8ef774b815ac6a4e49911,1178,,8,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/physical_world_activity_edge/validation.json,fb92f34af2533a2783edd7eb58de6fb0dfc129293bb06b9e80586ad27fb50887,860,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/publication_vintage_audit.csv,42b1234a80cea5664845732016f0f12d3b537823c53d2c5942d8de71b4960878,3513,,14,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/raw_file_manifest.csv,652e50a7dfc9712cc34e978ab73603cddf544c1762258c5b0975c2d7320825e1,1160,,3,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/artifact_manifest.csv,8969d9e48f83b0d94c2d02b7a3af8387e6cbf08290a68ac6547cbb6458722923,853,,7,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/descriptive_comparison.csv,b7378a4d36a53d36613b9b28f1798e4d6b4f7e82f0616546865d04d8f7e57bc4,568,,1,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/event_weighted_features.csv,6126cd886c30fc944b18eb537f1a33cbcb8486db67565d2794ca4067e6df5a4b,11700,,23,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/recommendation.md,a061b842cd6db8d0dab7590cf207d5119f91918a39841bd526c7bc285a06c88c,3651,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/usability_scoring.csv,d43738a6658d1f7f45f8ebb88e7d9f261cd65e6afd036e1f1c94ae58b09bb297,852,,8,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/validation.json,34be7bba981869d7c0a17bbf47de9c8642efc19d807e211475de3f32c6b444b0,1106,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/revenue_weighted_continuation/weight_source_evidence.csv,0b534c88089d652e9c28f794f63a0edca27220690350f83c20cc57a013ad25e8,1687,,3,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/run_plan.md,1ff1d67140e9dade67f2f4e2ced1666d84d5084cedef8880f92208ed4c3d94c0,3609,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/source_manifest.csv,7d2415946af5b8c4b4361c8ccd5667c57a521851dd8ee3a2ce16b65a4dd9ab68,27738,,14,2
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/artifact_manifest.csv,32db68232c9d5371c695070a16ae611c7cb6228c22d2381084754b43dcd223cf,2283,,14,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/candidate_source_manifest.csv,119698cdf3b55f69f8db14d6a5ed73f3e0b47af8aa7c4a4d21c3253b3b25ec2f,3707,,5,1
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/data_request_decisions.csv,c56be7fc768939e8028e520cc2b17da9ea7af47f5a9b1d465b7bdf38e9a1ee0a,890,,5,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/data_request_manifest.csv,42394ef3ee2b5465983d9b0f873bb4b448b0a8f8dd648113e31d3404dbd32e8f,114,,0,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/exact_path_gate_decisions.csv,ebdb5253f4278a99d6242c421653a5e8d81ec872ebcbb7e0e447c53e2e99cbdf,716,,5,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/lane_memo.md,9691d0b66aa4a6d026178367bc95f36b2b9632f556f10a8561d589da0c78b386,3846,,,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/observations_long.csv,3ecca4cebe4225bbc6843c1150f71fc8efff1cf5d872879ff24f78e94178c8b8,2364,,5,0
local,theos-past-research/research/edge-discovery/20260903T231817Z_abnb_us_altdata_sleeve/supply_scarcity_web_edge/permission_evidence_reuse.csv,e62c82b7a616dea8184d0c8e1da3b102cab26300c3fe83ab82171e5cc44b5efc,2994,,4,0
