quarter,region,metric,value,basis,source,quote
4Q23,latam,nights_yoy_lo_pct,22.0,numeric,Airbnb shareholder letter 4Q23,
4Q23,latam,nights_yoy_pct,22.0,numeric,Airbnb shareholder letter 4Q23,22% higher than Q4 2022
4Q23,latam,revenue_musd,248.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,latam,revenue_share_pct,11.18,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,latam,revenue_yoy_pct,31.22,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,na,adr_yoy_exfx_pct,-2.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 4Q23,
4Q23,na,adr_yoy_reported_pct,0.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 4Q23,
4Q23,na,bea_inbound_foreign_travel_in_us_yoy_pct,21.61,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
4Q23,na,bea_outbound_us_travel_abroad_yoy_pct,17.63,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
4Q23,na,cross_border_nights_growth_to_region_pct,15.0,disclosed numeric,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,na,nights_share_est_pct,33.9,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q23,na,nights_yoy_differential_pp,-8.37,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
4Q23,na,nights_yoy_hi_pct,5.65,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 4Q23,
4Q23,na,nights_yoy_lo_pct,1.65,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 4Q23,
4Q23,na,nights_yoy_pct,3.65,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 4Q23,continued solid growth; ADR flat (-2% ex-FX and mix)
4Q23,na,revenue_musd,1043.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,na,revenue_share_pct,47.02,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,na,revenue_yoy_pct,8.2,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,total,corridor_commentary_cross_currency,,qualitative / management statement,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,total,cross_border_nights_growth_pct,13.0,disclosed numeric,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,total,cross_border_share_of_gross_nights_pct,44.0,disclosed numeric,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,total,long_term_stay_share_pct,19.0,disclosed numeric,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,total,nights_yoy_pct,12.02,disclosed numeric,Airbnb shareholder letter 4Q23 (KPI table),
4Q23,total,urban_share_of_gross_nights_pct,51.0,disclosed numeric,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
1Q24,apac,cross_border_nights_growth_to_region_pct,28.0,disclosed numeric,Airbnb shareholder letter 1Q24,"Travel Corridors In Q1 2024, while domestic travel remained the largest travel corridor across our business, we continued to see growth in cross-border travel."
1Q24,apac,nights_share_est_pct,15.1,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q24,apac,nights_yoy_differential_pp,11.5,derived: region minus total (numeric),derived from the two rows above,
1Q24,apac,nights_yoy_hi_pct,21.0,numeric,Airbnb shareholder letter 1Q24,
1Q24,apac,nights_yoy_lo_pct,21.0,numeric,Airbnb shareholder letter 1Q24,
1Q24,apac,nights_yoy_pct,21.0,numeric,Airbnb shareholder letter 1Q24,increased 21% on a year-over-year basis
1Q24,apac,origin_nights_growth_china_outbound_pct,80.0,disclosed numeric,Airbnb shareholder letter 1Q24,"In Q1 2024, nights booked on an origin basis in China increased nearly 80% on a year-over-year basis."
1Q24,apac,revenue_musd,253.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,apac,revenue_share_pct,11.81,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,apac,revenue_yoy_pct,26.5,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,emea,adr_yoy_exfx_pct,4.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 1Q24,
1Q24,emea,adr_yoy_reported_pct,7.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 1Q24,
1Q24,emea,eurostat_eu27_platform_domestic_yoy_pct,28.912,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q24,emea,eurostat_eu27_platform_foreign_share_chg_pp,-0.188,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q24,emea,eurostat_eu27_platform_foreign_share_pct,58.444,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q24,emea,eurostat_eu27_platform_foreign_yoy_pct,27.919,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q24,emea,eurostat_eu27_platform_nights_yoy_pct,28.33,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q24,emea,nights_share_est_pct,38.4,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q24,emea,nights_yoy_differential_pp,0.5,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
1Q24,emea,nights_yoy_hi_pct,12.0,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 1Q24,
1Q24,emea,nights_yoy_lo_pct,8.0,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 1Q24,
1Q24,emea,nights_yoy_pct,10.0,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 1Q24,relative strength in non-urban and group; ADR +7% (+4% ex-FX and mix)
1Q24,emea,revenue_musd,567.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,emea,revenue_share_pct,26.47,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,emea,revenue_yoy_pct,23.8,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,latam,nights_share_est_pct,13.2,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q24,latam,nights_yoy_differential_pp,9.5,derived: region minus total (numeric),derived from the two rows above,
1Q24,latam,nights_yoy_hi_pct,19.0,numeric,Airbnb shareholder letter 1Q24,
1Q24,latam,nights_yoy_lo_pct,19.0,numeric,Airbnb shareholder letter 1Q24,
1Q24,latam,nights_yoy_pct,19.0,numeric,Airbnb shareholder letter 1Q24,grew 19% in Q1 2024
1Q24,latam,revenue_musd,307.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,latam,revenue_share_pct,14.33,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,latam,revenue_yoy_pct,30.64,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,na,adr_yoy_exfx_pct,0.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 1Q24,
1Q24,na,adr_yoy_reported_pct,3.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 1Q24,
1Q24,na,bea_inbound_foreign_travel_in_us_yoy_pct,22.36,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
1Q24,na,bea_outbound_us_travel_abroad_yoy_pct,15.09,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
1Q24,na,nights_share_est_pct,33.3,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q24,na,nights_yoy_differential_pp,-9.57,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
1Q24,na,nights_yoy_hi_pct,1.93,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 1Q24,
1Q24,na,nights_yoy_lo_pct,-2.07,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 1Q24,
1Q24,na,nights_yoy_pct,-0.07,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 1Q24,domestic travel was stable; ADR +3% (flat ex-FX and mix)
1Q24,na,revenue_musd,1015.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,na,revenue_share_pct,47.39,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,na,revenue_yoy_pct,9.73,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q24,total,cross_border_nights_growth_pct,10.0,disclosed numeric,Airbnb shareholder letter 1Q24,"Urban Destinations Consistent with recent quarters, we saw increased demand for urban travel in Q1 2024, historically one of the strongest areas of our business."
1Q24,total,cross_border_share_of_gross_nights_pct,46.0,disclosed numeric,Airbnb shareholder letter 1Q24,"Urban Destinations Consistent with recent quarters, we saw increased demand for urban travel in Q1 2024, historically one of the strongest areas of our business."
1Q24,total,events_and_shocks,,qualitative,Airbnb shareholder letter 1Q24,Paris Olympics nights booked 5x a year ago; Euro Cup Germany ~2x
1Q24,total,long_term_stay_share_pct,17.0,disclosed numeric,Airbnb shareholder letter 1Q24,"Urban Destinations Consistent with recent quarters, we saw increased demand for urban travel in Q1 2024, historically one of the strongest areas of our business."
1Q24,total,nights_yoy_pct,9.5,disclosed numeric,Airbnb shareholder letter 1Q24 (KPI table),
2Q24,apac,cross_border_nights_growth_to_region_pct,22.0,disclosed numeric,Airbnb shareholder letter 2Q24,"This region is generally reliant on cross-border travel and in Q2 2024, we saw cross-border travel to Asia Pacific grow 22% year-over-year."
2Q24,apac,nights_share_est_pct,15.1,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q24,apac,nights_yoy_differential_pp,10.31,derived: region minus total (numeric),derived from the two rows above,
2Q24,apac,nights_yoy_hi_pct,19.0,numeric,Airbnb shareholder letter 2Q24,
2Q24,apac,nights_yoy_lo_pct,19.0,numeric,Airbnb shareholder letter 2Q24,
2Q24,apac,nights_yoy_pct,19.0,numeric,Airbnb shareholder letter 2Q24,increased 19% on a year-over-year basis
2Q24,apac,revenue_musd,207.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,apac,revenue_share_pct,7.53,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,apac,revenue_yoy_pct,10.11,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,emea,adr_yoy_exfx_pct,3.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 2Q24,
2Q24,emea,adr_yoy_reported_pct,4.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 2Q24,
2Q24,emea,eurostat_eu27_platform_domestic_yoy_pct,13.088,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q24,emea,eurostat_eu27_platform_foreign_share_chg_pp,0.964,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q24,emea,eurostat_eu27_platform_foreign_share_pct,64.458,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q24,emea,eurostat_eu27_platform_foreign_yoy_pct,17.917,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q24,emea,eurostat_eu27_platform_nights_yoy_pct,16.154,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q24,emea,nights_share_est_pct,38.5,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q24,emea,nights_yoy_differential_pp,-2.93,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
2Q24,emea,nights_yoy_hi_pct,7.76,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q24,
2Q24,emea,nights_yoy_lo_pct,3.76,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q24,
2Q24,emea,nights_yoy_pct,5.76,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q24,relatively stable y/y growth compared to the prior quarter; ADR +4% (+3%)
2Q24,emea,revenue_musd,1048.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,emea,revenue_share_pct,38.14,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,emea,revenue_yoy_pct,11.37,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,latam,domestic_nights_growth_latam_pct,24.0,disclosed numeric,Airbnb shareholder letter 2Q24,"• Latin America: In Latin America, Nights and Experiences Booked grew 17% in Q2 2024 compared to Q2 2023."
2Q24,latam,nights_share_est_pct,13.2,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q24,latam,nights_yoy_differential_pp,8.31,derived: region minus total (numeric),derived from the two rows above,
2Q24,latam,nights_yoy_hi_pct,17.0,numeric,Airbnb shareholder letter 2Q24,
2Q24,latam,nights_yoy_lo_pct,17.0,numeric,Airbnb shareholder letter 2Q24,
2Q24,latam,nights_yoy_pct,17.0,numeric,Airbnb shareholder letter 2Q24,grew 17% in Q2 2024
2Q24,latam,revenue_musd,185.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,latam,revenue_share_pct,6.73,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,latam,revenue_yoy_pct,13.5,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,na,adr_yoy_exfx_pct,1.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 2Q24,
2Q24,na,adr_yoy_reported_pct,4.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 2Q24,
2Q24,na,bea_inbound_foreign_travel_in_us_yoy_pct,12.61,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
2Q24,na,bea_outbound_us_travel_abroad_yoy_pct,11.21,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
2Q24,na,nights_share_est_pct,33.3,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q24,na,nights_yoy_differential_pp,-4.57,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
2Q24,na,nights_yoy_hi_pct,6.12,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q24,
2Q24,na,nights_yoy_lo_pct,2.12,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q24,
2Q24,na,nights_yoy_pct,4.12,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q24,slight acceleration of y/y growth relative to Q1 2024; ADR +4% (+1% ex-FX and mix)
2Q24,na,revenue_musd,1308.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,na,revenue_share_pct,47.6,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,na,revenue_yoy_pct,9.73,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q24,total,events_and_shocks,,qualitative,Airbnb shareholder letter 2Q24,July 4 week highest NA revenue week ever; Paris Olympics >400k guests
2Q24,total,nights_yoy_pct,8.69,disclosed numeric,Airbnb shareholder letter 2Q24 (KPI table),
3Q24,apac,cross_border_nights_growth_to_region_pct,23.0,disclosed numeric,Airbnb shareholder letter / call (3Q24 letter),"This region is generally reliant on cross-border travel and in Q3 2024, we saw overall cross-border travel to Asia Pacific grow 23% year-over-year."
3Q24,apac,nights_share_est_pct,15.0,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q24,apac,nights_yoy_differential_pp,10.52,derived: region minus total (numeric),derived from the two rows above,
3Q24,apac,nights_yoy_hi_pct,19.0,numeric,Airbnb shareholder letter / call (3Q24 letter),
3Q24,apac,nights_yoy_lo_pct,19.0,numeric,Airbnb shareholder letter / call (3Q24 letter),
3Q24,apac,nights_yoy_pct,19.0,numeric,Airbnb shareholder letter / call (3Q24 letter),"increased 19% y/y, stable with the prior quarter"
3Q24,apac,revenue_musd,235.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,apac,revenue_share_pct,6.3,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,apac,revenue_yoy_pct,12.98,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,emea,adr_yoy_exfx_pct,3.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (3Q24 letter),
3Q24,emea,adr_yoy_reported_pct,6.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (3Q24 letter),
3Q24,emea,eurostat_eu27_platform_domestic_yoy_pct,17.695,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q24,emea,eurostat_eu27_platform_foreign_share_chg_pp,0.081,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q24,emea,eurostat_eu27_platform_foreign_share_pct,63.169,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q24,emea,eurostat_eu27_platform_foreign_yoy_pct,18.107,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q24,emea,eurostat_eu27_platform_nights_yoy_pct,17.955,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q24,emea,nights_share_est_pct,39.1,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q24,emea,nights_yoy_differential_pp,-1.9,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
3Q24,emea,nights_yoy_hi_pct,8.58,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter / call (3Q24 letter),
3Q24,emea,nights_yoy_lo_pct,4.58,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter / call (3Q24 letter),
3Q24,emea,nights_yoy_pct,6.58,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter / call (3Q24 letter),"slight acceleration compared to the prior quarter, buoyed by the Paris Games; ADR +6% (+3%)"
3Q24,emea,revenue_musd,1726.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,emea,revenue_share_pct,46.25,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,emea,revenue_yoy_pct,12.59,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,latam,domestic_nights_growth_latam_pct,21.0,disclosed numeric,Airbnb shareholder letter / call (3Q24 letter),"We saw continued growth across all regions compared to Q3 2023, with Asia Pacific and Latin America again leading the way."
3Q24,latam,nights_share_est_pct,13.0,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q24,latam,nights_yoy_differential_pp,6.52,derived: region minus total (numeric),derived from the two rows above,
3Q24,latam,nights_yoy_hi_pct,15.0,numeric,Airbnb shareholder letter / call (3Q24 letter),
3Q24,latam,nights_yoy_lo_pct,15.0,numeric,Airbnb shareholder letter / call (3Q24 letter),
3Q24,latam,nights_yoy_pct,15.0,numeric,Airbnb shareholder letter / call (3Q24 letter),grew 15% in Q3 2024
3Q24,latam,revenue_musd,199.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,latam,revenue_share_pct,5.33,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,latam,revenue_yoy_pct,11.8,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,na,adr_yoy_exfx_pct,1.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (3Q24 letter),
3Q24,na,adr_yoy_reported_pct,3.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (3Q24 letter),
3Q24,na,bea_inbound_foreign_travel_in_us_yoy_pct,10.39,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
3Q24,na,bea_outbound_us_travel_abroad_yoy_pct,11.91,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
3Q24,na,nights_share_est_pct,32.8,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q24,na,nights_yoy_differential_pp,-5.13,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
3Q24,na,nights_yoy_hi_pct,5.35,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter / call (3Q24 letter),
3Q24,na,nights_yoy_lo_pct,1.35,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter / call (3Q24 letter),
3Q24,na,nights_yoy_pct,3.35,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter / call (3Q24 letter),continued growth on a y/y basis; ADR +3% (+1% ex-FX and mix)
3Q24,na,revenue_musd,1572.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,na,revenue_share_pct,42.12,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,na,revenue_yoy_pct,6.36,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q24,total,events_and_shocks,,qualitative,Airbnb shareholder letter / call (3Q24 letter),Paris Games ~700k guests; EMEA acceleration
3Q24,total,nights_yoy_pct,8.48,disclosed numeric,Airbnb shareholder letter 3Q24 (KPI table),
4Q24,apac,adr_yoy_exfx_pct,2.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (4Q24 letter),
4Q24,apac,corridor_commentary_apac_crossborder,,qualitative / management statement,Airbnb shareholder letter 4Q24,"While we saw strong growth domestically, cross-border continues to drive the majority of nights booked in APAC."
4Q24,apac,cross_border_nights_growth_to_region_pct,27.0,disclosed numeric,Airbnb shareholder letter / call (4Q24 letter),"In Q4 2024, we saw sequential acceleration in nights booked across domestic and cross-border travel, as well as urban and non-urban markets."
4Q24,apac,nights_share_est_pct,15.4,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q24,apac,nights_yoy_differential_pp,9.15,derived: region minus total (bucket),derived from the two rows above,
4Q24,apac,nights_yoy_hi_pct,23.0,bucket,Airbnb shareholder letter / call (4Q24 letter),
4Q24,apac,nights_yoy_lo_pct,20.0,bucket,Airbnb shareholder letter / call (4Q24 letter),
4Q24,apac,nights_yoy_pct,21.5,bucket,Airbnb shareholder letter / call (4Q24 letter),low-20s growth; cross-border nights +27%
4Q24,apac,origin_nights_growth_china_outbound_pct,25.0,disclosed numeric,Airbnb shareholder letter / call (4Q24 letter),"Although the recovery has been and continues to be gradual, we are encouraged by the recovery of the China outbound business with nights booked growing 25% year-over-year in Q4 2024."
4Q24,apac,revenue_musd,297.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q24,apac,revenue_share_pct,11.98,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q24,apac,revenue_yoy_pct,21.72,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q24,emea,adr_yoy_exfx_pct,6.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (4Q24 letter),
4Q24,emea,adr_yoy_reported_pct,6.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter / call (4Q24 letter),
4Q24,emea,eurostat_eu27_platform_domestic_yoy_pct,18.428,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q24,emea,eurostat_eu27_platform_foreign_share_chg_pp,-0.354,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q24,emea,eurostat_eu27_platform_foreign_share_pct,59.938,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q24,emea,eurostat_eu27_platform_foreign_yoy_pct,16.693,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q24,emea,eurostat_eu27_platform_nights_yoy_pct,17.382,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q24,emea,nights_share_est_pct,39.1,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q24,emea,nights_yoy_differential_pp,-1.35,derived: region minus total (bucket),derived from the two rows above,
4Q24,emea,nights_yoy_hi_pct,12.0,bucket,Airbnb shareholder letter / call (4Q24 letter),
4Q24,emea,nights_yoy_lo_pct,10.0,bucket,Airbnb shareholder letter / call (4Q24 letter),
4Q24,emea,nights_yoy_pct,11.0,bucket,Airbnb shareholder letter / call (4Q24 letter),low-double digits growth
4Q24,emea,revenue_musd,794.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q24,emea,revenue_share_pct,32.02,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
