sample,sort,bucket,target,n,mean,median,min,max,n_positive,hit_rate_positive,sample_base_rate_positive,binom_p_vs_half,binom_p_vs_base_rate_1sided,prints,mann_whitney_p,welch_p,fisher_p_share_positive
all,nights_accel_sign,flat,ret_20d_open_excess_pct,2,-10.13,-10.13,-19.32,-0.95,0.0,0.0,0.3,0.5,0.484,1Q22 3Q24,,,
all,nights_accel_sign,accelerating,ret_20d_open_excess_pct,7,-3.17,-4.42,-11.82,12.82,2.0,0.29,0.3,0.453,0.637,4Q21 3Q22 3Q23 4Q24 3Q25 4Q25 2Q26,,,
all,nights_accel_sign,TOP minus BOTTOM,ret_20d_open_excess_pct,17,-2.56,-3.31,,,,,,,,top 2/7 positive vs bottom 3/10,0.417,0.508,1.0
all,momentum_score,-2 both decel,ret_1d_cc_excess_pct,6,-2.77,-2.22,-12.3,12.59,1.0,0.17,0.48,0.219,0.131,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ret_1d_cc_excess_pct,3,-6.44,-7.09,-8.36,-3.86,0.0,0.0,0.48,0.25,0.142,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ret_1d_cc_excess_pct,7,1.18,0.61,-10.0,14.03,4.0,0.57,0.48,1.0,0.453,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ret_1d_cc_excess_pct,1,-8.78,-8.78,-8.78,-8.78,0.0,0.0,0.48,1.0,0.522,3Q24,,,
all,momentum_score,+2 both accel,ret_1d_cc_excess_pct,2,9.97,9.97,3.67,16.26,2.0,1.0,0.48,0.5,0.229,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ret_1d_cc_excess_pct,8,12.74,12.18,,,,,,,,top 2/2 positive vs bottom 1/6,0.143,0.239,0.107
all,momentum_score,-2 both decel,ret_1d_cc_raw_pct,6,-1.82,-0.5,-13.4,13.4,3.0,0.5,0.57,1.0,0.528,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ret_1d_cc_raw_pct,3,-5.33,-6.9,-8.0,-1.1,0.0,0.0,0.57,0.25,0.082,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ret_1d_cc_raw_pct,7,1.4,0.3,-13.4,14.4,4.0,0.57,0.57,1.0,0.64,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ret_1d_cc_raw_pct,1,-8.7,-8.7,-8.7,-8.7,0.0,0.0,0.57,1.0,0.435,3Q24,,,
all,momentum_score,+2 both accel,ret_1d_cc_raw_pct,2,10.5,10.5,3.6,17.4,2.0,1.0,0.57,0.5,0.319,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ret_1d_cc_raw_pct,8,12.32,11.0,,,,,,,,top 2/2 positive vs bottom 3/6,0.143,0.28,0.464
all,momentum_score,-2 both decel,ret_1d_open_excess_pct,6,2.43,2.85,0.82,4.01,6.0,1.0,0.74,0.031,0.163,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ret_1d_open_excess_pct,3,1.47,0.15,0.13,4.11,3.0,1.0,0.74,0.25,0.404,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ret_1d_open_excess_pct,7,-2.5,-3.91,-6.25,1.65,2.0,0.29,0.74,0.453,0.016,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ret_1d_open_excess_pct,1,-0.26,-0.26,-0.26,-0.26,0.0,0.0,0.74,1.0,0.261,3Q24,,,
all,momentum_score,+2 both accel,ret_1d_open_excess_pct,2,5.89,5.89,4.05,7.72,2.0,1.0,0.74,0.5,0.546,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ret_1d_open_excess_pct,8,3.45,3.04,,,,,,,,top 2/2 positive vs bottom 6/6,0.071,0.293,1.0
all,momentum_score,-2 both decel,gap_excess_pct,6,-5.17,-3.54,-15.4,8.16,1.0,0.17,0.43,0.219,0.183,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,gap_excess_pct,3,-7.75,-7.52,-8.52,-7.22,0.0,0.0,0.43,0.25,0.181,2Q22 1Q24 2Q25,,,
all,momentum_score,0,gap_excess_pct,7,3.65,4.67,-5.86,12.14,5.0,0.71,0.43,0.453,0.134,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,gap_excess_pct,1,-8.52,-8.52,-8.52,-8.52,0.0,0.0,0.43,1.0,0.565,3Q24,,,
all,momentum_score,+2 both accel,gap_excess_pct,2,3.75,3.75,-0.34,7.84,1.0,0.5,0.43,1.0,0.681,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,gap_excess_pct,8,8.92,7.29,,,,,,,,top 1/2 positive vs bottom 1/6,0.286,0.206,0.464
all,momentum_score,-2 both decel,intraday_excess_pct,6,2.4,2.6,0.77,4.43,6.0,1.0,0.74,0.031,0.163,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,intraday_excess_pct,3,1.32,0.16,0.13,3.66,3.0,1.0,0.74,0.25,0.404,2Q22 1Q24 2Q25,,,
all,momentum_score,0,intraday_excess_pct,7,-2.47,-4.06,-6.4,1.89,2.0,0.29,0.74,0.453,0.016,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,intraday_excess_pct,1,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.74,1.0,0.261,3Q24,,,
all,momentum_score,+2 both accel,intraday_excess_pct,2,6.21,6.21,4.01,8.41,2.0,1.0,0.74,0.5,0.546,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,intraday_excess_pct,8,3.81,3.62,,,,,,,,top 2/2 positive vs bottom 6/6,0.143,0.319,1.0
all,momentum_score,-2 both decel,ev_ntm_rev_multiple_change_pct,6,-1.58,-2.05,-14.45,17.33,2.0,0.33,0.37,0.688,0.61,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ev_ntm_rev_multiple_change_pct,3,3.29,-5.06,-8.38,23.32,1.0,0.33,0.37,1.0,0.693,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ev_ntm_rev_multiple_change_pct,7,3.02,-0.7,-9.94,20.38,3.0,0.43,0.37,1.0,0.51,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ev_ntm_rev_multiple_change_pct,1,-9.46,-9.46,-9.46,-9.46,0.0,0.0,0.37,1.0,0.632,3Q24,,,
all,momentum_score,+2 both accel,ev_ntm_rev_multiple_change_pct,2,9.71,9.71,-0.27,19.7,1.0,0.5,0.37,1.0,0.601,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ev_ntm_rev_multiple_change_pct,8,11.29,11.76,,,,,,,,top 1/2 positive vs bottom 2/6,0.286,0.445,1.0
all,momentum_score,-2 both decel,ret_5d_cc_excess_pct,6,-5.55,-4.39,-18.76,9.32,2.0,0.33,0.35,0.688,0.651,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ret_5d_cc_excess_pct,3,-6.65,-6.85,-10.58,-2.51,0.0,0.0,0.35,0.25,0.277,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ret_5d_cc_excess_pct,7,-2.03,-2.09,-14.25,8.93,3.0,0.43,0.35,1.0,0.463,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ret_5d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.35,1.0,0.652,3Q24,,,
all,momentum_score,+2 both accel,ret_5d_cc_excess_pct,2,5.24,5.24,-9.18,19.65,1.0,0.5,0.35,1.0,0.575,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ret_5d_cc_excess_pct,8,10.79,9.62,,,,,,,,top 1/2 positive vs bottom 2/6,0.643,0.588,1.0
all,momentum_score,-2 both decel,ret_20d_cc_excess_pct,6,-6.72,-5.06,-16.73,6.51,1.0,0.17,0.3,0.219,0.411,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ret_20d_cc_excess_pct,3,-5.51,-5.33,-12.2,0.99,1.0,0.33,0.3,1.0,0.663,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ret_20d_cc_excess_pct,7,-4.4,-3.18,-15.48,10.07,2.0,0.29,0.3,0.453,0.637,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ret_20d_cc_excess_pct,1,-9.61,-9.61,-9.61,-9.61,0.0,0.0,0.3,1.0,0.696,3Q24,,,
all,momentum_score,+2 both accel,ret_20d_cc_excess_pct,2,6.34,6.34,-9.07,21.74,1.0,0.5,0.3,1.0,0.516,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ret_20d_cc_excess_pct,8,13.06,11.4,,,,,,,,top 1/2 positive vs bottom 1/6,0.643,0.549,0.464
all,momentum_score,-2 both decel,ret_20d_open_excess_pct,6,-1.08,-1.11,-10.67,10.64,1.0,0.17,0.3,0.219,0.411,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,momentum_score,-1,ret_20d_open_excess_pct,3,2.44,3.52,-4.96,8.76,2.0,0.67,0.3,1.0,0.222,2Q22 1Q24 2Q25,,,
all,momentum_score,0,ret_20d_open_excess_pct,7,-7.49,-6.95,-19.32,0.99,1.0,0.14,0.3,0.125,0.32,1Q22 3Q22 2Q23 3Q23 4Q24 3Q25 4Q25,,,
all,momentum_score,+1,ret_20d_open_excess_pct,1,-0.95,-0.95,-0.95,-0.95,0.0,0.0,0.3,1.0,0.696,3Q24,,,
all,momentum_score,+2 both accel,ret_20d_open_excess_pct,2,2.0,2.0,-8.83,12.82,1.0,0.5,0.3,1.0,0.516,4Q21 2Q26,,,
all,momentum_score,TOP minus BOTTOM,ret_20d_open_excess_pct,8,3.08,3.11,,,,,,,,top 1/2 positive vs bottom 1/6,0.857,0.825,0.464
all,guide_dir_x_q4print,accelerating | Q4 print,ret_1d_cc_excess_pct,1,3.67,3.67,3.67,3.67,1.0,1.0,0.48,1.0,0.478,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ret_1d_cc_excess_pct,4,5.08,6.43,-8.78,16.26,2.0,0.5,0.48,1.0,0.654,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ret_1d_cc_excess_pct,4,7.06,8.51,-2.83,14.03,3.0,0.75,0.48,0.625,0.281,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ret_1d_cc_excess_pct,8,-5.03,-3.37,-12.3,0.71,2.0,0.25,0.48,0.289,0.175,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,ret_1d_cc_excess_pct,1,12.92,12.92,12.92,12.92,1.0,1.0,0.48,1.0,0.478,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ret_1d_cc_excess_pct,5,-2.63,-3.86,-8.36,4.33,2.0,0.4,0.48,1.0,0.541,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,ret_1d_cc_raw_pct,1,3.6,3.6,3.6,3.6,1.0,1.0,0.57,1.0,0.565,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ret_1d_cc_raw_pct,4,5.3,6.25,-8.7,17.4,2.0,0.5,0.57,1.0,0.584,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ret_1d_cc_raw_pct,4,7.68,9.0,-1.7,14.4,3.0,0.75,0.57,0.625,0.416,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ret_1d_cc_raw_pct,8,-4.74,-1.5,-13.4,1.1,4.0,0.5,0.57,1.0,0.487,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,ret_1d_cc_raw_pct,1,13.3,13.3,13.3,13.3,1.0,1.0,0.57,1.0,0.565,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ret_1d_cc_raw_pct,5,-0.86,-1.1,-8.0,7.7,2.0,0.4,0.57,1.0,0.379,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,ret_1d_open_excess_pct,1,4.05,4.05,4.05,4.05,1.0,1.0,0.74,1.0,0.739,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ret_1d_open_excess_pct,4,4.23,4.25,-0.26,8.67,3.0,0.75,0.74,0.625,0.702,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ret_1d_open_excess_pct,4,0.58,1.29,-4.29,4.01,3.0,0.75,0.74,0.625,0.702,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ret_1d_open_excess_pct,8,-0.15,1.77,-6.25,3.91,5.0,0.62,0.74,0.727,0.349,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,ret_1d_open_excess_pct,1,6.81,6.81,6.81,6.81,1.0,1.0,0.74,1.0,0.739,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ret_1d_open_excess_pct,5,0.99,0.15,-0.84,4.11,4.0,0.8,0.74,0.375,0.61,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,gap_excess_pct,1,-0.34,-0.34,-0.34,-0.34,0.0,0.0,0.43,1.0,0.565,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,gap_excess_pct,4,0.59,1.52,-8.52,7.84,2.0,0.5,0.43,1.0,0.584,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,gap_excess_pct,4,6.42,8.63,-3.72,12.14,3.0,0.75,0.43,0.625,0.222,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,gap_excess_pct,8,-4.81,-3.21,-15.4,4.67,2.0,0.25,0.43,0.289,0.247,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,gap_excess_pct,1,5.69,5.69,5.69,5.69,1.0,1.0,0.43,1.0,0.435,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,gap_excess_pct,5,-3.56,-7.22,-8.52,5.05,2.0,0.4,0.43,1.0,0.621,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,intraday_excess_pct,1,4.01,4.01,4.01,4.01,1.0,1.0,0.74,1.0,0.739,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,intraday_excess_pct,4,4.49,4.6,-0.25,9.03,3.0,0.75,0.74,0.625,0.702,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,intraday_excess_pct,4,0.64,1.39,-4.66,4.43,3.0,0.75,0.74,0.625,0.702,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,intraday_excess_pct,8,-0.22,1.54,-6.4,3.78,5.0,0.62,0.74,0.727,0.349,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,intraday_excess_pct,1,7.23,7.23,7.23,7.23,1.0,1.0,0.74,1.0,0.739,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,intraday_excess_pct,5,0.93,0.16,-0.72,3.66,4.0,0.8,0.74,0.375,0.61,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,ev_ntm_rev_multiple_change_pct,1,-0.27,-0.27,-0.27,-0.27,0.0,0.0,0.37,1.0,0.632,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ev_ntm_rev_multiple_change_pct,3,2.45,-2.89,-9.46,19.7,1.0,0.33,0.37,1.0,0.693,2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ev_ntm_rev_multiple_change_pct,4,8.85,8.31,-1.6,20.38,2.0,0.5,0.37,1.0,0.47,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ev_ntm_rev_multiple_change_pct,7,-5.07,-2.49,-14.45,0.63,2.0,0.29,0.37,0.453,0.49,3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ev_ntm_rev_multiple_change_pct,4,6.13,4.79,-8.38,23.32,2.0,0.5,0.37,1.0,0.47,1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,ret_5d_cc_excess_pct,1,-9.18,-9.18,-9.18,-9.18,0.0,0.0,0.35,1.0,0.652,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ret_5d_cc_excess_pct,4,4.77,3.6,-7.75,19.65,2.0,0.5,0.35,1.0,0.433,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ret_5d_cc_excess_pct,4,5.82,7.16,-0.36,9.32,3.0,0.75,0.35,0.625,0.124,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ret_5d_cc_excess_pct,8,-7.39,-6.64,-18.76,1.08,2.0,0.25,0.35,0.289,0.433,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,ret_5d_cc_excess_pct,1,1.79,1.79,1.79,1.79,1.0,1.0,0.35,1.0,0.348,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ret_5d_cc_excess_pct,5,-7.37,-6.85,-14.25,-2.51,0.0,0.0,0.35,0.062,0.118,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,ret_20d_cc_excess_pct,1,-9.07,-9.07,-9.07,-9.07,0.0,0.0,0.3,1.0,0.696,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ret_20d_cc_excess_pct,4,0.4,-5.26,-9.61,21.74,1.0,0.25,0.3,0.625,0.644,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ret_20d_cc_excess_pct,4,2.68,2.06,-3.48,10.07,2.0,0.5,0.3,1.0,0.356,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ret_20d_cc_excess_pct,8,-6.47,-5.06,-16.73,6.83,2.0,0.25,0.3,0.289,0.541,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,ret_20d_cc_excess_pct,1,-2.76,-2.76,-2.76,-2.76,0.0,0.0,0.3,1.0,0.696,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ret_20d_cc_excess_pct,5,-5.91,-5.33,-15.48,2.49,2.0,0.4,0.3,1.0,0.481,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,guide_dir_x_q4print,accelerating | Q4 print,ret_20d_open_excess_pct,1,-8.83,-8.83,-8.83,-8.83,0.0,0.0,0.3,1.0,0.696,4Q21,,,
all,guide_dir_x_q4print,accelerating | non-Q4 print,ret_20d_open_excess_pct,4,-0.32,-3.57,-6.95,12.82,1.0,0.25,0.3,0.625,0.644,3Q21 2Q23 3Q24 2Q26,,,
all,guide_dir_x_q4print,decelerating | Q4 print,ret_20d_open_excess_pct,4,-2.72,-4.84,-11.82,10.64,2.0,0.5,0.3,1.0,0.356,4Q22 4Q23 4Q24 4Q25,,,
all,guide_dir_x_q4print,decelerating | non-Q4 print,ret_20d_open_excess_pct,8,-1.44,-2.64,-7.14,10.28,1.0,0.12,0.3,0.07,0.247,2Q21 3Q22 1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
all,guide_dir_x_q4print,nan | Q4 print,ret_20d_open_excess_pct,1,-7.85,-7.85,-7.85,-7.85,0.0,0.0,0.3,1.0,0.696,4Q20,,,
all,guide_dir_x_q4print,stable | non-Q4 print,ret_20d_open_excess_pct,5,-1.99,2.04,-19.32,8.76,3.0,0.6,0.3,1.0,0.169,1Q21 1Q22 2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_1d_cc_excess_pct,2,9.97,9.97,3.67,16.26,2.0,1.0,0.48,0.5,0.229,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_1d_cc_excess_pct,5,0.79,0.61,-10.0,14.03,3.0,0.6,0.48,1.0,0.459,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_1d_cc_excess_pct,1,-0.04,-0.04,-0.04,-0.04,0.0,0.0,0.48,1.0,0.522,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_1d_cc_excess_pct,6,-2.77,-2.22,-12.3,12.59,1.0,0.17,0.48,0.219,0.131,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ret_1d_cc_excess_pct,3,-6.44,-7.09,-8.36,-3.86,0.0,0.0,0.48,0.25,0.142,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_1d_cc_excess_pct,1,-8.78,-8.78,-8.78,-8.78,0.0,0.0,0.48,1.0,0.522,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ret_1d_cc_excess_pct,1,4.33,4.33,4.33,4.33,1.0,1.0,0.48,1.0,0.478,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,ret_1d_cc_excess_pct,1,12.89,12.89,12.89,12.89,1.0,1.0,0.48,1.0,0.478,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,ret_1d_cc_excess_pct,1,0.71,0.71,0.71,0.71,1.0,1.0,0.48,1.0,0.478,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,ret_1d_cc_excess_pct,1,12.92,12.92,12.92,12.92,1.0,1.0,0.48,1.0,0.478,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,ret_1d_cc_excess_pct,1,1.81,1.81,1.81,1.81,1.0,1.0,0.48,1.0,0.478,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_1d_cc_raw_pct,2,10.5,10.5,3.6,17.4,2.0,1.0,0.57,0.5,0.319,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_1d_cc_raw_pct,5,0.52,0.3,-13.4,14.4,3.0,0.6,0.57,1.0,0.621,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_1d_cc_raw_pct,1,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.57,1.0,0.435,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_1d_cc_raw_pct,6,-1.82,-0.5,-13.4,13.4,3.0,0.5,0.57,1.0,0.528,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ret_1d_cc_raw_pct,3,-5.33,-6.9,-8.0,-1.1,0.0,0.0,0.57,0.25,0.082,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_1d_cc_raw_pct,1,-8.7,-8.7,-8.7,-8.7,0.0,0.0,0.57,1.0,0.435,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ret_1d_cc_raw_pct,1,7.7,7.7,7.7,7.7,1.0,1.0,0.57,1.0,0.565,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,ret_1d_cc_raw_pct,1,13.0,13.0,13.0,13.0,1.0,1.0,0.57,1.0,0.565,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,ret_1d_cc_raw_pct,1,1.1,1.1,1.1,1.1,1.0,1.0,0.57,1.0,0.565,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,ret_1d_cc_raw_pct,1,13.3,13.3,13.3,13.3,1.0,1.0,0.57,1.0,0.565,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,ret_1d_cc_raw_pct,1,4.0,4.0,4.0,4.0,1.0,1.0,0.57,1.0,0.565,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_1d_open_excess_pct,2,5.89,5.89,4.05,7.72,2.0,1.0,0.74,0.5,0.546,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_1d_open_excess_pct,5,-3.48,-4.29,-6.25,1.65,1.0,0.2,0.74,0.375,0.018,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_1d_open_excess_pct,1,0.77,0.77,0.77,0.77,1.0,1.0,0.74,1.0,0.739,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_1d_open_excess_pct,6,2.43,2.85,0.82,4.01,6.0,1.0,0.74,0.031,0.163,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ret_1d_open_excess_pct,3,1.47,0.15,0.13,4.11,3.0,1.0,0.74,0.25,0.404,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_1d_open_excess_pct,1,-0.26,-0.26,-0.26,-0.26,0.0,0.0,0.74,1.0,0.261,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ret_1d_open_excess_pct,1,-0.84,-0.84,-0.84,-0.84,0.0,0.0,0.74,1.0,0.261,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,ret_1d_open_excess_pct,1,8.67,8.67,8.67,8.67,1.0,1.0,0.74,1.0,0.739,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,ret_1d_open_excess_pct,1,3.91,3.91,3.91,3.91,1.0,1.0,0.74,1.0,0.739,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,ret_1d_open_excess_pct,1,6.81,6.81,6.81,6.81,1.0,1.0,0.74,1.0,0.739,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,ret_1d_open_excess_pct,1,1.38,1.38,1.38,1.38,1.0,1.0,0.74,1.0,0.739,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,gap_excess_pct,2,3.75,3.75,-0.34,7.84,1.0,0.5,0.43,1.0,0.681,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,gap_excess_pct,5,4.26,4.67,-5.86,12.14,4.0,0.8,0.43,0.375,0.117,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,gap_excess_pct,1,-0.82,-0.82,-0.82,-0.82,0.0,0.0,0.43,1.0,0.565,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,gap_excess_pct,6,-5.17,-3.54,-15.4,8.16,1.0,0.17,0.43,0.219,0.183,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
