mapping,nights_3q26_pct,accel_sign,guide_dir_pts,nights_guide_4q26_pct,rev_guide_4q26_musd_mapped,guide_vs_street_bbg_pct,revenue_case,revenue_surprise_pct,E_S1_ex_reopening_pct,E_S1_post2022_pct,E_S2_ex_reopening_pct,E_S2_post2022_pct,E_S2s_ex_reopening_pct,E_S2s_post2022_pct
team_0.38pct_per_pt,11.25,1.0,1.0,12.25,3151,-0.1,delivered_4815,1.5,2.69,5.21,1.78,4.36,1.5,5.27
team_0.38pct_per_pt,11.25,1.0,1.0,12.25,3151,-0.1,guide_mid_4730,-0.3,2.69,5.21,1.78,4.36,1.59,2.33
team_0.38pct_per_pt,11.25,1.0,2.0,13.25,3163,0.27,delivered_4815,1.5,2.69,5.21,2.56,4.86,2.28,5.68
team_0.38pct_per_pt,11.25,1.0,2.0,13.25,3163,0.27,guide_mid_4730,-0.3,2.69,5.21,2.56,4.86,2.37,2.75
team_0.38pct_per_pt,11.5,1.0,-3.0,8.5,3106,-1.51,delivered_4815,1.5,2.69,5.21,-1.13,2.5,-0.85,3.16
team_0.38pct_per_pt,11.5,1.0,-3.0,8.5,3106,-1.51,guide_mid_4730,-0.3,2.69,5.21,-1.13,2.5,-0.76,0.23
team_0.38pct_per_pt,11.5,1.0,-2.0,9.5,3118,-1.14,delivered_4815,1.5,2.69,5.21,-0.35,3.0,-0.08,3.58
team_0.38pct_per_pt,11.5,1.0,-2.0,9.5,3118,-1.14,guide_mid_4730,-0.3,2.69,5.21,-0.35,3.0,0.02,0.65
team_0.38pct_per_pt,11.5,1.0,-1.0,10.5,3130,-0.76,delivered_4815,1.5,2.69,5.21,0.43,3.49,0.7,4.0
team_0.38pct_per_pt,11.5,1.0,-1.0,10.5,3130,-0.76,guide_mid_4730,-0.3,2.69,5.21,0.43,3.49,0.8,1.06
team_0.38pct_per_pt,11.5,1.0,0.0,11.5,3142,-0.38,delivered_4815,1.5,2.69,5.21,1.2,3.99,1.2,4.68
team_0.38pct_per_pt,11.5,1.0,0.0,11.5,3142,-0.38,guide_mid_4730,-0.3,2.69,5.21,1.2,3.99,1.29,1.75
team_0.38pct_per_pt,11.5,1.0,1.0,12.5,3154,-0.01,delivered_4815,1.5,2.69,5.21,1.98,4.49,1.69,5.37
team_0.38pct_per_pt,11.5,1.0,1.0,12.5,3154,-0.01,guide_mid_4730,-0.3,2.69,5.21,1.98,4.49,1.79,2.44
team_0.38pct_per_pt,11.5,1.0,2.0,13.5,3166,0.37,delivered_4815,1.5,2.69,5.21,2.75,4.99,2.47,5.79
team_0.38pct_per_pt,11.5,1.0,2.0,13.5,3166,0.37,guide_mid_4730,-0.3,2.69,5.21,2.75,4.99,2.56,2.86
team_0.38pct_per_pt,11.75,1.0,-3.0,8.75,3109,-1.42,delivered_4815,1.5,2.69,5.21,-0.93,2.62,-0.66,3.27
team_0.38pct_per_pt,11.75,1.0,-3.0,8.75,3109,-1.42,guide_mid_4730,-0.3,2.69,5.21,-0.93,2.62,-0.57,0.33
team_0.38pct_per_pt,11.75,1.0,-2.0,9.75,3121,-1.04,delivered_4815,1.5,2.69,5.21,-0.16,3.12,0.12,3.68
team_0.38pct_per_pt,11.75,1.0,-2.0,9.75,3121,-1.04,guide_mid_4730,-0.3,2.69,5.21,-0.16,3.12,0.21,0.75
team_0.38pct_per_pt,11.75,1.0,-1.0,10.75,3133,-0.67,delivered_4815,1.5,2.69,5.21,0.62,3.62,0.9,4.1
team_0.38pct_per_pt,11.75,1.0,-1.0,10.75,3133,-0.67,guide_mid_4730,-0.3,2.69,5.21,0.62,3.62,0.99,1.17
team_0.38pct_per_pt,11.75,1.0,0.0,11.75,3145,-0.29,delivered_4815,1.5,2.69,5.21,1.4,4.12,1.39,4.79
team_0.38pct_per_pt,11.75,1.0,0.0,11.75,3145,-0.29,guide_mid_4730,-0.3,2.69,5.21,1.4,4.12,1.48,1.86
team_0.38pct_per_pt,11.75,1.0,1.0,12.75,3157,0.09,delivered_4815,1.5,2.69,5.21,2.17,4.61,1.89,5.48
team_0.38pct_per_pt,11.75,1.0,1.0,12.75,3157,0.09,guide_mid_4730,-0.3,2.69,5.21,2.17,4.61,1.98,2.54
team_0.38pct_per_pt,11.75,1.0,2.0,13.75,3169,0.46,delivered_4815,1.5,2.69,5.21,2.95,5.11,2.66,5.89
team_0.38pct_per_pt,11.75,1.0,2.0,13.75,3169,0.46,guide_mid_4730,-0.3,2.69,5.21,2.95,5.11,2.76,2.96
team_0.38pct_per_pt,12.0,1.0,-3.0,9.0,3112,-1.33,delivered_4815,1.5,2.69,5.21,-0.74,2.75,-0.46,3.37
team_0.38pct_per_pt,12.0,1.0,-3.0,9.0,3112,-1.33,guide_mid_4730,-0.3,2.69,5.21,-0.74,2.75,-0.37,0.44
team_0.38pct_per_pt,12.0,1.0,-2.0,10.0,3124,-0.95,delivered_4815,1.5,2.69,5.21,0.04,3.24,0.31,3.79
team_0.38pct_per_pt,12.0,1.0,-2.0,10.0,3124,-0.95,guide_mid_4730,-0.3,2.69,5.21,0.04,3.24,0.41,0.86
team_0.38pct_per_pt,12.0,1.0,-1.0,11.0,3136,-0.57,delivered_4815,1.5,2.69,5.21,0.81,3.74,1.09,4.21
team_0.38pct_per_pt,12.0,1.0,-1.0,11.0,3136,-0.57,guide_mid_4730,-0.3,2.69,5.21,0.81,3.74,1.18,1.27
team_0.38pct_per_pt,12.0,1.0,0.0,12.0,3148,-0.2,delivered_4815,1.5,2.69,5.21,1.59,4.24,1.59,4.89
team_0.38pct_per_pt,12.0,1.0,0.0,12.0,3148,-0.2,guide_mid_4730,-0.3,2.69,5.21,1.59,4.24,1.68,1.96
team_0.38pct_per_pt,12.0,1.0,1.0,13.0,3160,0.18,delivered_4815,1.5,2.69,5.21,2.36,4.74,2.08,5.58
team_0.38pct_per_pt,12.0,1.0,1.0,13.0,3160,0.18,guide_mid_4730,-0.3,2.69,5.21,2.36,4.74,2.17,2.65
team_0.38pct_per_pt,12.0,1.0,2.0,14.0,3172,0.56,delivered_4815,1.5,2.69,5.21,3.14,5.24,2.86,6.0
team_0.38pct_per_pt,12.0,1.0,2.0,14.0,3172,0.56,guide_mid_4730,-0.3,2.69,5.21,3.14,5.24,2.95,3.06
team_0.38pct_per_pt,12.25,1.0,-3.0,9.25,3115,-1.23,delivered_4815,1.5,2.69,5.21,-0.54,2.87,-0.27,3.48
team_0.38pct_per_pt,12.25,1.0,-3.0,9.25,3115,-1.23,guide_mid_4730,-0.3,2.69,5.21,-0.54,2.87,-0.18,0.54
team_0.38pct_per_pt,12.25,1.0,-2.0,10.25,3127,-0.86,delivered_4815,1.5,2.69,5.21,0.23,3.37,0.51,3.89
team_0.38pct_per_pt,12.25,1.0,-2.0,10.25,3127,-0.86,guide_mid_4730,-0.3,2.69,5.21,0.23,3.37,0.6,0.96
team_0.38pct_per_pt,12.25,1.0,-1.0,11.25,3139,-0.48,delivered_4815,1.5,2.69,5.21,1.01,3.87,1.28,4.31
team_0.38pct_per_pt,12.25,1.0,-1.0,11.25,3139,-0.48,guide_mid_4730,-0.3,2.69,5.21,1.01,3.87,1.38,1.38
team_0.38pct_per_pt,12.25,1.0,0.0,12.25,3151,-0.1,delivered_4815,1.5,2.69,5.21,1.78,4.36,1.78,5.0
team_0.38pct_per_pt,12.25,1.0,0.0,12.25,3151,-0.1,guide_mid_4730,-0.3,2.69,5.21,1.78,4.36,1.87,2.06
team_0.38pct_per_pt,12.25,1.0,1.0,13.25,3163,0.27,delivered_4815,1.5,2.69,5.21,2.56,4.86,2.28,5.68
team_0.38pct_per_pt,12.25,1.0,1.0,13.25,3163,0.27,guide_mid_4730,-0.3,2.69,5.21,2.56,4.86,2.37,2.75
team_0.38pct_per_pt,12.25,1.0,2.0,14.25,3175,0.65,delivered_4815,1.5,2.69,5.21,3.33,5.36,3.05,6.1
team_0.38pct_per_pt,12.25,1.0,2.0,14.25,3175,0.65,guide_mid_4730,-0.3,2.69,5.21,3.33,5.36,3.15,3.17
team_0.38pct_per_pt,12.5,1.0,-3.0,9.5,3118,-1.14,delivered_4815,1.5,2.69,5.21,-0.35,3.0,-0.08,3.58
team_0.38pct_per_pt,12.5,1.0,-3.0,9.5,3118,-1.14,guide_mid_4730,-0.3,2.69,5.21,-0.35,3.0,0.02,0.65
team_0.38pct_per_pt,12.5,1.0,-2.0,10.5,3130,-0.76,delivered_4815,1.5,2.69,5.21,0.43,3.49,0.7,4.0
team_0.38pct_per_pt,12.5,1.0,-2.0,10.5,3130,-0.76,guide_mid_4730,-0.3,2.69,5.21,0.43,3.49,0.8,1.06
team_0.38pct_per_pt,12.5,1.0,-1.0,11.5,3142,-0.38,delivered_4815,1.5,2.69,5.21,1.2,3.99,1.48,4.41
team_0.38pct_per_pt,12.5,1.0,-1.0,11.5,3142,-0.38,guide_mid_4730,-0.3,2.69,5.21,1.2,3.99,1.57,1.48
team_0.38pct_per_pt,12.5,1.0,0.0,12.5,3154,-0.01,delivered_4815,1.5,2.69,5.21,1.98,4.49,1.97,5.1
team_0.38pct_per_pt,12.5,1.0,0.0,12.5,3154,-0.01,guide_mid_4730,-0.3,2.69,5.21,1.98,4.49,2.07,2.17
team_0.38pct_per_pt,12.5,1.0,1.0,13.5,3166,0.37,delivered_4815,1.5,2.69,5.21,2.75,4.99,2.47,5.79
team_0.38pct_per_pt,12.5,1.0,1.0,13.5,3166,0.37,guide_mid_4730,-0.3,2.69,5.21,2.75,4.99,2.56,2.86
team_0.38pct_per_pt,12.5,1.0,2.0,14.5,3178,0.75,delivered_4815,1.5,2.69,5.21,3.53,5.49,3.25,6.21
team_0.38pct_per_pt,12.5,1.0,2.0,14.5,3178,0.75,guide_mid_4730,-0.3,2.69,5.21,3.53,5.49,3.34,3.27
