report_date,filing_date,accession,cusip,issuer,title_of_class,shares,value_usd,is_share
2025-03-31,2025-05-15,0000950123-25-005701,25754A201,DOMINOS PIZZA INC,COM,2620613.0,1204040643.0,True
2025-03-31,2025-05-15,0000950123-25-005701,02005N100,ALLY FINL INC,COM,29000000.0,1057630000.0,True
2025-03-31,2025-05-15,0000950123-25-005701,872590104,T-MOBILE US INC,COM,3883145.0,1035673603.0,True
2025-03-31,2025-05-15,0000950123-25-005701,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,10917661.0,743929420.0,True
2025-03-31,2025-05-15,0000950123-25-005701,16119P108,CHARTER COMMUNICATIONS INC N,CL A,1984259.0,731258969.0,True
2025-03-31,2025-05-15,0000950123-25-005701,546347105,LOUISIANA PAC CORP,COM,5664793.0,521047660.0,True
2025-03-31,2025-05-15,0000950123-25-005701,73278L105,POOL CORP,COM,1464000.0,466064400.0,True
2025-03-31,2025-05-15,0000950123-25-005701,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,4986588.0,335298177.0,True
2025-03-31,2025-05-15,0000950123-25-005701,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,3512000.0,316115120.0,True
2025-03-31,2025-05-15,0000950123-25-005701,422806208,HEICO CORP NEW,CL A,1162088.0,245165705.0,True
2025-03-31,2025-05-15,0000950123-25-005701,62944T105,NVR INC,COM,11112.0,80499662.0,True
2025-03-31,2025-05-15,0000950123-25-005701,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,23865923.0,True
2025-03-31,2025-05-15,0000950123-25-005701,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,23225702.0,True
2025-03-31,2025-05-15,0000950123-25-005701,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,16652913.0,True
2025-03-31,2025-05-15,0000950123-25-005701,526057302,LENNAR CORP,CL B,152572.0,16641028.0,True
2025-03-31,2025-05-15,0000950123-25-005701,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,8948036.0,True
2025-03-31,2025-05-15,0000950123-25-005701,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,7973764.0,True
2025-06-30,2025-08-14,0000950123-25-008343,037833100,APPLE INC,COM,280000000.0,57447600000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,025816109,AMERICAN EXPRESS CO,COM,151610700.0,48360781086.0,True
2025-06-30,2025-08-14,0000950123-25-008343,060505104,BANK AMER CORP,COM,605267375.0,28641252185.0,True
2025-06-30,2025-08-14,0000950123-25-008343,191216100,COCA COLA CO,COM,400000000.0,28300000000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,166764100,CHEVRON CORP NEW,COM,122064792.0,17478457567.0,True
2025-06-30,2025-08-14,0000950123-25-008343,615369105,MOODYS CORP,COM,24669778.0,12374113948.0,True
2025-06-30,2025-08-14,0000950123-25-008343,674599105,OCCIDENTAL PETE CORP,COM,264941431.0,11130189516.0,True
2025-06-30,2025-08-14,0000950123-25-008343,500754106,KRAFT HEINZ CO,COM,325634818.0,8407891001.0,True
2025-06-30,2025-08-14,0000950123-25-008343,H1467J104,CHUBB LIMITED,COM,27033784.0,7832227900.0,True
2025-06-30,2025-08-14,0000950123-25-008343,23918K108,DAVITA INC,COM,33796541.0,4814317266.0,True
2025-06-30,2025-08-14,0000950123-25-008343,92343E102,VERISIGN INC,COM,13289880.0,3838117344.0,True
2025-06-30,2025-08-14,0000950123-25-008343,501044101,KROGER CO,COM,50000000.0,3586500001.0,True
2025-06-30,2025-08-14,0000950123-25-008343,92826C839,VISA INC,COM CL A,8297460.0,2946013173.0,True
2025-06-30,2025-08-14,0000950123-25-008343,829933100,SIRIUS XM HOLDINGS INC,COMMON STOCK,119776692.0,2751270614.0,True
2025-06-30,2025-08-14,0000950123-25-008343,57636Q104,MASTERCARD INC,CL A,3986648.0,2240256977.0,True
2025-06-30,2025-08-14,0000950123-25-008343,023135106,AMAZON COM INC,COM,10000000.0,2193900000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,21036P108,CONSTELLATION BRANDS INC,CL A,13400000.0,2179912000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,91324P102,UNITEDHEALTH GROUP INC,COM,5039564.0,1572192781.0,True
2025-06-30,2025-08-14,0000950123-25-008343,14040H105,CAPITAL ONE FINL CORP,COM,7150000.0,1521234000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,G0403H108,AON PLC,SHS CL A,4100000.0,1462716000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,25754A201,DOMINOS PIZZA INC,COM,2633868.0,1186820921.0,True
2025-06-30,2025-08-14,0000950123-25-008343,02005N100,ALLY FINL INC,COM,29000000.0,1129550000.0,True
2025-06-30,2025-08-14,0000950123-25-008343,73278L105,POOL CORP,COM,3458885.0,1008195800.0,True
2025-06-30,2025-08-14,0000950123-25-008343,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,10917661.0,886077366.0,True
2025-06-30,2025-08-14,0000950123-25-008343,670346105,NUCOR CORP,COM,6614112.0,856792068.0,True
2025-06-30,2025-08-14,0000950123-25-008343,526057104,LENNAR CORP,CL A,7048993.0,779689116.0,True
2025-06-30,2025-08-14,0000950123-25-008343,546347105,LOUISIANA PAC CORP,COM,5664793.0,487115550.0,True
2025-06-30,2025-08-14,0000950123-25-008343,16119P108,CHARTER COMMUNICATIONS INC N,CL A,1060882.0,433699170.0,True
2025-06-30,2025-08-14,0000950123-25-008343,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,4986588.0,396334015.0,True
2025-06-30,2025-08-14,0000950123-25-008343,422806208,HEICO CORP NEW,CL A,1294612.0,334980855.0,True
2025-06-30,2025-08-14,0000950123-25-008343,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,3018555.0,315438998.0,True
2025-06-30,2025-08-14,0000950123-25-008343,23331A109,D R HORTON INC,COM,1485350.0,191491322.0,True
2025-06-30,2025-08-14,0000950123-25-008343,512816109,LAMAR ADVERTISING CO NEW,CL A,1169507.0,141931370.0,True
2025-06-30,2025-08-14,0000950123-25-008343,G0176J109,ALLEGION PLC,ORD SHS,780133.0,112432768.0,True
2025-06-30,2025-08-14,0000950123-25-008343,62944T105,NVR INC,COM,11112.0,82069454.0,True
2025-06-30,2025-08-14,0000950123-25-008343,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,23711287.0,True
2025-06-30,2025-08-14,0000950123-25-008343,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,22966310.0,True
2025-06-30,2025-08-14,0000950123-25-008343,526057302,LENNAR CORP,CL B,180930.0,19042883.0,True
2025-06-30,2025-08-14,0000950123-25-008343,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,16047832.0,True
2025-06-30,2025-08-14,0000950123-25-008343,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,10459877.0,True
2025-06-30,2025-08-14,0000950123-25-008343,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,7986604.0,True
2025-09-30,2025-11-14,0001193125-25-282901,037833100,APPLE INC,COM,238212764.0,60656116097.0,True
2025-09-30,2025-11-14,0001193125-25-282901,025816109,AMERICAN EXPRESS CO,COM,151610700.0,50359010112.0,True
2025-09-30,2025-11-14,0001193125-25-282901,060505104,BANK AMER CORP,COM,568070012.0,29306731919.0,True
2025-09-30,2025-11-14,0001193125-25-282901,191216100,COCA COLA CO,COM,400000000.0,26528000000.0,True
2025-09-30,2025-11-14,0001193125-25-282901,166764100,CHEVRON CORP NEW,COM,122064792.0,18955441549.0,True
2025-09-30,2025-11-14,0001193125-25-282901,674599105,OCCIDENTAL PETE CORP,COM,264941431.0,12518482615.0,True
2025-09-30,2025-11-14,0001193125-25-282901,615369105,MOODYS CORP,COM,24669778.0,11754655821.0,True
2025-09-30,2025-11-14,0001193125-25-282901,H1467J104,CHUBB LIMITED,COM,31332895.0,8843709614.0,True
2025-09-30,2025-11-14,0001193125-25-282901,500754106,KRAFT HEINZ CO,COM,325634818.0,8479530661.0,True
2025-09-30,2025-11-14,0001193125-25-282901,02079K305,ALPHABET INC,CAP STK CL A,17846142.0,4338397121.0,True
2025-09-30,2025-11-14,0001193125-25-282901,23918K108,DAVITA INC,COM,32160579.0,4273176132.0,True
2025-09-30,2025-11-14,0001193125-25-282901,501044101,KROGER CO,COM,50000000.0,3370500001.0,True
2025-09-30,2025-11-14,0001193125-25-282901,829933100,SIRIUS XM HOLDINGS INC,COMMON STOCK,124807117.0,2904885649.0,True
2025-09-30,2025-11-14,0001193125-25-282901,92826C839,VISA INC,COM CL A,8297460.0,2832586895.0,True
2025-09-30,2025-11-14,0001193125-25-282901,92343E102,VERISIGN INC,COM,8989880.0,2513300752.0,True
2025-09-30,2025-11-14,0001193125-25-282901,57636Q104,MASTERCARD INC,CL A,3986648.0,2267645249.0,True
2025-09-30,2025-11-14,0001193125-25-282901,023135106,AMAZON COM INC,COM,10000000.0,2195700000.0,True
2025-09-30,2025-11-14,0001193125-25-282901,21036P108,CONSTELLATION BRANDS INC,CL A,13400000.0,1804578000.0,True
2025-09-30,2025-11-14,0001193125-25-282901,91324P102,UNITEDHEALTH GROUP INC,COM,5039564.0,1740161449.0,True
2025-09-30,2025-11-14,0001193125-25-282901,14040H105,CAPITAL ONE FINL CORP,COM,7150000.0,1519947000.0,True
2025-09-30,2025-11-14,0001193125-25-282901,G0403H108,AON PLC,SHS CL A,4100000.0,1461978000.0,True
2025-09-30,2025-11-14,0001193125-25-282901,25754A201,DOMINOS PIZZA INC,COM,2981945.0,1287335476.0,True
2025-09-30,2025-11-14,0001193125-25-282901,02005N100,ALLY FINL INC,COM,29000000.0,1136800000.0,True
2025-09-30,2025-11-14,0001193125-25-282901,73278L105,POOL CORP,COM,3458885.0,1072496472.0,True
2025-09-30,2025-11-14,0001193125-25-282901,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,10917661.0,1058685587.0,True
2025-09-30,2025-11-14,0001193125-25-282901,526057104,LENNAR CORP,CL A,7050950.0,888701738.0,True
2025-09-30,2025-11-14,0001193125-25-282901,670346105,NUCOR CORP,COM,6407749.0,867801447.0,True
2025-09-30,2025-11-14,0001193125-25-282901,546347105,LOUISIANA PAC CORP,COM,5664793.0,503260211.0,True
2025-09-30,2025-11-14,0001193125-25-282901,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,4986588.0,470235248.0,True
2025-09-30,2025-11-14,0001193125-25-282901,422806208,HEICO CORP NEW,CL A,1294612.0,328947963.0,True
2025-09-30,2025-11-14,0001193125-25-282901,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,3018555.0,315288070.0,True
2025-09-30,2025-11-14,0001193125-25-282901,16119P108,CHARTER COMMUNICATIONS INC N,CL A,1060882.0,291853943.0,True
2025-09-30,2025-11-14,0001193125-25-282901,512816109,LAMAR ADVERTISING CO NEW,CL A,1202110.0,147162306.0,True
2025-09-30,2025-11-14,0001193125-25-282901,G0176J109,ALLEGION PLC,ORD SHS,780133.0,138356588.0,True
2025-09-30,2025-11-14,0001193125-25-282901,62944T105,NVR INC,COM,11112.0,89281142.0,True
2025-09-30,2025-11-14,0001193125-25-282901,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,28363364.0,True
2025-09-30,2025-11-14,0001193125-25-282901,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,21809266.0,True
2025-09-30,2025-11-14,0001193125-25-282901,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,21734183.0,True
2025-09-30,2025-11-14,0001193125-25-282901,526057302,LENNAR CORP,CL B,180980.0,21715790.0,True
2025-09-30,2025-11-14,0001193125-25-282901,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,10837129.0,True
2025-09-30,2025-11-14,0001193125-25-282901,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,9301396.0,True
2025-12-31,2026-02-17,0001193125-26-054580,037833100,APPLE INC,COM,227917808.0,61961735283.0,True
2025-12-31,2026-02-17,0001193125-26-054580,025816109,AMERICAN EXPRESS CO,COM,151610700.0,56088378465.0,True
2025-12-31,2026-02-17,0001193125-26-054580,060505104,BANK AMERICA CORP,COM,517295934.0,28451276370.0,True
2025-12-31,2026-02-17,0001193125-26-054580,191216100,COCA COLA CO,COM,400000000.0,27964000000.0,True
2025-12-31,2026-02-17,0001193125-26-054580,166764100,CHEVRON CORP NEW,COM,130156362.0,19837131131.0,True
2025-12-31,2026-02-17,0001193125-26-054580,615369105,MOODYS CORP,COM,24669778.0,12602556092.0,True
2025-12-31,2026-02-17,0001193125-26-054580,674599105,OCCIDENTAL PETE CORP,COM,264941431.0,10894391643.0,True
2025-12-31,2026-02-17,0001193125-26-054580,H1467J104,CHUBB LIMITED,COM,34249183.0,10689854998.0,True
2025-12-31,2026-02-17,0001193125-26-054580,500754106,KRAFT HEINZ CO,COM,325634818.0,7896644337.0,True
2025-12-31,2026-02-17,0001193125-26-054580,02079K305,ALPHABET INC,CAP STK CL A,17846142.0,5585842446.0,True
2025-12-31,2026-02-17,0001193125-26-054580,23918K108,DAVITA INC,COM,31759065.0,3608147375.0,True
2025-12-31,2026-02-17,0001193125-26-054580,501044101,KROGER CO,COM,50000000.0,3124000000.0,True
2025-12-31,2026-02-17,0001193125-26-054580,92826C839,VISA INC,COM CL A,8297460.0,2910002197.0,True
2025-12-31,2026-02-17,0001193125-26-054580,829933100,SIRIUS XM HOLDINGS INC,COMMON STOCK,124807117.0,2495518305.0,True
2025-12-31,2026-02-17,0001193125-26-054580,57636Q104,MASTERCARD INCORPORATED,CL A,3986648.0,2275897610.0,True
2025-12-31,2026-02-17,0001193125-26-054580,92343E102,VERISIGN INC,COM,8989880.0,2184091346.0,True
2025-12-31,2026-02-17,0001193125-26-054580,21036P108,CONSTELLATION BRANDS INC,CL A,13000000.0,1793480000.0,True
2025-12-31,2026-02-17,0001193125-26-054580,14040H105,CAPITAL ONE FINL CORP,COM,7150000.0,1732874000.0,True
2025-12-31,2026-02-17,0001193125-26-054580,91324P102,UNITEDHEALTH GROUP INC,COM,5039564.0,1663610472.0,True
2025-12-31,2026-02-17,0001193125-26-054580,25754A201,DOMINOS PIZZA INC,COM,3350000.0,1396347000.0,True
2025-12-31,2026-02-17,0001193125-26-054580,02005N100,ALLY FINL INC,COM,29000000.0,1313410001.0,True
2025-12-31,2026-02-17,0001193125-26-054580,G0403H108,AON PLC,SHS CL A,3602995.0,1271424876.0,True
2025-12-31,2026-02-17,0001193125-26-054580,670346105,NUCOR CORP,COM,6407749.0,1045167939.0,True
2025-12-31,2026-02-17,0001193125-26-054580,530909308,LIBERTY LIVE HOLDINGS INC,COM SHS SER C,10917661.0,907912688.0,True
2025-12-31,2026-02-17,0001193125-26-054580,526057104,LENNAR CORP,CL A,7050950.0,724837660.0,True
2025-12-31,2026-02-17,0001193125-26-054580,73278L105,POOL CORP,COM,3068885.0,702007444.0,True
2025-12-31,2026-02-17,0001193125-26-054580,023135106,AMAZON COM INC,COM,2276000.0,525346320.0,True
2025-12-31,2026-02-17,0001193125-26-054580,546347105,LOUISIANA PAC CORP,COM,5664793.0,457488683.0,True
2025-12-31,2026-02-17,0001193125-26-054580,530909100,LIBERTY LIVE HOLDINGS INC,COM SER A,4986588.0,406406923.0,True
2025-12-31,2026-02-17,0001193125-26-054580,650111107,NEW YORK TIMES CO,CL A,5065744.0,351663948.0,True
2025-12-31,2026-02-17,0001193125-26-054580,422806208,HEICO CORP NEW,CL A,1294612.0,326798907.0,True
2025-12-31,2026-02-17,0001193125-26-054580,531229755,LIBERTY MEDIA CORP DEL,COM LBTY ONE S C,3018555.0,297357853.0,True
2025-12-31,2026-02-17,0001193125-26-054580,16119P108,CHARTER COMMUNICATIONS INC N,CL A,1060882.0,221459118.0,True
2025-12-31,2026-02-17,0001193125-26-054580,512816109,LAMAR ADVERTISING CO NEW,CL A,1202410.0,152201058.0,True
2025-12-31,2026-02-17,0001193125-26-054580,G0176J109,ALLEGION PLC,ORD SHS,780133.0,124212776.0,True
2025-12-31,2026-02-17,0001193125-26-054580,62944T105,NVR INC,COM,11112.0,81037260.0,True
2025-12-31,2026-02-17,0001193125-26-054580,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,26867589.0,True
2025-12-31,2026-02-17,0001193125-26-054580,25243Q205,DIAGEO PLC,SPON ADR NEW,227750.0,19647993.0,True
2025-12-31,2026-02-17,0001193125-26-054580,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2396665.0,17711354.0,True
2025-12-31,2026-02-17,0001193125-26-054580,526057302,LENNAR CORP,CL B,180980.0,17214818.0,True
2025-12-31,2026-02-17,0001193125-26-054580,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,9578789.0,True
2025-12-31,2026-02-17,0001193125-26-054580,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,115428.0,4553634.0,True
2026-03-31,2026-05-15,0001193125-26-226661,037833100,APPLE INC,COM,227917808.0,57843260493.0,True
2026-03-31,2026-05-15,0001193125-26-226661,025816109,AMERICAN EXPRESS CO,COM,151610700.0,45859204536.0,True
2026-03-31,2026-05-15,0001193125-26-226661,191216100,COCA COLA CO,COM,400000000.0,30420000000.0,True
2026-03-31,2026-05-15,0001193125-26-226661,060505104,BANK AMERICA CORP,COM,513624165.0,25039178044.0,True
2026-03-31,2026-05-15,0001193125-26-226661,166764100,CHEVRON CORPORATION,COM,84375856.0,17457364606.0,True
2026-03-31,2026-05-15,0001193125-26-226661,674599105,OCCIDENTAL PETE CORP,COM,264941431.0,17221193015.0,True
2026-03-31,2026-05-15,0001193125-26-226661,02079K305,ALPHABET INC,CAP STK CL A,54249798.0,15600071913.0,True
2026-03-31,2026-05-15,0001193125-26-226661,H1467J104,CHUBB LTD SWITZ,COM,34249183.0,11162836215.0,True
2026-03-31,2026-05-15,0001193125-26-226661,615369105,MOODYS CORP,COM,24669778.0,10762190653.0,True
2026-03-31,2026-05-15,0001193125-26-226661,500754106,KRAFT HEINZ CO,COM,325634818.0,7323527057.0,True
2026-03-31,2026-05-15,0001193125-26-226661,23918K108,DAVITA INC,COM,30100585.0,4626158909.0,True
2026-03-31,2026-05-15,0001193125-26-226661,501044101,KROGER CO,COM,50000000.0,3618000000.0,True
2026-03-31,2026-05-15,0001193125-26-226661,829933100,SIRIUSXM HOLDINGS INC,COMMON STOCK,124807117.0,2880548260.0,True
2026-03-31,2026-05-15,0001193125-26-226661,247361702,DELTA AIR LINES INC,COM NEW,39809456.0,2646532635.0,True
2026-03-31,2026-05-15,0001193125-26-226661,92343E102,VERISIGN INC,COM,8989880.0,2232726597.0,True
2026-03-31,2026-05-15,0001193125-26-226661,14040H105,CAPITAL ONE FINL CORP,COM,7150000.0,1304374500.0,True
2026-03-31,2026-05-15,0001193125-26-226661,650111107,NEW YORK TIMES CO MTN BE,CL A,15146535.0,1268219376.0,True
2026-03-31,2026-05-15,0001193125-26-226661,02005N100,ALLY FINL INC,COM,29000000.0,1137670000.0,True
2026-03-31,2026-05-15,0001193125-26-226661,02079K107,ALPHABET INC,CAP STK CL C,3585215.0,1028454775.0,True
2026-03-31,2026-05-15,0001193125-26-226661,530909308,LIBERTY LIVE HOLDINGS INC,COM SHS SER C,10587143.0,996356028.0,True
2026-03-31,2026-05-15,0001193125-26-226661,526057104,LENNAR CORP,CL A,10099642.0,877052911.0,True
2026-03-31,2026-05-15,0001193125-26-226661,670346105,NUCOR CORP,COM,3907075.0,660686383.0,True
2026-03-31,2026-05-15,0001193125-26-226661,530909100,LIBERTY LIVE HOLDINGS INC,COM SER A,4986588.0,456970925.0,True
2026-03-31,2026-05-15,0001193125-26-226661,546347105,LOUISIANA PAC CORP,COM,5664793.0,412113691.0,True
2026-03-31,2026-05-15,0001193125-26-226661,21036P108,CONSTELLATION BRANDS INC,CL A,632890.0,94933500.0,True
2026-03-31,2026-05-15,0001193125-26-226661,62944T105,NVR INC,COM,11112.0,73226191.0,True
2026-03-31,2026-05-15,0001193125-26-226661,55616P104,MACYS INC,COM,3038355.0,54963842.0,True
2026-03-31,2026-05-15,0001193125-26-226661,526057302,LENNAR CORP,CL B,237703.0,19995576.0,True
2026-03-31,2026-05-15,0001193125-26-226661,47233W109,JEFFERIES FINANCIAL GROUP IN,COM,433558.0,17892939.0,True
2026-06-30,2026-08-14,0001193125-26-352200,037833100,APPLE INC,COM,227917808.0,65950296923.0,True
2026-06-30,2026-08-14,0001193125-26-352200,025816109,AMERICAN EXPRESS CO,COM,151610700.0,51282319275.0,True
2026-06-30,2026-08-14,0001193125-26-352200,191216100,COCA COLA CO,COM,400000000.0,32508000000.0,True
2026-06-30,2026-08-14,0001193125-26-352200,02079K305,ALPHABET INC,CAP STK CL A,78791167.0,28157599351.0,True
2026-06-30,2026-08-14,0001193125-26-352200,060505104,BANK OF AMER CORP,COM,483394015.0,27543790975.0,True
2026-06-30,2026-08-14,0001193125-26-352200,166764100,CHEVRON CORPORATION,COM,84375856.0,13986141890.0,True
2026-06-30,2026-08-14,0001193125-26-352200,674599105,OCCIDENTAL PETE CORP,COM,264941431.0,12868205304.0,True
2026-06-30,2026-08-14,0001193125-26-352200,H1467J104,CHUBB LIMITED,COM,34249183.0,11670066615.0,True
2026-06-30,2026-08-14,0001193125-26-352200,615369105,MOODYS CORP,COM,24669778.0,11173435852.0,True
2026-06-30,2026-08-14,0001193125-26-352200,02079K107,ALPHABET INC,CAP STK CL C,27188433.0,9606489032.0,True
2026-06-30,2026-08-14,0001193125-26-352200,500754106,KRAFT HEINZ CO,COM,325634818.0,7691494401.0,True
2026-06-30,2026-08-14,0001193125-26-352200,23918K108,DAVITA INC,COM,28880209.0,6425268898.0,True
2026-06-30,2026-08-14,0001193125-26-352200,247361702,DELTA AIR LINES INC,COM NEW,57320000.0,5368591200.0,True
2026-06-30,2026-08-14,0001193125-26-352200,829933100,SIRIUSXM HOLDINGS INC,COMMON STOCK,124807117.0,3686802237.0,True
2026-06-30,2026-08-14,0001193125-26-352200,92343E102,VERISIGN INC,COM,8989880.0,2261494212.0,True
2026-06-30,2026-08-14,0001193125-26-352200,501044101,KROGER CO,COM,39000000.0,2165670000.0,True
2026-06-30,2026-08-14,0001193125-26-352200,02005N100,ALLY FINL INC,COM,27000000.0,1240650000.0,True
2026-06-30,2026-08-14,0001193125-26-352200,526057104,LENNAR CORP,CL A,13111741.0,1186481443.0,True
2026-06-30,2026-08-14,0001193125-26-352200,530909308,LIBERTY LIVE HOLDINGS INC,COM SHS SER C,10587143.0,1118425787.0,True
2026-06-30,2026-08-14,0001193125-26-352200,650111107,NEW YORK TIMES CO MTN BE,CL A,15700000.0,1098686000.0,True
2026-06-30,2026-08-14,0001193125-26-352200,14040H105,CAPITAL ONE FINL CORP,COM,3000000.0,601860000.0,True
2026-06-30,2026-08-14,0001193125-26-352200,530909100,LIBERTY LIVE HOLDINGS INC,COM SER A,4986588.0,504941901.0,True
2026-06-30,2026-08-14,0001193125-26-352200,546347105,LOUISIANA PAC CORP,COM,5664793.0,445592617.0,True
2026-06-30,2026-08-14,0001193125-26-352200,670346105,NUCOR CORP,COM,1857752.0,413814258.0,True
2026-06-30,2026-08-14,0001193125-26-352200,55616P104,MACYS INC,COM,7347426.0,173031882.0,True
2026-06-30,2026-08-14,0001193125-26-352200,62944T105,NVR INC,COM,11112.0,75710501.0,True
2026-06-30,2026-08-14,0001193125-26-352200,526057302,LENNAR CORP,CL B,298117.0,26445959.0,True
2026-06-30,2026-08-14,0001193125-26-352200,47233W109,JEFFERIES FINANCIAL GROUP IN,COM,433558.0,21669229.0,True
2026-06-30,2026-08-14,0001193125-26-352200,23331A109,D R HORTON INC,COM,3564.0,580504.0,True
